country,year,varName_harmonized,varName_source,varLabel_source,comment,pctMissing
Malawi,2019,harvest_year_begin,ag_p06b,BEGIN YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",85.77163963385259
Malawi,2019,harvest_year_end,ag_p06d,END YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",84.65438528069008
Malawi,2019,hhID,case_id,Unique Household Identifier,,0
Malawi,2019,lat,ea_lat_mod,Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.8740737341989953
Malawi,2019,localUnit_area,ag_c04b; ag_j05b; ag_o04b,Units of Self Reprted Area; UNIT; UNIT,,0.9727224758539997
Malawi,2019,lon,ea_lon_mod,Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,0.8740737341989953
Malawi,2019,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),,17.90589368877469
Malawi,2019,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); YEAR; In what year were most of these plants/ trees planted?,,5.597742549725848
Malawi,2019,plotID,plotid,Plot ID,,0
Malawi,2019,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",7.4835394250843095
Malawi,2019,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",1.030076395420863
Malawi,2019,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,,0.9658400055059764
Uganda,2011-2012,hhID,HHID,HH identifier,,0
Uganda,2011-2012,plotID,plotID,plot name,,0
Uganda,2011-2012,plot_area_reported_localUnit,"a4aq7,a4bq7",What was the total area of plot planted,,2.3816175443497696
Uganda,2011-2012,localUnit_area,NA,NA,,2.33272803464171
Uganda,2011-2012,plot_area_reported_ha,NA,NA,,2.3816175443497696
Uganda,2011-2012,crop_area_share,"a4aq9,a4bq9",What percentage of the plot area was under this crop,100 if pure stand,2.3344740885598547
Uganda,2011-2012,planting_month,"Crop_Planted_Month,Crop_Planted_Month2",month crop planted,,2.33272803464171
Uganda,2011-2012,planting_year,"Crop_Planted_Year,Crop_Planted_Year",year crop planted,,3.5043302137169996
Uganda,2011-2012,crop,cropID,Crop Name,,0
Uganda,2011-2012,harvest_month_begin,"a5aq6e, a5bq6e",In what month did the harvest begin,,80.09673138706523
Uganda,2011-2012,harvest_month_end,"a5aq6f, a5bq6f",In what month did the harvest end,,80.09673138706523
Uganda,2011-2012,harvest_year_begin,NA,NA,,100
Uganda,2011-2012,harvest_year_end,NA,NA,,100
Uganda,2011-2012,adm1,h1aq1,District,,8.97471713926526
Uganda,2011-2012,adm2,h1aq2,County/Municipality,,9.028844810727756
Uganda,2011-2012,adm3,h1aq3,"Sub-county/Division,Town Council",,9.97171392652605
Uganda,2011-2012,adm4,h1aq4,Parish/Ward,,9.165037016343065
Uganda,2011-2012,lat,lat_mod,"latitude in degrees, modified (wgs84)",,6.397541556083251
Uganda,2011-2012,lon,lon_mod,"longitude in degrees, modified (wgs84)",,6.397541556083251
Uganda,2011-2012,GPS_level,source,location type used in generating modified coordinates,,6.397541556083251
Uganda,2011-2012,plot_area_measured_ha,NA,NA,,100
Uganda,2011-2012,dataset_name,NA,NA,,NA
Uganda,2013-2014,hhID,HHID,household ID,,0
Uganda,2013-2014,plotID,plotID,plot identifier,,0.018706449048309405
Uganda,2013-2014,plot_area_reported_localUnit,a4aq7,Total area of plot planted,,8.941682645091896
Uganda,2013-2014,localUnit_area,NA,NA,acres,8.890239910209043
Uganda,2013-2014,plot_area_reported_ha,NA,NA,,8.941682645091896
Uganda,2013-2014,crop_area_share,a4aq9,what percentage of the plot area was under this crop?,100 if pure stand,30.201561988495534
Uganda,2013-2014,planting_month,a4aq9_1,Month crop planted,,10.18566150680447
Uganda,2013-2014,planting_year,a4aq9_2,Year crop planted,,10.241780853949399
Uganda,2013-2014,crop,cropID,Crop Name,,0
Uganda,2013-2014,harvest_month_begin,a5aq6e,in what month did harvest begin,,27.428330917083667
Uganda,2013-2014,harvest_month_end,a5aq6f,in what month did harvest end,,27.31609222279381
Uganda,2013-2014,harvest_year_begin,a5aq6e_1,in what year did harvest begin,,27.428330917083667
Uganda,2013-2014,harvest_year_end,a5aq6f_1,in what year did harvest end,,27.31609222279381
Uganda,2013-2014,adm1,region,Region,,0
Uganda,2013-2014,adm2,district_name,L1_name,,0
Uganda,2013-2014,adm3,subcounty_name,L2_name,,0
Uganda,2013-2014,adm4,parish_name,L3_name,,0
Uganda,2013-2014,lat,NA,NA,,100
Uganda,2013-2014,lon,NA,NA,,100
Uganda,2013-2014,GPS_level,NA,NA,,100
Uganda,2013-2014,plot_area_measured_ha,NA,NA,,100
Uganda,2013-2014,dataset_name,NA,NA,,NA
Uganda,2019-20,hhID,hhid,Unique household identifier in 2019/20/ Unique 32-character long identifier of the interview,"hhid was changed again since 2018/19, the old ones are available in the raw data",0
Uganda,2019-20,plotID,pltid,Plot identifier,may not be unique,0
Uganda,2019-20,plot_area_reported_localUnit,"s4aq07, s4bq07",7.What was the total area of %rostertitle% planted?,NA,0.39626897518746573
Uganda,2019-20,crop_area_share,"s4aq09, s4bq09",9. Approximately what percentage of the plot area was under this %rostertitle%?,NA,47.1499116015363
Uganda,2019-20,planting_month,"s4aq09_1, s4bq09_1",9.1. What month was the crop planted?,NA,10.315186246418339
Uganda,2019-20,planting_year,"s4aq09_2, s4bq09_2",9.2. What year was the crop planted?(YYYY),value 9998 for planting year,10.315186246418339
Uganda,2019-20,fieldID,parcelID,Parcel identifier,NA,0
Uganda,2019-20,plot_area_reported_ha,NA,NA,NA,0.39626897518746573
Uganda,2019-20,localUnit_area,NA,NA,according to The Uganda National Panel Survey 2019/20 Agriculture Questionnaire,0.39626897518746573
Uganda,2019-20,crop,cropID,Id in crop_code,NA,0
Uganda,2019-20,harvest_month_begin,"s5aq06e_1, s5bq06e_1","6e. Month harvest began (2018, full harvest, condition1)",NA,28.34237639456197
Uganda,2019-20,harvest_year_begin,"s5aq06e_1_1, s5bq06e_1_1","6e1. Year harvest began (2018, full harvest, condition1)",range 20 to 2819,28.34237639456197
Uganda,2019-20,harvest_month_end,"s5aq06f_1, s5bq06f_1","6f. Month harvest ended (2018, full harvest, condition1)",NA,27.81198561238798
Uganda,2019-20,harvest_year_end,"s5aq06f_1_1, s5bq06f_1_1","6f1. Year harvest ended (2018, full harvest, condition1)",range 24 to 2819,27.824178503932206
Uganda,2019-20,adm1,district,District Name,NA,0.02438578308845943
Uganda,2019-20,adm2,s1aq03a,3. Sub-County/Division/Town Council,NA,0.02438578308845943
Uganda,2019-20,adm3,s1aq04a,4. Parish/Ward,NA,0.02438578308845943
Uganda,2019-20,lat,NA,NA,NA,100
Uganda,2019-20,lon,NA,NA,NA,100
Uganda,2019-20,GPS_level,NA,NA,NA,100
Uganda,2019-20,plot_area_measured_ha,NA,NA,NA,100
Uganda,2019-20,adm4,NA,NA,no village name,100
Uganda,2019-20,dataset_name,NA,NA,NA,NA
Uganda,2019-20,dataset_doi,NA,NA,NA,0
Uganda,2015-16,hhID,HHID,Household number,NA,0
Uganda,2015-16,plotID,plotID,Plot identifier,"plotID may not be unique, not all rows in the original dataset are unique",0.021942335542195112
Uganda,2015-16,plot_area_reported_localUnit,"a4aq7, a4bq7",total area of plot planted,sometimes 0.000,1.5096326853030237
Uganda,2015-16,crop_area_share,"a4aq9, a4bq9","what percentage of the plot area was under this crop?, approximately what percentage of the plot area was under this crop?",NA,27.182165269671305
Uganda,2015-16,planting_month,"a4aq9_1, a4bq9_1",Month crop planted,"Values recorded as 99, which were used for the answer >>Don't know<< to the question in which month the crop was planted in the source data, were converted to missing values",71.90942203888181
Uganda,2015-16,planting_year,"a4aq9_2, a4bq9_2",Year crop planted,NA,62.83407205862992
Uganda,2015-16,fieldID,parcelID,Parcel identifier,NA,0
Uganda,2015-16,plot_area_reported_ha,NA,NA,NA,1.5096326853030237
Uganda,2015-16,localUnit_area,NA,NA,"acres, according to The Uganda National Panel Survey 2015/16: Agriculture & Livestock Questionnaire",1.5096326853030237
Uganda,2015-16,crop,cropID,"Crop name, Crop_code2:crop name",NA,0
Uganda,2015-16,harvest_month_begin,"a5aq6e, a5bq6e",in what month did the harvest begin?,up to month 26,78.29903014876903
Uganda,2015-16,harvest_year_begin,"a5aq6e_1, a5bq6e_1",in what year did the harvest begin?,year 216 included,78.29903014876903
Uganda,2015-16,harvest_month_end,"a5aq6f, a5bq6f",in what month did the harvest end?,up to month 26,75.97314258129634
Uganda,2015-16,harvest_year_end,"a5aq6f_1, a5bq6f_1",in what year did the harvest end?,NA,75.97314258129634
Uganda,2015-16,adm1,district_name,L1name,NA,1.4964672839777067
Uganda,2015-16,adm2,subcounty_name,L2name,NA,1.4964672839777067
Uganda,2015-16,adm3,parish_name,L3name,NA,1.4964672839777067
Uganda,2015-16,adm4,village_name,L4name,NA,1.4964672839777067
Uganda,2015-16,lat,NA,NA,NA,100
Uganda,2015-16,lon,NA,NA,NA,100
Uganda,2015-16,GPS_level,NA,NA,NA,100
Uganda,2015-16,plot_area_measured_ha,NA,NA,NA,100
Uganda,2015-16,dataset_name,NA,NA,NA,NA
Uganda,2015-16,dataset_doi,NA,NA,NA,0
Uganda,2018-19,hhID,hhid,Unique household identifier in 2018/19/ InterviewId,"hhid was changed since 2016, both are available in the raw data",0
Uganda,2018-19,plotID,pltid,Plot identifier,plotID may not be unique,0
Uganda,2018-19,plot_area_reported_localUnit,"s4aq07, s4bq07",7.What was the total area of %rostertitle% planted?,sometimes 0.00,1.1422769386978042
Uganda,2018-19,crop_area_share,"s4aq09, s4bq09",9. Approximately what percentage of the plot area was under this %rostertitle%?,NA,30.955705038710494
Uganda,2018-19,planting_month,"s4aq09_1, s4bq09_1",9.1. What month was the crop planted?,NA,12.850615560350299
Uganda,2018-19,planting_year,"s4aq09_2, s4bq09_2",9.2. What year was the crop planted?(YYYY),range: 2 to 20186,12.837923594364767
Uganda,2018-19,fieldID,parcelID,Parcel identifier,NA,0
Uganda,2018-19,plot_area_reported_ha,NA,NA,NA,1.1422769386978042
Uganda,2018-19,localUnit_area,NA,NA,"according to the Uganda National Panel Survey 2018-2019, Agriculture Questionnaire",1.1422769386978042
Uganda,2018-19,crop,cropID,Roster instance identifier,NA,0
Uganda,2018-19,harvest_month_begin,"s5aq06e_1, s5bq06e_1",6e. In what month did the harvest begin?,NA,22.12209671278081
Uganda,2018-19,harvest_year_begin,"s5aq06e_1_1, s5bq06e_1_1",6e_1. In what year did the harvest begin? (YY),range: 0 to 20186,22.12209671278081
Uganda,2018-19,harvest_month_end,"s5aq06f_1, s5bq06f_1","6f. In what month did the harvest end?,",NA,21.785759614164235
Uganda,2018-19,harvest_year_end,"s5aq06f_1_1, s5bq06f_1_1",6f_1. In what year did the harvest end? (YY),range: 201 to 2818,21.792105597157
Uganda,2018-19,adm1,district_2018/ distirct_name,District name,different label in study documentation and .csv file,0.9328594999365402
Uganda,2018-19,adm2,subcounty_2018/ subcounty_name,Sub country name,different label in study documentation and .csv file,0.9328594999365402
Uganda,2018-19,adm3,parish_2018/ parish_name,Parish Code,different label in study documentation and .csv file,0.9328594999365402
Uganda,2018-19,adm4,village/ ???,NA,label non existent in study documentary,0.9328594999365402
Uganda,2018-19,lat,NA,NA,NA,100
Uganda,2018-19,lon,NA,NA,NA,100
Uganda,2018-19,GPS_level,NA,NA,NA,100
Uganda,2018-19,plot_area_measured_ha,NA,NA,NA,100
Uganda,2018-19,dataset_name,NA,NA,NA,NA
Uganda,2018-19,dataset_doi,NA,NA,NA,0
Nigeria,2015,adm1,zone,Zone code,,0
Nigeria,2015,adm2,state,State code,,0
Nigeria,2015,adm3,lga,LGA code,,0
Nigeria,2015,adm4,ea,EA CODE,,100
Nigeria,2015,lat,lat_dd_mod,Latitude Modified,,0.17781541066892462
Nigeria,2015,lon,lon_dd_mod,Longitude Modified,,0.17781541066892462
Nigeria,2015,GPS_level,,,EA centroid,0.17781541066892462
Nigeria,2015,hhID,hhid,hhid,,0
Nigeria,2015,plotID,plotid,"Id in ""plot_roster""",,0
Nigeria,2015,crop,cropcode,Id in Sec11f_crops,Code is available to combine crops into simpler categories but not used to generate the current dataset,0
Nigeria,2015,plot_area_measured_ha,s11aq4c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE,,15.410668924640136
Nigeria,2015,plot_area_reported_ha,,,Generated from WB conversion table,1.380186282811177
Nigeria,2015,plot_area_reported_localUnit,s11aq4b,What is the unit of [PLOT],,1.3463166807790008
Nigeria,2015,localUnit_area,s11aq4aa,What is the area of [PLOT]?,,1.380186282811177
Nigeria,2015,crop_area_share,sa3iq5c,WHAT WAS THE LAND AREA OF [CROP] HARVESTED? (PERCENT OF PLOT AREA),"Generated from farmer-reported area planted for tree/permanet crops, including cassava (see s11fq4a/sa3iq5a) when proportion of area planted was not available. Note that the sum of reported area planted for multiple crops sometimes is greater than the plot area; code is available to rescale to plot area ",1.1685012701100763
Nigeria,2015,planting_year,s11fq3_2,When did you plant the seeds for [CROP] on [PLOT]? (YEAR),,9.110922946655377
Nigeria,2015,planting_month,s11fq3_1,When was most of the [CROP] seeds palnted on [PLOT] this agricultural season?,,9.11939034716342
Nigeria,2015,harvest_year_begin,sa3iq4a2,When did household start the harvest of [CROP] from [PLOT]? (YEAR),,15.901778154106688
Nigeria,2015,harvest_month_begin,sa3iq4a1,When did household start the harvest of [CROP] from [PLOT]? (MONTH),,15.901778154106688
Nigeria,2015,harvest_year_end,sa3iq6c2,When did your household complete harvest of [CROP] from [PLOT]? (YEAR),,23.446232006773922
Nigeria,2015,harvest_month_end,sa3iq6c1,When did your household complete harvest of [CROP] from [PLOT]? (MONTH),,23.471634208298052
Nigeria,2015,dataset_name,n/a,,,NA
Nigeria,2015,dataset_doi,n/a,,,0
Nigeria,2018,adm1,zone,Zone code,,0
Nigeria,2018,adm2,state,State code,,0
Nigeria,2018,adm3,lga,LGA code,,0
Nigeria,2018,adm4,ea,EA CODE,,100
Nigeria,2018,lat,lat_dd_mod,Latitude Modified,,0
Nigeria,2018,lon,lon_dd_mod,Longitude Modified,,0
Nigeria,2018,GPS_level,,,EA centroid,0
Nigeria,2018,hhID,hhid,hhid,,0
Nigeria,2018,plotID,plotid,"Id in ""plot_roster""",,0
Nigeria,2018,crop,cropcode,Id in Sec11f_crops,Code is available to combine crops into simpler categories but not used to generate the current dataset,0
Nigeria,2018,plot_area_measured_ha,s11aq4c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE,,16.47810461866099
Nigeria,2018,plot_area_reported_ha,,,Generated from WB conversion table,0
Nigeria,2018,plot_area_reported_localUnit,s11aq4b,What is the unit of [PLOT],,0
Nigeria,2018,localUnit_area,s11aq4aa,What is the area of [PLOT]?,,0
Nigeria,2018,crop_area_share,s11fq1/s11fq4,"Approximately what percent of [PLOT] is planted with [CROP]?/Approximately, what percent of [PLOT] was planted with [TREE/PERMANENT CROP]?",Note that the sum of areas planted frequently adds up to more than the total measured or reported area of the plot; code is availble to rescale these areas down to the plot area,3.8267003859976043
Nigeria,2018,planting_year,s11fq3_2,When did you plant the seeds for [CROP] on [PLOT]? (YEAR),,5.8032743245041924
Nigeria,2018,planting_month,s11fq3_1,When was most of the [CROP] seeds palnted on [PLOT] this agricultural season?,,5.8032743245041924
Nigeria,2018,harvest_year_begin,sa3iq4a2,When did household start the harvest of [CROP] from [PLOT]? (YEAR),,27.3392785837881
Nigeria,2018,harvest_month_begin,sa3iq4a1,When did household start the harvest of [CROP] from [PLOT]? (MONTH),,27.3392785837881
Nigeria,2018,harvest_year_end,sa3iq6c2,When did your household complete harvest of [CROP] from [PLOT]? (YEAR),,34.080926394249964
Nigeria,2018,harvest_month_end,sa3iq6c1,When did your household complete harvest of [CROP] from [PLOT]? (MONTH),,34.080926394249964
Nigeria,2018,dataset_name,,,,NA
Nigeria,2018,dataset_doi,,,,0
Niger,2011-2012,hhID,hid,Household identifier,,NA
Niger,2011-2012,adm1,ms00q10,Region,,NA
Niger,2011-2012,adm2,ms00q11,Departement,,NA
Niger,2011-2012,lat,LAT_DD_MOD,EA Latitude (WGS84) Modified,,NA
Niger,2011-2012,lon,LON_DD_MOD,EA Longitude (WGS84) Modified,,NA
Niger,2011-2012,GPS_level,,,coordinates of the grappe (cluster),NA
Niger,2011-2012,fieldID,as02bq01,Field number,,NA
Niger,2011-2012,plotID,as01qn,id number,in case parcel number is wrong,NA
Niger,2011-2012,plot_area_reported_ha,,,converted from m2 to Ha,NA
Niger,2011-2012,plot_area_reported_localUnit,as02bq08,How much area was given to the cultivation of each crop?(square meters),,NA
Niger,2011-2012,localUnit_area,as02bq08,How much area was given to the cultivation of each crop?(square meters),,NA
Niger,2011-2012,planting_month,as02bq11,In which month did you plant this produce for the first time this season?,,NA
Niger,2011-2012,crop,as02bq06,Crop code,the actual souce value,NA
Niger,2011-2012,planting_year,NA,NA,missing,NA
Niger,2011-2012,crop_area_share,,"Surface cultivée consacrée à chaque culture, Superficie de la parcelle GPS (en mètre carré)",missing,NA
Niger,2011-2012,plot_area_measured_ha,,,missing,NA
Niger,2011-2012,dataset_name,NA,NA,,NA
Niger,2014-2015,hhID,"grappe, exploitation","grappe, exploitation",combination of both grappe and exploitation,0
Niger,2014-2015,lat,LAT_DD_MOD,EA Latitude (WGS84 Modified),taken from earlier wave (NER_2011_ECVMA_v01_M),0
Niger,2014-2015,lon,LON_DD_MOD,EA Longirude (WGS84 Modified),taken from earlier wave (NER_2011_ECVMA_v01_M),0
Niger,2014-2015,GPS_level,,,"set to 3, as coordinates are at community level",0
Niger,2014-2015,adm1,MS00Q10,Region,"region code, modified to region name using lookup data (see wave documentation report)",0
Niger,2014-2015,adm2,MS00Q11,Département,"department code, modified to department name using lookup table (see wave report)",0
Niger,2014-2015,adm3,MS00Q12,Commune/Canton,"community code, modified to commune name using lookup table",82.9286671131949
Niger,2014-2015,adm4,,,,100
Niger,2014-2015,fieldID,AS01Q01,Numéro du champ,,0
Niger,2014-2015,plotID,AS01Q03,Numéro de la Parcelle,,0
Niger,2014-2015,crop,"AS02BQ06, CULTURE",Code culture,based on crop code description,0
Niger,2014-2015,plot_area_reported_ha,AS02BQ08,Surface cultivée consacrée à chaque culture,"although the variable indicates the area dedicated to each crop (surface consacrée à chaque culture), the areas were often similar between crops and equal in terms of magnitude as the GPS-measured area. Hence, this area is considered to be the reported plot area rather than the crop-specific area.",2.4279973208305425
Niger,2014-2015,plot_area_measured_ha,AS01Q07,Superficie de la parcelle GPS (en mètre carré),converted from m² to ha,9.862692565304755
Niger,2014-2015,plot_area_reported_localUnit,,,,100
Niger,2014-2015,localUnit_area,,,,100
Niger,2014-2015,crop_area_share,"AS02BQ08, AS01Q07",,determined by the dedicated crop area to the total in each plot. Remark: the areas of each crop are often similar within the same plot - hence this is likely an indication of the plot area rather than the crop-specific area. ,2.813127930341594
Niger,2014-2015,planting_month,AS02BQ11,Mois au cours duquel vous avez planté ce produit pour la première fois cette saison,,0
Niger,2014-2015,harvest_month_begin,AS02EQ06A,Mois de début de la récolte,,22.56363027461487
Niger,2014-2015,harvest_month_end,AS02EQ06B,Mois de fin de la récolte,,22.672471533824513
Niger,2014-2015,planting_year,,,based on planting_month,100
Niger,2014-2015,harvest_year_begin,,,,100
Niger,2014-2015,harvest_year_end,,,,100
Mali,2014-15,NA,NA,NA,NA,NA
Mali,2017-18,NA,NA,NA,NA,NA
Niger,2014-15,NA,NA,NA,NA,NA
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,dataset_doi,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,dataset_doi,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,hhID,NA,NA,NA,0
NA,NA,fieldID,NA,NA,NA,0
NA,NA,plotID,NA,NA,NA,0.03949447077409163
NA,NA,crop,NA,NA,NA,0
NA,NA,crop_area_share,NA,NA,NA,100
NA,NA,planting_month,NA,NA,NA,0
NA,NA,planting_year,NA,NA,NA,100
NA,NA,harvest_month_begin,NA,NA,NA,100
NA,NA,harvest_month_end,NA,NA,NA,100
NA,NA,adm1,NA,NA,NA,0
NA,NA,adm2,NA,NA,NA,0
NA,NA,adm3,NA,NA,NA,100
NA,NA,lat,NA,NA,NA,0
NA,NA,lon,NA,NA,NA,0
NA,NA,GPS_level,NA,NA,NA,0
NA,NA,plot_area_reported_localUnit,NA,NA,NA,1.1848341232227488
NA,NA,localUnit_area,NA,NA,NA,0
NA,NA,plot_area_measured_ha,NA,NA,NA,100
NA,NA,plot_area_reported_ha,NA,NA,NA,1.1848341232227488
NA,NA,harvest_year_begin,NA,NA,NA,100
NA,NA,harvest_year_end,NA,NA,NA,100
NA,NA,adm4,NA,NA,NA,100
NA,NA,country,NA,NA,NA,0
NA,NA,dataset_doi,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,dataset_doi,NA,NA,NA,0
NA,NA,fieldID,NA,NA,NA,100
NA,NA,country,NA,NA,NA,0
NA,NA,fieldID,NA,NA,NA,100
NA,NA,country,NA,NA,NA,0
NA,NA,fieldID,NA,NA,NA,100
NA,NA,country,NA,NA,NA,0
NA,NA,dataset_doi,NA,NA,NA,0
NA,NA,fieldID,NA,NA,NA,100
NA,NA,country,NA,NA,NA,0
NA,NA,dataset_doi,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
NA,NA,country,NA,NA,NA,0
