ea_id,com_cb_start_day,com_cb_start_month,com_cb_start_hour,com_cb_start_minute,com_cb_end_hour,com_cb_end_minute,com_cc_start_day,com_cc_start_month,com_cc_start_hour,com_cc_start_minute,com_cc_end_hour,com_cc_end_minute,com_ce_start_day,com_ce_start_month,com_ce_start_hour,com_ce_start_minute,com_ce_end_hour,com_ce_end_minus,com_cf_start_day,com_cf_start_month,com_cf_start_hour,com_cf_start_minute,com_cf_end_hour,com_cf_end_minute,com_cg_start_day,com_cg_start_month,com_cg_start_hour,com_cg_start_minute,com_cg_end_hour,com_cg_end_minute,com_ch_start_day,com_ch_start_month,com_ch_start_hour,com_ch_start_minute,com_ch_end_hour,com_ch_end_minute,com_ci_start_day,com_ci_start_month,com_ci_start_hour,com_ci_start_minute,com_ci_end_hour,com_ci_end_minute,com_cj_start_day,com_cj_start_month,com_cj_start_hour,com_cj_start_minute,com_cj_end_hour,com_cj_end_minute
20906605,25,SEPTEMBER,10,0,10,15,25,SEPTEMBER,10,15,10,35,25,SEPTEMBER,11,0,11,2,25,SEPTEMBER,11,3,11,35,25,SEPTEMBER,11,36,11,44,25,SEPTEMBER,11,45,12,5,25,SEPTEMBER,12,5,12,8,25,SEPTEMBER,12,8,12,35
20908088,20,APRIL,10,8,10,23,20,APRIL,10,23,10,43,20,APRIL,11,1,11,12,20,APRIL,11,12,11,22,20,APRIL,11,22,11,30,20,APRIL,11,30,11,45,20,APRIL,11,45,11,50,20,APRIL,11,50,12,30
20908119,16,JULY,10,0,10,20,16,JULY,10,21,10,30,16,JULY,11,0,11,12,16,JULY,11,13,11,25,16,JULY,11,26,11,30,16,JULY,11,31,11,50,16,JULY,11,52,11,58,16,JULY,11,59,12,25
20909113,5,AUGUST,11,30,11,55,5,AUGUST,11,56,12,13,5,AUGUST,13,57,14,5,5,AUGUST,14,5,14,20,5,AUGUST,14,21,14,27,5,AUGUST,14,28,14,45,5,AUGUST,14,45,14,49,5,AUGUST,14,49,14,59
21037030,23,OCTOBER,9,32,9,43,23,OCTOBER,9,42,9,49,23,OCTOBER,10,9,10,16,23,OCTOBER,10,17,10,19,23,OCTOBER,10,19,10,22,23,OCTOBER,10,23,10,33,23,OCTOBER,10,33,10,35,23,OCTOBER,10,35,10,46
21037536,3,MAY,9,31,9,33,3,MAY,9,34,9,58,3,MAY,10,21,10,25,3,MAY,10,25,10,38,3,MAY,10,38,10,55,3,MAY,10,55,11,17,3,MAY,11,17,,,3,MAY,11,19,11,27
21048764,18,JULY,10,12,10,27,18,JULY,10,27,10,42,18,JULY,11,6,11,17,18,JULY,11,17,11,32,18,JULY,11,28,11,32,18,JULY,11,32,11,44,18,AUGUST,11,44,11,47,18,JULY,11,49,12,10
21051203,12,OCTOBER,8,10,8,22,12,OCTOBER,8,22,8,33,12,OCTOBER,8,50,8,58,12,OCTOBER,8,58,8,59,12,OCTOBER,8,59,9,10,12,OCTOBER,9,11,9,21,12,OCTOBER,9,21,9,25,12,OCTOBER,9,25,9,33
21052427,26,APRIL,9,40,9,52,25,APRIL,9,52,10,4,25,APRIL,10,26,10,32,25,APRIL,10,32,10,32,25,APRIL,10,42,10,47,25,APRIL,10,48,10,54,25,APRIL,10,55,10,55,26,APRIL,11,0,11,5
21053745,21,AUGUST,9,30,9,41,21,AUGUST,9,41,9,50,21,AUGUST,10,15,10,18,21,AUGUST,10,18,10,20,21,AUGUST,10,20,10,28,21,AUGUST,10,28,10,38,21,AUGUST,10,38,10,38,21,AUGUST,10,39,10,47
21055241,5,SEPTEMBER,8,33,8,36,5,SEPTEMBER,8,37,8,48,5,SEPTEMBER,9,5,9,11,5,SEPTEMBER,9,11,9,18,5,SEPTEMBER,9,18,9,28,5,SEPTEMBER,9,30,9,37,5,SEPTEMBER,9,37,9,39,5,SEPTEMBER,9,39,9,44
21055693,28,MAY,8,16,8,23,28,MAY,8,23,8,30,28,MAY,8,40,8,44,28,MAY,8,46,8,49,28,MAY,8,49,8,52,28,MAY,8,52,9,1,28,MAY,9,1,9,2,28,MAY,9,2,9,10
21066096,25,OCTOBER,9,55,10,14,25,OCTOBER,10,15,10,28,25,OCTOBER,10,38,10,44,25,OCTOBER,10,45,10,55,25,OCTOBER,10,55,10,58,25,OCTOBER,10,58,11,7,25,OCTOBER,11,7,11,9,25,OCTOBER,11,10,11,15
21066339,26,JUNE,8,30,8,38,26,JUNE,8,38,8,44,26,JUNE,9,4,9,10,26,JUNE,9,10,9,16,26,JUNE,9,16,9,21,26,JUNE,9,21,9,34,26,JUNE,9,34,9,39,26,JUNE,9,39,9,45
21074510,19,MAY,7,24,7,38,19,MAY,7,38,7,38,19,MAY,8,19,8,28,19,MAY,8,28,8,36,19,MAY,8,36,8,40,19,MAY,8,40,9,2,19,MAY,9,2,9,3,19,MAY,9,3,9,16
21077725,3,OCTOBER,10,0,10,10,3,OCTOBER,10,10,10,17,3,OCTOBER,10,39,10,44,3,OCTOBER,10,44,10,45,3,OCTOBER,10,45,10,48,3,OCTOBER,10,48,10,55,3,OCTOBER,10,55,10,58,3,OCTOBER,10,58,11,3
21080308,24,MAY,8,11,8,17,24,MAY,8,17,8,27,24,MAY,8,39,8,44,24,MAY,8,44,8,50,24,MAY,8,50,8,54,24,MAY,8,56,9,4,24,MAY,9,4,9,8,24,MAY,9,8,9,15
21081573,29,SEPTEMBER,9,2,9,10,29,AUGUST,9,10,9,18,29,SEPTEMBER,9,33,9,38,29,SEPTEMBER,9,38,9,45,29,SEPTEMBER,9,46,9,49,29,SEPTEMBER,9,49,9,54,29,SEPTEMBER,9,54,9,56,29,SEPTEMBER,9,56,10,4
21086069,24,OCTOBER,8,0,8,16,24,OCTOBER,8,16,8,26,24,OCTOBER,8,40,8,47,24,OCTOBER,8,48,8,52,24,OCTOBER,8,52,8,57,24,OCTOBER,8,57,9,6,24,OCTOBER,9,6,9,10,24,OCTOBER,9,11,9,18
21086436,12,JULY,9,36,9,43,12,JULY,9,43,9,51,12,JULY,9,58,10,5,12,JULY,10,5,10,12,12,JULY,10,12,10,15,12,JULY,10,15,10,25,12,JULY,10,25,10,26,12,JULY,10,26,10,35
21087531,24,APRIL,1,13,1,25,24,MAY,1,25,1,55,24,APRIL,2,21,2,27,24,APRIL,2,27,2,40,24,APRIL,2,40,2,45,24,APRIL,2,41,2,57,24,APRIL,2,57,2,57,24,APRIL,3,6,3,10
21088597,12,AUGUST,11,0,11,35,12,AUGUST,11,35,11,48,12,AUGUST,12,0,12,3,12,AUGUST,12,3,12,8,12,AUGUST,12,8,12,10,12,AUGUST,12,10,12,18,12,AUGUST,12,18,12,18,12,AUGUST,12,20,12,32
30101280,30,APRIL,8,38,8,42,30,APRIL,8,43,9,0,30,APRIL,9,27,9,28,30,APRIL,9,28,9,32,30,APRIL,9,32,9,34,30,APRIL,9,34,9,43,30,APRIL,9,43,9,44,30,APRIL,9,47,9,51
30101545,26,JUNE,10,19,10,21,26,JUNE,10,21,10,33,26,JUNE,10,49,10,52,26,JUNE,10,52,10,58,26,JUNE,10,59,11,9,26,JUNE,11,9,10,19,26,JUNE,10,19,10,22,26,JUNE,10,24,10,30
30102028,29,JUNE,12,13,12,15,29,JUNE,12,15,12,22,29,JUNE,13,30,13,35,29,JUNE,13,36,10,40,29,JUNE,12,41,12,45,29,JUNE,12,45,12,52,29,JUNE,12,52,12,56,29,JUNE,12,56,13,9
30102540,28,JUNE,7,53,7,56,28,JUNE,7,56,8,3,28,JUNE,8,11,8,12,28,JUNE,8,13,8,16,28,JUNE,8,16,8,18,28,JUNE,8,20,8,25,28,JUNE,8,25,8,25,28,JUNE,8,26,8,33
30103074,26,MAY,9,30,9,33,26,MAY,9,34,9,36,26,MAY,9,45,9,47,26,MAY,9,47,9,53,26,MAY,9,55,9,59,26,MAY,10,3,10,13,26,MAY,10,13,10,17,26,MAY,10,17,10,20
30104708,23,MAY,11,12,11,12,23,MAY,11,12,11,30,23,MAY,11,36,11,39,23,MAY,11,39,11,44,23,MAY,11,44,11,49,26,MAY,11,49,11,57,23,MAY,11,57,11,59,23,MAY,12,0,12,9
30105325,27,APRIL,9,58,9,58,7,APRIL,9,58,9,59,27,APRIL,10,0,10,12,20,APRIL,10,12,10,15,27,APRIL,10,21,10,24,27,APRIL,10,25,10,30,27,APRIL,10,30,10,32,27,APRIL,10,33,10,35
30105448,30,MAY,9,3,9,5,30,MAY,9,5,9,10,30,MAY,9,14,9,17,30,MAY,9,18,9,20,30,MAY,9,20,9,32,30,MAY,9,32,9,40,30,MAY,9,41,9,45,30,MAY,9,43,9,47
30107624,7,OCTOBER,8,58,9,11,7,OCTOBER,9,11,9,30,7,OCTOBER,9,51,9,57,7,OCTOBER,9,57,10,7,7,OCTOBER,10,7,10,19,7,OCTOBER,10,21,10,20,7,OCTOBER,10,20,1,,7,OCTOBER,10,32,10,41
30108401,22,APRIL,8,52,8,59,22,APRIL,9,17,9,47,22,APRIL,9,47,9,56,22,APRIL,9,57,10,10,22,APRIL,10,10,10,15,22,APRIL,10,17,10,29,22,APRIL,10,29,10,33,22,APRIL,10,34,10,39
30109724,11,MAY,7,32,7,34,11,MAY,7,34,7,36,11,MAY,7,44,7,47,11,MAY,7,47,7,52,11,MAY,7,52,7,53,11,MAY,7,56,7,58,11,MAY,7,59,8,4,11,MAY,8,4,8,6
30202252,23,JULY,8,33,8,37,23,JULY,8,38,8,42,23,JULY,8,47,8,49,23,JULY,8,50,8,54,23,JULY,8,55,8,57,23,JULY,8,57,9,3,23,JULY,9,4,9,6,23,JULY,9,7,9,22
30206341,5,JUNE,10,4,10,6,5,JUNE,10,7,10,15,5,JUNE,10,29,10,33,5,JUNE,10,33,10,38,5,JUNE,10,39,10,43,5,JUNE,10,44,10,49,5,JUNE,10,49,10,51,5,JUNE,10,51,10,56
30206572,14,JUNE,14,12,14,15,14,JUNE,14,15,14,18,14,JUNE,14,32,14,35,14,JUNE,14,35,14,42,14,JUNE,14,44,14,45,14,JUNE,14,45,14,49,14,JUNE,14,49,14,51,14,JUNE,14,51,14,59
30208396,14,OCTOBER,9,39,9,57,14,OCTOBER,9,58,10,11,14,OCTOBER,10,31,10,34,14,OCTOBER,10,34,10,49,14,OCTOBER,10,49,11,1,14,OCTOBER,11,1,11,10,14,OCTOBER,11,10,1,14,14,OCTOBER,11,14,,
30212307,16,MAY,8,10,8,12,16,MAY,8,12,8,17,16,MAY,8,30,8,3,16,MAY,8,34,8,39,16,MAY,8,40,8,42,16,MAY,8,42,8,48,16,MAY,8,45,8,46,16,MAY,8,46,8,49
30212492,15,MAY,8,59,8,59,15,MAY,9,1,9,5,15,MAY,9,27,9,30,15,MAY,9,30,9,33,15,MAY,9,38,9,39,15,MAY,9,40,9,44,15,MAY,9,44,9,44,15,MAY,9,46,9,49
30302601,24,JUNE,9,45,9,54,24,JUNE,9,54,10,9,24,JUNE,10,30,10,34,24,JUNE,10,34,10,48,24,JUNE,10,50,10,53,24,JUNE,10,51,11,6,24,JUNE,11,6,11,12,24,JUNE,11,12,11,22
30305082,13,SEPTEMBER,14,13,14,21,13,SEPTEMBER,14,22,14,38,13,SEPTEMBER,15,0,14,10,13,SEPTEMBER,15,10,15,10,13,SEPTEMBER,15,10,15,22,13,SEPTEMBER,15,22,15,44,13,SEPTEMBER,14,44,15,48,13,SEPTEMBER,15,48,16,9
30305277,30,APRIL,9,25,9,32,30,APRIL,9,32,9,30,30,APRIL,10,2,10,11,30,APRIL,10,24,10,25,30,APRIL,10,26,10,23,30,APRIL,10,34,10,44,30,APRIL,10,44,10,44,30,APRIL,10,45,11,15
30305580,8,JUNE,14,35,14,42,8,JUNE,14,43,15,3,8,JUNE,15,22,15,26,8,JUNE,15,26,15,32,8,JUNE,15,44,15,50,8,JUNE,15,50,16,8,8,JUNE,16,10,16,11,8,JUNE,16,12,16,35
30306087,17,JULY,10,48,10,58,17,JULY,10,57,11,13,17,JULY,11,30,11,33,17,JULY,11,33,11,41,17,JULY,11,41,11,49,17,JULY,11,50,12,4,17,JULY,12,4,12,5,17,JULY,12,5,12,14
30306555,18,OCTOBER,11,3,11,13,18,OCTOBER,11,13,11,31,18,OCTOBER,11,44,11,47,18,OCTOBER,11,47,11,58,18,OCTOBER,11,58,12,5,18,OCTOBER,12,5,12,12,18,OCTOBER,12,13,12,13,18,OCTOBER,12,13,12,34
30307678,18,JULY,14,9,14,19,18,JULY,14,19,14,35,18,JULY,14,45,14,50,18,JULY,14,59,15,4,18,JULY,15,4,15,10,18,JULY,15,10,15,15,18,JULY,15,15,15,30,18,JULY,3,31,16,0
30403444,5,JUNE,13,34,13,42,5,JUNE,13,42,13,57,5,JUNE,14,15,14,20,5,JUNE,14,20,14,32,5,JUNE,14,32,14,38,5,JUNE,14,39,14,45,5,JUNE,14,45,14,46,5,JUNE,14,47,14,55
30406710,21,APRIL,12,45,12,56,21,APRIL,12,57,1,7,21,APRIL,1,26,1,31,21,APRIL,1,23,1,53,21,APRIL,1,54,2,1,21,APRIL,2,1,2,15,21,APRIL,2,15,2,20,21,APRIL,2,20,2,35
30501383,10,SEPTEMBER,13,56,14,11,10,SEPTEMBER,14,14,14,34,10,SEPTEMBER,14,51,14,56,10,SEPTEMBER,14,56,15,8,10,SEPTEMBER,15,8,15,17,10,SEPTEMBER,15,17,15,23,10,SEPTEMBER,15,24,15,25,10,SEPTEMBER,15,25,15,40
30502456,2,JULY,9,0,9,32,2,JULY,9,32,9,45,2,JULY,9,58,10,6,2,JULY,10,6,10,13,2,JULY,10,13,10,21,2,JULY,10,23,10,30,2,JULY,10,30,10,45,2,JULY,10,30,11,0
30503685,2,OCTOBER,9,0,9,12,2,OCTOBER,9,12,9,30,2,OCTOBER,9,50,10,0,2,OCTOBER,9,50,10,14,2,OCTOBER,10,14,10,20,2,OCTOBER,10,30,10,45,2,OCTOBER,10,46,11,0,2,OCTOBER,11,0,11,20
30504518,8,AUGUST,9,30,9,10,30,APRIL,9,40,10,33,30,APRIL,10,55,11,7,20,APRIL,11,8,11,31,30,APRIL,11,31,11,35,30,APRIL,11,35,11,45,30,APRIL,11,45,11,49,30,APRIL,11,50,12,4
30602235,3,MAY,9,28,9,40,3,MAY,9,40,10,14,3,MAY,10,30,10,36,3,MAY,10,36,10,47,3,MAY,10,42,11,4,3,MAY,11,4,11,30,3,MAY,11,30,11,35,3,MAY,11,35,12,10
30620196,21,JUNE,9,20,9,25,21,JUNE,9,27,9,59,21,JUNE,10,15,10,24,21,JUNE,10,24,10,37,21,JUNE,10,37,10,48,21,JUNE,10,48,11,14,21,JUNE,11,14,11,17,21,JUNE,11,17,11,38
30703381,24,MAY,9,33,9,52,24,MAY,9,52,10,6,24,MAY,10,26,10,32,1,MAY,1,1,10,50,24,MAY,10,50,11,3,24,MAY,11,5,11,28,24,MAY,11,28,11,29,24,MAY,11,29,11,50
30704313,5,SEPTEMBER,14,13,14,21,5,SEPTEMBER,14,21,14,31,5,SEPTEMBER,14,45,14,52,5,SEPTEMBER,14,52,15,1,5,SEPTEMBER,15,1,15,10,5,SEPTEMBER,15,10,15,14,5,SEPTEMBER,15,15,15,15,5,SEPTEMBER,15,15,15,24
30705391,20,JUNE,9,41,9,46,20,JUNE,9,46,9,54,20,JUNE,10,5,10,9,20,JUNE,10,9,10,18,20,JUNE,10,16,10,30,20,JUNE,10,31,11,0,20,JUNE,11,5,11,20,20,JUNE,11,22,11,40
30706619,9,OCTOBER,8,54,9,0,9,OCTOBER,9,1,9,24,9,OCTOBER,9,40,9,56,9,OCTOBER,9,58,10,13,9,OCTOBER,10,14,10,26,9,OCTOBER,10,28,10,39,9,OCTOBER,10,39,10,43,9,OCTOBER,10,44,11,1
30708665,12,AUGUST,7,20,7,27,12,AUGUST,7,29,7,37,12,AUGUST,7,42,7,49,12,AUGUST,7,49,7,45,12,AUGUST,7,45,7,53,12,AUGUST,7,54,7,58,12,AUGUST,7,58,7,58,12,AUGUST,8,0,8,6
30709438,28,MAY,10,49,10,57,28,MAY,10,57,11,11,28,MAY,11,31,11,36,28,MAY,11,36,11,55,28,MAY,11,56,11,59,28,MAY,11,59,12,11,28,MAY,12,11,12,13,28,MAY,12,13,12,24
30710079,11,OCTOBER,14,33,14,14,11,OCTOBER,14,15,14,50,11,OCTOBER,15,0,15,10,11,OCTOBER,15,11,15,20,10,NOVEMBER,15,22,15,45,10,NOVEMBER,15,55,16,10,11,OCTOBER,16,10,16,20,11,OCTOBER,16,30,16,45
30711684,2,MAY,9,30,9,40,2,MAY,9,42,9,52,2,MAY,10,8,10,15,2,MAY,10,16,10,30,2,APRIL,10,30,10,33,2,APRIL,10,35,10,50,2,MAY,10,55,11,0,2,MAY,11,30,12,0
30801672,21,JUNE,11,20,11,23,21,JUNE,11,23,11,41,21,JUNE,11,56,12,0,21,JUNE,12,0,12,8,21,JUNE,12,8,12,13,21,JUNE,12,13,12,24,21,JUNE,12,24,12,25,21,JUNE,12,25,12,31
30801679,16,SEPTEMBER,7,40,8,2,16,SEPTEMBER,8,2,8,5,16,SEPTEMBER,8,41,8,48,16,SEPTEMBER,8,48,8,52,16,SEPTEMBER,8,52,9,5,16,SEPTEMBER,9,5,9,7,16,SEPTEMBER,9,7,9,10,16,SEPTEMBER,9,10,9,14
30803115,14,AUGUST,7,29,7,32,14,AUGUST,7,32,7,32,14,AUGUST,7,47,7,49,14,AUGUST,7,49,7,55,14,AUGUST,7,50,8,0,14,AUGUST,9,0,8,5,14,AUGUST,8,5,8,7,14,AUGUST,8,9,8,15
30804416,28,MAY,11,40,11,50,28,MAY,11,56,12,11,28,MAY,11,26,12,31,28,MAY,12,31,12,54,28,MAY,12,54,13,4,28,MAY,13,5,13,16,28,MAY,13,16,13,21,28,MAY,13,21,13,42
30805259,7,OCTOBER,6,35,6,41,7,OCTOBER,6,42,6,42,7,OCTOBER,7,10,7,10,7,OCTOBER,7,11,7,17,7,OCTOBER,7,17,7,25,7,OCTOBER,7,25,7,23,7,OCTOBER,7,24,7,24,7,OCTOBER,7,24,7,36
30806611,26,APRIL,10,41,10,53,26,APRIL,10,53,11,6,26,APRIL,11,24,11,29,26,APRIL,11,29,11,35,26,APRIL,11,35,11,47,26,APRIL,11,47,11,55,26,APRIL,11,55,11,55,26,APRIL,11,56,12,4
30901054,24,SEPTEMBER,9,29,9,36,24,SEPTEMBER,9,36,9,36,24,SEPTEMBER,10,1,10,5,24,SEPTEMBER,10,5,10,8,24,SEPTEMBER,10,9,10,10,24,SEPTEMBER,10,16,10,20,24,SEPTEMBER,10,20,10,20,24,SEPTEMBER,10,22,10,25
30901475,25,JUNE,11,59,12,3,25,JUNE,12,3,12,11,25,JUNE,12,27,12,37,25,JUNE,12,31,12,40,25,JUNE,12,40,12,46,25,JUNE,12,47,12,58,25,JUNE,12,59,13,0,25,JUNE,13,0,13,6
30901603,20,AUGUST,7,38,7,45,20,AUGUST,7,45,7,54,20,AUGUST,8,8,8,11,20,AUGUST,8,11,8,19,20,AUGUST,8,20,8,29,20,AUGUST,8,29,8,33,20,AUGUST,8,33,2,34,20,AUGUST,8,45,9,0
31001333,17,MAY,11,53,12,17,17,MAY,12,17,12,37,17,MAY,12,59,13,6,17,MAY,13,7,13,32,17,MAY,13,32,13,46,17,MAY,13,46,14,10,17,MAY,14,10,14,11,17,MAY,14,11,14,28
31001749,19,OCTOBER,10,17,10,27,19,OCTOBER,10,28,10,49,19,OCTOBER,11,20,11,35,19,OCTOBER,11,36,11,45,19,OCTOBER,11,50,12,0,19,OCTOBER,12,3,12,20,19,OCTOBER,12,22,12,25,19,OCTOBER,12,27,12,42
31002169,26,APRIL,14,38,14,53,26,APRIL,14,54,15,29,25,APRIL,15,48,16,6,25,APRIL,16,7,16,38,26,APRIL,16,39,17,2,26,APRIL,17,3,17,10,26,APRIL,17,10,17,14,26,APRIL,17,14,17,27
31004312,17,SEPTEMBER,15,10,15,15,17,SEPTEMBER,15,15,15,27,17,SEPTEMBER,15,38,15,40,17,SEPTEMBER,15,41,15,58,17,SEPTEMBER,16,0,16,15,17,SEPTEMBER,16,16,16,20,17,SEPTEMBER,16,22,16,30,17,SEPTEMBER,16,30,17,0
31006556,27,JUNE,10,2,10,19,26,JUNE,10,20,10,39,26,JUNE,11,29,11,37,26,JUNE,11,58,12,19,26,JUNE,12,24,12,36,26,JUNE,12,36,12,53,26,JUNE,12,59,13,29,26,JUNE,13,33,13,51
31007335,14,AUGUST,10,5,10,13,14,AUGUST,10,13,10,30,14,AUGUST,10,52,11,0,14,AUGUST,11,2,11,20,14,AUGUST,11,28,11,55,14,AUGUST,11,58,11,30,14,AUGUST,11,22,11,35,14,AUGUST,11,37,12,0
31108703,22,APRIL,7,40,8,3,22,APRIL,8,4,8,23,22,APRIL,8,44,8,50,22,APRIL,8,52,9,36,22,APRIL,9,36,9,50,22,APRIL,9,51,10,20,22,APRIL,10,20,10,30,22,APRIL,10,32,10,45
31201007,21,MAY,1,15,1,25,21,MAY,1,25,1,40,21,MAY,2,0,2,3,21,MAY,2,7,2,11,21,MAY,2,13,2,19,21,MAY,2,20,2,50,21,MAY,2,31,2,36,21,MAY,2,37,2,46
31201104,9,OCTOBER,10,35,11,45,9,OCTOBER,11,45,12,5,9,OCTOBER,12,17,12,22,9,OCTOBER,12,22,12,32,9,OCTOBER,12,32,12,39,9,OCTOBER,12,39,12,50,9,OCTOBER,12,50,12,52,9,OCTOBER,12,52,1,20
31201197,5,SEPTEMBER,10,0,10,12,5,SEPTEMBER,10,12,10,30,5,SEPTEMBER,10,55,10,5,5,SEPTEMBER,11,5,11,21,5,SEPTEMBER,11,21,11,16,5,SEPTEMBER,11,26,11,40,5,SEPTEMBER,11,40,11,44,5,SEPTEMBER,11,44,12,4
31201516,3,OCTOBER,10,45,11,5,3,OCTOBER,11,5,11,25,3,OCTOBER,11,41,11,45,3,OCTOBER,11,46,11,56,3,OCTOBER,11,56,12,5,3,OCTOBER,12,5,12,27,3,OCTOBER,12,27,12,30,3,OCTOBER,12,31,12,55
31204618,2,JULY,14,5,14,13,2,JULY,14,15,14,30,2,JULY,15,4,15,2,2,JULY,15,4,15,10,2,JULY,15,14,15,23,2,JULY,15,24,15,35,2,JULY,15,36,15,43,2,JULY,15,44,16,3
31432523,4,SEPTEMBER,14,59,15,7,4,SEPTEMBER,15,16,15,26,4,SEPTEMBER,15,40,15,45,4,SEPTEMBER,15,46,15,55,4,SEPTEMBER,15,55,16,8,4,SEPTEMBER,16,8,16,19,4,SEPTEMBER,16,19,16,2,4,SEPTEMBER,16,22,16,44
31432676,25,MAY,14,40,14,59,25,MAY,15,0,15,6,25,MAY,15,32,15,40,25,MAY,15,41,15,42,25,MAY,15,43,15,44,25,MAY,15,46,15,48,25,MAY,15,49,15,49,25,MAY,15,50,16,0
31435120,16,OCTOBER,9,33,9,38,16,OCTOBER,9,38,9,50,16,OCTOBER,,,10,5,16,OCTOBER,10,5,10,24,16,OCTOBER,10,24,10,33,16,OCTOBER,10,33,10,43,16,OCTOBER,10,43,10,44,16,OCTOBER,10,44,11,6
31435753,27,JULY,11,13,11,17,27,JULY,11,17,11,33,27,JULY,11,48,11,52,27,JULY,11,52,12,3,27,JULY,12,3,12,8,27,JULY,12,9,12,11,27,JULY,12,11,12,12,27,JULY,12,12,12,17
31436695,19,APRIL,9,35,9,48,19,APRIL,9,36,9,50,19,APRIL,10,5,10,12,19,APRIL,10,20,10,22,19,APRIL,10,22,10,29,19,APRIL,10,30,10,39,19,APRIL,10,39,10,39,19,APRIL,10,51,11,12
31438690,31,AUGUST,9,26,9,33,31,AUGUST,,,9,47,21,AUGUST,10,32,10,45,31,AUGUST,10,46,11,13,31,AUGUST,11,13,11,29,31,AUGUST,11,30,12,23,31,AUGUST,11,23,12,24,31,AUGUST,12,24,12,51
31439102,22,SEPTEMBER,14,24,14,31,22,SEPTEMBER,14,31,14,43,22,SEPTEMBER,15,0,15,5,22,SEPTEMBER,15,5,15,14,22,SEPTEMBER,15,14,15,20,22,SEPTEMBER,15,20,15,23,22,SEPTEMBER,15,23,15,25,22,SEPTEMBER,15,25,15,44
31441389,20,JULY,9,1,9,7,20,JULY,9,7,9,27,20,JULY,9,35,9,39,20,JULY,9,39,9,48,20,JULY,9,48,9,54,20,JULY,9,55,10,3,20,JULY,10,4,10,5,20,JULY,10,10,10,30
31442394,3,OCTOBER,8,49,9,20,3,OCTOBER,9,21,9,43,3,OCTOBER,9,58,,,3,OCTOBER,10,6,10,18,3,OCTOBER,10,18,10,24,3,OCTOBER,10,18,10,31,3,OCTOBER,10,31,10,32,3,OCTOBER,10,32,10,48
31443108,6,MAY,13,30,13,56,6,MAY,13,57,14,13,6,MAY,14,20,14,32,5,MAY,14,34,14,42,6,MAY,14,44,14,48,6,MAY,14,48,14,59,6,MAY,2,59,15,0,6,MAY,15,1,15,20
31443270,30,AUGUST,10,8,10,14,30,AUGUST,10,15,10,30,30,AUGUST,10,39,10,43,30,AUGUST,10,44,10,54,30,AUGUST,10,54,11,1,30,AUGUST,11,2,11,12,30,AUGUST,11,12,11,15,30,AUGUST,11,15,11,28
31532674,13,JUNE,10,52,11,15,13,JUNE,11,15,11,30,13,JUNE,11,54,12,2,13,JUNE,12,3,12,12,13,JUNE,12,13,12,22,13,JUNE,12,23,12,36,13,JUNE,12,38,12,37,13,JUNE,12,38,12,51
31533095,17,SEPTEMBER,9,30,9,50,17,SEPTEMBER,9,50,10,13,17,SEPTEMBER,10,33,10,40,17,SEPTEMBER,10,40,10,48,17,SEPTEMBER,10,48,11,0,17,SEPTEMBER,11,0,11,50,17,SEPTEMBER,11,50,11,52,17,SEPTEMBER,11,32,12,31
31536118,8,OCTOBER,10,20,10,41,8,OCTOBER,10,41,11,4,8,OCTOBER,11,23,11,30,8,OCTOBER,11,30,11,44,8,OCTOBER,11,44,11,58,8,OCTOBER,11,50,12,30,8,OCTOBER,12,30,12,35,13,OCTOBER,12,35,13,2
31536751,15,JULY,9,0,9,22,15,SEPTEMBER,9,27,9,43,15,JULY,10,9,10,14,15,JULY,10,15,10,15,15,JULY,10,16,10,25,15,JULY,10,25,10,57,10,JULY,10,57,10,58,15,JULY,10,59,11,12
31539670,28,APRIL,10,17,10,27,28,APRIL,10,27,10,44,28,APRIL,11,2,11,14,28,APRIL,1,4,11,23,28,APRIL,11,23,11,36,28,APRIL,11,24,11,55,28,APRIL,11,55,11,56,28,APRIL,11,56,12,20
31540419,11,AUGUST,9,2,9,30,11,AUGUST,9,31,10,0,11,AUGUST,10,24,10,49,11,AUGUST,10,50,11,15,11,AUGUST,11,16,11,30,11,AUGUST,11,30,12,5,11,AUGUST,12,6,12,7,11,AUGUST,12,10,12,30
31545384,30,MAY,9,35,9,45,29,MAY,9,46,9,58,30,MAY,10,14,10,21,30,MAY,10,22,10,30,30,MAY,10,31,10,43,30,MAY,10,43,11,2,29,MAY,11,2,11,3,29,MAY,11,3,11,14
31546760,19,SEPTEMBER,9,30,9,53,19,SEPTEMBER,9,30,9,53,19,SEPTEMBER,10,38,10,45,19,SEPTEMBER,10,45,10,52,19,SEPTEMBER,10,53,11,8,19,SEPTEMBER,11,10,11,45,19,SEPTEMBER,11,45,12,0,19,SEPTEMBER,12,0,12,8
31550254,30,JUNE,9,30,9,45,30,JUNE,9,30,9,46,30,JUNE,10,4,10,5,30,JUNE,10,5,10,6,30,JUNE,10,7,10,30,30,JUNE,10,32,11,15,30,JUNE,11,16,11,16,30,JUNE,11,17,11,30
31552686,16,OCTOBER,9,30,10,0,16,OCTOBER,10,0,10,30,16,OCTOBER,10,50,10,57,16,OCTOBER,10,57,11,8,16,OCTOBER,11,8,11,20,16,OCTOBER,11,20,11,30,16,OCTOBER,11,30,11,37,16,OCTOBER,11,37,11,55
