HHID,case_id,qx_type,visit,ea_id,ag_r00,ag_r0a,ag_r0a_os,ag_r01,ag_r02,ag_r03,ag_r04,ag_r05a,ag_r05b,ag_r06a,ag_r06b,ag_r07,ag_r08,ag_r09,ag_r10,ag_r11,ag_r12a,ag_r12b,ag_r13,ag_r14,ag_r15,ag_r16,ag_r17,ag_r18a,ag_r18b,ag_r19,ag_r22,ag_r23a,ag_r23b,ag_r23c,ag_r23d,ag_r24,ag_r25a,ag_r25b,ag_r26a,ag_r26b,ag_r26c
426,105015050004,Panel B,1,10501505,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Local-cock,,Yes,1,,800,2,,2,,1,2,0,0,,,,0,0,0,0,,,,1,Yes,Mange,1,,,0,,,,,
434,105015050005,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Local-hen,,Yes,4,,600,2,,2,,4,4,0,0,,,,0,0,0,0,,,,1,Yes,Mange,3,,,0,,,,,
434,105015050005,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,105015050006,Panel B,1,10501505,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,105015050007,Panel B,1,10501505,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Local-cock,,Yes,2,,900,1,,1,2,1,1,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
438,105015050008,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Cow,,Yes,4,0,60000,1,,3,4,4,,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
438,105015050008,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Goat,,Yes,8,0,5000,1,,3,4,2,6,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
438,105015050008,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Bull/ox,,Yes,2,0,60000,1,,3,5,2,,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
438,105015050008,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Yes,Local-hen,,Yes,8,,600,1,,1,2,6,2,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
444,105015050009,Panel B,1,10501505,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Local-hen,,Yes,3,,500,1,,1,,0,0,0,3,900,N04,,0,0,0,0,,,,0,No,,,,,0,,,,,
436,105015050010,Panel B,1,10501505,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Cow,,Yes,1,0,50000,1,,1,,0,,0,1,48000,N03,,0,0,0,0,,,,0,No,,,,,1,N05,,Small Pox,Anthrax,
436,105015050010,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Local-hen,,Yes,1,,800,1,2,1,2,4,0,0,0,,,,0,0,0,0,,,,3,Yes,Mange,0,,,0,,,,,
414,105015050011,Panel B,1,10501505,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Local-hen,,Yes,0,,,,,,,5,8,0,0,,,,0,0,0,0,,,,0,Yes,Mange,13,,,0,,,,,
432,105015050012,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Local-cock,,Yes,0,,,,,,,5,7,0,0,,,,0,0,0,0,,,,0,Yes,Mange,12,,,0,,,,,
432,105015050012,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Bull/ox,,Yes,2,0,50000,1,,3,,0,,2,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
416,105015050013,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Local-hen,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Cow,,Yes,2,0,30000,1,,3,,1,,1,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
416,105015050013,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Yes,Goat,,Yes,3,0,5000,1,,1,2,2,1,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
430,105015050014,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Local-hen,,Yes,2,,700,2,,2,,2,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
430,105015050014,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Yes,Local-cock,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,105015050015,Panel B,1,10501505,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Local-cock,,Yes,1,,500,1,,1,,6,7,0,0,,,,0,0,5,2,800,N05,,2,Yes,Mange,3,,,0,,,,,
440,105015050016,Panel B,1,10501505,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Yes,Local-hen,,Yes,1,,300,1,,1,,9,10,0,0,,,,0,1,8,3,900,N05,,0,Yes,Mange,6,,,0,,,,,
440,105015050016,Panel B,1,10501505,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Local-hen,,Yes,4,,450,1,,2,,3,0,0,1,350,N04,,0,0,0,0,,,,0,No,,,,,0,,,,,
431,105017090009,Panel A,1,10501709,Yes,Local-cock,,Yes,1,,500,1,,2,,1,0,0,1,450,N04,,0,0,1,0,,,,0,No,,,,,0,,,,,
431,105017090009,Panel A,1,10501709,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Bull/ox,,Yes,2,0,50000,1,,1,,2,,1,1,55000,N03,,0,0,2,0,,,,0,No,,,,,0,,,,,
431,105017090009,Panel A,1,10501709,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Goat,,Yes,8,0,5000,1,,1,,4,4,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
431,105017090009,Panel A,1,10501709,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Goat,,Yes,9,0,6500,1,3,1,,11,4,0,0,,,,0,0,0,4,20000,N06,,2,Yes,Small Pox,0,,,0,,,,,
423,105017090026,Panel A,1,10501709,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Guinea fowl,,Yes,12,,800,1,,1,,13,5,0,0,,,,0,0,4,0,,,,2,No,,,,,0,,,,,
423,105017090026,Panel A,1,10501709,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Local-hen,,Yes,9,,800,1,,1,,15,6,0,0,,,,0,0,7,0,,,,5,No,,,,,0,,,,,
423,105017090026,Panel A,1,10501709,Yes,Pig,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Bull/ox,,Yes,1,0,65000,1,,1,,1,,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
423,105017090026,Panel A,1,10501709,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Local-cock,,Yes,1,,1200,1,,1,,1,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
423,105017090026,Panel A,1,10501709,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,105017090049,Panel A,1,10501709,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Local-cock,,Yes,1,,1000,1,2,1,,3,6,0,0,,,,0,0,4,0,,,,3,Yes,Mange,1,,,0,,,,,
425,105017090050,Panel A,1,10501709,Yes,Donkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Beehive,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Cow,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Other (Specify),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Steer/heifer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Sheep,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Duck,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Chicken-layer,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Chicken-broiler,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Guinea fowl,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Mule/horse,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Turkey,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Bull/ox,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Goat,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Yes,Local-hen,,Yes,3,,1000,1,2,1,,8,3,0,0,,,,0,1,2,0,,,,2,Yes,Mange,3,,,0,,,,,
425,105017090050,Panel A,1,10501709,Yes,Pig,,Yes,2,0,3000,1,2,1,,2,0,0,0,,,,0,0,0,0,,,,0,No,,,,,0,,,,,
441,105017090062,Panel A,1,10501709,Yes,Calf,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
