ea_id,com_ci0b,com_ci0b_os,com_ci01,com_ci02,com_ci03,com_ci04,com_ci05,com_ci06,com_ci07a,com_ci07a_os,com_ci07b,com_ci07b_os,com_ci07c,com_ci07c_os,com_ci08a,com_ci08a_os,com_ci08b,com_ci08b_os,com_ci08c,com_ci08c_os,com_ci09a,com_ci09a_os,com_ci09b,com_ci09b_os,com_ci09c,com_ci09c_os,com_ci10,com_ci11,com_ci12,com_ci12_os,com_ci13,com_ci14
20303065,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20303065,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,Water Body:,BUA RIVER,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,OTHER (SPECIFY),BOUNDARY,OTHER (SPECIFY),THREAT OF ARREST,No restrictions,,,,,,Taking away [resource] use rights,,,,,,Fully Effective,NO,,,NO,
20305301,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20305301,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20306557,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,Other:,GRAVE YARD,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20402198,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20402198,Pasture,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20404032,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Other:,GRAVE YARD,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20404032,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404032,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Other:,GRAVE YARD,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20404575,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20404575,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20405366,Other:,GRAVE YARD,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20405366,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,Pasture,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20407398,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407398,Other:,GRAVE YARD,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20407481,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407481,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407481,Pasture,,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Fully Effective,NO,,,NO,
20407481,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20407481,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507089,Pasture,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Other (Specify),,,,,,Not Effective,YES,Initiate Agricultural Scheme,,YES,YES
20507089,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507089,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507089,Unallocated Arable Land,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Other (Specify),,,,,,Not Effective,YES,Initiate Agricultural Scheme,,YES,YES
20507089,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507459,Pasture,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507459,,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507459,Unallocated Arable Land,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20507459,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20507459,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508349,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508349,Unallocated Arable Land,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20508349,,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20508349,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20508349,,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20601141,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601141,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601141,Forest,,YES,YES,YES,YES,NO,YES,USE THE THREAT OF FINE,,,,,,Rotation among groups of families,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
20601141,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601141,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601626,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601626,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601626,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601626,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20601626,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602363,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602363,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602363,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602363,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20602363,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603090,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603090,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603090,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603090,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603090,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603533,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603533,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603533,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603533,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20603533,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604638,Pasture,,YES,NO,NO,NO,YES,NO,,,,,,,Limitations of number of users at a given time,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20604638,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604638,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604638,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20604638,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605302,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605302,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605302,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605302,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20605302,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607260,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607260,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607260,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607260,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607260,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607315,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607315,Forest,,YES,YES,YES,NO,YES,YES,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Discrimination at future handouts,,Use threat of fine,,,,Not Effective,NO,,,NO,
20607315,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607315,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20607315,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610050,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610050,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610050,Pasture,,YES,NO,YES,NO,YES,NO,,,,,,,Rotation among groups of families,,,,,,Taking away [resource] use rights,,,,,,Not Effective,NO,,,NO,
20610050,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610050,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610249,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610249,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610249,Pasture,,YES,NO,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20610249,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20610249,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613324,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613324,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613324,Forest,,YES,YES,YES,NO,NO,NO,,,,,,,Time restrictions,,Rotation among groups of families,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20613324,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20613324,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614477,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614477,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614477,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614477,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20614477,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615064,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615064,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615064,Forest,,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
20615064,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615064,,,YES,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20615735,Forest,,YES,YES,NO,NO,NO,YES,USE GUARDS,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
20615735,,,YES,NO,NO,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20615735,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615735,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20615735,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20702471,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20702471,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20702471,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20702471,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20702471,Other:,GRAVE YARD,YES,YES,YES,NO,NO,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Somewhat Effective,NO,,,NO,
20704738,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20704738,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20704738,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20704738,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20704738,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20705372,Pasture,,YES,YES,NO,NO,NO,NO,,,,,,,No restrictions,,,,,,Other (Specify),CATTLE OWNERS AGREE,,,,,Fully Effective,NO,,,NO,
20705372,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20705372,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20705372,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20705372,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706163,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706163,,,YES,NO,YES,NO,YES,NO,,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20706163,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20706163,Forest,,YES,YES,YES,NO,NO,NO,,,,,,,Limitations of number of users at a given time,,,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20706163,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801046,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801046,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801046,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20801046,Unallocated Arable Land,,YES,YES,YES,YES,YES,YES,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20801046,Pasture,,YES,YES,YES,YES,YES,YES,USE THE THREAT OF FINE,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20802019,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20802019,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20802019,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20802019,Pasture,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20802019,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803156,Unallocated Arable Land,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20803156,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803156,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20803156,Pasture,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20803156,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804405,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804405,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804405,Pasture,,YES,YES,YES,YES,YES,NO,,,,,,,Time restrictions,,,,,,Do nothing,,,,,,Not Effective,YES,Construct public facilities,,NO,
20804405,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804405,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804768,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804768,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20804768,Unallocated Arable Land,,YES,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20804768,Pasture,,YES,YES,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20804768,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20806131,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20806131,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20806131,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20806131,Unallocated Arable Land,,YES,YES,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,YES,Construct public facilities,,NO,
20806131,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20807727,Forest,,YES,YES,YES,YES,YES,YES,USE GUARDS,,USE THE THREAT OF FINE,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
20807727,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20807727,Unallocated Arable Land,,YES,NO,YES,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,YES,YES
20807727,,,YES,YES,YES,YES,NO,YES,USE THE THREAT OF FINE,,,,,,Rotation among groups of families,,,,,,Confiscation of tools/products,,,,,,Somewhat Effective,NO,,,NO,
20807727,,,YES,YES,NO,YES,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20808421,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20808421,Pasture,,YES,NO,YES,NO,YES,NO,,,,,,,No restrictions,,,,,,Do nothing,,,,,,Not Effective,NO,,,NO,
20808421,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20808421,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20808421,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903583,Forest,,YES,YES,YES,NO,NO,YES,USE GUARDS,,USE THE THREAT OF FINE,,,,Time restrictions,,Limitations of number of users at a given time,,,,Use threat of fine,,,,,,Somewhat Effective,NO,,,NO,
20903583,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903583,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903583,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20903583,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906524,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906524,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906524,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906524,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906524,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906605,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906605,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906605,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906605,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20906605,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908088,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908088,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908088,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908088,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908088,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908119,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908119,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908119,Forest,,YES,YES,YES,NO,NO,YES,USE THE THREAT OF FINE,,,,,,Time restrictions,,,,,,Use threat of fine,,,,,,Not Effective,NO,,,NO,
20908119,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20908119,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20909113,Forest,,YES,YES,NO,NO,NO,YES,USE THE THREAT OF FINE,,USE THE THREAT OF PHYSICAL PUNISHMENT,,,,Time restrictions,,,,,,Physical punishment,,Confiscation of tools/products,,,,Not Effective,NO,,,NO,
21037030,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037030,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21037536,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21048764,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21051203,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21052427,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21053745,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055241,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21055693,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066096,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21066339,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Water Body:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Unallocated Arable Land,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21074510,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Pasture,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Other:,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077725,Forest,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
