HHID,case_id,qx_type,visit,ea_id,ag_s0a,ag_s0a_os,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_os,ag_s04,ag_s05a,ag_s05b,ag_s05b_os,ag_s06,ag_s07a,ag_s07b,ag_s08a,ag_s08b,ag_s09a,ag_s09b,ag_s09b_os,ag_s10a,ag_s10b,ag_s10b_os,ag_s11a,ag_s11b,ag_s11b_os,ag_s12,ag_s13
389,104052130054,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
389,104052130054,Panel A,1,10405213,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
405,104052130062,Panel A,1,10405213,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,10405213,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,10405213,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Meat,,Yes,1,20,Kilogram,,Yes,15,Kilogram,,6000,3,,N03,,2,Kilogram,,3,Kilogram,,0,,,No,
399,104052130100,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Chicken eggs,,Yes,8,15,Piece,,No,,,,,,,,,40,Piece,,0,,,0,,,No,
399,104052130100,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Chicken eggs,,Yes,8,15,Piece,,No,,,,,,,,,24,Piece,,0,,,0,,,No,
397,104052130110,Panel A,1,10405213,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Cow milk,,Yes,7,200,Litre,,No,,,,,,,,,600,Litre,,0,,,0,,,No,
407,104052130146,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Chicken eggs,,Yes,6,10,Piece,,No,,,,,,,,,1,Bucket,,0,,,0,,,No,
407,104052130146,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Meat,,Yes,2,3,Piece,,No,,,,,,,,,30,Piece,,0,,,0,,,No,
403,104052130162,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Chicken eggs,,Yes,5,5,Piece,,No,,,,,,,,,15,Piece,,0,,,0,,,No,
403,104052130162,Panel A,1,10405213,Meat,,Yes,9,1,Piece,,No,,,,,,,,,9,Piece,,0,,,0,,,No,
403,104052130162,Panel A,1,10405213,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Meat,,Yes,7,2,Piece,,No,,,,,,,,,15,Piece,,0,,,0,,,No,
393,104052130167,Panel A,1,10405213,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
428,105015050002,Panel B,1,10501505,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,1,10501505,Other (specify),DUCK EGGS,Yes,1,1,Piece,,No,,,,,,,,,0,,,0,,,0,,,No,
434,105015050005,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,1,10501505,Chicken eggs,,Yes,1,10,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
434,105015050005,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
418,105015050006,Panel B,1,10501505,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,105015050007,Panel B,1,10501505,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Cow milk,,Yes,4,3,Litre,,No,,,,,,,,,9,Litre,,0,,,0,,,No,
438,105015050008,Panel B,1,10501505,Chicken eggs,,Yes,1,10,Piece,,No,,,,,,,,,20,Piece,,0,,,0,,,No,
438,105015050008,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
438,105015050008,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
444,105015050009,Panel B,1,10501505,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
436,105015050010,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
414,105015050011,Panel B,1,10501505,Meat,,Yes,3,1,Kilogram,,No,,,,,,,,,3,Kilogram,,0,,,0,,,No,
432,105015050012,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Chicken eggs,,Yes,1,4,Piece,,No,,,,,,,,,12,Piece,,0,,,0,,,No,
432,105015050012,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
432,105015050012,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
416,105015050013,Panel B,1,10501505,Cow milk,,Yes,4,5,Litre,,No,,,,,,,,,15,Litre,,0,,,0,,,No,
416,105015050013,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
430,105015050014,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
422,105015050015,Panel B,1,10501505,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Meat,,Yes,2,1,Piece,,No,,,,,,,,,2,Piece,,0,,,0,,,No,
440,105015050016,Panel B,1,10501505,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
440,105015050016,Panel B,1,10501505,Chicken eggs,,Yes,3,3,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
440,105015050016,Panel B,1,10501505,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
431,105017090009,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Meat,,Yes,3,40,Kilogram,,No,,,,,,,,,40,Kilogram,,0,,,0,,,No,
423,105017090026,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
423,105017090026,Panel A,1,10501709,Chicken eggs,,Yes,2,18,Piece,,No,,,,,,,,,120,Piece,,0,,,0,,,No,
423,105017090026,Panel A,1,10501709,Guinea fowl eggs,,Yes,4,20,Piece,,Yes,180,Piece,,3600,1,,N06,,150,Piece,,0,,,0,,,No,
417,105017090049,Panel A,1,10501709,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Meat,,Yes,4,1,Piece,,No,,,,,,,,,5,Piece,,0,,,0,,,No,
425,105017090050,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
425,105017090050,Panel A,1,10501709,Chicken eggs,,Yes,2,4,Piece,,No,,,,,,,,,0,,,0,,,0,,,No,
441,105017090062,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
441,105017090062,Panel A,1,10501709,Chicken eggs,,Yes,5,9,Piece,,No,,,,,,,,,10,Piece,,0,,,0,,,No,
441,105017090062,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
441,105017090062,Panel A,1,10501709,Meat,,Yes,4,1,Piece,,No,,,,,,,,,4,Piece,,0,,,0,,,No,
441,105017090062,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
441,105017090062,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
441,105017090062,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
441,105017090062,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
443,105017090064,Panel A,1,10501709,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Guinea fowl eggs,,Yes,3,10,Piece,,No,,,,,,,,,6,Piece,,0,,,0,,,No,
419,105017090069,Panel A,1,10501709,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
419,105017090069,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
433,105017090077,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
447,105017090083,Panel A,1,10501709,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,105017090086,Panel A,1,10501709,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
435,105017090091,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Chicken eggs,,Yes,1,10,Piece,,No,,,,,,,,,2,Piece,,0,,,0,,,No,
437,105017090117,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
437,105017090117,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
445,105017090120,Panel A,1,10501709,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Chicken eggs,,Yes,2,22,Piece,,No,,,,,,,,,15,Piece,,0,,,0,,,No,
427,105017090122,Panel A,1,10501709,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
427,105017090122,Panel A,1,10501709,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
421,105017090131,Panel A,1,10501709,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,105017090142,Panel A,1,10501709,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,105022680036,Panel A,1,10502268,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
457,105022680036,Panel A,1,10502268,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
457,105022680036,Panel A,1,10502268,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
457,105022680036,Panel A,1,10502268,Manure,,Yes,1,10,Wheelbarrow,,No,,,,,,,,,0,,,0,,,0,,,No,
457,105022680036,Panel A,1,10502268,Chicken eggs,,Yes,3,13,Piece,,No,,,,,,,,,70,Piece,,0,,,0,,,No,
457,105022680036,Panel A,1,10502268,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
457,105022680036,Panel A,1,10502268,Meat,,Yes,2,2,Piece,,No,,,,,,,,,2,Piece,,0,,,0,,,No,
457,105022680036,Panel A,1,10502268,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Meat,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
463,105022680063,Panel A,1,10502268,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
469,105022680090,Panel A,1,10502268,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Cow milk,,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Guinea fowl eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Skins and hides,,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Other (specify),,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Honey,,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Chicken eggs,,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Manure,,No,,,,,,,,,,,,,,,,,,,,,,,,
449,105022680170,Panel A,1,10502268,Meat,,Yes,1,2,Piece,,No,,,,,,,,,2,Piece,,0,,,0,,,No,
473,105022680216,Panel A,1,10502268,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,105022680242,Panel A,1,10502268,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,105022680273,Panel A,1,10502268,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,105022680301,Panel A,1,10502268,,,,,,,,,,,,,,,,,,,,,,,,,,,
