ea_id,com_ch0b,com_ch0b_os,com_ch01,com_ch02,com_ch03,com_ch04,com_ch05,com_ch05a,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07g,com_ch07h,com_ch07i,com_ch07i_os,com_ch08,com_ch09,com_ch10,com_ch11,com_ch12,com_ch12_os,com_ch13a,com_ch13b,com_ch13c,com_ch13d,com_ch13d_os,com_ch14,com_ch14_os,com_ch15,com_ch16a,com_ch16a_os,com_ch16b,com_ch16b_os,com_ch16c,com_ch16c_os
10732192,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732192,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733640,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734370,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734762,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735173,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736596,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Road: Maintenance,,YES,YES,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10741504,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Primary School: Construction,,YES,YES,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10741504,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Health Center/Clinic/Dispensary: Construction,,YES,YES,YES,NO,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,,NO,,,,,,,,,,,,,NO,,,,,,
10741504,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741504,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Road: Maintenance,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10744649,Bridge: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10744649,Bridge: Maintenance,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10744649,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744649,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Bridge: Construction,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
10746033,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746033,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Health Center/Clinic/Dispensary: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Health Center/Clinic/Dispensary: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Piped Water/Boreholes/Wells: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Piped Water/Boreholes/Wells: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Orphanage: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Maize Mill: Construction/ Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Public Transportation: Initiation/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Agricultural/Fishery/ Livestock Extension Services,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Law Enforcement: Initiation/ Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10746244,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106042,Road: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Road: Maintenance,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Bridge: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Bridge: Maintenance,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Primary School: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Primary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106042,Secondary School: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
20106042,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20106042,Health Center/Clinic/Dispensary: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; response pending,,,,,,,,,,,,,,,,,,
20106042,Health Center/Clinic/Dispensary: Maintenance/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
20106042,Piped Water/Boreholes/Wells: Construction,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Piped Water/Boreholes/Wells: Maintenance/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Orphanage: Construction/ Maintenance/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
20106042,Maize Mill: Construction/ Maintenance/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
20106042,Public Transportation: Initiation/Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Promised but not addressed,,,,,,,,,,,,,,,,,,
20106042,Agricultural/Fishery/ Livestock Extension Services,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
20106042,Law Enforcement: Initiation/ Improvement,,YES,YES,YES,YES,GROUP VILLAGE HEADMAN,,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,,YES,Not addressed; attempts failed,,,,,,,,,,,,,,,,,,
20106042,Other (Specify),,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Road: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Road: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Bridge: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Bridge: Maintenance,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Primary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Primary School: Maintenance/Improvement,,YES,YES,YES,YES,VILLAGE HEADMAN,,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,,YES,Addressed being adressed,100000,10000,0,02,YES,YES,YES,NO,,VILLAGE RESIDENTS,,,OTHER (SPECIFY),CONTRIBUTION SCHOOL FUND,,,,
20110620,Secondary School: Construction,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20110620,Secondary School: Maintenance/Improvement,,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
