occ,ea_id,com_cf01,com_cf02,com_cf03,com_cf03_1,com_cf03_2,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf17a,com_cf17b,com_cf17c,com_cf18a,com_cf18b,com_cf19a,com_cf19b,com_cf20a,com_cf20b,com_cf21,com_cf22,com_cf23,com_cf24,com_cf25,com_cf26,com_cf27
1,21055241,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,7,KM,NO,,3,3,NO,YES,YES,YES,1,ACRE,1,ACRE,1,ACRE,1,2400,0,0,0,0,0
1,21055693,YES,2ND HALF NOV,1ST HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",1,ACRE,1,ACRE,15,ACRE,1200,0,0,0,0,0,900
1,21066096,YES,2ND HALF NOV,1ST HALF MAY,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,3,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,1,ACRE,0,0,0,0,0,0,500
1,21066339,YES,2ND HALF NOV,1ST HALF MAY,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,3,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,0,ACRE,1,ACRE,0,0,0,0,0,0,300
1,21074510,YES,2ND HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,YES,YES,YES,1,ACRE,1,ACRE,1,ACRE,1300,0,0,0,0,0,100
1,21077725,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21080308,YES,1ST HALF DEC,2ND HALF APR,<=1/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,NO,9,KM,NO,,0,0,NO,YES,YES,YES,1,ACRE,1,ACRE,2,ACRE,3350,0,0,0,0,0,2500
1,21081573,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,6,KM,NO,,0,0,NO,YES,YES,YES,1,ACRE,1,ACRE,1,ACRE,900,0,0,0,0,0,0
1,21086069,YES,1ST HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,9,KM,NO,,16,16,NO,YES,YES,YES,1,ACRE,1,ACRE,1,ACRE,250,0,0,0,0,0,0
1,21086436,YES,1ST HALF OCT,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,9,KM,NO,,16,16,NO,YES,YES,YES,1,ACRE,1,ACRE,1,ACRE,540,0,0,0,0,0,0
1,21087531,YES,2ND HALF NOV,1ST HALF APR,<=ALL,"ANIMAL GRAZE FREELY,NO FENCING",NO,2,KM,NO,,0,0,NO,YES,YES,NO,3,SQ METER,1,ACRE,3,ACRE,1,1333,0,0,0,0,40
1,21088597,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMAL GRAZE FREELY,BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,YES,YES,YES,1,ACRE,1,ACRE,50,ACRE,3,1,250,0,0,0,250
1,30101280,YES,2ND HALF NOV,1ST HALF APR,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,NO,1,KM,NO,,0,0,NO,"YES, BUT NOT IF HH IS IN NEED",NO,NO,1,ACRE,3,ACRE,2,ACRE,1082,0,0,0,0,0,1082
1,30101545,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,3,ACRE,428,0,0,0,0,0,428
1,30102028,YES,2ND HALF NOV,1ST HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,2,ACRE,956,0,0,0,0,0,956
1,30102540,YES,1ST HALF NOV,1ST HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,HECTARE,4,ACRE,218,0,0,0,0,0,218
1,30103074,YES,2ND HALF DEC,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,7,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,3,ACRE,443,0,0,0,0,0,443
1,30104708,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,12,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,1,SQ METER,564,0,0,0,0,0,564
1,30105325,YES,1ST HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,2,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,3,ACRE,,0,0,0,0,0,
1,30105448,YES,2ND HALF NOV,2ND HALF MAR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,2,KM,NO,,0,0,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",2,ACRE,1,ACRE,3,ACRE,2620,0,0,0,0,0,2620
1,30107624,YES,1ST HALF NOV,2ND HALF APR,<=1/4,"ANIMAL GRAZE FREELY,NO FENCING",NO,15,KM,NO,,0,0,NO,NO,NO,YES,2,ACRE,1,ACRE,3,ACRE,2600,0,0,0,0,0,20
1,30108401,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,YES,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",1,ACRE,1,ACRE,2,ACRE,1339,0,0,0,0,10,1329
1,30109724,YES,2ND HALF NOV,1ST HALF APR,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,3,ACRE,612,0,5,0,0,0,612
1,30202252,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,2,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,5,ACRE,3,ACRE,636,0,0,0,0,10,626
1,30206341,YES,1ST HALF DEC,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,5,KM,NO,,0,0,NO,NO,NO,NO,5,ACRE,2,ACRE,1,ACRE,1962,0,0,0,0,0,1962
1,30206572,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,YES,68,0,0,NO,NO,NO,NO,1,ACRE,0,ACRE,3,ACRE,1857,0,0,0,0,0,1857
1,30208396,YES,1ST HALF DEC,1ST HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,20,KM,NO,,0,0,NO,NO,NO,YES,25,ACRE,1,ACRE,1,ACRE,130,0,0,0,0,130,0
1,30212307,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,7,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,5,ACRE,2,ACRE,1138,0,0,0,0,0,1138
1,30212492,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,5,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,3,ACRE,100,0,0,0,0,0,100
1,30302601,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,8,KM,NO,,0,0,NO,NO,YES,NO,1,ACRE,5,ACRE,2,ACRE,486,0,5,0,0,0,300
1,30305082,YES,2ND HALF NOV,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,7,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,2,ACRE,3,ACRE,,0,4,0,0,0,873
1,30305277,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,28,KM,NO,,0,0,NO,YES,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",1,ACRE,25,ACRE,2,ACRE,162,0,0,5,5,0,100
1,30305580,YES,2ND HALF DEC,1ST HALF APR,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,YES,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,1,HECTARE,324,0,0,0,0,0,324
1,30306087,YES,2ND HALF DEC,1ST HALF APR,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,NO,8,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,3,ACRE,103,0,0,0,0,0,30
1,30306555,YES,2ND HALF NOV,2ND HALF APR,<=3/4,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,12,KM,NO,,0,2,NO,NO,"YES, BUT NOT IF HH IS IN NEED",YES,,,,,2,ACRE,186,0,0,19,0,0,100
1,30307678,YES,1ST HALF NOV,2ND HALF MAR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,15,KM,NO,,2,3,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",2,ACRE,1,ACRE,3,ACRE,156,1,1,0,0,5,70
1,30403444,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,1,1,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",NO,1,ACRE,1,ACRE,2,ACRE,1000,0,0,20,20,0,1000
1,30406710,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,20,KM,YES,75,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,5,ACRE,105,0,34,0,0,10,105
1,30501383,YES,1ST HALF DEC,1ST HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,0,0,NO,NO,YES,NO,2,ACRE,1,ACRE,3,ACRE,1583,0,0,3,0,0,20
1,30502456,YES,2ND HALF NOV,1ST HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,8,KM,NO,,8,8,NO,NO,NO,NO,1,ACRE,1,ACRE,4,ACRE,650,0,0,0,0,0,650
1,30503685,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,3,KM,NO,,1,1,NO,NO,NO,YES,0,ACRE,1,ACRE,3,ACRE,800,0,0,0,0,20,800
1,30504518,YES,1ST HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,18,KM,NO,,0,0,NO,YES,YES,YES,1,ACRE,1,ACRE,2,ACRE,900,26,3,600,0,12,600
1,30602235,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,YES,40,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,3,ACRE,322,1,3,5,0,2,300
1,30620196,YES,2ND HALF NOV,1ST HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,4,7,NO,YES,YES,NO,805,ACRE,1,ACRE,2,ACRE,5000,8,8,10,0,1,8
1,30703381,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,6,KM,NO,,1,2,NO,YES,YES,NO,5,ACRE,25,ACRE,35,HECTARE,450,20,0,140,0,20,450
1,30704313,YES,2ND HALF NOV,2ND HALF MAY,NONE,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,YES,20,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,2,ACRE,2658,0,0,2658,2658,0,2658
1,30705391,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30706619,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,4,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,0,ACRE,4,ACRE,539,15,0,350,200,0,539
1,30708665,YES,2ND HALF OCT,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,YES,YES,NO,5,ACRE,25,ACRE,1,ACRE,1000,0,0,0,0,980,990
1,30709438,YES,1ST HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",NO,2,ACRE,1,ACRE,3,ACRE,245,0,0,100,150,10,200
1,30710079,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30711684,YES,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMAL GRAZE FREELY,NO FENCING",NO,3,KM,YES,30,0,0,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",NO,1,ACRE,1,ACRE,2,ACRE,782,10,0,400,5,0,782
1,30801672,YES,2ND HALF NOV,2ND HALF MAR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,2,ACRE,2,ACRE,645,0,0,0,30,10,600
1,30801679,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,YES,YES,NO,1,ACRE,1,ACRE,1,ACRE,2500,0,2,2500,2000,0,2000
1,30803115,YES,1ST HALF NOV,2ND HALF MAR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,YES,YES,NO,75,ACRE,25,ACRE,2,ACRE,600,0,20,0,0,0,600
1,30804416,YES,1ST HALF DEC,2ND HALF MAR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),YES,,,NO,,1,1,NO,NO,NO,"YES, BUT NOT IF HH IS IN NEED",1,ACRE,5,SQ METER,2,ACRE,450,30,0,0,10,0,450
1,30805259,YES,2ND HALF OCT,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,12,KM,NO,,0,0,NO,YES,YES,NO,1,ACRE,1,ACRE,2,ACRE,1875,0,0,0,0,0,1800
1,30806611,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,0,0,NO,YES,YES,YES,2,ACRE,1,ACRE,5,ACRE,360,2,0,0,0,4,360
1,30901054,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,YES,YES,NO,1,ACRE,1,ACRE,3,ACRE,3750,0,0,0,0,0,3750
1,30901475,YES,1ST HALF DEC,1ST HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,7,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,2,ACRE,3,ACRE,243,0,0,0,240,0,240
1,30901603,YES,1ST HALF NOV,2ND HALF MAR,NONE,"ANIMAL GRAZE FREELY,BUT FARMERS MAY FENCE",YES,,,NO,,0,0,NO,YES,YES,NO,1,ACRE,1,ACRE,2,ACRE,2000,0,0,0,0,0,1900
1,31001333,YES,2ND HALF NOV,1ST HALF APR,<=ALL,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,0,0,NO,YES,NO,NO,7,ACRE,1,ACRE,15,ACRE,432,0,0,0,0,0,10
1,31001749,YES,1ST HALF OCT,2ND HALF APR,<=1/2,"ANIMAL GRAZE FREELY,NO FENCING",NO,5,KM,NO,,0,0,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",5,ACRE,1,HECTARE,1,5,331,0,0,10,0,0,20
1,31002169,YES,1ST HALF DEC,2ND HALF APR,<=ALL,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,0,3,NO,YES,YES,YES,60,SQ METER,1,SQ METER,5,ACRE,3678,0,0,0,0,0,0
1,31004312,YES,2ND HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,8,KM,YES,10,0,0,NO,YES,YES,"YES, BUT NOT IF HH IS IN NEED",1,ACRE,1,ACRE,2,HECTARE,345,0,0,345,10,0,345
1,31006556,YES,1ST HALF DEC,2ND HALF MAR,<=1/4,"ANIMAL GRAZE FREELY,NO FENCING",NO,67,KM,NO,,0,0,YES,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",1,ACRE,2,ACRE,7,ACRE,1055,2,20,85,908,45,1055
1,31007335,YES,1ST HALF DEC,1ST HALF MAR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,2,KM,NO,,0,2,NO,YES,YES,YES,1,ACRE,1,ACRE,2,ACRE,885,0,0,0,0,0,800
1,31108703,YES,1ST HALF DEC,2ND HALF MAR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,10,KM,NO,,0,2,NO,"YES, BUT NOT IF HH IS IN NEED","YES, BUT NOT IF HH IS IN NEED",YES,1,ACRE,1,ACRE,1,ACRE,240,64,55,0,0,82,20
1,31201007,YES,1ST HALF DEC,2ND HALF MAR,NONE,"ANIMAL GRAZE FREELY,BUT FARMERS MAY FENCE",YES,,,YES,106,0,0,NO,NO,NO,NO,1,ACRE,5,ACRE,2,ACRE,660,300,60,0,0,50,200
1,31201104,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,4,KM,YES,57,0,0,NO,NO,NO,NO,1,ACRE,2,ACRE,3,ACRE,475,0,15,0,0,25,420
1,31201197,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,30,KM,YES,32,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,3,HECTARE,226,0,0,0,0,50,10
1,31201516,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,3,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,4,ACRE,730,0,0,0,0,10,700
1,31204618,YES,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMAL GRAZE FREELY,NO FENCING",NO,5,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,3,ACRE,499,0,20,20,15,0,120
1,31432523,YES,2ND HALF NOV,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,2,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,0,ACRE,1,ACRE,219,0,0,2,0,1,150
1,31432676,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31435120,YES,2ND HALF NOV,2ND HALF APR,<=3/4,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,3,KM,NO,,1,1,NO,YES,YES,NO,,,,,,,350,0,0,75,0,0,250
1,31435753,YES,1ST HALF DEC,1ST HALF APR,<=3/4,"ANIMAL GRAZE FREELY,NO FENCING",NO,600,METER,NO,,0,1,NO,YES,YES,NO,1500,SQ METER,900,SQ METER,400,SQ METER,850,0,0,850,0,0,850
1,31436695,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,8,KM,NO,,0,0,NO,NO,NO,NO,5,ACRE,1,ACRE,2,ACRE,122,0,0,0,0,0,0
1,31438690,YES,1ST HALF DEC,2ND HALF APR,<=1/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,NO,4,KM,NO,,0,0,NO,YES,YES,"YES, BUT NOT IF HH IS IN NEED",1,ACRE,1,ACRE,2,ACRE,2,0,0,10,1,0,240
1,31439102,YES,2ND HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,BUT FARMERS MAY FENCE",YES,,,NO,,2,2,NO,NO,NO,NO,1,ACRE,25,ACRE,1,ACRE,200,0,0,0,0,0,150
1,31441389,YES,2ND HALF NOV,1ST HALF APR,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,NO,2,KM,NO,,0,0,NO,YES,YES,NO,1,ACRE,10,SQ METER,1,ACRE,3500,0,0,0,0,0,1000
1,31442394,YES,2ND HALF NOV,1ST HALF APR,<=1/4,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,600,SQ METER,300,SQ METER,900,SQ METER,431,3,0,0,0,0,100
1,31443108,YES,2ND HALF NOV,1ST HALF APR,NONE,"ANIMAL GRAZE FREELY,BUT FARMERS MAY FENCE",NO,3,MILE,NO,,3,3,NO,YES,YES,NO,18,SQ METER,12,SQ METER,1,HECTARE,200,0,0,0,0,0,120
1,31443270,YES,2ND HALF OCT,1ST HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,3,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,2,ACRE,162,0,0,0,0,0,15
1,31532674,YES,1ST HALF DEC,2ND HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,5,KM,NO,,0,0,NO,NO,NO,NO,11,SQ METER,12,SQ METER,14,SQ METER,3500,0,0,0,0,0,3500
1,31533095,YES,1ST HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,6,KM,NO,,0,0,NO,NO,NO,NO,10,SQ METER,25,SQ METER,50,SQ METER,10000,0,0,0,0,0,0
1,31536118,YES,1ST HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,1,1,NO,NO,NO,NO,5,SQ METER,20,SQ METER,1,ACRE,6000,0,0,0,0,0,20
1,31536751,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31539670,YES,2ND HALF NOV,2ND HALF MAR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,6,KM,NO,,0,0,NO,YES,YES,NO,10,SQ METER,6,SQ METER,15,SQ METER,1428,0,0,0,0,0,0
1,31540419,YES,2ND HALF NOV,2ND HALF APR,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PARENTAL CROPLAND,NO,40,KM,NO,,0,0,NO,NO,NO,NO,35,SQ METER,20,SQ METER,50,SQ METER,5000,0,0,0,0,0,300
1,31545384,YES,1ST HALF DEC,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,10,KM,NO,,0,0,NO,NO,NO,NO,0,ACRE,10,SQ METER,2,ACRE,12000,0,0,100,1500,0,1500
1,31546760,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",YES,,,NO,,1,2,NO,NO,NO,NO,6,SQ METER,10,SQ METER,15,SQ METER,6000,0,0,0,0,0,0
1,31550254,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31552686,YES,1ST HALF NOV,2ND HALF APR,NONE,"ANIMAL GRAZE FREELY,NO FENCING",NO,6,KM,NO,,2,2,NO,NO,NO,NO,15,SQ METER,20,SQ METER,30,SQ METER,0,0,0,0,0,0,27
1,31554613,YES,1ST HALF DEC,2ND HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,25,KM,NO,,0,0,NO,YES,YES,YES,0,ACRE,1,ACRE,0,ACRE,875,0,0,3,0,0,600
1,31555614,YES,2ND HALF NOV,1ST HALF APR,NONE,ANIMALS ONLY GRAZE ON OWNER`S FIELDS (NO OPEN GRAZING),NO,3,KM,NO,,0,0,NO,NO,NO,NO,4,ACRE,2,ACRE,1,ACRE,3000,0,0,0,0,0,2500
