HHID,case_id,qx_type,visit,ea_id,ag_j00,ag_j03,ag_j05a,ag_j05b,ag_j05b_os,ag_j05c,ag_j06d_os
562,105071750022,Panel B,2,10507175,,,,,,,
544,105071750033,Panel B,2,10507175,,,,,,,
550,105071750045,Panel B,2,10507175,,,,,,,
556,105071750069,Panel B,2,10507175,,,,,,,
552,105071750081,Panel B,2,10507175,,,,,,,
542,105071750093,Panel B,2,10507175,,,,,,,
546,105071750104,Panel B,2,10507175,,,,,,,
570,105071750116,Panel B,2,10507175,D1,TOMATO,.30000001,ACRE,,.0099999998,
566,105071750128,Panel B,2,10507175,,,,,,,
558,105071750152,Panel B,2,10507175,,,,,,,
568,105071750163,Panel B,2,10507175,,,,,,,
564,105071750175,Panel B,2,10507175,,,,,,,
560,105071750199,Panel B,2,10507175,,,,,,,
554,105071750211,Panel B,2,10507175,,,,,,,
548,105071750246,Panel B,2,10507175,,,,,,,
557,105073440008,Panel A,2,10507344,D1,RAPE,.25,ACRE,,1,
557,105073440008,Panel A,2,10507344,D2,TOMATO,.1,ACRE,,0,
571,105073440016,Panel A,2,10507344,D1,HYBRID MAIZE,.2,ACRE,,.1,
569,105073440027,Panel A,2,10507344,,,,,,,
565,105073440033,Panel A,2,10507344,,,,,,,
575,105073440041,Panel A,2,10507344,,,,,,,
547,105073440053,Panel A,2,10507344,,,,,,,
545,105073440060,Panel A,2,10507344,,,,,,,
551,105073440081,Panel A,2,10507344,,,,,,,
555,105073440103,Panel A,2,10507344,D1,TOMATO,.2,ACRE,,.20999999,
573,105073440106,Panel A,2,10507344,D1,BEANS,.5,ACRE,,.2,
567,105073440115,Panel A,2,10507344,,,,,,,
561,105073440121,Panel A,2,10507344,,,,,,,
559,105073440126,Panel A,2,10507344,,,,,,,
549,105073440131,Panel A,2,10507344,,,,,,,
563,105073440136,Panel A,2,10507344,,,,,,,
553,105073440152,Panel A,2,10507344,,,,,,,
585,105093190002,Panel A,2,10509319,D1,RAPE,.2,ACRE,,0,
603,105093190013,Panel A,2,10509319,,,,,,,
599,105093190021,Panel A,2,10509319,,,,,,,
589,105093190045,Panel A,2,10509319,,,,,,,
581,105093190056,Panel A,2,10509319,,,,,,,
593,105093190058,Panel A,2,10509319,,,,,,,
583,105093190062,Panel A,2,10509319,,,,,,,
597,105093190116,Panel A,2,10509319,,,,,,,
607,105093190129,Panel A,2,10509319,,,,,,,
577,105093190148,Panel A,2,10509319,,,,,,,
601,105093190150,Panel A,2,10509319,,,,,,,
587,105093190189,Panel A,2,10509319,,,,,,,
579,105093190205,Panel A,2,10509319,,,,,,,
595,105093190214,Panel A,2,10509319,,,,,,,
591,105093190217,Panel A,2,10509319,,,,,,,
605,105093190245,Panel A,2,10509319,,,,,,,
588,105103880009,Panel B,2,10510388,D1,BEANS,.2,ACRE,,.1,
588,105103880009,Panel B,2,10510388,D2,VEGETABLES RAPE,.25,ACRE,,.039999999,
580,105103880018,Panel B,2,10510388,,,,,,,
590,105103880027,Panel B,2,10510388,,,,,,,
574,105103880036,Panel B,2,10510388,D1,DIMBA,.5,ACRE,,.16,
602,105103880054,Panel B,2,10510388,,,,,,,
594,105103880062,Panel B,2,10510388,,,,,,,
576,105103880071,Panel B,2,10510388,,,,,,,
598,105103880080,Panel B,2,10510388,,,,,,,
604,105103880098,Panel B,2,10510388,,,,,,,
582,105103880107,Panel B,2,10510388,,,,,,,
578,105103880116,Panel B,2,10510388,D1,BEANS PLOT,.1,ACRE,,.1,
586,105103880124,Panel B,2,10510388,,,,,,,
596,105103880142,Panel B,2,10510388,,,,,,,
592,105103880151,Panel B,2,10510388,,,,,,,
584,105103880160,Panel B,2,10510388,,,,,,,
600,105103880178,Panel B,2,10510388,,,,,,,
611,107321920084,Panel A,2,10732192,,,,,,,
629,107321920134,Panel A,2,10732192,,,,,,,
609,107321920171,Panel A,2,10732192,,,,,,,
625,107321920194,Panel A,2,10732192,,,,,,,
613,107321920240,Panel A,2,10732192,,,,,,,
637,107321920285,Panel A,2,10732192,,,,,,,
622,107336400005,Panel B,2,10733640,D1,CABAGE,.25,ACRE,,.41999999,
636,107336400015,Panel B,2,10733640,,,,,,,
618,107336400020,Panel B,2,10733640,,,,,,,
626,107336400041,Panel B,2,10733640,,,,,,,
620,107336400056,Panel B,2,10733640,,,,,,,
624,107336400067,Panel B,2,10733640,,,,,,,
628,107336400072,Panel B,2,10733640,D2,TOMATO,.2,ACRE,,.1,
628,107336400072,Panel B,2,10733640,D1,CHIMANGA,.2,ACRE,,.1,
630,107336400077,Panel B,2,10733640,,,,,,,
606,107336400087,Panel B,2,10733640,,,,,,,
608,107336400092,Panel B,2,10733640,,,,,,,
616,107336400097,Panel B,2,10733640,,,,,,,
634,107336400107,Panel B,2,10733640,,,,,,,
658,107343700114,Panel B,2,10734370,,,,,,,
662,107343700152,Panel B,2,10734370,,,,,,,
650,107343700249,Panel B,2,10734370,D1,TANAPOSI,.0099999998,ACRE,,0,
664,107343700269,Panel B,2,10734370,,,,,,,
666,107343700385,Panel B,2,10734370,,,,,,,
643,107347620016,Panel A,2,10734762,,,,,,,
665,107347620031,Panel A,2,10734762,,,,,,,
651,107347620278,Panel A,2,10734762,,,,,,,
671,107347620318,Panel A,2,10734762,,,,,,,
657,107347620346,Panel A,2,10734762,,,,,,,
679,107351730088,Panel A,2,10735173,,,,,,,
695,107351730115,Panel A,2,10735173,,,,,,,
680,107365960004,Panel B,2,10736596,,,,,,,
700,107365960008,Panel B,2,10736596,,,,,,,
672,107365960010,Panel B,2,10736596,,,,,,,
696,107365960012,Panel B,2,10736596,,,,,,,
682,107365960013,Panel B,2,10736596,,,,,,,
692,107365960014,Panel B,2,10736596,,,,,,,
686,107365960016,Panel B,2,10736596,,,,,,,
727,107415040028,Panel A,2,10741504,,,,,,,
733,107415040057,Panel A,2,10741504,,,,,,,
721,107415040060,Panel A,2,10741504,,,,,,,
719,107415040063,Panel A,2,10741504,,,,,,,
726,107446490122,Panel B,2,10744649,,,,,,,
718,107446490271,Panel B,2,10744649,,,,,,,
751,107460330205,Panel A,2,10746033,,,,,,,
763,107460330525,Panel A,2,10746033,,,,,,,
761,107460330536,Panel A,2,10746033,,,,,,,
759,107460330612,Panel A,2,10746033,D1,HYBRID MAIZE,.23999999,ACRE,,.41999999,
759,107460330612,Panel A,2,10746033,D2,SWEET POTATO,.31,ACRE,,.40000001,
762,107462440014,Panel B,2,10746244,,,,,,,
746,107462440028,Panel B,2,10746244,,,,,,,
756,107462440056,Panel B,2,10746244,,,,,,,
764,107462440085,Panel B,2,10746244,,,,,,,
736,107462440113,Panel B,2,10746244,,,,,,,
750,107462440127,Panel B,2,10746244,D1,TOMATO,.40000001,ACRE,,.5,
754,107462440155,Panel B,2,10746244,,,,,,,
740,107462440183,Panel B,2,10746244,,,,,,,
744,107462440197,Panel B,2,10746244,,,,,,,
752,107462440226,Panel B,2,10746244,,,,,,,
758,107462440254,Panel B,2,10746244,,,,,,,
778,201060420011,Panel B,2,20106042,,,,,,,
796,201060420020,Panel B,2,20106042,,,,,,,
768,201060420028,Panel B,2,20106042,,,,,,,
770,201060420037,Panel B,2,20106042,,,,,,,
766,201060420054,Panel B,2,20106042,,,,,,,
786,201060420063,Panel B,2,20106042,,,,,,,
792,201060420071,Panel B,2,20106042,,,,,,,
782,201060420074,Panel B,2,20106042,,,,,,,
776,201060420080,Panel B,2,20106042,,,,,,,
780,201060420097,Panel B,2,20106042,,,,,,,
772,201060420105,Panel B,2,20106042,,,,,,,
790,201060420114,Panel B,2,20106042,,,,,,,
788,201060420123,Panel B,2,20106042,,,,,,,
794,201060420140,Panel B,2,20106042,,,,,,,
784,201060420148,Panel B,2,20106042,D1,IRISH POTATOES,.5,ACRE,,.41999999,
774,201060420157,Panel B,2,20106042,,,,,,,
799,201106200004,Panel A,2,20110620,,,,,,,
797,201106200018,Panel A,2,20110620,,,,,,,
773,201106200021,Panel A,2,20110620,,,,,,,
783,201106200034,Panel A,2,20110620,,,,,,,
777,201106200058,Panel A,2,20110620,,,,,,,
791,201106200060,Panel A,2,20110620,,,,,,,
781,201106200074,Panel A,2,20110620,,,,,,,
787,201106200094,Panel A,2,20110620,,,,,,,
789,201106200112,Panel A,2,20110620,,,,,,,
785,201106200118,Panel A,2,20110620,,,,,,,
771,201106200175,Panel A,2,20110620,,,,,,,
795,201106200190,Panel A,2,20110620,,,,,,,
779,201106200196,Panel A,2,20110620,,,,,,,
769,201106200215,Panel A,2,20110620,,,,,,,
775,201106200266,Panel A,2,20110620,,,,,,,
793,201106200267,Panel A,2,20110620,,,,,,,
810,201117180005,Panel B,2,20111718,,,,,,,
800,201117180015,Panel B,2,20111718,,,,,,,
828,201117180024,Panel B,2,20111718,,,,,,,
824,201117180032,Panel B,2,20111718,,,,,,,
808,201117180043,Panel B,2,20111718,,,,,,,
812,201117180052,Panel B,2,20111718,,,,,,,
816,201117180071,Panel B,2,20111718,,,,,,,
802,201117180080,Panel B,2,20111718,,,,,,,
818,201117180089,Panel B,2,20111718,,,,,,,
826,201117180108,Panel B,2,20111718,,,,,,,
822,201117180117,Panel B,2,20111718,,,,,,,
798,201117180127,Panel B,2,20111718,,,,,,,
814,201117180145,Panel B,2,20111718,,,,,,,
806,201117180164,Panel B,2,20111718,,,,,,,
804,201117180183,Panel B,2,20111718,,,,,,,
820,201117180192,Panel B,2,20111718,,,,,,,
811,201126610025,Panel A,2,20112661,,,,,,,
823,201126610037,Panel A,2,20112661,,,,,,,
807,201126610043,Panel A,2,20112661,,,,,,,
809,201126610046,Panel A,2,20112661,,,,,,,
827,201126610050,Panel A,2,20112661,,,,,,,
805,201126610060,Panel A,2,20112661,,,,,,,
817,201126610061,Panel A,2,20112661,,,,,,,
815,201126610067,Panel A,2,20112661,,,,,,,
801,201126610075,Panel A,2,20112661,,,,,,,
819,201126610100,Panel A,2,20112661,,,,,,,
831,201126610106,Panel A,2,20112661,,,,,,,
829,201126610108,Panel A,2,20112661,,,,,,,
803,201126610109,Panel A,2,20112661,,,,,,,
821,201126610115,Panel A,2,20112661,,,,,,,
813,201126610116,Panel A,2,20112661,,,,,,,
825,201126610117,Panel A,2,20112661,,,,,,,
861,201131120001,Panel A,2,20113112,,,,,,,
833,201131120024,Panel A,2,20113112,,,,,,,
843,201131120026,Panel A,2,20113112,,,,,,,
863,201131120034,Panel A,2,20113112,,,,,,,
855,201131120044,Panel A,2,20113112,,,,,,,
851,201131120047,Panel A,2,20113112,,,,,,,
839,201131120061,Panel A,2,20113112,,,,,,,
837,201131120068,Panel A,2,20113112,,,,,,,
859,201131120071,Panel A,2,20113112,,,,,,,
857,201131120075,Panel A,2,20113112,,,,,,,
853,201131120081,Panel A,2,20113112,,,,,,,
849,201131120092,Panel A,2,20113112,,,,,,,
835,201131120102,Panel A,2,20113112,,,,,,,
845,201131120106,Panel A,2,20113112,,,,,,,
847,201131120126,Panel A,2,20113112,,,,,,,
834,201154340005,Panel B,2,20115434,,,,,,,
858,201154340012,Panel B,2,20115434,,,,,,,
838,201154340018,Panel B,2,20115434,,,,,,,
846,201154340031,Panel B,2,20115434,,,,,,,
840,201154340038,Panel B,2,20115434,,,,,,,
830,201154340044,Panel B,2,20115434,,,,,,,
844,201154340058,Panel B,2,20115434,,,,,,,
860,201154340064,Panel B,2,20115434,,,,,,,
850,201154340071,Panel B,2,20115434,,,,,,,
856,201154340084,Panel B,2,20115434,,,,,,,
842,201154340090,Panel B,2,20115434,,,,,,,
848,201154340097,Panel B,2,20115434,,,,,,,
832,201154340110,Panel B,2,20115434,,,,,,,
852,201154340116,Panel B,2,20115434,D1,CABBAGE TOMATO,.5,ACRE,,.47999999,
836,201154340123,Panel B,2,20115434,,,,,,,
854,201154340136,Panel B,2,20115434,,,,,,,
872,202052070003,Panel B,2,20205207,,,,,,,
866,202052070009,Panel B,2,20205207,D1,HYBRID MAIZE PLOT,.5,ACRE,,.30000001,
892,202052070015,Panel B,2,20205207,,,,,,,
880,202052070021,Panel B,2,20205207,,,,,,,
882,202052070028,Panel B,2,20205207,D1,MPIRU PLOT,.25,ACRE,,.14,
888,202052070034,Panel B,2,20205207,,,,,,,
874,202052070040,Panel B,2,20205207,,,,,,,
886,202052070053,Panel B,2,20205207,,,,,,,
876,202052070059,Panel B,2,20205207,,,,,,,
870,202052070065,Panel B,2,20205207,,,,,,,
884,202052070084,Panel B,2,20205207,,,,,,,
862,202052070090,Panel B,2,20205207,D1,RICE PLOT,1,ACRE,,.83999997,
864,202052070103,Panel B,2,20205207,,,,,,,
890,202052070109,Panel B,2,20205207,,,,,,,
868,202052070115,Panel B,2,20205207,D1,RICE,.25,ACRE,,.20999999,
878,202052070127,Panel B,2,20205207,D1,TOMATO,.25,ACRE,,.12,
889,202063620005,Panel A,2,20206362,,,,,,,
877,202063620025,Panel A,2,20206362,,,,,,,
871,202063620035,Panel A,2,20206362,,,,,,,
891,202063620047,Panel A,2,20206362,D1,PAPRIKA,.25,ACRE,,.11,
865,202063620055,Panel A,2,20206362,,,,,,,
879,202063620077,Panel A,2,20206362,,,,,,,
881,202063620123,Panel A,2,20206362,,,,,,,
883,202063620130,Panel A,2,20206362,,,,,,,
893,202063620143,Panel A,2,20206362,D1,TOMATO,.25,ACRE,,.1,
895,202063620150,Panel A,2,20206362,,,,,,,
887,202063620156,Panel A,2,20206362,,,,,,,
873,202063620179,Panel A,2,20206362,,,,,,,
869,202063620195,Panel A,2,20206362,,,,,,,
867,202063620232,Panel A,2,20206362,,,,,,,
875,202063620243,Panel A,2,20206362,,,,,,,
885,202063620271,Panel A,2,20206362,,,,,,,
913,203025390008,Panel A,2,20302539,D1,BEANS,.25,ACRE,,.17,
917,203025390016,Panel A,2,20302539,,,,,,,
905,203025390038,Panel A,2,20302539,D1,BEANS,.25,ACRE,,.13,
925,203025390047,Panel A,2,20302539,D1,BEANS PLOT,.5,ACRE,,.41999999,
925,203025390047,Panel A,2,20302539,D2,WHEAT PLOT,.5,ACRE,,.61000001,
911,203025390067,Panel A,2,20302539,,,,,,,
923,203025390077,Panel A,2,20302539,,,,,,,
927,203025390081,Panel A,2,20302539,D2,BEANS PLOT,.25,ACRE,,.039999999,
927,203025390081,Panel A,2,20302539,D1,IRISH POTATO PLOT,.25,ACRE,,.07,
907,203025390087,Panel A,2,20302539,D1,IRISH POTATOES,.5,ACRE,,.31999999,
915,203025390104,Panel A,2,20302539,,,,,,,
919,203025390115,Panel A,2,20302539,,,,,,,
903,203025390120,Panel A,2,20302539,D1,HYBRID RECYCLED MAIZE,.13,ACRE,,.1,
909,203025390137,Panel A,2,20302539,D1,LOCAL MAIZE,.25,ACRE,,.20999999,
899,203025390148,Panel A,2,20302539,,,,,,,
921,203025390169,Panel A,2,20302539,,,,,,,
897,203025390177,Panel A,2,20302539,D1,IRISH POTATO,1,ACRE,,.81999999,
901,203025390196,Panel A,2,20302539,,,,,,,
931,203030650008,Panel A,2,20303065,,,,,,,
959,203030650012,Panel A,2,20303065,,,,,,,
941,203030650013,Panel A,2,20303065,,,,,,,
937,203030650026,Panel A,2,20303065,,,,,,,
947,203030650031,Panel A,2,20303065,,,,,,,
929,203030650039,Panel A,2,20303065,,,,,,,
935,203030650044,Panel A,2,20303065,,,,,,,
949,203030650050,Panel A,2,20303065,D1,,.25,ACRE,,.31,
933,203030650058,Panel A,2,20303065,,,,,,,
939,203030650069,Panel A,2,20303065,,,,,,,
951,203030650087,Panel A,2,20303065,,,,,,,
943,203030650093,Panel A,2,20303065,D1,TOMATO,.25,ACRE,,.07,
943,203030650093,Panel A,2,20303065,D2,CABBAGE,.25,ACRE,,.059999999,
945,203030650094,Panel A,2,20303065,,,,,,,
955,203030650110,Panel A,2,20303065,D1,TANAPOSI,.25,ACRE,,.050000001,
953,203030650116,Panel A,2,20303065,D1,DIMBA,.25,ACRE,,.19,
957,203030650121,Panel A,2,20303065,D1,,.12,ACRE,,.039999999,
896,203053010006,Panel B,2,20305301,,,,,,,
894,203053010012,Panel B,2,20305301,,,,,,,
920,203053010018,Panel B,2,20305301,D1,DIMBA LOSALIMIDWA,.12,ACRE,,.2,
922,203053010025,Panel B,2,20305301,,,,,,,
918,203053010031,Panel B,2,20305301,,,,,,,
916,203053010037,Panel B,2,20305301,,,,,,,
900,203053010049,Panel B,2,20305301,,,,,,,
906,203053010062,Panel B,2,20305301,D1,TANAPOSI,.25,ACRE,,.039999999,
908,203053010068,Panel B,2,20305301,,,,,,,
924,203053010080,Panel B,2,20305301,,,,,,,
898,203053010086,Panel B,2,20305301,,,,,,,
910,203053010093,Panel B,2,20305301,,,,,,,
914,203053010105,Panel B,2,20305301,D1,MPIRU PLOT,.25,ACRE,,.050000001,
904,203053010111,Panel B,2,20305301,,,,,,,
902,203053010117,Panel B,2,20305301,,,,,,,
912,203053010130,Panel B,2,20305301,,,,,,,
926,203065570007,Panel B,2,20306557,,,,,,,
934,203065570030,Panel B,2,20306557,,,,,,,
930,203065570076,Panel B,2,20306557,,,,,,,
942,203065570099,Panel B,2,20306557,D1,HYBRID MAIZE,.25,ACRE,,.31999999,
956,203065570122,Panel B,2,20306557,,,,,,,
932,203065570167,Panel B,2,20306557,,,,,,,
952,203065570190,Panel B,2,20306557,,,,,,,
954,203065570213,Panel B,2,20306557,,,,,,,
950,203065570259,Panel B,2,20306557,,,,,,,
940,203065570282,Panel B,2,20306557,,,,,,,
944,203065570305,Panel B,2,20306557,,,,,,,
946,203065570350,Panel B,2,20306557,,,,,,,
948,203065570373,Panel B,2,20306557,,,,,,,
938,203065570396,Panel B,2,20306557,,,,,,,
928,203065570442,Panel B,2,20306557,,,,,,,
936,203065570465,Panel B,2,20306557,,,,,,,
958,204021980014,Panel B,2,20402198,,,,,,,
988,204021980022,Panel B,2,20402198,,,,,,,
966,204021980031,Panel B,2,20402198,,,,,,,
976,204021980039,Panel B,2,20402198,,,,,,,
972,204021980056,Panel B,2,20402198,,,,,,,
980,204021980064,Panel B,2,20402198,,,,,,,
970,204021980072,Panel B,2,20402198,,,,,,,
964,204021980081,Panel B,2,20402198,,,,,,,
978,204021980097,Panel B,2,20402198,,,,,,,
986,204021980106,Panel B,2,20402198,,,,,,,
968,204021980114,Panel B,2,20402198,,,,,,,
962,204021980122,Panel B,2,20402198,,,,,,,
960,204021980139,Panel B,2,20402198,,,,,,,
982,204021980147,Panel B,2,20402198,,,,,,,
974,204021980156,Panel B,2,20402198,,,,,,,
984,204021980172,Panel B,2,20402198,,,,,,,
989,204040320025,Panel A,2,20404032,,,,,,,
971,204040320028,Panel A,2,20404032,,,,,,,
981,204040320036,Panel A,2,20404032,,,,,,,
975,204040320057,Panel A,2,20404032,,,,,,,
985,204040320063,Panel A,2,20404032,,,,,,,
973,204040320072,Panel A,2,20404032,,,,,,,
977,204040320075,Panel A,2,20404032,,,,,,,
963,204040320083,Panel A,2,20404032,,,,,,,
987,204040320096,Panel A,2,20404032,,,,,,,
969,204040320107,Panel A,2,20404032,,,,,,,
961,204040320114,Panel A,2,20404032,,,,,,,
991,204040320149,Panel A,2,20404032,,,,,,,
967,204040320160,Panel A,2,20404032,,,,,,,
979,204040320166,Panel A,2,20404032,,,,,,,
965,204040320180,Panel A,2,20404032,,,,,,,
983,204040320184,Panel A,2,20404032,,,,,,,
1000,204045750001,Panel B,2,20404575,,,,,,,
1016,204045750014,Panel B,2,20404575,,,,,,,
1006,204045750042,Panel B,2,20404575,,,,,,,
990,204045750056,Panel B,2,20404575,,,,,,,
1008,204045750070,Panel B,2,20404575,,,,,,,
998,204045750098,Panel B,2,20404575,,,,,,,
1002,204045750111,Panel B,2,20404575,,,,,,,
1004,204045750125,Panel B,2,20404575,,,,,,,
994,204045750153,Panel B,2,20404575,,,,,,,
1020,204045750167,Panel B,2,20404575,,,,,,,
1010,204045750181,Panel B,2,20404575,,,,,,,
996,204045750208,Panel B,2,20404575,,,,,,,
1018,204045750222,Panel B,2,20404575,,,,,,,
992,204045750236,Panel B,2,20404575,,,,,,,
1014,204045750264,Panel B,2,20404575,,,,,,,
1012,204045750278,Panel B,2,20404575,,,,,,,
1021,204053660025,Panel A,2,20405366,,,,,,,
1001,204053660046,Panel A,2,20405366,,,,,,,
1009,204053660072,Panel A,2,20405366,,,,,,,
1011,204053660073,Panel A,2,20405366,,,,,,,
1017,204053660075,Panel A,2,20405366,,,,,,,
1003,204053660091,Panel A,2,20405366,D1,HYBRID MAIZE,.5,ACRE,,.38,
1023,204053660100,Panel A,2,20405366,,,,,,,
1013,204053660101,Panel A,2,20405366,,,,,,,
1007,204053660140,Panel A,2,20405366,,,,,,,
993,204053660142,Panel A,2,20405366,,,,,,,
1005,204053660162,Panel A,2,20405366,D1,MAIZE,2,ACRE,,2.25,
997,204053660205,Panel A,2,20405366,,,,,,,
995,204053660211,Panel A,2,20405366,,,,,,,
1019,204053660216,Panel A,2,20405366,,,,,,,
1015,204053660263,Panel A,2,20405366,D1,MAIZE,.75,ACRE,,.51999998,
999,204053660304,Panel A,2,20405366,,,,,,,
1042,204073980001,Panel B,2,20407398,,,,,,,
1048,204073980014,Panel B,2,20407398,,,,,,,
1050,204073980029,Panel B,2,20407398,,,,,,,
1052,204073980058,Panel B,2,20407398,,,,,,,
1032,204073980072,Panel B,2,20407398,,,,,,,
1024,204073980086,Panel B,2,20407398,,,,,,,
1040,204073980114,Panel B,2,20407398,,,,,,,
1036,204073980128,Panel B,2,20407398,,,,,,,
1038,204073980148,Panel B,2,20407398,,,,,,,
1022,204073980171,Panel B,2,20407398,,,,,,,
1046,204073980185,Panel B,2,20407398,,,,,,,
1034,204073980199,Panel B,2,20407398,,,,,,,
1028,204073980227,Panel B,2,20407398,,,,,,,
1026,204073980241,Panel B,2,20407398,,,,,,,
1044,204073980256,Panel B,2,20407398,,,,,,,
1030,204073980284,Panel B,2,20407398,,,,,,,
1031,204074810007,Panel A,2,20407481,,,,,,,
1051,204074810010,Panel A,2,20407481,,,,,,,
1035,204074810042,Panel A,2,20407481,,,,,,,
1045,204074810055,Panel A,2,20407481,,,,,,,
1055,204074810059,Panel A,2,20407481,,,,,,,
1033,204074810060,Panel A,2,20407481,,,,,,,
1047,204074810065,Panel A,2,20407481,,,,,,,
1049,204074810080,Panel A,2,20407481,,,,,,,
1053,204074810082,Panel A,2,20407481,,,,,,,
1027,204074810083,Panel A,2,20407481,,,,,,,
1039,204074810085,Panel A,2,20407481,,,,,,,
1029,204074810097,Panel A,2,20407481,D1,MAIZE,.5,ACRE,,.50999999,
1041,204074810106,Panel A,2,20407481,,,,,,,
1025,204074810117,Panel A,2,20407481,,,,,,,
1037,204074810130,Panel A,2,20407481,,,,,,,
1074,205070890007,Panel B,2,20507089,,,,,,,
1068,205070890020,Panel B,2,20507089,,,,,,,
1082,205070890033,Panel B,2,20507089,D1,RICE,1,ACRE,,1.23,
1080,205070890045,Panel B,2,20507089,,,,,,,
1084,205070890051,Panel B,2,20507089,,,,,,,
1056,205070890053,Panel B,2,20507089,,,,,,,
1062,205070890072,Panel B,2,20507089,,,,,,,
1054,205070890083,Panel B,2,20507089,,,,,,,
1072,205070890098,Panel B,2,20507089,,,,,,,
1070,205070890124,Panel B,2,20507089,,,,,,,
1078,205070890190,Panel B,2,20507089,,,,,,,
1058,205070890201,Panel B,2,20507089,,,,,,,
1066,205070890216,Panel B,2,20507089,,,,,,,
1060,205070890229,Panel B,2,20507089,,,,,,,
1076,205070890243,Panel B,2,20507089,,,,,,,
1064,205070890256,Panel B,2,20507089,,,,,,,
1075,205074590013,Panel A,2,20507459,,,,,,,
1069,205074590019,Panel A,2,20507459,,,,,,,
1077,205074590034,Panel A,2,20507459,,,,,,,
1073,205074590035,Panel A,2,20507459,,,,,,,
1061,205074590037,Panel A,2,20507459,,,,,,,
1063,205074590038,Panel A,2,20507459,,,,,,,
1087,205074590040,Panel A,2,20507459,,,,,,,
1079,205074590043,Panel A,2,20507459,,,,,,,
1059,205074590056,Panel A,2,20507459,,,,,,,
1081,205074590101,Panel A,2,20507459,,,,,,,
1083,205074590174,Panel A,2,20507459,,,,,,,
1071,205074590175,Panel A,2,20507459,,,,,,,
1057,205074590179,Panel A,2,20507459,,,,,,,
1067,205074590192,Panel A,2,20507459,,,,,,,
1065,205074590199,Panel A,2,20507459,D1,TOMATO,.15000001,ACRE,,.41999999,
1089,205083490004,Panel A,2,20508349,,,,,,,
1107,205083490010,Panel A,2,20508349,,,,,,,
1109,205083490011,Panel A,2,20508349,,,,,,,
1099,205083490014,Panel A,2,20508349,,,,,,,
1093,205083490015,Panel A,2,20508349,,,,,,,
1097,205083490030,Panel A,2,20508349,D1,BEANS,.5,ACRE,,1.23,
1097,205083490030,Panel A,2,20508349,D2,BEANS,.5,ACRE,,1.21,
1111,205083490055,Panel A,2,20508349,,,,,,,
1103,205083490066,Panel A,2,20508349,,,,,,,
1117,205083490076,Panel A,2,20508349,,,,,,,
1095,205083490080,Panel A,2,20508349,,,,,,,
1113,205083490092,Panel A,2,20508349,,,,,,,
1115,205083490101,Panel A,2,20508349,D1,LOCAL,.25,ACRE,,.0099999998,
1119,205083490116,Panel A,2,20508349,,,,,,,
1105,205083490120,Panel A,2,20508349,,,,,,,
1091,205083490121,Panel A,2,20508349,,,,,,,
1123,206011410001,Panel A,2,20601141,D1,,.5,ACRE,,.31999999,
1135,206011410004,Panel A,2,20601141,,,,,,,
1141,206011410005,Panel A,2,20601141,,,,,,,
1133,206011410029,Panel A,2,20601141,D1,DIMBA,.25,ACRE,,.23,
1133,206011410029,Panel A,2,20601141,D2,DIMBA,.15000001,ACRE,,.23999999,
1147,206011410032,Panel A,2,20601141,D1,DIMBA,.25,ACRE,,.15000001,
1143,206011410033,Panel A,2,20601141,D1,KUDAMBO,.5,ACRE,,.43000001,
1149,206011410034,Panel A,2,20601141,,,,,,,
1125,206011410057,Panel A,2,20601141,,,,,,,
1139,206011410060,Panel A,2,20601141,,,,,,,
1121,206011410061,Panel A,2,20601141,,,,,,,
1145,206011410066,Panel A,2,20601141,,,,,,,
1131,206011410077,Panel A,2,20601141,,,,,,,
1151,206011410104,Panel A,2,20601141,D1,,.5,ACRE,,.83999997,
1127,206011410119,Panel A,2,20601141,,,,,,,
1129,206011410125,Panel A,2,20601141,,,,,,,
1112,206016260010,Panel B,2,20601626,,,,,,,
1106,206016260022,Panel B,2,20601626,,,,,,,
1090,206016260033,Panel B,2,20601626,,,,,,,
1114,206016260057,Panel B,2,20601626,,,,,,,
1086,206016260069,Panel B,2,20601626,,,,,,,
1092,206016260092,Panel B,2,20601626,,,,,,,
1102,206016260104,Panel B,2,20601626,,,,,,,
1108,206016260116,Panel B,2,20601626,,,,,,,
1096,206016260139,Panel B,2,20601626,,,,,,,
1116,206016260151,Panel B,2,20601626,,,,,,,
1104,206016260163,Panel B,2,20601626,,,,,,,
1088,206016260175,Panel B,2,20601626,,,,,,,
1098,206016260210,Panel B,2,20601626,,,,,,,
1110,206016260222,Panel B,2,20601626,,,,,,,
1132,206023630017,Panel B,2,20602363,D1,MPIRU PLOT,.23,ACRE,,.17,
1132,206023630017,Panel B,2,20602363,D2,NKHWANI PLOT,.23999999,ACRE,,.12,
1146,206023630037,Panel B,2,20602363,D1,DIMBA,.25,ACRE,,.23,
1136,206023630057,Panel B,2,20602363,D1,DIMBA,.25,ACRE,,.22,
1134,206023630097,Panel B,2,20602363,,,,,,,
1142,206023630116,Panel B,2,20602363,,,,,,,
1128,206023630136,Panel B,2,20602363,,,,,,,
1130,206023630215,Panel B,2,20602363,,,,,,,
1126,206023630275,Panel B,2,20602363,,,,,,,
1140,206023630295,Panel B,2,20602363,,,,,,,
1124,206023630334,Panel B,2,20602363,,,,,,,
1138,206023630354,Panel B,2,20602363,,,,,,,
1118,206023630414,Panel B,2,20602363,,,,,,,
