round,y2_hhid,case_id,HHID,ea_id,region,urban,district,strata,hhweight,hhweightR1,hhsize,adulteq,intmonth,intyear,panel,interview_status,price_indexL,rexpagg,pcrexpagg,absolute_povline,extreme_povline,poor,epoor,rexp_cat01,rexp_cat02,rexp_cat03,rexp_cat04,rexp_cat05,rexp_cat06,rexp_cat07,rexp_cat08,rexp_cat09,rexp_cat10,rexp_cat11,rexp_cat12,pcrexp_cat01,pcrexp_cat02,pcrexp_cat03,pcrexp_cat04,pcrexp_cat05,pcrexp_cat06,pcrexp_cat07,pcrexp_cat08,pcrexp_cat09,pcrexp_cat10,pcrexp_cat11,pcrexp_cat12,rexp_cat011,rexp_cat012,rexp_cat021,rexp_cat022,rexp_cat031,rexp_cat032,rexp_cat041,rexp_cat042,rexp_cat044,rexp_cat045,rexp_cat051,rexp_cat052,rexp_cat053,rexp_cat054,rexp_cat055,rexp_cat056,rexp_cat061,rexp_cat062,rexp_cat063,rexp_cat071,rexp_cat072,rexp_cat073,rexp_cat081,rexp_cat083,rexp_cat091,rexp_cat092,rexp_cat093,rexp_cat094,rexp_cat095,rexp_cat101,rexp_cat111,rexp_cat112,rexp_cat121,rexp_cat123,pcrexp_cat011,pcrexp_cat012,pcrexp_cat021,pcrexp_cat022,pcrexp_cat031,pcrexp_cat032,pcrexp_cat041,pcrexp_cat042,pcrexp_cat044,pcrexp_cat045,pcrexp_cat051,pcrexp_cat052,pcrexp_cat053,pcrexp_cat054,pcrexp_cat055,pcrexp_cat056,pcrexp_cat061,pcrexp_cat062,pcrexp_cat063,pcrexp_cat071,pcrexp_cat072,pcrexp_cat073,pcrexp_cat081,pcrexp_cat083,pcrexp_cat091,pcrexp_cat092,pcrexp_cat093,pcrexp_cat094,pcrexp_cat095,pcrexp_cat101,pcrexp_cat111,pcrexp_cat112,pcrexp_cat121,pcrexp_cat123
2,0574-001,105103880036,574,10510388,North,Rural,Mzimba,North - Rural,673.68896,924.76819,6,5.61000007390976,8,2013,PANEL B,Panel B - 2 Visits,89.955299,722358.69,120393.12,85852,53262,0,0,442767.63,0,0,115879.77,75322.117,0,1534.3536,40019.875,4258.2734,29236.744,0,13339.959,73794.602,0,0,19313.295,12553.687,0,255.7256,6669.979,709.71222,4872.7905,0,2223.3264,442767.63,0,0,0,0,0,0,80039.75,0,35840.023,0,0,0,0,21962.275,53359.836,0,0,0,1534.3536,0,0,0,40019.875,4258.2734,0,0,0,0,29236.744,0,0,13339.959,0,73794.602,0,0,0,0,0,0,13339.958,0,5973.3374,0,0,0,0,3660.3792,8893.3057,0,0,0,255.7256,0,0,0,6669.979,709.71222,0,0,0,0,4872.7905,0,0,2223.3264,0
2,0574-004,105103880036,574,10510388,North,Rural,Mzimba,North - Rural,351.21991,924.76819,3,2.330000013113022,8,2013,PANEL B,Panel B - 2 Visits,89.955299,444688.53,148229.52,85852,53262,0,0,242398.92,0,30681.906,84486.406,17842.428,0,28903.244,0,0,0,4624.519,35751.09,80799.641,0,10227.302,28162.135,5947.4761,0,9634.415,0,0,0,1541.5063,11917.03,242398.92,0,0,0,16897.281,13784.624,0,26679.918,0,57806.488,197.51608,5558.3164,0,0,2748.6238,9337.9717,0,0,0,0,0,28903.244,0,0,0,0,0,0,0,0,4624.519,0,35751.09,0,80799.641,0,0,0,5632.4272,4594.8745,0,8893.3057,0,19268.83,65.838692,1852.7721,0,0,916.20795,3112.6572,0,0,0,0,0,9634.415,0,0,0,0,0,0,0,0,1541.5063,0,11917.03,0
2,0575-001,105073440041,575,10507344,North,Rural,Mzimba,North - Rural,501.3631,668.5199,1,1,7,2013,PANEL A,Panel A - 2 Visits,90.772217,189426.19,189426.19,85852,53262,0,0,99971.5,63014.875,5287.9614,15863.885,1321.9904,0,0,0,0,0,0,3965.9712,99971.5,63014.875,5287.9614,15863.885,1321.9904,0,0,0,0,0,0,3965.9712,99971.492,0,63014.875,0,5287.9614,0,0,6609.9521,660.99518,8592.9375,0,0,0,0,1321.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965.9712,0,99971.492,0,63014.875,0,5287.9614,0,0,6609.9521,660.99518,8592.9375,0,0,0,0,1321.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3965.9712,0
2,0575-002,105073440041,575,10507344,North,Rural,Mzimba,North - Rural,250.68155,668.5199,3,2.469999998807907,7,2013,PANEL A,Panel A - 2 Visits,90.772217,321212.91,107070.97,85852,53262,0,0,255443.88,0,0,45168.004,11347.084,0,0,0,0,0,0,9253.9326,85147.961,0,0,15056.001,3782.3613,0,0,0,0,0,0,3084.6443,255443.86,0,0,0,0,0,0,13219.904,3304.9761,28643.125,771.16107,0,0,0,2643.9807,7931.9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9253.9326,0,85147.953,0,0,0,0,0,0,4406.6348,1101.6587,9547.708,257.05368,0,0,0,881.3269,2643.9807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084.6443,0
2,0576-001,105103880071,576,10510388,North,Rural,Mzimba,North - Rural,336.84448,924.76819,7,5.900000065565109,8,2013,PANEL B,Panel B - 2 Visits,89.955299,674884.25,96412.039,85852,53262,0,0,361049.91,80929.086,11561.298,110099.13,16337.049,70234.883,3329.4917,0,655.40039,3968.6377,5780.6489,10938.767,51578.559,11561.298,1651.614,15728.446,2333.864,10033.555,475.64166,0,93.628624,566.94824,825.80701,1562.6809,361049.91,0,80929.086,0,6225.314,5335.9834,0,80039.75,0,30059.375,2855.6196,0,0,0,8145.4458,5335.9834,8092.9082,62141.977,0,3329.4917,0,0,0,0,655.40039,0,0,0,0,3968.6377,5780.6489,0,10938.767,0,51578.559,0,11561.298,0,889.33057,762.28333,0,11434.25,0,4294.1963,407.94565,0,0,0,1163.6351,762.28333,1156.1298,8877.4248,0,475.64166,0,0,0,0,93.628624,0,0,0,0,566.94824,825.80701,0,1562.6809,0
2,0577-001,105093190148,577,10509319,North,Rural,Mzimba,North - Rural,621.52954,853.16931,7,6.450000047683716,4,2013,PANEL A,Panel A - 2 Visits,103.51794,1170903.4,167271.91,85852,53262,0,0,667944.06,0,0,174207.63,10349.132,21725.701,270372.09,1391.0632,0,3815.7637,6027.9404,15069.851,95420.578,0,0,24886.803,1478.4474,3103.6716,38624.586,198.72331,0,545.10907,861.13434,2152.8357,667944.06,0,0,0,0,0,0,21345.246,1159.2194,151703.17,4739.5503,0,0,0,5609.5815,0,5023.2837,16702.418,0,179952.97,0,90419.109,0,1391.0632,0,0,0,0,0,3815.7637,6027.9404,0,15069.851,0,95420.578,0,0,0,0,0,0,3049.3208,165.60277,21671.881,677.07861,0,0,0,801.36877,0,717.61194,2386.0598,0,25707.566,0,12917.016,0,198.72331,0,0,0,0,0,545.10907,861.13434,0,2152.8357,0
2,0578-001,105103880116,578,10510388,North,Rural,Mzimba,North - Rural,678.03589,924.76819,5,4.600000023841858,8,2013,PANEL B,Panel B - 2 Visits,89.955299,637301.38,127460.27,85852,53262,0,0,519333.19,0,7559.3101,62964.605,27124.707,0,0,0,365.16956,1278.4127,0,18675.943,103866.64,0,1511.8621,12592.921,5424.9414,0,0,0,73.033913,255.68254,0,3735.1887,519333.16,0,0,0,7559.3101,0,0,4001.9878,0,58962.617,444.78928,0,0,0,4001.9878,22677.93,0,0,0,0,0,0,0,0,365.16956,0,0,0,0,1278.4127,0,0,18675.943,0,103866.63,0,0,0,1511.8621,0,0,800.39758,0,11792.523,88.957855,0,0,0,800.39758,4535.5859,0,0,0,0,0,0,0,0,73.033913,0,0,0,0,255.68254,0,0,3735.1887,0
2,0579-001,105093190205,579,10509319,North,Rural,Mzimba,North - Rural,621.52954,853.16931,8,6.100000083446503,4,2013,PANEL A,Panel A - 2 Visits,103.51794,750808.19,93851.023,85852,53262,0,0,602696.56,0,0,108580.21,16291.1,0,0,8114.5352,3127.8076,3883.3848,0,8114.5352,75337.07,0,0,13572.526,2036.3875,0,0,1014.3169,390.97595,485.4231,0,1014.3169,602696.5,0,0,0,0,0,0,8114.5352,0,100465.67,0,0,0,0,4698.9058,11592.193,0,0,0,0,0,0,0,8114.5352,3127.8076,0,0,0,0,3883.3848,0,0,8114.5352,0,75337.063,0,0,0,0,0,0,1014.3169,0,12558.209,0,0,0,0,587.36322,1449.0242,0,0,0,0,0,0,0,1014.3169,390.97595,0,0,0,0,485.4231,0,0,1014.3169,0
2,0580-001,105103880018,580,10510388,North,Rural,Mzimba,North - Rural,687.29407,924.76819,4,3.520000040531158,8,2013,PANEL B,Panel B - 2 Visits,89.955299,913386.44,228346.61,85852,53262,0,0,629830.81,0,37351.887,127263.21,31846.604,1445.1622,4281.5313,40019.875,2661.4209,2667.9917,0,36017.891,157457.7,0,9337.9717,31815.803,7961.6509,361.29056,1070.3828,10004.969,665.35522,666.99792,0,9004.4727,613645,16185.816,0,0,37351.887,0,0,66699.797,666.99792,59896.414,6051.1748,12228.296,0,0,227.17426,13339.959,1445.1622,0,0,4281.5313,0,0,0,40019.875,2661.4209,0,0,0,0,2667.9917,0,0,36017.891,0,153411.25,4046.4541,0,0,9337.9717,0,0,16674.949,166.74948,14974.104,1512.7937,3057.074,0,0,56.793564,3334.9897,361.29056,0,0,1070.3828,0,0,0,10004.969,665.35522,0,0,0,0,666.99792,0,0,9004.4727,0
2,0581-001,105093190056,581,10509319,North,Rural,Mzimba,North - Rural,621.52954,853.16931,4,3.700000047683716,4,2013,PANEL A,Panel A - 2 Visits,103.51794,641518.25,160379.56,85852,53262,0,0,498617.84,0,5989.2998,60124.84,23392.365,4144.209,1851.6931,13910.632,10863.271,2569.6028,0,20054.494,124654.46,0,1497.325,15031.21,5848.0913,1036.0522,462.92328,3477.658,2715.8179,642.4007,0,5013.6235,498617.81,0,0,0,4636.8774,1352.4225,0,28980.482,0,31144.359,11592.193,0,0,0,207.97823,11592.193,1004.6567,3139.5522,0,1851.6931,0,0,0,13910.632,10863.271,0,0,0,0,2569.6028,0,0,20054.494,0,124654.45,0,0,0,1159.2194,338.10562,0,7245.1206,0,7786.0898,2898.0483,0,0,0,51.994556,2898.0483,251.16418,784.88806,0,462.92328,0,0,0,3477.658,2715.8179,0,0,0,0,642.4007,0,0,5013.6235,0
2,0582-001,105103880107,582,10510388,North,Rural,Mzimba,North - Rural,693.539,924.76819,7,5.210000067949295,8,2013,PANEL B,Panel B - 2 Visits,89.955299,773156.94,110450.99,85852,53262,0,0,582316.75,0,32015.902,95869.836,19339.105,5058.0679,2269.5979,0,2159.634,111.16632,0,34016.895,83188.109,0,4573.7002,13695.69,2762.7292,722.58112,324.22827,0,308.51913,15.880903,0,4859.5562,582316.75,0,0,0,32015.902,0,0,6669.9795,1333.9958,87865.859,1552.4938,2223.3264,0,2223.3264,0,13339.959,5058.0679,0,0,2269.5979,0,0,0,0,2159.634,0,0,0,0,111.16632,0,0,34016.895,0,83188.109,0,0,0,4573.7002,0,0,952.85419,190.57083,12552.266,221.78482,317.61807,0,317.61807,0,1905.7084,722.58112,0,0,324.22827,0,0,0,0,308.51913,0,0,0,0,15.880903,0,0,4859.5562,0
2,0583-001,105093190062,583,10509319,North,Urban,Mzuzu City,North - Rural,648.05444,853.16931,3,2.629999995231628,6,2013,PANEL A,Panel A - 2 Visits,115.51492,740502.94,246834.31,85852,53262,0,0,351438.69,0,19218.297,137644.55,14797.741,0,159801.33,37397.766,3998.9055,0,5401.8994,10803.799,117146.23,0,6406.0991,45881.516,4932.5806,0,53267.109,12465.922,1332.9685,0,1800.6332,3601.2664,346937.09,4501.583,0,0,19218.297,0,0,25970.67,10388.269,101285.62,3074.7466,0,0,0,5282.2681,6440.7261,0,0,0,2592.2029,4155.3071,153053.81,0,37397.766,2198.2722,0,0,0,1800.6332,0,5401.8994,0,10803.799,0,115645.7,1500.5277,0,0,6406.0991,0,0,8656.8896,3462.7561,33761.871,1024.9155,0,0,0,1760.756,2146.9087,0,0,0,864.06763,1385.1024,51017.938,0,12465.922,732.75739,0,0,0,600.21106,0,1800.6332,0,3601.2664,0
2,0584-001,105103880160,584,10510388,North,Rural,Mzimba,North - Rural,343.64703,924.76819,6,4.900000065565109,8,2013,PANEL B,Panel B - 2 Visits,89.955299,514222.31,85703.719,85852,53262,1,0,309231.56,34683.895,0,49802.512,11227.799,0,80929.086,0,0,13673.458,0,14673.955,51538.594,5780.6489,0,8300.4189,1871.2998,0,13488.181,0,0,2278.9097,0,2445.6592,309231.56,0,34683.895,0,0,0,0,26679.918,0,23122.596,0,1889.8275,0,0,0,9337.9717,0,0,0,0,0,80929.086,0,0,0,0,0,0,0,13673.458,0,0,14673.955,0,51538.594,0,5780.6489,0,0,0,0,4446.6528,0,3853.7659,0,314.97125,0,0,0,1556.3286,0,0,0,0,0,13488.181,0,0,0,0,0,0,0,2278.9097,0,0,2445.6592,0
2,0585-001,105093190002,585,10509319,North,Rural,Mzimba,North - Rural,625.53992,853.16931,7,5.830000102519989,4,2013,PANEL A,Panel A - 2 Visits,103.51794,982425.06,140346.44,85852,53262,0,0,789274.75,111140.15,0,37713.27,11452.296,4646.5376,0,10432.974,0,4318.0918,3013.9702,10432.974,112753.54,15877.164,0,5387.6099,1636.0422,663.79108,0,1490.4248,0,616.87024,430.56717,1490.4248,789274.75,0,111140.15,0,0,0,0,11592.193,0,26121.074,2178.542,0,0,0,2318.4387,6955.3159,2134.8955,2511.6418,0,0,0,0,0,10432.974,0,0,0,0,0,4318.0918,3013.9702,0,10432.974,0,112753.54,0,15877.164,0,0,0,0,1656.0276,0,3731.582,311.22028,0,0,0,331.20554,993.61658,304.98508,358.80597,0,0,0,0,0,1490.4248,0,0,0,0,0,616.87024,430.56717,0,1490.4248,0
2,0586-001,105103880124,586,10510388,North,Rural,Mzimba,North - Rural,673.68896,924.76819,2,2,8,2013,PANEL B,Panel B - 2 Visits,89.955299,429028.16,214514.08,85852,53262,0,0,287277.16,11561.298,0,96759.172,22758.563,0,0,0,0,0,0,10671.967,143638.58,5780.6489,0,48379.586,11379.281,0,0,0,0,0,0,5335.9834,287277.16,0,11561.298,0,0,0,0,66699.797,0,30059.375,0,0,0,0,2748.6238,20009.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10671.967,0,143638.58,0,5780.6489,0,0,0,0,33349.898,0,15029.688,0,0,0,0,1374.3119,10004.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5335.9834,0
2,0587-001,105093190189,587,10509319,North,Rural,Mzimba,North - Rural,310.76477,853.16931,10,9.379999995231628,4,2013,PANEL A,Panel A - 2 Visits,103.51794,815625.25,81562.523,85852,53262,1,0,662540.69,74093.438,0,47141.586,9273.7549,1255.8209,0,8114.5352,0,5090.9048,0,8114.5352,66254.07,7409.3438,0,4714.1587,927.37549,125.58209,0,811.45349,0,509.09048,0,811.45349,662540.69,0,74093.438,0,0,0,0,23184.387,347.76581,23609.434,1159.2194,0,0,0,0,8114.5352,1255.8209,0,0,0,0,0,0,8114.5352,0,0,0,0,0,5090.9048,0,0,8114.5352,0,66254.07,0,7409.3438,0,0,0,0,2318.4387,34.776581,2360.9434,115.92194,0,0,0,0,811.45349,125.58209,0,0,0,0,0,0,811.45349,0,0,0,0,0,509.09048,0,0,811.45349,0
2,0588-001,105103880009,588,10510388,North,Rural,Mzimba,North - Rural,702.43982,924.76819,7,5.540000051259995,8,2013,PANEL B,Panel B - 2 Visits,89.955299,665660.81,95094.398,85852,53262,0,0,487744.06,0,31126.57,108498.34,16614.377,1156.1298,0,6669.9795,0,111.16632,0,13740.157,69677.727,0,4446.6528,15499.763,2373.4824,165.16139,0,952.85419,0,15.880903,0,1962.8796,487744.06,0,0,0,31126.57,0,0,33349.898,0,75148.438,3144.0107,0,0,0,2798.3987,10671.967,1156.1298,0,0,0,0,0,0,6669.9795,0,0,0,0,0,111.16632,0,0,13740.157,0,69677.727,0,0,0,4446.6528,0,0,4764.271,0,10735.491,449.14438,0,0,0,399.77124,1524.5667,165.16139,0,0,0,0,0,0,952.85419,0,0,0,0,0,15.880903,0,0,1962.8796,0
2,0589-001,105093190045,589,10509319,North,Rural,Mzimba,North - Rural,307.85364,853.16931,2,2,4,2013,PANEL A,Panel A - 2 Visits,103.51794,123759.34,61879.672,85852,53262,1,0,104825.43,0,0,10819.38,6955.3159,0,0,0,0,0,0,1159.2194,52412.715,0,0,5409.6899,3477.658,0,0,0,0,0,0,579.60968,104825.44,0,0,0,0,0,0,5796.0967,0,5023.2837,0,0,0,0,0,6955.3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159.2194,0,52412.719,0,0,0,0,0,0,2898.0483,0,2511.6418,0,0,0,0,0,3477.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579.60968,0
2,0590-001,105103880027,590,10510388,North,Rural,Mzimba,North - Rural,667.37811,924.76819,2,2,11,2013,PANEL B,Panel B - 2 Visits,101.07241,290979.38,145489.69,85852,53262,0,0,228622.58,0,8310.873,33718.398,13203.937,0,0,0,0,0,0,7123.6055,114311.29,0,4155.4365,16859.199,6601.9683,0,0,0,0,0,0,3561.8027,228622.56,0,0,0,8310.873,0,0,5936.3379,0,27782.063,876.34015,0,0,0,4016.7236,8310.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7123.6055,0,114311.28,0,0,0,4155.4365,0,0,2968.1689,0,13891.031,438.17007,0,0,0,2008.3618,4155.4365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3561.8027,0
2,0591-001,105093190217,591,10509319,North,Rural,Mzimba,North - Rural,629.61926,853.16931,6,4.790000051259995,4,2013,PANEL A,Panel A - 2 Visits,103.51794,1490595.8,248432.63,85852,53262,0,0,747615.19,0,135242.25,287123.88,35172.48,135039.39,45209.555,57960.965,4727.1953,1738.829,10046.567,30719.313,124602.53,0,22540.375,47853.98,5862.0801,22506.564,7534.9258,9660.1611,787.86591,289.80484,1674.4279,5119.8853,696377.69,51237.492,0,0,135242.25,0,0,173882.89,0,113240.97,3798.0107,0,0,0,75.547462,31298.922,6655.8511,41442.09,86941.445,0,0,45209.555,0,57960.965,4727.1953,0,0,0,0,1738.829,10046.567,0,30719.313,0,116062.95,8539.582,0,0,22540.375,0,0,28980.482,0,18873.494,633.00177,0,0,0,12.591244,5216.4868,1109.3085,6907.0151,14490.241,0,0,7534.9258,0,9660.1611,787.86591,0,0,0,0,289.80484,1674.4279,0,5119.8853,0
2,0592-005,105103880151,592,10510388,North,Rural,Mzimba,North - Rural,407.2941,924.76819,6,6,8,2013,PANEL B,Panel B - 2 Visits,89.955299,1870944,311824,85852,53262,0,0,1318925.3,0,112277.98,118617.58,38556.363,5224.8174,131714.03,53359.836,15340.95,0,11561.298,65365.797,219820.88,0,18712.998,19769.596,6426.0605,870.80292,21952.338,8893.3057,2556.825,0,1926.8829,10894.3,1255338.1,63587.137,0,0,98493.367,13784.624,0,66699.797,0,51917.777,10892.799,2223.3264,0,0,5430.2974,20009.938,0,0,5224.8174,15878.72,6002.9814,109832.33,0,53359.836,15340.95,0,0,0,0,0,11561.298,0,65365.797,0,209223.02,10597.856,0,0,16415.561,2297.4373,0,11116.633,0,8652.9629,1815.4664,370.55441,0,0,905.04956,3334.9895,0,0,870.80292,2646.4534,1000.4969,18305.389,0,8893.3057,2556.825,0,0,0,0,0,1926.8829,0,10894.3,0
2,0594-001,105103880062,594,10510388,Central,Urban,Lilongwe City,North - Rural,693.539,924.76819,4,2.880000025033951,9,2013,PANEL B,Panel B - 2 Visits,119.70619,201075.66,50268.914,85852,53262,1,1,100345.69,0,17542.953,52545.32,4343.9692,13466.305,0,5012.272,0,0,0,7819.1445,25086.422,0,4385.7383,13136.33,1085.9923,3366.5762,0,1253.068,0,0,0,1954.7861,100345.69,0,0,0,12530.68,5012.272,15036.816,0,6014.7266,31493.775,0,0,0,0,2004.9088,2339.0603,434.39691,13031.907,0,0,0,0,0,5012.272,0,0,0,0,0,0,0,0,7819.1445,0,25086.422,0,0,0,3132.6699,1253.068,3759.2041,0,1503.6816,7873.4438,0,0,0,0,501.2272,584.76508,108.59923,3257.9768,0,0,0,0,0,1253.068,0,0,0,0,0,0,0,0,1954.7861,0
2,0595-001,105093190214,595,10509319,North,Rural,Mzimba,North - Rural,629.61926,853.16931,3,3,4,2013,PANEL A,Panel A - 2 Visits,103.51794,385535.38,128511.79,85852,53262,0,0,261699.28,0,0,80990.789,19676.346,0,653.52771,5796.0967,1417.6664,0,0,15301.695,87233.094,0,0,26996.93,6558.7817,0,217.84258,1932.0322,472.55545,0,0,5100.5649,243615.47,18083.82,0,0,0,0,0,34776.578,0,46214.211,1632.8993,0,0,0,8769.6924,9273.7549,0,0,0,653.52771,0,0,0,5796.0967,1417.6664,0,0,0,0,0,0,0,15301.695,0,81205.156,6027.9399,0,0,0,0,0,11592.192,0,15404.737,544.29974,0,0,0,2923.2307,3091.2517,0,0,0,217.84258,0,0,0,1932.0322,472.55545,0,0,0,0,0,0,0,5100.5649,0
2,0596-001,105103880142,596,10510388,North,Rural,Mzimba,North - Rural,715.00562,924.76819,4,2.96000000834465,8,2013,PANEL B,Panel B - 2 Visits,89.955299,596150.13,149037.53,85852,53262,0,0,279081.28,40464.543,889.33057,103117.88,17898.025,1734.1947,132954.92,0,0,0,0,20009.938,69770.32,10116.136,222.33264,25779.471,4474.5063,433.54868,33238.73,0,0,0,0,5002.4844,264051.59,15029.688,40464.543,0,889.33057,0,0,66699.797,0,36418.09,1223.0775,1333.9958,0,0,3334.9897,12005.963,1734.1947,0,0,0,0,132954.92,0,0,0,0,0,0,0,0,0,0,20009.938,0,66012.898,3757.4219,10116.136,0,222.33264,0,0,16674.949,0,9104.5225,305.76938,333.49896,0,0,833.74744,3001.4907,433.54868,0,0,0,0,33238.73,0,0,0,0,0,0,0,0,0,0,5002.4844,0
2,0597-001,105093190116,597,10509319,North,Rural,Mzimba,North - Rural,659.64728,853.16931,4,3.020000010728836,4,2013,PANEL A,Panel A - 2 Visits,103.51794,272671.56,68167.891,85852,53262,1,0,207213.19,0,0,28748.639,21499.76,1883.7313,2893.2705,0,0,0,0,10432.974,51803.297,0,0,7187.1597,5374.9399,470.93283,723.31763,0,0,0,0,2608.2434,207213.19,0,0,0,0,0,0,11592.193,579.60968,16576.836,1213.4219,2898.0483,0,0,0,17388.289,1883.7313,0,0,2893.2705,0,0,0,0,0,0,0,0,0,0,0,0,10432.974,0,51803.297,0,0,0,0,0,0,2898.0483,144.90242,4144.209,303.35547,724.51208,0,0,0,4347.0723,470.93283,0,0,723.31763,0,0,0,0,0,0,0,0,0,0,0,0,2608.2434,0
2,0598-001,105103880080,598,10510388,North,Rural,Mzimba,North - Rural,667.37811,924.76819,2,2,8,2013,PANEL B,Panel B - 2 Visits,89.955299,454120.94,227060.47,85852,53262,0,0,178761.95,0,0,89822.391,6447.647,177754.95,0,0,0,0,0,1333.9958,89380.977,0,0,44911.195,3223.8235,88877.477,0,0,0,0,0,666.99792,158529.69,20232.271,0,0,0,0,0,66699.797,0,23122.596,1111.6632,0,0,0,0,5335.9834,0,177754.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.9958,0,79264.844,10116.136,0,0,0,0,0,33349.898,0,11561.298,555.8316,0,0,0,0,2667.9917,0,88877.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.99792,0
2,0599-001,105093190021,599,10509319,North,Rural,Mzimba,North - Rural,621.52954,853.16931,8,6.800000011920929,4,2013,PANEL A,Panel A - 2 Visits,103.51794,552539.13,69067.391,85852,53262,1,0,470968.72,0,25116.418,19745.369,13427.624,1506.9851,0,0,0,1487.6648,0,20286.338,58871.09,0,3139.5522,2468.1711,1678.453,188.37314,0,0,0,185.9581,0,2535.7922,470968.72,0,0,0,25116.418,0,0,6955.3159,231.84386,12558.209,1835.4305,0,0,0,0,11592.193,1506.9851,0,0,0,0,0,0,0,0,0,0,0,0,1487.6648,0,0,20286.338,0,58871.09,0,0,0,3139.5522,0,0,869.41449,28.980482,1569.7761,229.42882,0,0,0,0,1449.0242,188.37314,0,0,0,0,0,0,0,0,0,0,0,0,185.9581,0,0,2535.7922,0
2,0599-003,105093190021,599,10509319,North,Rural,Mzimba,North - Rural,329.82364,853.16931,3,2.469999998807907,4,2013,PANEL A,Panel A - 2 Visits,103.51794,376831.47,125610.49,85852,53262,0,0,268775.47,0,43277.52,21097.791,10842.779,0,3734.4438,11592.193,4759.8901,0,0,12751.412,89591.82,0,14425.84,7032.5972,3614.2598,0,1244.8146,3864.0645,1586.63,0,0,4250.4707,268775.47,0,0,0,23570.793,19706.729,0,5796.0967,231.84386,15069.851,2438.4397,1449.0242,0,0,0,6955.3159,0,0,0,3734.4438,0,0,0,11592.193,4759.8901,0,0,0,0,0,0,0,12751.412,0,89591.82,0,0,0,7856.9312,6568.9097,0,1932.0322,77.281288,5023.2837,812.81323,483.00806,0,0,0,2318.4387,0,0,0,1244.8146,0,0,0,3864.0645,1586.63,0,0,0,0,0,0,0,4250.4707,0
2,0599-004,105093190021,599,10509319,North,Rural,Mzimba,North - Rural,341.62125,853.16931,2,2,4,2013,PANEL A,Panel A - 2 Visits,103.51794,220789.86,110394.93,85852,53262,0,0,177183.89,0,2704.845,19552.166,14393.64,0,0,0,0,0,0,6955.3159,88591.945,0,1352.4225,9776.083,7196.8198,0,0,0,0,0,0,3477.658,177183.89,0,0,0,2704.845,0,0,9273.7549,231.84386,10046.567,869.41449,1932.0322,0,0,0,11592.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6955.3159,0,88591.945,0,0,0,1352.4225,0,0,4636.8774,115.92193,5023.2837,434.70724,966.01611,0,0,0,5796.0967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3477.658,0
2,0600-001,105103880178,600,10510388,North,Rural,Mzimba,North - Rural,339.01794,924.76819,4,3.540000021457672,8,2013,PANEL B,Panel B - 2 Visits,89.955299,363582.66,90895.664,85852,53262,0,0,205015.03,0,0,129219.73,15340.953,4446.6528,0,0,0,1556.3285,0,8003.9756,51253.758,0,0,32304.934,3835.2383,1111.6632,0,0,0,389.08212,0,2000.9939,205015.03,0,0,0,0,0,0,93379.711,0,35840.023,0,0,0,0,2000.9939,13339.959,0,0,4446.6528,0,0,0,0,0,0,0,0,0,0,1556.3285,0,0,8003.9756,0,51253.758,0,0,0,0,0,0,23344.928,0,8960.0059,0,0,0,0,500.24847,3334.9897,0,0,1111.6632,0,0,0,0,0,0,0,0,0,0,389.08212,0,0,2000.9939,0
2,0602-001,105103880054,602,10510388,North,Rural,Mzimba,North - Rural,693.539,924.76819,6,4.400000065565109,8,2013,PANEL B,Panel B - 2 Visits,89.955299,878037.44,146339.58,85852,53262,0,0,568797.06,69367.789,80840.148,36462.555,32411.176,0,2910.6062,9337.9717,3806.6216,4468.8862,32949.699,36684.887,94799.508,11561.298,13473.358,6077.0923,5401.8628,0,485.10104,1556.3286,634.43695,744.81439,5491.6167,6114.1479,560704.19,8092.9082,69367.789,0,56828.227,24011.926,0,13339.959,0,23122.596,2587.6833,1111.6632,0,0,8701.8906,20009.938,0,0,0,2910.6062,0,0,0,9337.9717,3806.6216,0,0,0,0,4468.8862,32949.699,0,36684.887,0,93450.695,1348.818,11561.298,0,9471.3711,4001.9875,0,2223.3264,0,3853.7659,431.28055,185.27721,0,0,1450.3151,3334.9895,0,0,0,485.10104,0,0,0,1556.3286,634.43695,0,0,0,0,744.81439,5491.6167,0,6114.1479,0
