occ,y2_hhid,qx_type,interview_status,ag_a1_start,ag_a1_end,ag_a2_start,ag_a2_end,ag_b_start,ag_b_end,ag_b_start_day,ag_b_start_month,ag_b_start_hour,ag_b_start_minute,ag_b_end_hour,ag_b_end_minute,ag_b_respondent,ag_b1_start,ag_b1_end,ag_b1_start_day,ag_b1_start_month,ag_b1_start_hour,ag_b1_start_minute,ag_b1_end_hour,ag_b1_end_minute,ag_b1_respondent,ag_c_start,ag_c_end,ag_c_start_day,ag_c_start_month,ag_c_start_hour,ag_c_start_minute,ag_c_end_hour,ag_c_end_minute,ag_c_respondent,ag_d_start,ag_d_end,ag_d_start_day,ag_d_start_month,ag_d_start_hour,ag_d_start_minute,ag_d_end_hour,ag_d_end_minute,ag_d_respondent,ag_e_start,ag_e_end,ag_e_start_day,ag_e_start_month,ag_e_start_hour,ag_e_start_minute,ag_e_end_hour,ag_e_end_minute,ag_e_respondent,ag_f_start,ag_f_end,ag_f_start_day,ag_f_start_month,ag_f_start_hour,ag_f_start_minute,ag_f_end_hour,ag_f_end_minute,ag_f_respondent,ag_g_start,ag_g_end,ag_g_start_day,ag_g_start_month,ag_g_start_hour,ag_g_start_minute,ag_g_end_hour,ag_g_end_minute,ag_h_start,ag_h_end,ag_h_start_day,ag_h_start_month,ag_h_start_hour,ag_h_start_minute,ag_h_end_hour,ag_h_end_minute,ag_h_respondent,ag_r_start,ag_r_end,ag_r_start_day,ag_r_start_month,ag_r_start_hour,ag_r_start_minute,ag_r_end_hour,ag_r_end_minute,ag_s_start,ag_s_end,ag_s_start_day,ag_s_start_month,ag_s_start_hour,ag_s_start_minute,ag_s_end_hour,ag_s_end_minute,ag_s_respondent,ag_i_start,ag_i_end,ag_i_start_day,ag_i_start_month,ag_i_start_hour,ag_i_start_minute,ag_i_end_hour,ag_i_end_minute,ag_i1_start,ag_i1_end,ag_i1_start_day,ag_i1_start_month,ag_i1_start_hour,ag_i1_start_minute,ag_i1_end_hour,ag_i1_end_minute,ag_i1_respondent,ag_j_start,ag_j_end,ag_j_start_day,ag_j_start_month,ag_j_start_hour,ag_j_start_minute,ag_j_end_hour,ag_j_end_minute,ag_j_respondent,ag_k_start,ag_k_end,ag_k_start_day,ag_k_start_month,ag_k_start_hour,ag_k_start_minute,ag_k_end_hour,ag_k_end_minute,ag_k_respondent,ag_l_start,ag_l_end,ag_l_start_day,ag_l_start_month,ag_l_start_hour,ag_l_start_minute,ag_l_end_hour,ag_l_end_minute,ag_l_respondent,ag_m_start,ag_m_end,ag_m_start_day,ag_m_start_month,ag_m_start_hour,ag_m_start_minute,ag_m_end_hour,ag_m_end_minute,ag_m_respondent,ag_n_start,ag_n_end,ag_n_start_day,ag_n_start_month,ag_n_start_hour,ag_n_start_minute,ag_n_end_hour,ag_n_end_minute,ag_n_respondent,ag_o1_start,ag_o1_end,ag_o1_start_day,ag_o1_start_month,ag_o1_start_hour,ag_o1_start_minute,ag_o1_end_hour,ag_o1_end_minute,ag_o11_start,ag_o11_end,ag_o11_start_day,ag_o11_start_month,ag_o11_start_hour,ag_o11_start_minute,ag_o11_end_hour,ag_o11_end_minute,ag_o11_respondent,ag_o2_start,ag_o2_end,ag_o2_start_day,ag_o2_start_month,ag_o2_start_hour,ag_o2_start_minute,ag_o2_end_hour,ag_o2_end_minute,ag_o2_respondent,ag_p_start,ag_p_end,ag_p_start_day,ag_p_start_month,ag_p_start_hour,ag_p_start_minute,ag_p_end_hour,ag_p_end_minute,ag_p_respondent,ag_q_start,ag_q_end,ag_q_start_day,ag_q_start_month,ag_q_start_hour,ag_q_start_minute,ag_q_end_hour,ag_q_end_minute,ag_t_start,ag_t_end,ag_t_start_day,ag_t_start_month,ag_t_start_hour,ag_t_start_minute,ag_t_end_hour,ag_t_end_minute,ag_t_respondent,ag_u1_start,ag_u1_end,ag_u1_start_day,ag_u1_start_month,ag_u1_start_hour,ag_u1_start_minute,ag_u1_manager,ag_u1_manager_a,ag_u1_end_hour,ag_u1_end_minute,ag_u2_start,ag_u2_end,ag_u2_start_day,ag_u2_start_month,ag_u2_start_hour,ag_u2_start_minute,ag_u2_manager_a,ag_u2_end_hour,ag_u2_end_minute,ag_u3_start,ag_u3_end,ag_u3_start_day,ag_u3_start_month,ag_u3_start_hour,ag_u3_start_minute,ag_u3_manager_a,ag_u3_end_hour,ag_u3_end_minute,ag_u4_start,ag_u4_end,ag_u4_start_day,ag_u4_start_month,ag_u4_start_hour,ag_u4_start_minute,ag_u4_manager_a,ag_u4_end_hour,ag_u4_end_minute,ag_nr_start,ag_nr_end
1,1931-001,PANEL A,Panel A - 2 Visits,10/05/13 18:48:34,10/05/13 18:50:01,,14/08/13 20:04:14,10/05/13 18:50:01,14/08/13 20:04:16,1,MAY,10,21,10,29,2,10/05/13 18:53:03,14/08/13 20:04:16,1,MAY,10,29,10,33,2,10/05/13 18:54:31,14/08/13 20:04:16,1,MAY,10,33,10,34,2,10/05/13 18:56:01,14/08/13 20:04:16,1,MAY,10,35,10,48,2,10/05/13 18:59:40,14/08/13 20:04:16,1,MAY,10,48,11,0,2,10/05/13 19:00:45,14/08/13 20:04:17,1,MAY,11,1,11,1,2,10/05/13 19:01:33,14/08/13 20:04:17,1,MAY,11,2,11,2,10/05/13 19:02:34,14/08/13 20:04:17,1,MAY,11,2,10,4,2,10/05/13 19:03:31,14/08/13 20:04:17,1,MAY,10,4,11,9,10/05/13 19:05:39,14/08/13 20:04:24,1,MAY,11,10,11,12,2,14/08/13 20:06:21,14/08/13 20:07:11,7,AUGUST,12,4,12,5,14/08/13 20:07:11,14/08/13 20:08:02,7,AUGUST,12,6,12,6,2,14/08/13 20:08:02,14/08/13 20:09:21,7,AUGUST,12,6,12,7,2,14/08/13 20:09:21,14/08/13 20:15:49,7,AUGUST,12,7,12,9,2,14/08/13 20:15:49,14/08/13 20:16:12,7,AUGUST,12,9,12,9,2,14/08/13 20:16:12,14/08/13 20:16:37,7,AUGUST,12,9,12,9,,,,,,,,,,,,,,,,,,,14/08/13 20:16:37,,,,,,,,,14/08/13 20:17:04,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 20:17:05,14/08/13 20:17:55,7,AUGUST,12,10,12,13,2,14/08/13 20:17:55,14/08/13 20:19:41,7,AUGUST,12,13,2,2,12,18,14/08/13 20:19:41,14/08/13 20:20:22,7,AUGUST,12,18,2,12,25,14/08/13 20:20:22,,,,,,,,,,,,,,,,,,10/05/13 19:06:34,10/05/13 19:07:49
1,1932-001,PANEL B,Panel B - 2 Visits,,,,,,,24,JUNE,8,14,8,19,2,,,24,JUNE,8,19,8,20,2,,,24,JUNE,8,20,8,21,2,,,24,JUNE,8,21,8,28,2,,,24,JUNE,8,28,8,33,2,,,24,JUNE,8,33,8,33,2,,,24,JUNE,8,33,8,35,,,24,JUNE,8,35,8,37,2,,,24,JUNE,8,37,8,39,,,24,JUNE,8,39,8,39,2,,,27,SEPTEMBER,9,56,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,SEPTEMBER,10,5,10,5,2,,,27,SEPTEMBER,10,6,10,8,2,,,27,SEPTEMBER,11,8,10,10,2,,,27,SEPTEMBER,10,10,10,12,,,27,SEPTEMBER,10,12,10,17,2,,,27,SEPTEMBER,10,17,1,1,10,27,,,27,SEPTEMBER,10,27,1,10,33,,,,,,,,,,,,,,,,,,,,
1,1933-001,PANEL A,Panel A - 2 Visits,08/05/13 21:51:41,08/05/13 21:57:51,,15/08/13 00:57:26,08/05/13 21:57:51,15/08/13 00:57:26,1,MAY,9,3,9,8,1,08/05/13 22:00:19,15/08/13 00:57:26,1,MAY,9,8,9,10,1,08/05/13 22:03:19,15/08/13 00:57:26,1,MAY,9,11,9,12,1,08/05/13 22:06:53,15/08/13 00:57:26,1,MAY,9,13,9,20,1,08/05/13 22:13:29,15/08/13 00:57:26,1,MAY,9,20,9,22,1,08/05/13 22:14:26,15/08/13 00:57:26,1,MAY,9,22,9,22,1,08/05/13 22:14:51,15/08/13 00:57:26,1,MAY,9,22,9,25,08/05/13 22:16:14,15/08/13 00:57:26,1,MAY,9,25,9,28,1,08/05/13 22:17:16,15/08/13 00:57:53,1,MAY,9,28,9,29,,15/08/13 00:57:53,1,MAY,9,29,9,30,1,15/08/13 00:59:44,15/08/13 01:00:19,7,AUGUST,8,10,8,16,15/08/13 01:00:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 01:00:20,,,,,,,,,15/08/13 01:00:26,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 01:00:27,15/08/13 01:01:05,7,AUGUST,8,17,8,20,1,15/08/13 01:01:05,15/08/13 01:05:46,7,AUGUST,8,20,1,1,8,30,15/08/13 01:05:46,15/08/13 01:06:23,7,AUGUST,8,30,1,8,36,15/08/13 01:06:23,,,,,,,,,,,,,,,,,,08/05/13 22:17:56,08/05/13 22:18:23
1,1933-004,PANEL A,Panel A - 2 Visits,21/01/14 13:44:06,21/01/14 13:46:41,,21/01/14 14:31:37,21/01/14 13:46:41,21/01/14 13:48:29,24,MAY,12,25,12,27,1,21/01/14 13:48:29,21/01/14 13:50:00,24,MAY,12,27,12,28,1,21/01/14 13:50:00,21/01/14 13:51:01,24,MAY,12,28,12,29,1,21/01/14 13:51:01,21/01/14 13:53:46,24,MAY,12,30,12,32,1,21/01/14 13:53:46,21/01/14 13:59:42,24,MAY,12,33,12,40,1,21/01/14 13:59:42,21/01/14 14:04:13,24,MAY,12,40,12,42,1,21/01/14 14:04:13,21/01/14 14:08:48,24,MAY,12,42,12,48,21/01/14 14:08:48,21/01/14 14:13:26,24,MAY,12,48,12,52,1,21/01/14 14:13:26,21/01/14 14:15:09,24,MAY,12,53,12,59,21/01/14 14:15:09,21/01/14 14:15:24,24,MAY,12,59,13,0,1,21/01/14 14:36:14,21/01/14 14:38:49,29,AUGUST,10,20,10,28,21/01/14 14:38:49,21/01/14 14:39:50,29,AUGUST,10,28,10,30,2,21/01/14 14:39:50,21/01/14 14:40:52,29,AUGUST,10,30,10,33,2,21/01/14 14:40:52,21/01/14 14:42:58,29,AUGUST,10,33,10,37,2,21/01/14 14:42:58,21/01/14 14:43:22,29,AUGUST,10,37,10,37,2,21/01/14 14:43:22,21/01/14 14:43:55,29,AUGUST,10,37,10,42,2,21/01/14 14:43:56,21/01/14 14:44:23,29,AUGUST,10,42,10,48,2,21/01/14 14:44:23,21/01/14 14:44:58,29,AUGUST,10,48,10,55,21/01/14 14:44:58,,,,,,,,,21/01/14 14:45:02,,,,,,,,,,,,,,,,,,,,,,,,,,21/01/14 14:45:03,21/01/14 14:45:45,29,AUGUST,10,58,11,4,2,21/01/14 14:45:45,21/01/14 14:47:13,29,AUGUST,11,4,1,1,11,9,21/01/14 14:47:13,21/01/14 14:47:37,29,AUGUST,11,9,1,11,15,21/01/14 14:47:37,,,,,,,,,,,,,,,,,,21/01/14 14:15:25,21/01/14 14:16:27
1,1934-001,PANEL B,Panel B - 2 Visits,26/06/13 23:23:13,26/06/13 23:26:52,,30/09/13 20:41:39,26/06/13 23:26:52,30/09/13 20:41:39,24,JUNE,14,6,14,11,1,26/06/13 23:29:15,30/09/13 20:41:39,24,JUNE,14,11,14,12,1,26/06/13 23:30:32,30/09/13 20:41:39,24,JUNE,14,12,14,13,1,26/06/13 23:31:39,30/09/13 20:41:39,24,JUNE,14,13,14,17,1,26/06/13 23:33:48,30/09/13 20:41:40,24,JUNE,14,17,14,18,1,26/06/13 23:34:30,30/09/13 20:41:40,24,JUNE,14,18,14,18,1,26/06/13 23:34:59,30/09/13 20:41:40,24,JUNE,14,18,14,21,26/06/13 23:39:38,30/09/13 20:41:40,24,JUNE,14,21,14,22,1,26/06/13 23:41:20,30/09/13 20:41:40,24,JUNE,14,22,14,27,26/06/13 23:43:24,30/09/13 20:41:40,24,JUNE,14,27,14,28,1,30/09/13 20:45:35,30/09/13 20:49:12,27,SEPTEMBER,10,40,10,46,30/09/13 20:49:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/09/13 20:49:24,,,,,,,,,30/09/13 20:49:25,30/09/13 20:50:49,27,SEPTEMBER,10,48,10,49,1,30/09/13 20:50:49,30/09/13 20:53:49,27,SEPTEMBER,10,48,10,54,1,30/09/13 20:53:49,30/09/13 20:54:52,27,SEPTEMBER,10,54,10,57,30/09/13 20:54:52,30/09/13 20:55:16,27,SEPTEMBER,10,57,11,0,1,30/09/13 20:55:16,30/09/13 20:56:33,27,SEPTEMBER,11,0,1,1,11,6,30/09/13 20:56:33,30/09/13 20:56:58,27,SEPTEMBER,11,6,1,11,11,30/09/13 20:56:58,,,,,,,,,,,,,,,,,,26/06/13 23:43:52,26/06/13 23:44:06
1,1935-001,PANEL A,Panel A - 2 Visits,11/05/13 00:20:25,11/05/13 00:23:54,,14/08/13 18:46:23,11/05/13 00:23:54,14/08/13 18:46:23,29,APRIL,13,6,13,11,2,11/05/13 00:27:35,14/08/13 18:46:23,29,APRIL,13,4,13,13,2,11/05/13 00:29:04,14/08/13 18:46:23,29,APRIL,13,15,13,13,2,11/05/13 00:30:51,14/08/13 18:46:23,29,APRIL,13,14,13,23,2,11/05/13 00:35:05,14/08/13 18:46:24,29,APRIL,13,23,13,28,1,11/05/13 00:39:18,14/08/13 18:46:24,29,APRIL,13,28,13,32,2,11/05/13 00:43:27,14/08/13 18:46:24,29,APRIL,13,33,13,33,11/05/13 00:44:26,14/08/13 18:46:24,29,APRIL,13,33,13,34,2,11/05/13 00:45:10,14/08/13 18:46:24,29,APRIL,13,35,13,39,11/05/13 00:47:51,14/08/13 18:46:24,29,APRIL,13,39,13,39,2,14/08/13 18:48:40,14/08/13 18:49:22,7,AUGUST,7,49,7,51,14/08/13 18:49:22,14/08/13 18:50:14,7,AUGUST,7,51,7,54,1,14/08/13 18:50:14,14/08/13 18:51:16,7,AUGUST,7,55,7,56,1,14/08/13 18:51:16,14/08/13 18:54:22,7,AUGUST,7,59,8,7,1,14/08/13 18:54:22,14/08/13 18:54:48,7,AUGUST,8,7,8,8,1,14/08/13 18:54:48,14/08/13 18:56:06,7,AUGUST,8,8,8,11,1,14/08/13 18:56:06,14/08/13 18:56:44,7,AUGUST,8,12,8,15,1,14/08/13 18:56:44,14/08/13 18:57:30,7,AUGUST,8,16,8,18,14/08/13 18:57:30,14/08/13 18:58:15,7,AUGUST,8,18,8,19,1,14/08/13 18:58:15,14/08/13 19:02:34,7,AUGUST,8,19,8,35,1,14/08/13 19:02:34,14/08/13 19:05:04,7,AUGUST,8,26,8,28,1,14/08/13 19:05:04,14/08/13 19:06:36,7,AUGUST,8,31,8,33,14/08/13 19:06:36,14/08/13 19:07:26,7,AUGUST,8,34,8,34,1,14/08/13 19:07:26,14/08/13 19:08:41,7,AUGUST,8,34,1,1,8,45,14/08/13 19:08:41,14/08/13 19:09:28,7,AUGUST,8,45,1,8,52,14/08/13 19:09:28,,,,,,,,,,,,,,,,,,11/05/13 00:48:18,11/05/13 00:49:20
1,1937-001,PANEL A,Panel A - 2 Visits,10/05/13 12:15:32,10/05/13 12:18:41,,15/08/13 01:36:29,10/05/13 12:18:41,15/08/13 01:36:29,29,APRIL,11,1,11,9,2,10/05/13 17:17:22,15/08/13 01:36:29,29,APRIL,11,9,11,11,2,10/05/13 17:27:09,15/08/13 01:36:30,29,APRIL,11,11,11,12,2,10/05/13 17:28:52,15/08/13 01:36:30,29,APRIL,11,12,11,24,2,10/05/13 17:32:32,15/08/13 01:36:30,29,APRIL,11,24,11,36,2,10/05/13 17:39:09,15/08/13 01:36:49,29,APRIL,11,36,11,38,2,10/05/13 17:44:45,15/08/13 01:36:49,29,APRIL,11,38,11,41,10/05/13 17:46:10,15/08/13 01:36:49,29,APRIL,11,41,11,43,2,10/05/13 17:47:19,15/08/13 01:36:49,29,APRIL,11,44,11,49,10/05/13 17:50:14,15/08/13 01:36:49,29,APRIL,11,50,11,52,2,15/08/13 01:38:36,15/08/13 01:40:22,7,AUGUST,10,22,10,29,15/08/13 01:40:22,15/08/13 01:41:39,7,AUGUST,10,29,10,34,2,15/08/13 01:41:39,15/08/13 01:42:54,7,AUGUST,10,34,10,38,2,15/08/13 01:42:54,15/08/13 01:45:10,7,AUGUST,10,38,10,46,2,15/08/13 01:45:10,15/08/13 01:45:40,7,AUGUST,10,46,10,47,2,15/08/13 01:45:40,15/08/13 01:46:28,7,AUGUST,10,47,10,50,2,15/08/13 01:46:28,15/08/13 01:47:01,7,AUGUST,10,50,10,53,2,15/08/13 01:47:01,15/08/13 01:47:54,7,AUGUST,10,53,10,58,15/08/13 01:47:54,,,,,,,,,15/08/13 01:47:59,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 01:48:00,15/08/13 01:48:53,7,AUGUST,10,59,11,4,2,15/08/13 01:48:53,15/08/13 01:50:18,7,AUGUST,11,4,1,2,11,8,15/08/13 01:50:18,15/08/13 01:51:00,7,AUGUST,11,8,2,11,15,15/08/13 01:51:00,,,,,,,,,,,,,,,,,,10/05/13 17:51:02,10/05/13 17:51:27
1,1937-003,PANEL A,Panel A - 2 Visits,10/05/13 09:48:41,10/05/13 09:55:13,,15/08/13 00:09:36,10/05/13 09:55:13,15/08/13 00:09:36,30,APRIL,8,53,8,56,1,10/05/13 09:58:48,15/08/13 00:09:36,30,APRIL,8,56,8,57,1,10/05/13 10:01:01,15/08/13 00:09:36,30,APRIL,8,57,8,58,1,10/05/13 10:04:56,15/08/13 00:09:36,30,APRIL,8,58,9,3,1,10/05/13 10:11:49,15/08/13 00:09:37,30,APRIL,9,3,19,5,1,10/05/13 10:13:27,15/08/13 00:09:37,30,APRIL,9,5,9,5,1,10/05/13 10:14:03,15/08/13 00:09:37,30,APRIL,9,5,9,6,10/05/13 10:15:13,15/08/13 00:09:37,30,APRIL,9,6,9,9,1,10/05/13 10:16:12,15/08/13 00:09:37,30,APRIL,9,9,9,12,10/05/13 10:18:08,15/08/13 00:09:37,30,APRIL,9,12,9,12,1,15/08/13 00:12:04,15/08/13 00:12:56,7,AUGUST,13,24,13,30,15/08/13 00:12:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 00:12:59,,,,,,,,,15/08/13 00:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 00:13:01,15/08/13 00:13:53,7,AUGUST,13,32,13,38,1,15/08/13 00:13:53,15/08/13 00:16:24,7,AUGUST,13,38,1,1,13,46,15/08/13 00:16:24,15/08/13 00:17:17,7,AUGUST,13,46,1,13,57,15/08/13 00:17:17,,,,,,,,,,,,,,,,,,10/05/13 10:18:33,10/05/13 10:19:02
1,1937-007,PANEL A,Panel A - 2 Visits,10/05/13 02:54:08,10/05/13 02:56:38,,15/08/13 00:40:10,10/05/13 02:56:38,15/08/13 00:40:10,29,APRIL,13,58,14,0,2,10/05/13 02:57:05,15/08/13 00:40:10,29,APRIL,14,0,14,1,2,10/05/13 02:58:45,15/08/13 00:40:10,29,APRIL,14,1,14,2,2,10/05/13 03:00:57,15/08/13 00:40:10,29,APRIL,14,2,14,9,2,10/05/13 03:04:03,15/08/13 00:40:10,29,APRIL,14,9,14,11,2,10/05/13 03:05:13,15/08/13 00:40:31,29,APRIL,14,11,14,19,2,10/05/13 03:07:09,15/08/13 00:40:31,29,APRIL,14,19,14,22,10/05/13 03:08:15,15/08/13 00:40:32,29,APRIL,14,22,14,31,2,10/05/13 03:09:10,15/08/13 00:40:33,29,APRIL,14,32,14,32,,15/08/13 00:40:33,,,,,,,,15/08/13 00:41:49,15/08/13 00:42:20,7,AUGUST,12,7,12,10,15/08/13 00:42:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 00:42:22,,,,,,,,,15/08/13 00:42:22,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/13 00:42:23,15/08/13 00:43:07,7,AUGUST,12,12,12,19,2,15/08/13 00:43:07,15/08/13 00:44:28,7,AUGUST,12,19,2,1,12,27,15/08/13 00:44:28,15/08/13 00:45:02,7,AUGUST,12,27,1,12,38,15/08/13 00:45:02,,,,,,,,,,,,,,,,,,10/05/13 03:09:35,10/05/13 03:10:04
1,1938-001,PANEL B,Panel B - 2 Visits,01/07/13 03:48:33,01/07/13 03:49:48,,10/10/13 05:23:02,01/07/13 03:49:48,10/10/13 05:23:03,28,JUNE,9,25,9,29,1,01/07/13 03:55:42,10/10/13 05:23:03,28,JUNE,9,29,9,29,1,01/07/13 03:56:37,10/10/13 05:23:04,28,JUNE,9,29,9,30,1,01/07/13 03:57:46,10/10/13 05:23:04,28,JUNE,9,30,9,34,1,01/07/13 03:59:54,10/10/13 05:23:04,28,JUNE,9,34,9,35,1,01/07/13 04:00:41,10/10/13 05:23:04,28,JUNE,9,35,9,37,1,01/07/13 04:01:29,10/10/13 05:23:04,28,JUNE,9,37,9,38,01/07/13 04:02:37,10/10/13 05:23:04,28,JUNE,9,38,9,40,1,01/07/13 04:03:47,10/10/13 05:23:05,28,JUNE,9,40,9,40,,10/10/13 05:23:06,,,,,,,,10/10/13 05:25:09,10/10/13 05:26:48,1,OCTOBER,10,9,10,14,10/10/13 05:26:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/10/13 05:26:59,,,,,,,,,10/10/13 05:27:00,,,,,,,,,,,,,,,,,,,,,,,,,,10/10/13 05:27:00,10/10/13 05:27:31,1,OCTOBER,10,15,10,18,2,10/10/13 05:27:31,10/10/13 05:28:59,1,OCTOBER,10,18,1,1,10,28,10/10/13 05:28:59,10/10/13 05:29:31,1,OCTOBER,10,28,1,10,34,10/10/13 05:29:31,,,,,,,,,,,,,,,,,,01/07/13 04:04:17,01/07/13 04:04:25
1,1938-002,PANEL B,Panel B - 2 Visits,01/07/13 06:27:13,01/07/13 06:28:39,,13/10/13 04:49:42,01/07/13 06:28:39,13/10/13 04:49:42,28,JUNE,8,45,8,48,2,01/07/13 06:31:34,13/10/13 04:49:42,28,JUNE,8,48,8,50,2,01/07/13 06:32:47,13/10/13 04:49:42,28,JUNE,8,50,8,51,2,01/07/13 06:33:51,13/10/13 04:49:42,28,JUNE,8,51,8,54,2,01/07/13 06:35:46,13/10/13 04:49:43,28,JUNE,8,54,8,56,2,01/07/13 06:36:37,13/10/13 04:49:43,28,JUNE,8,56,8,57,2,01/07/13 06:37:12,13/10/13 04:49:43,28,JUNE,8,57,8,59,01/07/13 06:39:00,13/10/13 04:49:43,28,JUNE,9,0,9,5,2,01/07/13 06:41:37,13/10/13 04:49:59,28,JUNE,9,5,9,5,,13/10/13 04:49:59,,,,,,,,13/10/13 04:51:21,13/10/13 04:53:42,1,OCTOBER,10,19,10,24,13/10/13 04:53:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/13 04:53:44,,,,,,,,,13/10/13 04:53:44,,,,,,,,,,,,,,,,,,,,,,,,,,13/10/13 04:53:45,13/10/13 04:54:08,1,OCTOBER,10,24,10,27,2,13/10/13 04:54:08,13/10/13 04:55:27,1,OCTOBER,10,27,2,1,10,35,13/10/13 04:55:28,13/10/13 04:56:02,1,OCTOBER,10,35,1,10,40,13/10/13 04:56:02,13/10/13 04:57:12,1,OCTOBER,10,40,2,10,47,13/10/13 04:57:12,13/10/13 04:57:41,1,OCTOBER,10,47,2,10,50,01/07/13 06:42:02,01/07/13 06:42:04
1,1939-002,PANEL A,Panel A - 2 Visits,09/05/13 21:22:57,09/05/13 21:27:52,,14/08/13 22:03:24,09/05/13 21:27:52,14/08/13 22:03:24,1,MAY,8,44,8,50,1,09/05/13 21:30:51,14/08/13 22:03:24,1,MAY,8,50,8,52,1,09/05/13 21:32:19,14/08/13 22:03:24,1,MAY,8,53,8,51,1,09/05/13 21:37:34,14/08/13 22:03:38,1,MAY,8,54,9,1,1,09/05/13 21:40:17,14/08/13 22:03:38,1,MAY,9,1,9,3,1,09/05/13 21:42:16,14/08/13 22:03:38,1,MAY,9,3,9,4,1,09/05/13 21:42:50,14/08/13 22:03:40,1,MAY,9,4,9,6,09/05/13 21:48:47,14/08/13 22:03:40,1,MAY,9,6,9,9,1,09/05/13 21:50:40,14/08/13 22:03:41,1,MAY,9,10,9,10,,14/08/13 22:03:41,,,,,,,,14/08/13 22:05:30,14/08/13 22:06:46,7,AUGUST,11,13,11,18,14/08/13 22:06:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 22:06:48,,,,,,,,,14/08/13 22:07:05,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 22:07:05,14/08/13 22:07:54,7,AUGUST,11,20,11,25,1,14/08/13 22:07:54,14/08/13 22:09:06,7,AUGUST,11,26,1,1,11,40,14/08/13 22:09:06,14/08/13 22:09:52,7,AUGUST,11,41,1,11,56,14/08/13 22:09:52,,,,,,,,,,,,,,,,,,09/05/13 21:51:12,09/05/13 21:52:10
1,1941-001,PANEL A,Panel A - 2 Visits,10/05/13 04:18:59,10/05/13 04:24:40,,14/08/13 04:37:36,10/05/13 04:24:40,14/08/13 04:37:36,30,APRIL,7,54,7,55,1,10/05/13 04:27:03,14/08/13 04:37:36,30,APRIL,7,56,7,57,1,10/05/13 04:28:55,14/08/13 04:37:36,30,APRIL,7,52,7,57,1,10/05/13 04:30:57,14/08/13 04:37:36,30,APRIL,7,57,8,4,1,10/05/13 04:57:15,14/08/13 04:37:36,30,APRIL,8,4,8,5,1,10/05/13 04:58:13,14/08/13 04:37:37,30,APRIL,8,5,8,9,1,10/05/13 05:00:04,14/08/13 04:37:37,30,APRIL,8,9,8,10,10/05/13 05:01:44,14/08/13 04:37:37,30,APRIL,8,10,8,12,1,10/05/13 05:02:47,14/08/13 04:38:18,30,APRIL,8,12,8,12,,14/08/13 04:38:18,,,,,,,,14/08/13 04:43:36,14/08/13 04:44:28,7,AUGUST,9,7,9,8,14/08/13 04:44:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/13 04:44:31,,,,,,,,,14/08/13 04:44:44,14/08/13 04:45:44,7,AUGUST,9,11,9,12,1,14/08/13 04:45:44,14/08/13 04:46:45,7,AUGUST,9,12,9,14,1,14/08/13 04:46:45,14/08/13 04:47:36,7,AUGUST,9,15,9,16,14/08/13 04:47:36,14/08/13 04:48:35,7,AUGUST,9,16,9,17,2,14/08/13 04:48:35,14/08/13 04:50:22,7,AUGUST,9,17,1,1,9,27,14/08/13 04:50:22,14/08/13 04:51:12,7,AUGUST,9,27,1,9,39,14/08/13 04:51:12,,,,,,,,,,,,,,,,,,10/05/13 05:03:08,10/05/13 05:03:39
