HHID,case_id,qx_type,visit,ea_id,hh_p0a,hh_p0a_os,hh_p01,hh_p02,hh_p03a,hh_p03b,hh_p03c,hh_p04a,hh_p04b
475,105022680273,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
475,105022680273,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
475,105022680273,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
475,105022680273,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
475,105022680273,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
475,105022680273,Panel A,1,10502268,Inheritance,,No,,,,,,
475,105022680273,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
475,105022680273,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
471,105022680301,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
471,105022680301,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
471,105022680301,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
471,105022680301,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
471,105022680301,Panel A,1,10502268,Pension Income,,No,,,,,,
471,105022680301,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
471,105022680301,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
471,105022680301,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
471,105022680301,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
471,105022680301,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
471,105022680301,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
471,105022680301,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
471,105022680301,Panel A,1,10502268,Inheritance,,No,,,,,,
471,105022680301,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
471,105022680301,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
459,105022680323,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
459,105022680323,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
459,105022680323,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
459,105022680323,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
459,105022680323,Panel A,1,10502268,Pension Income,,No,,,,,,
459,105022680323,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
459,105022680323,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
459,105022680323,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
459,105022680323,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
459,105022680323,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
459,105022680323,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
459,105022680323,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
459,105022680323,Panel A,1,10502268,Inheritance,,No,,,,,,
459,105022680323,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
459,105022680323,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
465,105022680324,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
465,105022680324,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
465,105022680324,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
465,105022680324,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
465,105022680324,Panel A,1,10502268,Pension Income,,No,,,,,,
465,105022680324,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
465,105022680324,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
465,105022680324,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
465,105022680324,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
465,105022680324,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
465,105022680324,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
465,105022680324,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
465,105022680324,Panel A,1,10502268,Inheritance,,No,,,,,,
465,105022680324,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
465,105022680324,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
453,105022680337,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
453,105022680337,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
453,105022680337,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
453,105022680337,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
453,105022680337,Panel A,1,10502268,Pension Income,,No,,,,,,
453,105022680337,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
453,105022680337,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
453,105022680337,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
453,105022680337,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
453,105022680337,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
453,105022680337,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
453,105022680337,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
453,105022680337,Panel A,1,10502268,Inheritance,,No,,,,,,
453,105022680337,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
453,105022680337,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
455,105022680350,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
455,105022680350,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
455,105022680350,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
455,105022680350,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
455,105022680350,Panel A,1,10502268,Pension Income,,No,,,,,,
455,105022680350,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
455,105022680350,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
455,105022680350,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
455,105022680350,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
455,105022680350,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
455,105022680350,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
455,105022680350,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
455,105022680350,Panel A,1,10502268,Inheritance,,No,,,,,,
455,105022680350,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
455,105022680350,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
451,105022680375,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
451,105022680375,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
451,105022680375,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
451,105022680375,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
451,105022680375,Panel A,1,10502268,Pension Income,,No,,,,,,
451,105022680375,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
451,105022680375,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
451,105022680375,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
451,105022680375,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
451,105022680375,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
451,105022680375,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
451,105022680375,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
451,105022680375,Panel A,1,10502268,Inheritance,,No,,,,,,
451,105022680375,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
451,105022680375,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
479,105022680376,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
479,105022680376,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,Yes,,1500,0,0,1,2
479,105022680376,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
479,105022680376,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
479,105022680376,Panel A,1,10502268,Pension Income,,No,,,,,,
479,105022680376,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
479,105022680376,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
479,105022680376,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
479,105022680376,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
479,105022680376,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
479,105022680376,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
479,105022680376,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
479,105022680376,Panel A,1,10502268,Inheritance,,No,,,,,,
479,105022680376,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
479,105022680376,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
467,105022680391,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,Yes,,0,500,0,1,
467,105022680391,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
467,105022680391,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
467,105022680391,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
467,105022680391,Panel A,1,10502268,Pension Income,,No,,,,,,
467,105022680391,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
467,105022680391,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
467,105022680391,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
467,105022680391,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
467,105022680391,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
467,105022680391,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
467,105022680391,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
467,105022680391,Panel A,1,10502268,Inheritance,,No,,,,,,
467,105022680391,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
467,105022680391,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
461,105022680406,Panel A,1,10502268,Cash Transfers/Gifts from individuals,,No,,,,,,
461,105022680406,Panel A,1,10502268,Food Transfers/Gifts from Individuals,,No,,,,,,
461,105022680406,Panel A,1,10502268,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
461,105022680406,Panel A,1,10502268,"Savings, Interest or Other Investment Income",,No,,,,,,
461,105022680406,Panel A,1,10502268,Pension Income,,No,,,,,,
461,105022680406,Panel A,1,10502268,Income from Non-Agricultural Land Rental,,No,,,,,,
461,105022680406,Panel A,1,10502268,"Income form Apartment, House Rental",,No,,,,,,
461,105022680406,Panel A,1,10502268,"Income from Sho, Store Rental",,No,,,,,,
461,105022680406,Panel A,1,10502268,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
461,105022680406,Panel A,1,10502268,Income from Real Estate Sales,,No,,,,,,
461,105022680406,Panel A,1,10502268,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
461,105022680406,Panel A,1,10502268,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
461,105022680406,Panel A,1,10502268,Inheritance,,No,,,,,,
461,105022680406,Panel A,1,10502268,Lottery/Gambling Winnings,,No,,,,,,
461,105022680406,Panel A,1,10502268,Other Income (Specify),,No,,,,,,
450,105025930009,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,Yes,,0,12000,0,1,
450,105025930009,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,Yes,,3000,0,0,1,
450,105025930009,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,Yes,,0,400,0,1,
450,105025930009,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
450,105025930009,Panel B,2,10502593,Pension Income,,No,,,,,,
450,105025930009,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
450,105025930009,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
450,105025930009,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
450,105025930009,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
450,105025930009,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
450,105025930009,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
450,105025930009,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
450,105025930009,Panel B,2,10502593,Inheritance,,No,,,,,,
450,105025930009,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
450,105025930009,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
472,105025930015,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,Yes,,0,0,16000,1,
472,105025930015,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,No,,,,,,
472,105025930015,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
472,105025930015,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
472,105025930015,Panel B,2,10502593,Pension Income,,No,,,,,,
472,105025930015,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
472,105025930015,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
472,105025930015,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
472,105025930015,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
472,105025930015,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
472,105025930015,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
472,105025930015,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
472,105025930015,Panel B,2,10502593,Inheritance,,No,,,,,,
472,105025930015,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
472,105025930015,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
476,105025930020,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
476,105025930020,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,No,,,,,,
476,105025930020,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
476,105025930020,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
476,105025930020,Panel B,2,10502593,Pension Income,,No,,,,,,
476,105025930020,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
476,105025930020,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
476,105025930020,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
476,105025930020,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
476,105025930020,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
476,105025930020,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
476,105025930020,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
476,105025930020,Panel B,2,10502593,Inheritance,,No,,,,,,
476,105025930020,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
476,105025930020,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
456,105025930026,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,Yes,,0,2000,0,1,
456,105025930026,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,No,,,,,,
456,105025930026,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
456,105025930026,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
456,105025930026,Panel B,2,10502593,Pension Income,,No,,,,,,
456,105025930026,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
456,105025930026,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
456,105025930026,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
456,105025930026,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
456,105025930026,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
456,105025930026,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
456,105025930026,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
456,105025930026,Panel B,2,10502593,Inheritance,,No,,,,,,
456,105025930026,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
456,105025930026,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
446,105025930037,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
446,105025930037,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,No,,,,,,
446,105025930037,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
446,105025930037,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
446,105025930037,Panel B,2,10502593,Pension Income,,No,,,,,,
446,105025930037,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
446,105025930037,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
446,105025930037,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
446,105025930037,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
446,105025930037,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
446,105025930037,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
446,105025930037,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
446,105025930037,Panel B,2,10502593,Inheritance,,No,,,,,,
446,105025930037,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
446,105025930037,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
466,105025930042,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
466,105025930042,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,Yes,,600,0,0,1,2
466,105025930042,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
466,105025930042,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
466,105025930042,Panel B,2,10502593,Pension Income,,No,,,,,,
466,105025930042,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
466,105025930042,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
466,105025930042,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
466,105025930042,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
466,105025930042,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
466,105025930042,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
466,105025930042,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
466,105025930042,Panel B,2,10502593,Inheritance,,No,,,,,,
466,105025930042,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
466,105025930042,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
454,105025930047,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
454,105025930047,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,Yes,,600,0,0,1,
454,105025930047,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
454,105025930047,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
454,105025930047,Panel B,2,10502593,Pension Income,,No,,,,,,
454,105025930047,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
454,105025930047,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
454,105025930047,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
454,105025930047,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
454,105025930047,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
454,105025930047,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
454,105025930047,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
454,105025930047,Panel B,2,10502593,Inheritance,,No,,,,,,
454,105025930047,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
454,105025930047,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
448,105025930053,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,Yes,,1500,0,0,1,
448,105025930053,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,Yes,,1000,0,0,1,
448,105025930053,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
448,105025930053,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
448,105025930053,Panel B,2,10502593,Pension Income,,No,,,,,,
448,105025930053,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
448,105025930053,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
448,105025930053,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
448,105025930053,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
448,105025930053,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
448,105025930053,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
448,105025930053,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
448,105025930053,Panel B,2,10502593,Inheritance,,No,,,,,,
448,105025930053,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
448,105025930053,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
460,105025930064,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
460,105025930064,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,Yes,,1000,0,0,1,
460,105025930064,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
460,105025930064,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
460,105025930064,Panel B,2,10502593,Pension Income,,No,,,,,,
460,105025930064,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
460,105025930064,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
460,105025930064,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
460,105025930064,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
460,105025930064,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
460,105025930064,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
460,105025930064,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
460,105025930064,Panel B,2,10502593,Inheritance,,No,,,,,,
460,105025930064,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
460,105025930064,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
458,105025930069,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,Yes,,0,3000,0,1,
458,105025930069,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,Yes,,2500,0,0,1,2
458,105025930069,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,No,,,,,,
458,105025930069,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
458,105025930069,Panel B,2,10502593,Pension Income,,No,,,,,,
458,105025930069,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
458,105025930069,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
458,105025930069,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
458,105025930069,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
458,105025930069,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
458,105025930069,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
458,105025930069,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
458,105025930069,Panel B,2,10502593,Inheritance,,No,,,,,,
458,105025930069,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
458,105025930069,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
464,105025930075,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,Yes,,0,3000,0,1,2
464,105025930075,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,No,,,,,,
464,105025930075,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,Yes,,0,2000,0,1,2
464,105025930075,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
464,105025930075,Panel B,2,10502593,Pension Income,,No,,,,,,
464,105025930075,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
464,105025930075,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
464,105025930075,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
464,105025930075,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
464,105025930075,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
464,105025930075,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
464,105025930075,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
464,105025930075,Panel B,2,10502593,Inheritance,,No,,,,,,
464,105025930075,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
464,105025930075,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
474,105025930080,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
474,105025930080,Panel B,2,10502593,Food Transfers/Gifts from Individuals,,No,,,,,,
474,105025930080,Panel B,2,10502593,Non-Food In-Kind Transfers/Gifts form Individuals,,Yes,,0,3000,0,1,2
474,105025930080,Panel B,2,10502593,"Savings, Interest or Other Investment Income",,No,,,,,,
474,105025930080,Panel B,2,10502593,Pension Income,,No,,,,,,
474,105025930080,Panel B,2,10502593,Income from Non-Agricultural Land Rental,,No,,,,,,
474,105025930080,Panel B,2,10502593,"Income form Apartment, House Rental",,No,,,,,,
474,105025930080,Panel B,2,10502593,"Income from Sho, Store Rental",,No,,,,,,
474,105025930080,Panel B,2,10502593,"Income from Car, Truck, Other Vehicle Rental",,No,,,,,,
474,105025930080,Panel B,2,10502593,Income from Real Estate Sales,,No,,,,,,
474,105025930080,Panel B,2,10502593,Income from Household Non-Agricultural Asset Sales,,No,,,,,,
474,105025930080,Panel B,2,10502593,Income from Household Agricultural/Fishing Asset Sales,,No,,,,,,
474,105025930080,Panel B,2,10502593,Inheritance,,No,,,,,,
474,105025930080,Panel B,2,10502593,Lottery/Gambling Winnings,,No,,,,,,
474,105025930080,Panel B,2,10502593,Other Income (Specify),,No,,,,,,
462,105025930091,Panel B,2,10502593,Cash Transfers/Gifts from individuals,,No,,,,,,
