HHID,case_id,qx_type,visit,ea_id,hh_q0a,hh_q0b,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q03a,hh_q03b
273,103020100009,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
273,103020100009,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
287,103020100012,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
287,103020100012,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
287,103020100012,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
285,103020100016,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,400,0,0,1,2
285,103020100016,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
285,103020100016,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
265,103020100019,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,7
265,103020100019,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
265,103020100019,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
263,103020100028,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
263,103020100028,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
263,103020100028,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,5000,0,0,1,0
281,103020100034,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1500,,,1,2
281,103020100034,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,,,1,2
281,103020100034,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
269,103020100037,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,5000,0,0,1,2
269,103020100037,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
269,103020100037,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,500,0,0,1,2
279,103020100047,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,,,1,2
279,103020100047,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,,,1,2
279,103020100047,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
277,103020100054,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
277,103020100054,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,500,0,1,
277,103020100054,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
261,103020100056,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
261,103020100056,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,2
261,103020100056,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,700,0,0,1,
257,103020100076,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,2
257,103020100076,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
257,103020100076,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
267,103020100089,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
267,103020100089,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
267,103020100089,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
271,103020100105,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1600,0,0,1,
271,103020100105,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
271,103020100105,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
275,103020100106,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
275,103020100106,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
275,103020100106,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
259,103020100107,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
259,103020100107,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
259,103020100107,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
283,103020100112,Panel A,1,10302010,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
283,103020100112,Panel A,1,10302010,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
283,103020100112,Panel A,1,10302010,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
313,103040120012,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
313,103040120012,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
313,103040120012,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,550,0,0,1,2
309,103040120023,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
309,103040120023,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
309,103040120023,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
303,103040120049,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
303,103040120049,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
303,103040120049,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
319,103040120062,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
319,103040120062,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
319,103040120062,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
305,103040120074,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
305,103040120074,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
305,103040120074,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
291,103040120101,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,300,0,0,1,
291,103040120101,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,1500,0,1,
291,103040120101,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2000,0,0,1,
315,103040120105,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,,,8,
315,103040120105,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
315,103040120105,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
293,103040120125,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
293,103040120125,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
293,103040120125,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
295,103040120126,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
295,103040120126,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
295,103040120126,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
301,103040120129,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
301,103040120129,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
301,103040120129,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
297,103040120132,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
297,103040120132,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
297,103040120132,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,4500,0,0,1,2
317,103040120141,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,600,0,0,1,
317,103040120141,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,Yes,5000,0,0,1,
317,103040120141,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,700,0,0,1,
299,103040120148,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
299,103040120148,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
299,103040120148,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
307,103040120153,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,108000,0,0,1,2
307,103040120153,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
307,103040120153,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
311,103040120166,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,0,6000,0,1,2
311,103040120166,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,Yes,0,9600,0,2,1
311,103040120166,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,2300,0,0,1,2
289,103040120171,Panel A,1,10304012,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,9000,0,0,1,2
289,103040120171,Panel A,1,10304012,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2400,0,0,1,2
289,103040120171,Panel A,1,10304012,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,500,0,0,1,2
268,103054460016,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,0
268,103054460016,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,0
268,103054460016,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
266,103054460029,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
266,103054460029,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
266,103054460029,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
278,103054460042,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
278,103054460042,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
278,103054460042,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
262,103054460055,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
262,103054460055,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,2
262,103054460055,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
282,103054460081,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
282,103054460081,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
282,103054460081,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
274,103054460094,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,4000,2000,0,1,2
274,103054460094,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
274,103054460094,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
276,103054460107,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
276,103054460107,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
276,103054460107,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
286,103054460120,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
286,103054460120,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
286,103054460120,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
260,103054460146,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
260,103054460146,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
260,103054460146,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
258,103054460159,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
258,103054460159,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,2,
258,103054460159,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
272,103054460172,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
272,103054460172,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,
272,103054460172,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
270,103054460185,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
270,103054460185,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,
270,103054460185,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
284,103054460224,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,
284,103054460224,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,
284,103054460224,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
264,103054460237,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
264,103054460237,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,900,0,0,1,2
264,103054460237,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
280,103054460263,Panel B,2,10305446,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3500,5000,0,1,
280,103054460263,Panel B,2,10305446,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2800,0,0,1,2
280,103054460263,Panel B,2,10305446,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
325,103074130018,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
325,103074130018,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
325,103074130018,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
335,103074130028,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,70,0,0,1,
335,103074130028,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,300,0,0,1,
335,103074130028,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
327,103074130044,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,0,0,1,2
327,103074130044,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4500,0,0,1,2
327,103074130044,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1250,0,0,1,2
349,103074130047,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,200,0,0,1,2
349,103074130047,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,
349,103074130047,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
339,103074130052,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,
339,103074130052,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
339,103074130052,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,300,0,0,1,
333,103074130071,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
333,103074130071,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
333,103074130071,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
343,103074130087,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,
343,103074130087,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
343,103074130087,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
323,103074130099,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,2000,0,0,1,
323,103074130099,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,
323,103074130099,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
329,103074130110,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,200,0,0,1,
329,103074130110,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
329,103074130110,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
321,103074130139,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
321,103074130139,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
321,103074130139,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
345,103074130171,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,0
345,103074130171,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,0
345,103074130171,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,600,0,0,1,0
331,103074130190,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
331,103074130190,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,2
331,103074130190,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,1000,0,0,1,2
351,103074130225,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,0,0,1,2
351,103074130225,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
351,103074130225,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
337,103074130252,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
337,103074130252,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,1,
337,103074130252,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,100,0,0,1,
347,103074130255,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
347,103074130255,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,2,
347,103074130255,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
341,103074130258,Panel A,1,10307413,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,8000,0,0,1,2
341,103074130258,Panel A,1,10307413,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
341,103074130258,Panel A,1,10307413,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,Yes,3000,0,0,1,2
292,103086360009,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
292,103086360009,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1000,0,0,1,2
292,103086360009,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
312,103086360036,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,,,1,2
312,103086360036,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
312,103086360036,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
288,103086360045,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,500,,,1,2
288,103086360045,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,,,1,2
288,103086360045,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
290,103086360054,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
290,103086360054,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
290,103086360054,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
310,103086360063,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
310,103086360063,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,4000,3000,0,1,2
310,103086360063,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
298,103086360072,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,900,2000,0,1,
298,103086360072,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,0,0,1,2
298,103086360072,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
304,103086360073,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
304,103086360073,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,500,0,0,2,
304,103086360073,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
314,103086360081,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
314,103086360081,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
314,103086360081,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
300,103086360090,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,1000,0,0,1,2
300,103086360090,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,2000,0,0,1,2
300,103086360090,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
294,103086360099,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
294,103086360099,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
294,103086360099,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
296,103086360117,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,3000,,,1,2
296,103086360117,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,1500,,,1,2
296,103086360117,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
302,103086360126,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
302,103086360126,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,3000,0,0,1,2
302,103086360126,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
316,103086360135,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,200,0,0,1,
316,103086360135,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
316,103086360135,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
306,103086360153,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
306,103086360153,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,Yes,700,0,0,2,
306,103086360153,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
308,103086360162,Panel B,2,10308636,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
308,103086360162,Panel B,2,10308636,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
308,103086360162,Panel B,2,10308636,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
370,104011400012,Panel B,2,10401140,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
370,104011400012,Panel B,2,10401140,Food Transfers/Gifts,Food Transfers/Gifts,No,,,,,
370,104011400012,Panel B,2,10401140,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
364,104011400028,Panel B,2,10401140,Cash Transfers/Gifts,Cash Transfers/Gifts,Yes,12000,0,0,1,
364,104011400028,Panel B,2,10401140,Food Transfers/Gifts,Food Transfers/Gifts,Yes,14000,0,0,1,
364,104011400028,Panel B,2,10401140,Non-Food In-Kind Transfers/Gifts,Non-Food In-Kind Transfers/Gifts,No,,,,,
366,104011400045,Panel B,2,10401140,Cash Transfers/Gifts,Cash Transfers/Gifts,No,,,,,
