HHID,case_id,qx_type,visit,ea_id,hh_n0a,hh_n0b,hh_n01,hh_n02,hh_n03,hh_n04,hh_n05,hh_n06,hh_n07,hh_n08
842,201154340090,Panel B,2,20115434,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
848,201154340097,Panel B,2,20115434,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
832,201154340110,Panel B,2,20115434,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
852,201154340116,Panel B,2,20115434,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
836,201154340123,Panel B,2,20115434,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
854,201154340136,Panel B,2,20115434,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
872,202052070003,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
866,202052070009,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
892,202052070015,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
880,202052070021,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
882,202052070028,Panel B,2,20205207,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES
888,202052070034,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
874,202052070040,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
886,202052070053,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
876,202052070059,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
870,202052070065,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
884,202052070084,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
862,202052070090,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
864,202052070103,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
890,202052070109,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
868,202052070115,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
878,202052070127,Panel B,2,20205207,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
889,202063620005,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
877,202063620025,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
871,202063620035,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
891,202063620047,Panel A,1,20206362,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
865,202063620055,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
879,202063620077,Panel A,1,20206362,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
881,202063620123,Panel A,1,20206362,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
883,202063620130,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
893,202063620143,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
895,202063620150,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
887,202063620156,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
873,202063620179,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
869,202063620195,Panel A,1,20206362,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
867,202063620232,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
875,202063620243,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
885,202063620271,Panel A,1,20206362,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
913,203025390008,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
917,203025390016,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
905,203025390038,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
925,203025390047,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
911,203025390067,Panel A,1,20302539,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
923,203025390077,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
927,203025390081,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
907,203025390087,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
915,203025390104,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
919,203025390115,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
903,203025390120,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
909,203025390137,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
899,203025390148,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
921,203025390169,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
897,203025390177,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
901,203025390196,Panel A,1,20302539,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
931,203030650008,Panel A,1,20303065,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
959,203030650012,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
941,203030650013,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
937,203030650026,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
947,203030650031,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
929,203030650039,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
935,203030650044,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
949,203030650050,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
933,203030650058,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
939,203030650069,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
951,203030650087,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
943,203030650093,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
945,203030650094,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
955,203030650110,Panel A,1,20303065,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
953,203030650116,Panel A,1,20303065,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
957,203030650121,Panel A,1,20303065,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
896,203053010006,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
894,203053010012,Panel B,2,20305301,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
920,203053010018,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
922,203053010025,Panel B,2,20305301,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
918,203053010031,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
916,203053010037,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
900,203053010049,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
906,203053010062,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
908,203053010068,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
924,203053010080,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
898,203053010086,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
910,203053010093,Panel B,2,20305301,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO
914,203053010105,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
904,203053010111,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
902,203053010117,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
912,203053010130,Panel B,2,20305301,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
926,203065570007,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
934,203065570030,Panel B,2,20306557,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
930,203065570076,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
942,203065570099,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
956,203065570122,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
932,203065570167,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
952,203065570190,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
954,203065570213,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
950,203065570259,Panel B,2,20306557,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES
940,203065570282,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
944,203065570305,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
946,203065570350,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
948,203065570373,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
938,203065570396,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
928,203065570442,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
936,203065570465,Panel B,2,20306557,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
958,204021980014,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
988,204021980022,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
966,204021980031,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
976,204021980039,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
972,204021980056,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
980,204021980064,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
970,204021980072,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
964,204021980081,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
978,204021980097,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
986,204021980106,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
968,204021980114,Panel B,2,20402198,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO
962,204021980122,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
960,204021980139,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
982,204021980147,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
974,204021980156,Panel B,2,20402198,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
984,204021980172,Panel B,2,20402198,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO
989,204040320025,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
971,204040320028,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
981,204040320036,Panel A,1,20404032,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO
975,204040320057,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
985,204040320063,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
973,204040320072,Panel A,1,20404032,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
977,204040320075,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
963,204040320083,Panel A,1,20404032,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
987,204040320096,Panel A,1,20404032,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
969,204040320107,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
961,204040320114,Panel A,1,20404032,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES
991,204040320149,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
967,204040320160,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
979,204040320166,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
965,204040320180,Panel A,1,20404032,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
983,204040320184,Panel A,1,20404032,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
1000,204045750001,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1016,204045750014,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1006,204045750042,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
990,204045750056,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1008,204045750070,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
998,204045750098,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1002,204045750111,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1004,204045750125,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
994,204045750153,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1020,204045750167,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1010,204045750181,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
996,204045750208,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1018,204045750222,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
992,204045750236,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1014,204045750264,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1012,204045750278,Panel B,2,20404575,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1021,204053660025,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1001,204053660046,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1009,204053660072,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1011,204053660073,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1017,204053660075,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1003,204053660091,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1023,204053660100,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1013,204053660101,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1007,204053660140,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
993,204053660142,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1005,204053660162,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
997,204053660205,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
995,204053660211,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1019,204053660216,Panel A,1,20405366,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
1015,204053660263,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
999,204053660304,Panel A,1,20405366,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1042,204073980001,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1048,204073980014,Panel B,2,20407398,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1050,204073980029,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1052,204073980058,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1032,204073980072,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1024,204073980086,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1040,204073980114,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1036,204073980128,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1038,204073980148,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1022,204073980171,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1046,204073980185,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1034,204073980199,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1028,204073980227,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1026,204073980241,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1044,204073980256,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1030,204073980284,Panel B,2,20407398,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1031,204074810007,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1051,204074810010,Panel A,1,20407481,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1035,204074810042,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1045,204074810055,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1055,204074810059,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1033,204074810060,Panel A,1,20407481,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1047,204074810065,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1049,204074810080,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1053,204074810082,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1027,204074810083,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1039,204074810085,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1029,204074810097,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1043,204074810099,Panel A,1,20407481,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1041,204074810106,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1025,204074810117,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1037,204074810130,Panel A,1,20407481,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1074,205070890007,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1068,205070890020,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1082,205070890033,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1080,205070890045,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1084,205070890051,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1056,205070890053,Panel B,2,20507089,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1062,205070890072,Panel B,2,20507089,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1054,205070890083,Panel B,2,20507089,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1072,205070890098,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1070,205070890124,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1078,205070890190,Panel B,2,20507089,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO
1058,205070890201,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1066,205070890216,Panel B,2,20507089,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1060,205070890229,Panel B,2,20507089,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1076,205070890243,Panel B,2,20507089,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO
1064,205070890256,Panel B,2,20507089,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1075,205074590013,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1069,205074590019,Panel A,1,20507459,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO
1077,205074590034,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1073,205074590035,Panel A,1,20507459,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1061,205074590037,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1063,205074590038,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1087,205074590040,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1079,205074590043,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1059,205074590056,Panel A,1,20507459,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1081,205074590101,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1085,205074590102,Panel A,1,20507459,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1083,205074590174,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1071,205074590175,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1057,205074590179,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1067,205074590192,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1065,205074590199,Panel A,1,20507459,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1089,205083490004,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1107,205083490010,Panel A,1,20508349,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO
1109,205083490011,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1099,205083490014,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1093,205083490015,Panel A,1,20508349,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1097,205083490030,Panel A,1,20508349,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1111,205083490055,Panel A,1,20508349,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO
1101,205083490065,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1103,205083490066,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1117,205083490076,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1095,205083490080,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1113,205083490092,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1115,205083490101,Panel A,1,20508349,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1119,205083490116,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1105,205083490120,Panel A,1,20508349,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1091,205083490121,Panel A,1,20508349,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1123,206011410001,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1135,206011410004,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1141,206011410005,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1133,206011410029,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1147,206011410032,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1143,206011410033,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1149,206011410034,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1125,206011410057,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1139,206011410060,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1121,206011410061,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1145,206011410066,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1131,206011410077,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1137,206011410087,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1151,206011410104,Panel A,1,20601141,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1127,206011410119,Panel A,1,20601141,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1129,206011410125,Panel A,1,20601141,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO
1112,206016260010,Panel B,2,20601626,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1106,206016260022,Panel B,2,20601626,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO
1090,206016260033,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1100,206016260045,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1114,206016260057,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1086,206016260069,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1094,206016260080,Panel B,2,20601626,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1092,206016260092,Panel B,2,20601626,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1102,206016260104,Panel B,2,20601626,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1108,206016260116,Panel B,2,20601626,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES
1096,206016260139,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1116,206016260151,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1104,206016260163,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1088,206016260175,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1098,206016260210,Panel B,2,20601626,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1110,206016260222,Panel B,2,20601626,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1132,206023630017,Panel B,2,20602363,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1146,206023630037,Panel B,2,20602363,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1136,206023630057,Panel B,2,20602363,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1134,206023630097,Panel B,2,20602363,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1142,206023630116,Panel B,2,20602363,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1128,206023630136,Panel B,2,20602363,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1144,206023630176,Panel B,2,20602363,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1120,206023630196,Panel B,2,20602363,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
