HHID,case_id,qx_type,visit,ea_id,hh_g08a,hh_g08b,hh_g08c
444,105015050009,Panel B,2,10501505,E,"Meat, Fish and Animal Products",2
444,105015050009,Panel B,2,10501505,F,Fruits,2
444,105015050009,Panel B,2,10501505,G,Milk/Milk Products,0
444,105015050009,Panel B,2,10501505,H,Fats/Oil,0
444,105015050009,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,0
444,105015050009,Panel B,2,10501505,J,Spices/Condiments,7
436,105015050010,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
436,105015050010,Panel B,2,10501505,B,"Root, Tubers and Plantains",2
436,105015050010,Panel B,2,10501505,C,Nuts and Pulses,3
436,105015050010,Panel B,2,10501505,D,Vegetables,7
436,105015050010,Panel B,2,10501505,E,"Meat, Fish and Animal Products",2
436,105015050010,Panel B,2,10501505,F,Fruits,0
436,105015050010,Panel B,2,10501505,G,Milk/Milk Products,0
436,105015050010,Panel B,2,10501505,H,Fats/Oil,4
436,105015050010,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,6
436,105015050010,Panel B,2,10501505,J,Spices/Condiments,7
414,105015050011,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
414,105015050011,Panel B,2,10501505,B,"Root, Tubers and Plantains",2
414,105015050011,Panel B,2,10501505,C,Nuts and Pulses,3
414,105015050011,Panel B,2,10501505,D,Vegetables,7
414,105015050011,Panel B,2,10501505,E,"Meat, Fish and Animal Products",3
414,105015050011,Panel B,2,10501505,F,Fruits,1
414,105015050011,Panel B,2,10501505,G,Milk/Milk Products,0
414,105015050011,Panel B,2,10501505,H,Fats/Oil,7
414,105015050011,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,7
414,105015050011,Panel B,2,10501505,J,Spices/Condiments,7
432,105015050012,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
432,105015050012,Panel B,2,10501505,B,"Root, Tubers and Plantains",0
432,105015050012,Panel B,2,10501505,C,Nuts and Pulses,6
432,105015050012,Panel B,2,10501505,D,Vegetables,4
432,105015050012,Panel B,2,10501505,E,"Meat, Fish and Animal Products",2
432,105015050012,Panel B,2,10501505,F,Fruits,2
432,105015050012,Panel B,2,10501505,G,Milk/Milk Products,0
432,105015050012,Panel B,2,10501505,H,Fats/Oil,5
432,105015050012,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,0
432,105015050012,Panel B,2,10501505,J,Spices/Condiments,7
416,105015050013,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
416,105015050013,Panel B,2,10501505,B,"Root, Tubers and Plantains",7
416,105015050013,Panel B,2,10501505,C,Nuts and Pulses,5
416,105015050013,Panel B,2,10501505,D,Vegetables,7
416,105015050013,Panel B,2,10501505,E,"Meat, Fish and Animal Products",5
416,105015050013,Panel B,2,10501505,F,Fruits,0
416,105015050013,Panel B,2,10501505,G,Milk/Milk Products,7
416,105015050013,Panel B,2,10501505,H,Fats/Oil,0
416,105015050013,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,7
416,105015050013,Panel B,2,10501505,J,Spices/Condiments,7
430,105015050014,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
430,105015050014,Panel B,2,10501505,B,"Root, Tubers and Plantains",2
430,105015050014,Panel B,2,10501505,C,Nuts and Pulses,3
430,105015050014,Panel B,2,10501505,D,Vegetables,6
430,105015050014,Panel B,2,10501505,E,"Meat, Fish and Animal Products",2
430,105015050014,Panel B,2,10501505,F,Fruits,0
430,105015050014,Panel B,2,10501505,G,Milk/Milk Products,0
430,105015050014,Panel B,2,10501505,H,Fats/Oil,3
430,105015050014,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,0
430,105015050014,Panel B,2,10501505,J,Spices/Condiments,7
422,105015050015,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
422,105015050015,Panel B,2,10501505,B,"Root, Tubers and Plantains",0
422,105015050015,Panel B,2,10501505,C,Nuts and Pulses,1
422,105015050015,Panel B,2,10501505,D,Vegetables,7
422,105015050015,Panel B,2,10501505,E,"Meat, Fish and Animal Products",2
422,105015050015,Panel B,2,10501505,F,Fruits,1
422,105015050015,Panel B,2,10501505,G,Milk/Milk Products,0
422,105015050015,Panel B,2,10501505,H,Fats/Oil,7
422,105015050015,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,7
422,105015050015,Panel B,2,10501505,J,Spices/Condiments,7
440,105015050016,Panel B,2,10501505,A,"Cereals, Grains and Cereal Products",7
440,105015050016,Panel B,2,10501505,B,"Root, Tubers and Plantains",2
440,105015050016,Panel B,2,10501505,C,Nuts and Pulses,3
440,105015050016,Panel B,2,10501505,D,Vegetables,2
440,105015050016,Panel B,2,10501505,E,"Meat, Fish and Animal Products",1
440,105015050016,Panel B,2,10501505,F,Fruits,0
440,105015050016,Panel B,2,10501505,G,Milk/Milk Products,0
440,105015050016,Panel B,2,10501505,H,Fats/Oil,0
440,105015050016,Panel B,2,10501505,I,Sugar/Sugar Products/Honey,0
440,105015050016,Panel B,2,10501505,J,Spices/Condiments,7
431,105017090009,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",2
431,105017090009,Panel A,1,10501709,B,"Root, Tubers and Plantains",2
431,105017090009,Panel A,1,10501709,C,Nuts and Pulses,1
431,105017090009,Panel A,1,10501709,D,Vegetables,2
431,105017090009,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
431,105017090009,Panel A,1,10501709,F,Fruits,0
431,105017090009,Panel A,1,10501709,G,Milk/Milk Products,0
431,105017090009,Panel A,1,10501709,H,Fats/Oil,0
431,105017090009,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,1
431,105017090009,Panel A,1,10501709,J,Spices/Condiments,1
423,105017090026,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
423,105017090026,Panel A,1,10501709,B,"Root, Tubers and Plantains",5
423,105017090026,Panel A,1,10501709,C,Nuts and Pulses,3
423,105017090026,Panel A,1,10501709,D,Vegetables,7
423,105017090026,Panel A,1,10501709,E,"Meat, Fish and Animal Products",1
423,105017090026,Panel A,1,10501709,F,Fruits,7
423,105017090026,Panel A,1,10501709,G,Milk/Milk Products,0
423,105017090026,Panel A,1,10501709,H,Fats/Oil,7
423,105017090026,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
423,105017090026,Panel A,1,10501709,J,Spices/Condiments,7
417,105017090049,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
417,105017090049,Panel A,1,10501709,B,"Root, Tubers and Plantains",0
417,105017090049,Panel A,1,10501709,C,Nuts and Pulses,0
417,105017090049,Panel A,1,10501709,D,Vegetables,7
417,105017090049,Panel A,1,10501709,E,"Meat, Fish and Animal Products",1
417,105017090049,Panel A,1,10501709,F,Fruits,4
417,105017090049,Panel A,1,10501709,G,Milk/Milk Products,0
417,105017090049,Panel A,1,10501709,H,Fats/Oil,1
417,105017090049,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
417,105017090049,Panel A,1,10501709,J,Spices/Condiments,7
425,105017090050,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
425,105017090050,Panel A,1,10501709,B,"Root, Tubers and Plantains",4
425,105017090050,Panel A,1,10501709,C,Nuts and Pulses,4
425,105017090050,Panel A,1,10501709,D,Vegetables,7
425,105017090050,Panel A,1,10501709,E,"Meat, Fish and Animal Products",1
425,105017090050,Panel A,1,10501709,F,Fruits,7
425,105017090050,Panel A,1,10501709,G,Milk/Milk Products,0
425,105017090050,Panel A,1,10501709,H,Fats/Oil,7
425,105017090050,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,7
425,105017090050,Panel A,1,10501709,J,Spices/Condiments,7
441,105017090062,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
441,105017090062,Panel A,1,10501709,B,"Root, Tubers and Plantains",3
441,105017090062,Panel A,1,10501709,C,Nuts and Pulses,1
441,105017090062,Panel A,1,10501709,D,Vegetables,4
441,105017090062,Panel A,1,10501709,E,"Meat, Fish and Animal Products",1
441,105017090062,Panel A,1,10501709,F,Fruits,1
441,105017090062,Panel A,1,10501709,G,Milk/Milk Products,0
441,105017090062,Panel A,1,10501709,H,Fats/Oil,0
441,105017090062,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,7
441,105017090062,Panel A,1,10501709,J,Spices/Condiments,7
443,105017090064,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
443,105017090064,Panel A,1,10501709,B,"Root, Tubers and Plantains",4
443,105017090064,Panel A,1,10501709,C,Nuts and Pulses,2
443,105017090064,Panel A,1,10501709,D,Vegetables,7
443,105017090064,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
443,105017090064,Panel A,1,10501709,F,Fruits,0
443,105017090064,Panel A,1,10501709,G,Milk/Milk Products,0
443,105017090064,Panel A,1,10501709,H,Fats/Oil,0
443,105017090064,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
443,105017090064,Panel A,1,10501709,J,Spices/Condiments,7
419,105017090069,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",2
419,105017090069,Panel A,1,10501709,B,"Root, Tubers and Plantains",1
419,105017090069,Panel A,1,10501709,C,Nuts and Pulses,2
419,105017090069,Panel A,1,10501709,D,Vegetables,2
419,105017090069,Panel A,1,10501709,E,"Meat, Fish and Animal Products",1
419,105017090069,Panel A,1,10501709,F,Fruits,0
419,105017090069,Panel A,1,10501709,G,Milk/Milk Products,0
419,105017090069,Panel A,1,10501709,H,Fats/Oil,0
419,105017090069,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
419,105017090069,Panel A,1,10501709,J,Spices/Condiments,1
433,105017090077,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",1
433,105017090077,Panel A,1,10501709,B,"Root, Tubers and Plantains",1
433,105017090077,Panel A,1,10501709,C,Nuts and Pulses,1
433,105017090077,Panel A,1,10501709,D,Vegetables,2
433,105017090077,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
433,105017090077,Panel A,1,10501709,F,Fruits,0
433,105017090077,Panel A,1,10501709,G,Milk/Milk Products,0
433,105017090077,Panel A,1,10501709,H,Fats/Oil,1
433,105017090077,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,1
433,105017090077,Panel A,1,10501709,J,Spices/Condiments,1
447,105017090083,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
447,105017090083,Panel A,1,10501709,B,"Root, Tubers and Plantains",0
447,105017090083,Panel A,1,10501709,C,Nuts and Pulses,3
447,105017090083,Panel A,1,10501709,D,Vegetables,7
447,105017090083,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
447,105017090083,Panel A,1,10501709,F,Fruits,0
447,105017090083,Panel A,1,10501709,G,Milk/Milk Products,0
447,105017090083,Panel A,1,10501709,H,Fats/Oil,0
447,105017090083,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
447,105017090083,Panel A,1,10501709,J,Spices/Condiments,7
439,105017090086,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
439,105017090086,Panel A,1,10501709,B,"Root, Tubers and Plantains",2
439,105017090086,Panel A,1,10501709,C,Nuts and Pulses,7
439,105017090086,Panel A,1,10501709,D,Vegetables,7
439,105017090086,Panel A,1,10501709,E,"Meat, Fish and Animal Products",1
439,105017090086,Panel A,1,10501709,F,Fruits,1
439,105017090086,Panel A,1,10501709,G,Milk/Milk Products,1
439,105017090086,Panel A,1,10501709,H,Fats/Oil,1
439,105017090086,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,1
439,105017090086,Panel A,1,10501709,J,Spices/Condiments,7
435,105017090091,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
435,105017090091,Panel A,1,10501709,B,"Root, Tubers and Plantains",7
435,105017090091,Panel A,1,10501709,C,Nuts and Pulses,5
435,105017090091,Panel A,1,10501709,D,Vegetables,7
435,105017090091,Panel A,1,10501709,E,"Meat, Fish and Animal Products",5
435,105017090091,Panel A,1,10501709,F,Fruits,2
435,105017090091,Panel A,1,10501709,G,Milk/Milk Products,2
435,105017090091,Panel A,1,10501709,H,Fats/Oil,7
435,105017090091,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,7
435,105017090091,Panel A,1,10501709,J,Spices/Condiments,7
437,105017090117,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
437,105017090117,Panel A,1,10501709,B,"Root, Tubers and Plantains",4
437,105017090117,Panel A,1,10501709,C,Nuts and Pulses,3
437,105017090117,Panel A,1,10501709,D,Vegetables,7
437,105017090117,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
437,105017090117,Panel A,1,10501709,F,Fruits,0
437,105017090117,Panel A,1,10501709,G,Milk/Milk Products,0
437,105017090117,Panel A,1,10501709,H,Fats/Oil,0
437,105017090117,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
437,105017090117,Panel A,1,10501709,J,Spices/Condiments,7
445,105017090120,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
445,105017090120,Panel A,1,10501709,B,"Root, Tubers and Plantains",0
445,105017090120,Panel A,1,10501709,C,Nuts and Pulses,2
445,105017090120,Panel A,1,10501709,D,Vegetables,7
445,105017090120,Panel A,1,10501709,E,"Meat, Fish and Animal Products",2
445,105017090120,Panel A,1,10501709,F,Fruits,0
445,105017090120,Panel A,1,10501709,G,Milk/Milk Products,0
445,105017090120,Panel A,1,10501709,H,Fats/Oil,0
445,105017090120,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,3
445,105017090120,Panel A,1,10501709,J,Spices/Condiments,7
427,105017090122,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",2
427,105017090122,Panel A,1,10501709,B,"Root, Tubers and Plantains",1
427,105017090122,Panel A,1,10501709,C,Nuts and Pulses,1
427,105017090122,Panel A,1,10501709,D,Vegetables,1
427,105017090122,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
427,105017090122,Panel A,1,10501709,F,Fruits,1
427,105017090122,Panel A,1,10501709,G,Milk/Milk Products,0
427,105017090122,Panel A,1,10501709,H,Fats/Oil,0
427,105017090122,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,1
427,105017090122,Panel A,1,10501709,J,Spices/Condiments,1
421,105017090131,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
421,105017090131,Panel A,1,10501709,B,"Root, Tubers and Plantains",1
421,105017090131,Panel A,1,10501709,C,Nuts and Pulses,2
421,105017090131,Panel A,1,10501709,D,Vegetables,7
421,105017090131,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
421,105017090131,Panel A,1,10501709,F,Fruits,0
421,105017090131,Panel A,1,10501709,G,Milk/Milk Products,0
421,105017090131,Panel A,1,10501709,H,Fats/Oil,0
421,105017090131,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,4
421,105017090131,Panel A,1,10501709,J,Spices/Condiments,7
429,105017090142,Panel A,1,10501709,A,"Cereals, Grains and Cereal Products",7
429,105017090142,Panel A,1,10501709,B,"Root, Tubers and Plantains",4
429,105017090142,Panel A,1,10501709,C,Nuts and Pulses,2
429,105017090142,Panel A,1,10501709,D,Vegetables,7
429,105017090142,Panel A,1,10501709,E,"Meat, Fish and Animal Products",0
429,105017090142,Panel A,1,10501709,F,Fruits,0
429,105017090142,Panel A,1,10501709,G,Milk/Milk Products,0
429,105017090142,Panel A,1,10501709,H,Fats/Oil,0
429,105017090142,Panel A,1,10501709,I,Sugar/Sugar Products/Honey,0
429,105017090142,Panel A,1,10501709,J,Spices/Condiments,7
457,105022680036,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
457,105022680036,Panel A,1,10502268,B,"Root, Tubers and Plantains",0
457,105022680036,Panel A,1,10502268,C,Nuts and Pulses,7
457,105022680036,Panel A,1,10502268,D,Vegetables,7
457,105022680036,Panel A,1,10502268,E,"Meat, Fish and Animal Products",3
457,105022680036,Panel A,1,10502268,F,Fruits,7
457,105022680036,Panel A,1,10502268,G,Milk/Milk Products,2
457,105022680036,Panel A,1,10502268,H,Fats/Oil,2
457,105022680036,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,0
457,105022680036,Panel A,1,10502268,J,Spices/Condiments,7
463,105022680063,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
463,105022680063,Panel A,1,10502268,B,"Root, Tubers and Plantains",7
463,105022680063,Panel A,1,10502268,C,Nuts and Pulses,5
463,105022680063,Panel A,1,10502268,D,Vegetables,7
463,105022680063,Panel A,1,10502268,E,"Meat, Fish and Animal Products",6
463,105022680063,Panel A,1,10502268,F,Fruits,1
463,105022680063,Panel A,1,10502268,G,Milk/Milk Products,0
463,105022680063,Panel A,1,10502268,H,Fats/Oil,2
463,105022680063,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
463,105022680063,Panel A,1,10502268,J,Spices/Condiments,7
469,105022680090,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
469,105022680090,Panel A,1,10502268,B,"Root, Tubers and Plantains",4
469,105022680090,Panel A,1,10502268,C,Nuts and Pulses,4
469,105022680090,Panel A,1,10502268,D,Vegetables,7
469,105022680090,Panel A,1,10502268,E,"Meat, Fish and Animal Products",2
469,105022680090,Panel A,1,10502268,F,Fruits,0
469,105022680090,Panel A,1,10502268,G,Milk/Milk Products,0
469,105022680090,Panel A,1,10502268,H,Fats/Oil,2
469,105022680090,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,5
469,105022680090,Panel A,1,10502268,J,Spices/Condiments,7
449,105022680170,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
449,105022680170,Panel A,1,10502268,B,"Root, Tubers and Plantains",4
449,105022680170,Panel A,1,10502268,C,Nuts and Pulses,2
449,105022680170,Panel A,1,10502268,D,Vegetables,7
449,105022680170,Panel A,1,10502268,E,"Meat, Fish and Animal Products",2
449,105022680170,Panel A,1,10502268,F,Fruits,7
449,105022680170,Panel A,1,10502268,G,Milk/Milk Products,0
449,105022680170,Panel A,1,10502268,H,Fats/Oil,0
449,105022680170,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,0
449,105022680170,Panel A,1,10502268,J,Spices/Condiments,7
473,105022680216,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
473,105022680216,Panel A,1,10502268,B,"Root, Tubers and Plantains",2
473,105022680216,Panel A,1,10502268,C,Nuts and Pulses,5
473,105022680216,Panel A,1,10502268,D,Vegetables,7
473,105022680216,Panel A,1,10502268,E,"Meat, Fish and Animal Products",0
473,105022680216,Panel A,1,10502268,F,Fruits,1
473,105022680216,Panel A,1,10502268,G,Milk/Milk Products,0
473,105022680216,Panel A,1,10502268,H,Fats/Oil,0
473,105022680216,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,0
473,105022680216,Panel A,1,10502268,J,Spices/Condiments,7
477,105022680242,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
477,105022680242,Panel A,1,10502268,B,"Root, Tubers and Plantains",3
477,105022680242,Panel A,1,10502268,C,Nuts and Pulses,6
477,105022680242,Panel A,1,10502268,D,Vegetables,7
477,105022680242,Panel A,1,10502268,E,"Meat, Fish and Animal Products",2
477,105022680242,Panel A,1,10502268,F,Fruits,1
477,105022680242,Panel A,1,10502268,G,Milk/Milk Products,0
477,105022680242,Panel A,1,10502268,H,Fats/Oil,7
477,105022680242,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,2
477,105022680242,Panel A,1,10502268,J,Spices/Condiments,7
475,105022680273,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
475,105022680273,Panel A,1,10502268,B,"Root, Tubers and Plantains",4
475,105022680273,Panel A,1,10502268,C,Nuts and Pulses,3
475,105022680273,Panel A,1,10502268,D,Vegetables,4
475,105022680273,Panel A,1,10502268,E,"Meat, Fish and Animal Products",0
475,105022680273,Panel A,1,10502268,F,Fruits,2
475,105022680273,Panel A,1,10502268,G,Milk/Milk Products,0
475,105022680273,Panel A,1,10502268,H,Fats/Oil,7
475,105022680273,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,3
475,105022680273,Panel A,1,10502268,J,Spices/Condiments,7
471,105022680301,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
471,105022680301,Panel A,1,10502268,B,"Root, Tubers and Plantains",3
471,105022680301,Panel A,1,10502268,C,Nuts and Pulses,1
471,105022680301,Panel A,1,10502268,D,Vegetables,7
471,105022680301,Panel A,1,10502268,E,"Meat, Fish and Animal Products",0
471,105022680301,Panel A,1,10502268,F,Fruits,7
471,105022680301,Panel A,1,10502268,G,Milk/Milk Products,0
471,105022680301,Panel A,1,10502268,H,Fats/Oil,0
471,105022680301,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
471,105022680301,Panel A,1,10502268,J,Spices/Condiments,7
459,105022680323,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
459,105022680323,Panel A,1,10502268,B,"Root, Tubers and Plantains",3
459,105022680323,Panel A,1,10502268,C,Nuts and Pulses,6
459,105022680323,Panel A,1,10502268,D,Vegetables,7
459,105022680323,Panel A,1,10502268,E,"Meat, Fish and Animal Products",3
459,105022680323,Panel A,1,10502268,F,Fruits,0
459,105022680323,Panel A,1,10502268,G,Milk/Milk Products,0
459,105022680323,Panel A,1,10502268,H,Fats/Oil,0
459,105022680323,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
459,105022680323,Panel A,1,10502268,J,Spices/Condiments,7
465,105022680324,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
465,105022680324,Panel A,1,10502268,B,"Root, Tubers and Plantains",3
465,105022680324,Panel A,1,10502268,C,Nuts and Pulses,5
465,105022680324,Panel A,1,10502268,D,Vegetables,6
465,105022680324,Panel A,1,10502268,E,"Meat, Fish and Animal Products",0
465,105022680324,Panel A,1,10502268,F,Fruits,0
465,105022680324,Panel A,1,10502268,G,Milk/Milk Products,0
465,105022680324,Panel A,1,10502268,H,Fats/Oil,7
465,105022680324,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
465,105022680324,Panel A,1,10502268,J,Spices/Condiments,7
453,105022680337,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
453,105022680337,Panel A,1,10502268,B,"Root, Tubers and Plantains",1
453,105022680337,Panel A,1,10502268,C,Nuts and Pulses,5
453,105022680337,Panel A,1,10502268,D,Vegetables,7
453,105022680337,Panel A,1,10502268,E,"Meat, Fish and Animal Products",0
453,105022680337,Panel A,1,10502268,F,Fruits,7
453,105022680337,Panel A,1,10502268,G,Milk/Milk Products,0
453,105022680337,Panel A,1,10502268,H,Fats/Oil,0
453,105022680337,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
453,105022680337,Panel A,1,10502268,J,Spices/Condiments,7
455,105022680350,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
455,105022680350,Panel A,1,10502268,B,"Root, Tubers and Plantains",4
455,105022680350,Panel A,1,10502268,C,Nuts and Pulses,4
455,105022680350,Panel A,1,10502268,D,Vegetables,7
455,105022680350,Panel A,1,10502268,E,"Meat, Fish and Animal Products",2
455,105022680350,Panel A,1,10502268,F,Fruits,7
455,105022680350,Panel A,1,10502268,G,Milk/Milk Products,0
455,105022680350,Panel A,1,10502268,H,Fats/Oil,4
455,105022680350,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
455,105022680350,Panel A,1,10502268,J,Spices/Condiments,7
451,105022680375,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
451,105022680375,Panel A,1,10502268,B,"Root, Tubers and Plantains",4
451,105022680375,Panel A,1,10502268,C,Nuts and Pulses,3
451,105022680375,Panel A,1,10502268,D,Vegetables,7
451,105022680375,Panel A,1,10502268,E,"Meat, Fish and Animal Products",6
451,105022680375,Panel A,1,10502268,F,Fruits,2
451,105022680375,Panel A,1,10502268,G,Milk/Milk Products,7
451,105022680375,Panel A,1,10502268,H,Fats/Oil,6
451,105022680375,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
451,105022680375,Panel A,1,10502268,J,Spices/Condiments,7
479,105022680376,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
479,105022680376,Panel A,1,10502268,B,"Root, Tubers and Plantains",3
479,105022680376,Panel A,1,10502268,C,Nuts and Pulses,4
479,105022680376,Panel A,1,10502268,D,Vegetables,7
479,105022680376,Panel A,1,10502268,E,"Meat, Fish and Animal Products",4
479,105022680376,Panel A,1,10502268,F,Fruits,7
479,105022680376,Panel A,1,10502268,G,Milk/Milk Products,1
479,105022680376,Panel A,1,10502268,H,Fats/Oil,3
479,105022680376,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,4
479,105022680376,Panel A,1,10502268,J,Spices/Condiments,7
467,105022680391,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
467,105022680391,Panel A,1,10502268,B,"Root, Tubers and Plantains",3
467,105022680391,Panel A,1,10502268,C,Nuts and Pulses,7
467,105022680391,Panel A,1,10502268,D,Vegetables,7
467,105022680391,Panel A,1,10502268,E,"Meat, Fish and Animal Products",2
467,105022680391,Panel A,1,10502268,F,Fruits,7
467,105022680391,Panel A,1,10502268,G,Milk/Milk Products,0
467,105022680391,Panel A,1,10502268,H,Fats/Oil,2
467,105022680391,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,7
467,105022680391,Panel A,1,10502268,J,Spices/Condiments,7
461,105022680406,Panel A,1,10502268,A,"Cereals, Grains and Cereal Products",7
461,105022680406,Panel A,1,10502268,B,"Root, Tubers and Plantains",5
461,105022680406,Panel A,1,10502268,C,Nuts and Pulses,4
461,105022680406,Panel A,1,10502268,D,Vegetables,7
461,105022680406,Panel A,1,10502268,E,"Meat, Fish and Animal Products",3
461,105022680406,Panel A,1,10502268,F,Fruits,7
461,105022680406,Panel A,1,10502268,G,Milk/Milk Products,0
461,105022680406,Panel A,1,10502268,H,Fats/Oil,0
461,105022680406,Panel A,1,10502268,I,Sugar/Sugar Products/Honey,3
461,105022680406,Panel A,1,10502268,J,Spices/Condiments,7
450,105025930009,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
450,105025930009,Panel B,2,10502593,B,"Root, Tubers and Plantains",2
450,105025930009,Panel B,2,10502593,C,Nuts and Pulses,3
450,105025930009,Panel B,2,10502593,D,Vegetables,7
450,105025930009,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
450,105025930009,Panel B,2,10502593,F,Fruits,0
450,105025930009,Panel B,2,10502593,G,Milk/Milk Products,0
450,105025930009,Panel B,2,10502593,H,Fats/Oil,4
450,105025930009,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
450,105025930009,Panel B,2,10502593,J,Spices/Condiments,7
472,105025930015,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
472,105025930015,Panel B,2,10502593,B,"Root, Tubers and Plantains",0
472,105025930015,Panel B,2,10502593,C,Nuts and Pulses,1
472,105025930015,Panel B,2,10502593,D,Vegetables,7
472,105025930015,Panel B,2,10502593,E,"Meat, Fish and Animal Products",1
472,105025930015,Panel B,2,10502593,F,Fruits,0
472,105025930015,Panel B,2,10502593,G,Milk/Milk Products,0
472,105025930015,Panel B,2,10502593,H,Fats/Oil,0
472,105025930015,Panel B,2,10502593,I,Sugar/Sugar Products/Honey,7
472,105025930015,Panel B,2,10502593,J,Spices/Condiments,7
476,105025930020,Panel B,2,10502593,A,"Cereals, Grains and Cereal Products",7
476,105025930020,Panel B,2,10502593,B,"Root, Tubers and Plantains",0
476,105025930020,Panel B,2,10502593,C,Nuts and Pulses,0
476,105025930020,Panel B,2,10502593,D,Vegetables,7
476,105025930020,Panel B,2,10502593,E,"Meat, Fish and Animal Products",2
476,105025930020,Panel B,2,10502593,F,Fruits,0
476,105025930020,Panel B,2,10502593,G,Milk/Milk Products,0
