ea_id,com_ce01a,com_ce01a_os,com_ce01b,com_ce01b_os,com_ce01c,com_ce01c_os,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05a_os,com_ce05b,com_ce05b_os,com_ce06,com_ce07,com_ce08a,com_ce08a_os,com_ce08b,com_ce08b_os,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
30105325,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GENERAL LABOR,,,NO,,,,,,NO,,,,,,,,
30105448,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),GOING TO SOUTH AFRICA,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,NO,,,,,,,,
30107624,FARMING,,OTHER (SPECIFY),GANYU,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30108401,FARMING,,FISHING,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30109724,FISHING,,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,YES,1/2,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),LABOR,YES,RURAL AREAS,FISHING,,,,NO,,,,,,,,
30202252,FARMING,,"FIREWOOD, CHARCOAL SELLING",,SMALL-SCALE TRADE & SERVICE PROVISION,,NO,,,,,,,NO,,,,,,YES,200,1,DAY,1/4,200,3,DAY,1/4
30206341,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),HOUSE WORK IN SA,NO,,,,,,NO,,,,,,,,
30206572,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,YES,RURAL AREAS,FISHING,,,,NO,,,,,,,,
30208396,FARMING,,OTHER (SPECIFY),GANYU,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30212307,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,TRANSPORT,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),SHOP ASSISTANTS,NO,,,,,,NO,,,,,,,,
30212492,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,ALMOST NONE,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,NO,,,,,,NO,,,,,,,,
30302601,FARMING,,,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,YES,RURAL AREAS,FARMING,,,,YES,2700,1,MONTH,1/4,2700,1,MONTH,1/4
30305082,FARMING,,,,FARMING,,YES,1/4,URBAN CENTRES,FISHING,,,,NO,,,,,,NO,,,,,,,,
30305277,FARMING,,,,,,NO,,,,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30305580,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30306087,FARMING,,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30306555,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,1/4,RURAL AREAS,FARMING,,OTHER (SPECIFY),LABOR,NO,,,LABOR,,,NO,,,,,,,,
30307678,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30403444,FARMING,,,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30406710,FARMING,,,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),GENERAL LABOR,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30501383,FARMING,,"FIREWOOD, CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,YES,RURAL AREAS,FARMING,,TRANSPORT,,NO,,,,,,,,
30502456,FARMING,,,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30503685,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,OTHER (SPECIFY),,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30504518,FARMING,,,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30602235,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30620196,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,PROFFESSIONAL OCCUPATIONS,,NO,,,,,,,YES,RURAL AREAS,PROFFESSIONAL OCCUPATIONS,,SMALL-SCALE TRADE & SERVICE PROVISION,,NO,,,,,,,,
30703381,FARMING,,OTHER (SPECIFY),THEY ARE IN TEA GROWING,SMALL-SCALE TRADE & SERVICE PROVISION,,NO,,,,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30704313,FARMING,,OTHER (SPECIFY),RESIDENTS OF THIS COMMUNITY,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30705391,FARMING,,FARMING,,FARMING,,NO,,,,,,,YES,URBAN CENTRES,FARMING,,,,NO,,,,,,,,
30706619,FARMING,,OTHER (SPECIFY),RESIDENTS OF THIS COMMUNITY,,,NO,,,,,,,YES,RURAL AREAS,FARMING,,OTHER (SPECIFY),RESIDENTS OF THIS COMMUNITY,NO,,,,,,,,
30708665,FARMING,,FARMING,,,,YES,1/4,URBAN CENTRES,FARMING,,,,YES,RURAL AREAS,OTHER (SPECIFY),ESTATE WORK,,,NO,,,,,,,,
30709438,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,ALMOST NONE,RURAL AREAS,OTHER (SPECIFY),WORK AS GARDEN SECURITY,,,NO,,,,,,NO,,,,,,,,
30710079,FARMING,,,,,,NO,,,,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30711684,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),MOST RESIDENTS OF THIS CO,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30801672,FARMING,,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,,,,,NO,,,,,,,,
30801679,FARMING,,"BEER BREWING, KACHASU",,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,YES,1/4,RURAL AREAS,FARMING,,,,NO,,,,,,NO,,,,,,,,
30803115,FARMING,,"BEER BREWING, KACHASU",,FARMING,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30804416,FARMING,,"BEER BREWING, KACHASU",,,,NO,,,,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
30805259,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,FARMING,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,,,,,YES,150,150,DAY,1/4,150,150,DAY,1/4
30806611,FARMING,,"BEER BREWING, KACHASU",,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
30901054,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,FISHING,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,,,,,NO,,,,,,,,
30901475,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,YES,1/4,RURAL AREAS,FARMING,,,,NO,,,,,,NO,,,,,,,,
30901603,FARMING,,"BEER BREWING, KACHASU",,SMALL-SCALE TRADE & SERVICE PROVISION,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,,,,,NO,,,,,,,,
31001333,FARMING,,"FIREWOOD, CHARCOAL SELLING",,"BEER BREWING, KACHASU",,YES,1/4,URBAN CENTRES,FARMING,,,,NO,,,,,,YES,200,1,DAY,3/4,200,1,DAY,1/4
31001749,FARMING,,"FIREWOOD, CHARCOAL SELLING",,,,YES,1/4,URBAN CENTRES,FARMING,,,,NO,,,,,,NO,,,,,,,,
31002169,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,CIVIL SERVICE,,YES,1/4,URBAN CENTRES,"FIREWOOD, CHARCOAL SELLING",,FARMING,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
31004312,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),HOUSEWORK,,,NO,,,,,,NO,,,,,,,,
31006556,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),GARDEN BOY,,,NO,,,,,,NO,,,,,,,,
31007335,FARMING,,"FIREWOOD, CHARCOAL SELLING",,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),HOUSEHOLD CHORES/GARDEN BOY,,,NO,,,,,,NO,,,,,,,,
31108703,FARMING,,FISHING,,SMALL-SCALE TRADE & SERVICE PROVISION,,YES,1/4,URBAN CENTRES,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,YES,RURAL AREAS,FARMING,,,,YES,200,1,DAY,1/2,200,1,DAY,1/2
31201007,FARMING,,,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
31201104,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,NO,,,,,,,NO,,,,,,YES,200,1,DAY,1/4,200,1,DAY,1/4
31201197,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,,,,,NO,,,,,,,,
31201516,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
31204618,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
31432523,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,YES,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,200,1,DAY,1/4,200,1,DAY,1/4
31432676,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,200,1,DAY,1/4,200,1,DAY,1/4
31435120,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),CASUAL LABOR,YES,RURAL AREAS,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,YES,200,1,DAY,1/4,200,1,DAY,1/4
31435753,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
31436695,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),ANY WORK,,,YES,URBAN CENTRES,FARMING,,,,YES,200,2,WEEK,1/4,200,2,WEEK,1/4
31438690,FARMING,,,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,FARMING,,,,NO,,,,,,,,
31439102,CIVIL SERVICE,,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,,,YES,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
31441389,SMALL-SCALE TRADE & SERVICE PROVISION,,"BEER BREWING, KACHASU",,FARMING,,YES,1/4,URBAN CENTRES,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,YES,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
31442394,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,200,1,DAY,1/4,200,1,DAY,1/4
31443108,CIVIL SERVICE,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,GENERAL LABOR,,,YES,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,LABOR,,,YES,200,2,WEEK,1/4,200,2,WEEK,1/4
31443270,SMALL-SCALE TRADE & SERVICE PROVISION,,FISHING,,,,,,,,,,,YES,RURAL AREAS,FARMING,,,,YES,200,1,DAY,1/4,200,1,DAY,1/4
31532674,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
31533095,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,NO,,,,,,,YES,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLDS CHORES,,,NO,,,,,,,,
31536118,SMALL-SCALE TRADE & SERVICE PROVISION,,"FIREWOOD, CHARCOAL SELLING",,CIVIL SERVICE,,YES,1/4,URBAN CENTRES,FARMING,,OTHER (SPECIFY),HOUSEHOLD CHORES,NO,,,,,,NO,,,,,,,,
31536751,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,SMALL-SCALE TRADE & SERVICE PROVISION,,CIVIL SERVICE,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
31539670,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),HOUSE SERVANTS AND INFORMAL,,,NO,,,,,,,NO,,,,,,NO,,,,,,,,
31540419,PROFFESSIONAL OCCUPATIONS,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,TRANSPORT,,NO,,,,,,,YES,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS,,,NO,,,,,,,,
31545384,FARMING,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,"BEER BREWING, KACHASU",,NO,,,,,,,YES,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),INFORMAL EMPLOYMENT,NO,,,,,,,,
31546760,SMALL-SCALE TRADE & SERVICE PROVISION,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"BEER BREWING, KACHASU",,NO,,,,,,,YES,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLD SERVANTS,FARMING,,NO,,,,,,,,
31550254,PROFFESSIONAL OCCUPATIONS,,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,CIVIL SERVICE,,NO,,,,,,,YES,RURAL AREAS,OTHER (SPECIFY),"HOIUSEHOLD CHORES, GARDEN",,,NO,,,,,,,,
31552686,LARGE SCALE-SCALE COMMERCIAL INDUSTRY,,"HANDICRAFT PRODUCTION,SMALL SCALE-INDUSTRY",,SMALL-SCALE TRADE & SERVICE PROVISION,,NO,,,,,,,YES,RURAL AREAS,OTHER (SPECIFY),HOUSEHOLDS CHORES,,,NO,,,,,,,,
31554613,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),MOST RESIDENTS PICK INFORMAL,"BEER BREWING, KACHASU",,NO,,,,,,,NO,,,,,,NO,,,,,,,,
31555614,FARMING,,SMALL-SCALE TRADE & SERVICE PROVISION,,OTHER (SPECIFY),CASUAL LABOURERS,NO,,,,,,,YES,RURAL AREAS,OTHER (SPECIFY),HOUSE SERVANTS/GUARDS,,,NO,,,,,,,,
