HHID,case_id,qx_type,visit,ea_id,hh_r0a,hh_r0a_os,hh_r01,hh_r02a,hh_r02b,hh_r02c,hh_r03,hh_r04a,hh_r04b,hh_r04c,hh_r04d,hh_r04e,hh_r05a,hh_r05b,hh_r06,hh_r07a,hh_r07b
399,104052130100,Panel A,1,10405213,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
399,104052130100,Panel A,1,10405213,Other (Specify),,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Free Maize,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Free Food (other than Maize),,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,School Feeding Programme,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
397,104052130110,Panel A,1,10405213,Other (Specify),,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Free Maize,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Free Food (other than Maize),,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,School Feeding Programme,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
413,104052130122,Panel A,1,10405213,Other (Specify),,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Free Maize,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Free Food (other than Maize),,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,School Feeding Programme,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
407,104052130146,Panel A,1,10405213,Other (Specify),,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Free Maize,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Free Food (other than Maize),,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,School Feeding Programme,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
403,104052130162,Panel A,1,10405213,Other (Specify),,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Free Maize,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Free Food (other than Maize),,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,School Feeding Programme,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
393,104052130167,Panel A,1,10405213,Other (Specify),,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
424,105015050001,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
428,105015050002,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
442,105015050003,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
426,105015050004,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
434,105015050005,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
418,105015050006,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
420,105015050007,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,Yes,7000,0,,Entire household,,,,,,,,3,9,2010
438,105015050008,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
438,105015050008,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
444,105015050009,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
436,105015050010,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
414,105015050011,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
432,105015050012,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
416,105015050013,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
430,105015050014,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Tertiary Loan Scheme,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Direct Cash Transfers from Government,,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Other Direct Cash Transfers (Specify),,No,,,,,,,,,,,,,,
422,105015050015,Panel B,2,10501505,Other (Specify),,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Free Maize,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Free Food (other than Maize),,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Food/Cash-for-Work Programme,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Inputs-For-Work Programme,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,School Feeding Programme,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Free Distribution of Likuni Phala to Children and Mothers,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Supplementary Feeding for Malnourished Children at a Nutritional Rehabilitation Unit,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Scholarships/Bursaries for Secondary Education,,No,,,,,,,,,,,,,,
440,105015050016,Panel B,2,10501505,Scholarships for Tertiary Education,,No,,,,,,,,,,,,,,
