occ,y2_hhid,case_id,qx_type,interview_status,ag_a21,ag_a23a_1,ag_a23a_2,ag_a23a_3,ag_a23a_4,ag_a23a_5,ag_a23a_6,ag_a23a_7,ag_a23a_8,ag_a23b_1,ag_a23b_2,ag_a23b_3,ag_a23b_4,ag_a23b_5,ag_a23b_6,ag_a23b_7,ag_a23b_8,ag_a23c_1,ag_a23c_2,ag_a23c_3,ag_a23c_4,ag_a23c_5,ag_a23c_6,ag_a23c_7,ag_a23c_8,ag_a24,ag_a26a,ag_a26b,ag_a26c,ag_a27,ag_a29a,ag_a29b,ag_a29c,ag_a35,ag_a37a_1,ag_a37a_2,ag_a37a_3,ag_a37a_4,ag_a37a_5,ag_a37a_6,ag_a37a_7,ag_a37a_8,ag_a37b_1,ag_a37b_2,ag_a37b_3,ag_a37b_4,ag_a37b_5,ag_a37b_6,ag_a37b_7,ag_a37b_8,ag_a38,ag_a37c_1,ag_a37c_2,ag_a37c_3,ag_a37c_4,ag_a37c_5,ag_a37c_6,ag_a37c_7,ag_a37c_8,ag_a40a,ag_a40b,ag_a40c,ag_a41,ag_a43a,ag_a43b,ag_a43c,ag_a44,ag_a46a,ag_a46b,ag_a46c,ag_b0a,ag_b101,ag_e01,ag_f0a,ag_g0a,ag_i00,ag_k0a,ag_m101,ag_m102,ag_m102_1,ag_p0a,ag_q0a,ag_s101,ag_t01
1,0354-004,104018030196,PANEL B,Panel B - 2 Visits,21,22,6,2013,12,41,13,19,A-J,,,,,,,,,,,,,,,,,20,23,6,2013,29,18,8,2013,21,31,10,2013,8,10,8,40,"A,K,L,M,W,X1,X2",,,,,,,,,20,,,,,,,,,31,10,2013,49,20,11,2013,906,20,1,2014,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,0355-001,104010540121,PANEL A,Panel A - 2 Visits,23,2,5,2013,16,0,17,5,A-J,,,,,,,,,,,,,,,,,20,2,5,2013,29,12,5,2013,23,9,8,2013,14,14,14,48,"K,L,M,W,X1AND X-2",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,4,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0356-001,104018030146,PANEL B,Panel B - 2 Visits,24,24,5,2013,15,37,16,18,A-I,,,,,,,,,,,,,,,,,20,25,5,2013,,,,,24,10,9,2013,15,1,15,30,K-X-2,,,,,,,,,20,,,,,,,,,11,9,2013,29,1,11,2013,909,6,1,2014,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0357-001,104010540056,PANEL A,Panel A - 2 Visits,24,1,5,2013,14,22,16,1,A-J,,,,,,,,,,,,,,,,,20,1,5,2013,29,11,5,2013,24,9,8,2013,11,21,12,35,K-X,,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,3,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,YES,YES
1,0358-001,104018030079,PANEL B,Panel B - 2 Visits,21,26,5,2013,8,20,8,40,A-I,,,,,,,,,,,,,,,,,20,26,5,2013,29,3,6,2013,14,10,9,2013,12,21,13,11,A-X,,,,,,,,,20,,,,,,,,,11,9,2013,29,28,9,2013,906,11,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0359-001,104010540020,PANEL A,Panel A - 2 Visits,21,2,5,2013,16,21,16,47,A-I,,,,,,,,,,,,,,,,,20,2,5,2013,29,12,5,2013,22,9,8,2013,14,43,15,55,"A,K,L,M,T,U,V,W,X1-2",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,3,10,2013,NO,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,0360-001,104018030229,PANEL B,Panel B - 2 Visits,21,26,5,2013,9,36,10,30,A-J,,,,,,,,,,,,,,,,,20,26,5,2013,29,3,6,2013,14,10,9,2013,10,6,11,24,A-X,,,,,,,,,20,,,,,,,,,10,9,2013,29,28,9,2013,906,12,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,0360-003,104018030229,PANEL B,Panel B - Combined Visit,82,9,11,2013,10,20,11,43,VISIT 1,,,,,,,,,,,,,,,,,120,9,11,2013,99,25,11,2013,82,9,11,2013,11,43,12,20,VISIT 2,,,,,,,,,120,,,,,,,,,9,11,2013,99,26,11,2013,909,6,1,2014,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0361-001,104010540074,PANEL A,Panel A - 2 Visits,23,1,5,2013,17,44,18,30,A-J,,,,,,,,,,,,,,,,,20,1,5,2013,29,12,5,2013,23,9,8,2013,12,19,13,12,"K,L,M,W AND X",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,4,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,0363-001,104010540103,PANEL A,Panel A - 2 Visits,23,1,5,2013,13,28,14,12,A-J,,,,,,,,,,,,,,,,,20,1,5,2013,29,11,5,2013,23,9,8,2013,10,58,11,47,"K,L,M,W AND X",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,3,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0364-002,104018030028,PANEL B,Panel B - Combined Visit,64,30,9,2013,16,20,17,59,A TO J,,,,,,,,,,,,,,,,,100,17,10,2013,69,22,10,2013,64,30,9,2013,16,20,17,59,K TO X-2,,,,,,,,,100,,,,,,,,,17,10,2013,69,22,10,2013,909,8,1,2014,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
1,0364-003,104018030028,PANEL B,Panel B - 2 Visits,21,25,5,2013,8,23,8,51,A-I,,,,,,,,,,,,,,,,,20,26,5,2013,29,19,7,2013,14,11,9,2013,9,23,10,17,A-X,,,,,,,,,20,,,,,,,,,11,9,2013,29,30,10,2013,903,13,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0365-001,104010540133,PANEL A,Panel A - 2 Visits,23,2,5,2013,12,27,13,0,A-J,,,,,,,,,,,,,,,,,20,2,5,2013,29,11,5,2013,23,9,8,2013,15,14,15,5,"K,L,M,W,X-1 AND X-2",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,2,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0366-001,104018030045,PANEL B,Panel B - 2 Visits,12,17,7,2013,12,2,12,58,A-J,,,,,,,,,,,,,,,,,10,18,7,2013,19,24,7,2013,12,20,10,2013,10,45,11,42,KLMUVW&X,,,,,,,,,31,,,,,,,,,22,10,2013,19,23,10,2013,909,7,1,2014,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,0366-002,104018030045,PANEL B,Panel B - 2 Visits,22,24,5,2013,15,38,16,9,A-I,,,,,,,,,,,,,,,,,20,24,5,2013,29,3,6,2013,22,10,9,2013,14,32,15,43,AKLMNX1&X2,,,,,,,,,20,,,,,,,,,10,9,2013,29,28,9,2013,906,11,12,2013,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0368-001,104018030280,PANEL B,Panel B - 2 Visits,22,24,5,2013,12,11,13,8,A-I,25,5,2013,9,10,9,59,B1 & C,,,,,,,,,20,25,5,2013,29,3,6,2013,22,10,9,2013,6,0,6,58,AKLMWX1&X2,,,,,,,,,20,,,,,,,,,11,9,2013,29,27,9,2013,906,11,12,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0369-001,104010540102,PANEL A,Panel A - 2 Visits,21,1,5,2013,12,1,12,30,A-J,,,,,,,,,,,,,,,,,20,1,5,2013,,11,5,2013,21,9,8,2013,11,4,12,0,"A,K,L,M,T,U,V,W,X,1,",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,2,10,2013,NO,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,0371-001,104010540173,PANEL A,Panel A - 2 Visits,22,2,5,2013,12,41,13,35,A-J,,,,,,,,,,,,,,,,,20,2,5,2013,,,,,22,9,8,2013,12,40,13,30,"A,K,LM,T,U,X,W,X1-2",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,7,10,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,0372-003,104018030061,PANEL B,Panel B - Combined Visit,62,12,9,2013,15,26,15,55,A-J,,,,,,,,,,,,,,,,,100,16,9,2013,69,17,9,2013,62,12,9,2013,15,57,16,34,K-X2,,,,,,,,,100,,,,,,,,,16,9,2013,69,17,9,2013,904,9,1,2014,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0373-001,104010540084,PANEL A,Panel A - 2 Visits,21,1,5,2013,15,30,16,1,A-J,,,,,,,,,,,,,,,,,20,1,5,2013,29,11,5,2013,21,9,8,2013,12,28,13,5,"A,K,L,M,W,X1,X2",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,3,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0374-001,104018030112,PANEL B,Panel B - 2 Visits,24,26,5,2013,8,6,10,3,A-I,,,,,,,,,,,,,,,,,20,27,5,2013,29,26,6,2013,24,11,9,2013,10,16,11,5,A-X,,,,,,,,,20,,,,,,,,,11,9,2013,29,31,10,2013,909,6,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0375-001,104010540027,PANEL A,Panel A - 2 Visits,82,6,6,2013,8,13,9,45,ALL,,,,,,,,,,,,,,,,,80,6,6,2013,89,10,6,2013,111,21,10,2013,10,50,11,58,K-X-2,,,,,,,,,130,,,,,,,,,22,10,2013,89,22,10,2013,914,7,1,2014,YES,YES,NO,YES,YES,YES,YES,YES,NO,,YES,YES,NO,YES
1,0376-001,104018030213,PANEL B,Panel B - 2 Visits,21,24,5,2013,14,15,14,42,A-I,,,,,,,,,,,,,,,,,20,24,5,2013,29,3,6,2013,23,10,9,2013,12,50,13,25,"A,K,L,M,W & X",,,,,,,,,20,,,,,,,,,11,9,2013,29,28,9,2013,906,12,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0379-001,104010540127,PANEL A,Panel A - 2 Visits,21,2,5,2013,12,32,13,36,A-J,,,,,,,,,,,,,,,,,20,2,5,2013,29,12,5,2013,21,9,8,2013,13,40,14,36,"A,K,L,M,W,X1,X2,X3,X",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,4,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0380-001,104018030129,PANEL B,Panel B - 2 Visits,21,24,5,2013,9,26,9,56,A-I,,,,,,,,,,,,,,,,,20,24,5,2013,29,3,6,2013,23,10,9,2013,10,23,11,9,"A,K,L,M,W, & X",,,,,,,,,20,,,,,,,,,11,9,2013,29,27,9,2013,906,11,12,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0381-001,104010540081,PANEL A,Panel A - 2 Visits,24,2,5,2013,13,22,15,54,A-J,,,,,,,,,,,,,,,,,20,2,5,2013,,11,5,2013,24,9,8,2013,13,26,14,16,K-X,,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,3,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,0383-001,104010540099,PANEL A,Panel A - 2 Visits,22,1,5,2013,13,11,14,14,A-J,,,,,,,,,,,,,,,,,20,1,5,2013,29,13,5,2013,22,9,8,2013,11,9,12,10,"A,K,L,M,T,U,V,W,X,X2",,,,,,,,,20,,,,,,,,,10,8,2013,29,9,9,2013,903,4,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,0384-001,104040060017,PANEL B,Panel B - 2 Visits,12,26,6,2013,7,16,8,2,A-J,,,,,,,,,,,,,,,,,10,27,6,2013,19,29,6,2013,12,2,10,2013,9,0,9,54,KLMTUVW & X,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,5,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,0386-001,104040060034,PANEL B,Panel B - 2 Visits,11,26,6,2013,8,30,9,24,ALL,,,,,,,,,,,,,,,,,10,27,6,2013,19,28,6,2013,11,2,10,2013,11,36,12,29,ALL,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,4,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,0387-001,104050090011,PANEL A,Panel A - 2 Visits,22,17,7,2013,16,11,17,0,A-J,,,,,,,,,,,,,,,,,20,17,7,2013,29,24,7,2013,22,18,10,2013,9,6,9,55,AKLMWX1&X2,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,14,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0388-001,104040060008,PANEL B,Panel B - 2 Visits,13,27,6,2013,6,42,7,26,A-J,,,,,,,,,,,,,,,,,10,28,6,2013,19,29,6,2013,13,2,10,2013,8,57,9,53,K-X1,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,5,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0389-001,104050090054,PANEL A,Panel A - 2 Visits,21,17,7,2013,16,20,16,51,A-J,,,,,,,,,,,,,,,,,20,17,7,2013,29,23,7,2013,23,20,10,2013,10,57,11,59,K-M & T-X,,,,,,,,,20,,,,,,,,,21,10,2013,29,23,10,2013,915,12,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0390-001,104040060065,PANEL B,Panel B - 2 Visits,12,26,6,2013,9,13,9,49,A-J,,,,,,,,,,,,,,,,,10,27,6,2013,19,29,6,2013,12,2,10,2013,12,45,13,34,KLMTUVW & X,,,,,,,,,31,,,,,,,,,3,10,2013,19,2,10,2013,906,4,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,0391-002,104050090093,PANEL A,Panel A - 2 Visits,21,17,7,2013,11,19,11,40,A-I,,,,,,,,,,,,,,,,,20,17,7,2013,29,25,7,2013,23,20,10,2013,14,31,15,10,"K-M,W-X",,,,,,,,,20,,,,,,,,,21,10,2013,29,23,10,2013,915,14,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0392-001,104040060056,PANEL B,Panel B - 2 Visits,11,27,6,2013,12,15,13,0,ALL,,,,,,,,,,,,,,,,,10,28,6,2013,19,29,6,2013,11,3,10,2013,13,40,14,32,ALL,,,,,,,,,31,,,,,,,,,3,10,2013,19,6,10,2013,903,27,12,2013,NO,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,0393-001,104050090167,PANEL A,Panel A - 2 Visits,23,17,7,2013,8,45,9,17,A-I,,,,,,,,,,,,,,,,,20,17,7,2013,29,23,7,2013,23,18,10,2013,11,28,12,6,K-M & W-X,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,13,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,YES,YES
1,0394-001,104040060043,PANEL B,Panel B - 2 Visits,14,27,6,2013,12,52,13,6,A-I,,,,,,,,,,,,,,,,,10,28,6,2013,19,29,6,2013,21,2,10,2013,12,7,12,52,"A,K,M1,T,U,V,W,X1,X4",,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,5,12,2013,NO,NO,NO,NO,NO,YES,NO,NO,,,,,YES,YES
1,0395-001,104050090081,PANEL A,Panel A - 2 Visits,22,28,7,2013,14,3,14,40,A-J,,,,,,,,,,,,,,,,,20,29,7,2013,29,16,8,2013,21,29,10,2013,16,12,16,56,"A,K,L,M,W,X1,X2,X3,X",,,,,,,,,20,,,,,,,,,29,10,2013,49,20,11,2013,914,18,1,2014,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,0395-006,104050090081,PANEL A,Panel A - 2 Visits,24,28,7,2013,13,25,13,59,A-J,,,,,,,,,,,,,,,,,20,29,7,2013,29,4,8,2013,24,18,10,2013,12,7,12,41,K-X-2,,,,,,,,,20,,,,,,,,,19,10,2013,29,31,10,2013,914,4,1,2014,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,0396-001,104040060012,PANEL B,Panel B - 2 Visits,11,26,6,2013,6,35,7,23,ALL,,,,,,,,,,,,,,,,,10,27,6,2013,19,28,6,2013,11,2,10,2013,8,38,9,30,ALL,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,4,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0397-001,104050090110,PANEL A,Panel A - 2 Visits,24,28,7,2013,10,48,11,20,A-I,,,,,,,,,,,,,,,,,20,29,7,2013,119,22,11,2013,11,31,10,2013,7,41,8,28,ALL,,,,,,,,,20,,,,,,,,,31,10,2013,119,22,11,2013,909,9,1,2014,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0398-001,104040060052,PANEL B,Panel B - 2 Visits,14,27,6,2013,10,56,11,36,A-J,,,,,,,,,,,,,,,,,10,28,6,2013,19,29,6,2013,21,3,10,2013,8,50,9,44,"A,K,L,M,T,U,V,W,X1,X",,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,6,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0398-004,104040060052,PANEL B,Panel B - Combined Visit,21,27,10,2013,10,2,11,29,ALL,,,,,,,,,,,,,,,,,31,27,10,2013,19,29,10,2013,21,27,10,2013,10,2,11,29,ALL,,,,,,,,,31,,,,,,,,,27,10,2013,19,29,10,2013,909,7,1,2014,NO,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,0399-001,104050090100,PANEL A,Panel A - 2 Visits,21,17,7,2013,7,47,8,19,A-J,,,,,,,,,,,,,,,,,20,17,7,2013,29,24,7,2013,23,20,10,2013,9,0,10,22,K-S-I&T-X,,,,,,,,,20,,,,,,,,,21,10,2013,29,23,10,2013,915,14,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
1,0400-001,104040060079,PANEL B,Panel B - 2 Visits,23,27,7,2013,14,30,15,6,A-I,,,,,,,,,,,,,,,,,20,28,7,2013,29,4,8,2013,10,31,10,2013,12,40,13,26,K-X-4,,,,,,,,,20,,,,,,,,,31,10,2013,99,6,12,2013,914,20,1,2014,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0401-001,104050090045,PANEL A,Panel A - 2 Visits,21,16,7,2013,11,25,12,21,A-J,,,,,,,,,,,,,,,,,20,16,7,2013,29,24,7,2013,23,20,10,2013,7,20,8,15,"K-M,T-X",,,,,,,,,20,,,,,,,,,21,10,2013,29,23,10,2013,915,14,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0401-004,104050090045,PANEL A,Panel A - 2 Visits,22,27,7,2013,14,57,15,26,A-I,,,,,,,,,,,,,,,,,20,28,7,2013,29,4,8,2013,22,31,10,2013,9,59,11,11,AKLMWX&X2,,,,,,,,,20,,,,,,,,,31,10,2013,49,20,11,2013,902,18,1,2014,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0402-001,104040060074,PANEL B,Panel B - 2 Visits,12,27,6,2013,11,1,11,31,A-J,,,,,,,,,,,,,,,,,10,28,6,2013,19,29,6,2013,12,3,10,2013,9,15,9,41,KLMW & X,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,4,12,2013,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,NO
1,0403-001,104050090162,PANEL A,Panel A - 2 Visits,23,17,7,2013,10,57,11,40,A-I,,,,,,,,,,,,,,,,,20,18,7,2013,29,24,7,2013,23,18,10,2013,12,38,13,24,"K-M,T-X",,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,14,11,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0404-001,104040060021,PANEL B,Panel B - 2 Visits,13,26,6,2013,8,33,9,27,A-J,,,,,,,,,,,,,,,,,10,27,6,2013,19,29,6,2013,13,2,10,2013,13,55,15,9,K-X_4,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,5,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0405-001,104050090062,PANEL A,Panel A - 2 Visits,24,16,7,2013,13,37,15,37,A-J,,,,,,,,,,,,,,,,,20,16,7,2013,29,25,7,2013,24,18,10,2013,8,45,9,54,K-X-2,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,15,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,NO,,YES,YES,YES,YES
1,0407-001,104050090146,PANEL A,Panel A - 2 Visits,23,17,7,2013,14,45,15,36,A-J,,,,,,,,,,,,,,,,,20,17,7,2013,29,23,7,2013,23,18,10,2013,14,52,16,25,K-X,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,13,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES
1,0408-001,104040060061,PANEL B,Panel B - 2 Visits,11,27,6,2013,7,25,8,20,ALL,,,,,,,,,,,,,,,,,10,28,6,2013,19,28,6,2013,11,3,10,2013,8,50,9,38,ALL,,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,4,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0409-001,104050090039,PANEL A,Panel A - 2 Visits,23,16,7,2013,12,25,13,54,A-J,,,,,,,,,,,,,,,,,20,16,7,2013,29,23,7,2013,23,18,10,2013,8,53,10,31,K-X,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,13,11,2013,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES
1,0409-003,104050090039,PANEL A,Panel A - 2 Visits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0410-001,104040060030,PANEL B,Panel B - 2 Visits,13,26,6,2013,11,22,12,9,A-X,,,,,,,,,,,,,,,,,10,27,6,2013,19,29,6,2013,13,3,10,2013,9,10,10,28,K-X4,,,,,,,,,31,,,,,,,,,3,10,2013,19,6,10,2013,906,5,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,YES,YES
1,0411-001,104050090003,PANEL A,Panel A - 2 Visits,22,17,7,2013,10,3,10,46,A-I,,,,,,,,,,,,,,,,,20,17,7,2013,29,22,7,2013,22,18,10,2013,7,12,8,15,AKLMTUVWX1&X2,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,12,11,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,YES
1,0411-005,104050090003,PANEL A,Panel A - 2 Visits,22,27,7,2013,11,14,11,40,A-I,,,,,,,,,,,,,,,,,20,28,7,2013,29,4,8,2013,22,18,10,2013,11,38,12,39,AKLMTUVWX1&X2,,,,,,,,,20,,,,,,,,,19,10,2013,49,20,11,2013,906,20,1,2014,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,0412-001,104040060083,PANEL B,Panel B - 2 Visits,14,26,6,2013,8,22,9,17,A-J,,,,,,,,,,,,,,,,,10,27,6,2013,19,29,6,2013,21,2,10,2013,9,8,10,0,"A,K-X_4",,,,,,,,,31,,,,,,,,,3,10,2013,19,5,10,2013,906,6,12,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,YES
1,0413-001,104050090122,PANEL A,Panel A - 2 Visits,24,17,7,2013,10,10,10,51,A-I,,,,,,,,,,,,,,,,,20,17,7,2013,29,24,7,2013,24,18,10,2013,10,50,11,15,K-X-2,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,14,11,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,0414-001,105011280011,PANEL B,Panel B - 2 Visits,21,15,5,2013,9,5,9,47,A-I,,,,,,,,,,,,,,,,,20,16,5,2013,29,23,5,2013,14,23,8,2013,11,5,11,41,A-X,,,,,,,,,20,,,,,,,,,24,8,2013,29,7,9,2013,914,16,10,2013,YES,YES,YES,YES,YES,NO,YES,NO,,,,,NO,NO
1,0415-001,104050090019,PANEL A,Panel A - 2 Visits,22,16,7,2013,13,17,14,16,A-I,,,,,,,,,,,,,,,,,20,16,7,2013,29,24,7,2013,22,18,10,2013,10,20,11,11,AKLMSITUVWX1&X2,,,,,,,,,20,,,,,,,,,19,10,2013,29,23,10,2013,915,15,11,2013,YES,YES,NO,NO,YES,NO,YES,NO,,,,,YES,YES
1,0416-001,105011280013,PANEL B,Panel B - 2 Visits,22,15,5,2013,13,32,14,49,A-J,,,,,,,,,,,,,,,,,20,16,5,2013,29,23,5,2013,22,23,8,2013,9,37,10,11,"A,KLM,W,X1&X2",,,,,,,,,20,,,,,,,,,24,8,2013,29,15,9,2013,914,14,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0417-002,105010870049,PANEL A,Panel A - 2 Visits,23,8,6,2013,14,14,15,12,A-J,,,,,,,,,,,,,,,,,20,9,6,2013,29,26,6,2013,23,26,9,2013,13,30,15,9,ABKLMNOPQRSW&X,,,,,,,,,20,,,,,,,,,27,9,2013,119,31,10,2013,915,6,1,2014,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,0418-001,105011280006,PANEL B,Panel B - 2 Visits,24,15,5,2013,9,29,10,32,A-I,,,,,,,,,,,,,,,,,20,16,5,2013,29,24,5,2013,24,23,8,2013,11,2,11,36,K-X,,,,,,,,,20,,,,,,,,,24,8,2013,29,17,9,2013,914,16,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,YES
1,0419-001,105010870069,PANEL A,Panel A - 2 Visits,23,21,5,2013,12,3,13,2,A-J,,,,,,,,,,,,,,,,,20,22,5,2013,29,29,5,2013,23,28,8,2013,12,30,13,54,KLMNOPQRSW&X,,,,,,,,,20,,,,,,,,,29,8,2013,29,19,9,2013,911,17,10,2013,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO
1,0419-002,105010870069,PANEL A,Panel A - 2 Visits,23,3,6,2013,12,15,12,56,A-J,,,,,,,,,,,,,,,,,20,4,6,2013,29,26,6,2013,24,28,8,2013,13,11,13,38,K-X-2,,,,,,,,,20,,,,,,,,,29,8,2013,29,31,10,2013,906,7,1,2014,YES,YES,NO,YES,YES,YES,YES,NO,,,,,NO,YES
1,0420-001,105011280007,PANEL B,Panel B - 2 Visits,24,16,5,2013,9,0,10,20,A-J,,,,,,,,,,,,,,,,,20,17,5,2013,29,23,5,2013,24,23,8,2013,9,5,9,27,K-X,,,,,,,,,20,,,,,,,,,24,8,2013,29,18,9,2013,914,17,10,2013,YES,YES,YES,YES,YES,YES,YES,NO,,,,,NO,NO
1,0421-001,105010870131,PANEL A,Panel A - 2 Visits,22,22,5,2013,10,17,10,51,A-I,,,,,,,,,,,,,,,,,20,23,5,2013,29,29,5,2013,22,28,8,2013,11,13,11,46,"A,KLMWX1&X2",,,,,,,,,20,,,,,,,,,29,8,2013,29,19,9,2013,911,18,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
1,0422-001,105011280015,PANEL B,Panel B - 2 Visits,23,15,5,2013,10,41,11,46,A-I,,,,,,,,,,,,,,,,,20,16,5,2013,29,24,5,2013,23,23,8,2013,13,17,13,55,"K,L,M,W & X",,,,,,,,,20,,,,,,,,,16,5,2013,29,16,9,2013,914,14,10,2013,YES,YES,NO,YES,YES,NO,YES,NO,,,,,NO,NO
