HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e15_os,hh_e16,hh_e17,hh_e18,hh_e19a,hh_e19b,hh_e20a,hh_e20b,hh_e21,hh_e21_os,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26a,hh_e26b,hh_e27,hh_e28a,hh_e28b,hh_e29,hh_e30,hh_e31,hh_e32,hh_e33a,hh_e33b,hh_e34a,hh_e34b,hh_e35,hh_e36,hh_e37,hh_e38,hh_e39,hh_e40a,hh_e40b,hh_e41,hh_e42a,hh_e42b,hh_e43,hh_e44,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e49_os,hh_e50,hh_e51,hh_e52,hh_e53,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59,hh_e60,hh_e61,hh_e62,hh_e63,hh_e64,hh_e65
340,104015220019,Panel B,2,034001,1,10401522,1,,Yes,,0,0,15,0,0,0,0,0,Yes,,,,,,Yes,ESTATE TENANT,Agriculture and animal husbandry worker,TOBACCO GROWING,11,Private Individual,,8,4,48,8000,1,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
340,104015220019,Panel B,2,034002,2,10401522,2,,Yes,,1,0,8,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
340,104015220019,Panel B,2,034003,3,10401522,3,,No,1,1,0,12,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
340,104015220019,Panel B,2,034004,4,10401522,4,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,104015220038,Panel B,2,033801,1,10401522,1,,Yes,,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
338,104015220038,Panel B,2,033802,2,10401522,2,,No,1,2,1,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
338,104015220038,Panel B,2,033804,4,10401522,4,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
338,104015220038,Panel B,2,033805,5,10401522,5,,No,1,2,1,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
338,104015220038,Panel B,2,033806,6,10401522,6,,No,1,2,1,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
338,104015220038,Panel B,2,033807,7,10401522,7,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032401,1,10401522,1,,Yes,,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032402,2,10401522,2,,No,1,2,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032403,3,10401522,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032404,4,10401522,4,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032405,5,10401522,5,,No,1,1,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032406,6,10401522,6,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032407,7,10401522,7,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032408,8,10401522,8,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
324,104015220041,Panel B,2,032409,9,10401522,9,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,104015220041,Panel B,2,032410,10,10401522,10,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
330,104015220042,Panel B,2,033001,1,10401522,1,,Yes,,1,1,0,0,0,0,0,0,No,No,,,No,No,Yes,EMPLOYED FARMER,Agriculture and animal husbandry worker,MR LUHANGA,96,Private Individual,,11,4,10,2000,1,Month,500,1,Week,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
330,104015220042,Panel B,2,033002,2,10401522,2,,No,1,0,1,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
332,104015220054,Panel B,2,033201,1,10401522,1,,Yes,,0,0,12,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
332,104015220054,Panel B,2,033202,2,10401522,2,,Yes,,1,0,14,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
332,104015220054,Panel B,2,033203,3,10401522,3,,No,1,.5,0,10,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
332,104015220054,Panel B,2,033204,4,10401522,4,,No,1,1,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
332,104015220054,Panel B,2,033205,5,10401522,5,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,104015220055,Panel B,2,034201,1,10401522,1,,No,2,0,0,6,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
342,104015220055,Panel B,2,034202,2,10401522,2,,Yes,,1,0,12,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
342,104015220055,Panel B,2,034204,4,10401522,4,,No,2,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
342,104015220055,Panel B,2,034205,5,10401522,5,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
342,104015220055,Panel B,2,034206,6,10401522,6,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031801,1,10401522,1,,Yes,,0,0,12,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031802,2,10401522,2,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031803,3,10401522,3,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031804,4,10401522,4,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031805,5,10401522,5,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031806,6,10401522,6,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031807,7,10401522,7,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031808,8,10401522,8,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031809,9,10401522,9,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031810,10,10401522,10,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
318,104015220061,Panel B,2,031811,11,10401522,11,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,104015220061,Panel B,2,031812,12,10401522,12,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,104015220063,Panel B,2,032601,1,10401522,1,,Yes,,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
326,104015220063,Panel B,2,032602,2,10401522,2,,No,1,2,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
326,104015220063,Panel B,2,032603,3,10401522,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
326,104015220063,Panel B,2,032604,4,10401522,4,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
326,104015220063,Panel B,2,032605,5,10401522,5,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
326,104015220063,Panel B,2,032606,6,10401522,6,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,104015220063,Panel B,2,032607,7,10401522,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,104015220063,Panel B,2,032608,8,10401522,8,,No,1,2,.5,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
322,104015220065,Panel B,2,032201,1,10401522,1,,Yes,,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,1,3,3,200,No,,,,,
322,104015220065,Panel B,2,032202,2,10401522,2,,No,1,0,.5,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
322,104015220065,Panel B,2,032203,3,10401522,3,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
322,104015220065,Panel B,2,032204,4,10401522,4,,No,1,2,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
322,104015220065,Panel B,2,032205,5,10401522,5,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,104015220065,Panel B,2,032206,6,10401522,6,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,104015220065,Panel B,2,032207,7,10401522,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,104015220068,Panel B,2,033601,1,10401522,1,,No,2,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
336,104015220068,Panel B,2,033602,2,10401522,2,,Yes,,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
336,104015220068,Panel B,2,033603,3,10401522,3,,No,2,.5,.5,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
336,104015220068,Panel B,2,033604,4,10401522,4,,No,2,.5,.5,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
336,104015220068,Panel B,2,033605,5,10401522,5,,No,2,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
336,104015220068,Panel B,2,033606,6,10401522,6,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
336,104015220068,Panel B,2,033607,7,10401522,7,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,104015220068,Panel B,2,033608,8,10401522,8,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,104015220068,Panel B,2,033609,9,10401522,9,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
348,104015220087,Panel B,2,034801,1,10401522,1,,Yes,,0,0,.5,0,0,0,3,0,Yes,,,,,,Yes,TENANT,Agriculture and animal husbandry worker,TIYEZGE ESTATE,11,Private Individual,,8,4,24,82000,8,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,2,1,6,70,No,,,,,
348,104015220087,Panel B,2,034802,2,10401522,2,,No,1,.5,.5,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,3,3,4,120,No,,,,,
348,104015220087,Panel B,2,034803,3,10401522,3,,No,1,.5,0,.5,0,0,6,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,1,2,7,100,No,,,,,
348,104015220087,Panel B,2,034804,4,10401522,4,,No,1,.5,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
348,104015220087,Panel B,2,034805,5,10401522,5,,No,1,0,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
348,104015220087,Panel B,2,034806,6,10401522,6,,No,1,0,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
348,104015220087,Panel B,2,034807,7,10401522,7,,No,1,0,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
348,104015220087,Panel B,2,034808,8,10401522,8,,No,1,0,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
348,104015220087,Panel B,2,034809,9,10401522,9,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,104015220087,Panel B,2,034810,10,10401522,10,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,104015220088,Panel B,2,032001,1,10401522,1,,Yes,,.5,0,.5,0,0,0,7,0,Yes,,,,,,Yes,TENANT,Agriculture and animal husbandry worker,TIYEZGE ESTATE,11,Private Individual,,7,4,18,75000,7,Month,8000,8,Month,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
320,104015220088,Panel B,2,032002,2,10401522,2,,Yes,,0,.5,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
320,104015220088,Panel B,2,032003,3,10401522,3,,No,2,0,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
320,104015220088,Panel B,2,032004,4,10401522,4,,No,2,0,0,.5,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
328,104015220091,Panel B,2,032801,1,10401522,1,,Yes,,0,0,0,0,0,1,4,0,Yes,,,,,,Yes,TENANT,Agriculture and animal husbandry worker,TIYEZGE ESTATE,11,Private Individual,,8,4,8,78000,8,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,1,1,4,100,No,,,,,
328,104015220091,Panel B,2,032802,2,10401522,2,,Yes,,1,.5,0,0,0,2,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,2,4,3,120,No,,,,,
328,104015220091,Panel B,2,032803,3,10401522,3,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,Yes,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
328,104015220091,Panel B,2,032804,4,10401522,4,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,Yes,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
328,104015220091,Panel B,2,032805,5,10401522,5,,No,2,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
328,104015220091,Panel B,2,032806,6,10401522,6,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,104015220092,Panel B,2,033401,1,10401522,1,,Yes,,0,0,0,0,0,0,14,0,Yes,,,,,,Yes,TENANT,Agriculture and animal husbandry worker,TIYEZGE ESTATE,11,Private Individual,,6,4,12,66000,6,Month,0,,,No,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
334,104015220092,Panel B,2,033402,2,10401522,2,,No,1,1,.5,0,0,0,0,0,0,No,No,,,No,Yes,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,4,2,6,80,No,,,,,
334,104015220092,Panel B,2,033403,3,10401522,3,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
334,104015220092,Panel B,2,033404,4,10401522,4,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,104015220092,Panel B,2,033405,5,10401522,5,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,104041860008,Panel B,2,038801,1,10404186,1,,Yes,,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
388,104041860008,Panel B,2,038802,2,10404186,2,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
388,104041860008,Panel B,2,038803,3,10404186,3,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
388,104041860008,Panel B,2,038804,4,10404186,4,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
388,104041860008,Panel B,2,038805,5,10404186,5,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
396,104041860012,Panel B,2,039601,1,10404186,1,,Yes,,0,0,42,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
396,104041860012,Panel B,2,039602,2,10404186,2,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,Yes,1,1,0,Yes,14
396,104041860012,Panel B,2,039603,3,10404186,3,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Yes,2,2,5,500,Yes,1,1,0,Yes,14
396,104041860012,Panel B,2,039604,4,10404186,4,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,Yes,1,1,0,Yes,14
396,104041860012,Panel B,2,039605,5,10404186,5,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,Yes,1,1,0,Yes,14
396,104041860012,Panel B,2,039606,6,10404186,6,,No,1,.5,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,Yes,1,1,0,Yes,14
396,104041860012,Panel B,2,039607,7,10404186,7,,No,1,0,0,0,0,0,0,0,0,No,No,,,No,No,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
396,104041860012,Panel B,2,039608,8,10404186,8,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,104041860017,Panel B,2,038401,1,10404186,1,,Yes,,0,0,35,0,0,0,0,0,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
384,104041860017,Panel B,2,038402,2,10404186,2,,No,1,0,0,0,0,0,0,0,0,No,Yes,Not farming season,,,,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,,,,,No,,,,,
384,104041860017,Panel B,2,038403,3,10404186,3,X,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
