HHID,case_id,qx_type,visit,ea_id,hh_o00,hh_o0a,hh_o0b,hh_o02,hh_o03,hh_o04,hh_o05,hh_o06,hh_o07a,hh_o07b,hh_o08a,hh_o08b,hh_o09,hh_o09_os,hh_o10a,hh_o10b,hh_o11,hh_o12,hh_o13,hh_o14,hh_o15,hh_o16,hh_o16_os,hh_o17
640,107343700327,Panel B,2,10734370,No,,,,,,,,,,,,,,,,,,,,,,,
660,107343700346,Panel B,2,10734370,No,,,,,,,,,,,,,,,,,,,,,,,
666,107343700385,Panel B,2,10734370,Yes,2,1,27,Female,form4,Yes,2006,Mzuzu City,Mzuzu City,4,Year,House work,,,,No,,,,No,,,
666,107343700385,Panel B,2,10734370,Yes,2,2,23,Female,form2,Yes,2008,Mulanje,Mulanje,2,Year,House work,,,,No,,,,No,,,
646,107343700404,Panel B,2,10734370,No,,,,,,,,,,,,,,,,,,,,,,,
663,107347620013,Panel A,1,10734762,Yes,1,1,27,Female,form4,Yes,2002,Mzuzu City,Mzuzu City,8,Year,Working,,SALES LADY(PEP),45,Yes,Twice or more per month,1000,,Yes,Semi-annually,,150000
663,107347620013,Panel A,1,10734762,Yes,1,2,25,Female,form2,Yes,2002,Mzuzu City,Mzuzu City,8,Year,House work,,,,No,,,,No,,,
663,107347620013,Panel A,1,10734762,Yes,1,3,22,Female,form3,Yes,2010,Mzuzu City,Mzuzu City,8,Month,House work,,,,No,,,,No,,,
643,107347620016,Panel A,1,10734762,Yes,1,1,18,Male,form1,Yes,2010,Mzuzu City,Mzuzu City,3,Month,Working,,,,Yes,Other (specify),,1300,No,,,
641,107347620030,Panel A,1,10734762,Yes,2,1,15,Male,std4,No,,Mzuzu City,Mzuzu City,15,Year,Unemployed,,,,No,,,,No,,,
665,107347620031,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
647,107347620049,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
645,107347620061,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
659,107347620073,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
669,107347620104,Panel A,1,10734762,Yes,1,1,18,Female,std8,Yes,2009,Mzuzu City,Mzuzu City,17,Year,House work,,,,No,,,,Yes,Sporadically as needed,,2000
649,107347620143,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
667,107347620169,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
661,107347620222,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
655,107347620237,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
651,107347620278,Panel A,1,10734762,Yes,2,1,29,Male,std8,Yes,2001,Mzimba,Mzimba,9,Year,Unemployed,,,,No,,,,No,,,
651,107347620278,Panel A,1,10734762,Yes,2,2,26,Male,std7,Yes,2009,Mzimba,Mzimba,1,Year,Working,,BAR MAN,53,No,,,,No,,,
651,107347620278,Panel A,1,10734762,Yes,2,3,23,Male,std7,Yes,2005,Mzimba,Mzimba,5,Year,Working,,,,No,,,,No,,,
651,107347620278,Panel A,1,10734762,Yes,2,4,20,Male,std6,Yes,2009,Blantyre City,Blantyre City,6,Month,Working,,DRIVER,98,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,1,1,54,Female,form5,No,,Rumphi,Rumphi,40,Year,Unemployed,,,,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,2,2,48,Female,form3,Yes,2008,Mzuzu City,Mzuzu City,2,Year,Working,,,,No,,,,Yes,Sporadically as needed,,1600
653,107347620281,Panel A,1,10734762,Yes,2,3,46,Female,form5,Yes,1990,Mzuzu City,Mzuzu City,20,Year,House work,,,,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,2,4,41,Male,TC Yr 2,Yes,1987,Mzuzu City,Mzuzu City,23,Year,Working,,ELECTRICIAN,85,Yes,Sporadically as needed,,900,No,,,
653,107347620281,Panel A,1,10734762,Yes,2,5,38,Male,univ 2,Yes,1997,Lilongwe City,Lilongwe City,13,Year,Working,,AUDITOR,11,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,2,6,36,Female,form4,Yes,2004,Lilongwe City,Lilongwe City,6,Year,Student,,,,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,2,7,31,Male,univ 1,Yes,2006,Mzuzu City,Mzuzu City,4,Year,Working,,MEDICAL ASSISTANT,6,Yes,Sporadically as needed,,500,No,,,
653,107347620281,Panel A,1,10734762,Yes,1,8,33,Female,form1,No,,Mzuzu City,Mzuzu City,12,Year,House work,,,,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,1,9,31,Male,form2,No,,Mzimba,Mzimba,13,Year,Working,,,,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,1,10,29,Male,univ 4,No,,Zambia,Zambia,5,Month,Working,,SECONDARY TEACHER,13,No,,,,No,,,
653,107347620281,Panel A,1,10734762,Yes,1,11,25,Female,std8,No,,Mzuzu City,Mzuzu City,9,Year,House work,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,1,47,Male,form4,Yes,1976,Nkhatabay,Nkhatabay,34,Year,Working,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,2,44,Male,form4,Yes,1976,Nkhatabay,Nkhatabay,34,Year,Working,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,3,36,Male,form4,Yes,2009,Mzuzu City,Mzuzu City,1,Year,House work,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,4,35,Male,form3,Yes,2009,South Africa,South Africa,1,Year,Unemployed,,,,No,,,,Yes,Annually,,5000
671,107347620318,Panel A,1,10734762,Yes,1,5,31,Male,std8,Yes,2009,Mzuzu City,Mzuzu City,1,Year,Working,,CAPENTER,95,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,6,34,Male,form4,Yes,2009,Mzuzu City,Mzuzu City,1,Year,Unemployed,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,7,29,Female,form4,Yes,2009,Mzuzu City,Mzuzu City,1,Year,Unemployed,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,8,29,Male,form2,Yes,2009,Mzuzu City,Mzuzu City,1,Year,Working,,SECURITY GUARD AT MARY MO,58,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,9,41,Female,std7,Yes,1990,Mzuzu City,Mzuzu City,1,Year,House work,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,10,20,Female,std7,Yes,2009,Mzuzu City,Mzuzu City,1,Year,House work,,,,No,,,,No,,,
671,107347620318,Panel A,1,10734762,Yes,1,11,51,Female,form2,Yes,1975,Chitipa,Chitipa,35,Year,House work,,,,No,,,,No,,,
657,107347620346,Panel A,1,10734762,No,,,,,,,,,,,,,,,,,,,,,,,
685,107351730002,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
677,107351730020,Panel A,1,10735173,Yes,2,1,28,Female,std8,Yes,2007,Lilongwe,Lilongwe,3,Year,Unemployed,,,,No,,,,No,,,
677,107351730020,Panel A,1,10735173,Yes,2,2,22,Female,std8,Yes,2009,Mzimba,Mzimba,1,Year,Unemployed,,,,No,,,,No,,,
697,107351730052,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
691,107351730077,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
679,107351730088,Panel A,1,10735173,Yes,2,1,50,Female,form6,Yes,1980,Mzimba,Mzimba,30,Year,Working,,NURSE,6,Yes,Sporadically as needed,,18000,Yes,Monthly,,4000
679,107351730088,Panel A,1,10735173,Yes,2,2,47,Male,form4,Yes,1995,Mzimba,Mzimba,15,Year,Unemployed,,,,No,,,,No,,,
679,107351730088,Panel A,1,10735173,Yes,2,3,38,Male,form5,Yes,2005,Mzuzu City,Mzuzu City,5,Year,Working,,MERCHANIC,84,Yes,Sporadically as needed,,9000,Yes,Monthly,,3000
679,107351730088,Panel A,1,10735173,Yes,2,4,25,Male,form4,Yes,2007,South Africa,South Africa,3,Year,Student,,,,No,,,,Yes,Sporadically as needed,,5000
673,107351730095,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
695,107351730115,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
693,107351730116,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
699,107351730125,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
687,107351730128,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
701,107351730133,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
703,107351730145,Panel A,1,10735173,Yes,2,1,37,Female,std6,Yes,1993,Mzimba,Mzimba,17,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,3000
689,107351730156,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
683,107351730159,Panel A,1,10735173,Yes,1,1,18,Female,std8,No,,Karonga,Karonga,23,Year,House work,,,,Yes,Quarterly,,10000,No,,,
675,107351730166,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
681,107351730175,Panel A,1,10735173,No,,,,,,,,,,,,,,,,,,,,,,,
674,107365960001,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
684,107365960002,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
670,107365960003,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
680,107365960004,Panel B,2,10736596,Yes,1,1,26,Female,std6,Yes,1998,Mzimba,Mzimba,12,Year,House work,,,,No,,,,No,,,
688,107365960005,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
676,107365960006,Panel B,2,10736596,Yes,2,1,20,Female,std8,No,,Mzimba,Mzimba,20,Year,Unemployed,,,,No,,,,No,,,
676,107365960006,Panel B,2,10736596,Yes,2,,22,Male,std5,No,,Mzimba,Mzimba,22,Year,Unemployed,,,,No,,,,No,,,
676,107365960006,Panel B,2,10736596,Yes,2,,18,Male,std8,No,,Mzimba,Mzimba,18,Year,Unemployed,,,,No,,,,No,,,
700,107365960008,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
694,107365960009,Panel B,2,10736596,Yes,1,1,39,Female,std4,Yes,2003,Mzimba,Mzimba,7,Year,House work,,,,No,,,,Yes,Sporadically as needed,,5000
694,107365960009,Panel B,2,10736596,Yes,1,2,33,Female,std7,Yes,1994,Mzimba,Mzimba,16,Year,House work,,,,No,,,,No,,,
672,107365960010,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
698,107365960011,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
696,107365960012,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
682,107365960013,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
692,107365960014,Panel B,2,10736596,Yes,3,1,23,Female,std8,Yes,2005,Nkhatabay,Nkhatabay,5,Year,House work,,,,No,,,,No,,,
690,107365960015,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
686,107365960016,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
678,107365960017,Panel B,2,10736596,No,,,,,,,,,,,,,,,,,,,,,,,
709,107415040001,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
705,107415040009,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
735,107415040010,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
715,107415040027,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
727,107415040028,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
729,107415040048,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
731,107415040056,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
733,107415040057,Panel A,1,10741504,Yes,1,1,25,Female,form1,Yes,2002,Mzuzu City,Mzuzu City,8,Year,Working,,,,Yes,Sporadically as needed,,10000,Yes,Sporadically as needed,,3000
721,107415040060,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
719,107415040063,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
707,107415040065,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
723,107415040085,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
713,107415040109,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
725,107415040112,Panel A,1,10741504,Yes,1,1,26,Male,univ 4,Yes,2007,Lilongwe City,Lilongwe City,3,Year,Working,,BANK MANAGER (NB),11,Yes,Semi-annually,,27000,Yes,Quarterly,,7000
711,107415040115,Panel A,1,10741504,No,,,,,,,,,,,,,,,,,,,,,,,
717,107415040123,Panel A,1,10741504,Yes,1,1,35,Female,form1,Yes,2009,South Africa,South Africa,1,Year,House work,,,,No,,,,No,,,
717,107415040123,Panel A,1,10741504,Yes,1,2,34,Male,form4,Yes,2008,Mzuzu City,Mzuzu City,2,Year,Working,,WHOLESALE SALESMAN,49,Yes,Monthly,12000,,Yes,Quarterly,,7000
717,107415040123,Panel A,1,10741504,Yes,1,3,28,Male,form4,Yes,2010,Nkhatabay,Nkhatabay,7,Month,Working,,TAXI DRIVER,98,No,,,,Yes,Quarterly,,4000
710,107446490002,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
732,107446490017,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
724,107446490047,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
728,107446490062,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
730,107446490077,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
716,107446490092,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
708,107446490107,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
726,107446490122,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
704,107446490166,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
706,107446490181,Panel B,2,10744649,Yes,1,1,31,Male,form4,Yes,2000,Mzuzu City,Mzuzu City,10,Year,Unemployed,,,,No,,,,No,,,
706,107446490181,Panel B,2,10744649,Yes,1,2,29,Male,form2,Yes,2002,Mzuzu City,Mzuzu City,8,Year,Unemployed,,,,No,,,,No,,,
706,107446490181,Panel B,2,10744649,Yes,1,3,27,Male,form2,Yes,2004,Mzuzu City,Mzuzu City,6,Year,Unemployed,,,,No,,,,No,,,
720,107446490196,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
714,107446490211,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
722,107446490241,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
702,107446490256,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
718,107446490271,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
712,107446490300,Panel B,2,10744649,No,,,,,,,,,,,,,,,,,,,,,,,
741,107460330015,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
737,107460330142,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
751,107460330205,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
757,107460330211,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
755,107460330216,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
743,107460330292,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
767,107460330338,Panel A,1,10746033,Yes,1,1,32,Male,std4,Yes,2004,Mzuzu City,Mzuzu City,6,Year,Working,,GARDENER,99,No,,,,No,,,
739,107460330444,Panel A,1,10746033,Yes,1,1,25,Female,std4,No,,Chitipa,Chitipa,25,Year,Unemployed,,,,No,,,,No,,,
765,107460330482,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
763,107460330525,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
761,107460330536,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
745,107460330553,Panel A,1,10746033,Yes,1,1,39,Male,form4,No,,Lilongwe City,Lilongwe City,8,Year,Working,,ACCOUNTANT,11,No,,,,No,,,
745,107460330553,Panel A,1,10746033,Yes,1,2,34,Female,form2,No,,South Africa,South Africa,1,Year,Working,,HOUSE BOY,54,No,,,,No,,,
745,107460330553,Panel A,1,10746033,Yes,1,3,30,Female,form4,No,,Lilongwe City,Lilongwe City,6,Year,Unemployed,,,,Yes,Semi-annually,,2000,No,,,
759,107460330612,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
749,107460330629,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
753,107460330631,Panel A,1,10746033,No,,,,,,,,,,,,,,,,,,,,,,,
747,107460330646,Panel A,1,10746033,Yes,2,1,15,Female,std7,No,,Mzimba,Mzimba,15,Year,Student,,,,No,,,,No,,,
762,107462440014,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
746,107462440028,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
748,107462440042,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
756,107462440056,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
764,107462440085,Panel B,2,10746244,Yes,2,1,28,Male,form4,No,,Mzimba,Mzimba,3,Year,Working,,AGRICULTURE EXTENSION WOR,62,Yes,Semi-annually,,10000,No,,,
764,107462440085,Panel B,2,10746244,Yes,2,2,26,Female,std8,No,,Rumphi,Rumphi,6,Year,House work,,,,No,,,,No,,,
764,107462440085,Panel B,2,10746244,Yes,2,3,23,Male,std8,No,,Mzuzu City,Mzuzu City,6,Year,Working,,CARPENTER,95,Yes,Annually,,6000,No,,,
738,107462440099,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
736,107462440113,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
750,107462440127,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
754,107462440155,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
742,107462440169,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
740,107462440183,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
744,107462440197,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
752,107462440226,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
760,107462440240,Panel B,2,10746244,Yes,1,1,32,Male,std8,No,,Mzimba,Mzimba,32,Year,Unemployed,,,,No,,,,Yes,Sporadically as needed,,1000
758,107462440254,Panel B,2,10746244,Yes,1,1,38,Male,std7,Yes,1994,Mzimba,Mzimba,16,Year,Unemployed,,,,No,,,,No,,,
758,107462440254,Panel B,2,10746244,Yes,1,2,36,Female,std8,Yes,1997,Karonga,Karonga,13,Year,House work,,,,Yes,Monthly,3000,,Yes,Monthly,,24000
758,107462440254,Panel B,2,10746244,Yes,1,3,34,Female,form2,Yes,1998,Mzuzu City,Mzuzu City,12,Year,House work,,,,Yes,Semi-annually,,5000,Yes,Monthly,,12000
734,107462440282,Panel B,2,10746244,No,,,,,,,,,,,,,,,,,,,,,,,
778,201060420011,Panel B,2,20106042,Yes,1,1,43,Male,form4,Yes,1990,Lilongwe City,Lilongwe City,20,Year,Working,,SOLDIER,58,Yes,Monthly,2000,24000,No,,,
778,201060420011,Panel B,2,20106042,Yes,1,2,41,Male,form2,Yes,1992,Lilongwe City,Lilongwe City,18,Year,Working,,ELECRICIAN,85,Yes,Semi-annually,,15000,No,,,
778,201060420011,Panel B,2,20106042,Yes,1,3,39,Male,form6,Yes,1994,Zomba City,Zomba City,16,Year,Working,,ACCOUNTANT,11,Yes,Semi-annually,,12000,No,,,
778,201060420011,Panel B,2,20106042,Yes,1,4,32,Male,univ 4,Yes,1999,Zomba City,Zomba City,11,Year,Working,,AGRICULTURE FIELD OFFICER,19,Yes,Monthly,5000,60000,No,,,
796,201060420020,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
768,201060420028,Panel B,2,20106042,Yes,1,1,30,Male,std7,Yes,2007,Dedza,Dedza,3,Year,Unemployed,,,,No,,,,No,,,
768,201060420028,Panel B,2,20106042,Yes,1,2,25,Female,std5,Yes,2004,Kasungu,Kasungu,6,Year,House work,,,,No,,,,No,,,
768,201060420028,Panel B,2,20106042,Yes,1,3,23,Female,form2,Yes,2009,Kasungu,Kasungu,1,Year,Student,,,,No,,,,No,,,
770,201060420037,Panel B,2,20106042,Yes,2,1,23,Female,std4,Yes,2003,Kasungu,Kasungu,7,Year,House work,,,,Yes,Sporadically as needed,,5000,No,,,
770,201060420037,Panel B,2,20106042,Yes,2,2,15,Female,std5,Yes,2009,Kasungu,Kasungu,1,Year,House work,,,,Yes,Sporadically as needed,,6000,No,,,
766,201060420054,Panel B,2,20106042,Yes,1,1,34,Male,std8,Yes,2000,Kasungu,Kasungu,10,Year,Unemployed,,,,No,,,,No,,,
766,201060420054,Panel B,2,20106042,Yes,1,2,30,Male,std5,Yes,2001,Kasungu,Kasungu,9,Year,Unemployed,,,,No,,,,No,,,
766,201060420054,Panel B,2,20106042,Yes,1,3,28,Female,std8,Yes,2000,Kasungu,Kasungu,10,Year,Unemployed,,,,No,,,,No,,,
766,201060420054,Panel B,2,20106042,Yes,1,4,26,Female,std8,Yes,2000,Kasungu,Kasungu,10,Year,Unemployed,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,1,31,Male,form4,Yes,2005,Kasungu,Kasungu,5,Year,Unemployed,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,2,29,Female,form1,Yes,2003,Kasungu,Kasungu,7,Year,Unemployed,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,3,26,Male,form2,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,4,24,Male,form4,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,5,21,Male,form2,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,6,19,Male,std8,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,7,17,Female,std8,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
786,201060420063,Panel B,2,20106042,Yes,1,8,16,Female,form1,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
792,201060420071,Panel B,2,20106042,Yes,1,1,32,Female,std8,Yes,2003,Blantyre City,Blantyre City,7,Year,Unemployed,,,,No,,,,No,,,
792,201060420071,Panel B,2,20106042,Yes,1,2,29,Female,std8,Yes,2001,Kasungu,Kasungu,9,Year,Unemployed,,,,No,,,,No,,,
792,201060420071,Panel B,2,20106042,Yes,1,3,27,Female,std6,Yes,2003,Kasungu,Kasungu,7,Year,Unemployed,,,,No,,,,No,,,
792,201060420071,Panel B,2,20106042,Yes,1,4,24,Female,std8,Yes,2006,Kasungu,Kasungu,4,Year,Unemployed,,,,No,,,,No,,,
782,201060420074,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
776,201060420080,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
780,201060420097,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
772,201060420105,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
790,201060420114,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
788,201060420123,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
794,201060420140,Panel B,2,20106042,Yes,1,1,15,Female,std8,Yes,2008,Kasungu,Kasungu,2,Year,Student,,,,No,,,,No,,,
784,201060420148,Panel B,2,20106042,No,,,,,,,,,,,,,,,,,,,,,,,
774,201060420157,Panel B,2,20106042,Yes,2,1,27,Male,form4,Yes,2006,Ntcheu,Ntcheu,4,Year,Working,,PRISON WARDERER,58,Yes,Semi-annually,,3000,No,,,
774,201060420157,Panel B,2,20106042,Yes,2,2,25,Male,form4,Yes,2007,Kasungu,Kasungu,3,Year,Working,,STORE KEEPER,45,Yes,Semi-annually,,2000,No,,,
799,201106200004,Panel A,1,20110620,Yes,1,1,67,Female,std3,Yes,1983,Kasungu,Kasungu,27,Year,House work,,,,No,,,,No,,,
799,201106200004,Panel A,1,20110620,Yes,1,2,36,Male,form4,Yes,1996,Kasungu,Kasungu,14,Year,Unemployed,,,,Yes,Monthly,300,3600,No,,,
799,201106200004,Panel A,1,20110620,Yes,1,3,33,Female,std4,Yes,1988,Kasungu,Kasungu,22,Year,House work,,,,No,,,,No,,,
799,201106200004,Panel A,1,20110620,Yes,1,4,30,Female,std5,Yes,1990,Kasungu,Kasungu,20,Year,House work,,,,No,,,,Yes,Semi-annually,,500
799,201106200004,Panel A,1,20110620,Yes,1,5,28,Male,std7,Yes,1999,Kasungu,Kasungu,11,Year,Working,,,,Yes,Semi-annually,2500,,No,,,
799,201106200004,Panel A,1,20110620,Yes,1,6,26,Male,std7,Yes,2003,Kasungu,Kasungu,7,Year,Working,,FARM LABOURER,,No,,,,No,,,
797,201106200018,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
773,201106200021,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
783,201106200034,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
777,201106200058,Panel A,1,20110620,Yes,1,1,22,Male,std6,Yes,2008,Kasungu,Kasungu,2,Year,Unemployed,,,,No,,,,No,,,
777,201106200058,Panel A,1,20110620,Yes,1,2,22,Male,std6,Yes,2008,Kasungu,Kasungu,2,Year,Unemployed,,,,No,,,,No,,,
777,201106200058,Panel A,1,20110620,Yes,1,3,19,Female,std4,Yes,2009,Kasungu,Kasungu,1,Year,House work,,,,No,,,,No,,,
777,201106200058,Panel A,1,20110620,Yes,1,4,21,Female,std3,Yes,2007,Kasungu,Kasungu,3,Year,House work,,,,No,,,,No,,,
777,201106200058,Panel A,1,20110620,Yes,1,5,23,Female,std6,Yes,2006,Kasungu,Kasungu,4,Year,House work,,,,No,,,,No,,,
777,201106200058,Panel A,1,20110620,Yes,1,6,25,Male,std5,Yes,2005,Kasungu,Kasungu,5,Year,Unemployed,,,,No,,,,No,,,
791,201106200060,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
781,201106200074,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
787,201106200094,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
789,201106200112,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
785,201106200118,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
771,201106200175,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
795,201106200190,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
779,201106200196,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
769,201106200215,Panel A,1,20110620,No,,,,,,,,,,,,,,,,,,,,,,,
775,201106200266,Panel A,1,20110620,Yes,1,1,48,Female,Nursery/Pre school,Yes,1976,Kasungu,Kasungu,34,Year,Unemployed,,,,No,,,,No,,,
