HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_b01,hh_b03,hh_b04,hh_b04_os,hh_b05a,hh_b05b,hh_b06a,hh_b06b,hh_b07,hh_b08,hh_b09,hh_b10b,hh_b11,hh_b12,hh_b13,hh_b13_os,hh_b14,hh_b15b,hh_b16,hh_b17,hh_b18,hh_b19,hh_b20,hh_b21,hh_b22,hh_b23,hh_b24,hh_b25,hh_b26a,hh_b26b,hh_b26c,hh_b26d,hh_b27,hh_b28,status
204,102043220081,Panel B,2,020401,1,10204322,1,Female,Head,,59,,9,1951,0,7,Village in other district,Rumphi,,40,Parents moved,,VILLAGE IN OTHER DISTRICT,Rumphi,Dead,32,NONE,Dead,36,NONE,Tumbuka,Christianity,Widowed or widower,,,,,,,,Stay
204,102043220081,Panel B,2,020402,2,10204322,2,Female,Child/Adopted child,,26,,2,1984,0,7,This village,,no,1,Divorce,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,4,PSLC,1,,,,Christianity,Divorced,,,,,,,,Stay
204,102043220081,Panel B,2,020403,3,10204322,3,Male,Child/Adopted child,,17,,3,1993,0,7,Village in other district,Mzimba,,13,To live with relatives,,VILLAGE IN OTHER DISTRICT,Mzimba,Living outside HH,,JCE,Living outside HH,,PSLC,,Christianity,Never married,,,,,,,,Stay
204,102043220081,Panel B,2,020404,4,10204322,4,Female,Child/Adopted child,,13,,6,1997,0,7,This village,,no,1,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,JCE,Living outside HH,,PSLC,,Christianity,Never married,,,,,,,,Stay
204,102043220081,Panel B,2,020405,5,10204322,5,Female,Child/Adopted child,,5,2,8,2005,0,7,This village,,no,1,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,MSCE,2,,,,,,,,,,,,,Stay
204,102043220081,Panel B,2,020406,6,10204322,6,Female,Child/Adopted child,,3,4,6,2007,0,7,Village in other district,Mzimba,,2,Parents moved,,VILLAGE IN OTHER DISTRICT,Mzimba,Living outside HH,,MSCE,2,,,,,,,,,,,,,Stay
224,102043220086,Panel B,2,022401,1,10204322,1,Male,Head,,45,,10,1965,0,7,Outside malawi,Zimbabwe,,5,Looking for land to farm,,OUTSIDE MALAWI,Zimbabwe,Dead,32,NONE,Dead,28,NONE,Tumbuka,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
224,102043220086,Panel B,2,022402,2,10204322,2,Female,Wife/Husband,,41,,3,1969,0,7,Other village in this district,,no,5,Looking for land to farm,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Dead,20,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
224,102043220086,Panel B,2,022403,3,10204322,3,Female,Child/Adopted child,,20,,6,1990,0,7,Other village in this district,,no,5,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
224,102043220086,Panel B,2,022404,4,10204322,4,Male,Child/Adopted child,,18,,6,1992,0,7,Other village in this district,,no,5,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
224,102043220086,Panel B,2,022405,5,10204322,5,Female,Child/Adopted child,,15,,7,1995,0,7,Other village in this district,,no,5,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
224,102043220086,Panel B,2,022406,6,10204322,6,Male,Child/Adopted child,,12,,6,1998,0,7,Other village in this district,,no,5,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
224,102043220086,Panel B,2,022407,7,10204322,7,Male,Child/Adopted child,,9,,6,2001,0,7,Other village in this district,,no,5,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,,,,,,,,,,Stay
224,102043220086,Panel B,2,022408,8,10204322,8,Male,Child/Adopted child,,6,,1,2004,0,7,Other village in this district,,no,5,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,,,,,,,,,,Stay
224,102043220086,Panel B,2,022409,9,10204322,9,Male,Niece/Nephew,,18,,7,1992,0,7,Other village in this district,,no,5,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,MSCE,2,,,,Christianity,Never married,,,,,,,,Stay
224,102043220086,Panel B,2,022410,10,10204322,10,Female,Grandchild,,15,,4,1995,0,7,Other village in this district,,no,5,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,PSLC,Dead,10,NONE,,Christianity,Never married,,,,,,,,Stay
222,102043220095,Panel B,2,022201,1,10204322,1,Male,Head,,42,,4,1968,0,7,Village in other district,Chitipa,,29,Looking for land to farm,,VILLAGE IN OTHER DISTRICT,Chitipa,Dead,31,NONE,Living outside HH,,NONE,Sukwa,Christianity,"Polygamous,married or non formal union",Yes,2,,,,Yes,1,Stay
222,102043220095,Panel B,2,022202,2,10204322,2,Female,Wife/Husband,,30,,1,1980,0,7,Village in other district,Nkhatabay,,12,Marriage,,VILLAGE IN OTHER DISTRICT,Nkhatabay,Living outside HH,,PSLC,Living outside HH,,NONE,,Christianity,"Polygamous,married or non formal union",Yes,1,,,,No,,Stay
222,102043220095,Panel B,2,022203,3,10204322,3,Male,Child/Adopted child,,10,,5,2000,0,7,Village in other district,Mzimba,,6,Parents moved,,VILLAGE IN OTHER DISTRICT,Mzimba,1,,,2,,,,,,,,,,,,,Stay
222,102043220095,Panel B,2,022204,4,10204322,4,Female,Child/Adopted child,,7,,1,2003,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
222,102043220095,Panel B,2,022205,5,10204322,5,Female,Child/Adopted child,,5,1,9,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
222,102043220095,Panel B,2,022206,6,10204322,6,Female,Child/Adopted child,,3,8,2,2007,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
222,102043220095,Panel B,2,022207,7,10204322,7,Female,Child/Adopted child,,1,0,10,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
220,102043220100,Panel B,2,022001,1,10204322,1,Male,Head,,40,,5,1970,0,7,Village in other district,Chitipa,,30,Looking for land to farm,,VILLAGE IN OTHER DISTRICT,Chitipa,Dead,28,PSLC,Living outside HH,,NONE,Sukwa,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
220,102043220100,Panel B,2,022002,2,10204322,2,Female,Wife/Husband,,34,,5,1976,0,7,This village,,yes,,,,,,Dead,23,PSLC,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
220,102043220100,Panel B,2,022003,3,10204322,3,Male,Child/Adopted child,,13,,4,1997,0,7,Village in other district,Rumphi,,9,Parents moved,,VILLAGE IN OTHER DISTRICT,Rumphi,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
220,102043220100,Panel B,2,022004,4,10204322,4,Male,Child/Adopted child,,10,,9,2000,0,7,Village in other district,Rumphi,,9,Parents moved,,VILLAGE IN OTHER DISTRICT,Rumphi,1,,,2,,,,,,,,,,,,,Stay
220,102043220100,Panel B,2,022005,5,10204322,5,Female,Child/Adopted child,,5,8,2,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
220,102043220100,Panel B,2,022006,6,10204322,6,Male,Child/Adopted child,,5,6,4,2005,0,7,Other village in this district,,no,0,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,5,PSLC,Living outside HH,,NONE,,,,,,,,,,,New
183,102045860004,Panel A,1,018301,1,10204586,1,Female,Head,,25,,7,1984,0,7,Other village in this district,,no,3,Start new job or business,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,20,PSLC,Living outside HH,,PSLC,Tumbuka,Christianity,Separated,,,,,,,,Stay
179,102045860010,Panel A,1,017901,1,10204586,1,Male,Head,,31,,1,1979,0,7,Village in other district,Lilongwe,,2,Start new job or business,,VILLAGE IN OTHER DISTRICT,Lilongwe,Dead,15,NONE,Living outside HH,,NONE,Tumbuka,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
179,102045860010,Panel A,1,017902,2,10204586,2,Female,Wife/Husband,,22,,10,1987,0,7,Village in other district,Mangochi,,2,Marriage,,VILLAGE IN OTHER DISTRICT,Lilongwe,Dead,4,MSCE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
179,102045860010,Panel A,1,017903,3,10204586,3,Female,Child/Adopted child,,2,4,2,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
179,102045860010,Panel A,1,017904,4,10204586,4,Male,Child/Adopted child,,20,,11,1989,0,7,Village in other district,Zomba,,1,Schooling,,VILLAGE IN OTHER DISTRICT,Nkhatabay,Dead,8,PSLC,Living outside HH,,NONE,,Christianity,Never married,,,,,,,,Stay
181,102045860012,Panel A,1,018101,1,10204586,1,Female,Head,,44,,7,1965,0,7,Other village in this district,,no,2,Looking for land to farm,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,25,NONE,Dead,38,NONE,Tumbuka,Christianity,"Polygamous,married or non formal union",Yes,2,,,,No,,Stay
181,102045860012,Panel A,1,018102,2,10204586,2,Male,Wife/Husband,,50,,7,1959,0,7,Other village in this district,,no,2,Looking for land to farm,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,29,NONE,Dead,49,NONE,,Christianity,"Polygamous,married or non formal union",Yes,1,,,,Yes,1,Stay
181,102045860012,Panel A,1,018103,3,10204586,3,Female,Child/Adopted child,,18,,3,1992,0,7,Other village in this district,,no,2,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,2,,,1,,,,Christianity,Never married,,,,,,,,Stay
181,102045860012,Panel A,1,018104,4,10204586,4,Male,Child/Adopted child,,14,,12,1995,0,7,Other village in this district,,no,2,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,2,,,1,,,,Christianity,Never married,,,,,,,,Stay
181,102045860012,Panel A,1,018105,5,10204586,5,Female,Child/Adopted child,,12,,2,1998,0,7,Other village in this district,,no,2,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,2,,,1,,,,Christianity,Never married,,,,,,,,Stay
181,102045860012,Panel A,1,018106,6,10204586,6,Male,Child/Adopted child,,3,5,1,2007,0,7,Other village in this district,,no,2,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,2,,,1,,,,,,,,,,,,,Stay
165,102045860025,Panel A,1,016501,1,10204586,1,Male,Head,,25,,2,1985,0,7,This village,,yes,,,,,,Dead,13,NONE,Dead,17,NONE,Tumbuka,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
165,102045860025,Panel A,1,016502,2,10204586,2,Female,Wife/Husband,,24,,4,1986,0,7,Other village in this district,,no,10,Marriage,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
165,102045860025,Panel A,1,016503,3,10204586,3,Male,Child/Adopted child,,5,5,1,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
165,102045860025,Panel A,1,016504,4,10204586,4,Male,Child/Adopted child,,3,0,6,2007,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
165,102045860025,Panel A,1,016505,5,10204586,5,Male,Child/Adopted child,,0,7,11,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
191,102045860049,Panel A,1,019101,1,10204586,1,Male,Head,,35,,12,1974,0,7,Other village in this district,,no,7,Job transfer,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,30,PSLC,Dead,3,NONE,Tumbuka,Traditional,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
191,102045860049,Panel A,1,019102,2,10204586,2,Female,Wife/Husband,,34,,9,1975,0,4,Village in other district,Chitipa,,7,Job transfer,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,MSCE,Living outside HH,,NONE,,Traditional,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
191,102045860049,Panel A,1,019103,3,10204586,3,Female,Child/Adopted child,,18,,12,1991,0,7,Village in other district,Mzimba,,7,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Traditional,Never married,,,,,,,,Stay
191,102045860049,Panel A,1,019104,4,10204586,4,Male,Child/Adopted child,,16,,1,1994,0,7,Village in other district,Mzimba,,7,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Traditional,Never married,,,,,,,,Stay
191,102045860049,Panel A,1,019105,5,10204586,5,Female,Child/Adopted child,,12,,11,1997,0,7,This village,,no,7,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,Traditional,Never married,,,,,,,,Stay
191,102045860049,Panel A,1,019106,6,10204586,6,Female,Child/Adopted child,,10,,1,2000,0,7,Village in other district,Mzimba,,7,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,1,,,2,,,,,,,,,,,,,Stay
191,102045860049,Panel A,1,019107,7,10204586,7,Female,Child/Adopted child,,5,1,5,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
173,102045860053,Panel A,1,017301,1,10204586,1,Male,Head,,23,,9,1986,11,7,Village in other district,Lilongwe City,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Mzimba,Living outside HH,,"UNIVER. DIPLOMA, DEGREE",Living outside HH,,NON-UNIV. DIPLOMA,Chewa,Christianity,Never married,,,,,,,,Stay
173,102045860053,Panel A,1,017302,2,10204586,2,Male,Servant or servant's relative,,20,,2,1990,11,7,Village in other district,Kasungu,,0,Start new job or business,,VILLAGE IN OTHER DISTRICT,Mzimba,Dead,1,PSLC,Living outside HH,,NONE,,Christianity,Never married,,,,,,,,Stay
185,102045860054,Panel A,1,018501,1,10204586,1,Female,Head,,42,,6,1968,0,7,Village in other district,Lilongwe,,1,To live with relatives,,VILLAGE IN OTHER DISTRICT,Rumphi,Living outside HH,,NONE,Dead,19,NONE,Tumbuka,Christianity,Widowed or widower,,,,,,,,Stay
185,102045860054,Panel A,1,018502,2,10204586,2,Male,Child/Adopted child,,17,,10,1992,0,7,Village in other district,Rumphi,,1,Parents moved,,VILLAGE IN OTHER DISTRICT,Rumphi,Dead,13,MSCE,1,,,,Christianity,Never married,,,,,,,,Stay
185,102045860054,Panel A,1,018503,3,10204586,3,Male,Child/Adopted child,,4,6,12,2005,0,7,Village in other district,Mzuzu City,,1,Parents moved,,VILLAGE IN OTHER DISTRICT,Rumphi,Dead,0,MSCE,1,,,,,,,,,,,,,Stay
175,102045860065,Panel A,1,017501,1,10204586,1,Male,Head,,33,,6,1977,9,7,Village in other district,Zomba City,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Zomba City,Dead,10,NONE,Living outside HH,,NONE,Chewa,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017502,2,10204586,2,Male,Other non-relative,,30,,7,1979,9,7,Village in other district,Balaka,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Balaka,Living outside HH,,JCE,Dead,20,NONE,,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017503,3,10204586,3,Male,Child/Adopted child,,33,,10,1976,9,7,Village in other district,Balaka,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Balaka,Living outside HH,,NONE,Living outside HH,,JCE,,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017504,4,10204586,4,Male,Child/Adopted child,,30,,10,1979,9,7,Village in other district,Balaka,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Balaka,Living outside HH,,NONE,Living outside HH,,PSLC,,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017505,5,10204586,5,Male,Child/Adopted child,,23,,9,1986,9,7,Village in other district,Zomba City,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Zomba City,Living outside HH,,MSCE,Living outside HH,,MSCE,,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017506,6,10204586,6,Male,Child/Adopted child,,34,,8,1975,9,7,Village in other district,Zomba City,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Zomba City,Dead,23,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017507,7,10204586,7,Male,Other non-relative,,51,,7,1958,9,7,Village in other district,Zomba City,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Zomba City,Dead,13,NONE,Dead,22,NONE,,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017508,8,10204586,8,Male,Other non-relative,,26,,7,1983,9,7,Village in other district,Mulanje,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Zomba City,Living outside HH,,NONE,Living outside HH,,NONE,,Islam,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
175,102045860065,Panel A,1,017509,9,10204586,9,Male,Other non-relative,,35,,5,1975,9,7,Village in other district,Balaka,,0,Job transfer,,VILLAGE IN OTHER DISTRICT,Balaka,Dead,19,NONE,Dead,13,NONE,,Christianity,"Monogamous, married or non formal union",No,,,,,Yes,1,Stay
161,102045860070,Panel A,1,016101,1,10204586,1,Male,Head,,32,,10,1977,2,0,This village,,yes,,,,,,Dead,11,PSLC,Dead,19,NONE,Tumbuka,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
161,102045860070,Panel A,1,016102,2,10204586,2,Female,Wife/Husband,,23,,7,1986,0,7,Other village in this district,,no,10,Marriage,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,14,PSLC,Dead,9,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
161,102045860070,Panel A,1,016103,3,10204586,3,Male,Child/Adopted child,,9,,3,2001,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
161,102045860070,Panel A,1,016104,4,10204586,4,Female,Child/Adopted child,,4,10,8,2005,0,0,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
161,102045860070,Panel A,1,016105,5,10204586,5,Male,Child/Adopted child,,2,1,5,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
161,102045860070,Panel A,1,016106,6,10204586,6,Female,Child/Adopted child,,15,,2,1995,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,PSLC,,Christianity,Never married,,,,,,,,Stay
169,102045860107,Panel A,1,016901,1,10204586,1,Female,Head,,51,,4,1959,0,7,Outside malawi,Tanzania,,41,Parents moved,,OUTSIDE MALAWI,Tanzania,Dead,50,MSCE,Dead,48,NONE,Tumbuka,Christianity,Divorced,,,,,,,,Stay
169,102045860107,Panel A,1,016902,2,10204586,2,Male,Child/Adopted child,,29,,2,1981,0,7,This village,,yes,,,,,,Dead,20,MSCE,1,,,,Christianity,Never married,,,,,,,,Stay
169,102045860107,Panel A,1,016903,3,10204586,3,Female,Child/Adopted child,,10,,10,1999,0,7,This village,,yes,,,,,,Living outside HH,,NONE,1,,,,,,,,,,,,,Gone
163,102045860112,Panel A,1,016301,1,10204586,1,Male,Head,,52,,4,1958,0,7,Other village in this district,,yes,,,,,,Dead,41,NONE,Dead,49,NONE,Tumbuka,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
163,102045860112,Panel A,1,016302,2,10204586,2,Female,Wife/Husband,,41,,7,1968,0,7,Village in other district,Rumphi,,4,Marriage,,VILLAGE IN OTHER DISTRICT,Rumphi,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
163,102045860112,Panel A,1,016303,3,10204586,3,Male,Child/Adopted child,,11,,4,1999,0,7,This village,,yes,,,,,,1,,,Living outside HH,,NONE,,,,,,,,,,,Stay
163,102045860112,Panel A,1,016304,4,10204586,4,Female,Child/Adopted child,,4,7,11,2005,0,7,This village,,yes,,,,,,1,,,Living outside HH,,NONE,,,,,,,,,,,Stay
163,102045860112,Panel A,1,016305,5,10204586,5,Female,Child/Adopted child,,1,7,11,2008,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
189,102045860115,Panel A,1,018901,1,10204586,1,Male,Head,,83,,5,1927,0,7,This village,,yes,,,,,,Dead,10,NONE,Dead,20,NONE,Tumbuka,Christianity,Widowed or widower,,,,,,,,Stay
189,102045860115,Panel A,1,018902,2,10204586,2,Female,Child/Adopted child,,39,,10,1970,0,7,This village,,yes,,,,,,1,,,Dead,37,NONE,,Christianity,Divorced,,,,,,,,Stay
189,102045860115,Panel A,1,018903,3,10204586,3,Male,Child/Adopted child,,21,,12,1988,0,7,This village,,yes,,,,,,Dead,12,MSCE,Dead,11,PSLC,,Christianity,Never married,,,,,,,,Stay
189,102045860115,Panel A,1,018904,4,10204586,4,Female,Child/Adopted child,,19,,4,1991,0,7,This village,,yes,,,,,,Living outside HH,,PSLC,2,,,,Christianity,Never married,,,,,,,,Stay
189,102045860115,Panel A,1,018905,5,10204586,5,Male,Child/Adopted child,,15,,6,1995,0,7,This village,,yes,,,,,,Living outside HH,,MSCE,Dead,4,PSLC,,Christianity,Never married,,,,,,,,Stay
189,102045860115,Panel A,1,018906,6,10204586,6,Female,Child/Adopted child,,7,,10,2002,0,7,This village,,yes,,,,,,Living outside HH,,PSLC,2,,,,,,,,,,,,,Stay
189,102045860115,Panel A,1,018907,7,10204586,7,Male,Other relative,,4,1,5,2006,0,7,This village,,yes,,,,,,Living outside HH,,JCE,2,,,,,,,,,,,,,Stay
189,102045860115,Panel A,1,018908,8,10204586,8,Male,Grandchild,,2,4,2,2008,0,7,This village,,yes,,,,,,Living outside HH,,PSLC,Living outside HH,,PSLC,,,,,,,,,,,Stay
189,102045860115,Panel A,1,018909,9,10204586,9,Female,Grandchild,,1,8,10,2008,0,7,This village,,yes,,,,,,Living outside HH,,PSLC,4,,,,,,,,,,,,,Stay
177,102045860122,Panel A,1,017701,1,10204586,1,Male,Head,,44,,7,1965,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,Tumbuka,Christianity,"Monogamous, married or non formal union",Yes,2,,,,No,,Stay
177,102045860122,Panel A,1,017702,2,10204586,2,Female,Wife/Husband,,35,,3,1975,0,4,Other village in this district,,no,15,Marriage,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,"Monogamous, married or non formal union",Yes,1,,,,No,,Stay
177,102045860122,Panel A,1,017703,3,10204586,3,Male,Child/Adopted child,,11,,4,1999,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
177,102045860122,Panel A,1,017704,4,10204586,4,Female,Child/Adopted child,,8,,2,2002,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
177,102045860122,Panel A,1,017705,5,10204586,5,Male,Child/Adopted child,,5,3,3,2005,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
177,102045860122,Panel A,1,017706,6,10204586,6,Male,Child/Adopted child,,1,4,2,2009,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
177,102045860122,Panel A,1,017707,7,10204586,7,Male,Niece/Nephew,,21,,11,1988,0,7,Other village in this district,,no,6,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,5,NONE,Dead,17,NONE,,Christianity,Never married,,,,,,,,Stay
177,102045860122,Panel A,1,017708,8,10204586,8,Female,Niece/Nephew,,18,,6,1992,0,7,Other village in this district,,no,3,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,1,NONE,Dead,13,NONE,,Christianity,Never married,,,,,,,,Stay
167,102045860123,Panel A,1,016701,1,10204586,1,Female,Head,,85,,6,1925,0,7,Other village in this district,,no,60,Marriage,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,21,NONE,Dead,28,NONE,Tumbuka,Christianity,Widowed or widower,,,,,,,,Stay
167,102045860123,Panel A,1,016702,2,10204586,2,Female,Child/Adopted child,,41,,3,1969,0,7,This village,,yes,,,,,,Living outside HH,,NONE,Living outside HH,,NONE,,Christianity,Divorced,,,,,,,,Stay
167,102045860123,Panel A,1,016703,3,10204586,3,Male,Child/Adopted child,,18,,2,1992,0,7,Other village in this district,,no,15,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,2,,,,Christianity,Never married,,,,,,,,Stay
167,102045860123,Panel A,1,016704,4,10204586,4,Male,Child/Adopted child,,15,,1,1995,0,7,Other village in this district,,no,12,Parents moved,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,NONE,2,,,,Christianity,Never married,,,,,,,,Stay
167,102045860123,Panel A,1,016705,5,10204586,5,Female,Child/Adopted child,,8,,4,2002,0,7,This village,,yes,,,,,,Living outside HH,,NONE,2,,,,,,,,,,,,,Stay
171,102045860161,Panel A,1,017101,1,10204586,1,Female,Head,,71,,5,1939,0,7,Other village in this district,,no,15,Looking for land to farm,,OTHER VILLAGE IN  THIS DISTRICT,,Dead,30,PSLC,Dead,40,NONE,Tumbuka,Christianity,Divorced,,,,,,,,Stay
171,102045860161,Panel A,1,017102,2,10204586,2,Female,Grandchild,,12,,8,1997,0,7,Other village in this district,,no,5,To live with relatives,,OTHER VILLAGE IN  THIS DISTRICT,,Living outside HH,,JCE,Living outside HH,,PSLC,,Christianity,Never married,,,,,,,,Stay
171,102045860161,Panel A,1,017103,3,10204586,3,Male,Child/Adopted child,,11,,3,1999,0,7,Village in other district,Rumphi,,4,To live with relatives,,VILLAGE IN OTHER DISTRICT,Rumphi,Living outside HH,,PSLC,Living outside HH,,PSLC,,,,,,,,,,,Stay
171,102045860161,Panel A,1,017104,4,10204586,4,Male,Child/Adopted child,,5,6,12,2004,0,7,Village in other district,Rumphi,,4,To live with relatives,,VILLAGE IN OTHER DISTRICT,Rumphi,Living outside HH,,JCE,Living outside HH,,PSLC,,,,,,,,,,,Stay
171,102045860161,Panel A,1,017105,5,10204586,5,Male,Child/Adopted child,,26,,9,1983,0,7,Village in other district,Chitipa,,1,Parents moved,,VILLAGE IN OTHER DISTRICT,Chitipa,Living outside HH,,PSLC,Dead,22,NONE,,Christianity,Never married,,,,,,,,Stay
187,102045860164,Panel A,1,018701,1,10204586,1,Male,Head,,37,,3,1973,0,2,This village,,yes,,,,,,Living outside HH,,PSLC,Dead,19,NONE,Tumbuka,Christianity,"Polygamous,married or non formal union",Yes,2,,,,Yes,2,Stay
187,102045860164,Panel A,1,018702,2,10204586,2,Female,Wife/Husband,,35,,10,1974,0,7,Village in other district,Rumphi,,17,Marriage,,VILLAGE IN OTHER DISTRICT,Rumphi,Living outside HH,,PSLC,Living outside HH,,NONE,,Christianity,"Polygamous,married or non formal union",Yes,1,,,,No,,Stay
187,102045860164,Panel A,1,018703,3,10204586,3,Male,Child/Adopted child,,15,,4,1995,0,7,This village,,yes,,,,,,1,,,2,,,,Christianity,Never married,,,,,,,,Stay
187,102045860164,Panel A,1,018704,4,10204586,4,Male,Child/Adopted child,,10,,12,1999,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
187,102045860164,Panel A,1,018705,5,10204586,5,Female,Child/Adopted child,,10,,12,1999,0,7,This village,,yes,,,,,,1,,,2,,,,,,,,,,,,,Stay
