ea_id,com_cb01,com_cb03,com_cb04,com_cb05a,com_cb05a_os,com_cb06,com_cb07,com_cb08
10746033,2,MALE,37,BUSINESS MAN/WOMAN,,5,JCE,TUMBUKA
10746033,3,MALE,40,RELIGIOUS LEADER,,40,MSCE,TUMBUKA
10746033,4,FEMALE,60,COUNSELOR TO HEADMAN,,60,NONE,TUMBUKA
10746033,5,FEMALE,56,OTHER (SPECIFY),MZAMBA,29,NONE,TUMBUKA
10746033,6,FEMALE,35,SPOUSE OF HEADMAN,,35,NONE,TUMBUKA
10746033,7,MALE,46,OTHER (SPECIFY),DDC COMMITTEE MEMBER,19,PSLC,TUMBUKA
10746033,8,MALE,35,OTHER (SPECIFY),SON OF THE CHIEF,35,JCE,TUMBUKA
10746033,9,MALE,60,COUNSELOR TO HEADMAN,,22,NONE,TUMBUKA
10746033,10,MALE,56,OTHER (SPECIFY),DDC COMMITTEE MEMBER,20,NONE,TUMBUKA
10746033,11,MALE,69,RELIGIOUS LEADER,,19,PSLC,TUMBUKA
10746033,12,FEMALE,49,BUSINESS MAN/WOMAN,,15,PSLC,TUMBUKA
10746244,1,MALE,78,HEADMAN,,16,NONE,TUMBUKA
10746244,2,MALE,59,COUNSELOR TO HEADMAN,,12,NONE,TUMBUKA
10746244,3,MALE,68,HEADMAN,,61,PSLC,TUMBUKA
10746244,4,MALE,31,BUSINESS MAN/WOMAN,,11,MSCE,TUMBUKA
10746244,5,MALE,30,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIR,6,MSCE,TUMBUKA
10746244,6,MALE,62,COUNSELOR TO HEADMAN,,11,PSLC,TUMBUKA
10746244,7,FEMALE,46,OTHER (SPECIFY),VDC TREASURER,8,NONE,TUMBUKA
10746244,8,FEMALE,53,SPOUSE OF HEADMAN,,7,NONE,TUMBUKA
10746244,9,MALE,67,HEADMAN,,15,NONE,TUMBUKA
10746244,10,MALE,47,HEADMAN,,12,PSLC,TUMBUKA
20106042,1,MALE,61,HEADMAN,,46,PSLC,CHEWA
20106042,2,MALE,76,HEADMAN,,56,NONE,CHEWA
20106042,3,MALE,45,OTHER (SPECIFY),NO RESPONSIBILITY,45,NONE,CHEWA
20106042,4,FEMALE,41,OTHER (SPECIFY),FORESTRY GROUP SECRETARY,29,PSLC,CHEWA
20106042,5,FEMALE,31,OTHER (SPECIFY),CLUB TREASURER,17,NONE,CHEWA
20106042,6,FEMALE,57,SPOUSE OF HEADMAN,,8,NONE,CHEWA
20106042,7,FEMALE,29,OTHER (SPECIFY),HEALTH COMMITTEE MEMBER,29,PSLC,CHEWA
20106042,8,FEMALE,41,OTHER (SPECIFY),CHAIR,24,JCE,CHEWA
20106042,9,FEMALE,50,OTHER (SPECIFY),CHAIR,40,PSLC,CHEWA
20110620,1,MALE,54,HEADMAN,,47,NONE,CHEWA
20110620,2,MALE,69,HEADMAN,,69,PSLC,CHEWA
20110620,3,MALE,46,HEADMAN,,46,PSLC,CHEWA
20110620,4,MALE,47,HEADMAN,,47,PSLC,CHEWA
20110620,5,MALE,30,SCHOOL TEACHER,,10,MSCE,CHEWA
20110620,6,MALE,53,SCHOOL HEADMASTER,,6,MSCE,TUMBUKA
20110620,7,MALE,48,HEADMAN,,48,NONE,TUMBUKA
20110620,8,MALE,52,HEADMAN,,52,PSLC,TUMBUKA
20110620,9,MALE,63,HEADMAN,,63,PSLC,CHEWA
20110620,10,MALE,44,HEADMAN,,44,PSLC,CHEWA
20110620,11,MALE,45,HEADMAN,,45,PSLC,CHEWA
20110620,12,MALE,35,HEADMAN,,35,PSLC,CHEWA
20111718,1,MALE,30,COUNSELOR TO HEADMAN,,30,NONE,CHEWA
20111718,2,MALE,80,COUNSELOR TO HEADMAN,,30,NONE,YAO
20111718,3,MALE,35,COUNSELOR TO HEADMAN,,7,MSCE,CHEWA
20111718,4,FEMALE,37,COUNSELOR TO HEADMAN,,16,NONE,CHEWA
20111718,5,FEMALE,33,COUNSELOR TO HEADMAN,,33,PSLC,CHEWA
20111718,6,FEMALE,30,COUNSELOR TO HEADMAN,,30,PSLC,CHEWA
20112661,1,MALE,69,HEADMAN,,69,PSLC,CHEWA
20112661,2,MALE,65,RELIGIOUS LEADER,,27,PSLC,CHEWA
20112661,3,MALE,54,HEADMAN,,28,PSLC,CHEWA
20112661,4,MALE,42,HEADMAN,,42,MSCE,CHEWA
20112661,5,MALE,33,OTHER (SPECIFY),SCHOOL COMMITTEE MEMBER,27,PSLC,CHEWA
20112661,6,MALE,50,HEADMAN,,50,PSLC,CHEWA
20112661,7,MALE,47,HEADMAN,,26,PSLC,CHEWA
20112661,8,MALE,29,OTHER (SPECIFY),SCHOOL COMMITTEE MEMBER,25,PSLC,CHEWA
20112661,9,MALE,25,COUNSELOR TO HEADMAN,,20,PSLC,CHEWA
20112661,10,MALE,25,COUNSELOR TO HEADMAN,,25,PSLC,CHEWA
20113112,1,MALE,72,SPOUSE OF HEADMAN,,69,PSLC,CHEWA
20113112,2,FEMALE,38,COUNSELOR TO HEADMAN,,6,NONE,CHEWA
20113112,3,FEMALE,19,COUNSELOR TO HEADMAN,,19,PSLC,CHEWA
20113112,4,FEMALE,36,COUNSELOR TO HEADMAN,,10,PSLC,CHEWA
20113112,5,FEMALE,20,COUNSELOR TO HEADMAN,,20,PSLC,CHEWA
20113112,6,MALE,21,COUNSELOR TO HEADMAN,,10,PSLC,CHEWA
20113112,7,MALE,21,COUNSELOR TO HEADMAN,,21,PSLC,CHEWA
20113112,8,MALE,38,RELIGIOUS LEADER,,38,PSLC,CHEWA
20113112,9,MALE,58,RELIGIOUS LEADER,,58,PSLC,CHEWA
20113112,10,MALE,26,RELIGIOUS LEADER,,26,PSLC,CHEWA
20115434,1,MALE,56,HEADMAN,,56,PSLC,CHEWA
20115434,2,MALE,35,HEADMAN,,20,MSCE,CHEWA
20115434,3,MALE,67,HEADMAN,,67,PSLC,CHEWA
20115434,4,FEMALE,60,HEADMAN,,60,NONE,CHEWA
20115434,5,MALE,50,HEADMAN,,50,PSLC,CHEWA
20205207,1,MALE,57,HEADMAN,,55,NONE,CHEWA
20205207,2,MALE,36,COUNSELOR TO HEADMAN,,34,NONE,CHEWA
20205207,3,MALE,33,RELIGIOUS LEADER,,21,NONE,CHEWA
20205207,4,MALE,25,BUSINESS MAN/WOMAN,,25,NONE,CHEWA
20205207,5,MALE,59,RELIGIOUS LEADER,,35,NONE,CHEWA
20205207,6,MALE,75,OTHER (SPECIFY),GULE WAMKULU LEADER,50,NONE,CHEWA
20205207,7,MALE,31,RELIGIOUS LEADER,,31,PSLC,CHEWA
20206362,1,FEMALE,32,HEADMAN,,32,NONE,CHEWA
20206362,2,MALE,49,HEADMAN,,49,NONE,CHEWA
20206362,3,MALE,44,SCHOOL HEADMASTER,,12,MSCE,CHEWA
20206362,4,MALE,44,HEALTH WORKER,,15,JCE,CHEWA
20206362,5,MALE,38,ASSIST. AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,6,MSCE,CHEWA
20206362,6,MALE,36,HEADMAN,,36,NONE,CHEWA
20206362,7,MALE,44,HEADMAN,,44,NONE,CHEWA
20206362,8,MALE,89,OTHER (SPECIFY),KNOWLEDGEABLE/INFLUENTIAL PERSON,89,NONE,CHEWA
20206362,9,MALE,31,HEADMAN,,31,NONE,CHEWA
20206362,10,MALE,60,HEADMAN,,60,NONE,CHEWA
20206362,11,MALE,50,BUSINESS MAN/WOMAN,,19,NONE,CHEWA
20206362,12,FEMALE,46,OTHER (SPECIFY),KNOWLEDGEABLE/INFLUENTIAL PERSON,46,NONE,CHEWA
20302539,1,MALE,84,HEADMAN,,84,NONE,CHEWA
20302539,2,MALE,42,HEADMAN,,42,NONE,CHEWA
20302539,3,MALE,52,RELIGIOUS LEADER,,52,JCE,CHEWA
20302539,4,MALE,46,SCHOOL HEADMASTER,,6,MSCE,CHEWA
20302539,5,MALE,56,RELIGIOUS LEADER,,35,JCE,CHEWA
20302539,6,MALE,37,HEALTH WORKER,,5,MSCE,CHEWA
20302539,7,MALE,54,HEADMAN,,54,NONE,CHEWA
20302539,8,MALE,29,COUNSELOR TO HEADMAN,,29,JCE,CHEWA
20302539,9,MALE,52,OTHER (SPECIFY),KNOWLEDGEABLE/INFLUENTIAL PERSON,52,NONE,CHEWA
20302539,10,MALE,37,OTHER (SPECIFY),KNOWLEDGEABLE/INFLUENTIAL PERSON,37,NONE,CHEWA
20303065,1,MALE,35,HEADMAN,,6,NONE,CHEWA
20303065,2,MALE,34,RELIGIOUS LEADER,,34,MSCE,CHEWA
20303065,3,MALE,75,OTHER (SPECIFY),KNOWLEDGEABLE/INFLUENTIAL PERSON,75,NONE,CHEWA
20303065,4,MALE,43,SCHOOL HEADMASTER,,5,MSCE,CHEWA
20303065,5,MALE,35,HEADMAN,,35,JCE,CHEWA
20303065,6,MALE,73,OTHER (SPECIFY),KNOWLEDGEABLE/INFLUENTIAL PERSON,73,NONE,CHEWA
20303065,7,MALE,35,RELIGIOUS LEADER,,35,NONE,CHEWA
20305301,1,FEMALE,58,HEADMAN,,58,NONE,CHEWA
20305301,2,MALE,41,OTHER (SPECIFY),SECRETARY TO VH,33,MSCE,CHEWA
20305301,3,MALE,42,RELIGIOUS LEADER,,42,PSLC,CHEWA
20305301,4,MALE,40,SCHOOL HEADMASTER,,4,MSCE,CHEWA
20305301,5,FEMALE,25,HEALTH WORKER,,3,JCE,CHEWA
20306557,1,MALE,39,HEADMAN,,39,NONE,CHEWA
20306557,2,MALE,58,SPOUSE OF HEADMAN,,58,NONE,CHEWA
20306557,3,MALE,42,HEALTH WORKER,,42,PSLC,CHEWA
20306557,4,MALE,51,HEADMAN,,51,NONE,CHEWA
20306557,5,MALE,33,OTHER (SPECIFY),VILLAGE MEMBER,33,NONE,CHEWA
20306557,6,MALE,24,OTHER (SPECIFY),VILLAGE MEMBER,24,JCE,CHEWA
20306557,7,MALE,66,OTHER (SPECIFY),POLITICAL AGENT,66,NONE,CHEWA
20306557,8,FEMALE,30,RELIGIOUS LEADER,,30,PSLC,CHEWA
20306557,9,FEMALE,34,RELIGIOUS LEADER,,34,NONE,CHEWA
20402198,1,MALE,25,SPOUSE OF HEADMAN,,25,PSLC,CHEWA
20402198,2,MALE,32,SPOUSE OF HEADMAN,,32,PSLC,CHEWA
20402198,3,MALE,27,SPOUSE OF HEADMAN,,4,PSLC,CHEWA
20402198,4,FEMALE,58,RELIGIOUS LEADER,,58,NONE,CHEWA
20402198,5,FEMALE,51,RELIGIOUS LEADER,,51,PSLC,CHEWA
20402198,6,FEMALE,26,RELIGIOUS LEADER,,26,PSLC,CHEWA
20402198,7,FEMALE,28,RELIGIOUS LEADER,,28,PSLC,CHEWA
20402198,8,FEMALE,25,RELIGIOUS LEADER,,25,PSLC,CHEWA
20402198,9,FEMALE,35,RELIGIOUS LEADER,,35,PSLC,CHEWA
20402198,10,FEMALE,20,RELIGIOUS LEADER,,20,NONE,CHEWA
20404032,1,MALE,30,RELIGIOUS LEADER,,30,PSLC,CHEWA
20404032,2,MALE,41,RELIGIOUS LEADER,,30,PSLC,CHEWA
20404032,3,MALE,40,OTHER (SPECIFY),SCHOOL COMMITTEE MEMBER,27,PSLC,CHEWA
20404032,4,MALE,70,OTHER (SPECIFY),CHAIRMAN PTA,49,PSLC,CHEWA
20404032,5,MALE,61,HEADMAN,,61,PSLC,CHEWA
20404032,6,MALE,22,SPOUSE OF HEADMAN,,22,JCE,CHEWA
20404575,1,MALE,46,HEADMAN,,46,PSLC,CHEWA
20404575,2,MALE,60,COUNSELOR TO HEADMAN,,60,PSLC,CHEWA
20404575,3,MALE,28,COUNSELOR TO HEADMAN,,28,PSLC,CHEWA
20404575,4,MALE,72,COUNSELOR TO HEADMAN,,72,NONE,CHEWA
20404575,5,FEMALE,21,HEALTH WORKER,,21,PSLC,CHEWA
20404575,6,FEMALE,75,COUNSELOR TO HEADMAN,,75,NONE,CHEWA
20404575,7,MALE,47,SCHOOL HEADMASTER,,9,MSCE,CHEWA
20405366,1,FEMALE,69,SPOUSE OF HEADMAN,,69,NONE,CHEWA
20405366,2,FEMALE,28,COUNSELOR TO HEADMAN,,28,PSLC,CHEWA
20405366,3,FEMALE,28,COUNSELOR TO HEADMAN,,28,PSLC,CHEWA
20405366,4,MALE,33,COUNSELOR TO HEADMAN,,33,PSLC,CHEWA
20405366,5,MALE,31,COUNSELOR TO HEADMAN,,31,PSLC,CHEWA
20405366,6,MALE,26,COUNSELOR TO HEADMAN,,26,NONE,CHEWA
20405366,7,MALE,38,COUNSELOR TO HEADMAN,,38,PSLC,CHEWA
20405366,8,MALE,21,COUNSELOR TO HEADMAN,,21,MSCE,CHEWA
20407398,1,MALE,45,HEADMAN,,45,PSLC,CHEWA
20407398,2,MALE,31,SPOUSE OF HEADMAN,,31,PSLC,CHEWA
20407398,3,MALE,30,SPOUSE OF HEADMAN,,30,PSLC,CHEWA
20407398,4,MALE,35,SPOUSE OF HEADMAN,,35,PSLC,CHEWA
20407398,5,MALE,34,SPOUSE OF HEADMAN,,34,PSLC,CHEWA
20407398,6,FEMALE,28,SPOUSE OF HEADMAN,,28,NONE,CHEWA
20407481,1,MALE,65,COUNSELOR TO HEADMAN,,38,PSLC,CHEWA
20407481,2,MALE,63,COUNSELOR TO HEADMAN,,63,PSLC,CHEWA
20407481,3,MALE,75,HEADMAN,,70,PSLC,CHEWA
20407481,4,FEMALE,68,SPOUSE OF HEADMAN,,49,NONE,CHEWA
20407481,5,FEMALE,58,HEADMAN,,15,PSLC,CHEWA
20507089,1,FEMALE,51,OTHER (SPECIFY),C MEMBER,46,NONE,CHEWA
20507089,2,MALE,40,OTHER (SPECIFY),C MEMBER,33,PSLC,CHEWA
20507089,3,MALE,48,OTHER (SPECIFY),C MEMBER,40,PSLC,CHEWA
20507089,4,FEMALE,34,SPOUSE OF HEADMAN,,31,PSLC,CHEWA
20507089,5,FEMALE,25,OTHER (SPECIFY),C MEMBER,25,PSLC,CHEWA
20507089,6,FEMALE,27,OTHER (SPECIFY),C MEMBER,26,PSLC,CHEWA
20507089,7,MALE,33,HEADMAN,,33,JCE,CHEWA
20507089,8,FEMALE,41,OTHER (SPECIFY),C MEMBER,41,PSLC,CHEWA
20507089,9,MALE,30,BUSINESS MAN/WOMAN,,23,JCE,CHEWA
20507089,10,MALE,44,BUSINESS MAN/WOMAN,,40,PSLC,CHEWA
20507089,11,MALE,21,OTHER (SPECIFY),STUDENT,17,JCE,CHEWA
20507089,12,MALE,23,OTHER (SPECIFY),C MEMBER,20,JCE,CHEWA
20507459,1,MALE,59,HEADMAN,,47,PSLC,CHEWA
20507459,2,MALE,41,COUNSELOR TO HEADMAN,,41,NONE,CHEWA
20507459,3,MALE,23,OTHER (SPECIFY),STUDENT,13,JCE,CHEWA
20507459,4,MALE,35,SCHOOL HEADMASTER,,5,MSCE,NGONI
20507459,5,MALE,43,OTHER (SPECIFY),PEA,3,MSCE,NGONI
20507459,6,FEMALE,29,OTHER (SPECIFY),C MEMBER,29,MSCE,NGONI
20507459,7,FEMALE,40,SPOUSE OF HEADMAN,,40,NONE,CHEWA
20507459,8,FEMALE,33,OTHER (SPECIFY),C MEMBER,33,NONE,CHEWA
20507459,9,MALE,23,OTHER (SPECIFY),C MEMBER,32,PSLC,CHEWA
20507459,10,MALE,32,OTHER (SPECIFY),C MEMBER,32,PSLC,CHEWA
20507459,11,MALE,26,OTHER (SPECIFY),C MEMBER,26,PSLC,CHEWA
20507459,12,FEMALE,19,OTHER (SPECIFY),C MEMBER,19,PSLC,CHEWA
20508349,1,FEMALE,56,RELIGIOUS LEADER,,56,NONE,CHEWA
20508349,2,FEMALE,42,BUSINESS MAN/WOMAN,,42,PSLC,CHEWA
20508349,3,FEMALE,33,OTHER (SPECIFY),VILLAGE/COMMUNITY MEMBER,33,PSLC,CHEWA
20508349,4,FEMALE,26,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,26,NONE,CHEWA
20508349,5,FEMALE,17,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,17,NONE,CHEWA
20508349,6,MALE,20,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,20,JCE,CHEWA
20508349,7,MALE,18,OTHER (SPECIFY),VILLAGE COMMUNITY MEMBER,18,NONE,CHEWA
20508349,8,FEMALE,49,HEADMAN,,49,NONE,CHEWA
20508349,9,FEMALE,63,HEADMAN,,63,PSLC,CHEWA
20508349,10,MALE,38,SCHOOL TEACHER,,3,MSCE,CHEWA
20508349,11,FEMALE,28,HEALTH WORKER,,5,MSCE,CHEWA
20508349,12,MALE,40,RELIGIOUS LEADER,,40,PSLC,CHEWA
20601141,1,MALE,42,SCHOOL HEADMASTER,,11,MSCE,NYANJA
20601141,2,MALE,47,SCHOOL HEADMASTER,,7,MSCE,NYANJA
20601141,3,MALE,30,HEALTH WORKER,,4,MSCE,CHEWA
20601141,4,MALE,35,OTHER (SPECIFY),CHAIR,35,NONE,CHEWA
20601141,5,MALE,31,OTHER (SPECIFY),TREASURE,31,NONE,CHEWA
20601141,6,MALE,55,HEADMAN,,55,NONE,CHEWA
20601141,7,FEMALE,50,SPOUSE OF HEADMAN,,50,NONE,CHEWA
20601626,1,MALE,59,SCHOOL HEADMASTER,,8,MSCE,CHEWA
20601626,2,MALE,66,HEADMAN,,10,JCE,CHEWA
20601626,3,MALE,44,COUNSELOR TO HEADMAN,,11,PSLC,CHEWA
20601626,4,FEMALE,41,OTHER (SPECIFY),CHURCH TREASURE,24,PSLC,CHEWA
20601626,5,MALE,44,OTHER (SPECIFY),VILLAGE DEVELOPMENT COMMITTEE,44,PSLC,CHEWA
20601626,6,MALE,42,OTHER (SPECIFY),PASTOR,2,JCE,CHEWA
20602363,1,MALE,58,COUNSELOR TO HEADMAN,,41,NONE,CHEWA
20602363,2,MALE,23,OTHER (SPECIFY),HEALTH COMMITTEE CHAIR,4,PSLC,CHEWA
20602363,3,FEMALE,39,OTHER (SPECIFY),SECRETARY MAYI KHANDA,39,PSLC,CHEWA
20602363,4,MALE,51,HEADMAN,,51,NONE,CHEWA
20602363,5,MALE,53,OTHER (SPECIFY),BONAFIDE CITIZEN,53,NONE,CHEWA
20602363,6,MALE,40,OTHER (SPECIFY),COMMUNITY POLICE CHAIR,40,NONE,CHEWA
20602363,7,MALE,38,OTHER (SPECIFY),HEALTH VOLUNTEER WORKER,38,NONE,CHEWA
20602363,8,MALE,42,OTHER (SPECIFY),DEPUTY H/T,11,NON-UNIV. DIPLOMA,CHEWA
20603090,1,MALE,43,OTHER (SPECIFY),CHURCH ELDER,43,PSLC,CHEWA
20603090,2,MALE,42,OTHER (SPECIFY),HSA ASSISTANT,42,NONE,CHEWA
20603090,3,MALE,61,HEADMAN,,61,NONE,CHEWA
20603090,4,MALE,83,HEADMAN,,83,NONE,CHEWA
20603090,5,MALE,64,HEADMAN,,64,NONE,CHEWA
20603090,6,MALE,35,OTHER (SPECIFY),CBO VICE DIRECTOR,35,MSCE,CHEWA
20603090,7,MALE,48,OTHER (SPECIFY),SECRETARY OF VDC,48,PSLC,CHEWA
20603533,1,MALE,43,SCHOOL HEADMASTER,,1,UNIVER. DIPLOMA,CHEWA
20603533,2,MALE,48,SCHOOL HEADMASTER,,3,MSCE,CHEWA
20603533,3,FEMALE,29,HEALTH WORKER,,0,MSCE,CHEWA
20603533,4,MALE,35,OTHER (SPECIFY),HSA,10,JCE,NYANJA
20603533,5,MALE,47,HEADMAN,,47,PSLC,CHEWA
20603533,6,FEMALE,68,OTHER (SPECIFY),CHURCH ELDER,68,NONE,CHEWA
20603533,7,FEMALE,34,BUSINESS MAN/WOMAN,,34,NONE,CHEWA
20604638,1,MALE,34,COUNSELOR TO HEADMAN,,3,MSCE,CHEWA
20604638,2,MALE,22,OTHER (SPECIFY),CHURCH COUNSELOR,22,JCE,CHEWA
20604638,3,FEMALE,35,OTHER (SPECIFY),CITIZEN,35,NONE,CHEWA
20604638,4,MALE,43,SPOUSE OF HEADMAN,,43,NONE,CHEWA
20604638,5,MALE,36,OTHER (SPECIFY),CHURCH ELDER,36,PSLC,CHEWA
20604638,6,MALE,45,SPOUSE OF HEADMAN,,45,NONE,CHEWA
20605302,1,MALE,50,HEADMAN,,9,MSCE,CHEWA
20605302,2,MALE,52,COUNSELOR TO HEADMAN,,41,NONE,CHEWA
20605302,3,FEMALE,70,COUNSELOR TO HEADMAN,,70,NONE,CHEWA
20605302,4,MALE,20,OTHER (SPECIFY),CITIZEN,20,NONE,CHEWA
20605302,5,MALE,18,OTHER (SPECIFY),CIITIZEN,18,NONE,CHEWA
20605302,6,FEMALE,38,OTHER (SPECIFY),VDC CHAIR,38,NONE,CHEWA
20605302,7,MALE,45,HEALTH WORKER,,6,NONE,CHEWA
20605302,8,MALE,28,SCHOOL TEACHER,,3,UNIVER. DIPLOMA,CHEWA
20607260,1,MALE,48,OTHER (SPECIFY),DEPUTY HEADMASTER,8,MSCE,CHEWA
20607260,2,MALE,42,COUNSELOR TO HEADMAN,,42,NONE,CHEWA
20607260,3,MALE,33,OTHER (SPECIFY),CHURCH SECRETARY,33,JCE,CHEWA
20607260,4,FEMALE,32,OTHER (SPECIFY),CITIZEN,4,NONE,CHEWA
20607260,5,FEMALE,36,OTHER (SPECIFY),CHURCH TREASURER,36,NONE,CHEWA
20607260,6,FEMALE,38,OTHER (SPECIFY),CITIZEN,9,NONE,CHEWA
20607315,1,MALE,53,HEADMAN,,2,MSCE,CHEWA
20607315,2,MALE,38,SCHOOL TEACHER,,3,MSCE,TUMBUKA
20607315,3,MALE,54,OTHER (SPECIFY),VICE CHAIR PERSON ADC,54,PSLC,CHEWA
20607315,4,MALE,55,COUNSELOR TO HEADMAN,,88,PSLC,CHEWA
20607315,5,FEMALE,50,OTHER (SPECIFY),VDC SECRETARY,50,NONE,CHEWA
20607315,6,MALE,62,COUNSELOR TO HEADMAN,,62,PSLC,CHEWA
20610050,1,FEMALE,35,SCHOOL TEACHER,,5,MSCE,CHEWA
20610050,2,FEMALE,36,SCHOOL TEACHER,,7,MSCE,CHEWA
20610050,3,MALE,38,OTHER (SPECIFY),DEPUTY HEADMASTER,5,MSCE,CHEWA
20610050,4,MALE,28,HEALTH WORKER,,3,MSCE,CHEWA
20610050,5,MALE,53,OTHER (SPECIFY),CHURCH ELDER,9,NONE,CHEWA
20610050,6,MALE,24,HEADMAN,,17,NONE,CHEWA
20610050,7,MALE,74,OTHER (SPECIFY),BONAFIDE CITIZEN,46,NONE,CHEWA
20610249,1,MALE,40,SCHOOL HEADMASTER,,12,MSCE,CHEWA
20610249,2,MALE,46,COUNSELOR TO HEADMAN,,46,NONE,CHEWA
20610249,3,MALE,28,OTHER (SPECIFY),VICE CHAIRMAN HOME BASED CARE,10,PSLC,CHEWA
20610249,4,MALE,27,OTHER (SPECIFY),BONAFIDE CITIZEN,27,NONE,CHEWA
20610249,5,MALE,52,OTHER (SPECIFY),CHAIRMAN OF IRRIGATION,36,NONE,CHEWA
20610249,6,FEMALE,68,HEADMAN,,68,NONE,CHEWA
20610249,7,MALE,62,OTHER (SPECIFY),POLITICAL PARTY CHAIR,62,NONE,CHEWA
20610249,8,MALE,45,OTHER (SPECIFY),VDC CHAIR,45,NONE,CHEWA
20610249,9,MALE,52,OTHER (SPECIFY),CHURCH ELDER,52,NONE,CHEWA
20613324,1,MALE,54,SCHOOL HEADMASTER,,5,MSCE,CHEWA
20613324,2,FEMALE,56,OTHER (SPECIFY),VDC CHAIR,54,NONE,CHEWA
20613324,3,MALE,50,COUNSELOR TO HEADMAN,,50,NONE,CHEWA
20613324,4,MALE,32,OTHER (SPECIFY),BONAFIDE CITIZEN,32,NONE,CHEWA
20613324,5,MALE,72,COUNSELOR TO HEADMAN,,72,NONE,CHEWA
20613324,6,MALE,38,SCHOOL HEADMASTER,,6,UNIVER. DIPLOMA,CHEWA
20614477,1,MALE,60,SCHOOL HEADMASTER,,3,PSLC,CHEWA
20614477,2,MALE,41,HEADMAN,,41,NONE,CHEWA
20614477,3,MALE,45,COUNSELOR TO HEADMAN,,45,NONE,CHEWA
20614477,4,MALE,40,HEADMAN,,40,NONE,CHEWA
20614477,5,MALE,82,HEADMAN,,60,JCE,CHEWA
20614477,6,FEMALE,36,OTHER (SPECIFY),VDC MEMBER,36,NONE,CHEWA
20614477,7,FEMALE,34,OTHER (SPECIFY),HSA,34,NONE,CHEWA
20614477,8,MALE,57,HEADMAN,,57,NONE,CHEWA
20614477,9,MALE,49,SCHOOL HEADMASTER,,0,NON-UNIV. DIPLOMA,CHEWA
20615064,1,FEMALE,39,HEADMAN,,39,NONE,CHEWA
20615064,2,FEMALE,49,OTHER (SPECIFY),SCHOOL COMMITTEE MEMBER,49,NONE,CHEWA
20615064,3,MALE,41,OTHER (SPECIFY),COMMUNITY POLICE CHAIR,41,NONE,CHEWA
20615064,4,FEMALE,26,SPOUSE OF HEADMAN,,4,NONE,CHEWA
20615064,5,FEMALE,39,BUSINESS MAN/WOMAN,,39,NONE,CHEWA
20615735,1,MALE,42,OTHER (SPECIFY),DEPUTY HEADMASTER,4,MSCE,CHEWA
20615735,2,MALE,40,SCHOOL TEACHER,,16,PSLC,CHEWA
20615735,3,MALE,43,SCHOOL HEADMASTER,,4,MSCE,CHEWA
20615735,4,MALE,48,SCHOOL HEADMASTER,,0,NON-UNIV. DIPLOMA,CHEWA
20615735,5,MALE,42,HEADMAN,,42,PSLC,CHEWA
20615735,6,MALE,46,COUNSELOR TO HEADMAN,,46,NONE,CHEWA
20702471,1,MALE,41,HEADMAN,,20,PSLC,CHEWA
20702471,2,MALE,40,OTHER (SPECIFY),CHAIRMAN OF VILLAGE BANK,40,NONE,CHEWA
20702471,3,MALE,35,RELIGIOUS LEADER,,35,PSLC,CHEWA
20702471,4,MALE,42,OTHER (SPECIFY),CHAIRMAN OF VILLAGE BANK,42,PSLC,CHEWA
20702471,5,FEMALE,38,RELIGIOUS LEADER,,38,PSLC,CHEWA
20702471,6,FEMALE,21,COUNSELOR TO HEADMAN,,21,JCE,CHEWA
20704738,1,MALE,58,HEADMAN,,48,NONE,CHEWA
20704738,2,MALE,53,OTHER (SPECIFY),VDC,17,PSLC,CHEWA
20704738,3,MALE,50,RELIGIOUS LEADER,,7,NONE,CHEWA
20704738,4,MALE,37,RELIGIOUS LEADER,,9,NONE,CHEWA
20704738,5,MALE,49,OTHER (SPECIFY),VDC,38,NONE,CHEWA
20704738,6,MALE,29,RELIGIOUS LEADER,,29,NONE,CHEWA
20704738,7,FEMALE,26,OTHER (SPECIFY),NO RESPONSIBILITY,26,NONE,CHEWA
20704738,8,FEMALE,26,OTHER (SPECIFY),NO RESPONSIBILITY,26,PSLC,CHEWA
20704738,9,FEMALE,53,OTHER (SPECIFY),WOMEN'S CLUB CHAIR,27,NONE,CHEWA
20704738,10,MALE,31,OTHER (SPECIFY),NO RESPONSIBILITY,31,NONE,CHEWA
20705372,1,MALE,67,HEADMAN,,67,PSLC,CHEWA
20705372,2,MALE,53,RELIGIOUS LEADER,,53,NONE,CHEWA
20705372,3,MALE,41,RELIGIOUS LEADER,,41,NONE,CHEWA
20705372,4,MALE,60,RELIGIOUS LEADER,,60,NONE,CHEWA
20705372,5,MALE,35,OTHER (SPECIFY),AGRICULTURE COMMITTEE MEMBER,35,PSLC,CHEWA
20705372,6,MALE,27,OTHER (SPECIFY),YOUTH GROUP CHAIR,27,NONE,CHEWA
20705372,7,FEMALE,41,OTHER (SPECIFY),HEALTH COMMITTEE MEMBER,21,PSLC,CHEWA
20705372,8,FEMALE,32,BUSINESS MAN/WOMAN,,32,NONE,CHEWA
20705372,9,FEMALE,19,OTHER (SPECIFY),VDC MEMBER,19,NONE,CHEWA
