HHID,case_id,qx_type,visit,ea_id,hh_i01,hh_i02,hh_i03
899,203025390148,Panel A,1,20302539,No,"Public transport - Other (Truck, Oxcart, Etc..)",
921,203025390169,Panel A,1,20302539,No,Charcoal,
921,203025390169,Panel A,1,20302539,No,Paraffin or kerosene,
921,203025390169,Panel A,1,20302539,No,Cigarettes or other tobacco,
921,203025390169,Panel A,1,20302539,No,Candles,
921,203025390169,Panel A,1,20302539,Yes,Matches,10
921,203025390169,Panel A,1,20302539,No,Newspapers or magazines,
921,203025390169,Panel A,1,20302539,No,Public transport - Bicycle Taxi,
921,203025390169,Panel A,1,20302539,No,Public transport - Bus/Minibus,
921,203025390169,Panel A,1,20302539,No,"Public transport - Other (Truck, Oxcart, Etc..)",
897,203025390177,Panel A,1,20302539,Yes,Charcoal,100
897,203025390177,Panel A,1,20302539,No,Paraffin or kerosene,
897,203025390177,Panel A,1,20302539,No,Cigarettes or other tobacco,
897,203025390177,Panel A,1,20302539,No,Candles,
897,203025390177,Panel A,1,20302539,Yes,Matches,10
897,203025390177,Panel A,1,20302539,No,Newspapers or magazines,
897,203025390177,Panel A,1,20302539,No,Public transport - Bicycle Taxi,
897,203025390177,Panel A,1,20302539,No,Public transport - Bus/Minibus,
897,203025390177,Panel A,1,20302539,No,"Public transport - Other (Truck, Oxcart, Etc..)",
901,203025390196,Panel A,1,20302539,No,Charcoal,
901,203025390196,Panel A,1,20302539,No,Paraffin or kerosene,
901,203025390196,Panel A,1,20302539,No,Cigarettes or other tobacco,
901,203025390196,Panel A,1,20302539,No,Candles,
901,203025390196,Panel A,1,20302539,Yes,Matches,10
901,203025390196,Panel A,1,20302539,No,Newspapers or magazines,
901,203025390196,Panel A,1,20302539,No,Public transport - Bicycle Taxi,
901,203025390196,Panel A,1,20302539,No,Public transport - Bus/Minibus,
901,203025390196,Panel A,1,20302539,No,"Public transport - Other (Truck, Oxcart, Etc..)",
931,203030650008,Panel A,1,20303065,No,Charcoal,
931,203030650008,Panel A,1,20303065,Yes,Paraffin or kerosene,125
931,203030650008,Panel A,1,20303065,No,Cigarettes or other tobacco,
931,203030650008,Panel A,1,20303065,No,Candles,
931,203030650008,Panel A,1,20303065,Yes,Matches,40
931,203030650008,Panel A,1,20303065,No,Newspapers or magazines,
931,203030650008,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
931,203030650008,Panel A,1,20303065,No,Public transport - Bus/Minibus,
931,203030650008,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
959,203030650012,Panel A,1,20303065,No,Charcoal,
959,203030650012,Panel A,1,20303065,No,Paraffin or kerosene,
959,203030650012,Panel A,1,20303065,No,Cigarettes or other tobacco,
959,203030650012,Panel A,1,20303065,No,Candles,
959,203030650012,Panel A,1,20303065,No,Matches,
959,203030650012,Panel A,1,20303065,No,Newspapers or magazines,
959,203030650012,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
959,203030650012,Panel A,1,20303065,No,Public transport - Bus/Minibus,
959,203030650012,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
941,203030650013,Panel A,1,20303065,No,Charcoal,
941,203030650013,Panel A,1,20303065,No,Paraffin or kerosene,
941,203030650013,Panel A,1,20303065,No,Cigarettes or other tobacco,
941,203030650013,Panel A,1,20303065,Yes,Candles,25
941,203030650013,Panel A,1,20303065,Yes,Matches,10
941,203030650013,Panel A,1,20303065,No,Newspapers or magazines,
941,203030650013,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
941,203030650013,Panel A,1,20303065,No,Public transport - Bus/Minibus,
941,203030650013,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
937,203030650026,Panel A,1,20303065,No,Charcoal,
937,203030650026,Panel A,1,20303065,No,Paraffin or kerosene,
937,203030650026,Panel A,1,20303065,No,Cigarettes or other tobacco,
937,203030650026,Panel A,1,20303065,No,Candles,
937,203030650026,Panel A,1,20303065,No,Matches,
937,203030650026,Panel A,1,20303065,No,Newspapers or magazines,
937,203030650026,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
937,203030650026,Panel A,1,20303065,No,Public transport - Bus/Minibus,
937,203030650026,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
947,203030650031,Panel A,1,20303065,No,Charcoal,
947,203030650031,Panel A,1,20303065,No,Paraffin or kerosene,
947,203030650031,Panel A,1,20303065,No,Cigarettes or other tobacco,
947,203030650031,Panel A,1,20303065,No,Candles,
947,203030650031,Panel A,1,20303065,Yes,Matches,10
947,203030650031,Panel A,1,20303065,No,Newspapers or magazines,
947,203030650031,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
947,203030650031,Panel A,1,20303065,No,Public transport - Bus/Minibus,
947,203030650031,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
929,203030650039,Panel A,1,20303065,No,Charcoal,
929,203030650039,Panel A,1,20303065,No,Paraffin or kerosene,
929,203030650039,Panel A,1,20303065,No,Cigarettes or other tobacco,
929,203030650039,Panel A,1,20303065,No,Candles,
929,203030650039,Panel A,1,20303065,Yes,Matches,10
929,203030650039,Panel A,1,20303065,No,Newspapers or magazines,
929,203030650039,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
929,203030650039,Panel A,1,20303065,No,Public transport - Bus/Minibus,
929,203030650039,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
935,203030650044,Panel A,1,20303065,No,Charcoal,
935,203030650044,Panel A,1,20303065,No,Paraffin or kerosene,
935,203030650044,Panel A,1,20303065,No,Cigarettes or other tobacco,
935,203030650044,Panel A,1,20303065,No,Candles,
935,203030650044,Panel A,1,20303065,Yes,Matches,10
935,203030650044,Panel A,1,20303065,No,Newspapers or magazines,
935,203030650044,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
935,203030650044,Panel A,1,20303065,No,Public transport - Bus/Minibus,
935,203030650044,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
949,203030650050,Panel A,1,20303065,No,Charcoal,
949,203030650050,Panel A,1,20303065,No,Paraffin or kerosene,
949,203030650050,Panel A,1,20303065,No,Cigarettes or other tobacco,
949,203030650050,Panel A,1,20303065,No,Candles,
949,203030650050,Panel A,1,20303065,Yes,Matches,20
949,203030650050,Panel A,1,20303065,No,Newspapers or magazines,
949,203030650050,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
949,203030650050,Panel A,1,20303065,No,Public transport - Bus/Minibus,
949,203030650050,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
933,203030650058,Panel A,1,20303065,No,Charcoal,
933,203030650058,Panel A,1,20303065,No,Paraffin or kerosene,
933,203030650058,Panel A,1,20303065,No,Cigarettes or other tobacco,
933,203030650058,Panel A,1,20303065,No,Candles,
933,203030650058,Panel A,1,20303065,No,Matches,
933,203030650058,Panel A,1,20303065,No,Newspapers or magazines,
933,203030650058,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
933,203030650058,Panel A,1,20303065,No,Public transport - Bus/Minibus,
933,203030650058,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
939,203030650069,Panel A,1,20303065,No,Charcoal,
939,203030650069,Panel A,1,20303065,Yes,Paraffin or kerosene,60
939,203030650069,Panel A,1,20303065,No,Cigarettes or other tobacco,
939,203030650069,Panel A,1,20303065,No,Candles,
939,203030650069,Panel A,1,20303065,Yes,Matches,10
939,203030650069,Panel A,1,20303065,No,Newspapers or magazines,
939,203030650069,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
939,203030650069,Panel A,1,20303065,No,Public transport - Bus/Minibus,
939,203030650069,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
951,203030650087,Panel A,1,20303065,No,Charcoal,
951,203030650087,Panel A,1,20303065,No,Paraffin or kerosene,
951,203030650087,Panel A,1,20303065,No,Cigarettes or other tobacco,
951,203030650087,Panel A,1,20303065,No,Candles,
951,203030650087,Panel A,1,20303065,Yes,Matches,7
951,203030650087,Panel A,1,20303065,No,Newspapers or magazines,
951,203030650087,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
951,203030650087,Panel A,1,20303065,No,Public transport - Bus/Minibus,
951,203030650087,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
943,203030650093,Panel A,1,20303065,No,Charcoal,
943,203030650093,Panel A,1,20303065,No,Paraffin or kerosene,
943,203030650093,Panel A,1,20303065,No,Cigarettes or other tobacco,
943,203030650093,Panel A,1,20303065,No,Candles,
943,203030650093,Panel A,1,20303065,Yes,Matches,7
943,203030650093,Panel A,1,20303065,No,Newspapers or magazines,
943,203030650093,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
943,203030650093,Panel A,1,20303065,No,Public transport - Bus/Minibus,
943,203030650093,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
945,203030650094,Panel A,1,20303065,No,Charcoal,
945,203030650094,Panel A,1,20303065,No,Paraffin or kerosene,
945,203030650094,Panel A,1,20303065,No,Cigarettes or other tobacco,
945,203030650094,Panel A,1,20303065,No,Candles,
945,203030650094,Panel A,1,20303065,No,Matches,
945,203030650094,Panel A,1,20303065,No,Newspapers or magazines,
945,203030650094,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
945,203030650094,Panel A,1,20303065,No,Public transport - Bus/Minibus,
945,203030650094,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
955,203030650110,Panel A,1,20303065,No,Charcoal,
955,203030650110,Panel A,1,20303065,No,Paraffin or kerosene,
955,203030650110,Panel A,1,20303065,No,Cigarettes or other tobacco,
955,203030650110,Panel A,1,20303065,No,Candles,
955,203030650110,Panel A,1,20303065,Yes,Matches,14
955,203030650110,Panel A,1,20303065,No,Newspapers or magazines,
955,203030650110,Panel A,1,20303065,Yes,Public transport - Bicycle Taxi,200
955,203030650110,Panel A,1,20303065,No,Public transport - Bus/Minibus,
955,203030650110,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
953,203030650116,Panel A,1,20303065,No,Charcoal,
953,203030650116,Panel A,1,20303065,No,Paraffin or kerosene,
953,203030650116,Panel A,1,20303065,No,Cigarettes or other tobacco,
953,203030650116,Panel A,1,20303065,No,Candles,
953,203030650116,Panel A,1,20303065,Yes,Matches,15
953,203030650116,Panel A,1,20303065,No,Newspapers or magazines,
953,203030650116,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
953,203030650116,Panel A,1,20303065,No,Public transport - Bus/Minibus,
953,203030650116,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
957,203030650121,Panel A,1,20303065,No,Charcoal,
957,203030650121,Panel A,1,20303065,No,Paraffin or kerosene,
957,203030650121,Panel A,1,20303065,Yes,Cigarettes or other tobacco,50
957,203030650121,Panel A,1,20303065,No,Candles,
957,203030650121,Panel A,1,20303065,Yes,Matches,10
957,203030650121,Panel A,1,20303065,No,Newspapers or magazines,
957,203030650121,Panel A,1,20303065,No,Public transport - Bicycle Taxi,
957,203030650121,Panel A,1,20303065,No,Public transport - Bus/Minibus,
957,203030650121,Panel A,1,20303065,No,"Public transport - Other (Truck, Oxcart, Etc..)",
896,203053010006,Panel B,2,20305301,No,Charcoal,
896,203053010006,Panel B,2,20305301,No,Paraffin or kerosene,
896,203053010006,Panel B,2,20305301,No,Cigarettes or other tobacco,
896,203053010006,Panel B,2,20305301,No,Candles,
896,203053010006,Panel B,2,20305301,Yes,Matches,20
896,203053010006,Panel B,2,20305301,No,Newspapers or magazines,
896,203053010006,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
896,203053010006,Panel B,2,20305301,No,Public transport - Bus/Minibus,
896,203053010006,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
894,203053010012,Panel B,2,20305301,No,Charcoal,
894,203053010012,Panel B,2,20305301,Yes,Paraffin or kerosene,30
894,203053010012,Panel B,2,20305301,No,Cigarettes or other tobacco,
894,203053010012,Panel B,2,20305301,No,Candles,
894,203053010012,Panel B,2,20305301,Yes,Matches,5
894,203053010012,Panel B,2,20305301,No,Newspapers or magazines,
894,203053010012,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
894,203053010012,Panel B,2,20305301,No,Public transport - Bus/Minibus,
894,203053010012,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
920,203053010018,Panel B,2,20305301,No,Charcoal,
920,203053010018,Panel B,2,20305301,No,Paraffin or kerosene,
920,203053010018,Panel B,2,20305301,No,Cigarettes or other tobacco,
920,203053010018,Panel B,2,20305301,No,Candles,
920,203053010018,Panel B,2,20305301,Yes,Matches,20
920,203053010018,Panel B,2,20305301,No,Newspapers or magazines,
920,203053010018,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
920,203053010018,Panel B,2,20305301,Yes,Public transport - Bus/Minibus,100
920,203053010018,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
922,203053010025,Panel B,2,20305301,No,Charcoal,
922,203053010025,Panel B,2,20305301,No,Paraffin or kerosene,
922,203053010025,Panel B,2,20305301,No,Cigarettes or other tobacco,
922,203053010025,Panel B,2,20305301,No,Candles,
922,203053010025,Panel B,2,20305301,Yes,Matches,20
922,203053010025,Panel B,2,20305301,No,Newspapers or magazines,
922,203053010025,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
922,203053010025,Panel B,2,20305301,No,Public transport - Bus/Minibus,
922,203053010025,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
918,203053010031,Panel B,2,20305301,No,Charcoal,
918,203053010031,Panel B,2,20305301,No,Paraffin or kerosene,
918,203053010031,Panel B,2,20305301,No,Cigarettes or other tobacco,
918,203053010031,Panel B,2,20305301,No,Candles,
918,203053010031,Panel B,2,20305301,Yes,Matches,20
918,203053010031,Panel B,2,20305301,No,Newspapers or magazines,
918,203053010031,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
918,203053010031,Panel B,2,20305301,No,Public transport - Bus/Minibus,
918,203053010031,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
916,203053010037,Panel B,2,20305301,No,Charcoal,
916,203053010037,Panel B,2,20305301,No,Paraffin or kerosene,
916,203053010037,Panel B,2,20305301,Yes,Cigarettes or other tobacco,100
916,203053010037,Panel B,2,20305301,No,Candles,
916,203053010037,Panel B,2,20305301,Yes,Matches,20
916,203053010037,Panel B,2,20305301,No,Newspapers or magazines,
916,203053010037,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
916,203053010037,Panel B,2,20305301,No,Public transport - Bus/Minibus,
916,203053010037,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
900,203053010049,Panel B,2,20305301,No,Charcoal,
900,203053010049,Panel B,2,20305301,No,Paraffin or kerosene,
900,203053010049,Panel B,2,20305301,No,Cigarettes or other tobacco,
900,203053010049,Panel B,2,20305301,No,Candles,
900,203053010049,Panel B,2,20305301,Yes,Matches,10
900,203053010049,Panel B,2,20305301,No,Newspapers or magazines,
900,203053010049,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
900,203053010049,Panel B,2,20305301,Yes,Public transport - Bus/Minibus,600
900,203053010049,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
906,203053010062,Panel B,2,20305301,No,Charcoal,
906,203053010062,Panel B,2,20305301,Yes,Paraffin or kerosene,100
906,203053010062,Panel B,2,20305301,Yes,Cigarettes or other tobacco,150
906,203053010062,Panel B,2,20305301,No,Candles,
906,203053010062,Panel B,2,20305301,Yes,Matches,20
906,203053010062,Panel B,2,20305301,No,Newspapers or magazines,
906,203053010062,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
906,203053010062,Panel B,2,20305301,No,Public transport - Bus/Minibus,
906,203053010062,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
908,203053010068,Panel B,2,20305301,No,Charcoal,
908,203053010068,Panel B,2,20305301,No,Paraffin or kerosene,
908,203053010068,Panel B,2,20305301,No,Cigarettes or other tobacco,
908,203053010068,Panel B,2,20305301,No,Candles,
908,203053010068,Panel B,2,20305301,Yes,Matches,20
908,203053010068,Panel B,2,20305301,No,Newspapers or magazines,
908,203053010068,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
908,203053010068,Panel B,2,20305301,Yes,Public transport - Bus/Minibus,600
908,203053010068,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
924,203053010080,Panel B,2,20305301,No,Charcoal,
924,203053010080,Panel B,2,20305301,Yes,Paraffin or kerosene,80
924,203053010080,Panel B,2,20305301,No,Cigarettes or other tobacco,
924,203053010080,Panel B,2,20305301,No,Candles,
924,203053010080,Panel B,2,20305301,Yes,Matches,10
924,203053010080,Panel B,2,20305301,No,Newspapers or magazines,
924,203053010080,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
924,203053010080,Panel B,2,20305301,No,Public transport - Bus/Minibus,
924,203053010080,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
898,203053010086,Panel B,2,20305301,No,Charcoal,
898,203053010086,Panel B,2,20305301,Yes,Paraffin or kerosene,50
898,203053010086,Panel B,2,20305301,No,Cigarettes or other tobacco,
898,203053010086,Panel B,2,20305301,No,Candles,
898,203053010086,Panel B,2,20305301,No,Matches,
898,203053010086,Panel B,2,20305301,No,Newspapers or magazines,
898,203053010086,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
898,203053010086,Panel B,2,20305301,No,Public transport - Bus/Minibus,
898,203053010086,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
910,203053010093,Panel B,2,20305301,No,Charcoal,
910,203053010093,Panel B,2,20305301,No,Paraffin or kerosene,
910,203053010093,Panel B,2,20305301,No,Cigarettes or other tobacco,
910,203053010093,Panel B,2,20305301,No,Candles,
910,203053010093,Panel B,2,20305301,Yes,Matches,10
910,203053010093,Panel B,2,20305301,No,Newspapers or magazines,
910,203053010093,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
910,203053010093,Panel B,2,20305301,No,Public transport - Bus/Minibus,
910,203053010093,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
914,203053010105,Panel B,2,20305301,No,Charcoal,
914,203053010105,Panel B,2,20305301,No,Paraffin or kerosene,
914,203053010105,Panel B,2,20305301,No,Cigarettes or other tobacco,
914,203053010105,Panel B,2,20305301,No,Candles,
914,203053010105,Panel B,2,20305301,Yes,Matches,10
914,203053010105,Panel B,2,20305301,No,Newspapers or magazines,
914,203053010105,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
914,203053010105,Panel B,2,20305301,No,Public transport - Bus/Minibus,
914,203053010105,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
904,203053010111,Panel B,2,20305301,No,Charcoal,
904,203053010111,Panel B,2,20305301,Yes,Paraffin or kerosene,60
904,203053010111,Panel B,2,20305301,No,Cigarettes or other tobacco,
904,203053010111,Panel B,2,20305301,No,Candles,
904,203053010111,Panel B,2,20305301,Yes,Matches,10
904,203053010111,Panel B,2,20305301,No,Newspapers or magazines,
904,203053010111,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
904,203053010111,Panel B,2,20305301,No,Public transport - Bus/Minibus,
904,203053010111,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
902,203053010117,Panel B,2,20305301,No,Charcoal,
902,203053010117,Panel B,2,20305301,No,Paraffin or kerosene,
902,203053010117,Panel B,2,20305301,No,Cigarettes or other tobacco,
902,203053010117,Panel B,2,20305301,No,Candles,
902,203053010117,Panel B,2,20305301,Yes,Matches,20
902,203053010117,Panel B,2,20305301,No,Newspapers or magazines,
902,203053010117,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
902,203053010117,Panel B,2,20305301,No,Public transport - Bus/Minibus,
902,203053010117,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
912,203053010130,Panel B,2,20305301,No,Charcoal,
912,203053010130,Panel B,2,20305301,No,Paraffin or kerosene,
912,203053010130,Panel B,2,20305301,No,Cigarettes or other tobacco,
912,203053010130,Panel B,2,20305301,Yes,Candles,90
912,203053010130,Panel B,2,20305301,Yes,Matches,20
912,203053010130,Panel B,2,20305301,No,Newspapers or magazines,
912,203053010130,Panel B,2,20305301,No,Public transport - Bicycle Taxi,
912,203053010130,Panel B,2,20305301,Yes,Public transport - Bus/Minibus,250
912,203053010130,Panel B,2,20305301,No,"Public transport - Other (Truck, Oxcart, Etc..)",
926,203065570007,Panel B,2,20306557,No,Charcoal,
926,203065570007,Panel B,2,20306557,No,Paraffin or kerosene,
926,203065570007,Panel B,2,20306557,No,Cigarettes or other tobacco,
926,203065570007,Panel B,2,20306557,No,Candles,
926,203065570007,Panel B,2,20306557,Yes,Matches,20
926,203065570007,Panel B,2,20306557,No,Newspapers or magazines,
926,203065570007,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
926,203065570007,Panel B,2,20306557,Yes,Public transport - Bus/Minibus,2800
926,203065570007,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
934,203065570030,Panel B,2,20306557,No,Charcoal,
934,203065570030,Panel B,2,20306557,Yes,Paraffin or kerosene,80
934,203065570030,Panel B,2,20306557,No,Cigarettes or other tobacco,
934,203065570030,Panel B,2,20306557,No,Candles,
934,203065570030,Panel B,2,20306557,Yes,Matches,10
934,203065570030,Panel B,2,20306557,No,Newspapers or magazines,
934,203065570030,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
934,203065570030,Panel B,2,20306557,No,Public transport - Bus/Minibus,
934,203065570030,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
930,203065570076,Panel B,2,20306557,No,Charcoal,
930,203065570076,Panel B,2,20306557,No,Paraffin or kerosene,
930,203065570076,Panel B,2,20306557,No,Cigarettes or other tobacco,
930,203065570076,Panel B,2,20306557,No,Candles,
930,203065570076,Panel B,2,20306557,Yes,Matches,10
930,203065570076,Panel B,2,20306557,No,Newspapers or magazines,
930,203065570076,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
930,203065570076,Panel B,2,20306557,Yes,Public transport - Bus/Minibus,100
930,203065570076,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
942,203065570099,Panel B,2,20306557,No,Charcoal,
942,203065570099,Panel B,2,20306557,Yes,Paraffin or kerosene,200
942,203065570099,Panel B,2,20306557,Yes,Cigarettes or other tobacco,300
942,203065570099,Panel B,2,20306557,No,Candles,
942,203065570099,Panel B,2,20306557,Yes,Matches,20
942,203065570099,Panel B,2,20306557,No,Newspapers or magazines,
942,203065570099,Panel B,2,20306557,Yes,Public transport - Bicycle Taxi,300
942,203065570099,Panel B,2,20306557,Yes,Public transport - Bus/Minibus,100
942,203065570099,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
956,203065570122,Panel B,2,20306557,No,Charcoal,
956,203065570122,Panel B,2,20306557,No,Paraffin or kerosene,
956,203065570122,Panel B,2,20306557,No,Cigarettes or other tobacco,
956,203065570122,Panel B,2,20306557,No,Candles,
956,203065570122,Panel B,2,20306557,Yes,Matches,20
956,203065570122,Panel B,2,20306557,No,Newspapers or magazines,
956,203065570122,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
956,203065570122,Panel B,2,20306557,No,Public transport - Bus/Minibus,
956,203065570122,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
932,203065570167,Panel B,2,20306557,No,Charcoal,
932,203065570167,Panel B,2,20306557,No,Paraffin or kerosene,
932,203065570167,Panel B,2,20306557,No,Cigarettes or other tobacco,
932,203065570167,Panel B,2,20306557,No,Candles,
932,203065570167,Panel B,2,20306557,Yes,Matches,80
932,203065570167,Panel B,2,20306557,No,Newspapers or magazines,
932,203065570167,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
932,203065570167,Panel B,2,20306557,No,Public transport - Bus/Minibus,
932,203065570167,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
952,203065570190,Panel B,2,20306557,No,Charcoal,
952,203065570190,Panel B,2,20306557,No,Paraffin or kerosene,
952,203065570190,Panel B,2,20306557,No,Cigarettes or other tobacco,
952,203065570190,Panel B,2,20306557,No,Candles,
952,203065570190,Panel B,2,20306557,Yes,Matches,20
952,203065570190,Panel B,2,20306557,No,Newspapers or magazines,
952,203065570190,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
952,203065570190,Panel B,2,20306557,No,Public transport - Bus/Minibus,
952,203065570190,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
954,203065570213,Panel B,2,20306557,No,Charcoal,
954,203065570213,Panel B,2,20306557,No,Paraffin or kerosene,
954,203065570213,Panel B,2,20306557,No,Cigarettes or other tobacco,
954,203065570213,Panel B,2,20306557,No,Candles,
954,203065570213,Panel B,2,20306557,No,Matches,
954,203065570213,Panel B,2,20306557,No,Newspapers or magazines,
954,203065570213,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
954,203065570213,Panel B,2,20306557,No,Public transport - Bus/Minibus,
954,203065570213,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
950,203065570259,Panel B,2,20306557,No,Charcoal,
950,203065570259,Panel B,2,20306557,No,Paraffin or kerosene,
950,203065570259,Panel B,2,20306557,No,Cigarettes or other tobacco,
950,203065570259,Panel B,2,20306557,No,Candles,
950,203065570259,Panel B,2,20306557,Yes,Matches,10
950,203065570259,Panel B,2,20306557,No,Newspapers or magazines,
950,203065570259,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
950,203065570259,Panel B,2,20306557,No,Public transport - Bus/Minibus,
950,203065570259,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
940,203065570282,Panel B,2,20306557,No,Charcoal,
940,203065570282,Panel B,2,20306557,Yes,Paraffin or kerosene,400
940,203065570282,Panel B,2,20306557,No,Cigarettes or other tobacco,
940,203065570282,Panel B,2,20306557,No,Candles,
940,203065570282,Panel B,2,20306557,No,Matches,
940,203065570282,Panel B,2,20306557,No,Newspapers or magazines,
940,203065570282,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
940,203065570282,Panel B,2,20306557,No,Public transport - Bus/Minibus,
940,203065570282,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
944,203065570305,Panel B,2,20306557,No,Charcoal,
944,203065570305,Panel B,2,20306557,No,Paraffin or kerosene,
944,203065570305,Panel B,2,20306557,No,Cigarettes or other tobacco,
944,203065570305,Panel B,2,20306557,No,Candles,
944,203065570305,Panel B,2,20306557,Yes,Matches,20
944,203065570305,Panel B,2,20306557,No,Newspapers or magazines,
944,203065570305,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
944,203065570305,Panel B,2,20306557,No,Public transport - Bus/Minibus,
944,203065570305,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
946,203065570350,Panel B,2,20306557,No,Charcoal,
946,203065570350,Panel B,2,20306557,No,Paraffin or kerosene,
946,203065570350,Panel B,2,20306557,Yes,Cigarettes or other tobacco,100
946,203065570350,Panel B,2,20306557,No,Candles,
946,203065570350,Panel B,2,20306557,Yes,Matches,10
946,203065570350,Panel B,2,20306557,No,Newspapers or magazines,
946,203065570350,Panel B,2,20306557,No,Public transport - Bicycle Taxi,
946,203065570350,Panel B,2,20306557,Yes,Public transport - Bus/Minibus,300
946,203065570350,Panel B,2,20306557,No,"Public transport - Other (Truck, Oxcart, Etc..)",
948,203065570373,Panel B,2,20306557,No,Charcoal,
