case_id,ea_id,lat_modified,lon_modified,dist_road,dist_popcenter,dist_admarc,dist_auction,dist_boma,dist_borderpost,af_bio_1,af_bio_2,af_bio_3,af_bio_4,af_bio_5,af_bio_6,af_bio_7,af_bio_8,af_bio_9,af_bio_10,af_bio_11,af_bio_12,af_bio_13,af_bio_14,af_bio_15,af_bio_16,fsrad3_agpct,fsrad3_lcmaj,ssa_aez09,afmnslp_pct,srtm_eaf,twi_mwi,srtm_eaf_5_15,sq1,sq2,sq3,sq4,sq5,sq6,sq7,anntot_avg,wetq_avg,wetq_avgstart,h2009_tot,h2009_wetq,h2009_wetqstart,h2010_tot,h2010_wetq,h2010_wetqstart,eviarea_avg,grn_avg,sen_avg,h2009_area,h2009_grn,h2009_sen,h2010_area,h2010_grn,h2010_sen,HHID,reside,stratum,hh_wgt,qx_type,hh_a01,hh_a02,hh_a02b,hh_a11,hh_a13,hh_a22_1,hh_a22_2,hh_a23_1,hh_a23a_1,hh_a23b_1,hh_a23c_1,hh_a23_2,hh_a23a_2,hh_a23b_2,hh_a23c_2,hh_a25_1,hh_a25_2,hh_a26_1,hh_a26a_1,hh_a26b_1,hh_a26c_1,hh_a26_2,hh_a26a_2,hh_a26b_2,hh_a26c_2,hh_a31_1,hh_a31_2,hh_a32_1,hh_a32a_1,hh_a32b_1,hh_a32c_1,hh_a32_2,hh_a32a_2,hh_a32b_2,hh_a32c_2,hh_a34_1,hh_a34_2,hh_a35_1,hh_a35a_1,hh_a35b_1,hh_a35c_1,hh_a35_2,hh_a35a_2,hh_a35b_2,hh_a35c_2,hh_g09,hh_m00,hh_o00,hh_s01,hh_w01,int_outcome_1,int_outcome_2,_merge
102016880041,10201688,-9.8448296,33.873699,1.62,13.47,5.2399998,179.17,17.49,13.6,251,95,60,1679,328,171,157,255,251,272,227,1360,340,1,100,803,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,.89999998,493,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,118,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,11jun2010,11,6,2010,04oct2010,4,10,2010,10,10,13jun2010,13,6,2010,05oct2010,5,10,2010,19,19,29jun2010,29,6,2010,06oct2010,6,10,2010,5,11,11dec2010,11,12,2010,08feb2011,8,2,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
102016880049,10201688,-9.8448296,33.873699,1.35,13.22,5.4299998,179.03999,17.51,13.3,251,95,60,1679,328,171,157,255,251,272,227,1360,340,1,100,803,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,.89999998,492,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,106,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,12sep2010,12,9,2010,03oct2010,3,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
102016880064,10201688,-9.8448296,33.873699,1.4,13.48,5.1599998,179.3,17.299999,13.6,251,95,60,1679,328,171,157,255,251,272,227,1360,340,1,100,803,49,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,.89999998,492,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,128,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,09jun2010,9,6,2010,04oct2010,4,10,2010,10,10,11jun2010,11,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,06oct2010,6,10,2010,5,11,11dec2010,11,12,2010,08feb2011,8,2,2011,Yes,Yes,Yes,No,No,Complete,Complete,both in master and using data
102016880072,10201688,-9.8448296,33.873699,1.41,12.85,5.8400002,178.62,17.91,13,251,95,60,1679,328,171,157,255,251,272,227,1360,340,1,100,803,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,.89999998,493,14,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,116,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,12,12,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,12jun2010,12,6,2010,02oct2010,2,10,2010,19,19,29jun2010,29,6,2010,06oct2010,6,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
102016880080,10201688,-9.8448296,33.873699,.83999997,13.01,5.5500002,179.06,17.309999,13.1,251,95,60,1696,328,171,157,254,251,272,227,1352,339,1,101,798,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,489,14,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,122,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,09jun2010,9,6,2010,04oct2010,4,10,2010,10,10,13jun2010,13,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
102016880095,10201688,-9.8448296,33.873699,.66000003,13.08,5.46,179.22,17.110001,13.2,251,95,60,1696,328,171,157,254,251,272,227,1352,339,1,101,798,51,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,490,14,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,98,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,11jun2010,11,6,2010,02oct2010,2,10,2010,10,10,13jun2010,13,6,2010,03oct2010,3,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
102016880103,10201688,-9.8448296,33.873699,.70999998,12.85,5.6999998,178.96001,17.360001,13,251,95,60,1696,328,171,157,254,251,272,227,1352,339,1,101,798,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,489,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,112,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,09jun2010,9,6,2010,04oct2010,4,10,2010,10,10,10jun2010,10,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,04oct2010,4,10,2010,11,11,10dec2010,10,12,2010,07feb2011,7,2,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
102016880111,10201688,-9.8448296,33.873699,.25999999,12.44,6.0999999,178.71001,17.440001,12.5,251,95,60,1696,328,171,157,254,251,272,227,1352,339,1,101,798,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,488,18,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,110,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,13,13,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,10jun2010,10,6,2010,02oct2010,2,10,2010,19,19,29jun2010,29,6,2010,03oct2010,3,10,2010,11,11,10dec2010,10,12,2010,05feb2011,5,2,2011,Yes,Yes,Yes,No,No,Complete,Complete,both in master and using data
102016880126,10201688,-9.8448296,33.873699,1.0700001,13.35,5.2399998,179.31,17.17,13.5,251,95,60,1679,328,171,157,255,251,272,227,1360,340,1,100,803,49,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,.89999998,490,16,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,126,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,14,14,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,14jun2010,14,6,2010,03oct2010,3,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,No,No,No,Complete,Complete,both in master and using data
102016880134,10201688,-9.8448296,33.873699,.039999999,12.93,5.6100001,179.32001,16.83,13,251,95,60,1659,328,171,157,255,251,271,227,1369,341,1,100,808,47,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,488,17,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1184,843,17.5,1671,1285,20,1143,841,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,104,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,14,14,13jun2010,13,6,2010,04oct2010,4,10,2010,10,10,13jun2010,13,6,2010,05oct2010,5,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,11,11,10dec2010,10,12,2010,07feb2011,7,2,2011,Yes,Yes,No,Yes,No,Complete,Complete,both in master and using data
102016880142,10201688,-9.8448296,33.873699,.1,12.85,5.6900001,179.21001,16.940001,13,251,95,60,1696,328,171,157,254,251,272,227,1352,339,1,101,798,49,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,488,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1122,821,17.799999,1531,1173,20,1051,816,18,58.299999,160,239,63.299999,144,251,56.299999,175,257,114,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,14,14,10jun2010,10,6,2010,04oct2010,4,10,2010,10,10,11jun2010,11,6,2010,04oct2010,4,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
102016880157,10201688,-9.8448296,33.873699,.41,13.12,5.4099998,179.37,16.889999,13.2,251,95,60,1659,328,171,157,255,251,271,227,1369,341,1,100,808,51,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1,490,14,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1184,843,17.5,1671,1285,20,1143,841,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,124,rural,North - Rural,384.7009,Panel B,Karonga,1,Kilupula,No,,14,14,09jun2010,9,6,2010,02oct2010,2,10,2010,10,10,14jun2010,14,6,2010,03oct2010,3,10,2010,19,19,29jun2010,29,6,2010,05oct2010,5,10,2010,5,11,11dec2010,11,12,2010,07feb2011,7,2,2011,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
102025140004,10202514,-9.6814604,33.8498,3.25,32.650002,8.9200001,199.58,6.5799999,33,250,98,62,1635,326,168,158,249,250,269,226,1915,538,4,100,1173,25,Closed(>40%)broadleaved decidious forest(>5m),Tropic-warm/subhumid,1,493,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,139,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,12,12,06apr2010,6,4,2010,31jul2010,31,7,2010,10,10,08apr2010,8,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
102025140019,10202514,-9.6814604,33.8498,3.3599999,32.959999,9.1899996,199.87,6.9099998,33.299999,250,99,62,1654,327,168,159,249,250,269,225,1948,551,5,100,1199,32,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.5,492,27,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,155,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,14,14,06apr2010,6,4,2010,30jul2010,30,7,2010,10,10,07apr2010,7,4,2010,01aug2010,1,8,2010,19,19,17apr2010,17,4,2010,02aug2010,2,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
102025140060,10202514,-9.6814604,33.8498,3.3499999,33.25,9.4099998,200.10001,7.3600001,33.599998,250,99,62,1654,327,168,159,249,250,269,225,1948,551,5,100,1199,36,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.5,495,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,145,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,11,11,07apr2010,7,4,2010,30jul2010,30,7,2010,10,10,08apr2010,8,4,2010,30jul2010,30,7,2010,19,19,12apr2010,12,4,2010,01aug2010,1,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,Yes,Yes,Yes,No,No,Complete,Complete,both in master and using data
102025140064,10202514,-9.6814604,33.8498,3.3099999,33.23,9.3900003,200.07001,7.3699999,33.599998,250,99,62,1654,327,168,159,249,250,269,225,1948,551,5,100,1199,36,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.5,493,12,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,143,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,Yes,Dwelling destroyed,14,14,08apr2010,8,4,2010,30jul2010,30,7,2010,10,10,09apr2010,9,4,2010,31jul2010,31,7,2010,19,19,17apr2010,17,4,2010,01aug2010,1,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,Yes,Yes,Yes,No,No,Complete,Complete,both in master and using data
102025140068,10202514,-9.6814604,33.8498,3.3399999,33.310001,9.4499998,200.14,7.46,33.599998,250,99,62,1654,327,168,159,249,250,269,225,1948,551,5,100,1199,42,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.5,496,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,131,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,14,14,07apr2010,7,4,2010,31jul2010,31,7,2010,10,10,08apr2010,8,4,2010,01aug2010,1,8,2010,19,19,17apr2010,17,4,2010,01aug2010,1,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
102025140087,10202514,-9.6814604,33.8498,3.01,31.809999,8.2200003,198.82001,5.6399999,32.099998,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,50,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,491,16,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,129,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,11,11,05apr2010,5,4,2010,30jul2010,30,7,2010,10,10,06apr2010,6,4,2010,30jul2010,30,7,2010,19,19,12apr2010,12,4,2010,01aug2010,1,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
102025140089,10202514,-9.6814604,33.8498,3.29,32.02,8.4700003,199.05,5.6599998,32.299999,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,50,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,495,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,137,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,11,11,06apr2010,6,4,2010,30jul2010,30,7,2010,10,10,08apr2010,8,4,2010,30jul2010,30,7,2010,19,19,12apr2010,12,4,2010,01aug2010,1,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,No,Yes,Yes,No,Yes,Complete,Complete,both in master and using data
102025140104,10202514,-9.6814604,33.8498,3.1700001,32.040001,8.4399996,199.05,5.79,32.400002,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,45,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,491,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,157,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,13,13,05apr2010,5,4,2010,30jul2010,30,7,2010,10,10,07apr2010,7,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,22dec2010,22,12,2010,No,Yes,Yes,No,No,Complete,Complete,both in master and using data
102025140122,10202514,-9.6814604,33.8498,3.1199999,32.259998,8.5799999,199.22,6.1500001,32.599998,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,492,14,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,153,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,13,13,05apr2010,5,4,2010,30jul2010,30,7,2010,10,10,08apr2010,8,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,22dec2010,22,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
102025140144,10202514,-9.6814604,33.8498,3.79,32.799999,9.1999998,199.82001,6.3200002,33.099998,250,99,62,1654,327,168,159,249,250,269,225,1930,544,4,100,1186,40,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.4,494,14,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,133,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,13,13,07apr2010,7,4,2010,30jul2010,30,7,2010,10,10,08apr2010,8,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,22dec2010,22,12,2010,No,Yes,No,Yes,No,Complete,Complete,both in master and using data
102025140145,10202514,-9.6814604,33.8498,3.1300001,32.330002,8.6400003,199.28999,6.25,32.599998,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,493,17,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,151,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,12,12,05apr2010,5,4,2010,30jul2010,30,7,2010,10,10,07apr2010,7,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,22dec2010,22,12,2010,Yes,Yes,No,No,No,Complete,Complete,both in master and using data
102025140149,10202514,-9.6814604,33.8498,3.4000001,32.490002,8.8400002,199.47,6.2199998,32.799999,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,496,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,149,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,11,11,06apr2010,6,4,2010,30jul2010,30,7,2010,10,10,07apr2010,7,4,2010,31jul2010,31,7,2010,19,19,12apr2010,12,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,22dec2010,22,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
102025140151,10202514,-9.6814604,33.8498,3.3,32.459999,8.79,199.42999,6.27,32.799999,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,29,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,495,13,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,147,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,14,14,05apr2010,5,4,2010,30jul2010,30,7,2010,10,10,08apr2010,8,4,2010,31jul2010,31,7,2010,19,19,17apr2010,17,4,2010,01aug2010,1,8,2010,6,10,21sep2010,21,9,2010,23dec2010,23,12,2010,Yes,Yes,Yes,No,No,Complete,Complete,both in master and using data
102025140160,10202514,-9.6814604,33.8498,3.0899999,32.290001,8.5900002,199.24001,6.23,32.599998,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,493,17,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,135,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,Yes,Dwelling destroyed,13,13,08apr2010,8,4,2010,31jul2010,31,7,2010,10,10,09apr2010,9,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,23dec2010,23,12,2010,Yes,Yes,No,Yes,No,Complete,Complete,both in master and using data
102025140161,10202514,-9.6814604,33.8498,3.0699999,32.27,8.5699997,199.22,6.2199998,32.599998,250,99,62,1654,327,168,159,249,250,269,225,1902,532,4,100,1163,33,Mosaic Vegetation(50-70%)/cropland(20-50%),Tropic-warm/subhumid,1.3,493,17,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,159,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,12,12,07apr2010,7,4,2010,30jul2010,30,7,2010,10,10,08apr2010,8,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
102025140169,10202514,-9.6814604,33.8498,3.25,32.650002,8.9200001,199.58,6.5799999,33,250,98,62,1635,326,168,158,249,250,269,226,1915,538,4,100,1173,25,Closed(>40%)broadleaved decidious forest(>5m),Tropic-warm/subhumid,1,493,15,Mid-altitude Plains,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,No or Slight Constraint,1232,838,18.6,1585,1171,20,1162,751,17,58.299999,160,239,63.299999,144,251,56.299999,175,257,141,rural,North - Rural,578.23151,Panel A,Karonga,2,S/C Mwakaboko,No,,12,12,06apr2010,6,4,2010,30jul2010,30,7,2010,10,10,09apr2010,9,4,2010,31jul2010,31,7,2010,19,19,11apr2010,11,4,2010,01aug2010,1,8,2010,6,10,20sep2010,20,9,2010,23dec2010,23,12,2010,No,Yes,No,No,No,Complete,Complete,both in master and using data
