ea_id,com_cg35,com_cg35a,com_cg35a_os,com_cg36,com_cg37
20614477,WORSE OFF,OTHER BAD (SPECIFY),LOW PRICES OF FARM PRODUCE OFFERED,2006,3/4
20614477,BETTER OFF,OTHER GOOD (SPECIFY),CIVIC EDUCATION BY ADVISORS,2009,1/2
20614477,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION MODERN AGRICURTURAL ME,2005,3/4
20615064,WORSE OFF,SHARP CHANGE IN PRICES,,2005,ALMOST ALL
20615064,WORSE OFF,OTHER BAD (SPECIFY),POOR ROAD NETWORK,2005,ALMOST ALL
20615064,WORSE OFF,OTHER BAD (SPECIFY),POOR PRICES OF PRODUCE AT THE MARKE,2009,ALMOST ALL
20615064,BETTER OFF,OTHER GOOD (SPECIFY),SASAKAWA METHOD OF PLANTING CROPS,2006,1/2
20615064,BETTER OFF,OTHER GOOD (SPECIFY),COMPOST MANURE MAKING,2006,3/4
20615735,WORSE OFF,DROUGHT,,2006,3/4
20615735,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,3/4
20615735,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2007,3/4
20615735,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF COUPONS,2006,1/4
20615735,BETTER OFF,OTHER GOOD (SPECIFY),SMALL BUSINESS,2006,1/2
20702471,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
20702471,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF CHICKEN POX,2010,ALMOST ALL
20702471,BETTER OFF,OTHER BAD (SPECIFY),COMING IN OF WORLD VISION PROGRAMME,2007,ALMOST ALL
20702471,BETTER OFF,OTHER BAD (SPECIFY),REDUCTION OF PRICES OF FERTILIZER,2009,ALMOST ALL
20702471,WORSE OFF,OTHER BAD (SPECIFY),LACK OF GOVT. MARKETS FOR OTHER CRO,2009,ALMOST ALL
20704738,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2006,ALMOST ALL
20704738,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
20704738,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABLITY OF CROP BUYERS,2006,3/4
20704738,BETTER OFF,OTHER GOOD (SPECIFY),CROP PRICES ARE NOW REASONABLE,2008,1/2
20705372,WORSE OFF,SHARP CHANGE IN PRICES,,2007,ALMOST ALL
20705372,WORSE OFF,OTHER BAD (SPECIFY),REDUCED NO. OF AGRI. COUPON INPUT B,2009,ALMOST ALL
20705372,WORSE OFF,OTHER BAD (SPECIFY),IN MOST CASES THE RAINS START ERRAT,2009,ALMOST ALL
20705372,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
20705372,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF CIRCLE PROJECT FOR,2008,ALMOST ALL
20705372,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF MOSQUITO NETS FOR P,2007,ALMOST ALL
20706163,WORSE OFF,FLOOD,,2006,ALMOST NONE
20706163,WORSE OFF,CROP DISEASE/PESTS,,2008,ALMOST ALL
20706163,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,1/4
20706163,WORSE OFF,OTHER BAD (SPECIFY),LACK OF FERTILIZER IN SHOPS DURING,2008,3/4
20706163,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF COUPON FERTTILISER,2006,1/4
20706163,BETTER OFF,OTHER GOOD (SPECIFY),IRRIGATION PROJECT,2006,1/2
20801046,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20801046,WORSE OFF,LIVESTOCK DISEASE,,2009,1/4
20801046,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,1/2
20801046,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
20801046,BETTER OFF,NEW SCHOOL,,2009,1/4
20801046,BETTER OFF,IMPROVED TRANSPORTATION,,2010,1/2
20802019,WORSE OFF,CROP DISEASE/PESTS,,2006,1/4
20802019,WORSE OFF,SHARP CHANGE IN PRICES,,2008,1/4
20802019,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
20802019,BETTER OFF,IMPROVED TRANSPORTATION,,2008,ALMOST ALL
20803156,WORSE OFF,CROP DISEASE/PESTS,,2008,1/2
20803156,WORSE OFF,LIVESTOCK DISEASE,,2008,1/2
20803156,BETTER OFF,NEW HEALTH FACILITY,,2009,1/2
20803156,BETTER OFF,NEW SCHOOL,,2008,1/2
20803156,BETTER OFF,IMPROVED TRANSPORTATION,,2009,3/4
20804405,WORSE OFF,CROP DISEASE/PESTS,,2008,1/4
20804405,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2007,1/4
20804405,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
20804405,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2008,ALMOST ALL
20804405,BETTER OFF,NEW HEALTH FACILITY,,2005,ALMOST ALL
20804405,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
20804768,WORSE OFF,DROUGHT,,2007,1/4
20804768,WORSE OFF,FLOOD,,2007,1/4
20804768,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
20804768,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
20804768,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
20804768,BETTER OFF,IMPROVED TRANSPORTATION,,2009,1/2
20804768,BETTER OFF,ON-GRID ELECTRICITY,,2008,1/4
20806131,WORSE OFF,DROUGHT,,2007,ALMOST ALL
20806131,WORSE OFF,LIVESTOCK DISEASE,,2008,1/4
20806131,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST NONE
20806131,BETTER OFF,NEW SCHOOL,,2008,1/4
20807727,WORSE OFF,DROUGHT,,2006,1/2
20807727,WORSE OFF,FLOOD,,2009,3/4
20807727,BETTER OFF,SHARP CHANGE IN PRICES,,2008,1/2
20807727,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2009,1/4
20807727,BETTER OFF,NEW ROAD,,2009,ALMOST ALL
20807727,BETTER OFF,NEW SCHOOL,,2009,3/4
20808421,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2005,1/4
20808421,WORSE OFF,SHARP CHANGE IN PRICES,,2006,ALMOST ALL
20808421,BETTER OFF,IMPROVED TRANSPORTATION,,2008,ALMOST ALL
20903583,WORSE OFF,OTHER GOOD (SPECIFY),INSUFFICIENT RAIN FALL,2009,3/4
20903583,WORSE OFF,OTHER GOOD (SPECIFY),FREQUENT BREAK DOWN OF THE BOREHOLE,2009,3/4
20906524,WORSE OFF,SHARP CHANGE IN PRICES,,2006,ALMOST ALL
20906524,BETTER OFF,OTHER GOOD (SPECIFY),COUPONS (ENOUGH DELIVERY),2007,ALMOST ALL
20906605,WORSE OFF,DROUGHT,,2007,ALMOST ALL
20906605,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
20906605,WORSE OFF,OTHER GOOD (SPECIFY),LACK OF COUPONS,2008,3/4
20906605,WORSE OFF,OTHER GOOD (SPECIFY),LACK OF DRINKING WATER,2008,3/4
20908088,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
20908088,WORSE OFF,OTHER GOOD (SPECIFY),COTTON SALES (LOW PRICES),2009,3/4
20908088,BETTER OFF,OTHER GOOD (SPECIFY),COUPON SUBSIDY,2009,3/4
20908119,WORSE OFF,FLOOD,,2009,ALMOST ALL
20908119,WORSE OFF,CROP DISEASE/PESTS,,2010,1/4
20909113,WORSE OFF,FLOOD,,2006,ALMOST ALL
20909113,WORSE OFF,SHARP CHANGE IN PRICES,,2007,ALMOST ALL
20909113,BETTER OFF,NEW SCHOOL,,2009,1/4
21037030,WORSE OFF,POWER OUTAGE(S),,2009,1/4
21037030,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CREDIT OPPORTUNITIES,2007,1/4
21037030,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2006,ALMOST ALL
21037030,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21037030,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF STAPLE FOODS IN COM,2006,ALMOST ALL
21037536,WORSE OFF,POWER OUTAGE(S),,2009,1/4
21037536,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2006,1/4
21037536,WORSE OFF,OTHER BAD (SPECIFY),POOR CREDIT OPPORTUNITIES,2007,1/4
21037536,WORSE OFF,OTHER BAD (SPECIFY),MP NOT ASSISTING THE AREA IN ANY FO,2009,3/4
21037536,BETTER OFF,IMPROVED TRANSPORTATION,,2008,1/4
21037536,BETTER OFF,OTHER GOOD (SPECIFY),SUFFICIENT FOOD MAIZE AT COMMUNITY,2006,1/4
21048764,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
21048764,WORSE OFF,POWER OUTAGE(S),,2008,ALMOST ALL
21048764,WORSE OFF,OTHER BAD (SPECIFY),DIFFICULT TO GET LOANS FOR BUSINESS,2007,1/2
21048764,BETTER OFF,OTHER GOOD (SPECIFY),FREEDOM OF EDUCATION REGARDLESS OF,2006,1/2
21048764,BETTER OFF,OTHER GOOD (SPECIFY),SO MANY MEDICAL OFFICERS INTRODUCED,2009,ALMOST ALL
21048764,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF POLICE VICTIM UNIT,2008,ALMOST ALL
21051203,WORSE OFF,OTHER BAD (SPECIFY),MONEY CIRCULATION IS DIFFICULT IN T,2010,ALMOST ALL
21051203,BETTER OFF,OTHER BAD (SPECIFY),AVAILABILITY OF FOOD IN MARKETS,2010,ALMOST ALL
21051203,WORSE OFF,OTHER BAD (SPECIFY),OUTBREAK OF OF CHIKUKU,2010,ALMOST ALL
21051203,BETTER OFF,OTHER BAD (SPECIFY),FREEDOM OF EXPRESSION IN PUBLIC,2010,ALMOST ALL
21052427,WORSE OFF,POWER OUTAGE(S),,2008,3/4
21052427,WORSE OFF,OTHER BAD (SPECIFY),FAILURE OF THEIR EX - MP IN THE ELE,2009,1/4
21052427,WORSE OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
21052427,BETTER OFF,IMPROVED TRANSPORTATION,,2007,1/4
21053745,WORSE OFF,SHARP CHANGE IN PRICES,,2010,ALMOST ALL
21053745,WORSE OFF,OTHER BAD (SPECIFY),POOR ROAD INFRASTRUCTURE WITHIN THE,2006,ALMOST ALL
21053745,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CREDIT FACILITIES TO BUSSIN,2006,ALMOST ALL
21053745,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21053745,BETTER OFF,OTHER GOOD (SPECIFY),THERE IS SECURITY.ROBBERY HAS GONE,2007,ALMOST ALL
21055241,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
21055241,WORSE OFF,POWER OUTAGE(S),,2009,ALMOST ALL
21055241,WORSE OFF,OTHER BAD (SPECIFY),FAILURE BY GOVT.TO PROVIDE SUBSIDIZ,2008,1/4
21055241,WORSE OFF,OTHER BAD (SPECIFY),WATER SHORTAGES DURING CERTAIN TIME,2009,ALMOST ALL
21055241,BETTER OFF,OTHER GOOD (SPECIFY),ELECTRICITY CONNECTION HAS IMPROVED,2009,1/2
21055241,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVED WATER FACILITIES  BY WATER,2009,3/4
21055241,BETTER OFF,OTHER GOOD (SPECIFY),BRIDGE CONSTRUCTED,2009,ALMOST ALL
21055241,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY STRENGTHENED,2009,ALMOST ALL
21055693,WORSE OFF,MASSIVE JOB LAY-OFFS,,2007,1/4
21055693,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21055693,BETTER OFF,OTHER GOOD (SPECIFY),ADEQUATE FOOD SUPPLY IN THE MARKETS,2006,ALMOST ALL
21055693,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY HAS IMPROVED TREMENDOUSLY,2006,ALMOST ALL
21066096,WORSE OFF,OTHER BAD (SPECIFY),LACK OF REGULAR REFUSE COLLECTION B,2010,ALMOST ALL
21066096,WORSE OFF,OTHER BAD (SPECIFY),LACK OF CLEAN PIPED WATER,2009,ALMOST ALL
21066096,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
21066339,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2007,ALMOST ALL
21066339,BETTER OFF,POWER OUTAGE(S),,2006,ALMOST ALL
21066339,WORSE OFF,OTHER BAD (SPECIFY),CHOLERA OCCURENCE EVERY  YEAR,2006,ALMOST ALL
21066339,WORSE OFF,OTHER BAD (SPECIFY),FAILURE BY POLICE TO SEND STAFF IN,2009,ALMOST ALL
21066339,WORSE OFF,OTHER BAD (SPECIFY),AVAILABILITY OF CLEAN GOOD WATER TO,2008,ALMOST ALL
21066339,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21074510,WORSE OFF,SHARP CHANGE IN PRICES,,2006,ALMOST ALL
21074510,WORSE OFF,POWER OUTAGE(S),,2009,1/4
21074510,BETTER OFF,OTHER BAD (SPECIFY),IMROVED TRANSPORTATION,2006,ALMOST ALL
21074510,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
21077725,WORSE OFF,POWER OUTAGE(S),,2008,ALMOST ALL
21077725,WORSE OFF,OTHER BAD (SPECIFY),NO GOVT. PRIMARY &SEC. SCHS.  IN T,2006,ALMOST ALL
21077725,WORSE OFF,OTHER BAD (SPECIFY),NO GOVT. CLINIC IN COMMUNITY,2006,ALMOST ALL
21077725,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
21077725,BETTER OFF,OTHER GOOD (SPECIFY),ROBBERIES HAVE GONE DOWN BECAUSE OF,2008,ALMOST ALL
21080308,WORSE OFF,OTHER BAD (SPECIFY),ROBBERY INCREASE IN BUSINESS SHOPS,2010,1/4
21080308,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMLOYMENT,2010,1/4
21080308,BETTER OFF,IMPROVED TRANSPORTATION,,2007,ALMOST ALL
21080308,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF FOOD MAIZE IN MKT.,2006,ALMOST ALL
21081573,WORSE OFF,POWER OUTAGE(S),,2009,1/4
21081573,WORSE OFF,OTHER BAD (SPECIFY),LACK OF JOB OPPORTUNTIES,2006,ALMOST ALL
21081573,WORSE OFF,OTHER BAD (SPECIFY),DISCONTINUATION OF SUBSIDIES TO COM,2007,ALMOST ALL
21081573,BETTER OFF,IMPROVED TRANSPORTATION,,2006,ALMOST ALL
21086069,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
21086069,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT IN FACTORIES DUE,2010,ALMOST ALL
21086069,BETTER OFF,OTHER GOOD (SPECIFY),IMPROVEMENT OF SECURITY IN THE AREA,2010,ALMOST ALL
21086069,BETTER OFF,OTHER GOOD (SPECIFY),AVAILABILITY OF DRUGS IN HOSPITALS,2010,ALMOST ALL
21086436,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2006,1/4
21086436,WORSE OFF,OTHER BAD (SPECIFY),LACK OF EMPLOYMENT,2006,1/4
21086436,WORSE OFF,OTHER BAD (SPECIFY),LACK OF TRANSPORTATION ACCESS -VEHI,2006,1/4
21086436,BETTER OFF,OTHER GOOD (SPECIFY),INTRODUCTION OF A DAILY MARKET CLOS,2008,ALMOST ALL
21086436,BETTER OFF,OTHER GOOD (SPECIFY),NEW MAIZE MILL,2006,ALMOST ALL
21087531,WORSE OFF,OTHER BAD (SPECIFY),SNATCHING OF GOODS FROM BUSINESSMEN,2009,1/4
21087531,WORSE OFF,OTHER BAD (SPECIFY),BUSINESSES ARE COLLAPSING DUE TO LA,2008,1/2
21087531,BETTER OFF,OTHER GOOD (SPECIFY),SECURITY IS BETTER OFF,2007,ALMOST ALL
21087531,BETTER OFF,OTHER GOOD (SPECIFY),THERE IS ADEQUATE FOOD IN MARKETS,2007,ALMOST ALL
21088597,WORSE OFF,SHARP CHANGE IN PRICES,,2007,3/4
21088597,WORSE OFF,OTHER BAD (SPECIFY),REDUCTION IN NUMBER OF HH BENEFITTI,2009,3/4
21088597,BETTER OFF,OTHER GOOD (SPECIFY),AT LEAST THERE IS PROVISION FOR PIP,2008,1/2
30101280,WORSE OFF,OTHER BAD (SPECIFY),LACK OF GOOD INFRASTRUCTURE,2008,ALMOST ALL
30101280,WORSE OFF,OTHER BAD (SPECIFY),GOVERNMENT DOESN'T RECOGNISE THEM,2009,ALMOST ALL
30101280,WORSE OFF,OTHER BAD (SPECIFY),PROBLEM TO GET MONEY,2009,1/2
30101280,BETTER OFF,OTHER GOOD (SPECIFY),NO THEFT,2010,ALMOST ALL
30101545,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2010,ALMOST ALL
30101545,WORSE OFF,OTHER BAD (SPECIFY),TRADO PUMPS DISTRIBUTION,2010,ALMOST ALL
30101545,WORSE OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
30101545,BETTER OFF,OTHER GOOD (SPECIFY),ENOUGH FOOD BECAUSE OF FREE FERTILI,2008,ALMOST ALL
30102028,WORSE OFF,OTHER BAD (SPECIFY),TEACHERS HOUSES ARE INSUFFICIENT,2008,1/4
30102028,BETTER OFF,OTHER GOOD (SPECIFY),CELL PHONE NETWORK,2008,ALMOST ALL
30102540,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30102540,WORSE OFF,SHARP CHANGE IN PRICES,,2009,3/4
30102540,WORSE OFF,OTHER BAD (SPECIFY),LACK OF MARKETS,2008,3/4
30102540,BETTER OFF,DEVELOPMENT PROJECT,,2009,ALMOST ALL
30102540,BETTER OFF,OTHER GOOD (SPECIFY),COUPONS(FERT. SUBSIDY),2009,1/4
30103074,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30103074,WORSE OFF,SHARP CHANGE IN PRICES,,2009,1/4
30103074,BETTER OFF,OTHER BAD (SPECIFY),IMPROVED TRANSPORTATION,2009,1/2
30103074,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER SUBSIDY,2009,3/4
30104708,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
30104708,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2007,ALMOST ALL
30104708,WORSE OFF,OTHER BAD (SPECIFY),"TEACHERS HOUSES,OFFICES AND WATER A",2007,ALMOST ALL
30104708,BETTER OFF,OTHER BAD (SPECIFY),HAVE ENOUGH LAND TO CULTIVATE,2007,ALMOST ALL
30104708,WORSE OFF,OTHER BAD (SPECIFY),LACK OF FIREWOOD,2007,ALMOST ALL
30104708,BETTER OFF,OTHER GOOD (SPECIFY),IRRIGATION TRAININGS,2005,3/4
30105325,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30105325,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/4
30105325,BETTER OFF,NEW HEALTH FACILITY,,2008,3/4
30105325,BETTER OFF,ON-GRID ELECTRICITY,,2008,1/2
30105448,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,ALMOST ALL
30105448,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2006,ALMOST ALL
30105448,BETTER OFF,NEW HEALTH FACILITY,,2006,ALMOST ALL
30105448,BETTER OFF,ON-GRID ELECTRICITY,,2005,ALMOST ALL
30107624,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30107624,WORSE OFF,SHARP CHANGE IN PRICES,,2008,1/2
30107624,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30107624,BETTER OFF,OTHER GOOD (SPECIFY),COUPONS(FOR FERTILIZER),2008,1/4
30108401,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/2
30108401,BETTER OFF,OTHER BAD (SPECIFY),IMPROVED TRANSPORTATION,2009,ALMOST NONE
30109724,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
30109724,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,ALMOST ALL
30109724,BETTER OFF,DEVELOPMENT PROJECT,,2010,ALMOST ALL
30202252,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30202252,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30202252,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30202252,BETTER OFF,NEW ROAD,,2010,ALMOST ALL
30206341,WORSE OFF,CROP DISEASE/PESTS,,2006,ALMOST ALL
30206341,WORSE OFF,CROP DISEASE/PESTS,,2006,ALMOST ALL
30206341,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30206341,BETTER OFF,ON-GRID ELECTRICITY,,2007,ALMOST ALL
30206572,WORSE OFF,DROUGHT,,2009,3/4
30206572,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2008,1/2
30206572,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
30208396,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30208396,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30208396,BETTER OFF,OTHER GOOD (SPECIFY),COUPON,2008,1/2
30212307,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30212307,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,ALMOST ALL
30212307,BETTER OFF,NEW EMPLOYMENT OPPORTUNITIES,,2005,1/2
30212307,BETTER OFF,ON-GRID ELECTRICITY,,2008,ALMOST ALL
30212492,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2009,ALMOST ALL
30212492,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2009,ALMOST ALL
30212492,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2009,ALMOST ALL
30212492,BETTER OFF,DEVELOPMENT PROJECT,,2008,ALMOST ALL
30212492,BETTER OFF,DEVELOPMENT PROJECT,,2007,ALMOST ALL
30212492,WORSE OFF,OTHER GOOD (SPECIFY),LACK OF ROADS NETWORK,2009,ALMOST ALL
30302601,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2006,1/4
30302601,WORSE OFF,OTHER BAD (SPECIFY),AVILABILITY OF INPUTS,2008,ALMOST ALL
30302601,BETTER OFF,DEVELOPMENT PROJECT,,2009,1/4
30302601,BETTER OFF,NEW SCHOOL,,2009,1/4
30305082,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30305082,WORSE OFF,SHARP CHANGE IN PRICES,,2008,ALMOST ALL
30305082,WORSE OFF,OTHER BAD (SPECIFY),LACK OF DRINKING CLEAN WATER,2009,ALMOST ALL
30305082,BETTER OFF,NEW ROAD,,2009,ALMOST ALL
30305277,WORSE OFF,DROUGHT,,2008,1/4
30305580,BETTER OFF,HUMAN EPIDEMIC DISEASE,,2009,1/4
30305580,BETTER OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
30305580,WORSE OFF,DEVELOPMENT PROJECT,,2008,1/2
30305580,WORSE OFF,NEW HEALTH FACILITY,,2005,3/4
30306087,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30306087,WORSE OFF,LIVESTOCK DISEASE,,2008,3/4
30306087,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,1/4
30306087,BETTER OFF,NEW HEALTH FACILITY,,2009,3/4
30306087,BETTER OFF,NEW ROAD,,2006,ALMOST ALL
30306087,BETTER OFF,NEW SCHOOL,,2008,ALMOST ALL
30306555,WORSE OFF,FLOOD,,2007,1/4
30306555,WORSE OFF,LIVESTOCK DISEASE,,2008,ALMOST ALL
30306555,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
30306555,BETTER OFF,NEW HEALTH FACILITY,,2009,ALMOST ALL
30306555,BETTER OFF,NEW ROAD,,2008,ALMOST ALL
30306555,BETTER OFF,NEW SCHOOL,,2009,ALMOST ALL
30306555,BETTER OFF,OTHER GOOD (SPECIFY),TEACHERS HOUSE,2008,ALMOST ALL
30307678,WORSE OFF,DROUGHT,,2008,ALMOST ALL
30307678,WORSE OFF,FLOOD,,2008,ALMOST ALL
30307678,WORSE OFF,LIVESTOCK DISEASE,,2008,ALMOST ALL
30307678,WORSE OFF,SHARP CHANGE IN PRICES,,2009,ALMOST ALL
30403444,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30406710,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30406710,WORSE OFF,FLOOD,,2008,ALMOST ALL
30501383,WORSE OFF,DROUGHT,,2009,1/2
30501383,WORSE OFF,CROP DISEASE/PESTS,,2009,ALMOST ALL
30501383,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,1/4
30501383,BETTER OFF,NEW SCHOOL,,2009,1/4
30501383,WORSE OFF,OTHER GOOD (SPECIFY),ACCESS TO FERTILIZER,2009,3/4
30502456,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30502456,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2009,3/4
30502456,BETTER OFF,OTHER BAD (SPECIFY),SECURITY WITHIN THE COMMUNITY IS HI,2008,ALMOST ALL
30502456,WORSE OFF,OTHER BAD (SPECIFY),HOSPITALS VERY FAR,2008,ALMOST ALL
30502456,WORSE OFF,OTHER BAD (SPECIFY),LACK OF GOOD WATER (BOREHOLES),2008,ALMOST ALL
30502456,BETTER OFF,OTHER GOOD (SPECIFY),FERTILIZER (LOW PRICES WITH COUPONS,2009,1/4
30503685,WORSE OFF,DROUGHT,,2008,ALMOST ALL
30503685,WORSE OFF,LIVESTOCK DISEASE,,2010,1/2
30503685,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/2
30503685,WORSE OFF,OTHER BAD (SPECIFY),LACK OF MONEY (CREDIT)TO START BUSI,2009,ALMOST ALL
30504518,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30504518,WORSE OFF,LIVESTOCK DISEASE,,2010,ALMOST ALL
30504518,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2010,1/2
30504518,WORSE OFF,OTHER BAD (SPECIFY),LACK OF GOOD ROADS,2007,ALMOST ALL
30504518,BETTER OFF,NEW SCHOOL,,2006,ALMOST ALL
30602235,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30602235,BETTER OFF,DEVELOPMENT PROJECT,,2007,1/4
30602235,BETTER OFF,NEW SCHOOL,,2007,ALMOST ALL
30602235,BETTER OFF,OTHER GOOD (SPECIFY),MARKET,2009,1/4
30602235,BETTER OFF,OTHER GOOD (SPECIFY),WARD(HOSPITAL),2007,1/4
30620196,WORSE OFF,DROUGHT,,2009,ALMOST ALL
30620196,WORSE OFF,HUMAN EPIDEMIC DISEASE,,2008,1/4
30620196,WORSE OFF,SHARP CHANGE IN PRICES,,2006,ALMOST ALL
30620196,BETTER OFF,NEW SCHOOL,,2008,3/4
30620196,BETTER OFF,IMPROVED TRANSPORTATION,,2007,ALMOST ALL
30703381,WORSE OFF,DROUGHT,,2010,ALMOST ALL
30703381,WORSE OFF,LOSS OF KEY SOCIAL SERVICE (S),,2010,ALMOST ALL
30703381,BETTER OFF,DEVELOPMENT PROJECT,,2008,1/2
30703381,BETTER OFF,NEW HEALTH FACILITY,,2006,ALMOST ALL
30704313,WORSE OFF,DROUGHT,,2010,3/4
30704313,WORSE OFF,OTHER BAD (SPECIFY),NO GRINDING MILLS ()WOMEN TRVEL OVE,2010,ALMOST ALL
30704313,WORSE OFF,OTHER BAD (SPECIFY),CLEAN WATER SCARCITY (THREE BOREHOL,2010,ALMOST ALL
