HHID,case_id,qx_type,visit,ea_id,ag_t0c,ag_t0e,ag_t05a,ag_t05b,ag_t05c,ag_t05d,ag_t06a,ag_t06b,ag_t07,ag_t08,ag_t09,ag_t10,ag_t11
484,105053100042,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,NGO,,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
484,105053100042,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,NGO,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
496,105053100048,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,NGO,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
498,105053100054,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Gov. Agricultural Extension Service,X,1,,,,1,1,1,,NO,,Useful
500,105053100065,Panel B,2,10505310,NGO,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
500,105053100065,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,NGO,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Village Agricultural Extension Meeting,X,1,,,,,,,3,NO,,Not very useful
494,105053100071,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
494,105053100071,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,NGO,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
478,105053100076,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,NGO,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
504,105053100088,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,NGO,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
482,105053100093,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,NGO,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,X,1,,,,3,1,3,,NO,,Useful
502,105053100099,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
502,105053100099,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Private Agricultural Extension Service,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,NGO,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
508,105053100110,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Agricultural Extension Course,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Gov. Fishery Extension Service,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Other (Specify),,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Farmer Field Days/Field School,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Private Agricultural Extension Service,X,1,,,,3,3,3,,NO,,Very useful
486,105053100116,Panel B,2,10505310,Village Agricultural Extension Meeting,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Paper Media (Handouts / Flyers),,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Fishing Coop,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Lead Farmer,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,NGO,,,,,,,,,,,,
486,105053100116,Panel B,2,10505310,Gov. Agricultural Extension Service,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,NGO,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
538,105055080001,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,NGO,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Village Agricultural Extension Meeting,X,1,,,,,,,13,NO,,Very useful
528,105055080010,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
528,105055080010,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,NGO,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
514,105055080021,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,NGO,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
510,105055080031,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,NGO,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
532,105055080041,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,NGO,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
530,105055080061,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Village Agricultural Extension Meeting,X,1,,,,,,,12,NO,,Very useful
512,105055080072,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,NGO,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
512,105055080072,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,NGO,,,,,,,,,,,,
520,105055080082,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,NGO,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
534,105055080092,Panel B,2,10505508,Village Agricultural Extension Meeting,X,1,2,,,,,,7,NO,,Very useful
534,105055080092,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Village Agricultural Extension Meeting,X,1,2,,,,,,13,NO,,Very useful
516,105055080113,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,NGO,,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
516,105055080113,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,NGO,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
536,105055080123,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Gov. Agricultural Extension Service,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Agricultural Coop/Farmers' Assoc,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Other Farmer (Neighbor/Relative),,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Village Agricultural Extension Meeting,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,NGO,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,"Electronic Media (TV, Radio, Etc…)",,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Gov. Fishery Extension Service,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Lead Farmer,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Farmer Field Days/Field School,,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Other (Specify),,,,,,,,,,,,
522,105055080133,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
526,105055080164,Panel B,2,10505508,Paper Media (Handouts / Flyers),,,,,,,,,,,,
526,105055080164,Panel B,2,10505508,Fishing Coop,,,,,,,,,,,,
526,105055080164,Panel B,2,10505508,Agricultural Extension Course,,,,,,,,,,,,
526,105055080164,Panel B,2,10505508,Private Agricultural Extension Service,,,,,,,,,,,,
526,105055080164,Panel B,2,10505508,Gov. Agricultural Extension Service,X,1,,,,1,1,1,,NO,,Very useful
