HHID,case_id,qx_type,visit,PID,id_code,ea_id,hh_c01,hh_c02,hh_c03,hh_c04,hh_c05a,hh_c05b,hh_c06,hh_c07a,hh_c07a_os,hh_c07b,hh_c07b_os,hh_c08,hh_c09,hh_c10,hh_c11,hh_c12,hh_c13,hh_c14,hh_c14_os,hh_c15,hh_c16,hh_c17,hh_c18,hh_c19a,hh_c19b,hh_c20,hh_c21,hh_c21_os,hh_c22a,hh_c22b,hh_c22c,hh_c22d,hh_c22e,hh_c22f,hh_c22g,hh_c22h,hh_c22i,hh_c22j
398,104041860052,Panel B,2,039804,4,10404186,4,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,7,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
398,104041860052,Panel B,2,039805,5,10404186,5,,Another HH Member,1,Yes,No,Yes,,,,,std8,None,6,Yes,std8,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,350,0,0,0,0,0,450
398,104041860052,Panel B,2,039806,6,10404186,6,,Another HH Member,1,No,No,Yes,,,,,std4,None,6,Yes,std4,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,450,0,0,0,0,0,550
398,104041860052,Panel B,2,039807,7,10404186,7,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,450,0,0,0,0,0,550
398,104041860052,Panel B,2,039808,8,10404186,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,104041860052,Panel B,2,039809,9,10404186,9,,Another HH Member,1,No,No,Yes,,,,,std1,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,350,0,0,0,0,0,450
392,104041860056,Panel B,2,039201,1,10404186,1,,Self-reported,,Yes,No,Yes,,,,,form1,PSLC,6,No,,No,Married/became pregnant,,2003,,,,,,,,,,,,,,,,,,
392,104041860056,Panel B,2,039202,2,10404186,2,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,104041860056,Panel B,2,039203,3,10404186,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,104041860061,Panel B,2,040801,1,10404186,1,,Self-reported,,No,No,Yes,,,,,std8,None,7,No,,No,Acquired all education wanted,,1997,,,,,,,,,,,,,,,,,,
408,104041860061,Panel B,2,040802,2,10404186,2,,Another HH Member,1,No,No,Yes,,,,,std7,None,7,No,,No,No money for fees/ uniform,,1999,,,,,,,,,,,,,,,,,,
408,104041860061,Panel B,2,040803,3,10404186,3,,Another HH Member,1,Yes,No,Yes,,,,,std8,None,6,Yes,std8,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,450,0,0,0,0,0,550
408,104041860061,Panel B,2,040804,4,10404186,4,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,6,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,450,0,0,0,0,0,550
408,104041860061,Panel B,2,040805,5,10404186,5,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,350,0,0,0,0,0,450
408,104041860061,Panel B,2,040806,6,10404186,6,,Another HH Member,1,No,No,Yes,,,,,std1,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,350,0,0,0,0,0,450
408,104041860061,Panel B,2,040807,7,10404186,7,,Another HH Member,1,No,No,No,Parents didn't let me in,,Had to work or help at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,104041860061,Panel B,2,040808,8,10404186,8,,Another HH Member,1,No,No,No,Parents didn't let me in,,Had to work or help at home,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,104041860065,Panel B,2,039001,1,10404186,1,,Self-reported,,Yes,Yes,Yes,,,,,form2,JCE,6,No,,No,Acquired all education wanted,,1990,,,,,,,,,,,,,,,,,,
390,104041860065,Panel B,2,039002,2,10404186,2,,Another HH Member,1,Yes,No,Yes,,,,,std8,PSLC,6,No,,No,Married/became pregnant,,1991,,,,,,,,,,,,,,,,,,
390,104041860065,Panel B,2,039003,3,10404186,3,,Another HH Member,1,No,No,Yes,,,,,std5,None,6,No,,No,"Not interested, lazy",,2004,,,,,,,,,,,,,,,,,,
390,104041860065,Panel B,2,039004,4,10404186,4,,Another HH Member,1,Yes,No,Yes,,,,,std5,None,6,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,2,Hour,No,,,0,0,100,450,0,0,0,0,0,550
390,104041860065,Panel B,2,039005,5,10404186,5,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,2,Hour,No,,,0,0,100,450,0,0,0,0,0,550
402,104041860074,Panel B,2,040201,1,10404186,1,,Self-reported,,Yes,Yes,Yes,,,,,std7,None,6,No,,No,Married/became pregnant,,2000,,,,,,,,,,,,,,,,,,
402,104041860074,Panel B,2,040202,2,10404186,2,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,5,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,140,500,0,0,0,0,0,640
402,104041860074,Panel B,2,040203,3,10404186,3,,Another HH Member,1,No,No,Yes,,,,,std1,None,7,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,12,Minute,No,,,0,0,120,400,0,0,0,0,0,520
402,104041860074,Panel B,2,040204,4,10404186,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,104041860079,Panel B,2,040001,1,10404186,1,,Self-reported,,Yes,Yes,Yes,,,,,std8,PSLC,8,No,,No,Married/became pregnant,,1965,,,,,,,,,,,,,,,,,,
400,104041860079,Panel B,2,040002,2,10404186,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,PSLC,6,No,,No,Married/became pregnant,,2008,,,,,,,,,,,,,,,,,,
400,104041860079,Panel B,2,040003,3,10404186,3,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,5,No,,No,Married/became pregnant,,2008,,,,,,,,,,,,,,,,,,
400,104041860079,Panel B,2,040004,4,10404186,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,104041860083,Panel B,2,041201,1,10404186,1,,Another HH Member,2,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,Found work,,1993,,,,,,,,,,,,,,,,,,
412,104041860083,Panel B,2,041202,2,10404186,2,,Self-reported,,Yes,Yes,Yes,,,,,form1,PSLC,6,No,,No,Married/became pregnant,,1997,,,,,,,,,,,,,,,,,,
412,104041860083,Panel B,2,041203,3,10404186,3,,Another HH Member,2,Yes,No,Yes,,,,,std4,None,5,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,450,0,30,0,0,0,580
412,104041860083,Panel B,2,041204,4,10404186,4,,Another HH Member,2,No,No,Yes,,,,,std1,None,6,No,,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,150,0,0,0,0,0,0,150
412,104041860083,Panel B,2,041205,5,10404186,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,104041860092,Panel B,2,038201,1,10404186,1,,Another HH Member,2,No,No,Yes,,,,,std2,None,8,No,,No,No money for fees/ uniform,,1982,,,,,,,,,,,,,,,,,,
382,104041860092,Panel B,2,038202,2,10404186,2,,Self-reported,,No,No,Yes,,,,,std5,None,7,No,,No,"Not interested, lazy",,1985,,,,,,,,,,,,,,,,,,
382,104041860092,Panel B,2,038203,3,10404186,3,,Self-reported,,Yes,No,Yes,,,,,std7,None,6,No,,No,Married/became pregnant,,2005,,,,,,,,,,,,,,,,,,
382,104041860092,Panel B,2,038205,5,10404186,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,104052130003,Panel A,1,041101,1,10405213,1,,Another HH Member,5,Yes,Yes,Yes,,,,,form1,PSLC,8,No,,No,No money for fees/ uniform,,1975,,,,,,,,,,,,,,,,,,
411,104052130003,Panel A,1,041102,2,10405213,2,,Another HH Member,5,Yes,Yes,Yes,,,,,form1,PSLC,6,Yes,std8,Yes,,,,Community day(CDSS),Day scholar,Foot,14,Minute,No,,,2400,0,3100,0,0,0,0,0,0,5500
411,104052130003,Panel A,1,041103,3,10405213,3,,Another HH Member,5,Yes,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,15,Minute,No,,,0,0,1000,700,0,100,0,0,300,2100
411,104052130003,Panel A,1,041104,4,10405213,4,,Another HH Member,5,Yes,Yes,Yes,,,,,form4,MSCE,6,No,,No,,,2007,,,,,,,,,,,,,,,,,,
411,104052130003,Panel A,1,041105,5,10405213,5,,Self-reported,,Yes,Yes,Yes,,,,,std8,None,6,No,,No,Married/became pregnant,,2008,,,,,,,,,,,,,,,,,,
411,104052130003,Panel A,1,041106,6,10405213,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,104052130007,Panel A,1,038501,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,7,Yes,form4,No,No money for fees/ uniform,,2003,,,,,,,,,,,,,,,,,,
385,104052130007,Panel A,1,038502,2,10405213,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,PSLC,6,No,,No,"Not interested, lazy",,2008,,,,,,,,,,,,,,,,,,
387,104052130011,Panel A,1,038701,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,std8,PSLC,8,No,,No,No money for fees/ uniform,,1985,,,,,,,,,,,,,,,,,,
387,104052130011,Panel A,1,038702,2,10405213,2,,Another HH Member,1,No,No,Yes,,,,,std6,None,7,No,,No,No money for fees/ uniform,,1990,,,,,,,,,,,,,,,,,,
387,104052130011,Panel A,1,038703,3,10405213,3,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,5,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,500,0,0,100,0,0,0,600
387,104052130011,Panel A,1,038704,4,10405213,4,,Another HH Member,1,Yes,Yes,Yes,,,,,std6,None,5,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,500,500,0,100,0,0,0,1100
387,104052130011,Panel A,1,038705,5,10405213,5,,Another HH Member,2,Yes,Yes,Yes,,,,,std6,None,5,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,500,0,0,100,0,0,0,600
387,104052130011,Panel A,1,038706,6,10405213,6,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,104052130011,Panel A,1,038707,7,10405213,7,,Another HH Member,1,No,No,Yes,,,,,std4,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,300,500,0,100,0,0,0,900
415,104052130019,Panel A,1,041501,1,10405213,1,,Self-reported,,Yes,No,Yes,,,,,std8,PSLC,9,No,,No,No money for fees/ uniform,,1967,,,,,,,,,,,,,,,,,,
409,104052130039,Panel A,1,040901,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,form2,JCE,6,No,,No,No money for fees/ uniform,,1973,,,,,,,,,,,,,,,,,,
409,104052130039,Panel A,1,040902,2,10405213,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,PSLC,6,No,,No,No money for fees/ uniform,,1969,,,,,,,,,,,,,,,,,,
409,104052130039,Panel A,1,040903,3,10405213,3,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,PSLC,6,Yes,form1,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,4500,0,200,250,0,0,0,0,0,4950
409,104052130039,Panel A,1,040904,4,10405213,4,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,PSLC,6,No,,No,"Not interested, lazy",,2001,,,,,,,,,,,,,,,,,,
409,104052130039,Panel A,1,040905,5,10405213,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040101,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,std6,PSLC,15,No,,No,No money for fees/ uniform,,1978,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040102,2,10405213,2,,Self-reported,,No,No,Yes,,,,,std3,None,11,No,,No,No money for fees/ uniform,,1980,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040103,3,10405213,3,,Another HH Member,1,Yes,Yes,Yes,,,,,std7,None,11,No,,No,"Not interested, lazy",,2003,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040104,4,10405213,4,,Another HH Member,1,Yes,Yes,Yes,,,,,std6,None,7,No,,No,Married/became pregnant,,2001,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040105,5,10405213,5,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,PSLC,7,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,13,Minute,No,,,0,0,200,0,0,0,0,0,1500,1700
401,104052130045,Panel A,1,040106,6,10405213,6,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,6,Yes,std6,Yes,,,,LEA/Gvt,Day scholar,Foot,13,Minute,No,,,0,0,100,0,0,0,0,0,0,100
401,104052130045,Panel A,1,040107,7,10405213,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040108,8,10405213,8,,Another HH Member,1,No,No,Yes,,,,,std2,None,7,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,13,Minute,No,,,0,0,100,0,0,0,0,0,0,100
401,104052130045,Panel A,1,040109,9,10405213,9,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,104052130045,Panel A,1,040110,10,10405213,10,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,104052130054,Panel A,1,038901,1,10405213,1,,Self-reported,,Yes,No,Yes,,,,,form1,PSLC,7,No,,No,No money for fees/ uniform,,1998,,,,,,,,,,,,,,,,,,
389,104052130054,Panel A,1,038902,2,10405213,2,,Another HH Member,1,Yes,No,Yes,,,,,std6,None,6,No,,No,No money for fees/ uniform,,1995,,,,,,,,,,,,,,,,,,
389,104052130054,Panel A,1,038903,3,10405213,3,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,0,500,0,0,0,0,300,800
389,104052130054,Panel A,1,038904,4,10405213,4,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,104052130054,Panel A,1,038905,5,10405213,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,104052130062,Panel A,1,040501,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,JCE,7,No,,No,Had to work or help at home,,1973,,,,,,,,,,,,,,,,,,
405,104052130062,Panel A,1,040502,2,10405213,2,,Another HH Member,1,Yes,Yes,No,Not interested/lazy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,039501,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,std6,PSLC,6,No,,No,No money for fees/ uniform,,1983,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,039502,2,10405213,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form2,JCE,6,No,,No,Married/became pregnant,,2000,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,039503,3,10405213,3,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,2,Hour,No,,,0,0,200,450,0,50,0,0,0,700
395,104052130081,Panel A,1,039504,4,10405213,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,104052130081,Panel A,1,039505,5,10405213,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,039101,1,10405213,1,,Self-reported,,Yes,No,Yes,,,,,std8,None,7,No,,No,No money for fees/ uniform,,1983,,,,,,,,,,,,,,,,,,
391,104052130093,Panel A,1,039102,2,10405213,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,7,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,300,400,0,0,0,0,500,1200
391,104052130093,Panel A,1,039103,3,10405213,3,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,7,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,300,600,0,0,0,0,500,1400
391,104052130093,Panel A,1,039104,4,10405213,4,,Another HH Member,1,No,No,Yes,,,,,std3,None,6,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,200,300,0,0,0,0,0,500
391,104052130093,Panel A,1,039105,5,10405213,5,,Another HH Member,1,No,No,Yes,,,,,std3,None,5,Yes,std2,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,200,300,0,0,0,0,0,500
399,104052130100,Panel A,1,039901,1,10405213,1,,Self-reported,,Yes,No,Yes,,,,,std6,None,8,No,,No,No money for fees/ uniform,,1981,,,,,,,,,,,,,,,,,,
399,104052130100,Panel A,1,039902,2,10405213,2,,Another HH Member,1,Yes,Yes,Yes,,,,,form3,JCE,6,Yes,form2,Yes,,,,Gvt(Conventional),Boarder,,,,No,,,3000,0,2000,0,18500,0,3600,0,9000,36100
399,104052130100,Panel A,1,039903,3,10405213,3,,Self-reported,,Yes,Yes,Yes,,,,,std8,PSLC,7,Yes,std8,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,500,0,0,0,0,0,550,1050
399,104052130100,Panel A,1,039904,4,10405213,4,,Another HH Member,1,Yes,Yes,Yes,,,,,std6,None,6,Yes,std8,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,500,0,0,0,0,0,550,1050
399,104052130100,Panel A,1,039905,5,10405213,5,,Another HH Member,1,Yes,No,Yes,,,,,std3,None,6,Yes,std5,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,0,0,0,0,0,0,500,500
399,104052130100,Panel A,1,039906,6,10405213,6,,Another HH Member,1,No,No,Yes,,,,,std2,None,6,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,0,0,0,0,0,0,400,400
399,104052130100,Panel A,1,039907,7,10405213,7,,Another HH Member,1,No,No,Yes,,,,,std2,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,20,Minute,No,,,0,0,0,600,0,0,0,0,200,800
399,104052130100,Panel A,1,039908,8,10405213,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,039701,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,7,No,,No,No money for fees/ uniform,,1991,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,039702,2,10405213,2,,Self-reported,,Yes,No,Yes,,,,,std5,None,8,No,,No,No money for fees/ uniform,,1990,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,039703,3,10405213,3,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,5,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,700,850,0,0,0,300,100,1950
397,104052130110,Panel A,1,039704,4,10405213,4,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,PSLC,5,Yes,std8,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,400,0,0,0,0,300,100,800
397,104052130110,Panel A,1,039705,5,10405213,5,,Another HH Member,1,Yes,Yes,Yes,,,,,std7,None,6,Yes,std6,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,400,750,0,0,0,300,100,1550
397,104052130110,Panel A,1,039706,6,10405213,6,,Another HH Member,1,No,No,Yes,,,,,std4,None,5,Yes,std3,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,0,0,0,0,0,100,100,200
397,104052130110,Panel A,1,039707,7,10405213,7,,Another HH Member,1,No,No,Yes,,,,,std1,None,5,Yes,Nursery/Pre school,Yes,,,,LEA/Gvt,Day scholar,Foot,10,Minute,No,,,0,0,550,0,0,0,0,0,0,550
397,104052130110,Panel A,1,039708,8,10405213,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,104052130110,Panel A,1,039709,9,10405213,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,104052130122,Panel A,1,041301,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,JCE,6,No,,No,No money for fees/ uniform,,1998,,,,,,,,,,,,,,,,,,
413,104052130122,Panel A,1,041302,2,10405213,2,,Self-reported,,Yes,No,Yes,,,,,form2,PSLC,6,No,,No,No money for fees/ uniform,,2004,,,,,,,,,,,,,,,,,,
413,104052130122,Panel A,1,041303,3,10405213,3,,Another HH Member,1,No,No,Yes,,,,,std1,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,200,350,0,0,0,0,0,550
413,104052130122,Panel A,1,041304,4,10405213,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,104052130122,Panel A,1,041305,5,10405213,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,040701,1,10405213,1,,Self-reported,,Yes,Yes,Yes,,,,,form2,PSLC,9,No,,No,Acquired all education wanted,,1991,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,040702,2,10405213,2,,Another HH Member,1,Yes,No,Yes,,,,,std5,None,7,No,,No,No money for fees/ uniform,,1994,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,040703,3,10405213,3,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,6,Yes,std7,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,350,0,0,0,0,0,450
407,104052130146,Panel A,1,040704,4,10405213,4,,Another HH Member,1,Yes,No,Yes,,,,,std6,None,6,Yes,std6,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,350,0,0,0,0,0,450
407,104052130146,Panel A,1,040705,5,10405213,5,,Another HH Member,1,No,No,Yes,,,,,std1,None,6,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,30,Minute,No,,,0,0,100,200,0,0,0,0,0,300
407,104052130146,Panel A,1,040706,6,10405213,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,040707,7,10405213,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,040708,8,10405213,8,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,104052130146,Panel A,1,040709,9,10405213,9,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,040301,1,10405213,1,,Self-reported,,No,No,Yes,,,,,std6,None,10,No,,No,No money for fees/ uniform,,1965,,,,,,,,,,,,,,,,,,
403,104052130162,Panel A,1,040302,2,10405213,2,,Another HH Member,1,No,No,Yes,,,,,std4,None,8,No,,No,No money for fees/ uniform,,1971,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,039301,1,10405213,1,,Self-reported,,No,No,Yes,,,,,std6,None,8,No,,No,No money for fees/ uniform,,1995,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,039302,2,10405213,2,,Another HH Member,1,No,No,Yes,,,,,std3,None,9,No,,No,Had to work or help at home,,1994,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,039303,3,10405213,3,,Another HH Member,1,No,No,Yes,,,,,std1,None,8,Yes,std1,Yes,,,,LEA/Gvt,Day scholar,Foot,1,Hour,No,,,0,0,100,250,0,0,0,0,0,350
393,104052130167,Panel A,1,039304,4,10405213,4,,Another HH Member,1,No,No,No,Still too young to attend school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,104052130167,Panel A,1,039305,5,10405213,5,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,2,042401,1,10501505,1,,Self-reported,,Yes,Yes,Yes,,,,,std8,PSLC,7,No,,No,No money for fees/ uniform,,1992,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,2,042402,2,10501505,2,,Another HH Member,1,Yes,Yes,Yes,,,,,std8,None,8,No,,No,No money for fees/ uniform,,1996,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,2,042403,3,10501505,3,,Another HH Member,1,Yes,Yes,Yes,,,,,std6,None,4,Yes,std5,Yes,,,,Church/ Mission School,Day scholar,Foot,5,Minute,No,,,0,0,600,450,0,0,0,0,0,1050
424,105015050001,Panel B,2,042404,4,10501505,4,,Another HH Member,1,Yes,No,Yes,,,,,std4,None,4,Yes,std3,Yes,,,,Church/ Mission School,Day scholar,Foot,5,Minute,No,,,0,0,600,450,0,0,0,0,0,1050
424,105015050001,Panel B,2,042405,5,10501505,5,,Another HH Member,1,Yes,No,Yes,,,,,std2,None,4,Yes,std1,Yes,,,,Church/ Mission School,Day scholar,Foot,5,Minute,No,,,0,0,300,250,0,0,0,0,0,550
424,105015050001,Panel B,2,042406,6,10501505,6,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,105015050001,Panel B,2,042407,7,10501505,7,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,105015050002,Panel B,2,042801,1,10501505,1,,Self-reported,,Yes,Yes,Yes,,,,,form4,MSCE,8,No,,No,Acquired all education wanted,,1965,,,,,,,,,,,,,,,,,,
428,105015050002,Panel B,2,042802,2,10501505,2,,Self-reported,,Yes,No,Yes,,,,,std6,None,8,No,,No,Married/became pregnant,,1960,,,,,,,,,,,,,,,,,,
442,105015050003,Panel B,2,044201,1,10501505,1,,Another HH Member,2,Yes,No,Yes,,,,,form2,None,5,No,,No,No money for fees/ uniform,,1997,,,,,,,,,,,,,,,,,,
442,105015050003,Panel B,2,044202,2,10501505,2,,Self-reported,,Yes,No,Yes,,,,,std7,None,6,No,,No,Married/became pregnant,,2002,,,,,,,,,,,,,,,,,,
442,105015050003,Panel B,2,044203,3,10501505,3,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,105015050003,Panel B,2,044204,4,10501505,4,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,2,042601,1,10501505,1,,Self-reported,,Yes,No,Yes,,,,,std2,None,8,No,,No,No money for fees/ uniform,,1967,,,,,,,,,,,,,,,,,,
426,105015050004,Panel B,2,042602,2,10501505,2,,Another HH Member,1,No,No,No,No money for fees/uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,2,043401,1,10501505,1,,Self-reported,,Yes,No,Yes,,,,,std8,None,8,No,,No,No money for fees/ uniform,,1977,,,,,,,,,,,,,,,,,,
434,105015050005,Panel B,2,043402,2,10501505,2,,Another HH Member,1,Yes,No,Yes,,,,,std7,None,8,No,,No,No money for fees/ uniform,,1979,,,,,,,,,,,,,,,,,,
