HHID,case_id,qx_type,visit,ea_id,ag_t0a,ag_t0a_os,ag_t01,ag_t02,ag_t02_os
752,107462440226,Panel B,2,10746244,Growing/Selling Tobacco,,NO,,
752,107462440226,Panel B,2,10746244,Irrigation,,NO,,
752,107462440226,Panel B,2,10746244,Fertilizer Use,,NO,,
752,107462440226,Panel B,2,10746244,Other Specify,,NO,,
752,107462440226,Panel B,2,10746244,Animal Diseases / Vaccination,,NO,,
752,107462440226,Panel B,2,10746244,Fishery Production,,NO,,
752,107462440226,Panel B,2,10746244,Forestry,,NO,,
752,107462440226,Panel B,2,10746244,Access to Credit,,NO,,
752,107462440226,Panel B,2,10746244,Pest Control,,NO,,
752,107462440226,Panel B,2,10746244,General Animal Care,,NO,,
752,107462440226,Panel B,2,10746244,Composting,,NO,,
752,107462440226,Panel B,2,10746244,Pit Planting,,NO,,
752,107462440226,Panel B,2,10746244,Marketing/Crop Sales,,NO,,
752,107462440226,Panel B,2,10746244,New Seed Varieties,,NO,,
758,107462440254,Panel B,2,10746244,Access to Credit,,NO,,
758,107462440254,Panel B,2,10746244,Pit Planting,,NO,,
758,107462440254,Panel B,2,10746244,Forestry,,NO,,
758,107462440254,Panel B,2,10746244,General Animal Care,,NO,,
758,107462440254,Panel B,2,10746244,Animal Diseases / Vaccination,,NO,,
758,107462440254,Panel B,2,10746244,Marketing/Crop Sales,,NO,,
758,107462440254,Panel B,2,10746244,Fertilizer Use,,NO,,
758,107462440254,Panel B,2,10746244,Growing/Selling Tobacco,,NO,,
758,107462440254,Panel B,2,10746244,Irrigation,,NO,,
758,107462440254,Panel B,2,10746244,Composting,,NO,,
758,107462440254,Panel B,2,10746244,New Seed Varieties,,NO,,
758,107462440254,Panel B,2,10746244,Other Specify,,NO,,
758,107462440254,Panel B,2,10746244,Fishery Production,,NO,,
758,107462440254,Panel B,2,10746244,Pest Control,,NO,,
778,201060420011,Panel B,2,20106042,Access to Credit,,NO,,
778,201060420011,Panel B,2,20106042,Forestry,,NO,,
778,201060420011,Panel B,2,20106042,Irrigation,,NO,,
778,201060420011,Panel B,2,20106042,Fertilizer Use,,NO,,
778,201060420011,Panel B,2,20106042,Composting,,NO,,
778,201060420011,Panel B,2,20106042,Fishery Production,,NO,,
778,201060420011,Panel B,2,20106042,New Seed Varieties,,YES,NGO,
778,201060420011,Panel B,2,20106042,Other Specify,,NO,,
778,201060420011,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
778,201060420011,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
778,201060420011,Panel B,2,20106042,Pit Planting,,NO,,
778,201060420011,Panel B,2,20106042,General Animal Care,,NO,,
778,201060420011,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
778,201060420011,Panel B,2,20106042,Pest Control,,NO,,
796,201060420020,Panel B,2,20106042,Fertilizer Use,,NO,,
796,201060420020,Panel B,2,20106042,Pit Planting,,NO,,
796,201060420020,Panel B,2,20106042,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
796,201060420020,Panel B,2,20106042,Fishery Production,,NO,,
796,201060420020,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
796,201060420020,Panel B,2,20106042,Other Specify,,NO,,
796,201060420020,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
796,201060420020,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
796,201060420020,Panel B,2,20106042,General Animal Care,,NO,,
796,201060420020,Panel B,2,20106042,Pest Control,,NO,,
796,201060420020,Panel B,2,20106042,Forestry,,NO,,
796,201060420020,Panel B,2,20106042,Irrigation,,NO,,
796,201060420020,Panel B,2,20106042,Access to Credit,,NO,,
796,201060420020,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
768,201060420028,Panel B,2,20106042,Pit Planting,,NO,,
768,201060420028,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
768,201060420028,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
768,201060420028,Panel B,2,20106042,Other Specify,,NO,,
768,201060420028,Panel B,2,20106042,Fertilizer Use,,NO,,
768,201060420028,Panel B,2,20106042,Access to Credit,,NO,,
768,201060420028,Panel B,2,20106042,Fishery Production,,NO,,
768,201060420028,Panel B,2,20106042,Pest Control,,NO,,
768,201060420028,Panel B,2,20106042,General Animal Care,,NO,,
768,201060420028,Panel B,2,20106042,Irrigation,,YES,"Electronic Media (TV, Radio, Etc…)",
768,201060420028,Panel B,2,20106042,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
768,201060420028,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
768,201060420028,Panel B,2,20106042,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
768,201060420028,Panel B,2,20106042,Forestry,,NO,,
770,201060420037,Panel B,2,20106042,General Animal Care,,YES,Gov. Agricultural Extension Service,
770,201060420037,Panel B,2,20106042,Other Specify,,NO,,
770,201060420037,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
770,201060420037,Panel B,2,20106042,Fertilizer Use,,NO,,
770,201060420037,Panel B,2,20106042,Irrigation,,NO,,
770,201060420037,Panel B,2,20106042,Marketing/Crop Sales,,YES,Gov. Agricultural Extension Service,
770,201060420037,Panel B,2,20106042,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
770,201060420037,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
770,201060420037,Panel B,2,20106042,Forestry,,NO,,
770,201060420037,Panel B,2,20106042,Growing/Selling Tobacco,,YES,Gov. Agricultural Extension Service,
770,201060420037,Panel B,2,20106042,Access to Credit,,NO,,
770,201060420037,Panel B,2,20106042,Pit Planting,,NO,,
770,201060420037,Panel B,2,20106042,Pest Control,,NO,,
770,201060420037,Panel B,2,20106042,Fishery Production,,NO,,
766,201060420054,Panel B,2,20106042,General Animal Care,,NO,,
766,201060420054,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
766,201060420054,Panel B,2,20106042,Pit Planting,,YES,Gov. Agricultural Extension Service,
766,201060420054,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
766,201060420054,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
766,201060420054,Panel B,2,20106042,Access to Credit,,NO,,
766,201060420054,Panel B,2,20106042,Fertilizer Use,,YES,Gov. Agricultural Extension Service,
766,201060420054,Panel B,2,20106042,Irrigation,,YES,Gov. Agricultural Extension Service,
766,201060420054,Panel B,2,20106042,Fishery Production,,NO,,
766,201060420054,Panel B,2,20106042,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
766,201060420054,Panel B,2,20106042,Pest Control,,YES,Gov. Agricultural Extension Service,
766,201060420054,Panel B,2,20106042,Other Specify,,NO,,
766,201060420054,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
766,201060420054,Panel B,2,20106042,Forestry,,NO,,
786,201060420063,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
786,201060420063,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
786,201060420063,Panel B,2,20106042,Forestry,,YES,NGO,
786,201060420063,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
786,201060420063,Panel B,2,20106042,Irrigation,,YES,Gov. Agricultural Extension Service,
786,201060420063,Panel B,2,20106042,Fishery Production,,NO,,
786,201060420063,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
786,201060420063,Panel B,2,20106042,Access to Credit,,NO,,
786,201060420063,Panel B,2,20106042,General Animal Care,,NO,,
786,201060420063,Panel B,2,20106042,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
786,201060420063,Panel B,2,20106042,Pit Planting,,YES,Gov. Agricultural Extension Service,
786,201060420063,Panel B,2,20106042,Other Specify,,NO,,
786,201060420063,Panel B,2,20106042,Fertilizer Use,,YES,Gov. Agricultural Extension Service,
786,201060420063,Panel B,2,20106042,Pest Control,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
792,201060420071,Panel B,2,20106042,Irrigation,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,Pit Planting,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
792,201060420071,Panel B,2,20106042,Pest Control,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,Fertilizer Use,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,Other Specify,,NO,,
792,201060420071,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
792,201060420071,Panel B,2,20106042,Forestry,,NO,,
792,201060420071,Panel B,2,20106042,Fishery Production,,NO,,
792,201060420071,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,Access to Credit,,NO,,
792,201060420071,Panel B,2,20106042,New Seed Varieties,,YES,Gov. Agricultural Extension Service,
792,201060420071,Panel B,2,20106042,General Animal Care,,NO,,
782,201060420074,Panel B,2,20106042,Fertilizer Use,,NO,,
782,201060420074,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
782,201060420074,Panel B,2,20106042,Other Specify,,NO,,
782,201060420074,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
782,201060420074,Panel B,2,20106042,Pit Planting,,NO,,
782,201060420074,Panel B,2,20106042,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
782,201060420074,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
782,201060420074,Panel B,2,20106042,Forestry,,NO,,
782,201060420074,Panel B,2,20106042,Fishery Production,,NO,,
782,201060420074,Panel B,2,20106042,General Animal Care,,NO,,
782,201060420074,Panel B,2,20106042,Access to Credit,,NO,,
782,201060420074,Panel B,2,20106042,New Seed Varieties,,NO,,
782,201060420074,Panel B,2,20106042,Irrigation,,NO,,
782,201060420074,Panel B,2,20106042,Pest Control,,NO,,
776,201060420080,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
776,201060420080,Panel B,2,20106042,Pest Control,,NO,,
776,201060420080,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
776,201060420080,Panel B,2,20106042,Access to Credit,,NO,,
776,201060420080,Panel B,2,20106042,Other Specify,,NO,,
776,201060420080,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
776,201060420080,Panel B,2,20106042,Forestry,,NO,,
776,201060420080,Panel B,2,20106042,Irrigation,,NO,,
776,201060420080,Panel B,2,20106042,Fertilizer Use,,NO,,
776,201060420080,Panel B,2,20106042,Fishery Production,,NO,,
776,201060420080,Panel B,2,20106042,Composting,,NO,,
776,201060420080,Panel B,2,20106042,Pit Planting,,NO,,
776,201060420080,Panel B,2,20106042,General Animal Care,,NO,,
776,201060420080,Panel B,2,20106042,New Seed Varieties,,NO,,
780,201060420097,Panel B,2,20106042,Irrigation,,NO,,
780,201060420097,Panel B,2,20106042,Other Specify,,NO,,
780,201060420097,Panel B,2,20106042,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
780,201060420097,Panel B,2,20106042,Fishery Production,,NO,,
780,201060420097,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
780,201060420097,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
780,201060420097,Panel B,2,20106042,Access to Credit,,NO,,
780,201060420097,Panel B,2,20106042,Pit Planting,,NO,,
780,201060420097,Panel B,2,20106042,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
780,201060420097,Panel B,2,20106042,General Animal Care,,NO,,
780,201060420097,Panel B,2,20106042,Forestry,,NO,,
780,201060420097,Panel B,2,20106042,Fertilizer Use,,NO,,
780,201060420097,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
780,201060420097,Panel B,2,20106042,Pest Control,,NO,,
772,201060420105,Panel B,2,20106042,Access to Credit,,NO,,
772,201060420105,Panel B,2,20106042,Fishery Production,,NO,,
772,201060420105,Panel B,2,20106042,General Animal Care,,NO,,
772,201060420105,Panel B,2,20106042,New Seed Varieties,,NO,,
772,201060420105,Panel B,2,20106042,Composting,,YES,Other (Specify),MTAWIRA WOMEN GROUP
772,201060420105,Panel B,2,20106042,Fertilizer Use,,NO,,
772,201060420105,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
772,201060420105,Panel B,2,20106042,Irrigation,,NO,,
772,201060420105,Panel B,2,20106042,Pit Planting,,NO,,
772,201060420105,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
772,201060420105,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
772,201060420105,Panel B,2,20106042,Forestry,,NO,,
772,201060420105,Panel B,2,20106042,Other Specify,,NO,,
772,201060420105,Panel B,2,20106042,Pest Control,,NO,,
790,201060420114,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
790,201060420114,Panel B,2,20106042,Irrigation,,NO,,
790,201060420114,Panel B,2,20106042,General Animal Care,,NO,,
790,201060420114,Panel B,2,20106042,Forestry,,NO,,
790,201060420114,Panel B,2,20106042,Fertilizer Use,,NO,,
790,201060420114,Panel B,2,20106042,Pit Planting,,NO,,
790,201060420114,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
790,201060420114,Panel B,2,20106042,Pest Control,,NO,,
790,201060420114,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
790,201060420114,Panel B,2,20106042,Fishery Production,,NO,,
790,201060420114,Panel B,2,20106042,Access to Credit,,NO,,
790,201060420114,Panel B,2,20106042,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
790,201060420114,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
790,201060420114,Panel B,2,20106042,Other Specify,,NO,,
788,201060420123,Panel B,2,20106042,Irrigation,,YES,"Electronic Media (TV, Radio, Etc…)",
788,201060420123,Panel B,2,20106042,Pit Planting,,NO,,
788,201060420123,Panel B,2,20106042,General Animal Care,,NO,,
788,201060420123,Panel B,2,20106042,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
788,201060420123,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
788,201060420123,Panel B,2,20106042,Composting,,NO,,
788,201060420123,Panel B,2,20106042,Other Specify,,NO,,
788,201060420123,Panel B,2,20106042,Forestry,,NO,,
788,201060420123,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
788,201060420123,Panel B,2,20106042,Fishery Production,,NO,,
788,201060420123,Panel B,2,20106042,Fertilizer Use,,YES,"Electronic Media (TV, Radio, Etc…)",
788,201060420123,Panel B,2,20106042,Access to Credit,,NO,,
788,201060420123,Panel B,2,20106042,Pest Control,,NO,,
788,201060420123,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
794,201060420140,Panel B,2,20106042,Fishery Production,,NO,,
794,201060420140,Panel B,2,20106042,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
794,201060420140,Panel B,2,20106042,Fertilizer Use,,YES,"Electronic Media (TV, Radio, Etc…)",
794,201060420140,Panel B,2,20106042,Pit Planting,,NO,,
794,201060420140,Panel B,2,20106042,Irrigation,,YES,"Electronic Media (TV, Radio, Etc…)",
794,201060420140,Panel B,2,20106042,Growing/Selling Tobacco,,YES,"Electronic Media (TV, Radio, Etc…)",
794,201060420140,Panel B,2,20106042,New Seed Varieties,,NO,,
794,201060420140,Panel B,2,20106042,Access to Credit,,NO,,
794,201060420140,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
794,201060420140,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
794,201060420140,Panel B,2,20106042,Forestry,,YES,"Electronic Media (TV, Radio, Etc…)",
794,201060420140,Panel B,2,20106042,Pest Control,,NO,,
794,201060420140,Panel B,2,20106042,General Animal Care,,NO,,
794,201060420140,Panel B,2,20106042,Other Specify,,NO,,
784,201060420148,Panel B,2,20106042,Fishery Production,,NO,,
784,201060420148,Panel B,2,20106042,Access to Credit,,NO,,
784,201060420148,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
784,201060420148,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
784,201060420148,Panel B,2,20106042,General Animal Care,,NO,,
784,201060420148,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
784,201060420148,Panel B,2,20106042,Pest Control,,NO,,
784,201060420148,Panel B,2,20106042,New Seed Varieties,,NO,,
784,201060420148,Panel B,2,20106042,Forestry,,NO,,
784,201060420148,Panel B,2,20106042,Other Specify,,NO,,
784,201060420148,Panel B,2,20106042,Irrigation,,NO,,
784,201060420148,Panel B,2,20106042,Pit Planting,,NO,,
784,201060420148,Panel B,2,20106042,Fertilizer Use,,NO,,
784,201060420148,Panel B,2,20106042,Growing/Selling Tobacco,,YES,"Electronic Media (TV, Radio, Etc…)",
774,201060420157,Panel B,2,20106042,Forestry,,NO,,
774,201060420157,Panel B,2,20106042,Composting,,YES,Gov. Agricultural Extension Service,
774,201060420157,Panel B,2,20106042,General Animal Care,,NO,,
774,201060420157,Panel B,2,20106042,Fertilizer Use,,YES,"Electronic Media (TV, Radio, Etc…)",
774,201060420157,Panel B,2,20106042,Fishery Production,,NO,,
774,201060420157,Panel B,2,20106042,Pit Planting,,YES,Gov. Agricultural Extension Service,
774,201060420157,Panel B,2,20106042,Irrigation,,NO,,
774,201060420157,Panel B,2,20106042,Other Specify,,NO,,
774,201060420157,Panel B,2,20106042,Growing/Selling Tobacco,,NO,,
774,201060420157,Panel B,2,20106042,Access to Credit,,NO,,
774,201060420157,Panel B,2,20106042,Animal Diseases / Vaccination,,NO,,
774,201060420157,Panel B,2,20106042,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
774,201060420157,Panel B,2,20106042,Pest Control,,NO,,
774,201060420157,Panel B,2,20106042,Marketing/Crop Sales,,NO,,
799,201106200004,Panel A,2,20110620,Access to Credit,,NO,,
799,201106200004,Panel A,2,20110620,Composting,,NO,,
799,201106200004,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
799,201106200004,Panel A,2,20110620,Forestry,,NO,,
799,201106200004,Panel A,2,20110620,Fishery Production,,NO,,
799,201106200004,Panel A,2,20110620,Other Specify,,NO,,
799,201106200004,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
799,201106200004,Panel A,2,20110620,Pit Planting,,NO,,
799,201106200004,Panel A,2,20110620,General Animal Care,,NO,,
799,201106200004,Panel A,2,20110620,Fertilizer Use,,NO,,
799,201106200004,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
799,201106200004,Panel A,2,20110620,Irrigation,,NO,,
799,201106200004,Panel A,2,20110620,Pest Control,,NO,,
799,201106200004,Panel A,2,20110620,New Seed Varieties,,NO,,
797,201106200018,Panel A,2,20110620,Access to Credit,,NO,,
797,201106200018,Panel A,2,20110620,Composting,,NO,,
797,201106200018,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
797,201106200018,Panel A,2,20110620,General Animal Care,,NO,,
797,201106200018,Panel A,2,20110620,Other Specify,,NO,,
797,201106200018,Panel A,2,20110620,Fishery Production,,NO,,
797,201106200018,Panel A,2,20110620,Pest Control,,NO,,
797,201106200018,Panel A,2,20110620,Pit Planting,,NO,,
797,201106200018,Panel A,2,20110620,New Seed Varieties,,NO,,
797,201106200018,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
797,201106200018,Panel A,2,20110620,Irrigation,,NO,,
797,201106200018,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
797,201106200018,Panel A,2,20110620,Forestry,,NO,,
797,201106200018,Panel A,2,20110620,Fertilizer Use,,NO,,
773,201106200021,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
773,201106200021,Panel A,2,20110620,Fishery Production,,NO,,
773,201106200021,Panel A,2,20110620,Composting,,NO,,
773,201106200021,Panel A,2,20110620,Fertilizer Use,,NO,,
773,201106200021,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
773,201106200021,Panel A,2,20110620,Other Specify,,NO,,
773,201106200021,Panel A,2,20110620,General Animal Care,,NO,,
773,201106200021,Panel A,2,20110620,New Seed Varieties,,NO,,
773,201106200021,Panel A,2,20110620,Forestry,,NO,,
773,201106200021,Panel A,2,20110620,Pit Planting,,NO,,
773,201106200021,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
773,201106200021,Panel A,2,20110620,Irrigation,,NO,,
773,201106200021,Panel A,2,20110620,Access to Credit,,NO,,
773,201106200021,Panel A,2,20110620,Pest Control,,NO,,
783,201106200034,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
783,201106200034,Panel A,2,20110620,Pit Planting,,NO,,
783,201106200034,Panel A,2,20110620,Other Specify,,NO,,
783,201106200034,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
783,201106200034,Panel A,2,20110620,Irrigation,,YES,"Electronic Media (TV, Radio, Etc…)",
783,201106200034,Panel A,2,20110620,Fishery Production,,NO,,
783,201106200034,Panel A,2,20110620,Pest Control,,NO,,
783,201106200034,Panel A,2,20110620,Access to Credit,,NO,,
783,201106200034,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
783,201106200034,Panel A,2,20110620,General Animal Care,,NO,,
783,201106200034,Panel A,2,20110620,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
783,201106200034,Panel A,2,20110620,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
783,201106200034,Panel A,2,20110620,Forestry,,NO,,
783,201106200034,Panel A,2,20110620,Fertilizer Use,,NO,,
777,201106200058,Panel A,2,20110620,New Seed Varieties,,NO,,
777,201106200058,Panel A,2,20110620,Fishery Production,,NO,,
777,201106200058,Panel A,2,20110620,Other Specify,,NO,,
777,201106200058,Panel A,2,20110620,Irrigation,,NO,,
777,201106200058,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
777,201106200058,Panel A,2,20110620,Pest Control,,NO,,
777,201106200058,Panel A,2,20110620,Animal Diseases / Vaccination,,YES,Gov. Agricultural Extension Service,
777,201106200058,Panel A,2,20110620,General Animal Care,,NO,,
777,201106200058,Panel A,2,20110620,Forestry,,NO,,
777,201106200058,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
777,201106200058,Panel A,2,20110620,Access to Credit,,NO,,
777,201106200058,Panel A,2,20110620,Composting,,NO,,
777,201106200058,Panel A,2,20110620,Fertilizer Use,,NO,,
777,201106200058,Panel A,2,20110620,Pit Planting,,NO,,
791,201106200060,Panel A,2,20110620,Composting,,NO,,
791,201106200060,Panel A,2,20110620,General Animal Care,,NO,,
791,201106200060,Panel A,2,20110620,Pest Control,,NO,,
791,201106200060,Panel A,2,20110620,Irrigation,,NO,,
791,201106200060,Panel A,2,20110620,Access to Credit,,NO,,
791,201106200060,Panel A,2,20110620,Other Specify,,NO,,
791,201106200060,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
791,201106200060,Panel A,2,20110620,Forestry,,NO,,
791,201106200060,Panel A,2,20110620,Fertilizer Use,,NO,,
791,201106200060,Panel A,2,20110620,Pit Planting,,NO,,
791,201106200060,Panel A,2,20110620,Fishery Production,,NO,,
791,201106200060,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
791,201106200060,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
791,201106200060,Panel A,2,20110620,New Seed Varieties,,NO,,
781,201106200074,Panel A,2,20110620,New Seed Varieties,,NO,,
781,201106200074,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
781,201106200074,Panel A,2,20110620,Fishery Production,,NO,,
781,201106200074,Panel A,2,20110620,Irrigation,,NO,,
781,201106200074,Panel A,2,20110620,Other Specify,,NO,,
781,201106200074,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
781,201106200074,Panel A,2,20110620,Fertilizer Use,,NO,,
781,201106200074,Panel A,2,20110620,Access to Credit,,NO,,
781,201106200074,Panel A,2,20110620,Pit Planting,,NO,,
781,201106200074,Panel A,2,20110620,Composting,,NO,,
781,201106200074,Panel A,2,20110620,Forestry,,NO,,
781,201106200074,Panel A,2,20110620,Pest Control,,NO,,
781,201106200074,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
781,201106200074,Panel A,2,20110620,General Animal Care,,NO,,
787,201106200094,Panel A,2,20110620,Access to Credit,,NO,,
787,201106200094,Panel A,2,20110620,Fertilizer Use,,NO,,
787,201106200094,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
787,201106200094,Panel A,2,20110620,Other Specify,,NO,,
787,201106200094,Panel A,2,20110620,Pest Control,,NO,,
787,201106200094,Panel A,2,20110620,Fishery Production,,NO,,
787,201106200094,Panel A,2,20110620,New Seed Varieties,,NO,,
787,201106200094,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
787,201106200094,Panel A,2,20110620,Composting,,NO,,
787,201106200094,Panel A,2,20110620,Forestry,,NO,,
787,201106200094,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
787,201106200094,Panel A,2,20110620,Pit Planting,,NO,,
787,201106200094,Panel A,2,20110620,Irrigation,,NO,,
787,201106200094,Panel A,2,20110620,General Animal Care,,NO,,
789,201106200112,Panel A,2,20110620,Access to Credit,,NO,,
789,201106200112,Panel A,2,20110620,New Seed Varieties,,NO,,
789,201106200112,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
789,201106200112,Panel A,2,20110620,General Animal Care,,NO,,
789,201106200112,Panel A,2,20110620,Other Specify,,NO,,
789,201106200112,Panel A,2,20110620,Pest Control,,NO,,
789,201106200112,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
789,201106200112,Panel A,2,20110620,Composting,,NO,,
789,201106200112,Panel A,2,20110620,Irrigation,,NO,,
789,201106200112,Panel A,2,20110620,Fertilizer Use,,NO,,
789,201106200112,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
789,201106200112,Panel A,2,20110620,Fishery Production,,NO,,
789,201106200112,Panel A,2,20110620,Forestry,,NO,,
789,201106200112,Panel A,2,20110620,Pit Planting,,NO,,
785,201106200118,Panel A,2,20110620,General Animal Care,,NO,,
785,201106200118,Panel A,2,20110620,Forestry,,NO,,
785,201106200118,Panel A,2,20110620,Pit Planting,,NO,,
785,201106200118,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
785,201106200118,Panel A,2,20110620,Fertilizer Use,,NO,,
785,201106200118,Panel A,2,20110620,Pest Control,,NO,,
785,201106200118,Panel A,2,20110620,Access to Credit,,NO,,
785,201106200118,Panel A,2,20110620,New Seed Varieties,,NO,,
785,201106200118,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
785,201106200118,Panel A,2,20110620,Irrigation,,NO,,
785,201106200118,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
785,201106200118,Panel A,2,20110620,Other Specify,,NO,,
785,201106200118,Panel A,2,20110620,Fishery Production,,NO,,
785,201106200118,Panel A,2,20110620,Composting,,NO,,
771,201106200175,Panel A,2,20110620,Composting,,YES,"Electronic Media (TV, Radio, Etc…)",
771,201106200175,Panel A,2,20110620,Forestry,,NO,,
771,201106200175,Panel A,2,20110620,Irrigation,,YES,"Electronic Media (TV, Radio, Etc…)",
771,201106200175,Panel A,2,20110620,Fishery Production,,NO,,
771,201106200175,Panel A,2,20110620,Fertilizer Use,,NO,,
771,201106200175,Panel A,2,20110620,Animal Diseases / Vaccination,,NO,,
771,201106200175,Panel A,2,20110620,Growing/Selling Tobacco,,NO,,
771,201106200175,Panel A,2,20110620,Other Specify,,NO,,
771,201106200175,Panel A,2,20110620,Access to Credit,,NO,,
771,201106200175,Panel A,2,20110620,Marketing/Crop Sales,,NO,,
771,201106200175,Panel A,2,20110620,New Seed Varieties,,YES,"Electronic Media (TV, Radio, Etc…)",
771,201106200175,Panel A,2,20110620,General Animal Care,,NO,,
771,201106200175,Panel A,2,20110620,Pit Planting,,NO,,
771,201106200175,Panel A,2,20110620,Pest Control,,NO,,
