occ,ea_id,com_ck00a,com_ck00b,com_ck00c,com_ck00b1,com_ck00b2,com_ck00b3
3,30804416,CK4,Cost to grind 50 kg,2,,,
4,30804416,CK22,Bar soap (Maluwa),2,,,
5,30804416,CK23,Toothbrush,1,100,1,9
6,30804416,CK24,Toothpaste (50 g tub,2,,,
7,30804416,CK25,"Clothes soap (Omo, S",1,200,100,9
8,30804416,CK26,Vaseline/glycerin,1,180,100,19
9,30804416,CK27,Aspirin or Panadol,1,20,1,19
10,30804416,CK28,Fansidar (3 tablet p,2,,,
11,30804416,CK29,Chitenje cloth,1,1300,1,9
12,30804416,CK30,Trousers (kaunjika),2,,,
13,30804416,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,30804416,CK32,Carlsberg beer (bott,1,300,,
15,30804416,CK33,"Cigarettes, Embassy",1,400,,
16,30804416,CK34,Battery (dry cell) f,1,100,,
17,30804416,CK35,"Watch, digital (simp",2,,,
18,30804416,CK36,Firewood,1,100,1,1
19,30804416,CK37,Charcoal,1,1000,50,2
20,30804416,CK38,Paraffin,2,,,
21,30804416,CK39,Chemical fertilizer,1,300,1,2
22,30804416,CK40,Pesticides/Insectici,2,,,
23,30804416,CK41,Herbicides/Fungicide,2,,,
24,30804416,CK42,Motorized transport,1,500,,
25,30804416,CK43,Hybrid maize seed (m,2,,,
26,30804416,CK44,"Hand hoe, without ha",1,1000,,
27,30804416,CK45,Panga,1,800,,
28,30804416,CK46,Sickle,2,,,
29,30804416,CK47,Axe,2,,,
30,30804416,CK48,Bicycle,2,,,
31,30804416,CK49,Foam mattress (10 cm,2,,,
32,30804416,CK50,"Mosquito net (white,",1,3200,,
1,30805259,CK1,Maize grain,1,130,1,1
2,30805259,CK3,Cost to grind 50 kg,1,500,,
3,30805259,CK4,Cost to grind 50 kg,2,,,
4,30805259,CK22,Bar soap (Maluwa),1,50,1,9
5,30805259,CK23,Toothbrush,1,30,1,9
6,30805259,CK24,Toothpaste (50 g tub,1,110,1,9
7,30805259,CK25,"Clothes soap (Omo, S",1,65,50,18
8,30805259,CK26,Vaseline/glycerin,1,50,25,18
9,30805259,CK27,Aspirin or Panadol,1,15,1,9
10,30805259,CK28,Fansidar (3 tablet p,2,,,
11,30805259,CK29,Chitenje cloth,1,800,1,1
12,30805259,CK30,Trousers (kaunjika),1,400,,
13,30805259,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,30805259,CK32,Carlsberg beer (bott,1,300,,
15,30805259,CK33,"Cigarettes, Embassy",1,250,,
16,30805259,CK34,Battery (dry cell) f,1,100,,
17,30805259,CK35,"Watch, digital (simp",2,,,
18,30805259,CK36,Firewood,1,100,3,8
19,30805259,CK37,Charcoal,2,,,
20,30805259,CK38,Paraffin,2,,,
21,30805259,CK39,Chemical fertilizer,1,17000,1,1
22,30805259,CK40,Pesticides/Insectici,2,,,
23,30805259,CK41,Herbicides/Fungicide,2,,,
24,30805259,CK42,Motorized transport,1,600,,
25,30805259,CK43,Hybrid maize seed (m,1,650,1,1
26,30805259,CK44,"Hand hoe, without ha",1,1000,,
27,30805259,CK45,Panga,1,500,,
28,30805259,CK46,Sickle,1,400,,
29,30805259,CK47,Axe,1,650,,
30,30805259,CK48,Bicycle,1,30100,,
31,30805259,CK49,Foam mattress (10 cm,2,,,
32,30805259,CK50,"Mosquito net (white,",2,,,
1,30806611,CK1,Maize grain,2,,,
2,30806611,CK3,Cost to grind 50 kg,1,240,,
3,30806611,CK4,Cost to grind 50 kg,2,,,
4,30806611,CK22,Bar soap (Maluwa),1,50,1,9
5,30806611,CK23,Toothbrush,1,30,1,9
6,30806611,CK24,Toothpaste (50 g tub,1,80,50,18
7,30806611,CK25,"Clothes soap (Omo, S",1,60,100,18
8,30806611,CK26,Vaseline/glycerin,1,60,1,9
9,30806611,CK27,Aspirin or Panadol,1,15,1,22
10,30806611,CK28,Fansidar (3 tablet p,1,75,1,22
11,30806611,CK29,Chitenje cloth,1,750,1,1
12,30806611,CK30,Trousers (kaunjika),1,750,,
13,30806611,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,30806611,CK32,Carlsberg beer (bott,1,360,,
15,30806611,CK33,"Cigarettes, Embassy",1,400,,
16,30806611,CK34,Battery (dry cell) f,1,90,,
17,30806611,CK35,"Watch, digital (simp",2,,,
18,30806611,CK36,Firewood,1,50,200,1
19,30806611,CK37,Charcoal,2,,,
20,30806611,CK38,Paraffin,1,30,1,15
21,30806611,CK39,Chemical fertilizer,1,350,1,1
22,30806611,CK40,Pesticides/Insectici,1,150,1,1
23,30806611,CK41,Herbicides/Fungicide,2,,,
24,30806611,CK42,Motorized transport,1,500,,
25,30806611,CK43,Hybrid maize seed (m,2,,,
26,30806611,CK44,"Hand hoe, without ha",1,950,,
27,30806611,CK45,Panga,1,600,,
28,30806611,CK46,Sickle,1,400,,
29,30806611,CK47,Axe,2,,,
30,30806611,CK48,Bicycle,2,,,
31,30806611,CK49,Foam mattress (10 cm,2,,,
32,30806611,CK50,"Mosquito net (white,",2,,,
1,30901054,CK1,Maize grain,1,120,1,1
2,30901054,CK3,Cost to grind 50 kg,1,300,,
3,30901054,CK4,Cost to grind 50 kg,2,,,
4,30901054,CK22,Bar soap (Maluwa),1,50,1,9
5,30901054,CK23,Toothbrush,1,30,1,9
6,30901054,CK24,Toothpaste (50 g tub,2,,,
7,30901054,CK25,"Clothes soap (Omo, S",1,100,50,18
8,30901054,CK26,Vaseline/glycerin,1,100,25,18
9,30901054,CK27,Aspirin or Panadol,1,100,25,18
10,30901054,CK28,Fansidar (3 tablet p,2,,,
11,30901054,CK29,Chitenje cloth,1,700,1,9
12,30901054,CK30,Trousers (kaunjika),1,300,,
13,30901054,CK31,"Coca-Cola, Fanta (bo",1,140,,
14,30901054,CK32,Carlsberg beer (bott,1,300,,
15,30901054,CK33,"Cigarettes, Embassy",1,250,,
16,30901054,CK34,Battery (dry cell) f,1,140,,
17,30901054,CK35,"Watch, digital (simp",2,,,
18,30901054,CK36,Firewood,1,50,3,8
19,30901054,CK37,Charcoal,2,,,
20,30901054,CK38,Paraffin,2,,,
21,30901054,CK39,Chemical fertilizer,1,12500,1,1
22,30901054,CK40,Pesticides/Insectici,2,,,
23,30901054,CK41,Herbicides/Fungicide,2,,,
24,30901054,CK42,Motorized transport,1,500,,
25,30901054,CK43,Hybrid maize seed (m,1,750,1,1
26,30901054,CK44,"Hand hoe, without ha",1,1000,,
27,30901054,CK45,Panga,1,750,,
28,30901054,CK46,Sickle,1,500,,
29,30901054,CK47,Axe,1,1000,,
30,30901054,CK48,Bicycle,1,29000,,
31,30901054,CK49,Foam mattress (10 cm,2,,,
32,30901054,CK50,"Mosquito net (white,",2,,,
1,30901475,CK1,Maize grain,1,80,1,1
2,30901475,CK3,Cost to grind 50 kg,1,500,,
3,30901475,CK4,Cost to grind 50 kg,2,,,
4,30901475,CK22,Bar soap (Maluwa),1,120,1,9
5,30901475,CK23,Toothbrush,1,30,1,9
6,30901475,CK24,Toothpaste (50 g tub,1,120,25,18
7,30901475,CK25,"Clothes soap (Omo, S",2,,,
8,30901475,CK26,Vaseline/glycerin,1,100,50,18
9,30901475,CK27,Aspirin or Panadol,1,15,1,9
10,30901475,CK28,Fansidar (3 tablet p,2,,,
11,30901475,CK29,Chitenje cloth,1,750,1,9
12,30901475,CK30,Trousers (kaunjika),1,950,,
13,30901475,CK31,"Coca-Cola, Fanta (bo",1,140,,
14,30901475,CK32,Carlsberg beer (bott,2,,,
15,30901475,CK33,"Cigarettes, Embassy",1,200,,
16,30901475,CK34,Battery (dry cell) f,1,150,,
17,30901475,CK35,"Watch, digital (simp",2,,,
18,30901475,CK36,Firewood,2,,,
19,30901475,CK37,Charcoal,2,,,
20,30901475,CK38,Paraffin,1,700,1,15
21,30901475,CK39,Chemical fertilizer,1,300,1,1
22,30901475,CK40,Pesticides/Insectici,1,700,500,19
23,30901475,CK41,Herbicides/Fungicide,2,,,
24,30901475,CK42,Motorized transport,1,500,,
25,30901475,CK43,Hybrid maize seed (m,2,,,
26,30901475,CK44,"Hand hoe, without ha",1,1100,,
27,30901475,CK45,Panga,1,750,,
28,30901475,CK46,Sickle,1,450,,
29,30901475,CK47,Axe,1,650,,
30,30901475,CK48,Bicycle,2,,,
31,30901475,CK49,Foam mattress (10 cm,2,,,
32,30901475,CK50,"Mosquito net (white,",2,,,
1,30901603,CK1,Maize grain,1,150,,
2,30901603,CK3,Cost to grind 50 kg,1,500,,
3,30901603,CK4,Cost to grind 50 kg,2,,,
4,30901603,CK22,Bar soap (Maluwa),1,50,1,9
5,30901603,CK23,Toothbrush,1,50,1,9
6,30901603,CK24,Toothpaste (50 g tub,1,70,1,9
7,30901603,CK25,"Clothes soap (Omo, S",1,50,1,22
8,30901603,CK26,Vaseline/glycerin,1,90,1,9
9,30901603,CK27,Aspirin or Panadol,1,20,1,9
10,30901603,CK28,Fansidar (3 tablet p,2,,,
11,30901603,CK29,Chitenje cloth,1,650,1,9
12,30901603,CK30,Trousers (kaunjika),1,500,,
13,30901603,CK31,"Coca-Cola, Fanta (bo",1,140,,
14,30901603,CK32,Carlsberg beer (bott,1,350,,
15,30901603,CK33,"Cigarettes, Embassy",1,200,,
16,30901603,CK34,Battery (dry cell) f,1,100,,
17,30901603,CK35,"Watch, digital (simp",2,,,
18,30901603,CK36,Firewood,1,100,3,1
19,30901603,CK37,Charcoal,1,150,3,1
20,30901603,CK38,Paraffin,2,,,
21,30901603,CK39,Chemical fertilizer,1,1500,1,50
22,30901603,CK40,Pesticides/Insectici,1,100,1,19
23,30901603,CK41,Herbicides/Fungicide,2,,,
24,30901603,CK42,Motorized transport,1,500,,
25,30901603,CK43,Hybrid maize seed (m,1,950,1,1
26,30901603,CK44,"Hand hoe, without ha",1,100,,
27,30901603,CK45,Panga,1,750,,
28,30901603,CK46,Sickle,1,600,,
29,30901603,CK47,Axe,1,500,,
30,30901603,CK48,Bicycle,1,35000,,
31,30901603,CK49,Foam mattress (10 cm,2,,,
32,30901603,CK50,"Mosquito net (white,",1,2800,,
1,31001333,CK1,Maize grain,1,3500,50,2
2,31001333,CK3,Cost to grind 50 kg,1,450,,
3,31001333,CK4,Cost to grind 50 kg,2,,,
4,31001333,CK22,Bar soap (Maluwa),2,,,
5,31001333,CK23,Toothbrush,1,100,1,9
6,31001333,CK24,Toothpaste (50 g tub,2,,,
7,31001333,CK25,"Clothes soap (Omo, S",1,200,100,9
8,31001333,CK26,Vaseline/glycerin,1,300,300,9
9,31001333,CK27,Aspirin or Panadol,1,40,1,9
10,31001333,CK28,Fansidar (3 tablet p,2,,,
11,31001333,CK29,Chitenje cloth,1,1200,1,9
12,31001333,CK30,Trousers (kaunjika),1,1200,,
13,31001333,CK31,"Coca-Cola, Fanta (bo",1,130,,
14,31001333,CK32,Carlsberg beer (bott,1,1,,
15,31001333,CK33,"Cigarettes, Embassy",1,400,,
16,31001333,CK34,Battery (dry cell) f,1,200,,
17,31001333,CK35,"Watch, digital (simp",2,,,
18,31001333,CK36,Firewood,1,300,1,10
19,31001333,CK37,Charcoal,1,1000,50,2
20,31001333,CK38,Paraffin,2,,,
21,31001333,CK39,Chemical fertilizer,1,350,1,2
22,31001333,CK40,Pesticides/Insectici,2,,,
23,31001333,CK41,Herbicides/Fungicide,2,,,
24,31001333,CK42,Motorized transport,2,,,
25,31001333,CK43,Hybrid maize seed (m,1,700,1,9
26,31001333,CK44,"Hand hoe, without ha",1,1000,,
27,31001333,CK45,Panga,1,650,,
28,31001333,CK46,Sickle,2,,,
29,31001333,CK47,Axe,2,,,
30,31001333,CK48,Bicycle,2,,,
31,31001333,CK49,Foam mattress (10 cm,2,,,
32,31001333,CK50,"Mosquito net (white,",1,3445,,
1,31001749,CK1,Maize grain,1,500,5,2
2,31001749,CK3,Cost to grind 50 kg,1,1000,,
3,31001749,CK4,Cost to grind 50 kg,2,,,
4,31001749,CK22,Bar soap (Maluwa),1,80,1,9
5,31001749,CK23,Toothbrush,1,100,1,9
6,31001749,CK24,Toothpaste (50 g tub,1,150,20,9
7,31001749,CK25,"Clothes soap (Omo, S",1,75,50,18
8,31001749,CK26,Vaseline/glycerin,1,100,55,19
9,31001749,CK27,Aspirin or Panadol,1,30,1,9
10,31001749,CK28,Fansidar (3 tablet p,2,,,
11,31001749,CK29,Chitenje cloth,1,1200,,
12,31001749,CK30,Trousers (kaunjika),1,750,,
13,31001749,CK31,"Coca-Cola, Fanta (bo",1,140,,
14,31001749,CK32,Carlsberg beer (bott,1,350,,
15,31001749,CK33,"Cigarettes, Embassy",1,500,,
16,31001749,CK34,Battery (dry cell) f,1,120,,
17,31001749,CK35,"Watch, digital (simp",2,,,
18,31001749,CK36,Firewood,1,100,1,10
19,31001749,CK37,Charcoal,1,1500,50,2
20,31001749,CK38,Paraffin,2,,,
21,31001749,CK39,Chemical fertilizer,1,350,1,2
22,31001749,CK40,Pesticides/Insectici,2,,,
23,31001749,CK41,Herbicides/Fungicide,2,,,
24,31001749,CK42,Motorized transport,2,,,
25,31001749,CK43,Hybrid maize seed (m,1,3200,10,2
26,31001749,CK44,"Hand hoe, without ha",1,1200,,
27,31001749,CK45,Panga,1,1000,,
28,31001749,CK46,Sickle,2,,,
29,31001749,CK47,Axe,2,,,
30,31001749,CK48,Bicycle,2,,,
31,31001749,CK49,Foam mattress (10 cm,2,,,
32,31001749,CK50,"Mosquito net (white,",2,,,
1,31002169,CK1,Maize grain,1,4800,50,2
2,31002169,CK3,Cost to grind 50 kg,1,500,,
3,31002169,CK4,Cost to grind 50 kg,1,750,,
4,31002169,CK22,Bar soap (Maluwa),2,,,
5,31002169,CK23,Toothbrush,1,150,1,9
6,31002169,CK24,Toothpaste (50 g tub,2,,,
7,31002169,CK25,"Clothes soap (Omo, S",1,80,1,22
8,31002169,CK26,Vaseline/glycerin,2,,,
9,31002169,CK27,Aspirin or Panadol,1,20,1,23
10,31002169,CK28,Fansidar (3 tablet p,2,,,
11,31002169,CK29,Chitenje cloth,1,20,1,23
12,31002169,CK30,Trousers (kaunjika),2,,,
13,31002169,CK31,"Coca-Cola, Fanta (bo",1,1000,,
14,31002169,CK32,Carlsberg beer (bott,1,1200,,
15,31002169,CK33,"Cigarettes, Embassy",1,120,,
16,31002169,CK34,Battery (dry cell) f,1,300,,
17,31002169,CK35,"Watch, digital (simp",1,20,,
18,31002169,CK36,Firewood,1,200,2,1
19,31002169,CK37,Charcoal,1,100,5170,
20,31002169,CK38,Paraffin,2,,,
21,31002169,CK39,Chemical fertilizer,2,,,
22,31002169,CK40,Pesticides/Insectici,2,,,
23,31002169,CK41,Herbicides/Fungicide,2,,,
24,31002169,CK42,Motorized transport,2,,,
25,31002169,CK43,Hybrid maize seed (m,2,,,
26,31002169,CK44,"Hand hoe, without ha",1,2300,,
27,31002169,CK45,Panga,5,2,,
28,31002169,CK46,Sickle,1,800,,
29,31002169,CK47,Axe,1,900,,
30,31002169,CK48,Bicycle,1,700,,
31,31002169,CK49,Foam mattress (10 cm,1,1200,,
32,31002169,CK50,"Mosquito net (white,",1,29000,,
1,31004312,CK1,Maize grain,1,600,50,2
2,31004312,CK3,Cost to grind 50 kg,1,700,,
3,31004312,CK4,Cost to grind 50 kg,2,,,
4,31004312,CK22,Bar soap (Maluwa),1,70,1,9
5,31004312,CK23,Toothbrush,1,70,1,9
6,31004312,CK24,Toothpaste (50 g tub,2,,,
7,31004312,CK25,"Clothes soap (Omo, S",1,100,1,9
8,31004312,CK26,Vaseline/glycerin,2,,,
9,31004312,CK27,Aspirin or Panadol,1,20,1,9
10,31004312,CK28,Fansidar (3 tablet p,2,,,
11,31004312,CK29,Chitenje cloth,1,1500,1,9
12,31004312,CK30,Trousers (kaunjika),1,1000,,
13,31004312,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,31004312,CK32,Carlsberg beer (bott,1,350,,
15,31004312,CK33,"Cigarettes, Embassy",1,400,,
16,31004312,CK34,Battery (dry cell) f,1,100,,
17,31004312,CK35,"Watch, digital (simp",2,,,
18,31004312,CK36,Firewood,2,,,
19,31004312,CK37,Charcoal,1,200,50,2
20,31004312,CK38,Paraffin,2,,,
21,31004312,CK39,Chemical fertilizer,2,,,
22,31004312,CK40,Pesticides/Insectici,2,,,
23,31004312,CK41,Herbicides/Fungicide,2,,,
24,31004312,CK42,Motorized transport,2,,,
25,31004312,CK43,Hybrid maize seed (m,2,,,
26,31004312,CK44,"Hand hoe, without ha",1,1200,,
27,31004312,CK45,Panga,1,1000,,
28,31004312,CK46,Sickle,2,,,
29,31004312,CK47,Axe,2,,,
30,31004312,CK48,Bicycle,2,,,
31,31004312,CK49,Foam mattress (10 cm,2,,,
32,31004312,CK50,"Mosquito net (white,",2,,,
1,31006556,CK1,Maize grain,1,5000,50,2
2,31006556,CK3,Cost to grind 50 kg,1,,,
3,31006556,CK4,Cost to grind 50 kg,2,,,
4,31006556,CK22,Bar soap (Maluwa),1,200,1,9
5,31006556,CK23,Toothbrush,1,150,1,9
6,31006556,CK24,Toothpaste (50 g tub,,,,
7,31006556,CK25,"Clothes soap (Omo, S",1,,100,18
8,31006556,CK26,Vaseline/glycerin,1,100,50,19
9,31006556,CK27,Aspirin or Panadol,1,20,1,22
10,31006556,CK28,Fansidar (3 tablet p,2,,,
11,31006556,CK29,Chitenje cloth,1,1200,1,9
12,31006556,CK30,Trousers (kaunjika),1,1000,,
13,31006556,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,31006556,CK32,Carlsberg beer (bott,1,,,
15,31006556,CK33,"Cigarettes, Embassy",1,400,,
16,31006556,CK34,Battery (dry cell) f,1,100,,
17,31006556,CK35,"Watch, digital (simp",2,,,
18,31006556,CK36,Firewood,1,500,1,10
19,31006556,CK37,Charcoal,1,2000,50,2
20,31006556,CK38,Paraffin,2,,,
21,31006556,CK39,Chemical fertilizer,1,350,1,2
22,31006556,CK40,Pesticides/Insectici,1,815,200,9
23,31006556,CK41,Herbicides/Fungicide,2,,,
24,31006556,CK42,Motorized transport,2,,,
25,31006556,CK43,Hybrid maize seed (m,2,,,
26,31006556,CK44,"Hand hoe, without ha",1,1700,,
27,31006556,CK45,Panga,1,1000,,
28,31006556,CK46,Sickle,2,,,
29,31006556,CK47,Axe,2,,,
30,31006556,CK48,Bicycle,2,,,
31,31006556,CK49,Foam mattress (10 cm,2,,,
32,31006556,CK50,"Mosquito net (white,",2,,,
1,31007335,CK1,Maize grain,1,5000,50,2
2,31007335,CK3,Cost to grind 50 kg,1,400,,
3,31007335,CK4,Cost to grind 50 kg,1,400,,
4,31007335,CK22,Bar soap (Maluwa),1,50,1,9
5,31007335,CK23,Toothbrush,1,70,1,9
6,31007335,CK24,Toothpaste (50 g tub,2,,,
7,31007335,CK25,"Clothes soap (Omo, S",2,,,
8,31007335,CK26,Vaseline/glycerin,1,50,50,9
9,31007335,CK27,Aspirin or Panadol,1,20,1,9
10,31007335,CK28,Fansidar (3 tablet p,2,,,
11,31007335,CK29,Chitenje cloth,1,1200,1,9
12,31007335,CK30,Trousers (kaunjika),1,1000,,
13,31007335,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,31007335,CK32,Carlsberg beer (bott,2,,,
15,31007335,CK33,"Cigarettes, Embassy",1,120,,
16,31007335,CK34,Battery (dry cell) f,1,100,,
17,31007335,CK35,"Watch, digital (simp",2,,,
18,31007335,CK36,Firewood,2,,,
19,31007335,CK37,Charcoal,1,1700,50,2
20,31007335,CK38,Paraffin,2,,,
21,31007335,CK39,Chemical fertilizer,2,,,
22,31007335,CK40,Pesticides/Insectici,2,,,
23,31007335,CK41,Herbicides/Fungicide,2,,,
24,31007335,CK42,Motorized transport,2,,,
25,31007335,CK43,Hybrid maize seed (m,1,2500,5,2
26,31007335,CK44,"Hand hoe, without ha",1,1200,,
27,31007335,CK45,Panga,1,850,,
28,31007335,CK46,Sickle,2,,,
29,31007335,CK47,Axe,2,,,
30,31007335,CK48,Bicycle,2,,,
31,31007335,CK49,Foam mattress (10 cm,2,,,
32,31007335,CK50,"Mosquito net (white,",2,,,
1,31108703,CK1,Maize grain,1,6500,50,2
2,31108703,CK3,Cost to grind 50 kg,1,500,,
3,31108703,CK4,Cost to grind 50 kg,2,,,
4,31108703,CK22,Bar soap (Maluwa),1,70,1,9
5,31108703,CK23,Toothbrush,1,100,1,9
6,31108703,CK24,Toothpaste (50 g tub,2,,,
7,31108703,CK25,"Clothes soap (Omo, S",1,50,50,1
8,31108703,CK26,Vaseline/glycerin,1,120,55,18
9,31108703,CK27,Aspirin or Panadol,1,20,1,22
10,31108703,CK28,Fansidar (3 tablet p,2,,,
11,31108703,CK29,Chitenje cloth,2,,,
12,31108703,CK30,Trousers (kaunjika),1,1800,,
13,31108703,CK31,"Coca-Cola, Fanta (bo",1,130,,
14,31108703,CK32,Carlsberg beer (bott,1,330,,
15,31108703,CK33,"Cigarettes, Embassy",1,300,,
16,31108703,CK34,Battery (dry cell) f,1,100,,
17,31108703,CK35,"Watch, digital (simp",2,,,
18,31108703,CK36,Firewood,1,50,1,10
19,31108703,CK37,Charcoal,1,2000,50,2
20,31108703,CK38,Paraffin,2,,,
21,31108703,CK39,Chemical fertilizer,2,,,
22,31108703,CK40,Pesticides/Insectici,2,,,
23,31108703,CK41,Herbicides/Fungicide,2,,,
24,31108703,CK42,Motorized transport,2,,,
25,31108703,CK43,Hybrid maize seed (m,2,,,
26,31108703,CK44,"Hand hoe, without ha",1,1500,,
27,31108703,CK45,Panga,1,750,,
28,31108703,CK46,Sickle,1,600,,
29,31108703,CK47,Axe,2,,,
30,31108703,CK48,Bicycle,2,,,
31,31108703,CK49,Foam mattress (10 cm,2,,,
32,31108703,CK50,"Mosquito net (white,",2,,,
1,31201007,CK1,Maize grain,1,350,50,1
2,31201007,CK3,Cost to grind 50 kg,1,450,,
3,31201007,CK4,Cost to grind 50 kg,2,,,
4,31201007,CK22,Bar soap (Maluwa),1,70,1,9
5,31201007,CK23,Toothbrush,1,40,1,9
6,31201007,CK24,Toothpaste (50 g tub,1,100,25,9
7,31201007,CK25,"Clothes soap (Omo, S",1,50,35,18
8,31201007,CK26,Vaseline/glycerin,1,120,50,18
9,31201007,CK27,Aspirin or Panadol,1,20,2,9
10,31201007,CK28,Fansidar (3 tablet p,2,,,
11,31201007,CK29,Chitenje cloth,2,,,
12,31201007,CK30,Trousers (kaunjika),2,,,
13,31201007,CK31,"Coca-Cola, Fanta (bo",1,120,,
14,31201007,CK32,Carlsberg beer (bott,2,,,
15,31201007,CK33,"Cigarettes, Embassy",1,20,,
16,31201007,CK34,Battery (dry cell) f,1,80,,
17,31201007,CK35,"Watch, digital (simp",2,,,
18,31201007,CK36,Firewood,2,,,
19,31201007,CK37,Charcoal,2,,,
20,31201007,CK38,Paraffin,2,,,
21,31201007,CK39,Chemical fertilizer,2,,,
22,31201007,CK40,Pesticides/Insectici,2,,,
23,31201007,CK41,Herbicides/Fungicide,2,,,
24,31201007,CK42,Motorized transport,2,,,
25,31201007,CK43,Hybrid maize seed (m,2,,,
26,31201007,CK44,"Hand hoe, without ha",2,,,
27,31201007,CK45,Panga,2,,,
28,31201007,CK46,Sickle,2,,,
29,31201007,CK47,Axe,2,,,
30,31201007,CK48,Bicycle,2,,,
31,31201007,CK49,Foam mattress (10 cm,2,,,
32,31201007,CK50,"Mosquito net (white,",2,,,
1,31201104,CK1,Maize grain,1,5500,50,1
2,31201104,CK3,Cost to grind 50 kg,1,450,,
3,31201104,CK4,Cost to grind 50 kg,2,,,
4,31201104,CK22,Bar soap (Maluwa),1,80,50,18
5,31201104,CK23,Toothbrush,1,50,1,9
6,31201104,CK24,Toothpaste (50 g tub,1,120,50,18
7,31201104,CK25,"Clothes soap (Omo, S",1,120,100,18
8,31201104,CK26,Vaseline/glycerin,1,120,50,18
9,31201104,CK27,Aspirin or Panadol,1,10,2,9
10,31201104,CK28,Fansidar (3 tablet p,2,,,
11,31201104,CK29,Chitenje cloth,1,1200,1,9
12,31201104,CK30,Trousers (kaunjika),1,800,,
13,31201104,CK31,"Coca-Cola, Fanta (bo",1,150,,
14,31201104,CK32,Carlsberg beer (bott,1,350,,
15,31201104,CK33,"Cigarettes, Embassy",1,30,,
16,31201104,CK34,Battery (dry cell) f,1,100,,
17,31201104,CK35,"Watch, digital (simp",1,350,,
18,31201104,CK36,Firewood,1,150,1,1
19,31201104,CK37,Charcoal,2,,,
20,31201104,CK38,Paraffin,2,,,
21,31201104,CK39,Chemical fertilizer,2,,,
22,31201104,CK40,Pesticides/Insectici,2,,,
23,31201104,CK41,Herbicides/Fungicide,2,,,
24,31201104,CK42,Motorized transport,2,,,
25,31201104,CK43,Hybrid maize seed (m,2,,,
26,31201104,CK44,"Hand hoe, without ha",1,950,,
27,31201104,CK45,Panga,1,750,,
28,31201104,CK46,Sickle,1,450,,
29,31201104,CK47,Axe,1,500,,
30,31201104,CK48,Bicycle,2,,,
31,31201104,CK49,Foam mattress (10 cm,2,,,
32,31201104,CK50,"Mosquito net (white,",2,,,
1,31201197,CK1,Maize grain,1,5000,50,1
2,31201197,CK3,Cost to grind 50 kg,1,450,,
3,31201197,CK4,Cost to grind 50 kg,2,,,
4,31201197,CK22,Bar soap (Maluwa),1,55,50,18
5,31201197,CK23,Toothbrush,1,40,1,9
6,31201197,CK24,Toothpaste (50 g tub,1,120,50,18
7,31201197,CK25,"Clothes soap (Omo, S",1,50,50,18
8,31201197,CK26,Vaseline/glycerin,1,100,25,18
9,31201197,CK27,Aspirin or Panadol,1,10,2,9
10,31201197,CK28,Fansidar (3 tablet p,2,,,
11,31201197,CK29,Chitenje cloth,1,1200,1,9
12,31201197,CK30,Trousers (kaunjika),1,900,,
13,31201197,CK31,"Coca-Cola, Fanta (bo",1,140,,
14,31201197,CK32,Carlsberg beer (bott,1,350,,
15,31201197,CK33,"Cigarettes, Embassy",1,25,,
16,31201197,CK34,Battery (dry cell) f,1,80,,
17,31201197,CK35,"Watch, digital (simp",1,250,,
18,31201197,CK36,Firewood,2,,,
19,31201197,CK37,Charcoal,2,,,
20,31201197,CK38,Paraffin,2,,,
21,31201197,CK39,Chemical fertilizer,1,14500,50,1
22,31201197,CK40,Pesticides/Insectici,2,,,
23,31201197,CK41,Herbicides/Fungicide,2,,,
24,31201197,CK42,Motorized transport,2,,,
25,31201197,CK43,Hybrid maize seed (m,2,,,
26,31201197,CK44,"Hand hoe, without ha",1,950,,
27,31201197,CK45,Panga,1,650,,
28,31201197,CK46,Sickle,1,350,,
29,31201197,CK47,Axe,1,400,,
30,31201197,CK48,Bicycle,2,,,
31,31201197,CK49,Foam mattress (10 cm,2,,,
32,31201197,CK50,"Mosquito net (white,",2,,,
1,31201516,CK1,Maize grain,1,5500,50,1
2,31201516,CK3,Cost to grind 50 kg,1,450,,
3,31201516,CK4,Cost to grind 50 kg,2,,,
4,31201516,CK22,Bar soap (Maluwa),1,80,140,18
5,31201516,CK23,Toothbrush,1,70,1,9
6,31201516,CK24,Toothpaste (50 g tub,1,50,1,9
7,31201516,CK25,"Clothes soap (Omo, S",2,,,
8,31201516,CK26,Vaseline/glycerin,1,420,100,18
9,31201516,CK27,Aspirin or Panadol,1,10,2,9
10,31201516,CK28,Fansidar (3 tablet p,2,,,
11,31201516,CK29,Chitenje cloth,1,1300,1,9
12,31201516,CK30,Trousers (kaunjika),1,1200,,
13,31201516,CK31,"Coca-Cola, Fanta (bo",1,130,,
14,31201516,CK32,Carlsberg beer (bott,1,350,,
15,31201516,CK33,"Cigarettes, Embassy",1,30,,
16,31201516,CK34,Battery (dry cell) f,1,90,,
17,31201516,CK35,"Watch, digital (simp",2,,,
18,31201516,CK36,Firewood,2,,,
19,31201516,CK37,Charcoal,2,,,
20,31201516,CK38,Paraffin,2,,,
