HHID,case_id,qx_type,visit,ea_id,ag_r00,ag_r27,ag_r28,ag_r29,ag_r30,ag_r31
493,105033670004,Panel A,1,10503367,Yes,0,0,0,0,0
491,105033670007,Panel A,1,10503367,Yes,0,0,5600,2000,0
481,105033670008,Panel A,1,10503367,Yes,0,0,0,0,0
483,105033670009,Panel A,1,10503367,Yes,0,0,1700,0,0
487,105033670014,Panel A,1,10503367,Yes,0,0,1250,0,0
509,105033670017,Panel A,1,10503367,Yes,0,0,0,0,0
501,105033670018,Panel A,1,10503367,Yes,0,0,0,0,0
505,105033670021,Panel A,1,10503367,Yes,0,0,1500,75,0
503,105033670024,Panel A,1,10503367,Yes,0,0,750,500,0
511,105033670028,Panel A,1,10503367,Yes,0,0,700,0,0
507,105033670030,Panel A,1,10503367,Yes,0,0,0,0,0
489,105033670032,Panel A,1,10503367,Yes,0,0,0,0,0
499,105033670035,Panel A,1,10503367,Yes,0,0,0,0,0
495,105033670040,Panel A,1,10503367,Yes,0,200,0,0,400
485,105033670045,Panel A,1,10503367,Yes,0,0,0,0,0
531,105051360004,Panel A,1,10505136,Yes,0,0,0,0,5000
535,105051360005,Panel A,1,10505136,Yes,0,0,0,0,0
513,105051360010,Panel A,1,10505136,Yes,0,0,0,0,0
525,105051360013,Panel A,1,10505136,No,,,,,
543,105051360016,Panel A,1,10505136,No,,,,,
533,105051360034,Panel A,1,10505136,Yes,0,0,0,0,0
517,105051360035,Panel A,1,10505136,Yes,0,0,0,0,0
537,105051360062,Panel A,1,10505136,Yes,0,0,0,0,0
529,105051360068,Panel A,1,10505136,Yes,0,0,0,0,0
539,105051360069,Panel A,1,10505136,Yes,0,0,0,0,0
519,105051360070,Panel A,1,10505136,No,,,,,
527,105051360075,Panel A,1,10505136,No,,,,,
541,105051360077,Panel A,1,10505136,No,,,,,
521,105051360081,Panel A,1,10505136,Yes,0,0,0,0,0
523,105051360098,Panel A,1,10505136,No,,,,,
488,105053100003,Panel B,1,10505310,Yes,0,0,200,0,0
506,105053100008,Panel B,1,10505310,Yes,0,0,0,0,0
492,105053100020,Panel B,1,10505310,Yes,0,0,0,0,0
490,105053100025,Panel B,1,10505310,Yes,0,0,0,0,0
480,105053100031,Panel B,1,10505310,Yes,0,0,0,0,0
484,105053100042,Panel B,1,10505310,Yes,0,0,0,0,0
496,105053100048,Panel B,1,10505310,Yes,0,0,0,0,0
498,105053100054,Panel B,1,10505310,Yes,0,0,0,0,0
500,105053100065,Panel B,1,10505310,Yes,0,0,0,0,0
494,105053100071,Panel B,1,10505310,Yes,0,0,0,0,0
478,105053100076,Panel B,1,10505310,No,,,,,
504,105053100088,Panel B,1,10505310,Yes,0,0,0,0,0
482,105053100093,Panel B,1,10505310,Yes,0,0,0,0,0
502,105053100099,Panel B,1,10505310,Yes,0,0,0,0,0
508,105053100110,Panel B,1,10505310,Yes,0,0,0,0,0
486,105053100116,Panel B,1,10505310,Yes,0,0,0,0,0
538,105055080001,Panel B,1,10505508,Yes,0,0,0,0,0
528,105055080010,Panel B,1,10505508,Yes,0,0,0,0,0
514,105055080021,Panel B,1,10505508,Yes,0,0,0,0,0
510,105055080031,Panel B,1,10505508,No,,,,,
532,105055080041,Panel B,1,10505508,Yes,0,0,0,0,0
530,105055080061,Panel B,1,10505508,No,,,,,
512,105055080072,Panel B,1,10505508,Yes,0,0,0,0,0
520,105055080082,Panel B,1,10505508,No,,,,,
534,105055080092,Panel B,1,10505508,Yes,0,0,0,0,0
516,105055080113,Panel B,1,10505508,Yes,0,0,0,0,0
536,105055080123,Panel B,1,10505508,Yes,0,0,0,0,0
522,105055080133,Panel B,1,10505508,No,,,,,
526,105055080164,Panel B,1,10505508,Yes,0,0,0,0,0
524,105055080174,Panel B,1,10505508,No,,,,,
540,105055080195,Panel B,1,10505508,Yes,0,0,0,0,0
518,105055080205,Panel B,1,10505508,No,,,,,
572,105071750010,Panel B,1,10507175,Yes,0,0,0,0,0
562,105071750022,Panel B,1,10507175,No,,,,,
544,105071750033,Panel B,1,10507175,No,,,,,
550,105071750045,Panel B,1,10507175,Yes,0,0,0,0,0
556,105071750069,Panel B,1,10507175,No,,,,,
552,105071750081,Panel B,1,10507175,No,,,,,
542,105071750093,Panel B,1,10507175,Yes,0,0,0,0,0
546,105071750104,Panel B,1,10507175,Yes,0,0,0,0,0
570,105071750116,Panel B,1,10507175,No,,,,,
566,105071750128,Panel B,1,10507175,No,,,,,
558,105071750152,Panel B,1,10507175,Yes,0,0,0,0,0
568,105071750163,Panel B,1,10507175,Yes,0,0,0,0,0
564,105071750175,Panel B,1,10507175,No,,,,,
560,105071750199,Panel B,1,10507175,No,,,,,
554,105071750211,Panel B,1,10507175,No,,,,,
548,105071750246,Panel B,1,10507175,Yes,0,0,0,0,0
557,105073440008,Panel A,1,10507344,Yes,0,0,3000,0,0
571,105073440016,Panel A,1,10507344,Yes,0,0,0,0,0
569,105073440027,Panel A,1,10507344,Yes,0,0,0,0,0
565,105073440033,Panel A,1,10507344,Yes,0,0,0,0,0
575,105073440041,Panel A,1,10507344,Yes,0,0,0,0,0
547,105073440053,Panel A,1,10507344,Yes,0,12000,0,0,0
545,105073440060,Panel A,1,10507344,Yes,0,0,0,0,0
551,105073440081,Panel A,1,10507344,Yes,0,0,0,0,0
555,105073440103,Panel A,1,10507344,Yes,0,0,0,0,0
573,105073440106,Panel A,1,10507344,Yes,0,0,0,0,0
567,105073440115,Panel A,1,10507344,No,,,,,
561,105073440121,Panel A,1,10507344,Yes,0,0,0,0,0
559,105073440126,Panel A,1,10507344,No,,,,,
549,105073440131,Panel A,1,10507344,Yes,0,0,0,0,0
563,105073440136,Panel A,1,10507344,No,,,,,
553,105073440152,Panel A,1,10507344,No,,,,,
585,105093190002,Panel A,1,10509319,Yes,0,0,0,0,0
603,105093190013,Panel A,1,10509319,No,,,,,
599,105093190021,Panel A,1,10509319,Yes,0,0,0,0,0
589,105093190045,Panel A,1,10509319,No,,,,,
581,105093190056,Panel A,1,10509319,Yes,0,0,0,0,0
593,105093190058,Panel A,1,10509319,No,,,,,
583,105093190062,Panel A,1,10509319,,0,0,0,0,0
597,105093190116,Panel A,1,10509319,No,,,,,
607,105093190129,Panel A,1,10509319,Yes,0,0,0,0,0
577,105093190148,Panel A,1,10509319,Yes,0,0,0,0,0
601,105093190150,Panel A,1,10509319,Yes,0,0,0,0,0
587,105093190189,Panel A,1,10509319,Yes,0,0,1000,0,0
579,105093190205,Panel A,1,10509319,Yes,0,0,0,0,0
595,105093190214,Panel A,1,10509319,Yes,0,0,0,0,0
591,105093190217,Panel A,1,10509319,No,,,,,
605,105093190245,Panel A,1,10509319,No,,,,,
588,105103880009,Panel B,1,10510388,Yes,0,0,0,0,0
580,105103880018,Panel B,1,10510388,No,,,,,
590,105103880027,Panel B,1,10510388,Yes,0,0,0,0,0
574,105103880036,Panel B,1,10510388,Yes,0,0,0,0,0
602,105103880054,Panel B,1,10510388,Yes,0,0,0,0,0
594,105103880062,Panel B,1,10510388,Yes,0,0,0,0,0
576,105103880071,Panel B,1,10510388,No,,,,,
598,105103880080,Panel B,1,10510388,Yes,0,0,0,0,0
604,105103880098,Panel B,1,10510388,Yes,0,0,0,0,0
582,105103880107,Panel B,1,10510388,No,,,,,
578,105103880116,Panel B,1,10510388,No,,,,,
586,105103880124,Panel B,1,10510388,Yes,0,0,0,0,0
596,105103880142,Panel B,1,10510388,No,,,,,
592,105103880151,Panel B,1,10510388,No,,,,,
584,105103880160,Panel B,1,10510388,No,,,,,
600,105103880178,Panel B,1,10510388,No,,,,,
611,107321920084,Panel A,1,10732192,Yes,0,0,0,0,0
629,107321920134,Panel A,1,10732192,Yes,0,0,0,0,0
609,107321920171,Panel A,1,10732192,Yes,0,0,0,0,0
625,107321920194,Panel A,1,10732192,Yes,0,0,0,0,0
613,107321920240,Panel A,1,10732192,No,,,,,
637,107321920285,Panel A,1,10732192,No,,,,,
622,107336400005,Panel B,1,10733640,No,,,,,
636,107336400015,Panel B,1,10733640,No,,,,,
618,107336400020,Panel B,1,10733640,Yes,0,175200,700,0,0
626,107336400041,Panel B,1,10733640,No,,,,,
620,107336400056,Panel B,1,10733640,Yes,0,0,0,0,0
624,107336400067,Panel B,1,10733640,No,,,,,
628,107336400072,Panel B,1,10733640,Yes,0,0,0,0,0
630,107336400077,Panel B,1,10733640,Yes,0,0,0,0,0
606,107336400087,Panel B,1,10733640,Yes,90000,72000,5000,12000,8000
608,107336400092,Panel B,1,10733640,No,,,,,
616,107336400097,Panel B,1,10733640,Yes,0,30000,3000,0,0
634,107336400107,Panel B,1,10733640,Yes,0,0,2250,0,0
658,107343700114,Panel B,1,10734370,Yes,0,0,0,0,0
662,107343700152,Panel B,1,10734370,No,,,,,
650,107343700249,Panel B,1,10734370,Yes,0,0,0,0,0
664,107343700269,Panel B,1,10734370,No,,,,,
666,107343700385,Panel B,1,10734370,Yes,0,0,0,0,0
643,107347620016,Panel A,1,10734762,Yes,0,0,0,0,0
665,107347620031,Panel A,1,10734762,Yes,0,0,0,0,0
651,107347620278,Panel A,1,10734762,Yes,0,0,0,0,0
671,107347620318,Panel A,1,10734762,Yes,0,0,0,0,0
657,107347620346,Panel A,1,10734762,Yes,0,0,0,0,0
679,107351730088,Panel A,1,10735173,No,,,,,
695,107351730115,Panel A,1,10735173,Yes,12000,0,0,0,5000
680,107365960004,Panel B,1,10736596,No,,,,,
700,107365960008,Panel B,1,10736596,No,,,,,
672,107365960010,Panel B,1,10736596,Yes,0,0,1350,0,3000
696,107365960012,Panel B,1,10736596,Yes,0,0,0,0,0
682,107365960013,Panel B,1,10736596,No,,,,,
692,107365960014,Panel B,1,10736596,Yes,0,0,0,0,0
686,107365960016,Panel B,1,10736596,Yes,0,0,0,0,0
727,107415040028,Panel A,1,10741504,No,,,,,
733,107415040057,Panel A,1,10741504,No,,,,,
721,107415040060,Panel A,1,10741504,No,,,,,
719,107415040063,Panel A,1,10741504,No,,,,,
726,107446490122,Panel B,1,10744649,Yes,0,0,0,2000,0
718,107446490271,Panel B,1,10744649,No,,,,,
751,107460330205,Panel A,1,10746033,Yes,0,0,0,0,0
763,107460330525,Panel A,1,10746033,Yes,0,0,0,0,0
761,107460330536,Panel A,1,10746033,Yes,0,0,0,600,4000
759,107460330612,Panel A,1,10746033,Yes,0,0,2000,0,0
762,107462440014,Panel B,1,10746244,Yes,0,0,0,0,0
746,107462440028,Panel B,1,10746244,No,,,,,
756,107462440056,Panel B,1,10746244,No,,,,,
764,107462440085,Panel B,1,10746244,Yes,0,0,250,0,1000
736,107462440113,Panel B,1,10746244,No,,,,,
750,107462440127,Panel B,1,10746244,No,,,,,
754,107462440155,Panel B,1,10746244,No,,,,,
740,107462440183,Panel B,1,10746244,No,,,,,
744,107462440197,Panel B,1,10746244,Yes,0,0,0,0,0
752,107462440226,Panel B,1,10746244,Yes,0,0,0,0,0
758,107462440254,Panel B,1,10746244,No,,,,,
778,201060420011,Panel B,1,20106042,No,,,,,
796,201060420020,Panel B,1,20106042,No,,,,,
768,201060420028,Panel B,1,20106042,Yes,0,0,0,0,0
770,201060420037,Panel B,1,20106042,Yes,0,5000,1000,0,0
766,201060420054,Panel B,1,20106042,Yes,0,0,0,0,0
786,201060420063,Panel B,1,20106042,No,,,,,
792,201060420071,Panel B,1,20106042,Yes,0,0,0,0,0
782,201060420074,Panel B,1,20106042,No,,,,,
776,201060420080,Panel B,1,20106042,No,,,,,
780,201060420097,Panel B,1,20106042,No,,,,,
772,201060420105,Panel B,1,20106042,Yes,0,0,0,0,0
790,201060420114,Panel B,1,20106042,Yes,0,0,0,0,0
788,201060420123,Panel B,1,20106042,Yes,0,0,0,0,0
794,201060420140,Panel B,1,20106042,Yes,0,0,0,0,0
784,201060420148,Panel B,1,20106042,No,,,,,
774,201060420157,Panel B,1,20106042,Yes,10000,0,0,0,0
799,201106200004,Panel A,1,20110620,Yes,0,0,0,0,0
797,201106200018,Panel A,1,20110620,Yes,0,0,0,0,0
773,201106200021,Panel A,1,20110620,Yes,0,0,0,0,0
783,201106200034,Panel A,1,20110620,Yes,0,0,0,0,0
777,201106200058,Panel A,1,20110620,Yes,0,0,600,0,0
791,201106200060,Panel A,1,20110620,Yes,0,0,0,0,0
781,201106200074,Panel A,1,20110620,No,,,,,
787,201106200094,Panel A,1,20110620,Yes,0,0,0,0,0
789,201106200112,Panel A,1,20110620,Yes,0,0,0,0,0
785,201106200118,Panel A,1,20110620,No,,,,,
771,201106200175,Panel A,1,20110620,No,,,,,
795,201106200190,Panel A,1,20110620,No,,,,,
779,201106200196,Panel A,1,20110620,Yes,0,0,0,0,0
769,201106200215,Panel A,1,20110620,Yes,0,1000,0,0,0
775,201106200266,Panel A,1,20110620,No,,,,,
793,201106200267,Panel A,1,20110620,Yes,0,50000,0,0,0
810,201117180005,Panel B,1,20111718,Yes,0,0,0,0,0
800,201117180015,Panel B,1,20111718,Yes,0,0,0,0,0
828,201117180024,Panel B,1,20111718,Yes,0,0,0,0,0
824,201117180032,Panel B,1,20111718,Yes,0,0,0,0,0
808,201117180043,Panel B,1,20111718,Yes,0,0,0,0,0
812,201117180052,Panel B,1,20111718,Yes,0,0,0,0,0
816,201117180071,Panel B,1,20111718,No,,,,,
802,201117180080,Panel B,1,20111718,No,,,,,
818,201117180089,Panel B,1,20111718,Yes,0,0,0,0,0
826,201117180108,Panel B,1,20111718,Yes,0,0,0,0,0
822,201117180117,Panel B,1,20111718,Yes,0,0,480,0,0
798,201117180127,Panel B,1,20111718,No,,,,,
814,201117180145,Panel B,1,20111718,Yes,0,0,0,0,0
806,201117180164,Panel B,1,20111718,No,,,,,
804,201117180183,Panel B,1,20111718,Yes,0,0,0,0,0
820,201117180192,Panel B,1,20111718,Yes,0,0,0,0,0
811,201126610025,Panel A,1,20112661,Yes,0,0,0,0,0
823,201126610037,Panel A,1,20112661,Yes,0,0,0,0,0
807,201126610043,Panel A,1,20112661,Yes,0,0,0,0,0
809,201126610046,Panel A,1,20112661,Yes,0,0,0,0,2500
827,201126610050,Panel A,1,20112661,Yes,0,0,0,0,0
805,201126610060,Panel A,1,20112661,Yes,10000,0,0,0,0
817,201126610061,Panel A,1,20112661,Yes,0,0,0,0,0
815,201126610067,Panel A,1,20112661,Yes,0,0,0,0,0
801,201126610075,Panel A,1,20112661,Yes,0,0,0,0,0
819,201126610100,Panel A,1,20112661,Yes,0,0,0,0,0
831,201126610106,Panel A,1,20112661,Yes,0,0,0,0,0
829,201126610108,Panel A,1,20112661,Yes,0,0,0,0,0
803,201126610109,Panel A,1,20112661,Yes,0,0,0,0,0
821,201126610115,Panel A,1,20112661,Yes,0,0,0,0,0
813,201126610116,Panel A,1,20112661,No,,,,,
825,201126610117,Panel A,1,20112661,Yes,0,0,0,0,0
861,201131120001,Panel A,1,20113112,Yes,0,0,0,0,0
833,201131120024,Panel A,1,20113112,Yes,0,0,0,0,0
843,201131120026,Panel A,1,20113112,Yes,0,0,0,0,0
863,201131120034,Panel A,1,20113112,Yes,0,0,0,0,0
855,201131120044,Panel A,1,20113112,Yes,0,0,0,0,0
851,201131120047,Panel A,1,20113112,Yes,0,0,0,0,0
839,201131120061,Panel A,1,20113112,Yes,0,0,0,0,0
837,201131120068,Panel A,1,20113112,Yes,0,0,0,0,0
859,201131120071,Panel A,1,20113112,No,,,,,
857,201131120075,Panel A,1,20113112,No,,,,,
853,201131120081,Panel A,1,20113112,No,,,,,
849,201131120092,Panel A,1,20113112,Yes,0,3000,0,0,0
835,201131120102,Panel A,1,20113112,No,,,,,
845,201131120106,Panel A,1,20113112,No,,,,,
847,201131120126,Panel A,1,20113112,No,,,,,
834,201154340005,Panel B,1,20115434,No,,,,,
858,201154340012,Panel B,1,20115434,No,,,,,
838,201154340018,Panel B,1,20115434,No,,,,,
846,201154340031,Panel B,1,20115434,No,,,,,
840,201154340038,Panel B,1,20115434,Yes,0,0,0,0,0
830,201154340044,Panel B,1,20115434,Yes,0,0,0,0,0
844,201154340058,Panel B,1,20115434,Yes,0,0,0,0,0
860,201154340064,Panel B,1,20115434,No,,,,,
850,201154340071,Panel B,1,20115434,No,,,,,
856,201154340084,Panel B,1,20115434,No,,,,,
842,201154340090,Panel B,1,20115434,No,,,,,
848,201154340097,Panel B,1,20115434,Yes,0,0,0,0,0
832,201154340110,Panel B,1,20115434,No,,,,,
852,201154340116,Panel B,1,20115434,Yes,89000,35000,0,0,0
836,201154340123,Panel B,1,20115434,No,,,,,
854,201154340136,Panel B,1,20115434,Yes,0,0,0,0,0
872,202052070003,Panel B,1,20205207,Yes,0,0,0,0,0
866,202052070009,Panel B,1,20205207,Yes,0,0,0,0,0
892,202052070015,Panel B,1,20205207,No,,,,,
880,202052070021,Panel B,1,20205207,Yes,0,0,0,0,0
882,202052070028,Panel B,1,20205207,Yes,0,0,0,0,0
888,202052070034,Panel B,1,20205207,No,,,,,
874,202052070040,Panel B,1,20205207,No,,,,,
886,202052070053,Panel B,1,20205207,No,,,,,
876,202052070059,Panel B,1,20205207,No,,,,,
870,202052070065,Panel B,1,20205207,Yes,0,0,0,0,0
884,202052070084,Panel B,1,20205207,No,,,,,
862,202052070090,Panel B,1,20205207,Yes,0,0,0,0,0
864,202052070103,Panel B,1,20205207,No,,,,,
890,202052070109,Panel B,1,20205207,No,,,,,
868,202052070115,Panel B,1,20205207,Yes,0,0,0,0,0
878,202052070127,Panel B,1,20205207,No,,,,,
889,202063620005,Panel A,1,20206362,Yes,0,2840,0,0,2500
877,202063620025,Panel A,1,20206362,Yes,0,0,0,0,0
871,202063620035,Panel A,1,20206362,Yes,0,5000,0,0,0
891,202063620047,Panel A,1,20206362,Yes,0,0,0,0,0
865,202063620055,Panel A,1,20206362,Yes,0,0,0,0,0
879,202063620077,Panel A,1,20206362,No,,,,,
881,202063620123,Panel A,1,20206362,Yes,0,60,0,0,0
883,202063620130,Panel A,1,20206362,Yes,0,0,0,0,0
893,202063620143,Panel A,1,20206362,No,,,,,
895,202063620150,Panel A,1,20206362,Yes,0,2000,0,0,0
887,202063620156,Panel A,1,20206362,Yes,0,0,0,0,0
873,202063620179,Panel A,1,20206362,Yes,0,0,0,0,0
869,202063620195,Panel A,1,20206362,Yes,0,0,0,0,0
867,202063620232,Panel A,1,20206362,Yes,0,0,0,0,0
875,202063620243,Panel A,1,20206362,Yes,0,0,0,0,0
885,202063620271,Panel A,1,20206362,No,,,,,
913,203025390008,Panel A,1,20302539,Yes,0,0,0,0,0
917,203025390016,Panel A,1,20302539,No,,,,,
905,203025390038,Panel A,1,20302539,Yes,0,0,0,0,0
925,203025390047,Panel A,1,20302539,Yes,0,0,0,0,0
911,203025390067,Panel A,1,20302539,Yes,0,0,0,0,0
923,203025390077,Panel A,1,20302539,Yes,0,0,0,0,0
927,203025390081,Panel A,1,20302539,Yes,0,0,0,0,0
907,203025390087,Panel A,1,20302539,Yes,0,2000,0,0,500
915,203025390104,Panel A,1,20302539,No,,,,,
919,203025390115,Panel A,1,20302539,Yes,0,0,0,0,0
903,203025390120,Panel A,1,20302539,No,,,,,
909,203025390137,Panel A,1,20302539,Yes,0,0,0,0,0
899,203025390148,Panel A,1,20302539,Yes,0,6000,0,0,1000
921,203025390169,Panel A,1,20302539,Yes,0,0,0,0,0
897,203025390177,Panel A,1,20302539,Yes,0,0,0,0,0
901,203025390196,Panel A,1,20302539,Yes,0,0,0,0,0
931,203030650008,Panel A,1,20303065,Yes,0,0,0,0,0
959,203030650012,Panel A,1,20303065,Yes,0,0,0,0,0
941,203030650013,Panel A,1,20303065,Yes,0,0,0,0,0
937,203030650026,Panel A,1,20303065,Yes,0,0,0,0,0
947,203030650031,Panel A,1,20303065,Yes,0,0,0,0,0
929,203030650039,Panel A,1,20303065,Yes,0,0,0,0,0
935,203030650044,Panel A,1,20303065,Yes,0,0,0,0,0
949,203030650050,Panel A,1,20303065,Yes,7000,6000,0,0,0
933,203030650058,Panel A,1,20303065,No,,,,,
939,203030650069,Panel A,1,20303065,Yes,0,0,0,0,0
951,203030650087,Panel A,1,20303065,No,,,,,
943,203030650093,Panel A,1,20303065,Yes,0,0,0,0,0
945,203030650094,Panel A,1,20303065,No,,,,,
955,203030650110,Panel A,1,20303065,Yes,0,0,0,0,0
953,203030650116,Panel A,1,20303065,No,,,,,
957,203030650121,Panel A,1,20303065,No,,,,,
896,203053010006,Panel B,1,20305301,No,,,,,
894,203053010012,Panel B,1,20305301,No,,,,,
920,203053010018,Panel B,1,20305301,Yes,0,0,0,0,0
922,203053010025,Panel B,1,20305301,No,,,,,
918,203053010031,Panel B,1,20305301,Yes,0,0,0,0,0
916,203053010037,Panel B,1,20305301,No,,,,,
900,203053010049,Panel B,1,20305301,No,,,,,
906,203053010062,Panel B,1,20305301,Yes,0,900,0,0,0
908,203053010068,Panel B,1,20305301,Yes,18000,0,1350,0,1000
924,203053010080,Panel B,1,20305301,Yes,0,0,0,0,0
898,203053010086,Panel B,1,20305301,Yes,0,0,0,0,0
910,203053010093,Panel B,1,20305301,Yes,0,0,0,0,0
914,203053010105,Panel B,1,20305301,Yes,0,0,0,0,0
904,203053010111,Panel B,1,20305301,No,,,,,
902,203053010117,Panel B,1,20305301,No,,,,,
912,203053010130,Panel B,1,20305301,No,,,,,
926,203065570007,Panel B,1,20306557,No,,,,,
934,203065570030,Panel B,1,20306557,Yes,0,0,0,0,0
930,203065570076,Panel B,1,20306557,No,,,,,
942,203065570099,Panel B,1,20306557,No,,,,,
956,203065570122,Panel B,1,20306557,Yes,0,0,0,0,0
932,203065570167,Panel B,1,20306557,Yes,0,0,0,0,0
952,203065570190,Panel B,1,20306557,Yes,0,0,0,0,0
954,203065570213,Panel B,1,20306557,Yes,0,0,0,0,0
950,203065570259,Panel B,1,20306557,No,,,,,
940,203065570282,Panel B,1,20306557,Yes,0,0,0,0,0
944,203065570305,Panel B,1,20306557,Yes,6000,0,0,0,0
946,203065570350,Panel B,1,20306557,Yes,0,0,0,0,0
948,203065570373,Panel B,1,20306557,No,,,,,
938,203065570396,Panel B,1,20306557,Yes,0,0,0,0,0
928,203065570442,Panel B,1,20306557,No,,,,,
936,203065570465,Panel B,1,20306557,No,,,,,
958,204021980014,Panel B,1,20402198,No,,,,,
988,204021980022,Panel B,1,20402198,No,,,,,
966,204021980031,Panel B,1,20402198,Yes,0,0,0,0,0
976,204021980039,Panel B,1,20402198,No,,,,,
972,204021980056,Panel B,1,20402198,Yes,0,0,0,0,0
980,204021980064,Panel B,1,20402198,No,,,,,
970,204021980072,Panel B,1,20402198,Yes,0,0,0,0,0
964,204021980081,Panel B,1,20402198,Yes,0,0,0,0,0
978,204021980097,Panel B,1,20402198,Yes,0,0,0,0,0
986,204021980106,Panel B,1,20402198,Yes,0,0,0,0,0
968,204021980114,Panel B,1,20402198,No,,,,,
962,204021980122,Panel B,1,20402198,No,,,,,
960,204021980139,Panel B,1,20402198,No,,,,,
982,204021980147,Panel B,1,20402198,Yes,0,15000,0,0,0
974,204021980156,Panel B,1,20402198,Yes,0,750,0,0,0
984,204021980172,Panel B,1,20402198,Yes,0,0,0,0,0
989,204040320025,Panel A,1,20404032,Yes,0,0,0,0,0
971,204040320028,Panel A,1,20404032,Yes,0,0,0,0,0
981,204040320036,Panel A,1,20404032,Yes,0,0,0,0,0
975,204040320057,Panel A,1,20404032,Yes,0,0,0,0,0
985,204040320063,Panel A,1,20404032,Yes,0,0,0,0,0
973,204040320072,Panel A,1,20404032,No,,,,,
977,204040320075,Panel A,1,20404032,No,,,,,
963,204040320083,Panel A,1,20404032,Yes,0,0,0,0,0
987,204040320096,Panel A,1,20404032,Yes,0,1000,0,0,0
969,204040320107,Panel A,1,20404032,Yes,0,0,0,0,0
961,204040320114,Panel A,1,20404032,No,,,,,
991,204040320149,Panel A,1,20404032,Yes,0,600,0,0,0
967,204040320160,Panel A,1,20404032,Yes,0,0,0,0,0
979,204040320166,Panel A,1,20404032,Yes,0,0,0,0,0
965,204040320180,Panel A,1,20404032,Yes,0,0,0,0,0
983,204040320184,Panel A,1,20404032,No,,,,,
1000,204045750001,Panel B,1,20404575,Yes,0,0,0,0,0
1016,204045750014,Panel B,1,20404575,Yes,0,0,0,0,0
1006,204045750042,Panel B,1,20404575,No,,,,,
990,204045750056,Panel B,1,20404575,Yes,0,0,0,0,0
1008,204045750070,Panel B,1,20404575,Yes,0,0,0,0,0
998,204045750098,Panel B,1,20404575,Yes,0,0,0,0,0
1002,204045750111,Panel B,1,20404575,Yes,0,0,0,0,0
1004,204045750125,Panel B,1,20404575,Yes,0,0,0,0,0
994,204045750153,Panel B,1,20404575,Yes,0,0,0,0,0
1020,204045750167,Panel B,1,20404575,Yes,0,0,0,0,0
1010,204045750181,Panel B,1,20404575,Yes,0,0,0,0,0
996,204045750208,Panel B,1,20404575,No,,,,,
1018,204045750222,Panel B,1,20404575,Yes,0,200,0,0,0
992,204045750236,Panel B,1,20404575,Yes,0,0,0,0,0
1014,204045750264,Panel B,1,20404575,Yes,0,0,0,0,0
1012,204045750278,Panel B,1,20404575,Yes,0,5000,0,0,0
1021,204053660025,Panel A,1,20405366,Yes,0,0,0,0,0
1001,204053660046,Panel A,1,20405366,Yes,0,0,0,0,0
1009,204053660072,Panel A,1,20405366,Yes,0,0,0,0,0
1011,204053660073,Panel A,1,20405366,Yes,0,0,0,0,0
1017,204053660075,Panel A,1,20405366,Yes,0,0,0,0,0
1003,204053660091,Panel A,1,20405366,Yes,0,0,0,0,0
1023,204053660100,Panel A,1,20405366,No,,,,,
1013,204053660101,Panel A,1,20405366,Yes,0,0,0,0,0
1007,204053660140,Panel A,1,20405366,Yes,0,0,0,0,0
993,204053660142,Panel A,1,20405366,No,,,,,
1005,204053660162,Panel A,1,20405366,Yes,0,0,0,0,0
997,204053660205,Panel A,1,20405366,Yes,0,0,0,0,0
995,204053660211,Panel A,1,20405366,Yes,0,0,0,0,0
1019,204053660216,Panel A,1,20405366,Yes,0,0,0,0,0
1015,204053660263,Panel A,1,20405366,Yes,0,0,0,0,0
999,204053660304,Panel A,1,20405366,Yes,0,0,0,0,0
1042,204073980001,Panel B,1,20407398,Yes,0,0,0,0,0
1048,204073980014,Panel B,1,20407398,No,,,,,
1050,204073980029,Panel B,1,20407398,Yes,0,0,0,0,0
1052,204073980058,Panel B,1,20407398,Yes,0,0,0,0,0
1032,204073980072,Panel B,1,20407398,Yes,0,0,0,0,0
1024,204073980086,Panel B,1,20407398,No,,,,,
1040,204073980114,Panel B,1,20407398,Yes,0,0,0,0,0
1036,204073980128,Panel B,1,20407398,Yes,0,8000,500,0,0
1038,204073980148,Panel B,1,20407398,No,,,,,
1022,204073980171,Panel B,1,20407398,No,,,,,
1046,204073980185,Panel B,1,20407398,Yes,0,0,0,0,0
1034,204073980199,Panel B,1,20407398,No,,,,,
1028,204073980227,Panel B,1,20407398,No,,,,,
1026,204073980241,Panel B,1,20407398,Yes,0,0,0,0,0
1044,204073980256,Panel B,1,20407398,Yes,0,0,0,0,0
1030,204073980284,Panel B,1,20407398,No,,,,,
1031,204074810007,Panel A,1,20407481,Yes,0,0,0,0,0
1051,204074810010,Panel A,1,20407481,Yes,0,0,0,0,0
1035,204074810042,Panel A,1,20407481,Yes,0,0,0,0,0
1045,204074810055,Panel A,1,20407481,Yes,0,0,150,0,0
1055,204074810059,Panel A,1,20407481,No,,,,,
1033,204074810060,Panel A,1,20407481,Yes,0,0,0,0,0
1047,204074810065,Panel A,1,20407481,Yes,15000,3000,0,0,0
1049,204074810080,Panel A,1,20407481,Yes,0,0,0,0,0
1053,204074810082,Panel A,1,20407481,No,,,,,
1027,204074810083,Panel A,1,20407481,Yes,0,0,0,0,0
1039,204074810085,Panel A,1,20407481,No,,,,,
1029,204074810097,Panel A,1,20407481,Yes,0,0,0,0,0
