HHID,case_id,qx_type,visit,ea_id,hh_x01,hh_x02,hh_x03,hh_x04,hh_x05,hh_x06,hh_x07,hh_x08,hh_x09,hh_x10,hh_x11,hh_x12,hh_x13,hh_x14,hh_x15,hh_x16
813,201126610116,Panel A,1,20112661,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
825,201126610117,Panel A,1,20112661,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
861,201131120001,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
833,201131120024,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
843,201131120026,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
841,201131120029,Panel A,1,20113112,Yes,,,,,,,,,No,No,No,No,No,No,No
863,201131120034,Panel A,1,20113112,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
855,201131120044,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
851,201131120047,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
839,201131120061,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
837,201131120068,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
859,201131120071,Panel A,1,20113112,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
857,201131120075,Panel A,1,20113112,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
853,201131120081,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
849,201131120092,Panel A,1,20113112,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
835,201131120102,Panel A,1,20113112,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
845,201131120106,Panel A,1,20113112,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
847,201131120126,Panel A,1,20113112,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
834,201154340005,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
858,201154340012,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
838,201154340018,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
846,201154340031,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
840,201154340038,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
830,201154340044,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
844,201154340058,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
860,201154340064,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
850,201154340071,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
856,201154340084,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No
842,201154340090,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
848,201154340097,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
832,201154340110,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
852,201154340116,Panel B,2,20115434,Yes,,,,,,,,,No,Yes,Yes,No,No,No,No
836,201154340123,Panel B,2,20115434,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
854,201154340136,Panel B,2,20115434,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
872,202052070003,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
866,202052070009,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
892,202052070015,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
880,202052070021,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
882,202052070028,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
888,202052070034,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
874,202052070040,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
886,202052070053,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
876,202052070059,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
870,202052070065,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
884,202052070084,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
862,202052070090,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
864,202052070103,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
890,202052070109,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
868,202052070115,Panel B,2,20205207,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
878,202052070127,Panel B,2,20205207,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
889,202063620005,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
877,202063620025,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
871,202063620035,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
891,202063620047,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
865,202063620055,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
879,202063620077,Panel A,1,20206362,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
881,202063620123,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
883,202063620130,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
893,202063620143,Panel A,1,20206362,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
895,202063620150,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
887,202063620156,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
873,202063620179,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
869,202063620195,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
867,202063620232,Panel A,1,20206362,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
875,202063620243,Panel A,1,20206362,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
885,202063620271,Panel A,1,20206362,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
913,203025390008,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
917,203025390016,Panel A,1,20302539,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
905,203025390038,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
925,203025390047,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
911,203025390067,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
923,203025390077,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
927,203025390081,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
907,203025390087,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
915,203025390104,Panel A,1,20302539,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
919,203025390115,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
903,203025390120,Panel A,1,20302539,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
909,203025390137,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
899,203025390148,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
921,203025390169,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
897,203025390177,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
901,203025390196,Panel A,1,20302539,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
931,203030650008,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
959,203030650012,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
941,203030650013,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
937,203030650026,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
947,203030650031,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
929,203030650039,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
935,203030650044,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
949,203030650050,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
933,203030650058,Panel A,1,20303065,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
939,203030650069,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
951,203030650087,Panel A,1,20303065,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
943,203030650093,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
945,203030650094,Panel A,1,20303065,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
955,203030650110,Panel A,1,20303065,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
953,203030650116,Panel A,1,20303065,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
957,203030650121,Panel A,1,20303065,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
896,203053010006,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
894,203053010012,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
920,203053010018,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
922,203053010025,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
918,203053010031,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
916,203053010037,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,Yes,Yes,No
900,203053010049,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
906,203053010062,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
908,203053010068,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
924,203053010080,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
898,203053010086,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
910,203053010093,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
914,203053010105,Panel B,2,20305301,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
904,203053010111,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
902,203053010117,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
912,203053010130,Panel B,2,20305301,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
926,203065570007,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
934,203065570030,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
930,203065570076,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
942,203065570099,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
956,203065570122,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
932,203065570167,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
952,203065570190,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
954,203065570213,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
950,203065570259,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
940,203065570282,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
944,203065570305,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
946,203065570350,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
948,203065570373,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
938,203065570396,Panel B,2,20306557,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
928,203065570442,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
936,203065570465,Panel B,2,20306557,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
958,204021980014,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
988,204021980022,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
966,204021980031,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
976,204021980039,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
972,204021980056,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
980,204021980064,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
970,204021980072,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
964,204021980081,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
978,204021980097,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
986,204021980106,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
968,204021980114,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
962,204021980122,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
960,204021980139,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
982,204021980147,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
974,204021980156,Panel B,2,20402198,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
984,204021980172,Panel B,2,20402198,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
989,204040320025,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
971,204040320028,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
981,204040320036,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
975,204040320057,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
985,204040320063,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
973,204040320072,Panel A,1,20404032,Yes,,,,,,,,,Yes,No,Yes,No,No,No,Yes
977,204040320075,Panel A,1,20404032,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
963,204040320083,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
987,204040320096,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
969,204040320107,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
961,204040320114,Panel A,1,20404032,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
991,204040320149,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
967,204040320160,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
979,204040320166,Panel A,1,20404032,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
965,204040320180,Panel A,1,20404032,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
983,204040320184,Panel A,1,20404032,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1000,204045750001,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1016,204045750014,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1006,204045750042,Panel B,2,20404575,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
990,204045750056,Panel B,2,20404575,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1008,204045750070,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
998,204045750098,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1002,204045750111,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1004,204045750125,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
994,204045750153,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1020,204045750167,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1010,204045750181,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
996,204045750208,Panel B,2,20404575,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1018,204045750222,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
992,204045750236,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1014,204045750264,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1012,204045750278,Panel B,2,20404575,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1021,204053660025,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1001,204053660046,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1009,204053660072,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No
1011,204053660073,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1017,204053660075,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1003,204053660091,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1023,204053660100,Panel A,1,20405366,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1013,204053660101,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1007,204053660140,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
993,204053660142,Panel A,1,20405366,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1005,204053660162,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
997,204053660205,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
995,204053660211,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1019,204053660216,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1015,204053660263,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
999,204053660304,Panel A,1,20405366,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1042,204073980001,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1048,204073980014,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,Yes,No,Yes,No
1050,204073980029,Panel B,2,20407398,Yes,,,,,,,,,Yes,No,Yes,No,Yes,No,No
1052,204073980058,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1032,204073980072,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1024,204073980086,Panel B,2,20407398,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1040,204073980114,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1036,204073980128,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1038,204073980148,Panel B,2,20407398,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1022,204073980171,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1046,204073980185,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1034,204073980199,Panel B,2,20407398,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1028,204073980227,Panel B,2,20407398,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1026,204073980241,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1044,204073980256,Panel B,2,20407398,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1030,204073980284,Panel B,2,20407398,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1031,204074810007,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1051,204074810010,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1035,204074810042,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,No
1045,204074810055,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1055,204074810059,Panel A,1,20407481,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1033,204074810060,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1047,204074810065,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1049,204074810080,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1053,204074810082,Panel A,1,20407481,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1027,204074810083,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1039,204074810085,Panel A,1,20407481,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1029,204074810097,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1043,204074810099,Panel A,1,20407481,Yes,,,,,,,,,No,No,No,No,No,No,No
1041,204074810106,Panel A,1,20407481,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1025,204074810117,Panel A,1,20407481,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1037,204074810130,Panel A,1,20407481,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1074,205070890007,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1068,205070890020,Panel B,2,20507089,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1082,205070890033,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1080,205070890045,Panel B,2,20507089,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1084,205070890051,Panel B,2,20507089,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1056,205070890053,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1062,205070890072,Panel B,2,20507089,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1054,205070890083,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1072,205070890098,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1070,205070890124,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1078,205070890190,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1058,205070890201,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1066,205070890216,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1060,205070890229,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1076,205070890243,Panel B,2,20507089,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1064,205070890256,Panel B,2,20507089,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1075,205074590013,Panel A,1,20507459,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1069,205074590019,Panel A,1,20507459,Yes,,,,,,,,,Yes,No,Yes,Yes,No,Yes,No
1077,205074590034,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1073,205074590035,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1061,205074590037,Panel A,1,20507459,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1063,205074590038,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1087,205074590040,Panel A,1,20507459,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1079,205074590043,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1059,205074590056,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1081,205074590101,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1085,205074590102,Panel A,1,20507459,Yes,,,,,,,,,No,No,No,No,No,No,No
1083,205074590174,Panel A,1,20507459,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1071,205074590175,Panel A,1,20507459,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1057,205074590179,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1067,205074590192,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1065,205074590199,Panel A,1,20507459,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1089,205083490004,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1107,205083490010,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes
1109,205083490011,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1099,205083490014,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1093,205083490015,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1097,205083490030,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1111,205083490055,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1101,205083490065,Panel A,1,20508349,Yes,,,,,,,,,No,No,No,No,No,No,No
1103,205083490066,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1117,205083490076,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1095,205083490080,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1113,205083490092,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1115,205083490101,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1119,205083490116,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1105,205083490120,Panel A,1,20508349,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
1091,205083490121,Panel A,1,20508349,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes
1123,206011410001,Panel A,1,20601141,Yes,,,,,,,,,Yes,Yes,Yes,No,No,No,No
1135,206011410004,Panel A,1,20601141,Yes,,,,,,,,,Yes,No,Yes,No,No,No,No
