ea_id,com_cf01,com_cf02,com_cf03,com_cf03_1,com_cf03_2,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf17a,com_cf17b,com_cf17c,com_cf18a,com_cf18b,com_cf19a,com_cf19b,com_cf20a,com_cf20b,com_cf22,com_cf23,com_cf24,com_cf25,com_cf26,com_cf27
10620230,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1500,SQ METER,1200,SQ METER,2,acre,0,0,5,0,10,30
10731231,yes,2ND HALF DEC,2ND HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,0,no,no,no,no,1.5,acre,1,acre,7,acre,14,1,0,0,51,0
10732232,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10732233,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733234,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10733235,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734236,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734237,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735240,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10735241,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736242,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736243,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736244,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736245,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737246,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738247,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10739248,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10741249,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10743250,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744251,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
10744252,yes,1ST HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,no,no,no,no,.5,acre,.25,acre,.25,acre,0,0,0,0,0,50
10744253,yes,1ST HALF DEC,2ND HALF APR,none,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,no,8,km,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,0,0,0,0,0,50
10746254,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101255,yes,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,yes,125,0,0,no,no,no,no,10,acre,1,acre,16,acre,0,1,72,50,46,100
20101256,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,no,no,no,5,acre,2,acre,15,acre,30,10,0,20,400,420
20102257,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,yes,17,0,0,no,no,no,no,5,acre,3,acre,10,acre,121,100,50,50,150,150
20103258,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,no,no,no,3,acre,1,acre,7,acre,0,0,0,0,53,712
20105259,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,3,acre,1,acre,4,acre,15,0,10,15,300,100
20105260,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,12,km,no,,0,0,no,no,no,no,3,acre,1,acre,6,acre,0,0,0,0,500,650
20106261,yes,2ND HALF DEC,1ST HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,7,km,no,,0,0,no,no,no,no,5,acre,2,acre,7,acre,0,0,0,0,4,200
20107262,yes,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,no,no,no,5,acre,2,acre,20,acre,0,0,0,0,0,2500
20107263,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,7,km,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,0,0,0,10,110,380
20108264,yes,2ND HALF NOV,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,no,no,no,5,acre,2,acre,10,acre,0,0,0,0,600,650
20109265,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,4,0,10,6,25,90
20110266,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,no,no,no,3,acre,2,acre,5,acre,0,0,0,0,0,300
20110267,yes,1ST HALF DEC,2ND HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,5,acre,1,acre,15,acre,25,0,0,35,25,100
20110268,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,20,km,no,,0,0,no,no,no,no,5,acre,3,acre,10,acre,0,25,25,10,50,268
20111269,yes,1ST HALF DEC,2ND HALF MAR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,15,acre,1,acre,18,acre,0,0,15,0,0,60
20111270,yes,1ST HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,9,km,no,,0,0,no,no,no,no,3,acre,1,acre,15,acre,0,0,0,0,0,1007
20111271,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,20,km,yes,12,0,0,no,no,no,no,3,acre,2,acre,6,acre,5,0,250,106,100,500
20112272,yes,1ST HALF DEC,1ST HALF MAY,all,"ANIMALSGRAZEFREELY, NO FENCING",no,45,km,no,,0,0,no,no,no,no,3,acre,1,acre,5,acre,0,0,0,0,150,300
20112273,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,yes,25,0,0,yes,no,no,no,3,acre,1,acre,7,acre,150,10,100,50,400,400
20112274,yes,2ND HALF DEC,1ST HALF JUN,all,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,6,0,0,0,0,200
20113275,yes,2ND HALF DEC,1ST HALF MAY,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,40,km,no,,0,0,no,no,no,no,5,acre,1,acre,9,acre,0,0,14,0,0,250
20113276,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,25,km,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,0,100,50,50,150
20120277,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,3,acre,1,acre,8,acre,0,0,0,0,0,300
20120278,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,4,acre,1,acre,6,acre,0,0,0,0,2500,3000
20201279,yes,2ND HALF NOV,1ST HALF MAR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,18,km,no,,20,20,no,no,no,no,2,acre,1,acre,4,acre,0,50,0,0,7,600
20201280,yes,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,12,12,no,no,no,no,1,acre,.5,acre,5,acre,0,2000,500,0,0,200
20201281,no,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201282,yes,2ND HALF DEC,2ND HALF APR,<=3/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,10,km,no,,0,0,no,no,no,no,1,acre,.5,acre,1,acre,5,0,5,0,3000,3000
20201283,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,1,no,no,no,no,2,acre,1,acre,3,acre,400,0,0,0,1000,0
20201284,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,no,no,no,1.5,acre,.5,acre,1.5,hectare,0,0,3,0,7,5
20201285,yes,2ND HALF DEC,1ST HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",yes,,,no,,9,9,no,no,no,no,2,acre,1,acre,4,acre,20,7000,10,0,100,3500
20202286,yes,1ST HALF DEC,2ND HALF MAR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,30,0,0,no,no,no,no,1,acre,.25,acre,3,acre,100,100,85,0,2500,2000
20203287,yes,1ST HALF DEC,1ST HALF APR,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,7,7,no,no,no,no,1,acre,1,acre,2,acre,10,6000,10,0,10,5000
20203288,yes,1ST HALF DEC,1ST HALF MAY,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,5,km,no,,0,0,no,no,no,no,1.5,acre,.25,acre,3,acre,50,0,0,0,600,0
20203289,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,160,0,0,no,no,yes,no,3,acre,1,acre,10,acre,250,150,50,0,200,70
20203290,yes,2ND HALF NOV,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,1,1,no,no,yes,yes,1,acre,.25,acre,2,acre,1500,0,1500,0,3500,2500
20203291,yes,1ST HALF DEC,2ND HALF APR,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,5,km,no,,0,0,no,no,no,yes,2,acre,1,acre,0,acre,550,0,0,0,500,0
20204293,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,1,acre,1,acre,15,10,5,0,15,10
20205294,yes,2ND HALF NOV,1ST HALF MAR,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),yes,,,no,,1,1,no,no,no,no,.5,acre,.25,acre,1,acre,60,10,15,0,3000,1550
20205295,yes,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,1,acre,4,acre,100,15,10,0,20,10
20205296,yes,1ST HALF DEC,1ST HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,12,km,no,,0,0,no,no,no,no,1,acre,.5,acre,1.5,acre,10,0,0,0,1500,0
20205297,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,2,no,no,no,no,1,acre,-5,acre,2,acre,250,0,0,0,500,0
20205298,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,.25,acre,5,acre,100,4,50,0,1550,0
20206299,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,4,km,yes,26,1,1,no,no,no,no,2,acre,1,acre,3,acre,190,20,150,0,15,150
20206300,yes,1ST HALF DEC,2ND HALF MAY,none,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,6,km,no,,0,0,no,no,no,no,3,acre,1,acre,10,acre,50,20,200,0,30,300
20220301,yes,1ST HALF DEC,2ND HALF MAR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,4,4,no,yes,yes,yes,2,acre,1,acre,3,acre,75,500,15,0,9000,150
20220302,yes,1ST HALF NOV,1ST HALF MAR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,1,acre,.25,acre,3,acre,1,0,50,0,25,0
20301303,yes,2ND HALF DEC,1ST HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,yes,1,acre,.25,acre,1.5,acre,275,0,550,0,550,0
20301304,yes,1ST HALF DEC,2ND HALF MAY,all,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,16,km,yes,45,0,0,no,no,no,no,2,acre,1,acre,3,acre,0,0,370,0,35,0
20302305,yes,2ND HALF DEC,1ST HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,80,km,no,,0,0,no,no,no,no,2,acre,.5,acre,7,acre,5,0,300,0,270,0
20302306,yes,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,yes,yes,no,no,1,acre,1,acre,3,acre,200,0,700,100,200,0
20303307,yes,2ND HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,7,km,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,0,0,0,0,11
20303308,yes,2ND HALF NOV,2ND HALF MAY,all,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,3,acre,1,acre,10,acre,0,0,30,0,0,5
20303309,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,yes,no,no,no,2,hectare,1,acre,4,hectare,0,0,1000,0,700,0
20304310,yes,2ND HALF DEC,2ND HALF MAR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,3,3,no,no,no,no,2,acre,.5,acre,4,acre,1,0,300,100,50,100
20304311,yes,2ND HALF DEC,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,.5,acre,2,acre,200,0,600,0,800,0
20304313,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,no,,3,3,no,no,no,no,2,acre,1,acre,4,acre,0,0,0,0,0,0
20304314,yes,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,1,acre,2,acre,100,50,2500,0,400,0
20304315,yes,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,4,km,yes,50,0,0,no,no,no,no,1,acre,.5,acre,3,acre,10,0,750,0,800,0
20305316,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,3,5,no,no,no,yes,5,acre,2,acre,10,acre,100,0,1500,0,23000,0
20305317,yes,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,4,km,no,,5,5,no,no,no,yes,1,acre,.5,acre,4,acre,0,0,300,0,250,4
20305318,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,3,4,yes,yes,yes,yes,3,acre,1,acre,6,acre,300,4,700,0,700,900
20305319,yes,2ND HALF DEC,2ND HALF MAY,all,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,4,acre,2,acre,14,acre,0,0,0,0,0,70
20305320,yes,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,no,no,3,acre,1,acre,7,acre,0,0,0,0,700,0
20305321,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,.5,acre,5,acre,100,0,4000,0,2500,0
20306322,yes,2ND HALF NOV,2ND HALF JUN,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,22,acre,51,0,0,56,0,468
20306323,yes,2ND HALF NOV,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,15,0,330,0,300,50
20306324,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,5,acre,4,acre,0,0,0,0,0,56
20306325,yes,1ST HALF JAN,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,no,,0,0,no,no,no,no,2,acre,1,acre,7,acre,0,0,0,0,0,40
20320326,yes,1ST HALF DEC,2ND HALF APR,all,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,15,15,no,no,no,no,1,acre,1,acre,1,acre,10,0,3500,0,5,3500
20401327,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,0,0,0,0,100,100
20401328,yes,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,15,km,no,,1,1,no,no,no,no,1,acre,3,acre,3,acre,0,0,0,56,201,315
20401329,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,3,acre,1,acre,10,acre,50,25,10,0,150,450
20402330,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,15,400,350,350,400,250
20402331,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,15,km,no,,0,0,no,no,no,no,4,acre,2,acre,10,acre,0,0,0,0,300,700
20402332,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,0,0,0,0,200,302
20402333,yes,1ST HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,17,km,no,,0,0,no,no,no,no,1,acre,.5,acre,3,acre,0,0,0,0,0,150
20402334,yes,2ND HALF DEC,2ND HALF MAY,<=3/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,no,2,km,no,,0,0,no,no,no,no,2,acre,1,acre,4,acre,0,20,10,0,0,100
20403335,yes,2ND HALF NOV,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",no,11,km,no,,0,0,no,no,no,no,5,acre,2,acre,8,acre,0,0,0,0,100,100
20403336,yes,2ND HALF NOV,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,20,km,no,,0,0,no,no,no,no,3,acre,2,acre,4,acre,0,0,50,10,400,566
20403337,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,3,km,no,,0,0,no,no,no,no,5,acre,2,acre,8,acre,400,300,12,0,450,500
20403338,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,4,km,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,150,150,50,25,250,300
20404339,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,3,acre,0,0,0,0,10,100
20404340,yes,2ND HALF DEC,1ST HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,no,no,no,no,1,acre,5,acre,2,acre,25,25,0,15,394,394
20404341,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",yes,,,no,,0,0,no,no,no,no,4,acre,1,acre,10,acre,200,200,25,10,360,250
20404342,yes,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,yes,40,0,0,no,no,no,no,1,acre,2,acre,3,acre,28,50,7,0,0,15
20405343,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,6,km,no,,0,0,no,no,no,no,3,acre,1,acre,7,acre,20,0,50,25,50,250
20405344,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,no,no,no,no,1,acre,2,acre,4,acre,0,0,200,10,250,400
20405345,yes,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,2,acre,.5,acre,4,acre,14,0,0,0,0,57
20406346,yes,2ND HALF DEC,2ND HALF MAY,<=1/2,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",no,7,km,no,,0,0,no,no,no,no,1,acre,3,acre,5,acre,50,10,30,250,250,150
20406347,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,20,km,no,,0,0,no,no,no,no,5,acre,1,acre,7,acre,0,0,400,250,150,350
20406348,yes,2ND HALF NOV,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,0,no,no,no,no,4,acre,1,acre,8,acre,25,0,250,350,350,500
20407349,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,no,no,no,no,5,acre,1,acre,8,acre,20,20,10,0,100,550
20421350,yes,1ST HALF DEC,1ST HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",no,3,km,no,,0,0,no,no,no,no,2,acre,0,acre,1,acre,0,10,450,320,450,450
20501351,yes,2ND HALF DEC,2ND HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,60,0,0,no,yes,yes,no,2500,SQ METER,1250,SQ METER,2,acre,25,0,39,0,9,40
20501352,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,no,2.5,acre,.5,acre,5,acre,0,0,250,0,117,230
20501353,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",yes,,,yes,62,0,0,no,no,no,no,1,acre,2500,SQ METER,2,acre,20,5,8,0,50,35
20502354,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,9,km,yes,300,0,0,no,no,no,no,10,acre,5,acre,20,acre,450,450,140,0,700,800
20502355,yes,2ND HALF DEC,2ND HALF APR,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),yes,,,no,,0,0,no,no,no,no,2,acre,1,acre,5,acre,0,0,20,0,200,200
20502356,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",no,3,acre,1.5,acre,10,hectare,50,25,300,0,62,340
20502357,yes,2ND HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,19,km,no,,0,0,no,no,no,no,2,acre,1,SQ METER,4,acre,0,0,0,0,15,52
20503358,yes,1ST HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,15,km,no,,0,0,yes,yes,no,"YES,BUT NOT IF HH IS IN NEED",1,acre,.5,acre,3,hectare,0,0,0,0,5,0
20504359,yes,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",yes,,,yes,63,0,0,no,yes,yes,no,2,acre,1,acre,5,acre,244,55,60,0,35,260
20504360,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,13,km,no,,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",no,2,acre,1,acre,17,hectare,30,5,170,0,27,175
20505361,yes,2ND HALF DEC,2ND HALF APR,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,no,no,1,acre,2500,SQ METER,2,acre,40,45,20,0,40,25
20505362,yes,1ST HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,no,yes,no,1,acre,.5,acre,2,hectare,120,20,530,0,280,580
20505363,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,10,km,no,,0,0,no,yes,no,no,1,acre,1,acre,2,acre,0,0,0,0,500,200
20506364,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,2,km,no,,0,0,no,yes,yes,no,1,acre,.5,acre,4,acre,0,0,25,0,0,45
20507365,yes,2ND HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,5,5,no,yes,yes,yes,3,acre,1,acre,10,acre,200,50,500,0,1000,0
20507366,yes,2ND HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,80,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",no,3,acre,1,acre,5,acre,0,0,300,0,50,400
20507367,yes,2ND HALF DEC,1ST HALF MAY,all,"ANIMALSGRAZEFREELY, NO FENCING",no,5,km,no,,0,0,no,no,yes,no,2,acre,1,acre,4,acre,1,1,3,0,4,0
20507368,yes,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",no,8,km,no,,0,0,no,no,no,no,3,acre,1.5,acre,10,acre,1,0,0,0,10,150
20507369,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",no,14,km,no,,0,0,no,yes,yes,no,1,acre,2500,SQ METER,2,acre,0,0,0,0,0,0
20508370,yes,2ND HALF DEC,1ST HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,7,km,yes,20,0,0,no,yes,yes,yes,3,hectare,1,acre,6,acre,30,0,210,0,53,210
20509371,yes,2ND HALF DEC,1ST HALF MAY,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),no,9,km,no,,0,0,no,no,no,no,2500,SQ METER,1250,SQ METER,1,acre,0,0,0,0,0,0
20520372,yes,2ND HALF DEC,1ST HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,yes,1000,SQ METER,500,SQ METER,1,acre,2,1,3,0,2,0
20520373,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,no,,0,0,no,yes,yes,yes,2,acre,1,acre,5,acre,0,0,50,0,0,150
20521374,yes,1ST HALF DEC,2ND HALF APR,none,"ANIMALSGRAZEFREELY, NO FENCING",yes,,,yes,88,0,0,no,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",2,acre,.5,acre,4,acre,220,110,130,0,70,120
20601375,yes,1ST HALF DEC,2ND HALF MAY,none,"ANIMALSGRAZEFREELY, NO FENCING",no,40,km,no,,0,0,no,yes,yes,no,2500,SQ METER,1250,SQ METER,2,acre,0,0,2,0,0,300
