ea_id,com_ch0b,com_ch01,com_ch02,com_ch04,com_ch05,com_ch05_oth,com_ch06,com_ch07a,com_ch07b,com_ch07c,com_ch07d,com_ch07e,com_ch07f,com_ch07h,com_ch07i,com_ch07_oth,com_ch09,com_ch09_1a,com_ch09_1b,com_ch09_1c,com_ch09_1_oth,com_ch10,com_ch11,com_ch12,com_ch12_oth,com_ch13a,com_ch13b,com_ch13c,com_ch13_oth,com_ch14,com_ch14_oth,com_ch15
20110267,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
20110268,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20110268,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20110268,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20110268,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,Yes,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,Central Government,,,,0,150000,Voluntary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20110268,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20110268,Bridge: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111269,Primary School: Construction,yes,no,yes,GROUP VILLAGE HEADMAN,,no,Yes,Yes,No,Yes,Yes,Yes,Yes,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111269,Road: Maintenance,yes,no,yes,GROUP VILLAGE HEADMAN,,no,Yes,No,No,Yes,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20111270,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,yes,No,No,No,Yes,Yes,Yes,No,,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111270,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,Yes,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111270,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111270,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,yes,HEALTH COMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111270,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,no,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111270,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111270,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111271,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,ngo,,,,150000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20111271,Primary School: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20111271,Road: Construction,yes,yes,no,,,,Yes,No,No,No,Yes,Yes,No,0,,Not Addressed; Attempts Failed,,,,,,,,,No,No,No,,,,
20112272,Bridge: Construction,yes,yes,no,,,,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112272,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112272,Secondary School: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112272,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112272,Orphanage: Construction/ Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,District/CityAssembly,,,,1000000,0,,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20112272,Primary School: Construction,no,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,Yes,Yes,No,No,0,,To be Addressed; Response Positive,Community Fundraising,,,,0,150000,Compulsary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20112272,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112273,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112273,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112273,Bridge: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112273,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112273,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112273,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,no,,,,No,No,No,No,No,Yes,Yes,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Road: Maintenance,yes,yes,no,,,,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Bridge: Maintenance,yes,yes,no,,,,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Primary School: Maintenance/Improvement,yes,yes,no,,,,No,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,Central Government,District/CityAssembly,,,7000000,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20112274,Bridge: Construction,yes,yes,no,,,,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Health Center/Clinic/Dispensary: Construction,yes,yes,no,,,,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Road: Construction,yes,yes,no,,,,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20112274,Piped Water/Boreholes/Wells: Construction,yes,yes,no,,,,No,No,No,No,No,Yes,Yes,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113275,Primary School: Maintenance/Improvement,yes,no,no,,,,Yes,No,No,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20113275,Primary School: Construction,yes,no,yes,VILLAGE HEADMAN,,yes,Yes,Yes,Yes,No,No,No,Yes,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20113275,Piped Water/Boreholes/Wells: Construction,yes,no,no,,,,Yes,No,No,No,Yes,No,No,,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20113276,Agricultural/Fishery/ Livestock Extension Services,yes,yes,no,,,,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Bridge: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Bridge: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,Community Fundraising,,,,0,20000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20113276,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,District/CityAssembly,Community Fundraising,,,0,55000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20113276,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,HEALTH COMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Secondary School: Construction,yes,yes,no,,,,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20113276,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,yes,HEALTH COMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,Community Fundraising,,,,0,17000,Compulsary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20113276,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,Yes,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20120277,Primary School: Construction,yes,no,yes,VILLAGE HEADMAN,,yes,No,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,20000000,0,,,Yes,No,No,,GROUP VILLAGE HEADMAN,,
20120277,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20120278,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,District/CityAssembly,,,,0,0,,,No,No,No,,GROUP VILLAGE HEADMAN,,
20120278,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,masaf,,,,3000000,0,,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20120278,Primary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,Community Fundraising,,,,1000000,200000,Voluntary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20120278,Bridge: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,Yes,Yes,Yes,No,0,,To be Addressed; Response Positive,District/CityAssembly,,,,1500000,0,,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20201279,Agricultural/Fishery/ Livestock Extension Services,yes,yes,yes,VILLAGE HEADMAN,,yes,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20201279,Primary School: Maintenance/Improvement,yes,no,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,No,No,No,No,1,From Dwangwa sugar coorporation,Addressed/Being Addressed,Community Fundraising,,,,100000,100000,Compulsary,,Yes,No,Yes,GRASS,VILLAGE RESIDENTS,,
20201279,Public Transportation: Initiation/Improvement,yes,yes,yes,VILLAGE HEADMAN,,yes,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20201280,Road: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,No,No,No,,NO PROJECT COMMITTEE,,
20201281,Secondary School: Construction,yes,yes,yes,SCHOOL COMMITTEE,,no,Yes,No,No,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20201282,Bridge: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20201282,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,Yes,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20201283,Bridge: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,No,No,No,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20201283,Primary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,3000000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20201283,Bridge: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,,,,200000,25000,Voluntary,,Yes,No,Yes,FOOD,VILLAGE RESIDENTS,,
20201284,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,Yes,Yes,No,0,,Addressed/Being Addressed,masaf,District/CityAssembly,Central Government,,576000,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20201284,Road: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,Yes,Yes,Yes,0,,Addressed/Being Addressed,masaf,District/CityAssembly,Central Government,,576000,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20201284,Bridge: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,Yes,Yes,Yes,Yes,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20201285,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20201285,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,masaf,District/CityAssembly,,,3931200,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20201285,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,0,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20202286,Road: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,No,No,No,,NO PROJECT COMMITTEE,,
20202286,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,NGO/RELIGIOUSOR INTERNATIONAL ORG,,yes,Yes,No,No,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20203287,Law Enforcement: Initiation/ Improvement,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,20000,10000,Voluntary,,Yes,No,No,,VILLAGE RESIDENTS,,
20203287,Bridge: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,no
20203289,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,3000,3000,Voluntary,,Yes,No,No,,VILLAGE RESIDENTS,,
20203289,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,360000,360000,Voluntary,,Yes,No,No,,VILLAGE ELDERS,,
20203289,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,150000,150000,Voluntary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20203290,Health Center/Clinic/Dispensary: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,,,,170000,50000,Voluntary,,Yes,Yes,Yes,FOOD,VILLAGE ELDERS,,
20203290,Road: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,0,0,,,Yes,No,No,,VILLAGE ELDERS,,
20203291,Road: Maintenance,yes,no,no,,,,Yes,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20203291,Primary School: Maintenance/Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,Yes,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,District/CityAssembly,Central Government,,1500000,850000,Voluntary,,Yes,Yes,Yes,BRICKS,VILLAGE RESIDENTS,,
20204293,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,Yes,Yes,0,,Addressed/Being Addressed,Community Fundraising,ngo,,,175000,175000,Voluntary,,Yes,Yes,No,,VILLAGE HEADMAN,,
20204293,Road: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,masaf,,,,648000,648000,Other (Specify),N.A,Yes,No,No,,VILLAGE HEADMAN,,
20204293,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,150000,150000,Voluntary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20205294,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,3500000,0,,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20205295,Road: Construction,no,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,Yes,Yes,No,0,,Addressed/Being Addressed,District/CityAssembly,,,,3000000,0,,,No,No,No,,NO PROJECT COMMITTEE,,
20205296,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,Community Fundraising,,,3000000,150000,Voluntary,,Yes,Yes,No,,GROUP VILLAGE HEADMAN,,
20205296,Road: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,Yes,Yes,No,,NO PROJECT COMMITTEE,,
20205298,Road: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,masaf,,,360000,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20205298,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,No,No,No,,VILLAGE RESIDENTS,,
20206299,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,No,No,Yes,No,Yes,No,No,0,,Addressed/Being Addressed,District/CityAssembly,masaf,,,450000,0,,,No,No,No,,VILLAGE HEADMAN,,
20206300,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20206300,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,6700,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20220301,Road: Maintenance,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,Yes,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,,,,36000,3500,Voluntary,,Yes,No,No,,VILLAGE RESIDENTS,,
20220301,Secondary School: Maintenance/Improvement,yes,yes,yes,SCHOOL COMMITTEE,,yes,Yes,No,No,No,Yes,No,Yes,0,,Addressed/Being Addressed,ngo,Central Government,,,0,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20220302,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,No,No,No,No,No,No,No,0,,,,,,,,,,,No,No,No,,,,yes
20301303,Road: Maintenance,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,Yes,No,Yes,Yes,No,No,No,0,,Addressed/Being Addressed,masaf,,,,1008000,0,,,Yes,No,No,,VILLAGE RESIDENTS,,
20301304,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,No,No,No,Yes,No,0,,Addressed/Being Addressed,Community Fundraising,,,,15000,15000,Voluntary,,Yes,No,No,,GROUP VILLAGE HEADMAN,,
20302305,Bridge: Construction,yes,yes,yes,mp,,yes,Yes,No,No,No,No,Yes,No,0,,Addressed/Being Addressed,Central Government,,,,8000000,8000000,Voluntary,,No,No,No,,NO PROJECT COMMITTEE,,
20302305,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,ngo,,,,3000000,3000000,Voluntary,,Yes,Yes,Yes,FOOD,VILLAGE RESIDENTS,,
20302305,Road: Maintenance,yes,yes,yes,VILLAGE HEADMAN,,yes,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,COMMUNITY FUNDRAISING,0,0,,,No,No,No,,NO PROJECT COMMITTEE,,
20302306,Piped Water/Boreholes/Wells: Construction,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,5000000,100000,Voluntary,,Yes,Yes,Yes,FOOD,GROUP VILLAGE HEADMAN,,
20303307,Community Based Child Care Center/Nursery: Initiation/ Improvement,yes,yes,no,,,,No,No,No,No,No,No,Yes,0,,Addressed/Being Addressed,ngo,,,,3000000,0,,,No,Yes,No,,VILLAGE HEADMAN,,
20303307,Secondary School: Maintenance/Improvement,yes,yes,no,,,,No,No,No,No,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20303307,Health Center/Clinic/Dispensary: Construction,yes,yes,no,,,,No,No,Yes,No,Yes,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303307,Primary School: Maintenance/Improvement,yes,yes,no,,,,No,No,Yes,No,No,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20303307,Law Enforcement: Initiation/ Improvement,yes,yes,no,,,,No,No,No,No,No,Yes,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20303307,Health Center/Clinic/Dispensary: Maintenance/Improvement,yes,yes,no,,,,No,No,Yes,No,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20303307,Other (Specify),yes,no,no,,,,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303307,Bridge: Construction,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,no,No,No,No,No,No,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303307,Secondary School: Construction,yes,yes,no,,,,No,No,No,No,Yes,No,No,0,,Not Addressed; Response Pending,,,,,,,,,No,No,No,,,,
20303307,Bridge: Maintenance,yes,yes,no,,,,No,No,No,No,No,No,Yes,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303307,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,no,,,,Yes,No,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,22000,22000,Compulsary,,Yes,No,No,,VILLAGE HEADMAN,,
20303307,Primary School: Construction,yes,yes,no,,,,No,No,Yes,No,No,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303307,Road: Construction,yes,yes,no,,,,No,No,No,No,Yes,No,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303307,Road: Maintenance,yes,yes,no,,,,No,No,No,No,Yes,Yes,No,0,,Promised but Not Addressed,,,,,,,,,No,No,No,,,,
20303308,Piped Water/Boreholes/Wells: Maintenance/Improvement,yes,yes,yes,VILLAGE DEVELOPMENTCOMMITTEE,,yes,Yes,Yes,No,No,No,No,No,0,,Addressed/Being Addressed,Community Fundraising,,,,3500,3500,Voluntary,,Yes,Yes,No,,VILLAGE RESIDENTS,,
20303309,Road: Maintenance,yes,yes,yes,GROUP VILLAGE HEADMAN,,yes,Yes,No,Yes,No,No,No,No,0,,Addressed/Being Addressed,Other (Specify),,,COMMUNITY FUNDRAISING,0,0,,,Yes,No,No,,GROUP VILLAGE HEADMAN,,
