case_id,hhid,gardenid,plotid,ag_o01,ag_o01a,ag_o03_2a,ag_o03_2b,ag_o03_2c,ag_o04a,ag_o04b,ag_o04b_oth,ag_o04c,ag_o05e,ag_o05e_oth,ag_o06,ag_o06a,ag_o07
103041550247,452de92377b04b72bacd91221bc3c93b,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.25,acre,,.15,,,9,3,Clear/Sunny
103041550268,62e206e8acfc4fa8bd272e9209053f33,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,,OTHER (SPECIFY),GARDEN IS INACCESSIBLE,,,
103041550289,344bc774d8724a8f91ef51d0f36dcab1,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.47,,,10,3,Clear/Sunny
103041550311,bf04775359ef438c925156e27a25e630,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,.73,,,10,3,Clear/Sunny
103041550332,334ca9c812914080afc3887e19b94ca9,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.27,,,10,3,Clear/Sunny
103041560004,6d75db4c2f9d4aa0ac0a632dfbdc4875,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.25,,,9,3,Clear/Sunny
103041560007,f2c63750aa4641188f7a8dbb05f66221,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.15,,,10,3,Mostly Clear / Mostly Sunny
103041560011,5facd51c70be45edba22c3dc65633cbf,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.14,,,10,3,Mostly Cloudy / Considerable Cloudiness
103041560019,c39a492732f64cf89e437994ee007f20,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.22,,,9,3,Mostly Cloudy / Considerable Cloudiness
103041560022,b230333890834614bf2beae8ef12aeeb,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.24,,,9,3,Mostly Clear / Mostly Sunny
103041560026,69884afd925344eea610df57cc8a9623,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1.5,acre,,1.82,,,9,3,Mostly Cloudy / Considerable Cloudiness
103041560034,70d19ee402b34042b99b8383f38075c4,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.65,,,9,3,Partly Cloudy / Partly Sunny
103041560038,7498527329944c8e95fc4554600b5378,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.45,,,9,3,Mostly Clear / Mostly Sunny
103041560053,b53a4130ed54447aa573b15133a16200,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.96,,,10,3,Partly Cloudy / Partly Sunny
103041560056,e172185605bb4ff982b776488f45d42f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.22,,,10,3,Partly Cloudy / Partly Sunny
103041560063,35634e66b50147e49f60caac1daf5dac,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,50,SQUARE METERS,,.47,,,10,3,Clear/Sunny
103041560067,f27a9860bce9470496a50473f6790603,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,2,acre,,1.79,,,10,3,Clear/Sunny
103041560070,26c9d23e0a8543b88ef85feaa2da0f67,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.17,,,10,3,Clear/Sunny
103051570017,a598c1edf5224cc2a72794d244108916,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.32,,,11,3,Clear/Sunny
103051570017,a598c1edf5224cc2a72794d244108916,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,4,Clear/Sunny
103051570039,727187eb574c40c9aafabba05279cbd9,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.27,,,11,3,Clear/Sunny
103051570039,727187eb574c40c9aafabba05279cbd9,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,4,Clear/Sunny
103051570068,d66a6d0e2673480daf81347fe8e69b35,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.5600000000000001,,,10,3,Mostly Clear / Mostly Sunny
103051570068,d66a6d0e2673480daf81347fe8e69b35,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.46,,,10,3,Mostly Clear / Mostly Sunny
103051570068,d66a6d0e2673480daf81347fe8e69b35,TG03,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,,,,,,,10,3,Mostly Clear / Mostly Sunny
103051570083,9baa8966e0564847a44218a1140abf7b,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.08,,,10,3,Clear/Sunny
103051570083,9baa8966e0564847a44218a1140abf7b,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.45,,,11,5,Clear/Sunny
103051570105,2958e4bd26c547e486c58e212a50956b,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.62,,,9,3,Mostly Cloudy / Considerable Cloudiness
103051570127,88e2f02ee6a6486aa9b2a33f10555e1a,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.75,acre,,1.05,,,9,3,Clear/Sunny
103051570138,ac48e812f92242ada5289e61fb8db362,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.73,,,11,5,Clear/Sunny
103051570138,ac48e812f92242ada5289e61fb8db362,TG02,T04,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,4,Clear/Sunny
103051570138,ac48e812f92242ada5289e61fb8db362,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,4,Clear/Sunny
103051570138,ac48e812f92242ada5289e61fb8db362,TG02,T03,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,4,Clear/Sunny
103051570138,ac48e812f92242ada5289e61fb8db362,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,4,Clear/Sunny
103051570150,32415f91389b45c8820ad85f4087b264,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,1.41,,,9,3,Mostly Cloudy / Considerable Cloudiness
103051570172,473e997d07264ab68935eaa8081fa4df,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.6,,,9,3,Mostly Cloudy / Considerable Cloudiness
103051570194,5d155cdecc1145fda50d56608aef3411,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.15,,,12,3,Partly Cloudy / Partly Sunny
103051570194,5d155cdecc1145fda50d56608aef3411,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,12,4,Mostly Cloudy / Considerable Cloudiness
103051570194,5d155cdecc1145fda50d56608aef3411,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,12,4,Mostly Cloudy / Considerable Cloudiness
103051570216,16d3e28b092446a9b67cf90935d25093,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.87,,,12,3,Mostly Clear / Mostly Sunny
103051570282,26a447cba8cd4bfe9600b9109d673890,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.6,,,10,3,Clear/Sunny
103051570282,26a447cba8cd4bfe9600b9109d673890,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,,,,,,,9,3,Clear/Sunny
103051570304,6f136d31176d4e9bac7fe2a9d41d8d8f,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.9399999999999999,,,9,3,Clear/Sunny
103051570304,6f136d31176d4e9bac7fe2a9d41d8d8f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.66,,,10,3,Clear/Sunny
103051570327,76a15f5cbf344a57b0b4ab3a0746fc8e,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,1,acre,,.52,,,10,3,Clear/Sunny
103051570349,839bbe519f4d4df08e605fdd18fce5a7,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.38,,,10,3,Clear/Sunny
103051570349,839bbe519f4d4df08e605fdd18fce5a7,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.45,,,11,3,Clear/Sunny
103051580014,2b19800b308943a29e69f24c3db13bfd,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.77,,,10,3,Clear/Sunny
103051580029,a47c824d242a4442bf99eab3220b3394,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.59,,,10,3,Clear/Sunny
103051580043,fd5b25042b1e4cc7a6353f6404e44d32,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.84,,,10,3,Clear/Sunny
103051580043,fd5b25042b1e4cc7a6353f6404e44d32,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,.35,,,10,3,Clear/Sunny
103051580043,fd5b25042b1e4cc7a6353f6404e44d32,TG03,T03,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,,,,,,,11,3,Clear/Sunny
103051580075,8532ff72f84e47c69d1a2285dbbbfc4e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.29,,,11,3,Clear/Sunny
103051580075,8532ff72f84e47c69d1a2285dbbbfc4e,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.24,,,11,3,Clear/Sunny
103051580089,132587b98df5437abd2849432f65fdaf,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.17,,,10,3,Clear/Sunny
103051580104,524e5e1613a64298a6f8337b731da874,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,50,SQUARE METERS,,.16,,,11,3,Clear/Sunny
103051580135,7738988d4aa2471891a2a62665291b3d,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.7,,,10,3,Clear/Sunny
103051580149,919217820aa6480c88f9757b7d657957,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.22,,,10,3,Clear/Sunny
103051580149,919217820aa6480c88f9757b7d657957,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,10,3,Clear/Sunny
103051580164,77acd507a5564ab99a7afcab9ec3e834,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
103051580164,77acd507a5564ab99a7afcab9ec3e834,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,,HOUSEHOLD REFUSED,,,,
103051580195,f801edf3632d434bb7dc6c86a8d43fea,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.51,acre,,.51,,,10,3,Clear/Sunny
103051580195,f801edf3632d434bb7dc6c86a8d43fea,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.2,,,10,3,Clear/Sunny
103051580209,a44888b8b71c42d4878ab2c14fd7d6da,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.14,,,10,3,Mostly Cloudy / Considerable Cloudiness
103051580209,a44888b8b71c42d4878ab2c14fd7d6da,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.25,acre,,.1,,,11,3,Mostly Cloudy / Considerable Cloudiness
103051580209,a44888b8b71c42d4878ab2c14fd7d6da,TG03,T03,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,,,,,,,10,3,Clear/Sunny
103051580224,fcf2c19eab4e4a8b91219b687f9be818,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,,,,,,,10,3,Clear/Sunny
103051580253,15d3528a60f549929bcbe78eb3deafc7,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.29,,,9,3,Clear/Sunny
103051580267,517dc95b6974497b99f46185384b4725,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.61,,,9,3,Partly Cloudy / Partly Sunny
103051580282,78b5289f3e9643e687043eba15237d00,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.42,,,9,3,Partly Cloudy / Partly Sunny
103061590009,057021408bb04e70b49ed96838691188,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.52,,,11,4,Clear/Sunny
103061590009,057021408bb04e70b49ed96838691188,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,.47,,,11,4,Clear/Sunny
103061590022,830478a6e22047c6b5f9a4a5115bc71e,RG02,T01,yes,RAINY SEASON GARDENS,RG02,.,.,.5,acre,,.42,,,11,3,Clear/Sunny
103061590022,830478a6e22047c6b5f9a4a5115bc71e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
103061590035,106f1c130af2418d80684005ca591c33,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.19,,,10,4,Clear/Sunny
103061590035,106f1c130af2418d80684005ca591c33,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
103061590048,6aea5ff089044ef3935cbe84eac15ccb,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.23,,,11,4,Clear/Sunny
103061590048,6aea5ff089044ef3935cbe84eac15ccb,TG01,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.23,,,11,4,Clear/Sunny
103061590048,6aea5ff089044ef3935cbe84eac15ccb,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,.65,,,11,3,Clear/Sunny
103061590051,6ea2c105f6b24e96979dd34b16f58dda,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.43,,,11,3,Mostly Clear / Mostly Sunny
103061590073,61bb91404e264119a579d63aed5ba43d,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.23,,,8,4,Partly Cloudy / Partly Sunny
103061590099,fba4b071d6d543e8a2d344018c994d7a,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,2,acre,,2.3,,,9,3,Partly Cloudy / Partly Sunny
103061590112,928d78ca8796469e88a342b23b6940c1,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.29,,,8,3,Clear/Sunny
103061590137,1a0b4255fb604164a8ccd03230e863a4,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.53,,,8,3,Clear/Sunny
103061590137,1a0b4255fb604164a8ccd03230e863a4,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,,,,,,,9,3,Clear/Sunny
103061590150,a729399a66b14db8b8a00c1e2d9148f6,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.31,,,9,3,Clear/Sunny
103061590163,04ffc3ef8f7241dc902a6b98bd4d604d,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.32,,,10,3,Mostly Cloudy / Considerable Cloudiness
103061590176,271e2581def84cdaa95f0a6e7201cb5f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.12,,,10,3,Rainy
103061590189,ca92a5a06c0445699c5caded0c9abaa1,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.42,,,10,3,Mostly Cloudy / Considerable Cloudiness
103061590202,18c5120aba5544858f27cdc7f6d95b15,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.74,,,10,3,Mostly Cloudy / Considerable Cloudiness
103061600022,ab4edd7470cc423a9970bffa5e41fe26,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.3,acre,,.6,,,9,3,Clear/Sunny
103061600033,40c946603a674215878b8d31828dd6c0,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,2,acre,,1,,,10,3,Partly Cloudy / Partly Sunny
103061600045,7ea7ca3a2f884d578f2415202c0d4d1f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.3,,,10,3,Clear/Sunny
103061600056,1859860260824f6689c4bf15a6b2eb6e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.8,,,10,3,Clear/Sunny
103061600067,9dfc1711c50148b1ad6ececa573a9e73,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.37,,,11,3,Mostly Cloudy / Considerable Cloudiness
103061600067,9dfc1711c50148b1ad6ececa573a9e73,TG03,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,.5,acre,,.22,,,11,3,Mostly Cloudy / Considerable Cloudiness
103061600067,9dfc1711c50148b1ad6ececa573a9e73,TG04,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG04,2,acre,,.22,,,11,3,Mostly Clear / Mostly Sunny
103061600078,c26141cbc5174e96904b395bcc54366c,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.33,,,10,3,Mostly Clear / Mostly Sunny
103061600078,c26141cbc5174e96904b395bcc54366c,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.2,,,10,3,Mostly Clear / Mostly Sunny
103061600078,c26141cbc5174e96904b395bcc54366c,TG03,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,1,acre,,.21,,,9,3,Mostly Clear / Mostly Sunny
103061600102,2b78ff3fd7ad4b78b92815190af31297,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.34,,,9,3,Mostly Clear / Mostly Sunny
103061600113,26bd8514324a45bf99fd0337dc7a5c4b,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.72,,,12,4,Clear/Sunny
103061600124,548b8721c5dc4c9c8b9fcedf32a6ba3b,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,2,acre,,.18,,,9,3,Clear/Sunny
103061600169,9e30818cbb844a1eaaecb1a8f763c8f5,TG01,,no,,,,,,,,,,,,,
103061600180,c4f3a71f569c44a1b19069c09762f14e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.96,,,10,3,Mostly Clear / Mostly Sunny
103061600191,b8ee9c8083fe408d87df8d9caf9a35e3,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.4,,,10,3,Partly Cloudy / Partly Sunny
103061600191,b8ee9c8083fe408d87df8d9caf9a35e3,TG03,T03,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,.5,acre,,.5,,,8,3,Partly Cloudy / Partly Sunny
103061600191,b8ee9c8083fe408d87df8d9caf9a35e3,TG03,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG03,.25,acre,,.2,,,8,3,Partly Cloudy / Partly Sunny
103061600202,6feae0b98ff447729ed539e1ec2ba95c,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.5,,,9,3,Mostly Clear / Mostly Sunny
103061600202,6feae0b98ff447729ed539e1ec2ba95c,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.45,,,10,3,Mostly Clear / Mostly Sunny
103071610002,1d62400f2d5b4d87bad4b6b6687f5462,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.11,,,9,3,Clear/Sunny
103071610009,5df9c16f99b5413d854aef3d65e2f90e,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.5,acre,,.57,,,11,3,Clear/Sunny
103071610009,5df9c16f99b5413d854aef3d65e2f90e,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.25,acre,,.28,,,11,3,Clear/Sunny
103071610015,7a6ae563306b4cbdab5e1c00de69dc7a,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.4,acre,,.46,,,11,3,Partly Cloudy / Partly Sunny
103071610015,7a6ae563306b4cbdab5e1c00de69dc7a,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.7,acre,,.54,,,10,3,Partly Cloudy / Partly Sunny
103071610021,147ad8e2752c43dc9ba4728e3e10050f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.24,,,10,3,Partly Cloudy / Partly Sunny
103071610021,147ad8e2752c43dc9ba4728e3e10050f,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,.11,,,12,3,Partly Cloudy / Partly Sunny
103071610027,1dfe07332f63475f9557d4e4018207bc,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.01,,,12,3,Clear/Sunny
103071610034,a85f95e232644a87a0161792b2dccaad,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.46,,,10,3,Partly Cloudy / Partly Sunny
103071610040,4465372f30494d5fbcc4764cd5cab555,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.5600000000000001,,,11,3,Mostly Clear / Mostly Sunny
103071610040,4465372f30494d5fbcc4764cd5cab555,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,.66,,,11,3,Mostly Clear / Mostly Sunny
103071610046,a8ac74cd5fd54244b4d7d073bbce1209,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.26,,,11,3,Partly Cloudy / Partly Sunny
103071610053,d0e24b08e3274e0e98030b040887bf4e,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,.24,,,10,3,Partly Cloudy / Partly Sunny
103071610053,d0e24b08e3274e0e98030b040887bf4e,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.11,,,12,3,Partly Cloudy / Partly Sunny
103071610059,d0646755550d438b95a734a5da03455e,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.97,,,10,3,Clear/Sunny
103071610059,d0646755550d438b95a734a5da03455e,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.25,acre,,.15,,,9,3,Clear/Sunny
103071610065,c51d6b84fd22444bb2716a51728826e9,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.58,,,9,3,Clear/Sunny
103071610065,c51d6b84fd22444bb2716a51728826e9,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,1,acre,,.57,,,9,3,Clear/Sunny
103071610072,edceca1dcfa7421491fa81898b22f51d,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,1.43,,,11,3,Clear/Sunny
103071610072,edceca1dcfa7421491fa81898b22f51d,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.25,acre,,.22,,,11,3,Clear/Sunny
103071610078,ddfdc2c86d884b1f9ec5a6107ac9abcb,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,3,acre,,3.5,,,12,3,Clear/Sunny
103071610091,c47b822e29114bf7a4194dcc024afd84,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.4,,,10,3,Partly Cloudy / Partly Sunny
103071610091,c47b822e29114bf7a4194dcc024afd84,TG02,T02,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.4,,,10,3,Mostly Clear / Mostly Sunny
103071610097,b675787b503e4216877f489f7bb949f4,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,1,acre,,.85,,,11,3,Clear/Sunny
103071610097,b675787b503e4216877f489f7bb949f4,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.33,,,11,3,Clear/Sunny
103081620014,d8b1edfeb6264f65b96d57c6121fc0a1,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.6,,,11,3,Clear/Sunny
103081620028,219b04bf89e54900b3b05477279ba185,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.43,,,11,3,Clear/Sunny
103081620028,219b04bf89e54900b3b05477279ba185,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.22,,,9,3,Clear/Sunny
103081620042,5f4bc82d7ed94bebb62dfe3db9e6afae,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.28,,,10,3,Clear/Sunny
103081620071,4fa10adb07d9477c91e5f286312f697a,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,1,acre,,1.34,,,9,3,Clear/Sunny
103081620071,4fa10adb07d9477c91e5f286312f697a,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,.5,acre,,.31,,,10,3,Clear/Sunny
103081620098,b67cb8fcd273432aaadb42f1b549711a,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.64,,,12,3,Clear/Sunny
103081620127,e8a47dd94eb8405f884217260c58ab30,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.24,,,10,3,Clear/Sunny
103081620141,c427495d7c28406a8b40e5d6893080fb,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,100,SQUARE METERS,,.1,,,10,3,Clear/Sunny
103081620141,c427495d7c28406a8b40e5d6893080fb,TG02,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG02,50,SQUARE METERS,,.07,,,11,4,Clear/Sunny
103081620155,60966ab90cbc4149ae03b2a71f3b819f,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.65,,,9,3,Clear/Sunny
103081620184,f2569170459943dc8867c31b7e1e7974,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.28,,,9,3,Clear/Sunny
103081620198,2ce39e2d4a68423eb6eba403c0f41ff7,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
103081620212,bcc7ea73dd704eb3a3354f964cb1523a,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.25,,,9,3,Clear/Sunny
103081620240,85bedcaa1cb24c5db05b2d700f359bd6,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.25,acre,,.19,,,10,3,Mostly Clear / Mostly Sunny
103081620254,5545c3db14f9461eb9f7eef5c0300aed,RG01,T01,yes,RAINY SEASON GARDENS,RG01,.,.,.25,acre,,.11,,,11,3,Mostly Clear / Mostly Sunny
103081620268,031e4883262d4934bcac67e031770853,TG01,T01,yes,TREE/PERMANENT CROP GARDENS,.,.,TG01,.5,acre,,.33,,,10,3,Mostly Clear / Mostly Sunny
