case_id,hhid,ag_l0c,ag_l0c_oth,ag_l01a,ag_l01b,ag_l01b_oth,ag_l02,ag_l03,ag_l04,ag_l06a,ag_l06b,ag_l07a,ag_l07b,ag_l07b_oth,ag_l08,ag_l08_oth,ag_l09,ag_l10,ag_l11,ag_l12,ag_l13,ag_l14a,ag_l14b,ag_l37,ag_l38a,ag_l38b,ag_l38b_oth,ag_l39a,ag_l39b,ag_l40,ag_l41,ag_l42a,ag_l42b,ag_l42b_oth,ag_l43,ag_l44a,ag_l44b,ag_l44b_oth
204053430289,138216591ed84b369a33b5645e87d9ef,insecticide,,60,liter,,"YES, THE FIGURES MATCHED",no,yes,2,,60,liter,,Own Bicycle or Oxcart,,0,25,"Paid in full, with own-savings",,,,.,no,0,,,4.0,,0,no,0,,,,,,
204053430289,138216591ed84b369a33b5645e87d9ef,fungicide,,60,liter,,"YES, THE FIGURES MATCHED",no,yes,2,,60,liter,,Own Bicycle or Oxcart,,0,25,"Paid in full, with own-savings",,,,.,no,0,,,4.0,,0,no,0,,,,,,
204053430310,3c8c543bd857434694e4dd5f4281dac2,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
204053440062,fe3918086ed542979aab26ced1b56de7,23:21:0+4S/CHITOWE,,1,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,1,kilogram,,5,,0,no,,,,,,,
204053440086,c86561f7d9ea49d084a8219e18d8384f,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
204053440124,f0fc7d6852a9453fa50fc0da26e8c6e3,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
204053440246,3583f66da1fd4c76b3bdf32cf4cc8d45,Organic Fertilizer,,650,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,650,kilogram,
204063460055,f153106e0cd84a8da7cfc6c61c55048e,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
204063460055,f153106e0cd84a8da7cfc6c61c55048e,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,5,kilogram,,On Foot,,0,1650,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
204063460055,f153106e0cd84a8da7cfc6c61c55048e,insecticide,,200,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,200,milliliter,,Own Bicycle or Oxcart,,0,2900,"Paid in full, with own-savings",,,,.,no,,,,-999999999,,,no,,,,,,,
204063480302,bd1e7a8128f34b73a4c2c1178727945c,23:21:0+4S/CHITOWE,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,8,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
204063480302,bd1e7a8128f34b73a4c2c1178727945c,can,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,1,,8,kilogram,,On Foot,,0,4000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
204063480302,bd1e7a8128f34b73a4c2c1178727945c,insecticide,,40,liter,,"YES, THE FIGURES MATCHED",no,yes,1,,250,milliliter,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,0,,,1,,0,no,0,,,,,,
205013510069,d30bb91518f74b2c8e23739775647c5c,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
205053630071,7e9925c0fbf2445f9190929a1c23540f,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
205073650226,995bc2112b90435a85345889ce8efb79,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
205073680018,ccc6955062b049908055a1ad78bd3c7f,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,10 KG BAG,,Own Bicycle or Oxcart,,0,7750,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
205073680018,ccc6955062b049908055a1ad78bd3c7f,can,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,10 KG BAG,,Own Bicycle or Oxcart,,0,7200,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
205073680018,ccc6955062b049908055a1ad78bd3c7f,insecticide,,1500,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,1500,milliliter,,Own Bicycle or Oxcart,,0,2840,"Paid in full, with own-savings",,,,.,no,0,,,-999999999,,0,no,0,,,,,,
205073690215,b67cb6eaf1534ebeb9aff73745ecbfe6,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206013750076,aa50199d1fa54b238d2a656d596e8a07,Organic Fertilizer,,2,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,2,OX CART,
206013750076,aa50199d1fa54b238d2a656d596e8a07,23:21:0+4S/CHITOWE,,15,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,yes,15,kilogram,,,,,
206013750076,aa50199d1fa54b238d2a656d596e8a07,can,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,10,kilogram,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206013750076,aa50199d1fa54b238d2a656d596e8a07,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,6,,5,kilogram,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206013750076,aa50199d1fa54b238d2a656d596e8a07,fungicide,,200,milliliter,,"YES, THE FIGURES MATCHED",no,yes,5,,100,milliliter,,Own Bicycle or Oxcart,,0,500,"Paid in full, with own-savings",,,,.,yes,100,milliliter,,2.0,9,0,no,0,,,,,,
206013750179,a9a9a41b0865451893699e50e974c129,Organic Fertilizer,,2,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,2,bucket,
206013750282,a82ea5513b3a4b5cbaed626171ce7bf6,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,1,OX CART,
206013750461,d4ae114ac6884923a719d24e43dc42c9,Organic Fertilizer,,100,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,no,,,,.,,,yes,100,kilogram,,,,,
206013750461,d4ae114ac6884923a719d24e43dc42c9,23:21:0+4S/CHITOWE,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,2 KG BAG,,On Foot,,0,2800,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206013750461,d4ae114ac6884923a719d24e43dc42c9,insecticide,,75,milliliter,,"YES, THE FIGURES MATCHED",no,yes,4,,75,milliliter,,On Foot,,0,500,"Paid in full, with own-savings",,,,.,no,0,,,##N/A##,,0,no,0,,,,,,
206013770031,4c9e97141e834b5e9d28850c04304c0b,23:21:0+4S/CHITOWE,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,25,kilogram,,Other (Specify),BRINGHOME,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206013770031,4c9e97141e834b5e9d28850c04304c0b,urea,.,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,25,kilogram,,Other (Specify),BRINGHOME,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206013770133,223ee9b231c74421abdc18ba2a2bf77f,Organic Fertilizer,,12,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,5,kilogram,
206013770133,223ee9b231c74421abdc18ba2a2bf77f,23:21:0+4S/CHITOWE,.,25,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206013770154,1725780e14754bd5ba4a6da9422a772d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206013770206,c62ca12515db4cf0827c895752ccebb8,Organic Fertilizer,,0,,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,,,,
206013770206,c62ca12515db4cf0827c895752ccebb8,insecticide,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206013770227,f61470674ed840f489725eebac7b8c41,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206023790054,c8b864a20e094677b331fdc1fc8d51bb,Organic Fertilizer,,25,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,25,bucket,
206023790054,c8b864a20e094677b331fdc1fc8d51bb,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023790090,e64c863be8df4eefad8d5b3ab6817aba,urea,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,1,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023790108,5ef8da0364dd4e2f849d4c139b5ac580,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,OX CART,
206023790163,9ea2a2059f0a4448ba4bb3940408ac5a,Organic Fertilizer,,50,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,50,kilogram,
206023790181,97294ae2dbcd4ede87aa1a65ff52187f,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,OX CART,
206023790181,97294ae2dbcd4ede87aa1a65ff52187f,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023790181,97294ae2dbcd4ede87aa1a65ff52187f,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,2,kilogram,,Own Bicycle or Oxcart,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023790181,97294ae2dbcd4ede87aa1a65ff52187f,insecticide,,300,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,300,milliliter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
206023790253,f65a914f0962402994c138b53460c84d,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,1,OX CART,,4,,0,no,,,,no,,,
206023790271,47a08b2ed08f4001a217d265d8044506,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,OX CART,
206023790307,8182a6c044cf40c4889e2d75c749ba36,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206023790325,f777405f5e2c4621ba7b21a358d7676d,Organic Fertilizer,,2,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,2,OX CART,
206023790379,32d24cc2ee7f4abfa511aec8b2cd0436,Organic Fertilizer,,10,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,10,bucket,
206023790379,32d24cc2ee7f4abfa511aec8b2cd0436,23:21:0+4S/CHITOWE,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023790379,32d24cc2ee7f4abfa511aec8b2cd0436,can,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023800176,005c5a2a2ff843ffa0a99c1bfeecf94b,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,OX CART,
206023800176,005c5a2a2ff843ffa0a99c1bfeecf94b,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,20,kilogram,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206023800176,005c5a2a2ff843ffa0a99c1bfeecf94b,urea,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,20,kilogram,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206023810462,a104cc539f6e4696949cad8b8387fd27,23:21:0+4S/CHITOWE,.,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,50,kilogram,,Own Bicycle or Oxcart,,0,20000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023810462,a104cc539f6e4696949cad8b8387fd27,urea,.,50,kilogram,,"YES, THE FIGURES MATCHED",no,yes,5,,50,kilogram,,Own Bicycle or Oxcart,,0,20000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206023810492,47c78c06ceac4e2f85b6e45bc7cf49bf,23:21:0+4S/CHITOWE,,25,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,,,,
206033830048,bd027c352b974a5abe6d9d170aa68baf,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033830057,0e01dae17a434c3ea80f77fa61e0483d,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033830086,b879cb9490064b8283f6b5ac91d9e4da,Organic Fertilizer,,8,OTHER (SPECIFY),50 KG BAG,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,8,50 KG BAG,
206033830086,b879cb9490064b8283f6b5ac91d9e4da,urea,,25,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,25,kilogram,,Own Bicycle or Oxcart,,0,9000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033830096,dcefc8a38e32420397ca7df5daa0a298,Organic Fertilizer,,6,wheelbarrow,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,6,wheelbarrow,
206033830096,dcefc8a38e32420397ca7df5daa0a298,23:21:0+4S/CHITOWE,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033830096,dcefc8a38e32420397ca7df5daa0a298,can,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033830096,dcefc8a38e32420397ca7df5daa0a298,urea,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033830096,dcefc8a38e32420397ca7df5daa0a298,OTHER PESTICIDE/ HERBICIDE(SPECIFY),KOMAITI,50,milliliter,,"YES, THE FIGURES MATCHED",no,yes,2,,50,milliliter,,On Foot,,0,1800,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
206033830134,4e5d9ae21660444f8b5a041751d9943b,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033830143,25d1e0c921a74c368a86b41f4520c102,Organic Fertilizer,,2,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,2,OX CART,
206033830172,bfd7485aca1e40c1a3e5a0a418831574,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,1,2 KG BAG,,Own Bicycle or Oxcart,,0,500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033830172,bfd7485aca1e40c1a3e5a0a418831574,insecticide,,75,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,75,milliliter,,Own Bicycle or Oxcart,,0,1800,"Paid in full, with own-savings",,,,.,no,0,,,##N/A##,,0,no,0,,,,,,
206033840268,25f2bd024c194a4b9e20a5c353a143fe,23:21:0+4S/CHITOWE,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206033840268,25f2bd024c194a4b9e20a5c353a143fe,urea,,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,3,kilogram,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206033840268,25f2bd024c194a4b9e20a5c353a143fe,insecticide,,5,liter,,"YES, THE FIGURES MATCHED",no,yes,2,,5,liter,,On Foot,,0,3500,"Paid in full, with own-savings",,,,.,no,0,,,2.0,,0,no,0,,,,,,
206033840299,4b488f4bfaa640d6a3f2d5964a25a237,23:21:0+4S/CHITOWE,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206033840299,4b488f4bfaa640d6a3f2d5964a25a237,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,2,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206033840360,88c39f9a557c4a2dbaf1c90c1bb1faf5,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033850368,387cfce1be204b5b866ea739ab22f204,Organic Fertilizer,,8,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,8,kilogram,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,.,,,,,.,,,,,,,yes,200,kilogram,
206033850368,387cfce1be204b5b866ea739ab22f204,23:21:0+4S/CHITOWE,.,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,5 KG BAG,,Own Bicycle or Oxcart,,0,2500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033850368,387cfce1be204b5b866ea739ab22f204,can,.,3,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,3 KG BAG,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033850368,387cfce1be204b5b866ea739ab22f204,insecticide,,75,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,0,,,Own Bicycle or Oxcart,,0,750,"Paid in full, with own-savings",,,,.,no,0,,,.,,0,no,0,,,,,,
206033860108,694f0f2c811345128ca4634969b9ee27,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,10 KG BAG,,Own Bicycle or Oxcart,,0,10000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206033860108,694f0f2c811345128ca4634969b9ee27,can,,20,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,2,10 KG BAG,,Own Bicycle or Oxcart,,0,9000,"Paid in full, with own-savings",,,,,no,,,,.,,,no,,,,,,,
206033860108,694f0f2c811345128ca4634969b9ee27,insecticide,,1,liter,,"YES, THE FIGURES MATCHED",no,yes,5,,1,liter,,Own Bicycle or Oxcart,,0,3700,"Paid in full, with own-savings",,,,.,no,0,,,-999999999,,0,no,0,,,,,,
206033860256,0ec1ee37bc2646078b633024170b4334,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033860277,0a08ab62abc54673ba6cd7d54afe1de9,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033870090,e2d53500a87a411193b283c0df4c6701,Organic Fertilizer,,20,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,3,OX CART,
206033870090,e2d53500a87a411193b283c0df4c6701,23:21:0+4S/CHITOWE,,20,kilogram,,"YES, THE FIGURES MATCHED",yes,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206033870090,e2d53500a87a411193b283c0df4c6701,insecticide,,100,liter,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,0,,,6.0,,0,yes,100,liter,,,,,
206033870304,51779e0c98b7457e85208ea2c8994258,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,,,,,.,,,,,,,yes,1,OX CART,
206033870304,51779e0c98b7457e85208ea2c8994258,23:21:0+4S/CHITOWE,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,6,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206033870304,51779e0c98b7457e85208ea2c8994258,urea,,6,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,6,kilogram,,On Foot,,0,1200,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206043890066,d83e2410184d4f18ac63a9d2d44ffcf1,23:21:0+4S/CHITOWE,.,10,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,,,,
206043890066,d83e2410184d4f18ac63a9d2d44ffcf1,herbicide,,350,milliliter,,"YES, THE FIGURES MATCHED",no,yes,3,,350,milliliter,,Own Bicycle or Oxcart,,200,3400,"Paid in full, with own-savings",,,,.,no,0,,,5,,0,no,0,,,,,,
206043900060,cb96dbd58f99448996cc7f4fcef5b7d1,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206043900076,81d1db5435d6411fae3b13bd39ce25b7,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206043900100,9ab22e0ef0304eb3811122980ad656b6,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206043900115,7107473eb6bf4d8b84be46545dafbf59,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206043910090,1f7e249702d34058bef303d18d56bc5a,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,Own Bicycle or Oxcart,,0,5000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206043910090,1f7e249702d34058bef303d18d56bc5a,can,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,Own Bicycle or Oxcart,,0,4300,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206043910090,1f7e249702d34058bef303d18d56bc5a,insecticide,,200,milliliter,,"YES, THE FIGURES MATCHED",no,yes,8,,200,milliliter,,Own Bicycle or Oxcart,,0,1500,"Paid in full, with own-savings",,,,.,no,0,,,8.0,,0,no,0,,,,,,
206043910090,1f7e249702d34058bef303d18d56bc5a,herbicide,,25,milliliter,,"YES, THE FIGURES MATCHED",no,yes,5,,25,milliliter,,Own Bicycle or Oxcart,,0,1800,"Paid in full, with own-savings",,,,.,no,0,,,5.0,,0,no,0,,,,,,
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,Organic Fertilizer,,4,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,2,bucket,
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,23:21:0+4S/CHITOWE,,1,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,1,kilogram,,On Foot,,0,500,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,urea,,2,kilogram,,"YES, THE FIGURES MATCHED",no,yes,3,,2,kilogram,,On Foot,,0,800,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,herbicide,,5,gram,,"YES, THE FIGURES MATCHED",no,yes,3,,5,gram,,On Foot,,0,200,"Paid in full, with own-savings",,,,.,no,0,,,3.0,,0,no,0,,,,,,
206043910226,1b06ac75723a47828f08b27b1b49041c,Organic Fertilizer,,1,bucket,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,1,bucket,,5,,0,no,,,,no,,,
206063950036,b08d86ccb8fc481c9b21771d21f46dab,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206063950053,74ac196f18594dbbaa1981bc4d36aab8,Organic Fertilizer,,1,OX CART,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,no,,,,.,,,no,,,,yes,1,kilogram,
206063950053,74ac196f18594dbbaa1981bc4d36aab8,23:21:0+4S/CHITOWE,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,5,kilogram,,4,,0,no,,,,,,,
206063950053,74ac196f18594dbbaa1981bc4d36aab8,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,no,,,,,,,,,,,,,,.,yes,5,kilogram,,1,4,0,no,,,,,,,
206063950071,3c2f3cffd425452c95f06cc2996278df,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206063950160,fad9403e3f8b42d1b568a9b51b24c62b,urea,,5,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,5,kilogram,,On Foot,,0,1000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206063950196,20a7ecff92dd42fdbcc9872f6c5982d1,23:21:0+4S/CHITOWE,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,4,kilogram,,On Foot,,0,2000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206063950196,20a7ecff92dd42fdbcc9872f6c5982d1,urea,,4,kilogram,,"YES, THE FIGURES MATCHED",no,yes,2,,4,kilogram,,On Foot,,0,1800,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206063950231,07ddf6da55624c37a2e04c32f2f7020d,23:21:0+4S/CHITOWE,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,3000,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206063950231,07ddf6da55624c37a2e04c32f2f7020d,urea,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,10,kilogram,,On Foot,,0,2700,"Paid in full, with own-savings",,,,.,no,,,,.,,,no,,,,,,,
206073960010,f1cf9b02ecdb492b8fc33fdf98c9da8e,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206073960040,60cf0b2bd5dd4307a9d88cbf1682f474,,,,,,,,,,,,,,,,,,,,,,.,,,,,.,,,,,,,,,,
206073970061,be2deb7906c547a68a9e802183bda4de,Organic Fertilizer,,10,kilogram,,"YES, THE FIGURES MATCHED",no,yes,4,,1,10 KG BAG,,On Foot,,0,5670,"Paid in full, with own-savings",,,,.,,,,,.,,,,,,,yes,20,kilogram,
