ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
20320326,,Events that made people worse off,,,,
20320326,C,Lack of food,SHARP CHANGE IN PRICES,,2014,3/4
20320326,B,Price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20320326,C,Houses iron roofed,,,,
20320326,D,Wireles fones bought,,,,
20320326,D,,,,,
20320326,A,Prices raised,,,,
20320326,,Events that made people better off,,,,
20320326,B,Many moyobikes bought,,,,
20320326,A,Erratic rainfall,CROP DISEASE/PESTS,,2014,ALMOST ALL
20401327,C,,,,,
20401327,A,NEW SCHOOL BLOCK,,,,
20401327,A,CROP FAILURES,drought,,2016,3/4
20401327,,Events that made people better off,,,,
20401327,,Events that made people worse off,,,,
20401327,B,,,,,
20401327,D,,,,,
20401327,D,,,,,
20401327,C,,,,,
20401327,B,CROP FLUTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20401328,,Events that made people better off,,,,
20401328,,Events that made people worse off,,,,
20401328,C,,,,,
20401328,B,Drought,drought,,2015,3/4
20401328,D,,,,,
20401328,A,Borehore,,,,
20401328,A,Price fluctuations,SHARP CHANGE IN PRICES,,2015,3/4
20401328,B,"School (office for the headteacher,toilets and house for the headteacher",,,,
20401328,D,,,,,
20401328,C,,,,,
20401329,C,,,,,
20401329,D,,,,,
20401329,B,,,,,
20401329,B,CROP FAILURES,drought,,2016,3/4
20401329,,Events that made people better off,,,,
20401329,,Events that made people worse off,,,,
20401329,A,NEW ROADS,,,,
20401329,A,PRICE FLUTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20401329,C,,,,,
20401329,D,,,,,
20402330,D,,,,,
20402330,C,,,,,
20402330,A,CROP FAILURES,drought,,2016,ALMOST ALL
20402330,C,,,,,
20402330,,Events that made people better off,,,,
20402330,B,DISEASE EPIDEMIC,HUMAN EPIDEMIC DISEASE,,2014,3/4
20402330,A,ONE NEW SCHOOL BLOCK,,,,
20402330,B,,,,,
20402330,D,,,,,
20402330,,Events that made people worse off,,,,
20402331,C,,,,,
20402331,,Events that made people better off,,,,
20402331,A,NEW SCHOOL STAFF HOUSES,,,,
20402331,A,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20402331,,Events that made people worse off,,,,
20402331,D,,,,,
20402331,B,,,,,
20402331,C,,,,,
20402331,D,,,,,
20402331,B,CROP FAILURES,drought,,2016,ALMOST ALL
20402332,B,,,,,
20402332,,Events that made people worse off,,,,
20402332,A,borehore,,,,
20402332,B,,,,,
20402332,C,,,,,
20402332,D,,,,,
20402332,D,,,,,
20402332,C,,,,,
20402332,,Events that made people better off,,,,
20402332,A,Crop failures,drought,,2014,ALMOST ALL
20402333,D,,,,,
20402333,D,,,,,
20402333,A,new employment opportunities,,,,
20402333,B,,,,,
20402333,,Events that made people better off,,,,
20402333,B,irregular rains,drought,,2016,3/4
20402333,C,lack of farm inputs,SHARP CHANGE IN PRICES,,2016,3/4
20402333,,Events that made people worse off,,,,
20402333,C,,,,,
20402333,A,UNSTABLE PRICES OF COMMODITIES,SHARP CHANGE IN PRICES,,2015,3/4
20402334,A,NEW HOUSE FOR THE SCOOP TEACHER,,,,
20402334,,Events that made people worse off,,,,
20402334,B,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20402334,A,CROP FAILURES,drought,,2016,ALMOST ALL
20402334,D,,,,,
20402334,D,,,,,
20402334,C,,,,,
20402334,B,,,,,
20402334,,Events that made people better off,,,,
20402334,C,,,,,
20403335,,Events that made people worse off,,,,
20403335,A,CROP FAILURES,drought,,2016,3/4
20403335,A,NEW SCHOOL STAFF HOUSE,,,,
20403335,D,,,,,
20403335,B,,,,,
20403335,D,,,,,
20403335,C,,,,,
20403335,B,,,,,
20403335,C,,,,,
20403335,,Events that made people better off,,,,
20403336,C,,,,,
20403336,C,,,,,
20403336,A,NEW BOREHORE,,,,
20403336,D,,,,,
20403336,D,,,,,
20403336,B,,,,,
20403336,B,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20403336,A,CROP FAILURES,drought,,2015,ALMOST ALL
20403336,,Events that made people better off,,,,
20403336,,Events that made people worse off,,,,
20403337,D,,,,,
20403337,B,CROP FAILURES,drought,,2016,ALMOST ALL
20403337,C,,,,,
20403337,D,,,,,
20403337,A,NEW BOREHORES,,,,
20403337,B,NEW CBCC,,,,
20403337,A,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20403337,C,,,,,
20403337,,Events that made people better off,,,,
20403337,,Events that made people worse off,,,,
20403338,,Events that made people better off,,,,
20403338,D,,,,,
20403338,B,,,,,
20403338,A,NEW TOILETS AT THE SCHOOL,,,,
20403338,C,,,,,
20403338,C,,,,,
20403338,A,CROP FAILURES,drought,,2016,3/4
20403338,B,,,,,
20403338,D,,,,,
20403338,,Events that made people worse off,,,,
20404339,D,,,,,
20404339,D,,,,,
20404339,C,,,,,
20404339,C,,,,,
20404339,,Events that made people worse off,,,,
20404339,B,,,,,
20404339,B,,,,,
20404339,A,,,,,
20404339,,Events that made people better off,,,,
20404339,A,CROP FAILURES,drought,,2016,ALMOST ALL
20404340,C,,,,,
20404340,C,,,,,
20404340,B,human epidemics duseases,drought,,2015,1/2
20404340,B,House for the headmaster,,,,
20404340,A,Crop failures,drought,,2014,1/2
20404340,,Events that made people worse off,,,,
20404340,A,New school toilets,,,,
20404340,D,,,,,
20404340,,Events that made people better off,,,,
20404340,D,,,,,
20404341,B,CROP FAILURES,drought,,2016,3/4
20404341,,Events that made people better off,,,,
20404341,C,NEW ADMARC BULDING,,,,
20404341,D,,,,,
20404341,C,,,,,
20404341,B,NEW SCHOOL STAFF HOUSE,,,,
20404341,A,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,1/2
20404341,A,NEW SCHOOL BLOCK,,,,
20404341,,Events that made people worse off,,,,
20404341,D,,,,,
20404342,A,CROP FAILURES,drought,,2016,ALMOST ALL
20404342,D,,,,,
20404342,C,,,,,
20404342,D,,,,,
20404342,,Events that made people better off,,,,
20404342,B,NEW TOILETS,,,,
20404342,,Events that made people worse off,,,,
20404342,A,NEW ROADS,,,,
20404342,B,,,,,
20404342,C,,,,,
20405343,B,,,,,
20405343,A,NEW BRIDGE,,,,
20405343,D,,,,,
20405343,B,CROP FLUTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20405343,C,,,,,
20405343,A,CROP FAILURES,drought,,2016,1/2
20405343,,Events that made people worse off,,,,
20405343,D,,,,,
20405343,C,,,,,
20405343,,Events that made people better off,,,,
20405344,,Events that made people worse off,,,,
20405344,A,New Road,,,,
20405344,A,Crop failures,drought,,2015,3/4
20405344,B,borehore,,,,
20405344,D,,,,,
20405344,D,,,,,
20405344,C,,,,,
20405344,,Events that made people better off,,,,
20405344,B,,,,,
20405344,C,,,,,
20405345,C,,,,,
20405345,D,LACK OF EMPLOYMENT OPPORTUNITY,MASSIVE JOB LAY-OFFS,,2016,1/4
20405345,A,SHARP CHANGES OF PRICES,SHARP CHANGE IN PRICES,,2016,3/4
20405345,B,ROAD MENTAINANCE,,,,
20405345,A,DRILLING OF WELL,,,,
20405345,,Events that made people better off,,,,
20405345,,Events that made people worse off,,,,
20405345,C,NO ELECTRICITY,OTHER BAD (SPECIFY),,2015,ALMOST ALL
20405345,B,LACK OF PORTABLE DRINKING WATER,HUMAN EPIDEMIC DISEASE,,2016,3/4
20405345,D,,,,,
20406346,D,,,,,
20406346,A,SCHOOL BLOCK,,,,
20406346,A,CROP FAILURES,drought,,2015,ALMOST ALL
20406346,C,NEW TOILETS,,,,
20406346,,Events that made people better off,,,,
20406346,C,BAD ROADS,OTHER BAD (SPECIFY),,2016,ALMOST ALL
20406346,,Events that made people worse off,,,,
20406346,D,,,,,
20406346,B,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20406346,B,TEACHERS STAFF HOUSE,,,,
20406347,,Events that made people worse off,,,,
20406347,B,,,,,
20406347,A,NEW SCHOOL STAFF HOUSES,,,,
20406347,D,,,,,
20406347,A,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,3/4
20406347,C,,,,,
20406347,,Events that made people better off,,,,
20406347,B,CROP FAILURES,drought,,2016,ALMOST ALL
20406347,C,,,,,
20406347,D,,,,,
20406348,A,Crop failures,drought,,2016,1/2
20406348,A,Build a village clinic,,,,
20406348,B,Construction of road,,,,
20406348,C,,,,,
20406348,D,,,,,
20406348,D,,,,,
20406348,C,,,,,
20406348,B,,,,,
20406348,,Events that made people worse off,,,,
20406348,,Events that made people better off,,,,
20407349,B,,,,,
20407349,C,,,,,
20407349,,Events that made people better off,,,,
20407349,D,,,,,
20407349,A,NEW ROADS,,,,
20407349,C,,,,,
20407349,A,"""CROP FAILURES """,drought,,2016,1/2
20407349,B,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,1/2
20407349,D,,,,,
20407349,,Events that made people worse off,,,,
20421350,B,PRICE FLUCTUATIONS,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20421350,B,,,,,
20421350,D,,,,,
20421350,,Events that made people worse off,,,,
20421350,A,NEW ROADS,,,,
20421350,C,,,,,
20421350,,Events that made people better off,,,,
20421350,C,,,,,
20421350,D,,,,,
20421350,A,CROP FAILURES,drought,,2015,3/4
20501351,A,different orgsnisations,,,,
20501351,,Events that made people worse off,,,,
20501351,D,,,,,
20501351,,Events that made people better off,,,,
20501351,B,,,,,
20501351,C,,,,,
20501351,B,lack of employment,LOSS OF KEY SOCIAL SERVICE(S),,2014,ALMOST ALL
20501351,A,drought,drought,,2015,3/4
20501351,D,,,,,
20501351,C,lack of social services,LOSS OF KEY SOCIAL SERVICE(S),,2015,ALMOST ALL
20501352,D,,,,,
20501352,,Events that made people better off,,,,
20501352,D,,,,,
20501352,A,new employment,,,,
20501352,C,diseases  epidemics,HUMAN EPIDEMIC DISEASE,,2016,1/2
20501352,A,Crop failure,CROP DISEASE/PESTS,,2016,3/4
20501352,C,Seed bank ( warehouse),,,,
20501352,B,price fluctuation,OTHER BAD (SPECIFY),,2016,ALMOST ALL
20501352,,Events that made people worse off,,,,
20501352,B,CBO project,,,,
20501353,B,price fluctions,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20501353,D,,,,,
20501353,,Events that made people worse off,,,,
20501353,,Events that made people better off,,,,
20501353,B,medical facilties,,,,
20501353,C,,,,,
20501353,D,,,,,
20501353,A,"""drought """,drought,,2014,3/4
20501353,C,,,,,
20501353,A,new agriculture methods,,,,
20502354,B,Price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20502354,C,Crop Diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
20502354,D,,,,,
20502354,A,Crop failure,drought,,2015,ALMOST ALL
20502354,B,new boreholes,,,,
20502354,,Events that made people better off,,,,
20502354,A,new road,,,,
20502354,,Events that made people worse off,,,,
20502354,C,,,,,
20502354,D,,,,,
20502355,A,introduction of coupon,,,,
20502355,A,poor farm produce prices,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2014,ALMOST ALL
20502355,D,,,,,
20502355,C,,,,,
20502355,,Events that made people better off,,,,
20502355,B,soaring of prices of commodities,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20502355,D,,,,,
20502355,B,Ngos,,,,
20502355,,Events that made people worse off,,,,
20502355,C,,,,,
20502356,,Events that made people worse off,,,,
20502356,C,net distribution,,,,
20502356,A,Money distribution,,,,
20502356,A,prices of cotton  was not good,OTHER BAD (SPECIFY),,2014,ALMOST ALL
20502356,D,Diseases epidemics,HUMAN EPIDEMIC DISEASE,,2016,1/4
20502356,B,Mtukula pakhomo,,,,
20502356,B,Price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20502356,C,crop failure,drought,,2016,ALMOST ALL
20502356,,Events that made people better off,,,,
20502356,D,New houses,,,,
20502357,C,,,,,
20502357,,Events that made people better off,,,,
20502357,D,,,,,
20502357,D,,,,,
20502357,B,loss of social services,LOSS OF KEY SOCIAL SERVICE(S),,2013,ALMOST ALL
20502357,,Events that made people worse off,,,,
20502357,B,new discovery of business,,,,
20502357,A,drought,drought,,2014,ALMOST ALL
20502357,C,,,,,
20502357,A,school nearby,,,,
20503358,C,"""New boreholes """,,,,
20503358,D,Price fluctuation,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20503358,B,New employment,,,,
20503358,,Events that made people better off,,,,
20503358,D,New School,,,,
20503358,B,houses destroyed,OTHER BAD (SPECIFY),,2016,1/4
20503358,C,Disease epidemics,OTHER BAD (SPECIFY),,2016,1/4
20503358,,Events that made people worse off,,,,
20503358,A,Food distribution,,,,
20503358,A,Crop failure,flood,,2016,ALMOST ALL
20504359,B,Vailavity of social services,,,,
20504359,C,transport problem,OTHER GOOD (SPECIFY),TRANSPORTPROBLEM,2015,3/4
20504359,C,,,,,
20504359,B,LACK of market for farm produce,LOSS OF KEY SOCIAL SERVICE(S),,2015,3/4
20504359,D,,,,,
20504359,A,drought,drought,,2015,ALMOST ALL
20504359,A,medical facicties,,,,
20504359,D,,,,,
20504359,,Events that made people better off,,,,
20504359,,Events that made people worse off,,,,
20504360,D,,,,,
20504360,B,Price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20504360,B,new school,,,,
20504360,D,new bridge,,,,
20504360,,Events that made people better off,,,,
20504360,C,New boreholes,,,,
20504360,A,Crop failure,drought,,2015,ALMOST ALL
20504360,C,diseases epidemics,HUMAN EPIDEMIC DISEASE,,2016,1/4
20504360,A,CBO,,,,
20504360,,Events that made people worse off,,,,
20505361,A,access to market,,,,
20505361,C,,,,,
20505361,,Events that made people better off,,,,
20505361,C,,,,,
20505361,B,good road,,,,
20505361,,Events that made people worse off,,,,
20505361,A,price fluctuations,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20505361,D,,,,,
20505361,B,drought,flood,,2013,ALMOST ALL
20505361,D,,,,,
20505362,C,school toilets,,,,
20505362,A,Food distribution,,,,
20505362,B,Houses destroyed,OTHER BAD (SPECIFY),,2016,1/4
20505362,C,"""Price fluctuation """,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20505362,D,,,,,
20505362,A,"""CROP FAILURE """,flood,,2016,3/4
20505362,B,School block,,,,
20505362,,Events that made people worse off,,,,
20505362,,Events that made people better off,,,,
20505362,D,New Boreholes,,,,
20505363,A,POOR RAINS,drought,,2015,ALMOST ALL
20505363,D,,,,,
20505363,A,EMPLOYMENT OPPORTUNITY,,,,
20505363,,Events that made people worse off,,,,
20505363,C,,,,,
20505363,C,PRICE FLUCTUATION,SHARP CHANGE IN PRICES,,2015,1/4
20505363,B,,,,,
20505363,,Events that made people better off,,,,
20505363,D,,,,,
20505363,B,CROP DISEASES,CROP DISEASE/PESTS,,2015,1/4
20506364,A,new boreholes,,,,
20506364,B,school  block,,,,
20506364,A,crop failure,drought,,2015,ALMOST ALL
20506364,B,houses destroyed,OTHER BAD (SPECIFY),,2016,1/2
20506364,C,price fluctuation,OTHER BAD (SPECIFY),,2016,ALMOST ALL
20506364,,Events that made people better off,,,,
20506364,D,,,,,
20506364,C,Massaf project,,,,
20506364,,Events that made people worse off,,,,
20506364,D,,,,,
20507365,C,Climate change,drought,,2015,ALMOST ALL
20507365,D,,,,,
20507365,,Events that made people better off,,,,
20507365,B,Business opportunity,,,,
20507365,B,Erratic rain fall,CROP DISEASE/PESTS,,2014,3/4
20507365,D,Disease,HUMAN EPIDEMIC DISEASE,,2015,1/4
20507365,A,Job opportunity,,,,
20507365,A,Land disposition,LOSS OF KEY SOCIAL SERVICE(S),,2015,1/4
20507365,,Events that made people worse off,,,,
20507365,C,,,,,
20507366,B,Price fluctuation,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20507366,A,Community day secondary  school,,,,
20507366,B,,,,,
20507366,C,,,,,
20507366,D,Msikidzi,OTHER BAD (SPECIFY),,2016,ALMOST ALL
20507366,,Events that made people better off,,,,
20507366,D,,,,,
20507366,,Events that made people worse off,,,,
20507366,C,Houses destroyed,flood,,2014,1/4
20507366,A,crop failure,CROP DISEASE/PESTS,,2013,ALMOST ALL
20507367,C,,,,,
20507367,D,,,,,
20507367,A,Drought,drought,,2013,ALMOST ALL
20507367,C,,,,,
20507367,B,Crop failure,CROP DISEASE/PESTS,,2014,ALMOST ALL
20507367,A,School teachers increased,,,,
20507367,,Events that made people worse off,,,,
20507367,,Events that made people better off,,,,
20507367,D,,,,,
20507367,B,,,,,
20507368,D,,,,,
20507368,C,,,,,
20507368,A,crop failure,drought,,2015,ALMOST ALL
20507368,A,"""new school """,,,,
20507368,C,Nursery school,,,,
20507368,,Events that made people worse off,,,,
20507368,B,price fluctuation,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20507368,B,food distribution,,,,
20507368,D,,,,,
20507368,,Events that made people better off,,,,
20507369,B,poor road network,OTHER GOOD (SPECIFY),POOR ROAD NETWORK,2013,ALMOST ALL
20507369,B,,,,,
20507369,,Events that made people worse off,,,,
20507369,C,,,,,
20507369,D,,,,,
20507369,A,price fluctuationn,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20507369,A,Nothing,,,,
20507369,,Events that made people better off,,,,
20507369,D,floods,flood,,2014,3/4
20507369,C,lack of hospitals,LOSS OF KEY SOCIAL SERVICE(S),,2013,ALMOST ALL
20508370,D,,,,,
20508370,C,livestock diseases,LIVESTOCK DISEASE,,2016,1/4
20508370,B,Price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20508370,A,Crop failure,CROP DISEASE/PESTS,,2016,3/4
20508370,B,new CBO,,,,
20508370,C,new bridge,,,,
20508370,D,,,,,
20508370,,Events that made people worse off,,,,
20508370,A,Food distribution,,,,
20508370,,Events that made people better off,,,,
20509371,A,Bank Mkonde,,,,
20509371,,Events that made people better off,,,,
20509371,,Events that made people worse off,,,,
20509371,C,,,,,
20509371,A,lack of good roads,OTHER GOOD (SPECIFY),POOR ROAD NETWORK,2014,3/4
20509371,D,,,,,
20509371,B,dought,drought,,2015,3/4
20509371,B,,,,,
20509371,C,"""loss of key services """,LOSS OF KEY SOCIAL SERVICE(S),,2013,3/4
20509371,D,,,,,
20520372,B,small business,,,,
20520372,A,participate in  farming,,,,
20520372,D,,,,,
20520372,D,,,,,
20520372,C,diseases affecting people,HUMAN EPIDEMIC DISEASE,,2015,ALMOST ALL
20520372,,Events that made people better off,,,,
20520372,,Events that made people worse off,,,,
20520372,C,,,,,
20520372,B,disease epidemics affecting  crops,CROP DISEASE/PESTS,,2015,3/4
20520372,A,drought,drought,,2014,ALMOST ALL
20520373,D,,,,,
20520373,,Events that made people worse off,,,,
20520373,A,Food distribution,,,,
20520373,C,price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20520373,B,Resource Centre Salima LEA,,,,
20520373,D,,,,,
20520373,C,,,,,
20520373,A,Crop failure,flood,,2015,3/4
20520373,,Events that made people better off,,,,
20520373,B,Drinking water,drought,,2016,ALMOST ALL
20521374,,Events that made people worse off,,,,
20521374,C,Livestock diseases,OTHER BAD (SPECIFY),,2015,ALMOST ALL
20521374,D,,,,,
20521374,C,New bridge,,,,
20521374,,Events that made people better off,,,,
20521374,A,Crop failure,flood,,2014,ALMOST ALL
20521374,A,Food distribution,,,,
20521374,B,Price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20521374,B,New boreholes,,,,
20521374,D,New CBO  and CBCC,,,,
20601375,D,,,,,
20601375,A,price fluctuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20601375,C,,,,,
20601375,,Events that made people better off,,,,
20601375,C,,,,,
20601375,B,Good road network,,,,
20601375,D,,,,,
20601375,B,change of weather,OTHER GOOD (SPECIFY),ADVERSE WEATHER CHANGES,2015,ALMOST NONE
20601375,A,access  to education,,,,
20601375,,Events that made people worse off,,,,
20601376,,Events that made people better off,,,,
20601376,B,,,,,
20601376,A,,,,,
20601376,A,Crop Failure,drought,,2013,ALMOST ALL
20601376,,Events that made people worse off,,,,
20601376,C,No Employment,MASSIVE JOB LAY-OFFS,,2013,ALMOST ALL
20601376,C,,,,,
20601376,B,Price fluctuations,SHARP CHANGE IN PRICES,,2013,ALMOST ALL
20601376,D,,,,,
20601376,D,"""No hospital and medicines and Water shortage """,drought,,2013,ALMOST ALL
20601377,A,dimba farming,,,,
20601377,D,,,,,
20601377,C,,,,,
20601377,,Events that made people worse off,,,,
20601377,D,,,,,
20601377,B,loss of social services,LOSS OF KEY SOCIAL SERVICE(S),,2015,ALMOST ALL
20601377,B,,,,,
20601377,C,weather change,drought,,2015,ALMOST ALL
20601377,,Events that made people better off,,,,
20601377,A,Price fluctuation,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20602378,D,,,,,
20602378,A,Maintenance of the Borehole,,,,
20602378,B,,,,,
20602378,C,,,,,
20602378,A,Crop failure,OTHER BAD (SPECIFY),,2015,ALMOST ALL
20602378,D,,,,,
20602378,B,Price Fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20602378,,Events that made people better off,,,,
20602378,,Events that made people worse off,,,,
20602378,C,Disease Epidemic,HUMAN EPIDEMIC DISEASE,,2014,1/4
20602379,D,,,,,
20602379,B,,,,,
20602379,C,low prices of agricultural products,MASSIVE JOB LAY-OFFS,,2016,ALMOST ALL
20602379,B,Drought,drought,,2016,ALMOST ALL
20602379,A,,,,,
20602379,A,Expensive agriculture lnputs,SHARP CHANGE IN PRICES,,2013,3/4
20602379,,Events that made people better off,,,,
20602379,D,,,,,
20602379,C,,,,,
20602379,,Events that made people worse off,,,,
20602380,B,new employment,,,,
20602380,C,Price fluctuation,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20602380,,Events that made people worse off,,,,
20602380,,Events that made people better off,,,,
20602380,C,new bridge,,,,
20602380,D,School  block,,,,
20602380,A,Crop failure,drought,,2015,ALMOST ALL
20602380,B,no markets for tobacco,OTHER BAD (SPECIFY),,2016,1/2
20602380,A,money distribution,,,,
20602380,D,,,,,
20602381,,Events that made people worse off,,,,
20602381,A,drought,drought,,2015,ALMOST ALL
20602381,B,masalo project,,,,
20602381,D,,,,,
20602381,A,Bank nkhonde,,,,
20602381,D,,,,,
20602381,C,expensive agriculture lnputs,SHARP CHANGE IN PRICES,,2013,ALMOST ALL
20602381,,Events that made people better off,,,,
20602381,B,over population,HUMAN EPIDEMIC DISEASE,,2013,ALMOST ALL
20602381,C,I proved crop varieties,,,,
20603382,D,,,,,
20603382,B,new employment,,,,
20603382,,Events that made people better off,,,,
20603382,A,crop failure,drought,,2016,3/4
20603382,B,price fluctuation,OTHER BAD (SPECIFY),,2015,ALMOST ALL
20603382,C,prices  of tobacco too low,OTHER BAD (SPECIFY),,2016,1/4
20603382,,Events that made people worse off,,,,
20603382,A,teachers  houses,,,,
20603382,C,"""new bridge """,,,,
20603382,D,,,,,
20603383,,Events that made people worse off,,,,
20603383,,Events that made people better off,,,,
20603383,D,,,,,
20603383,A,lack of capital to start business,,,,
20603383,B,,,,,
20603383,C,Drought,,,,
20603383,B,diseases affecting people,,,,
20603383,C,,,,,
20603383,A,Dimba farming,OTHER GOOD (SPECIFY),DIMBAFARMING,2014,3/4
20603383,D,,,,,
20603384,A,Price Fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20603384,B,,,,,
20603384,D,,,,,
20603384,B,Climate change,OTHER BAD (SPECIFY),,2015,3/4
20603384,D,,,,,
20603384,C,Human Diseases,HUMAN EPIDEMIC DISEASE,,2014,3/4
20603384,C,,,,,
20603384,A,New Borehole,,,,
20603384,,Events that made people better off,,,,
20603384,,Events that made people worse off,,,,
20603385,D,,,,,
20603385,A,rainfall failure,drought,,2014,ALMOST ALL
20603385,D,,,,,
20603385,B,pice fluctuations,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20603385,C,,,,,
20603385,A,farming,,,,
20603385,,Events that made people worse off,,,,
20603385,,Events that made people better off,,,,
20603385,C,,,,,
20603385,B,medical facilities,,,,
20603386,B,New road,,,,
20603386,C,price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20603386,A,Crop failure,drought,,2015,ALMOST ALL
20603386,,Events that made people worse off,,,,
20603386,D,,,,,
20603386,D,new bridge,,,,
20603386,B,Water problem,drought,,2016,ALMOST ALL
20603386,A,money distribution  oxfarm,,,,
20603386,,Events that made people better off,,,,
20603386,C,New boreholes,,,,
20603387,D,,,,,
20603387,D,,,,,
20603387,C,,,,,
20603387,B,price flactuation,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20603387,B,new agriculture methodology,,,,
20603387,C,,,,,
20603387,,Events that made people worse off,,,,
20603387,,Events that made people better off,,,,
20603387,A,natural disaster,drought,,2014,ALMOST ALL
20603387,A,Electricity grid  connected,,,,
20603388,A,"""Primary School Blocks Mantainance """,,,,
20603388,C,,,,,
20603388,,Events that made people better off,,,,
20603388,D,,,,,
20603388,C,Human Diseases,HUMAN EPIDEMIC DISEASE,,2014,1/4
20603388,,Events that made people worse off,,,,
20603388,B,Price Fluctuations,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20603388,B,,,,,
20603388,D,,,,,
20603388,A,Crop failure,CROP DISEASE/PESTS,,2015,1/4
20604389,,Events that made people better off,,,,
20604389,A,Price fluctuations,SHARP CHANGE IN PRICES,,2015,ALMOST ALL
20604389,B,,,,,
20604389,C,,,,,
20604389,,Events that made people worse off,,,,
20604389,D,poor prices of of farm produce,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2015,ALMOST ALL
20604389,C,Erratic rainfall,drought,,2015,ALMOST ALL
20604389,A,farming,,,,
20604389,D,,,,,
20604389,B,disease epidemics,HUMAN EPIDEMIC DISEASE,,2015,1/4
20604390,B,Crop failures,drought,,2016,ALMOST ALL
20604390,B,New block  of primary  School and Teachers House,,,,
20604390,A,Expensive of food and goods,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20604390,,Events that made people better off,,,,
20604390,D,,,,,
20604390,,Events that made people worse off,,,,
20604390,C,,,,,
20604390,D,,,,,
20604390,A,New Block of the hospital,,,,
20604390,C,Crop  diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
20604391,D,,,,,
20604391,D,,,,,
20604391,B,price fuctuation,SHARP CHANGE IN PRICES,,2014,ALMOST ALL
20604391,A,farming,,,,
20604391,A,rainfall pattern,drought,,2015,ALMOST ALL
20604391,C,,,,,
20604391,,Events that made people worse off,,,,
20604391,B,small scale business,,,,
20604391,C,poor prices offered by tobacco buyers,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2016,1/4
20604391,,Events that made people better off,,,,
20605392,D,,,,,
20605392,,Events that made people worse off,,,,
20605392,D,New boreholes,,,,
20605392,C,New roads,,,,
20605392,C,poor  market for commodities,OTHER BAD (SPECIFY),,2016,ALMOST ALL
20605392,A,"""New bridge """,,,,
20605392,B,Price fluctuation,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20605392,A,Crop failure,drought,,2013,ALMOST ALL
20605392,B,"""Nursery school """,,,,
20605392,,Events that made people better off,,,,
20606393,,Events that made people better off,,,,
20606393,A,Low Prises of crops on the market,flood,,2013,ALMOST ALL
20606393,,Events that made people worse off,,,,
20606393,A,"""sale of Soya/groundnuts """,,,,
20606393,C,Expensive inputs,flood,,2015,ALMOST ALL
20606393,B,Drought,drought,,2015,ALMOST ALL
20606393,D,,,,,
20606393,C,,,,,
20606393,D,,,,,
20606393,B,,,,,
20606394,,Events that made people worse off,,,,
20606394,A,Crop Production Projects,,,,
20606394,C,Human Diseases,HUMAN EPIDEMIC DISEASE,,2014,1/4
