case_id,hhid,gardenid,ag_i203_2,ag_i204a_1,ag_i204a_2,ag_i204a_3,ag_i204a_4,ag_i204b_1,ag_i204b_2,ag_i202,ag_i203,ag_i203_oth,ag_i203_1a,ag_i203_1b,ag_i204_1,ag_i204_1oth,ag_i204_2a_1,ag_i204_2a_2,ag_i204_2a_3,ag_i204_2a_4,ag_i204_2b_1,ag_i204_2b_2,ag_i204_3,ag_i204_3_oth,ag_i204_4a_1,ag_i204_4a_2,ag_i204_4a_3,ag_i204_4a_4,ag_i204_4b_1,ag_i204_4b_2,ag_i204_5,ag_i204_6a_1,ag_i204_6a_2,ag_i204_6a_3,ag_i204_6a_4,ag_i204_6b_1,ag_i204_6b_2,ag_i204_7,ag_i204_8a_1,ag_i204_8a_2,ag_i204_8a_3,ag_i204_8a_4,ag_i204_8b_1,ag_i204_8b_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b
204033350141,b0a669c2ffd643069ade235dd7941559,DG01,2016,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,25000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
204033350191,4196a0d5508c49ab9708859dcf9399a8,DG01,1982,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,90000,7000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
204033350208,37fe37de7ae44892938216396d8156a4,DG01,2001,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,2,,,,,no,70000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,DG01,,,,,,,,1,BORROWED FOR FREE,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,2,Fallow,,,,,,,,,
204033370161,3e9b486b8698410eb2b83e7e7b240e28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204033370194,f6525c28bf084206a07c316a0a49803f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204033370259,a68d3b18dd9d4933a85f4bcb9eb58fb7,DG01,2003,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,2,,,,,,no,50000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
204033370292,aad663c3546d43bb8e8710bc559accba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204033370358,1bc3d5186f164a088fd48a525033a66c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204033370390,40169eb4e3bf4038a3c2da37653ba14a,DG01,2010,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,8,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,50000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
204033380289,4782a4e754de43ee89f87e8eb8573ccb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204033380337,1adbb9c370fe4a5a87cdf6893ec9e85e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204043420171,0fc085b0999c4378aabdec91190aec07,DG01,,,,,,,,2,BORROWED FOR FREE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,2,Cultivated,,,,,,,,,
204043420208,4b713335d5a242f4b450683011267ca2,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,10000,0,Other (Specify),DIMBA SEASON,2,,1,2,Cultivated,,,,,,,,,
204053430166,83cf61372b3e4a0d9b5191b8a636a577,DG01,1982,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,yes,1,2,,,,,no,200000,50000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
204053430227,24246efbee7b435796826efae08fa473,DG01,2003,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,2,,,,,no,120000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
204053430269,b266c191252d424dbf3ef081b3c52c2d,DG01,2009,1,2,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,2,,,,,no,200000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
204053430289,138216591ed84b369a33b5645e87d9ef,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,0,Other (Specify),DIMBA SEASON,4,,1,2,Cultivated,,,,,,,,,
204053430310,3c8c543bd857434694e4dd5f4281dac2,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000,0,Other (Specify),DIMBA SEASON,3,,1,2,Cultivated,,,,,,,,,
204053440062,fe3918086ed542979aab26ced1b56de7,DG01,2013,1,,,,,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,2,,no,,,,,,,,no,,,,,,,,yes,1,,,,2,,yes,3,,,,1,,no,3000,1500,,,,,,,,,Full Year (Rainy & Dimba Seasons),,2,,1,,Cultivated,,,,,,,,,
204053440086,c86561f7d9ea49d084a8219e18d8384f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053440124,f0fc7d6852a9453fa50fc0da26e8c6e3,DG01,1984,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,10000,,,,,,,,,Rainy Season,,,,1,2,Cultivated,,,,,,,,,
204053440246,3583f66da1fd4c76b3bdf32cf4cc8d45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204063460055,f153106e0cd84a8da7cfc6c61c55048e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204063480302,bd1e7a8128f34b73a4c2c1178727945c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205013510069,d30bb91518f74b2c8e23739775647c5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205053630071,7e9925c0fbf2445f9190929a1c23540f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205073650226,995bc2112b90435a85345889ce8efb79,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,maize,,0,,,,2500,2500,Full Year (Rainy & Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,
205073680018,ccc6955062b049908055a1ad78bd3c7f,DG01,2016,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,25000,300,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
205073690215,b67cb6eaf1534ebeb9aff73745ecbfe6,DG01,2014,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,2,,,,,,no,400000,20000,,,,,,,,,Rainy Season,,,,,,Gave out for free,,,,,,,,,
206013750076,aa50199d1fa54b238d2a656d596e8a07,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomato,,0,,,,7000,0,Full Year (Rainy & Dimba Seasons),,7,,1,2,Cultivated,,,,,,,,,
206013750179,a9a9a41b0865451893699e50e974c129,DG01,1995,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,1500,,,,,,,,,Rainy Season,,1,,1,,Cultivated,,,,,,,,,
206013750282,a82ea5513b3a4b5cbaed626171ce7bf6,DG01,2000,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,30000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,1,,Cultivated,,,,,,,,,
206013750461,d4ae114ac6884923a719d24e43dc42c9,DG01,1999,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,100000,2000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,
206013770031,4c9e97141e834b5e9d28850c04304c0b,DG01,1998,1,,,,1,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,1,,yes,1,,,,1,,no,300000,8000,,,,,,,,,Rainy Season,,1,,1,,Cultivated,,,,,,,,,
206013770133,223ee9b231c74421abdc18ba2a2bf77f,DG01,1999,1,,,,4,,2,ALLOCATED BY FAMILY MEMBER,,4,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,4,,no,,,,,,,no,800000,8000,,,,,,,,,Rainy Season,,4,,1,,Cultivated,,,,,,,,,
206013770154,1725780e14754bd5ba4a6da9422a772d,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206013770206,c62ca12515db4cf0827c895752ccebb8,DG01,,,,,,,,2,MOVED IN WITHOUT PERMISSION,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Cultivated,,,,,,,,,
206013770227,f61470674ed840f489725eebac7b8c41,DG01,2014,2,,,,2,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,200000,3000,,,,,,,,,Rainy Season,,,,1,2,Cultivated,,,,,,,,,
206023790054,c8b864a20e094677b331fdc1fc8d51bb,DG01,2009,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206023790090,e64c863be8df4eefad8d5b3ab6817aba,DG01,1975,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,60000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206023790108,5ef8da0364dd4e2f849d4c139b5ac580,DG01,1999,1,2,,,,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,10000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206023790163,9ea2a2059f0a4448ba4bb3940408ac5a,DG01,1985,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,4000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206023790181,97294ae2dbcd4ede87aa1a65ff52187f,DG01,2002,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,800000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206023790253,f65a914f0962402994c138b53460c84d,DG01,,,,,,,,1,MOVED IN WITHOUT PERMISSION,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,Cultivated,,,,,,,,,
206023790271,47a08b2ed08f4001a217d265d8044506,DG01,2006,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,1000000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206023790307,8182a6c044cf40c4889e2d75c749ba36,DG01,2011,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206023790325,f777405f5e2c4621ba7b21a358d7676d,DG01,1991,1,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,150000,20000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206023790379,32d24cc2ee7f4abfa511aec8b2cd0436,DG01,1997,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,500000,4000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206023800176,005c5a2a2ff843ffa0a99c1bfeecf94b,DG01,2005,1,,,,,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,35000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206023810462,a104cc539f6e4696949cad8b8387fd27,DG01,,,,,,,,2,PURCHASED WITHOUT TITLE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,2,Cultivated,,,,,,,,,
206023810492,47c78c06ceac4e2f85b6e45bc7cf49bf,DG01,2002,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,8,,no,,,,,,,,no,,,,,,,,yes,1,,,,8,,yes,1,,,,8,,no,150000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,8,,1,2,Cultivated,,,,,,,,,
206033830048,bd027c352b974a5abe6d9d170aa68baf,DG01,1998,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,500000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206033830057,0e01dae17a434c3ea80f77fa61e0483d,DG01,1996,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,50000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206033830086,b879cb9490064b8283f6b5ac91d9e4da,DG01,2001,1,,,,,,1,GRANTED BY LOCAL LEADERS,,,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,1,,,,,,no,60000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206033830096,dcefc8a38e32420397ca7df5daa0a298,DG01,2013,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,50000,2000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206033830134,4e5d9ae21660444f8b5a041751d9943b,DG01,1971,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,2,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,500000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Gave out for free,,,,,,,,,
206033830143,25d1e0c921a74c368a86b41f4520c102,DG01,2014,1,2,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206033830172,bfd7485aca1e40c1a3e5a0a418831574,DG01,2014,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,yes,20000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206033840268,25f2bd024c194a4b9e20a5c353a143fe,DG01,2005,1,2,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,50000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206033840299,4b488f4bfaa640d6a3f2d5964a25a237,DG01,2010,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,158000,10000,,,,,,,,,Rainy Season,,,,,,Rented out,,maize,,0,,,,10000,0
206033840360,88c39f9a557c4a2dbaf1c90c1bb1faf5,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206033850368,387cfce1be204b5b866ea739ab22f204,DG01,1985,2,,,,1,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,2,,,,1,,yes,2,,,,1,,no,60000,4000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,
206033860108,694f0f2c811345128ca4634969b9ee27,DG01,1978,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206033860256,0ec1ee37bc2646078b633024170b4334,DG01,2002,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,,,no,80000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Fallow,,,,,,,,,
206033860277,0a08ab62abc54673ba6cd7d54afe1de9,DG01,9999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,30000,3000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206033870090,e2d53500a87a411193b283c0df4c6701,DG01,,,,,,,,2,PURCHASED WITHOUT TITLE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,,Cultivated,,,,,,,,,
206033870090,e2d53500a87a411193b283c0df4c6701,DG02,,,,,,,,2,PURCHASED WITHOUT TITLE,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,2,Fallow,,,,,,,,,
206033870304,51779e0c98b7457e85208ea2c8994258,DG01,1991,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,200000,10000,,,,,,,,,Rainy Season,,1,,1,,Cultivated,,,,,,,,,
206043890066,d83e2410184d4f18ac63a9d2d44ffcf1,DG01,,,,,,,,1,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tomato,,0,,,,5000,0,Full Year (Rainy & Dimba Seasons),,1,,1,,Cultivated,,,,,,,,,
206043900060,cb96dbd58f99448996cc7f4fcef5b7d1,DG01,1999,2,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,2,,,,,,yes,2,,,,,,no,40000,2000,,,,,,,,,Rainy Season,,,,,,Gave out for free,,,,,,,,,
206043900076,81d1db5435d6411fae3b13bd39ce25b7,DG01,2009,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206043900100,9ab22e0ef0304eb3811122980ad656b6,DG01,2002,1,,,,,,2,INHERITED BY THE DEATH OF A FAMILY MEMBER,,2,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,15000,10000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206043900115,7107473eb6bf4d8b84be46545dafbf59,DG01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206043910090,1f7e249702d34058bef303d18d56bc5a,DG01,1999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,100000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206043910136,1a2069b6f58e4085ab2620e2ccbfe616,DG01,2014,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206043910226,1b06ac75723a47828f08b27b1b49041c,DG01,9999,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,
206063950036,b08d86ccb8fc481c9b21771d21f46dab,DG01,,,,,,,,,,,,,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206063950053,74ac196f18594dbbaa1981bc4d36aab8,DG01,2000,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,150000,4000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206063950071,3c2f3cffd425452c95f06cc2996278df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206063950160,fad9403e3f8b42d1b568a9b51b24c62b,DG01,2007,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,50000,7000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206063950196,20a7ecff92dd42fdbcc9872f6c5982d1,DG01,2000,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,400000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,
206063950231,07ddf6da55624c37a2e04c32f2f7020d,DG01,2000,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,300000,8000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206073960010,f1cf9b02ecdb492b8fc33fdf98c9da8e,DG01,2012,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,190000,45000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206073960040,60cf0b2bd5dd4307a9d88cbf1682f474,DG01,9999,1,2,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,2,,,,,yes,1,2,,,,,no,900000,250000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206073970061,be2deb7906c547a68a9e802183bda4de,DG01,2013,2,,,,,,2,ALLOCATED BY FAMILY MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,2,,,,1,,yes,2,,,,1,,no,50000,5000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,
206083980013,171199f8e2db41059e33d89c69f43d5a,DG01,9999,1,,,,,,1,GIFT FROM NON-HOUSEHOLD MEMBER,,1,,no,,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,1000000,15000,,,,,,,,,Full Year (Rainy & Dimba Seasons),,,,,,Cultivated,,,,,,,,,
206093990082,a93d7f2016ac47238ae5d1d5750fde44,DG01,2007,2,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,no,,,,,,,no,,,,,4,,yes,74000,500,,,,,,,,,Other (Specify),DIMBA SEASON,,,1,2,Cultivated,,,,,,,,,
206093990181,95a3c33067f24d5ca8f687a36cdcc676,DG01,2001,1,,,,,,1,ALLOCATED BY FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,12000,6000,,,,,,,,,Rainy Season,,,,1,,Cultivated,,,,,,,,,
206093990247,508f9c94f83546559799e6b40e0a8aed,DG01,1998,1,,,,,,1,INHERITED BY THE DEATH OF A FAMILY MEMBER,,1,,no,.,,,,,,,no,,,,,,,,yes,1,,,,,,yes,1,,,,,,no,50000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,1,,Cultivated,,,,,,,,,
206104010022,fd8d67f8b1c546babf13fd68cb26febe,DG01,2002,2,,,,,,1,ALLOCATED BY FAMILY MEMBER,,3,,no,.,,,,,,,no,,,,,,,,no,,,,,,,yes,2,,,,,,no,40000,5000,,,,,,,,,,,,,,,,,,,,,,,,
206104010044,5f894c2f6fd840679e743d6852fb4ba7,DG01,,,,,,,,2,RENT SHORT-TERM,,,,no,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soyabean,,0,,,,15000,0,Rainy Season,,3,,1,2,Cultivated,,,,,,,,,
206104010156,57f7f1ca630e4ce8860651d403f4e232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
