case_id,hhid,crop_code,ag_q01,ag_q02a,ag_q02b,ag_q02b_oth,ag_q02c,ag_q03,ag_q05a,ag_q05b,ag_q06a,ag_q06b,ag_q07a,ag_q07b,ag_q08,ag_q09,ag_q09_oth,ag_q10,ag_q31a,ag_q31b,ag_q31b_oth,ag_q31c,ag_q32a,ag_q32b,ag_q32b_oth,ag_q32c,ag_q33a,ag_q33b,ag_q33b_oth,ag_q33c,ag_q34a,ag_q34b,ag_q34b_oth,ag_q34c,ag_q35a,ag_q35b,ag_q35b_oth,ag_q35c,ag_q35d,ag_q36a,ag_q36b,ag_q36_oth,ag_q37,ag_q38,ag_q38_oth,ag_q39a,ag_q39b,ag_q39b_oth,ag_q39c,ag_q40a,ag_q40b,ag_q40_oth,ag_q41a,ag_q41b,ag_q41_oth
103091630077,a3bac4182e1e4439aa9ec1aa6f1c894d, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091630088,c2357fae9d644145a77c560133bbd9ff, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091630100,40e7d0bf64374e3db7e9211e268fdf67, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091630111,26c5224f2d4d4f5a8b59263291d87d1e, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,2,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
103091630123,011c61cfae3b4d76b14a9d8883d46d0c, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
103091630134,f2580d676afb4c87baeb4082e8e51daf, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,3,Rotting,,,no,,,,,,,,,,Food for household,,
103091630146,d805ca3097d3471497b6e69958a36317, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091630157,49559913495f46d5a788814028289cf9, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091630169,c0c8342c2c59493ca9e5c94b66188ae9, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091640015,f675ae546ffd4c65b4ff7eca639b5aef, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091640061,cfff2d6469a44bed8434f67f415bc81d, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103091640075,0d8b02de43954cb496b2aeb117daa560, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,Other (Specify),,,no,,,,,,,,,,Food for household,,
103091640090,cbcb4d0efd51421a9ab3d293df14eeb6, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,8,bunch,,NOT APPLICABLE,3,50 KG BAG,,NOT APPLICABLE,,Rodents/Pests,Rotting,,yes,Bags in house,,4,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,Food for household,,
103091640104,b9c94e08eab045e2aa3573e8682e065d, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,,,
103091640121,15b526f5667a410f8bc770992d9909a3, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103091640136,769d9986929f45169fc472563bac5523, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091640150,9f4acc45075e445390de3771cac29b10, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,Rotting,,,yes,Bags in house,,0,,,,Did Nothing,,,Food for household,,
103091640211,bc3bce638161477592d3ea6fca0c817e, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,,Rotting,Theft,,no,,,,,,,,,,Food for household,,
103091640254,3df550fb47554460bd794cd44f989aa2, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,,,,,no,,,,,,,,,,Food for household,,
103091640312,2a5c661018d0446b85b021261c2c1040, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103101650173,2fd92905dd4549699328668828064298,avocado,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,10,Rotting,,,no,,,,,,,,,,Food for household,,
103101650213,cd448e191a6b4afabf6f3a9e871ec9c5,mango,yes,50,kilogram,,NOT APPLICABLE,5000,5,,1,,january,2016,1,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103101650213,cd448e191a6b4afabf6f3a9e871ec9c5,NAARTJE (TANGERINE),yes,3,PAIL (LARGE),,NOT APPLICABLE,4500,5,,1,2,june,2016,0,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103101650213,cd448e191a6b4afabf6f3a9e871ec9c5,avocado,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103101650213,cd448e191a6b4afabf6f3a9e871ec9c5,lemon,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660008,d267ae81df5a466087ac233e7fd67838,NAARTJE (TANGERINE),yes,3,PAIL (LARGE),,NOT APPLICABLE,5000,1,,1,2,april,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Wait for the arrival of buyer,
103121660008,d267ae81df5a466087ac233e7fd67838, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660015,0e7df1194a4b49e48419e7dfd4a0b4b4, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660023,9c0e08dec16a4f5e95110b3d1bb8d38e,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
103121660023,9c0e08dec16a4f5e95110b3d1bb8d38e, CASSAVA,yes,10,PAIL (LARGE),,NOT APPLICABLE,15000,4,,1,2,august,2016,5,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660039,9f240dff59924c98a61a8fa08e0b1bb4,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,,
103121660039,9f240dff59924c98a61a8fa08e0b1bb4, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660046,4b49e4ad83da4bcaa768a3b106d77be1, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,yes,Bags in house,,4,50 KG BAG,,S: SHELLED,Did Nothing,,,Food for household,,
103121660054,71193384a59f486fad39bcf3ae73df4e, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,piece,,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Does not usually store,Food for household,
103121660070,8bc562efd12d4454806573c02b30f4b8, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
103121660077,cd87c1ae6f6247a791610f0148dc90a8, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,Food for household,
103121660101,4d3d570316ec49dd8f7fce8fba4ba124, CASSAVA,yes,3,50 KG BAG,,NOT APPLICABLE,20000,1,,1,2,september,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,yes,Bags in house,,6,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,Food for household,,
103121660101,4d3d570316ec49dd8f7fce8fba4ba124,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660108,407b79a6a36b41f9bcb7359284bc9a48, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
103121660116,8066464776be49a2b56320156502f6b2,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
103121660116,8066464776be49a2b56320156502f6b2, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,yes,Bags in house,,5,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,Food for household,,
103121660131,4668bc318c214d3294b7ce5a4cbf3cb0, CASSAVA,yes,2,PAIL (LARGE),,NOT APPLICABLE,4000,1,,1,2,october,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,yes,Bags in house,,1,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,Food for household,,
103121660131,4668bc318c214d3294b7ce5a4cbf3cb0,banana,yes,3,OTHER (SPECIFY),CLUSTER,NOT APPLICABLE,9000,1,,1,2,july,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Does not usually store,
103121660139,e79fbb977db64a23b961342e46f78c87,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,5,kilogram,,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
103121660139,e79fbb977db64a23b961342e46f78c87, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3,bunch,,NOT APPLICABLE,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
103121660146,41b3c33027ed4be49e58b1dad84d8ee9, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660162,746bc94ba0684cdca1cc9258668244dc, CASSAVA,yes,2,50 KG BAG,,NOT APPLICABLE,12000,1,,1,,september,2016,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,20,kilogram,,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
103121660162,746bc94ba0684cdca1cc9258668244dc,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,50,kilogram,,NOT APPLICABLE,15,Rotting,,,no,,,,,,,,,,Food for household,,
103121660162,746bc94ba0684cdca1cc9258668244dc,orange,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121660162,746bc94ba0684cdca1cc9258668244dc,avocado,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121670006,2126cbbfdb9d4cad859b8a98a9c13051,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,0,,,,7,Rotting,,,no,,,,,,,,,,Food for household,,
103121670006,2126cbbfdb9d4cad859b8a98a9c13051, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,10,Theft,,,no,,,,,,,,,,Food for household,,
103121670022,9c3856320031477ca42023a129f30b5e, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,NOT APPLICABLE,15,Theft,,,no,,,,,,,,,,Food for household,,
103121670054,4e497683d930496ea0d64dcab68c3c76,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,S: SHELLED,2,Theft,,,no,,,,,,,,,,Does not usually store,,
103121670054,4e497683d930496ea0d64dcab68c3c76, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,6,bunch,,S: SHELLED,1,50 KG BAG,,S: SHELLED,5,Rotting,,,no,,,,,,,,,,Seed for planting,Food for household,
103121670055,cf0cdf3a873440c6bec0392e7c6ecf28,avocado,no,,,,,,,,,,,,,,,,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,10,Insects,Rotting,,no,,,,,,,,,,Food for household,,
103121670055,cf0cdf3a873440c6bec0392e7c6ecf28, CASSAVA,no,,,,,,,,,,,,,,,,1,OTHER (SPECIFY),BASKET,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,10,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
103121670055,cf0cdf3a873440c6bec0392e7c6ecf28,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,Rotting,Insects,,no,,,,,,,,,,Does not usually store,,
103121670070,ad2ecea049444414b91da38fa986b46c, CASSAVA,yes,3,50 KG BAG,,NOT APPLICABLE,4200,3,,1,2,december,2016,3,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,Rotting,Rodents/Pests,,no,,,,,,,,,,Food for household,To sell at a higher price,
103121670086,fea191a68d614a9c9a822584845f43ce, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rotting,,,no,,,,,,,,,,Food for household,,
103121670102,ae8a1c0810f745f595f402c1d55d4f64, CASSAVA,no,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,5,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
103121670133,6c5378ff2c914065b860dea3ab84016a, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20,bunch,,S: SHELLED,1,50 KG BAG,,S: SHELLED,5,Rotting,,,no,,,,,,,,,,Food for household,Seed for planting,
103121670149,d8a58ec5e522491eb3fbd29b26c8a815, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10,bunch,,S: SHELLED,1,50 KG BAG,,S: SHELLED,5,Rotting,,,no,,,,,,,,,,Food for household,Seed for planting,
103121670165,35bad59fe5394d88b5d6414fd02c03e1, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,Rotting,,,no,,,,,,,,,,Food for household,,
103121670181,45daa5fffb3e4f7882c940c0abeaa4a2, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,bunch,,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,,
103121670197,a482d8650f044206bbfab72655f629fc, CASSAVA,yes,10,50 KG BAG,,NOT APPLICABLE,20000,3,,1,,december,2016,2,Buyer picked up the crop,,0,2,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,15,Rotting,,,no,,,,,,,,,,Food for household,,
103121670213,6fd346e5c2e6406ebe01e854b7529315, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,Rotting,,,no,,,,,,,,,,Food for household,,
103121670245,d99add10c5864d9c92c1a1a4652c9700, CASSAVA,yes,10,50 KG BAG,,S: SHELLED,5000,3,,1,2,december,2016,4,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,10,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103121680128,14448684185b4cceaeb97c1de3c6b041, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121680193,e73d76ed0a064c76a330fccdb9a9fa2c, CASSAVA,yes,4,50 KG BAG,,NOT APPLICABLE,55000,1,,1,,august,2015,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121680214,afae29d2847644d287fd7c1661968ad7, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121680279,6722c5108f494fa7b2129ba5366656d9, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
103121680300,0d7024643b98473a9c940cc503eb09bd, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103121680321,ceb4a4a1eee8431a8d46b05e7f8feb70, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103121690024,4ac5040a40334880b27c2ff8b640a56a, CASSAVA,yes,3,PAIL (LARGE),,NOT APPLICABLE,7500,3,,1,2,august,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,3,bunch,,NOT APPLICABLE,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121690051,fd13a8ac8b0d48d78b0c76840dd8703d,orange,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121690051,fd13a8ac8b0d48d78b0c76840dd8703d,banana,yes,5,OTHER (SPECIFY),CLUSTER,NOT APPLICABLE,15000,1,,1,2,august,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103121690051,fd13a8ac8b0d48d78b0c76840dd8703d,avocado,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121690078,22647550090e4c44bcf7e5cd56363735, CASSAVA,yes,4,50 KG BAG,,NOT APPLICABLE,24000,1,,1,2,december,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103121690104,38c01106b4694bff82d5a4d59addb6e0, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,2,bunch,,NOT APPLICABLE,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
103121690131,6c64ae20b2994337872ef9d657d8c469, CASSAVA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,Food for household,,
103121690158,6b9302fd9d394260a58bc65e07024add, CASSAVA,yes,2,PAIL (LARGE),,NOT APPLICABLE,5000,2,,1,2,october,2016,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,15,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
103121690238,705cd6744a3642049910a0be0ca0e582, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,,
103121690264,806626ebe2f0425195b776fb65dd8197, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121690291,5e472bd78d4540d1bc4dabec714a747e, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,PAIL (SMALL),,NOT APPLICABLE,5,Rodents/Pests,,,no,,,,,,,,,,Food for household,,
103121690318,15f8326f93b64db6a93211834e830ded, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103121690344,35627f466dad4ae8844db83476f53e0f, CASSAVA,yes,7,OTHER (SPECIFY),90 KG BAG,NOT APPLICABLE,92000,5,,1,2,december,2016,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
103121690371,9796609ff4df442eaba37e97075ade86, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,1,Rotting,,,no,,,,,,,,,,Does not usually store,,
103121690424,8699ec0c7930415982468225d2a81a62, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Does not usually store,,
103201700023,200abe65cf81492996fb536cdba870de, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,5,50 KG BAG,,NOT APPLICABLE,2,50 KG BAG,,NOT APPLICABLE,10,Rodents/Pests,,,no,,,,,,,,,,Food for household,Seed for planting,
103201700045,922e3d8ad8584509943cdf1e7369d496,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,50,kilogram,,NOT APPLICABLE,25,Rodents/Pests,Insects,,no,,,,,,,,,,Food for household,To sell at a higher price,
103201700057,5df913186e364fe2aae62230c04193c9, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700068,84be51f327394a3a8e5a06374264eba1, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,yes,Bags in house,,14,50 KG BAG,,NOT APPLICABLE,Did Nothing,,,Food for household,,
103201700079,9977f1d5d6f7420da34b676ad1f9bf0f,guava,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700079,9977f1d5d6f7420da34b676ad1f9bf0f,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700091,ccc14267fbd84558ad61e43aff5b5a22,guava,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700091,ccc14267fbd84558ad61e43aff5b5a22,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700091,ccc14267fbd84558ad61e43aff5b5a22,[CUSTADE APPLE] POZA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700091,ccc14267fbd84558ad61e43aff5b5a22,orange,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700091,ccc14267fbd84558ad61e43aff5b5a22, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700091,ccc14267fbd84558ad61e43aff5b5a22,NAARTJE (TANGERINE),no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700102,48d11b47d14a4d2a855f5fec1c8e8cd8,avocado,yes,3,PAIL (LARGE),,NOT APPLICABLE,3800,2,4,1,,december,2015,1,Buyer picked up the crop,,0,1,OTHER (SPECIFY),PAIL (5L),NOT APPLICABLE,0,,,,0,,,,0,,,,20,piece,,NOT APPLICABLE,20,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103201700102,48d11b47d14a4d2a855f5fec1c8e8cd8, CASSAVA,no,,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,1,PAIL (SMALL),,NOT APPLICABLE,1,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103201700102,48d11b47d14a4d2a855f5fec1c8e8cd8,mango,no,,,,,,,,,,,,,,,,2,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,2,PAIL (SMALL),,NOT APPLICABLE,2,Rotting,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103201700125,6457358785ad492ebd908d92900b4b1d,PAWPAW/PAPAYA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,piece,,NOT APPLICABLE,10,Rotting,,,no,,,,,,,,,,Food for household,,
103201700125,6457358785ad492ebd908d92900b4b1d, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103201700147,dbdc0dc4e57143c78604a445556246d0,banana,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700147,dbdc0dc4e57143c78604a445556246d0, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,To sell at a higher price,
103201700170,06cd9a308c6d4a309d1f2ee191d511e8, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1,OX-CART,,NOT APPLICABLE,0,,,,,,,,yes,Other (Specify),LEFT IN THE GARDEN,2,OX-CART,,NOT APPLICABLE,Did Nothing,,,Food for household,Seed for planting,
103201700193,6bf41810b584418c9e9f51c0b46c6282, CASSAVA,yes,250,kilogram,,NOT APPLICABLE,10000,1,,1,,september,2015,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,,
103201700204,a5ae70e5fa064337815355c972f70c3f,mango,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,60,piece,,NOT APPLICABLE,10,Rotting,,,no,,,,,,,,,,Food for household,,
103201700215,70fe04e5230445c9b8ae5fcadb9b3074, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,no,,,,,,,,,,Food for household,Seed for planting,
103201700215,70fe04e5230445c9b8ae5fcadb9b3074,mango,yes,10,PAIL (SMALL),,NOT APPLICABLE,8000,5,,1,2,january,2016,5,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,50,kilogram,,NOT APPLICABLE,5,Rotting,,,no,,,,,,,,,,Food for household,Wait for the arrival of buyer,
103201700238,73d02f4a23d34de28065e22458c29c92, CASSAVA,no,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,20,Rodents/Pests,Insects,,no,,,,,,,,,,Food for household,,
