ea_id,com_cb01,com_cb03,com_cb04,com_cb05,com_cb05_oth,com_cb05_1,com_cb06,com_cb07,com_cb08
20206299,6,male,48,COUNSELOR TO HEADMAN,,16,48,jce,chewa
20206299,5,male,65,RELIGIOUS LEADER,,5,32,none,chewa
20206299,1,male,40,headman,,2,40,none,chewa
20206300,5,male,35,COUNSELOR TO HEADMAN,,2,35,msce,chewa
20206300,3,female,28,BUSINESS MAN/WOMAN,,2,28,jce,chewa
20206300,2,male,77,RELIGIOUS LEADER,,2,41,none,chewa
20206300,4,female,32,BUSINESS MAN/WOMAN,,5,32,jce,chewa
20206300,6,male,51,HEALTH WORKER,,15,51,none,chewa
20206300,1,male,39,headman,,6,26,pslc,chewa
20220301,5,male,25,COUNSELOR TO HEADMAN,,2,11,msce,chewa
20220301,7,female,44,COUNSELOR TO HEADMAN,,5,44,jce,chewa
20220301,9,female,35,COUNSELOR TO HEADMAN,,14,35,none,chewa
20220301,1,female,45,headman,,10,45,none,chewa
20220301,2,male,75,RELIGIOUS LEADER,,1,75,none,chewa
20220301,4,female,76,BUSINESS MAN/WOMAN,,7,33,pslc,chewa
20220301,8,male,48,COUNSELOR TO HEADMAN,,1,48,pslc,chewa
20220301,10,female,50,BUSINESS MAN/WOMAN,,15,50,none,chewa
20220301,6,female,26,SCHOOL TEACHER,,7,26,jce,chewa
20220301,3,male,22,RELIGIOUS LEADER,,9,11,none,chewa
20220302,4,female,48,BUSINESS MAN/WOMAN,,24,29,pslc,chewa
20220302,5,female,70,COUNSELOR TO HEADMAN,,26,65,none,chewa
20220302,7,male,59,COUNSELOR TO HEADMAN,,10,30,jce,chewa
20220302,6,female,59,RELIGIOUS LEADER,,20,47,none,chewa
20220302,10,male,76,COUNSELOR TO HEADMAN,,2,72,none,chewa
20220302,3,female,36,COUNSELOR TO HEADMAN,,3,36,msce,chewa
20220302,1,male,54,headman,,1,54,none,chewa
20220302,2,male,71,RELIGIOUS LEADER,,50,70,none,chewa
20220302,9,male,27,BUSINESS MAN/WOMAN,,3,27,pslc,chewa
20220302,8,male,70,BUSINESS MAN/WOMAN,,12,20,none,chewa
20301303,8,male,34,BUSINESS MAN/WOMAN,,10,34,jce,chewa
20301303,3,female,23,RELIGIOUS LEADER,,5,5,none,chewa
20301303,2,male,49,BUSINESS MAN/WOMAN,,16,46,none,chewa
20301303,5,male,49,COUNSELOR TO HEADMAN,,5,49,jce,chewa
20301303,4,male,34,BUSINESS MAN/WOMAN,,11,34,jce,chewa
20301303,1,male,55,headman,,13,20,none,chewa
20301303,7,male,31,police,,1,35,pslc,chewa
20301303,6,male,25,BUSINESS MAN/WOMAN,,2,25,jce,chewa
20301304,7,male,47,COUNSELOR TO HEADMAN,,11,17,none,chewa
20301304,2,female,64,SPOUSE OF HEADMAN,,26,33,none,chewa
20301304,1,male,83,headman,,5,33,none,chewa
20301304,3,female,42,COUNSELOR TO HEADMAN,,4,19,none,chewa
20301304,4,female,36,COUNSELOR TO HEADMAN,,5,14,pslc,chewa
20301304,6,male,49,BUSINESS MAN/WOMAN,,12,47,jce,chewa
20301304,5,male,42,BUSINESS MAN/WOMAN,,14,42,pslc,chewa
20302305,1,male,34,headman,,3,34,pslc,chewa
20302305,5,female,18,BUSINESS MAN/WOMAN,,1,18,jce,chewa
20302305,2,male,42,HEALTH WORKER,,6,42,pslc,chewa
20302305,3,male,57,BUSINESS MAN/WOMAN,,16,57,none,chewa
20302305,7,male,42,RELIGIOUS LEADER,,15,42,none,chewa
20302305,4,male,27,BUSINESS MAN/WOMAN,,3,27,none,chewa
20302305,6,male,24,BUSINESS MAN/WOMAN,,2,24,msce,chewa
20302306,8,female,30,BUSINESS MAN/WOMAN,,3,30,msce,chewa
20302306,2,male,40,headman,,1,40,msce,chewa
20302306,7,male,32,BUSINESS MAN/WOMAN,,1,32,none,chewa
20302306,1,male,40,headman,,19,40,none,chewa
20302306,10,female,53,SCHOOL HEADMASTER,,2,2,msce,chewa
20302306,4,male,53,headman,,10,52,none,chewa
20302306,3,male,52,BUSINESS MAN/WOMAN,,47,52,none,chewa
20302306,6,male,44,RELIGIOUS LEADER,,4,44,none,chewa
20302306,9,male,36,headman,,3,36,pslc,chewa
20302306,5,male,29,COUNSELOR TO HEADMAN,,2,29,jce,chewa
20303307,8,female,35,RELIGIOUS LEADER,,2,18,none,chewa
20303307,2,male,51,headman,,10,51,pslc,chewa
20303307,5,female,33,OTHER (SPECIFY),"""farmer """,15,33,none,chewa
20303307,1,male,69,OTHER (SPECIFY),"""farmer """,40,50,pslc,chewa
20303307,6,female,32,BUSINESS MAN/WOMAN,,5,32,pslc,chewa
20303307,7,female,30,OTHER (SPECIFY),farmer,8,30,none,chewa
20303307,4,male,35,BUSINESS MAN/WOMAN,,5,35,none,chewa
20303307,3,male,32,OTHER (SPECIFY),world Vision volunteer,5,32,msce,chewa
20303308,5,female,35,COUNSELOR TO HEADMAN,,6,35,none,chewa
20303308,2,male,53,SCHOOL TEACHER,,18,17,msce,chewa
20303308,7,female,30,BUSINESS MAN/WOMAN,,1,3,msce,chewa
20303308,6,male,36,RELIGIOUS LEADER,,9,36,none,chewa
20303308,8,female,20,COUNSELOR TO HEADMAN,,1,1,none,chewa
20303308,9,female,29,COUNSELOR TO HEADMAN,,5,29,none,chewa
20303308,3,female,50,COUNSELOR TO HEADMAN,,2,50,none,chewa
20303308,11,female,30,BUSINESS MAN/WOMAN,,6,30,pslc,chewa
20303308,10,female,40,BUSINESS MAN/WOMAN,,5,40,none,chewa
20303308,4,male,34,RELIGIOUS LEADER,,1,34,none,chewa
20303308,12,male,28,BUSINESS MAN/WOMAN,,5,28,jce,chewa
20303308,1,female,75,BUSINESS MAN/WOMAN,,6,75,none,chewa
20303309,9,female,59,BUSINESS MAN/WOMAN,,10,59,none,chewa
20303309,8,male,48,HEALTH WORKER,,17,47,none,chewa
20303309,1,female,49,BUSINESS MAN/WOMAN,,25,49,pslc,chewa
20303309,4,male,65,police,,10,65,none,chewa
20303309,5,male,43,RELIGIOUS LEADER,,20,43,msce,chewa
20303309,2,female,57,BUSINESS MAN/WOMAN,,40,57,none,chewa
20303309,7,male,55,BUSINESS MAN/WOMAN,,27,55,pslc,chewa
20303309,6,male,26,COUNSELOR TO HEADMAN,,6,26,pslc,chewa
20303309,3,male,54,BUSINESS MAN/WOMAN,,16,57,pslc,chewa
20304310,7,female,48,OTHER (SPECIFY),farmer,20,48,none,chewa
20304310,1,male,25,BUSINESS MAN/WOMAN,,2,25,none,chewa
20304310,2,male,41,OTHER (SPECIFY),farmer,14,40,none,chewa
20304310,3,male,30,headman,,3,30,none,chewa
20304310,8,female,25,OTHER (SPECIFY),farmer,5,25,none,chewa
20304310,9,female,28,OTHER (SPECIFY),"""farmer """,5,28,none,chewa
20304310,10,female,35,OTHER (SPECIFY),"""farmer """,10,35,none,chewa
20304310,4,male,41,OTHER (SPECIFY),farmer,20,41,none,chewa
20304310,5,female,30,OTHER (SPECIFY),farm6er,14,30,none,chewa
20304310,6,female,25,OTHER (SPECIFY),"""farmer """,4,25,none,chewa
20304311,5,female,67,COUNSELOR TO HEADMAN,,30,67,none,chewa
20304311,6,female,68,COUNSELOR TO HEADMAN,,2,52,pslc,chewa
20304311,7,female,30,BUSINESS MAN/WOMAN,,4,30,pslc,chewa
20304311,1,male,58,headman,,1,58,pslc,chewa
20304311,9,female,45,HEALTH WORKER,,3,45,pslc,chewa
20304311,3,male,32,COUNSELOR TO HEADMAN,,6,32,pslc,chewa
20304311,8,female,56,BUSINESS MAN/WOMAN,,15,58,none,chewa
20304311,4,female,30,COUNSELOR TO HEADMAN,,1,30,none,chewa
20304311,2,female,62,RELIGIOUS LEADER,,15,62,none,chewa
20304313,11,female,56,OTHER (SPECIFY),"""farmer """,30,56,none,chewa
20304313,9,female,48,OTHER (SPECIFY),"""Farmer """,30,48,none,chewa
20304313,6,male,53,headman,,10,40,none,chewa
20304313,13,female,51,OTHER (SPECIFY),"""health committee  member """,8,40,none,chewa
20304313,3,male,45,headman,,11,45,none,chewa
20304313,12,female,42,OTHER (SPECIFY),"""farmer """,25,42,none,chewa
20304313,1,male,31,OTHER (SPECIFY),"""FARMER """,15,31,none,chewa
20304313,2,male,58,COUNSELOR TO HEADMAN,,11,55,pslc,chewa
20304313,7,male,68,headman,,15,68,pslc,chewa
20304313,5,male,73,OTHER (SPECIFY),"""farmer """,20,30,pslc,chewa
20304313,4,male,60,OTHER (SPECIFY),"""farmer """,40,50,pslc,chewa
20304313,8,female,44,OTHER (SPECIFY),"""farmer """,28,44,none,chewa
20304313,10,female,72,OTHER (SPECIFY),"""farmer """,50,72,none,chewa
20304314,13,male,75,COUNSELOR TO HEADMAN,,12,75,none,chewa
20304314,1,male,42,headman,,6,21,pslc,chewa
20304314,12,female,34,SPOUSE OF HEADMAN,,8,31,pslc,chewa
20304314,9,female,52,RELIGIOUS LEADER,,24,12,pslc,chewa
20304314,3,male,32,BUSINESS MAN/WOMAN,,4,32,jce,chewa
20304314,5,female,63,BUSINESS MAN/WOMAN,,30,63,none,chewa
20304314,4,male,32,COUNSELOR TO HEADMAN,,2,32,jce,chewa
20304314,10,female,44,COUNSELOR TO HEADMAN,,21,24,none,chewa
20304314,2,male,32,BUSINESS MAN/WOMAN,,4,21,pslc,chewa
20304314,11,female,70,COUNSELOR TO HEADMAN,,50,70,none,chewa
20304314,7,female,61,SPOUSE OF HEADMAN,,32,32,none,chewa
20304314,6,female,38,BUSINESS MAN/WOMAN,,4,38,none,chewa
20304314,8,female,35,BUSINESS MAN/WOMAN,,14,15,none,chewa
20304315,1,male,71,headman,,2,29,none,chewa
20304315,3,male,60,BUSINESS MAN/WOMAN,,35,24,none,chewa
20304315,4,female,32,HEALTH WORKER,,4,10,jce,chewa
20304315,5,female,41,BUSINESS MAN/WOMAN,,10,25,pslc,chewa
20304315,6,female,53,BUSINESS MAN/WOMAN,,5,35,none,chewa
20304315,2,male,71,headman,,8,71,none,chewa
20304315,7,female,32,COUNSELOR TO HEADMAN,,2,15,pslc,chewa
20305316,6,female,36,SPOUSE OF HEADMAN,,1,36,none,chewa
20305316,1,male,69,BUSINESS MAN/WOMAN,,12,46,none,chewa
20305316,5,female,47,BUSINESS MAN/WOMAN,,24,47,none,chewa
20305316,3,male,37,SPOUSE OF HEADMAN,,14,37,none,chewa
20305316,2,male,69,COUNSELOR TO HEADMAN,,8,46,none,chewa
20305316,4,male,35,SPOUSE OF HEADMAN,,2,35,jce,chewa
20305317,10,female,34,BUSINESS MAN/WOMAN,,10,14,none,chewa
20305317,5,male,40,BUSINESS MAN/WOMAN,,22,16,none,chewa
20305317,12,female,66,COUNSELOR TO HEADMAN,,45,39,none,chewa
20305317,3,female,43,BUSINESS MAN/WOMAN,,20,43,none,chewa
20305317,8,male,37,BUSINESS MAN/WOMAN,,10,14,jce,chewa
20305317,1,female,50,RELIGIOUS LEADER,,8,50,pslc,chewa
20305317,13,female,34,COUNSELOR TO HEADMAN,,4,16,jce,chewa
20305317,11,female,21,BUSINESS MAN/WOMAN,,5,10,pslc,chewa
20305317,6,male,49,BUSINESS MAN/WOMAN,,15,40,none,chewa
20305317,9,female,45,BUSINESS MAN/WOMAN,,25,6,pslc,chewa
20305317,2,female,71,BUSINESS MAN/WOMAN,,8,71,pslc,chewa
20305317,4,female,35,RELIGIOUS LEADER,,7,35,none,chewa
20305317,7,male,40,BUSINESS MAN/WOMAN,,4,40,none,chewa
20305317,14,female,42,BUSINESS MAN/WOMAN,,22,7,none,chewa
20305318,6,female,29,COUNSELOR TO HEADMAN,,1,12,none,chewa
20305318,7,female,54,SPOUSE OF HEADMAN,,1,27,none,chewa
20305318,3,male,25,SCHOOL TEACHER,,3,25,msce,chewa
20305318,8,female,23,BUSINESS MAN/WOMAN,,2,9,none,chewa
20305318,1,male,77,headman,,3,77,none,chewa
20305318,2,male,35,BUSINESS MAN/WOMAN,,3,35,pslc,chewa
20305318,5,male,28,COUNSELOR TO HEADMAN,,7,28,pslc,chewa
20305318,4,male,37,HEALTH WORKER,,2,37,msce,chewa
20305318,10,male,52,BUSINESS MAN/WOMAN,,2,18,jce,chewa
20305318,9,female,54,COUNSELOR TO HEADMAN,,1,9,none,chewa
20305319,5,male,32,COUNSELOR TO HEADMAN,,4,32,none,chewa
20305319,1,male,74,OTHER (SPECIFY),farmer,50,40,none,chewa
20305319,4,male,34,COUNSELOR TO HEADMAN,,8,34,pslc,chewa
20305319,9,female,45,OTHER (SPECIFY),"""farmer """,20,45,none,chewa
20305319,8,female,34,OTHER (SPECIFY),"""farmer """,15,34,none,chewa
20305319,10,female,32,SPOUSE OF HEADMAN,,8,32,none,chewa
20305319,7,male,36,headman,,4,36,none,chewa
20305319,2,male,38,headman,,9,38,none,chewa
20305319,3,male,50,headman,,8,50,none,chewa
20305319,6,male,63,BUSINESS MAN/WOMAN,,20,60,none,chewa
20305320,5,female,38,BUSINESS MAN/WOMAN,,3,38,pslc,chewa
20305320,4,female,49,SPOUSE OF HEADMAN,,20,21,none,chewa
20305320,8,male,30,COUNSELOR TO HEADMAN,,7,22,pslc,chewa
20305320,7,female,40,BUSINESS MAN/WOMAN,,15,15,jce,chewa
20305320,1,male,51,headman,,10,51,pslc,chewa
20305320,3,male,46,BUSINESS MAN/WOMAN,,8,44,pslc,chewa
20305320,2,male,40,COUNSELOR TO HEADMAN,,10,36,msce,chewa
20305320,6,male,32,COUNSELOR TO HEADMAN,,3,32,pslc,chewa
20305321,2,female,68,COUNSELOR TO HEADMAN,,4,68,none,chewa
20305321,13,female,26,BUSINESS MAN/WOMAN,,2,26,none,chewa
20305321,9,male,27,BUSINESS MAN/WOMAN,,7,27,none,chewa
20305321,7,female,48,BUSINESS MAN/WOMAN,,20,7,none,chewa
20305321,11,female,23,BUSINESS MAN/WOMAN,,6,23,none,chewa
20305321,4,male,62,BUSINESS MAN/WOMAN,,5,62,pslc,chewa
20305321,8,male,28,BUSINESS MAN/WOMAN,,7,28,msce,chewa
20305321,1,female,55,RELIGIOUS LEADER,,3,55,none,chewa
20305321,3,female,45,BUSINESS MAN/WOMAN,,35,44,none,chewa
20305321,12,male,31,BUSINESS MAN/WOMAN,,5,31,msce,chewa
20305321,10,male,53,BUSINESS MAN/WOMAN,,10,4,none,chewa
20305321,6,male,64,headman,,10,62,none,chewa
20305321,5,male,38,BUSINESS MAN/WOMAN,,4,38,jce,chewa
20306322,5,male,45,RELIGIOUS LEADER,,6,30,pslc,chewa
20306322,7,male,35,HEALTH WORKER,,3,35,none,chewa
20306322,3,male,33,OTHER (SPECIFY),"""Community Police Forum Chairman """,7,33,pslc,chewa
20306322,1,male,34,OTHER (SPECIFY),"""VDC Secretary """,5,34,jce,chewa
20306322,2,male,52,headman,,15,15,pslc,chewa
20306322,9,male,56,SCHOOL HEADMASTER,,10,1,"UNIVERSITY DIPLOMA, DEGREE",chewa
20306322,6,male,35,OTHER (SPECIFY),"""School Committee Chairman """,2,35,none,chewa
20306322,8,male,59,OTHER (SPECIFY),"""Deputy Headmaster """,3,9,"UNIVERSITY DIPLOMA, DEGREE",chewa
20306322,4,male,47,SCHOOL HEADMASTER,,4,4,msce,chewa
20306323,3,female,36,BUSINESS MAN/WOMAN,,9,18,none,chewa
20306323,1,male,74,headman,,6,69,none,chewa
20306323,2,male,48,COUNSELOR TO HEADMAN,,5,48,pslc,chewa
20306323,5,male,54,BUSINESS MAN/WOMAN,,3,54,none,chewa
20306323,6,female,42,COUNSELOR TO HEADMAN,,6,40,pslc,chewa
20306323,4,male,38,SCHOOL HEADMASTER,,11,5,msce,chewa
20306324,6,male,32,OTHER (SPECIFY),farmer,20,32,none,chewa
20306324,2,female,31,OTHER (SPECIFY),"""farmer """,13,13,pslc,chewa
20306324,8,male,70,headman,,15,70,none,chewa
20306324,4,female,36,OTHER (SPECIFY),farmer,20,36,none,chewa
20306324,3,female,18,OTHER (SPECIFY),farmer,5,18,pslc,chewa
20306324,1,female,39,BUSINESS MAN/WOMAN,,7,39,none,chewa
20306324,9,male,35,OTHER (SPECIFY),farmer,15,35,msce,chewa
20306324,5,male,31,OTHER (SPECIFY),farmer,20,31,none,chewa
20306324,7,male,33,COUNSELOR TO HEADMAN,,3,33,none,chewa
20306325,1,female,30,COUNSELOR TO HEADMAN,,2,14,none,chewa
20306325,5,male,42,OTHER (SPECIFY),"""farming """,25,42,none,chewa
20306325,3,female,61,OTHER (SPECIFY),"""farming """,30,41,none,chewa
20306325,8,male,37,OTHER (SPECIFY),"""farming """,20,37,none,chewa
20306325,2,female,45,SPOUSE OF HEADMAN,,7,26,none,chewa
20306325,6,male,47,OTHER (SPECIFY),"""farming """,6,47,none,chewa
20306325,4,female,35,OTHER (SPECIFY),"""farming """,20,3,none,chewa
20306325,7,male,33,OTHER (SPECIFY),"""farming """,20,33,none,chewa
20320326,2,male,52,BUSINESS MAN/WOMAN,,28,40,pslc,chewa
20320326,1,male,42,headman,,13,28,msce,chewa
20320326,4,male,42,HEALTH WORKER,,20,12,msce,chewa
20320326,3,male,51,COUNSELOR TO HEADMAN,,8,29,none,chewa
20401327,16,male,28,OTHER (SPECIFY),HEALTH MEMBER,2,28,pslc,chewa
20401327,11,female,31,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,2,31,none,chewa
20401327,6,male,47,headman,,4,47,none,chewa
20401327,17,male,29,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,3,29,none,chewa
20401327,14,male,32,OTHER (SPECIFY),VDC SECTRETARY,2,32,jce,chewa
20401327,9,female,47,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,4,47,pslc,chewa
20401327,12,male,35,OTHER (SPECIFY),VDC CHAIRMAN,2,35,none,chewa
20401327,4,male,82,headman,,24,82,none,chewa
20401327,15,female,25,OTHER (SPECIFY),HEALTH VOLUNTEER,1,25,none,chewa
20401327,7,male,53,headman,,11,53,none,chewa
20401327,8,female,37,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,4,37,none,chewa
20401327,1,male,49,headman,,16,49,none,chewa
20401327,3,male,73,headman,,14,73,none,chewa
20401327,13,female,23,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,23,pslc,chewa
20401327,2,male,48,OTHER (SPECIFY),VDC MEMBER,5,46,none,chewa
20401327,10,male,27,OTHER (SPECIFY),VDC CHAIRMAN,2,27,none,chewa
20401327,5,male,67,headman,,45,67,none,chewa
20401328,6,female,44,OTHER (SPECIFY),Volunteer for health,14,44,none,chewa
20401328,2,male,58,COUNSELOR TO HEADMAN,,5,58,none,chewa
20401328,9,male,51,headman,,11,47,pslc,chewa
20401328,3,male,64,COUNSELOR TO HEADMAN,,3,60,none,chewa
20401328,1,male,44,SCHOOL HEADMASTER,,12,2,"UNIVERSITY DIPLOMA, DEGREE",chewa
20401328,10,male,38,headman,,1,37,none,chewa
20401328,8,male,60,headman,,20,60,none,chewa
20401328,4,male,66,headman,,11,66,none,chewa
20401328,7,female,37,OTHER (SPECIFY),VDC member,10,37,jce,chewa
20401328,5,male,46,headman,,4,35,pslc,chewa
20401329,5,male,40,headman,,6,40,none,chewa
20401329,2,male,52,headman,,9,52,none,chewa
20401329,3,male,39,COUNSELOR TO HEADMAN,,5,35,pslc,chewa
20401329,7,male,37,OTHER (SPECIFY),VDC CHAIR,3,37,jce,chewa
20401329,1,male,59,headman,,16,53,jce,chewa
20401329,4,male,47,headman,,8,47,none,chewa
20401329,6,male,61,headman,,15,56,none,chewa
20402330,1,male,62,COUNSELOR TO HEADMAN,,20,62,pslc,chewa
20402330,5,male,42,OTHER (SPECIFY),VDC MEMBER,5,37,none,chewa
20402330,4,male,39,OTHER (SPECIFY),VDC MEMBER,4,39,pslc,chewa
20402330,2,female,59,SPOUSE OF HEADMAN,,20,59,none,chewa
20402330,3,male,60,COUNSELOR TO HEADMAN,,5,55,pslc,chewa
20402330,6,male,49,SCHOOL HEADMASTER,,18,4,msce,chewa
20402331,3,male,43,OTHER (SPECIFY),"""VDC  TREASURE """,5,43,jce,chewa
20402331,5,female,48,headman,,11,48,none,chewa
20402331,6,male,33,headman,,3,33,none,chewa
20402331,2,male,60,SCHOOL HEADMASTER,,4,13,msce,ngoni
20402331,4,female,38,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,3,38,pslc,chewa
20402331,1,female,33,HEALTH WORKER,,10,7,msce,chewa
20402332,1,female,45,SCHOOL TEACHER,,19,5,jce,chewa
20402332,4,female,38,OTHER (SPECIFY),VDC member,4,38,jce,chewa
20402332,2,female,23,SCHOOL TEACHER,,1,1,msce,chewa
20402332,5,female,42,OTHER (SPECIFY),Health member,2,42,jce,chewa
20402332,3,male,36,OTHER (SPECIFY),"""knowledgeable person """,36,36,jce,chewa
20402333,3,male,50,BUSINESS MAN/WOMAN,,20,20,none,chewa
20402333,9,female,47,OTHER (SPECIFY),"""farming """,30,40,none,chewa
20402333,5,female,73,OTHER (SPECIFY),"""FARMER """,60,60,none,chewa
20402333,6,female,74,OTHER (SPECIFY),farming,44,44,none,chewa
20402333,1,male,68,OTHER (SPECIFY),farming,50,40,none,chewa
20402333,4,female,40,OTHER (SPECIFY),"""CHAIRWOMAN OF PORTABLE WATER COMMITTEE """,3,30,pslc,chewa
20402333,2,male,35,OTHER (SPECIFY),"""SECRETARY FOR VDC COMMITTEE """,4,35,pslc,chewa
20402333,8,female,43,OTHER (SPECIFY),"""farmer """,29,18,none,chewa
20402333,7,female,72,OTHER (SPECIFY),farming,50,50,none,chewa
20402334,2,male,42,OTHER (SPECIFY),VDC CHAIR,3,42,none,chewa
20402334,5,male,48,OTHER (SPECIFY),POLICE FORUM,3,45,none,chewa
20402334,1,male,49,headman,,19,44,none,chewa
20402334,6,male,55,SCHOOL HEADMASTER,,1,2,jce,chewa
20402334,3,male,31,OTHER (SPECIFY),POLICE FORUM MEMBER,3,31,none,chewa
20402334,4,male,49,HEALTH WORKER,,16,4,msce,chewa
20403335,7,female,25,OTHER (SPECIFY),"""VDC SECRETARY """,5,25,pslc,chewa
20403335,10,male,46,OTHER (SPECIFY),COMMUNITY POLICE MEMBER,7,46,none,chewa
20403335,9,female,40,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,17,40,none,chewa
20403335,3,male,38,OTHER (SPECIFY),VDC CHAIRMAN,4,38,pslc,chewa
20403335,4,male,48,SCHOOL HEADMASTER,,2,2,msce,chewa
20403335,2,male,52,OTHER (SPECIFY),VHC CHAIRMAN,20,52,pslc,chewa
20403335,1,male,43,headman,,20,43,none,chewa
20403335,5,male,37,OTHER (SPECIFY),POLICE COMMITTEE MEMBER,7,37,none,chewa
20403335,6,male,30,OTHER (SPECIFY),VDC VICE CHAIRMAN,3,30,msce,chewa
20403335,8,female,30,OTHER (SPECIFY),VHC TREASURE,3,30,none,chewa
20403336,2,male,28,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,2,28,msce,chewa
20403336,1,male,43,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,4,43,jce,chewa
20403336,4,male,34,COUNSELOR TO HEADMAN,,6,34,jce,chewa
20403336,3,male,26,COUNSELOR TO HEADMAN,,1,26,none,chewa
20403336,5,male,48,COUNSELOR TO HEADMAN,,5,48,none,chewa
20403337,8,male,66,headman,,16,66,none,chewa
20403337,5,female,36,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,4,36,pslc,chewa
20403337,7,female,32,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,5,32,none,chewa
20403337,3,male,64,headman,,31,63,none,chewa
20403337,6,male,56,headman,,18,56,none,chewa
20403337,1,male,35,headman,,1,35,none,chewa
20403337,2,male,45,COUNSELOR TO HEADMAN,,17,45,jce,chewa
20403337,9,male,30,OTHER (SPECIFY),"""VDC CHAIRMAN """,7,30,pslc,chewa
20403337,4,male,76,headman,,10,76,none,chewa
20403338,3,female,57,headman,,8,57,none,chewa
20403338,5,female,36,OTHER (SPECIFY),"""VDC MEMBER """,4,36,pslc,chewa
20403338,2,male,49,SCHOOL HEADMASTER,,1,10,NON-UNIVERSITY DIPLOMA,chewa
20403338,1,male,56,SCHOOL HEADMASTER,,2,2,msce,chewa
20403338,6,female,34,OTHER (SPECIFY),HEALTH VOLUNTEER,4,34,none,chewa
20403338,4,male,45,headman,,8,45,none,chewa
20404339,15,female,42,headman,,3,42,none,chewa
20404339,13,male,35,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,35,none,chewa
20404339,20,male,20,OTHER (SPECIFY),VDC MEMBER,2,20,pslc,chewa
20404339,8,male,23,OTHER (SPECIFY),VDC MEMBER,3,23,jce,chewa
20404339,11,male,24,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,24,none,chewa
20404339,14,male,65,headman,,9,65,none,chewa
20404339,2,male,36,OTHER (SPECIFY),VDC CHAIRMAN,3,36,pslc,chewa
20404339,23,male,25,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,25,none,chewa
20404339,4,male,39,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,2,39,none,chewa
20404339,17,female,29,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,10,29,none,chewa
20404339,12,male,30,OTHER (SPECIFY),VDC MEMBER,2,30,none,chewa
20404339,7,male,27,OTHER (SPECIFY),VDC MEMBER,3,27,none,chewa
20404339,16,female,28,OTHER (SPECIFY),VDC MEMBER,3,28,none,chewa
20404339,21,male,52,headman,,3,52,none,chewa
20404339,10,male,43,OTHER (SPECIFY),VDC MEMBER,3,43,none,chewa
20404339,22,male,32,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,32,none,chewa
20404339,18,male,49,headman,,17,49,none,chewa
20404339,24,female,19,OTHER (SPECIFY),VDC MEMBER,3,19,pslc,chewa
20404339,5,male,20,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,20,none,chewa
20404339,1,male,47,SCHOOL HEADMASTER,,12,47,msce,chewa
20404339,6,male,40,headman,,5,40,jce,chewa
20404339,9,male,29,headman,,15,29,none,chewa
20404339,19,male,25,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,1,25,none,chewa
20404340,1,male,40,headman,,5,40,none,chewa
20404340,4,female,27,OTHER (SPECIFY),Village member,2,27,none,chewa
20404340,10,male,46,SCHOOL HEADMASTER,,8,8,msce,chewa
20404340,7,male,40,OTHER (SPECIFY),"""Health worker  volunteer """,4,40,none,chewa
20404340,6,male,51,COUNSELOR TO HEADMAN,,3,50,none,chewa
20404340,2,male,35,COUNSELOR TO HEADMAN,,2,35,none,chewa
20404340,3,male,42,COUNSELOR TO HEADMAN,,4,40,none,chewa
20404340,9,male,31,OTHER (SPECIFY),"""VDC Member """,2,31,jce,chewa
20404340,8,male,47,OTHER (SPECIFY),"""VDC Chair """,2,47,jce,chewa
20404340,5,male,32,OTHER (SPECIFY),"""VDC Member """,2,32,none,chewa
20404341,3,male,61,headman,,12,61,jce,chewa
20404341,2,male,47,headman,,3,47,none,chewa
20404341,9,male,61,headman,,7,61,pslc,chewa
20404341,1,female,60,headman,,5,60,pslc,chewa
20404341,7,male,72,OTHER (SPECIFY),SPOUSE TO ETINESI NEJALA KAZIWENI G V H,12,58,jce,chewa
20404341,4,female,69,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,3,63,jce,chewa
20404341,8,male,59,headman,,5,59,msce,chewa
20404341,6,male,48,SCHOOL HEADMASTER,,11,6,msce,chewa
20404341,5,female,52,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,52,4,jce,chewa
20404342,4,male,32,OTHER (SPECIFY),VDC CHAIR,2,32,none,chewa
20404342,6,male,46,headman,,8,46,none,chewa
20404342,7,male,45,OTHER (SPECIFY),"""HEALTH VOLUNTEER """,15,45,pslc,chewa
20404342,9,female,27,OTHER (SPECIFY),VDC MEMBER,2,27,none,chewa
