case_id,hhid,gardenid,plotid,ag_j04_1,ag_j04_2a,ag_j04_2b,ag_j05a,ag_j05b,ag_j05b_oth,ag_j05c,ag_j06e,ag_j06e_oth,ag_j07,ag_j07_1,ag_j08
107312310092,2cab764b77624945b005acee8548bf78,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.44,,,11,3,Clear/Sunny
107312310109,1ca3cfd159034c80887e8442b417a0da,DG01,D01,A DIMBA SEASON GARDEN,,DG01,10,SQUARE METERS,,.03,,,10,3,Clear/Sunny
107312310118,63cfe1b29b9b4d61a13dce9b6910e098,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.39,,,10,3,Partly Cloudy / Partly Sunny
107312310143,67c9863e4d7d4b18b80ea81d3bb666ff,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.08,,,9,3,Clear/Sunny
107312310176,09c5612726d940a8a85feb1bf29b5fbe,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.31,,,10,3,Clear/Sunny
107322330071,aa32e4d78e4045d1b3269e8886ae07d6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
107322330071,aa32e4d78e4045d1b3269e8886ae07d6,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
107322330356,8ad703ca8a6749869ff507c6409082f7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
107322330427,b2890552d49a4a4ab48e950076ef1af6,RG01,D01,A RAINY SEASON GARDEN,RG01,,1.5,acre,,,,,,,
107332350254,6ecaaaca0c334faa97c51014ba82c242,RG01,D01,A RAINY SEASON GARDEN,RG01,,.25,acre,,.14,,,11,5,Clear/Sunny
107352410029,c236d3544c5749b8bb74fad6f7024eec,DG01,D01,A DIMBA SEASON GARDEN,,DG01,500,SQUARE METERS,,.17,,,10,3,Mostly Cloudy / Considerable Cloudiness
107362440145,81fa5dee0ff6400b8349c3fc4f56a337,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.09,,,11,3,Clear/Sunny
107412490058,6af10d00f72f491ea69e17c0bf43f527,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,.2,,,10,3,Clear/Sunny
107442510339,6e0b8294b06c401aaf200d5fad665337,DG01,D01,A DIMBA SEASON GARDEN,,DG01,22,SQUARE METERS,,.02,,,11,3,Clear/Sunny
107442510339,6e0b8294b06c401aaf200d5fad665337,DG01,D02,A DIMBA SEASON GARDEN,,DG01,30,SQUARE METERS,,.09,,,12,3,Clear/Sunny
107442520082,e0137e42e6c74d57bde5eb3fd4c09600,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,OTHER (SPECIFY),PLOT INACCESSIBLE DUE TO TERRAIN,,,
107442520082,e0137e42e6c74d57bde5eb3fd4c09600,DG02,D02,A DIMBA SEASON GARDEN,,DG02,.2,acre,,.5,,,9,3,Completely Cloudy
107442520131,5a1544014f1245d19fe8b4a964f5766b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.39,,,8,3,Mostly Cloudy / Considerable Cloudiness
107442530118,4b7e499c4f9d4a6ea0be238bfccbd67c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,7,SQUARE METERS,,.03,,,11,3,Clear/Sunny
107442530151,0efdb107d8b14e039f2eeb645acbdda6,DG01,D01,A DIMBA SEASON GARDEN,,DG01,6,SQUARE METERS,,.25,,,10,3,Clear/Sunny
107462540143,267ab6556b174600b175a5d919703467,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
201012550006,f1d6689bfdaf4b21ba6014def9452bfc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.15,acre,,.15,,,10,3,Partly Cloudy / Partly Sunny
201012550031,ec3b6568fb374d848e7cf9e5f11dd68a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,1.41,,,10,3,Clear/Sunny
201012550055,1b47b3b89cff46d7b7094f70acb9527c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.55,,,11,3,Partly Cloudy / Partly Sunny
201012550061,af53298f2257416d92bb0a6387f4c8b6,RG02,D01,A RAINY SEASON GARDEN,RG02,,.25,acre,,.08,,,10,3,Mostly Clear / Mostly Sunny
201012550061,af53298f2257416d92bb0a6387f4c8b6,RG02,D02,A RAINY SEASON GARDEN,RG02,,.25,acre,,.06,,,10,3,Mostly Clear / Mostly Sunny
201012550061,af53298f2257416d92bb0a6387f4c8b6,RG02,D03,A RAINY SEASON GARDEN,RG02,,.25,acre,,.02,,,10,3,Mostly Clear / Mostly Sunny
201012550061,af53298f2257416d92bb0a6387f4c8b6,RG02,D04,A RAINY SEASON GARDEN,RG02,,.5,acre,,.15,,,10,3,Mostly Clear / Mostly Sunny
201012550067,1161ff2fdbbc4a879cb140704794f099,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.28,,,11,3,Partly Cloudy / Partly Sunny
201012550067,1161ff2fdbbc4a879cb140704794f099,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
201012550067,1161ff2fdbbc4a879cb140704794f099,RG01,D02,A RAINY SEASON GARDEN,RG01,,1,acre,,.01,,,11,3,Partly Cloudy / Partly Sunny
201012550067,1161ff2fdbbc4a879cb140704794f099,RG01,D04,A RAINY SEASON GARDEN,RG01,,.25,acre,,.29,,,11,3,Partly Cloudy / Partly Sunny
201012550067,1161ff2fdbbc4a879cb140704794f099,RG01,D05,A RAINY SEASON GARDEN,RG01,,.1,acre,,.02,,,11,3,Partly Cloudy / Partly Sunny
201012550080,19a4ad1ab7184fefb2f91a36e4f5b63d,RG03,D01,A RAINY SEASON GARDEN,RG03,,.15,acre,,.03,,,10,3,Clear/Sunny
201012550080,19a4ad1ab7184fefb2f91a36e4f5b63d,RG03,D02,A RAINY SEASON GARDEN,RG03,,.1,acre,,.02,,,11,3,Clear/Sunny
201012550086,396d68f1b1da48489dac8327e33716a0,RG03,D01,A RAINY SEASON GARDEN,RG03,,.5,acre,,.34,,,11,3,Mostly Clear / Mostly Sunny
201012550086,396d68f1b1da48489dac8327e33716a0,RG03,D02,A RAINY SEASON GARDEN,RG03,,.25,acre,,.06,,,11,3,Mostly Clear / Mostly Sunny
201012550098,160b7c73d831446e8605cc5a33e6aa0d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.13,acre,,.05,,,11,3,Clear/Sunny
201012550098,160b7c73d831446e8605cc5a33e6aa0d,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.12,acre,,.06,,,12,3,Clear/Sunny
201012550116,982af1324b244f7da701935c3bfbdd2f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.77,,,11,3,Clear/Sunny
201012560015,9425ffcdfd06494296c65f0f12121c94,RG02,D01,A RAINY SEASON GARDEN,RG02,,.25,acre,,.21,,,11,3,Partly Cloudy / Partly Sunny
201012560171,291996f0c9b541578c75ec3496a3b6ea,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.12,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
201012560171,291996f0c9b541578c75ec3496a3b6ea,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.12,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
201012560186,6fd0df3794f4442fa7a2382e04058df9,RG02,D01,A RAINY SEASON GARDEN,RG02,,.25,acre,,.1,,,10,3,Mostly Clear / Mostly Sunny
201022570145,b360412d3f1b4420b2be2cf5d6b26b1b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.03,,,11,3,Partly Cloudy / Partly Sunny
201022570145,b360412d3f1b4420b2be2cf5d6b26b1b,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.03,,,11,3,Partly Cloudy / Partly Sunny
201022570145,b360412d3f1b4420b2be2cf5d6b26b1b,DG01,D03,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.14,,,11,3,Partly Cloudy / Partly Sunny
201032580088,1cc7f11cde6d4d91b3baaca0a57b4e47,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.02,,,12,3,Clear/Sunny
201062610155,6fe2e77a3b7d4d05b6e93bd2ed4ea0d4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,3,acre,,4.9,,,10,3,Partly Cloudy / Partly Sunny
201062610155,6fe2e77a3b7d4d05b6e93bd2ed4ea0d4,DG01,D02,A DIMBA SEASON GARDEN,,DG01,4,acre,,6.4,,,10,3,Partly Cloudy / Partly Sunny
201082640186,94c3494bb37744baa4faa9f2150b202e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.3,,,11,3,Partly Cloudy / Partly Sunny
201092650003,8a7d1866762e4c0382ec06935180afb5,RG02,D01,A RAINY SEASON GARDEN,RG02,,.25,acre,,0,,,12,3,Clear/Sunny
201092650006,adeb3835b84745d6ac12c47d520b15bf,RG01,D01,A RAINY SEASON GARDEN,RG01,,.12,acre,,.01,,,11,3,Mostly Cloudy / Considerable Cloudiness
201092650006,adeb3835b84745d6ac12c47d520b15bf,RG01,D02,A RAINY SEASON GARDEN,RG01,,.12,acre,,.01,,,11,3,Mostly Cloudy / Considerable Cloudiness
201092650006,adeb3835b84745d6ac12c47d520b15bf,RG01,D03,A RAINY SEASON GARDEN,RG01,,.12,acre,,.01,,,11,3,Mostly Cloudy / Considerable Cloudiness
201092650014,cf4256eda8da4ec491a36a56cd1864e8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,100,SQUARE METERS,,.02,,,11,3,Clear/Sunny
201092650028,2691edaf8d2b4f40bf8ac38f48be562e,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.12,acre,,.04,,,11,3,Clear/Sunny
201092650028,2691edaf8d2b4f40bf8ac38f48be562e,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.12,acre,,.14,,,11,3,Clear/Sunny
201092650031,fcf6ce02fae8428dbc0dba029777b409,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.01,,,8,3,Clear/Sunny
201092650031,fcf6ce02fae8428dbc0dba029777b409,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.04,,,11,3,Clear/Sunny
201102670063,72a14db679f4430cb1750e6a34ab08f5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.02,,,11,3,Partly Cloudy / Partly Sunny
201102670105,8b2157c39a0c4f0383ed4a16046508cb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,,,,,,,,,
201102670136,9e9fcc28b00f455a9ffadb09484f4bca,RG04,D01,A RAINY SEASON GARDEN,RG04,,.1,acre,,.07,,,10,3,Partly Cloudy / Partly Sunny
201102670136,9e9fcc28b00f455a9ffadb09484f4bca,RG04,D02,A RAINY SEASON GARDEN,RG04,,.2,acre,,.14,,,11,3,Mostly Clear / Mostly Sunny
201102670178,28fef54ee45749ec8e314ed80da43a28,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.01,,,10,3,Clear/Sunny
201112690019,ca5830bec25140bc916f1f4116d3e27a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.06,,,10,3,Mostly Clear / Mostly Sunny
201112690037,a36f0a99218b422cbacd8b3761e3a140,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.1,acre,,.03,,,11,3,Mostly Clear / Mostly Sunny
201112690094,7ce706424f5e4840b11b9cffefc1d7d1,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.12,,,12,3,Clear/Sunny
201112690356,142ec3babba14453ac00ad8eb25e906f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.11,,,11,3,Clear/Sunny
201112700003,725aff5ae4df45969e03d1ec55c79d0a,RG02,D01,A RAINY SEASON GARDEN,RG02,,.25,acre,,.12,,,12,3,Mostly Clear / Mostly Sunny
201112700003,725aff5ae4df45969e03d1ec55c79d0a,RG02,D02,A RAINY SEASON GARDEN,RG02,,.12,acre,,.07,,,12,3,Mostly Clear / Mostly Sunny
201112700003,725aff5ae4df45969e03d1ec55c79d0a,RG02,D03,A RAINY SEASON GARDEN,RG02,,.12,acre,,.04,,,12,3,Mostly Clear / Mostly Sunny
201112700026,3a5ae043691144bb93bf7e6d271a06c2,RG02,D01,A RAINY SEASON GARDEN,RG02,,.12,acre,,.2,,,11,3,Mostly Cloudy / Considerable Cloudiness
201112700026,3a5ae043691144bb93bf7e6d271a06c2,RG02,D02,A RAINY SEASON GARDEN,RG02,,.12,acre,,.12,,,11,3,Mostly Cloudy / Considerable Cloudiness
201112700050,79c4804e96374af9a9e87215fd870e21,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.14,,,12,3,Clear/Sunny
201112700065,06676fbca8a1443890607437856b14cc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.35,,,11,3,Mostly Clear / Mostly Sunny
201112700073,cd03d2687ac84c89b675d75b5bb57b0f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.32,,,11,3,Clear/Sunny
201112710279,a33e9842e88043fc95a65466468bcffd,RG01,D01,A RAINY SEASON GARDEN,RG01,,.25,acre,,.07,,,11,3,Clear/Sunny
201112710279,a33e9842e88043fc95a65466468bcffd,RG01,D02,A RAINY SEASON GARDEN,RG01,,.25,acre,,.07,,,11,3,Clear/Sunny
201122720007,6414f4670c9a49c2a1e75cd3cce6db33,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
201122730111,1b9f3fcb5ed9493185f2e404019bb9e0,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.08,,,12,3,Clear/Sunny
201122740364,38555caa97a048edb028704475329da3,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.39,,,9,3,Mostly Clear / Mostly Sunny
201132750135,fee8ce070c4049eaad3fedf4a2062ead,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.66,,,10,3,Clear/Sunny
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1.3,acre,,1.3,,,12,4,Partly Cloudy / Partly Sunny
202012790011,2a95fcb052ee42a2b5c022452cadc2d0,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
202012800326,3fbd7b37724e455dacc437a553c71494,RG01,D01,A RAINY SEASON GARDEN,RG01,,.25,acre,,,OTHER (SPECIFY),FLOODED,,,
202012800468,8a8b927bbe134c918411ebce05cdca33,RG02,D01,A RAINY SEASON GARDEN,RG02,,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202012800468,8a8b927bbe134c918411ebce05cdca33,RG02,D02,A RAINY SEASON GARDEN,RG02,,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202012800468,8a8b927bbe134c918411ebce05cdca33,RG02,D03,A RAINY SEASON GARDEN,RG02,,.5,,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202012800563,24166bfee90244d6bcddd9425d83f604,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,,OTHER (SPECIFY),PLOT INACCESSIBLE DUE TO TERRAIN,,,
202032880148,5b906dbc655f42d5b110f04be1867edb,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,HOUSEHOLD REFUSED,,,,
202032890018,bdd56b58920349d393dc28ddf5bda6dc,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.32,,,12,3,Clear/Sunny
202032910022,1fc5a9728a014c49b77874d2f55c9d92,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.33,,,11,3,Clear/Sunny
202042920054,4b8588087e0d4b2abb700f74e2c9e49c,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202042920054,4b8588087e0d4b2abb700f74e2c9e49c,RG02,D01,A RAINY SEASON GARDEN,RG02,,1,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202052940030,c5efc79780ec4e9d8c5ba4c8bb342eab,RG02,D01,A RAINY SEASON GARDEN,RG02,,.5,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202052940281,23c9c9a55c9c445199e3d6a739f16611,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,SQUARE METERS,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
202052950243,582f6b06d99545c7b59b9f9be2b922e6,RG01,D01,A RAINY SEASON GARDEN,RG01,,.25,acre,,.38,,,11,3,Mostly Clear / Mostly Sunny
202052980257,8ebdd977395542cea62fe06d53ba93fc,RG01,D01,A RAINY SEASON GARDEN,RG01,,.31,acre,,.31,,,9,3,Mostly Clear / Mostly Sunny
202063000226,cfa79f6f28fc4072989d5f7b52fc1394,RG03,D01,A RAINY SEASON GARDEN,RG03,,.75,acre,,,OTHER (SPECIFY),FLOODED,,,
203013040017,123aa9c040d84dfaa179f4198b925267,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.09,,,8,3,Mostly Clear / Mostly Sunny
203013040188,d3cc7dd83f5f4910b4f5f3338f335295,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.16,,,20,3,Clear/Sunny
203013040188,d3cc7dd83f5f4910b4f5f3338f335295,RG01,D02,A RAINY SEASON GARDEN,RG01,,.25,acre,,.2,,,8,3,Clear/Sunny
203023060018,bdd6a25d08e24491a944d64a373f6909,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.12,,,11,3,Mostly Clear / Mostly Sunny
203023060018,bdd6a25d08e24491a944d64a373f6909,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
203033080009,4f223791f6a2459bba54a1751982ace8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.25,,,10,3,Mostly Clear / Mostly Sunny
203033080031,22836a8667bb452bb3432bb1e6a4247d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,2,SQUARE METERS,,.02,,,10,3,Clear/Sunny
203033080031,22836a8667bb452bb3432bb1e6a4247d,DG02,D02,A DIMBA SEASON GARDEN,,DG02,3,SQUARE METERS,,.02,,,10,3,Clear/Sunny
203033080140,9f33a44e508b43a8a3175394c58c10ef,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.09,,,9,4,Clear/Sunny
203033090172,26db793eebf14c80b7e9b8bd19b8094b,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.08,,,9,3,Partly Cloudy / Partly Sunny
203033090307,f795d8ce694e49629a45bb043b28a3ad,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,OTHER (SPECIFY),FLOODED,,,
203043100055,52f975a65a3c4805bc916b580f4bbd16,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.15,,,10,3,Mostly Clear / Mostly Sunny
203043100196,10cfa24943664dac81ef89b27f02c853,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.49,,,11,3,Clear/Sunny
203043100196,10cfa24943664dac81ef89b27f02c853,RG01,D01,A RAINY SEASON GARDEN,RG01,,,,,,,,,,
203043130025,109c4b36a85f42b7aab5c33f4fd85bd8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.1,,,11,3,Clear/Sunny
203043130200,e8bb11b07b274ff8b4075f61a6279cf2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.1,,,11,3,Clear/Sunny
203043150058,05287b8a9b02420aab61f38e7735a661,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,OTHER (SPECIFY),,,,
203043150097,f45039e8b36a47df9405c2df9ccff9d2,RG01,D01,A RAINY SEASON GARDEN,RG01,,.5,acre,,.04,,,11,3,Mostly Clear / Mostly Sunny
203043150156,2fbe0fb289544ca9a44859967a4ee3c2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,30,OTHER (SPECIFY),Yards,.03,,,10,3,Clear/Sunny
203053210005,52e3e01324bd474ba98561e8282221b5,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.4,,,8,3,Mostly Clear / Mostly Sunny
203053210108,64d005b6b749448495424d61fb1afa65,DG01,D01,A DIMBA SEASON GARDEN,,DG01,80,SQUARE METERS,,.54,,,12,3,Clear/Sunny
203063240196,7baa32e45a27466fa0796a185ce81ac7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.37,,,11,3,Clear/Sunny
203063250030,df6e82c2339c4ea28072f6b66338f99c,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,1.75,,,12,3,Mostly Clear / Mostly Sunny
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,,OTHER (SPECIFY),FLOODED,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.12,acre,,,OTHER (SPECIFY),FLOODED,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D03,A DIMBA SEASON GARDEN,,DG01,.12,acre,,,OTHER (SPECIFY),FLOODED,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D04,A DIMBA SEASON GARDEN,,DG01,.12,acre,,,OTHER (SPECIFY),FLOODED,,,
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.2,acre,,.07,,,11,3,Clear/Sunny
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.17,,,10,3,Clear/Sunny
204013270226,c412bf4d38a4461db4fefd1244d56073,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.23,,,11,3,Partly Cloudy / Partly Sunny
204013270251,801cc010bed74f20b3c47680f30a6507,RG02,D01,A RAINY SEASON GARDEN,RG02,,.25,acre,,.19,,,11,3,Mostly Clear / Mostly Sunny
204013280052,cd6a79f6a628446dae77f170d6d3363f,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.3,acre,,,,,,,
204013280052,cd6a79f6a628446dae77f170d6d3363f,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,,,,,
204013280052,cd6a79f6a628446dae77f170d6d3363f,DG01,D03,A DIMBA SEASON GARDEN,,DG01,.2,acre,,,,,,,
204013280121,ea597bb87b70487baf1c052da6187c50,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.07,,,10,3,Partly Cloudy / Partly Sunny
204013280139,7885281486974e0c84a9402c416c0918,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.1,,,11,3,Partly Cloudy / Partly Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG03,D01,A RAINY SEASON GARDEN,RG03,,30,SQUARE METERS,,.01,,,11,3,Clear/Sunny
204013290258,dd7ee73b6a2344848aff05b2fe857d23,RG01,D01,A RAINY SEASON GARDEN,RG01,,1.5,acre,,.17,,,12,4,Mostly Cloudy / Considerable Cloudiness
204023320096,53714a2c393b4dbca5fbe39ab032491b,RG02,D02,A RAINY SEASON GARDEN,RG02,,.15,acre,,.01,,,11,3,Partly Cloudy / Partly Sunny
204023320144,febbf51fb0374a4f933222eb12a1dd64,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.23,,,10,3,Partly Cloudy / Partly Sunny
204023320163,057a3080ee4b48258fc569372c6c7164,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.06,,,10,3,Clear/Sunny
204023330066,83fd8838bc864235aeef4d05802ff874,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.29,,,11,3,Clear/Sunny
204023330100,124aaeed96dd4d4698df7e684f27dfc8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,400,SQUARE METERS,,.2,,,11,3,Partly Cloudy / Partly Sunny
204023330169,18a3d77da1a34a5ea37ac45f72da48ef,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,1.42,,,10,3,Clear/Sunny
204033350141,b0a669c2ffd643069ade235dd7941559,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,OTHER (SPECIFY),FLOODED,,,Partly Cloudy / Partly Sunny
204033350191,4196a0d5508c49ab9708859dcf9399a8,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.16,,,12,3,Partly Cloudy / Partly Sunny
204033350191,4196a0d5508c49ab9708859dcf9399a8,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.03,,,12,3,Partly Cloudy / Partly Sunny
204033350208,37fe37de7ae44892938216396d8156a4,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.25,,,10,3,Clear/Sunny
204033350208,37fe37de7ae44892938216396d8156a4,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.21,,,10,3,Clear/Sunny
204033350258,9e82a1c74f294d6ab25ffe94cd31d07d,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
204033370194,f6525c28bf084206a07c316a0a49803f,RG03,D01,A RAINY SEASON GARDEN,RG03,,.25,acre,,.21,,,11,3,Mostly Cloudy / Considerable Cloudiness
204033370259,a68d3b18dd9d4933a85f4bcb9eb58fb7,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,OTHER (SPECIFY),FLOODED,,,
204033370259,a68d3b18dd9d4933a85f4bcb9eb58fb7,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,OTHER (SPECIFY),FLOODED,,,
204033370292,aad663c3546d43bb8e8710bc559accba,RG03,D01,A RAINY SEASON GARDEN,RG03,,.5,acre,,.43,,,11,3,Mostly Cloudy / Considerable Cloudiness
204033370358,1bc3d5186f164a088fd48a525033a66c,RG03,D01,A RAINY SEASON GARDEN,RG03,,.25,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
204033370390,40169eb4e3bf4038a3c2da37653ba14a,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
204033380289,4782a4e754de43ee89f87e8eb8573ccb,RG06,D01,A RAINY SEASON GARDEN,RG06,,1,acre,,.91,,,10,3,Clear/Sunny
204033380289,4782a4e754de43ee89f87e8eb8573ccb,RG06,D02,A RAINY SEASON GARDEN,RG06,,1,acre,,.91,,,10,3,Clear/Sunny
204033380337,1adbb9c370fe4a5a87cdf6893ec9e85e,RG04,D01,A RAINY SEASON GARDEN,RG04,,.25,acre,,.15,,,10,3,Clear/Sunny
204043420171,0fc085b0999c4378aabdec91190aec07,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.06,,,11,3,Mostly Clear / Mostly Sunny
204043420208,4b713335d5a242f4b450683011267ca2,DG01,D01,A DIMBA SEASON GARDEN,,DG01,1,acre,,.79,,,12,3,Mostly Clear / Mostly Sunny
204053430166,83cf61372b3e4a0d9b5191b8a636a577,DG01,D01,A DIMBA SEASON GARDEN,,DG01,.5,acre,,.35,,,12,3,Clear/Sunny
204053430166,83cf61372b3e4a0d9b5191b8a636a577,DG01,D02,A DIMBA SEASON GARDEN,,DG01,.25,acre,,.13,,,12,3,Clear/Sunny
