case_id,hhid,hh_q0a,hh_q01,hh_q02a,hh_q02b,hh_q02c,hh_q02_1,hh_q02_2,hh_q02_2oth,hh_q02_3,hh_q03a,hh_q03b
201102680108,5e81554ed8634cd681eec157cb95ddf9,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680153,c51337be90854bc7a0a892d4e51efbf9,Cash Transfers/Gifts,No,,,,,,,,,
201102680153,c51337be90854bc7a0a892d4e51efbf9,Food Transfers/Gifts,No,,,,,,,,,
201102680153,c51337be90854bc7a0a892d4e51efbf9,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680167,4546f1ccbcd24663ab5b084be3c05cea,Cash Transfers/Gifts,No,,,,,,,,,
201102680167,4546f1ccbcd24663ab5b084be3c05cea,Food Transfers/Gifts,No,,,,,,,,,
201102680167,4546f1ccbcd24663ab5b084be3c05cea,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680176,e71246d2a3e841ad906c3215e5040b8f,Cash Transfers/Gifts,Yes,1000,0,0,no,,,,1,2
201102680176,e71246d2a3e841ad906c3215e5040b8f,Food Transfers/Gifts,No,,,,,,,,,
201102680176,e71246d2a3e841ad906c3215e5040b8f,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680222,aec74b2518bc40789bb135ff87fd9b2f,Cash Transfers/Gifts,No,,,,,,,,,
201102680222,aec74b2518bc40789bb135ff87fd9b2f,Food Transfers/Gifts,No,,,,,,,,,
201102680222,aec74b2518bc40789bb135ff87fd9b2f,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680244,a696f3655a1a434e8cc63ee2597b53d9,Cash Transfers/Gifts,No,,,,,,,,,
201102680244,a696f3655a1a434e8cc63ee2597b53d9,Food Transfers/Gifts,No,,,,,,,,,
201102680244,a696f3655a1a434e8cc63ee2597b53d9,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680267,8d2bc16a18004df1842cd01f5d558ec6,Cash Transfers/Gifts,No,,,,,,,,,
201102680267,8d2bc16a18004df1842cd01f5d558ec6,Food Transfers/Gifts,No,,,,,,,,,
201102680267,8d2bc16a18004df1842cd01f5d558ec6,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680290,e0a5454e3fbd41d48cc6686fe7bbcf56,Cash Transfers/Gifts,No,,,,,,,,,
201102680290,e0a5454e3fbd41d48cc6686fe7bbcf56,Food Transfers/Gifts,No,,,,,,,,,
201102680290,e0a5454e3fbd41d48cc6686fe7bbcf56,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680312,f35b14b2b02844cb863949ee742b74bd,Cash Transfers/Gifts,No,,,,,,,,,
201102680312,f35b14b2b02844cb863949ee742b74bd,Food Transfers/Gifts,Yes,0,2000,0,,,,,1,
201102680312,f35b14b2b02844cb863949ee742b74bd,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680335,dfb5829879564555a0bce9402e96659d,Cash Transfers/Gifts,No,,,,,,,,,
201102680335,dfb5829879564555a0bce9402e96659d,Food Transfers/Gifts,No,,,,,,,,,
201102680335,dfb5829879564555a0bce9402e96659d,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201102680358,f08f9eb289b745f18b2a24c699e276cc,Cash Transfers/Gifts,No,,,,,,,,,
201102680358,f08f9eb289b745f18b2a24c699e276cc,Food Transfers/Gifts,No,,,,,,,,,
201102680358,f08f9eb289b745f18b2a24c699e276cc,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690019,ca5830bec25140bc916f1f4116d3e27a,Cash Transfers/Gifts,No,,,,,,,,,
201112690019,ca5830bec25140bc916f1f4116d3e27a,Food Transfers/Gifts,No,,,,,,,,,
201112690019,ca5830bec25140bc916f1f4116d3e27a,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690037,a36f0a99218b422cbacd8b3761e3a140,Cash Transfers/Gifts,No,,,,,,,,,
201112690037,a36f0a99218b422cbacd8b3761e3a140,Food Transfers/Gifts,No,,,,,,,,,
201112690037,a36f0a99218b422cbacd8b3761e3a140,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690056,9947ca7e60f2402dbfab5d6644062071,Cash Transfers/Gifts,No,,,,,,,,,
201112690056,9947ca7e60f2402dbfab5d6644062071,Food Transfers/Gifts,Yes,500,0,0,,,,,2,
201112690056,9947ca7e60f2402dbfab5d6644062071,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690094,7ce706424f5e4840b11b9cffefc1d7d1,Cash Transfers/Gifts,No,,,,,,,,,
201112690094,7ce706424f5e4840b11b9cffefc1d7d1,Food Transfers/Gifts,No,,,,,,,,,
201112690094,7ce706424f5e4840b11b9cffefc1d7d1,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690113,f026fd0cfcb94a459dd1992d69943d0d,Cash Transfers/Gifts,No,,,,,,,,,
201112690113,f026fd0cfcb94a459dd1992d69943d0d,Food Transfers/Gifts,Yes,2000,0,0,,,,,1,
201112690113,f026fd0cfcb94a459dd1992d69943d0d,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690131,aedf262521b64751a6e941e5a92f16bc,Cash Transfers/Gifts,Yes,6000,0,0,no,,,,1,
201112690131,aedf262521b64751a6e941e5a92f16bc,Food Transfers/Gifts,No,,,,,,,,,
201112690131,aedf262521b64751a6e941e5a92f16bc,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690169,40f98099f2764c6c8d01e2e67e0c784b,Cash Transfers/Gifts,Yes,20000,0,0,no,,,,1,2
201112690169,40f98099f2764c6c8d01e2e67e0c784b,Food Transfers/Gifts,No,,,,,,,,,
201112690169,40f98099f2764c6c8d01e2e67e0c784b,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690188,444f0b1347974df3bf0e0832fa7c17a2,Cash Transfers/Gifts,Yes,2000,0,0,no,,,,1,2
201112690188,444f0b1347974df3bf0e0832fa7c17a2,Food Transfers/Gifts,Yes,1500,0,0,,,,,1,2
201112690188,444f0b1347974df3bf0e0832fa7c17a2,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690206,287d0d7c1b8540d99d2ae5dfe6b6d71a,Cash Transfers/Gifts,No,,,,,,,,,
201112690206,287d0d7c1b8540d99d2ae5dfe6b6d71a,Food Transfers/Gifts,No,,,,,,,,,
201112690206,287d0d7c1b8540d99d2ae5dfe6b6d71a,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690244,6c929a64ef7c42209fa897b731ea08b8,Cash Transfers/Gifts,No,,,,,,,,,
201112690244,6c929a64ef7c42209fa897b731ea08b8,Food Transfers/Gifts,Yes,2400,0,0,,,,,1,
201112690244,6c929a64ef7c42209fa897b731ea08b8,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690263,edac4ab1482e45d4a751dcc2cbd5ee66,Cash Transfers/Gifts,Yes,0,10000,0,no,,,,1,2
201112690263,edac4ab1482e45d4a751dcc2cbd5ee66,Food Transfers/Gifts,No,,,,,,,,,
201112690263,edac4ab1482e45d4a751dcc2cbd5ee66,Non-Food In-Kind Transfers/Gifts,Yes,2800,0,0,,,,,1,2
201112690281,5473b2833c734189922a427813ef8605,Cash Transfers/Gifts,Yes,2500,0,0,no,,,,1,
201112690281,5473b2833c734189922a427813ef8605,Food Transfers/Gifts,Yes,1500,0,0,,,,,1,2
201112690281,5473b2833c734189922a427813ef8605,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690319,15b08307a605498490fcac2f4746c4fa,Cash Transfers/Gifts,No,,,,,,,,,
201112690319,15b08307a605498490fcac2f4746c4fa,Food Transfers/Gifts,No,,,,,,,,,
201112690319,15b08307a605498490fcac2f4746c4fa,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690338,aa178b6533f64f71b11380a02591d73e,Cash Transfers/Gifts,No,,,,,,,,,
201112690338,aa178b6533f64f71b11380a02591d73e,Food Transfers/Gifts,Yes,3000,0,0,,,,,1,2
201112690338,aa178b6533f64f71b11380a02591d73e,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690356,142ec3babba14453ac00ad8eb25e906f,Cash Transfers/Gifts,Yes,60000,0,0,no,,,,1,2
201112690356,142ec3babba14453ac00ad8eb25e906f,Food Transfers/Gifts,Yes,60000,0,0,,,,,1,2
201112690356,142ec3babba14453ac00ad8eb25e906f,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112690394,65ad857511b6415fb866ecdcfc3e546d,Cash Transfers/Gifts,No,,,,,,,,,
201112690394,65ad857511b6415fb866ecdcfc3e546d,Food Transfers/Gifts,No,,,,,,,,,
201112690394,65ad857511b6415fb866ecdcfc3e546d,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700003,725aff5ae4df45969e03d1ec55c79d0a,Cash Transfers/Gifts,No,,,,,,,,,
201112700003,725aff5ae4df45969e03d1ec55c79d0a,Food Transfers/Gifts,No,,,,,,,,,
201112700003,725aff5ae4df45969e03d1ec55c79d0a,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700011,b678546d3bc14f0b8097b37649991f87,Cash Transfers/Gifts,Yes,12000,0,0,no,,,,1,2
201112700011,b678546d3bc14f0b8097b37649991f87,Food Transfers/Gifts,No,,,,,,,,,
201112700011,b678546d3bc14f0b8097b37649991f87,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700018,4ae9e73174464685bb4a2ff6f74a23ea,Cash Transfers/Gifts,No,,,,,,,,,
201112700018,4ae9e73174464685bb4a2ff6f74a23ea,Food Transfers/Gifts,Yes,4000,0,0,,,,,1,2
201112700018,4ae9e73174464685bb4a2ff6f74a23ea,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700026,3a5ae043691144bb93bf7e6d271a06c2,Cash Transfers/Gifts,No,,,,,,,,,
201112700026,3a5ae043691144bb93bf7e6d271a06c2,Food Transfers/Gifts,No,,,,,,,,,
201112700026,3a5ae043691144bb93bf7e6d271a06c2,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700034,789ca68dbd754f1cb2b6d04d8329f4cf,Cash Transfers/Gifts,No,,,,,,,,,
201112700034,789ca68dbd754f1cb2b6d04d8329f4cf,Food Transfers/Gifts,No,,,,,,,,,
201112700034,789ca68dbd754f1cb2b6d04d8329f4cf,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700042,98de3433c39d49a6aeb021c124c3eb16,Cash Transfers/Gifts,No,,,,,,,,,
201112700042,98de3433c39d49a6aeb021c124c3eb16,Food Transfers/Gifts,No,,,,,,,,,
201112700042,98de3433c39d49a6aeb021c124c3eb16,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700050,79c4804e96374af9a9e87215fd870e21,Cash Transfers/Gifts,No,,,,,,,,,
201112700050,79c4804e96374af9a9e87215fd870e21,Food Transfers/Gifts,Yes,19000,0,0,,,,,1,
201112700050,79c4804e96374af9a9e87215fd870e21,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700057,291b5fc9268d4ea2b783aa1ea511fcfd,Cash Transfers/Gifts,No,,,,,,,,,
201112700057,291b5fc9268d4ea2b783aa1ea511fcfd,Food Transfers/Gifts,No,,,,,,,,,
201112700057,291b5fc9268d4ea2b783aa1ea511fcfd,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700065,06676fbca8a1443890607437856b14cc,Cash Transfers/Gifts,Yes,5000,0,0,no,,,,1,2
201112700065,06676fbca8a1443890607437856b14cc,Food Transfers/Gifts,Yes,10000,0,0,,,,,1,2
201112700065,06676fbca8a1443890607437856b14cc,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700073,cd03d2687ac84c89b675d75b5bb57b0f,Cash Transfers/Gifts,Yes,6000,0,0,no,,,,1,2
201112700073,cd03d2687ac84c89b675d75b5bb57b0f,Food Transfers/Gifts,Yes,3500,0,0,,,,,1,2
201112700073,cd03d2687ac84c89b675d75b5bb57b0f,Non-Food In-Kind Transfers/Gifts,Yes,8500,0,0,,,,,1,2
201112700081,9ca72e6c6ea04dc39dd32cedffc3d28f,Cash Transfers/Gifts,No,,,,,,,,,
201112700081,9ca72e6c6ea04dc39dd32cedffc3d28f,Food Transfers/Gifts,No,,,,,,,,,
201112700081,9ca72e6c6ea04dc39dd32cedffc3d28f,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700089,9b5f40279995469fb2dd7b68bddf2eb9,Cash Transfers/Gifts,No,,,,,,,,,
201112700089,9b5f40279995469fb2dd7b68bddf2eb9,Food Transfers/Gifts,No,,,,,,,,,
201112700089,9b5f40279995469fb2dd7b68bddf2eb9,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700096,f6daaba2bcb4420ea4657fe70de3427a,Cash Transfers/Gifts,No,,,,,,,,,
201112700096,f6daaba2bcb4420ea4657fe70de3427a,Food Transfers/Gifts,No,,,,,,,,,
201112700096,f6daaba2bcb4420ea4657fe70de3427a,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700104,6467d2651e4a44dbabf2c983d2b05def,Cash Transfers/Gifts,Yes,300,0,0,no,,,,1,
201112700104,6467d2651e4a44dbabf2c983d2b05def,Food Transfers/Gifts,Yes,400,0,0,,,,,1,
201112700104,6467d2651e4a44dbabf2c983d2b05def,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700112,062e7a6778cf43e884426d3a9bfbe1f2,Cash Transfers/Gifts,Yes,2000,0,0,no,,,,1,2
201112700112,062e7a6778cf43e884426d3a9bfbe1f2,Food Transfers/Gifts,No,,,,,,,,,
201112700112,062e7a6778cf43e884426d3a9bfbe1f2,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112700120,b63fb4257f554ecebe2024c780aa69be,Cash Transfers/Gifts,No,,,,,,,,,
201112700120,b63fb4257f554ecebe2024c780aa69be,Food Transfers/Gifts,No,,,,,,,,,
201112700120,b63fb4257f554ecebe2024c780aa69be,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710015,3cdecbe09562454593892c74c7399b8d,Cash Transfers/Gifts,No,,,,,,,,,
201112710015,3cdecbe09562454593892c74c7399b8d,Food Transfers/Gifts,No,,,,,,,,,
201112710015,3cdecbe09562454593892c74c7399b8d,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710029,f9f789cd450942d9a8d0a2f1f030b772,Cash Transfers/Gifts,No,,,,,,,,,
201112710029,f9f789cd450942d9a8d0a2f1f030b772,Food Transfers/Gifts,No,,,,,,,,,
201112710029,f9f789cd450942d9a8d0a2f1f030b772,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710059,c528094c2b9b4b03a6cd38525fec71a6,Cash Transfers/Gifts,No,,,,,,,,,
201112710059,c528094c2b9b4b03a6cd38525fec71a6,Food Transfers/Gifts,No,,,,,,,,,
201112710059,c528094c2b9b4b03a6cd38525fec71a6,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710088,ebf2d7cccd764d9090a98a2ffc4751fd,Cash Transfers/Gifts,Yes,500,0,0,no,,,,1,
201112710088,ebf2d7cccd764d9090a98a2ffc4751fd,Food Transfers/Gifts,Yes,4000,0,0,,,,,1,
201112710088,ebf2d7cccd764d9090a98a2ffc4751fd,Non-Food In-Kind Transfers/Gifts,Yes,2000,0,0,,,,,1,
201112710103,4c42dd793c0842c79a4cf6046ab4550a,Cash Transfers/Gifts,Yes,13000,0,0,no,,,,1,2
201112710103,4c42dd793c0842c79a4cf6046ab4550a,Food Transfers/Gifts,No,,,,,,,,,
201112710103,4c42dd793c0842c79a4cf6046ab4550a,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710117,70b7974f45ad4e4cb0307565a471715f,Cash Transfers/Gifts,No,,,,,,,,,
201112710117,70b7974f45ad4e4cb0307565a471715f,Food Transfers/Gifts,No,,,,,,,,,
201112710117,70b7974f45ad4e4cb0307565a471715f,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710132,600b7e246f0648d3a73143e13508ac1e,Cash Transfers/Gifts,No,,,,,,,,,
201112710132,600b7e246f0648d3a73143e13508ac1e,Food Transfers/Gifts,No,,,,,,,,,
201112710132,600b7e246f0648d3a73143e13508ac1e,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710147,7461dda0bdd74af2925b400ebd1e4ab7,Cash Transfers/Gifts,No,,,,,,,,,
201112710147,7461dda0bdd74af2925b400ebd1e4ab7,Food Transfers/Gifts,No,,,,,,,,,
201112710147,7461dda0bdd74af2925b400ebd1e4ab7,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710161,38c0662c06b441849248092bd8bc118c,Cash Transfers/Gifts,Yes,1500,0,0,no,,,,1,2
201112710161,38c0662c06b441849248092bd8bc118c,Food Transfers/Gifts,No,,,,,,,,,
201112710161,38c0662c06b441849248092bd8bc118c,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,Cash Transfers/Gifts,No,,,,,,,,,
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,Food Transfers/Gifts,Yes,5000,0,0,,,,,1,2
201112710191,a318bc3ae2f24feb9e9bd9b45b8fa332,Non-Food In-Kind Transfers/Gifts,Yes,9000,0,0,,,,,1,2
201112710206,ae7f8443679143b0892c765b1c89272d,Cash Transfers/Gifts,No,,,,,,,,,
201112710206,ae7f8443679143b0892c765b1c89272d,Food Transfers/Gifts,Yes,2000,0,0,,,,,1,
201112710206,ae7f8443679143b0892c765b1c89272d,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,Cash Transfers/Gifts,No,,,,,,,,,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,Food Transfers/Gifts,No,,,,,,,,,
201112710220,e2d07b2050aa42bbbbca84d0837eb48c,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710250,71b531f2413b4d58aa226c98d9dd6307,Cash Transfers/Gifts,No,,,,,,,,,
201112710250,71b531f2413b4d58aa226c98d9dd6307,Food Transfers/Gifts,No,,,,,,,,,
201112710250,71b531f2413b4d58aa226c98d9dd6307,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710264,a0c752830c0940c583db7499ad7cef04,Cash Transfers/Gifts,Yes,800,0,0,no,,,,1,
201112710264,a0c752830c0940c583db7499ad7cef04,Food Transfers/Gifts,Yes,500,0,0,,,,,1,
201112710264,a0c752830c0940c583db7499ad7cef04,Non-Food In-Kind Transfers/Gifts,Yes,1200,0,0,,,,,1,
201112710279,a33e9842e88043fc95a65466468bcffd,Cash Transfers/Gifts,No,,,,,,,,,
201112710279,a33e9842e88043fc95a65466468bcffd,Food Transfers/Gifts,No,,,,,,,,,
201112710279,a33e9842e88043fc95a65466468bcffd,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201112710308,35222e002735496c913d6b0d93da1717,Cash Transfers/Gifts,No,,,,,,,,,
201112710308,35222e002735496c913d6b0d93da1717,Food Transfers/Gifts,No,,,,,,,,,
201112710308,35222e002735496c913d6b0d93da1717,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720007,6414f4670c9a49c2a1e75cd3cce6db33,Cash Transfers/Gifts,No,,,,,,,,,
201122720007,6414f4670c9a49c2a1e75cd3cce6db33,Food Transfers/Gifts,No,,,,,,,,,
201122720007,6414f4670c9a49c2a1e75cd3cce6db33,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720028,898eef4d168f416e95a008b7fa780846,Cash Transfers/Gifts,No,,,,,,,,,
201122720028,898eef4d168f416e95a008b7fa780846,Food Transfers/Gifts,No,,,,,,,,,
201122720028,898eef4d168f416e95a008b7fa780846,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720049,c7baae243ba5474f8500d3ea15d1893b,Cash Transfers/Gifts,No,,,,,,,,,
201122720049,c7baae243ba5474f8500d3ea15d1893b,Food Transfers/Gifts,Yes,25000,0,0,,,,,1,2
201122720049,c7baae243ba5474f8500d3ea15d1893b,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720070,fe03e68b7be94f2381553957a31c8875,Cash Transfers/Gifts,No,,,,,,,,,
201122720070,fe03e68b7be94f2381553957a31c8875,Food Transfers/Gifts,No,,,,,,,,,
201122720070,fe03e68b7be94f2381553957a31c8875,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720091,63e2457b8c07426f83dcaa48aa1ea4a0,Cash Transfers/Gifts,No,,,,,,,,,
201122720091,63e2457b8c07426f83dcaa48aa1ea4a0,Food Transfers/Gifts,No,,,,,,,,,
201122720091,63e2457b8c07426f83dcaa48aa1ea4a0,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720112,44facc03263e4c19a221d4b70565dd09,Cash Transfers/Gifts,No,,,,,,,,,
201122720112,44facc03263e4c19a221d4b70565dd09,Food Transfers/Gifts,No,,,,,,,,,
201122720112,44facc03263e4c19a221d4b70565dd09,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720133,1241718fbe394ecab47b85c9ea8367ac,Cash Transfers/Gifts,No,,,,,,,,,
201122720133,1241718fbe394ecab47b85c9ea8367ac,Food Transfers/Gifts,No,,,,,,,,,
201122720133,1241718fbe394ecab47b85c9ea8367ac,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720155,269a1a3d53604eb5900d13e6a7a7af85,Cash Transfers/Gifts,No,,,,,,,,,
201122720155,269a1a3d53604eb5900d13e6a7a7af85,Food Transfers/Gifts,No,,,,,,,,,
201122720155,269a1a3d53604eb5900d13e6a7a7af85,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720176,36d0cfff588947c68816d472cc6c4ea6,Cash Transfers/Gifts,No,,,,,,,,,
201122720176,36d0cfff588947c68816d472cc6c4ea6,Food Transfers/Gifts,No,,,,,,,,,
201122720176,36d0cfff588947c68816d472cc6c4ea6,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720197,9df22df389a54f96913f5aabcb27f69f,Cash Transfers/Gifts,No,,,,,,,,,
201122720197,9df22df389a54f96913f5aabcb27f69f,Food Transfers/Gifts,No,,,,,,,,,
201122720197,9df22df389a54f96913f5aabcb27f69f,Non-Food In-Kind Transfers/Gifts,Yes,1300,0,0,,,,,1,2
201122720218,fa3fe957ab9042a495f343d5aa870d81,Cash Transfers/Gifts,No,,,,,,,,,
201122720218,fa3fe957ab9042a495f343d5aa870d81,Food Transfers/Gifts,Yes,5000,0,0,,,,,1,2
201122720218,fa3fe957ab9042a495f343d5aa870d81,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720239,465bdec05cd24d15ba55dda75b4dbabc,Cash Transfers/Gifts,No,,,,,,,,,
201122720239,465bdec05cd24d15ba55dda75b4dbabc,Food Transfers/Gifts,No,,,,,,,,,
201122720239,465bdec05cd24d15ba55dda75b4dbabc,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720260,fba008afbca94d758b3156ef368d568b,Cash Transfers/Gifts,No,,,,,,,,,
201122720260,fba008afbca94d758b3156ef368d568b,Food Transfers/Gifts,No,,,,,,,,,
201122720260,fba008afbca94d758b3156ef368d568b,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720281,edfca6d517ec46b6905423e5270806da,Cash Transfers/Gifts,No,,,,,,,,,
201122720281,edfca6d517ec46b6905423e5270806da,Food Transfers/Gifts,Yes,5000,0,0,,,,,1,
201122720281,edfca6d517ec46b6905423e5270806da,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720302,1502465f465f4c32a73ce6258031ecbd,Cash Transfers/Gifts,No,,,,,,,,,
201122720302,1502465f465f4c32a73ce6258031ecbd,Food Transfers/Gifts,No,,,,,,,,,
201122720302,1502465f465f4c32a73ce6258031ecbd,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122720324,ab655d9ba5a34e9f98b20bad93406e2e,Cash Transfers/Gifts,No,,,,,,,,,
201122720324,ab655d9ba5a34e9f98b20bad93406e2e,Food Transfers/Gifts,No,,,,,,,,,
201122720324,ab655d9ba5a34e9f98b20bad93406e2e,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730011,98eae76ccb4846e8b276ce0520d02a09,Cash Transfers/Gifts,No,,,,,,,,,
201122730011,98eae76ccb4846e8b276ce0520d02a09,Food Transfers/Gifts,Yes,5000,0,0,,,,,1,2
201122730011,98eae76ccb4846e8b276ce0520d02a09,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730022,8a9477ec8f114eaa906e1912ec3d4dfc,Cash Transfers/Gifts,No,,,,,,,,,
201122730022,8a9477ec8f114eaa906e1912ec3d4dfc,Food Transfers/Gifts,No,,,,,,,,,
201122730022,8a9477ec8f114eaa906e1912ec3d4dfc,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730033,6996b88fa5ff4b6a8af1f79bc376e2ea,Cash Transfers/Gifts,No,,,,,,,,,
201122730033,6996b88fa5ff4b6a8af1f79bc376e2ea,Food Transfers/Gifts,Yes,1500,0,0,,,,,2,
201122730033,6996b88fa5ff4b6a8af1f79bc376e2ea,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730055,7e32c678910f45b999adfb201ecd3cb5,Cash Transfers/Gifts,No,,,,,,,,,
201122730055,7e32c678910f45b999adfb201ecd3cb5,Food Transfers/Gifts,No,,,,,,,,,
201122730055,7e32c678910f45b999adfb201ecd3cb5,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730067,839173af3e5d4e78a470b1dbfe80a0bc,Cash Transfers/Gifts,Yes,4000,0,0,no,,,,1,2
201122730067,839173af3e5d4e78a470b1dbfe80a0bc,Food Transfers/Gifts,Yes,18000,0,0,,,,,1,2
201122730067,839173af3e5d4e78a470b1dbfe80a0bc,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730078,383b4a7156ef437f8cc4a07ef38b225c,Cash Transfers/Gifts,No,,,,,,,,,
201122730078,383b4a7156ef437f8cc4a07ef38b225c,Food Transfers/Gifts,No,,,,,,,,,
201122730078,383b4a7156ef437f8cc4a07ef38b225c,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730100,b2dc7313cf274bf6a803a2963b5b2d28,Cash Transfers/Gifts,No,,,,,,,,,
201122730100,b2dc7313cf274bf6a803a2963b5b2d28,Food Transfers/Gifts,No,,,,,,,,,
201122730100,b2dc7313cf274bf6a803a2963b5b2d28,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730111,1b9f3fcb5ed9493185f2e404019bb9e0,Cash Transfers/Gifts,No,,,,,,,,,
201122730111,1b9f3fcb5ed9493185f2e404019bb9e0,Food Transfers/Gifts,No,,,,,,,,,
201122730111,1b9f3fcb5ed9493185f2e404019bb9e0,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730122,fc703b9549a84096b84142c6adeca6ff,Cash Transfers/Gifts,No,,,,,,,,,
201122730122,fc703b9549a84096b84142c6adeca6ff,Food Transfers/Gifts,Yes,3000,0,0,,,,,2,
201122730122,fc703b9549a84096b84142c6adeca6ff,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730144,14edf086061f438c8100717946dcf475,Cash Transfers/Gifts,No,,,,,,,,,
201122730144,14edf086061f438c8100717946dcf475,Food Transfers/Gifts,No,,,,,,,,,
201122730144,14edf086061f438c8100717946dcf475,Non-Food In-Kind Transfers/Gifts,No,,,,,,,,,
201122730155,10e661fb17484c298c99f9ade539248e,Cash Transfers/Gifts,No,,,,,,,,,
