case_id,hhid,gardenid,ag_b100,ag_b102,ag_b103_2,ag_b103_2a,ag_b104a,ag_b104b,ag_b104b_oth,ag_b104a2,ag_b105e,ag_b105e_oth,ag_b106,ag_b106a,ag_b107
203063240114,c300517752f04ef9a9702dcacc5905fb,RG01,RG01 BWANAMALI,RG01 BWANAMALI,1,no,1,acre,,1.25,,,11,3,Partly Cloudy / Partly Sunny
203063240131,b5d78c346a824247957c170936f0afe7,RG01,RG01 MUNDA  WAPAKHOMO,RG01 MUNDA WAPAKHOMO,1,no,1,acre,,1.75,,,11,3,Clear/Sunny
203063240147,bceb1de13bb14371a9b3b3b259fd508f,RG01,RG01_KARONGA MAJONI GARDEN,KARONGA MAJONI GARDEN,1,no,2,acre,,3.57,,,9,3,Mostly Clear / Mostly Sunny
203063240147,bceb1de13bb14371a9b3b3b259fd508f,RG02,RG02_ZIWIRI GARDEN,ZIWIRI GARDEN,2,no,2,acre,,3.57,,,9,3,Mostly Clear / Mostly Sunny
203063240163,2ab4d00520264eea866f9dc118000892,RG01,RG01 KWA KUBWE,RG01 KWA KUBWE,4,no,2.5,acre,,2.69,,,11,4,Clear/Sunny
203063240196,7baa32e45a27466fa0796a185ce81ac7,RG01,RG01_ MUNDA WA GLORIA,MUNDA WA GLORIA,4,no,2.5,acre,,4.26,,,9,3,Clear/Sunny
203063240213,18b619e57f1a486a8954bfaad2ae2444,RG01,RG01_MKHALAPATHUMBA GARDEN,MKHALAPATHUMBA,1,no,1.5,acre,,2.29,,,12,3,Clear/Sunny
203063240277,b7088e6975ac4067b58aacedf4c48e74,RG01,RG01_MTCHEFU GARDEN,MTCHEFU GARDEN,1,no,1,acre,,.61,,,11,3,Clear/Sunny
203063240294,3ffa906159544d1c96cd5227335a81d5,RG01,RG01 MUNDA WA KU SANGA,RG01 MUNDA WA KU  SANGA,2,no,2.5,acre,,2.9,,,11,3,Mostly Clear / Mostly Sunny
203063240326,ecbd3a9720244fb1aace8f2b3e5d6d51,RG01,RG01 MUNDA WA RENT WA A THERISA,RG01 MUNDA WA RENT WA A THERISA,1,no,.5,acre,,.5,,,11,3,Mostly Clear / Mostly Sunny
203063240342,ef26ccdafe9745bb8c138d499e93e4df,RG01,RG01 MUNDA wakukhomo,RG01 MUNDA WA KU KHOMO,3,no,4,acre,,5.8,,,11,3,Mostly Clear / Mostly Sunny
203063250007,136b9343895b476f8637c47bf4f1d96c,RG01,RG01,MAIZE AND BEANS GAERDEN,1,yes,1,acre,,1,,,12,3,Partly Cloudy / Partly Sunny
203063250030,df6e82c2339c4ea28072f6b66338f99c,RG01,RG01_MUNDA WAKUPHIRI,Munda wakuphiri,1,no,1,acre,,3.5,,,12,3,Mostly Clear / Mostly Sunny
203063250067,b94f532f97564f6a96f795b47f41c05d,RG01,RG 01 MUNDA WAKU KANJOKA,RG 01 MUNDA WAKU KANJOKA,2,no,2.5,acre,,3.29,,,11,3,Clear/Sunny
203063250105,d01a473f786e4a828084703f71282424,RG01,RG01 MUNDA WAKWA KALEMEKA,RG01 MUNDA WAKWA KALEMEKA,1,no,1,acre,,1.05,,,11,3,Clear/Sunny
203063250105,d01a473f786e4a828084703f71282424,RG02,RG02 MUNDA WAKWA KALEMEKA,RG02 MUNDA WAKWA KALEMEKA,1,no,1,acre,,1.09,,,11,3,Clear/Sunny
203063250105,d01a473f786e4a828084703f71282424,RG03,RG03 MUNDA WAKUPHIRI,RG03 MUNDA WAKUPHIRI,1,no,1,acre,,1.23,,,8,3,Clear/Sunny
203063250142,81e860f98db44bbb914c4b6da6f7e208,RG01,RG01,MAIZE AND BEANS GARDEN,1,yes,1,acre,,.5600000000000001,,,11,3,Partly Cloudy / Partly Sunny
203063250179,c916db98e71d4448845e6b5b11a62ca7,RG01,RG 01 MUNDA WAKU DILILO,RG 01 MUNDA WAKU DILILO,2,no,2,acre,,1.62,,,11,3,Clear/Sunny
203063250217,94f0275822e24e229d8cb0258ce937de,RG01,RG01 MUNDA WAKU  KANJOKA,RG01 MUNDA WAKU KANJOKA,2,no,2,acre,,1.67,,,11,3,Clear/Sunny
203063250254,a6148e6dc6df4f91af55ef6f70ac15ac,RG01,RG01,MAIZE AND TOBACCO GARDEN,2,yes,2,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
203063250291,9dc6f856a155464c8e1de42f1289ae84,RG01,RG01 MUNDA WAKU CHIPHATHI,RG 01 MUNDA WAKU CHIPHATHI,1,no,1,acre,,1.13,,,11,3,Clear/Sunny
203063250291,9dc6f856a155464c8e1de42f1289ae84,RG03,RG02 MUNDA WAKU MCHENGA,MUNDA WAKU MCHENGA,1,no,1.5,acre,,1.3,,,11,3,Clear/Sunny
203063250329,706238117b6f42419032ccfc284ecb7c,RG01,RG01 MUNDA WAKUTSIDYA,RG01 MUNDA WAKUTSIDYA,2,no,2,acre,,2.38,,,11,3,Clear/Sunny
203063250366,e5a8305fc3224d14bd6dd68e8de21160,RG01,RG01_MUNDA WAKUKATONDO,MUNDA WAKUKATONDO,2,no,2,acre,,2.86,,,12,3,Clear/Sunny
203063250366,e5a8305fc3224d14bd6dd68e8de21160,RG02,"""RG02_MUNDA WA KUMCHENGA """,MUNDA WAKUMCHENGA,1,no,2,acre,,.47,,,10,3,Clear/Sunny
203063250441,85846eb2e4cd418cb93af6001a3731dc,RG01,RG01_MUNDA WAPAKHOMO,MUNDA WAPAKHOMO,1,no,.5,acre,,.43,,,12,3,Mostly Clear / Mostly Sunny
203063250478,f6c0dae7a2fd4636a9af8d37c136392c,RG01,RG01,MAIZE GARDEN,1,yes,2,acre,,1.65,,,12,3,Mostly Clear / Mostly Sunny
203063250478,f6c0dae7a2fd4636a9af8d37c136392c,RG02,RG02,TOBACCO GARDEN,1,yes,1,acre,,.57,,,10,3,Mostly Clear / Mostly Sunny
203063250515,58f1ba500dad4e3695ececf1ebc595e0,RG01,RG 01 MUNDA WAKU KALULU,RG01 MUNDA WA KU KALULU,1,no,2,acre,,4.64,,,9,3,Mostly Clear / Mostly Sunny
203063250552,0475122cc8b8415397a6508d6ed1155a,RG01,RG01_KALULU GARDEN,KALULU GARDEN,2,no,2.5,acre,,2.43,,,9,3,Clear/Sunny
203063250590,f232de1831e542b5bcf2cca5e4b5095a,RG01,RG01 MUNDA WAPAKHOMO,RG01 MUNDA WAPAKHOMO,2,no,1,acre,,1.35,,,11,3,Clear/Sunny
203203260014,c20461539e3f4123b50b95e97f26ad13,RG01,KWEZANI FARM RG01,KWEZANI FARM RG01,3,no,27,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
203203260086,8f999cb6921d440eacd3678a3ee453c7,RG01,MWESO FARM RG01,MWESO RG01,3,no,6,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
203203260086,8f999cb6921d440eacd3678a3ee453c7,RG02,CHAWALA RG02,CHAWALA RG02,1,no,2,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
203203260086,8f999cb6921d440eacd3678a3ee453c7,RG03,KADAEERA RG03,KADAERA RG03,1,no,4,acre,,,LONG DISTANCE WITHIN THIS DISTRICT,,,,
203203260100,755ab6af02ef4e89a0e9405caa617df0,RG01,RG01 MUNDA WA PAKHOMO,MUNDA WA PAKHOMO,1,yes,.25,acre,,.26,,,11,3,Clear/Sunny
203203260100,755ab6af02ef4e89a0e9405caa617df0,RG02,RG02 MUNDA WA KU CHISULA,MUNDA WA KU CHISULA,1,no,.5,acre,,.45,,,10,3,Clear/Sunny
203203260115,d2942b4f9bbc4eb3ad8afd940001cf0f,RG01,"""RG01 GARDEN """,RG01 GARDEN,1,no,2,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
203203260143,406b5dbb1cc8478e9c6ef1f33f59437f,RG01,RG01 MUNDA KWA KWEZANI,MUNDA KWA KWEZANI,1,no,.75,acre,,.58,,,8,4,Clear/Sunny
203203260143,406b5dbb1cc8478e9c6ef1f33f59437f,RG02,"""RG02 MUNDA WA PAKHOMO """,MUNDA PA KHOMO,1,yes,.25,acre,,.3,,,12,3,Clear/Sunny
203203260215,2abbba5a066945c7b88d81d7d48ceebb,RG01,RG01,Munda Wa kwa Khwela,1,no,.5,acre,,.57,,,12,3,Mostly Clear / Mostly Sunny
203203260272,a283f5ff7a1146c8bf7c1b9e15ee8888,RG01,MUNDA WAKUCHINKHWAKHWA,MUNDA WAKUCHINKHWAKHWA,3,no,2,acre,,,HOUSEHOLD REFUSED,,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,RG01,RG01 MUNDA WA PAKHOMO,MUNDA WA PAKHOMO,1,yes,.5,acre,,.6899999999999999,,,11,3,Partly Cloudy / Partly Sunny
204013270001,1d955dc8a1cf41aea4a73de3f70de666,RG02,RG02 MUNDA WA KUMTUNDA,MUNDA WA KUMTUNDA,4,yes,2,acre,,3.15,,,12,3,Partly Cloudy / Partly Sunny
204013270026,301bc0b9e3b14a6fbfcd7e2ed9fb5393,RG01,RG01 MUNDA WA KWA MPHONDE,MUNDA WA KWA MPHONDE,1,yes,.5,acre,,.32,,,10,3,Partly Cloudy / Partly Sunny
204013270026,301bc0b9e3b14a6fbfcd7e2ed9fb5393,RG02,RG01 MUNDA WA PAKHOMO,MUNDA WA PAKHOMO,1,yes,.25,acre,,.14,,,10,3,Partly Cloudy / Partly Sunny
204013270051,d0db3b51a3de4dcea667be1f06fdad67,RG01,RG01 MUNDA WA PAKHOMO,MUNDA WA PAKHOMO,1,no,1.5,acre,,1.43,,,10,3,Partly Cloudy / Partly Sunny
204013270076,a822b7448f53464b8e589506f807bc8f,RG01,RG01 MUNDA WA PAMANDA,MUNDA WA PAMANDA,1,no,1.25,acre,,1.35,,,9,3,Partly Cloudy / Partly Sunny
204013270076,a822b7448f53464b8e589506f807bc8f,RG02,RG02 MUNDA WA NKHALANGO,MUNDA WA KUNKHALANGO,1,yes,.75,acre,,.95,,,10,3,Partly Cloudy / Partly Sunny
204013270101,cbfb7a019b9a4eaba6a7dd9de5fa824e,RG01,RG01 MUNDA WA KAUTSI,MUNDA WA KU KAUTSI,2,no,2,acre,,1.92,,,11,3,Partly Cloudy / Partly Sunny
204013270126,c8a120a1ebf34b7489662199d7816a15,RG01,RG01 MUNDA WA KUNDAWE,MUNDA WA KUNDAWE,1,yes,1.5,acre,,1.53,,,11,3,Partly Cloudy / Partly Sunny
204013270151,259a1c100af447d7a299cd3eb373f449,RG01,RG01 Munda wakudambo,RG01 Munda wakudambo,1,no,2,acre,,2.15,,,12,3,Mostly Clear / Mostly Sunny
204013270151,259a1c100af447d7a299cd3eb373f449,RG02,RG02 Munda wakukautsi,RG02 Munda wakukautsi,1,no,1.5,acre,,1.69,,,12,3,Mostly Clear / Mostly Sunny
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,RG01,RG01 Munda wakukautsi,RG01 Munda wakukautsi,1,no,2,acre,,1.44,,,12,3,Clear/Sunny
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,RG02,RG02 Munda wakukautsi,RG02 Munda wakukautsi,1,no,2,acre,,1.42,,,11,3,Clear/Sunny
204013270201,6bc063a796a64680bfeed3ffe0890efc,RG01,RG01 Munda kutsidya kwakautsi,R01 Munda wakutsidya kwakautsi,2,no,2,acre,,1.7,,,11,3,Clear/Sunny
204013270226,c412bf4d38a4461db4fefd1244d56073,RG01,RG01 Munda wakundawe,RG01 Munda wakundawe,4,no,2.5,acre,,1.97,,,12,3,Partly Cloudy / Partly Sunny
204013270226,c412bf4d38a4461db4fefd1244d56073,RG02,RG02 Munda wakundawe,RG02 Munda wakundawe,1,no,.25,acre,,.16,,,9,3,Partly Cloudy / Partly Sunny
204013270251,801cc010bed74f20b3c47680f30a6507,RG01,RG01 Munda wakunseu,RG01 Munda wakunseu,3,no,2.5,acre,,2.97,,,10,3,Mostly Clear / Mostly Sunny
204013270251,801cc010bed74f20b3c47680f30a6507,RG02,RG02 Munda wakukautsi,RG02 Munda wakukautsi,3,no,3.5,acre,,3.8,,,9,3,Mostly Clear / Mostly Sunny
204013270276,633478303776463f9c9f9e30ecb7ddfb,RG01,RG01 MUNDA WA KU NDAWE,RG01 MUNDA WA KU NDAWE,1,yes,1,acre,,1,,,11,3,Partly Cloudy / Partly Sunny
204013270276,633478303776463f9c9f9e30ecb7ddfb,RG02,RG02 MUNDA WA WA KU PHIRI WA MMUSI,RG02 MUNDA WA KU PHIRI WA MMUSI,1,yes,1,acre,,.86,,,12,3,Partly Cloudy / Partly Sunny
204013270276,633478303776463f9c9f9e30ecb7ddfb,RG03,RG03 MUNDA WA KU PHIRI WA MUMTUNDA,RG03 MUNDA WA KU PHIRI WA MUMTUNDA,1,yes,1,acre,,.95,,,11,3,Partly Cloudy / Partly Sunny
204013270301,30fae6cc29044888a5e6e135428df97f,RG01,"""RG01 MUNDA WA PAKHOMO """,RG01 MUNDA WA PAKHOMO,1,no,.75,acre,,.6899999999999999,,,11,3,Mostly Cloudy / Considerable Cloudiness
204013270326,9fe8d7e0897f4f129be3103253375bb3,RG01,RG01 MUNDA WA KU MUSI,RG01 MUNDA WA KU MU6,2,yes,1,acre,,.74,,,12,2,Mostly Cloudy / Considerable Cloudiness
204013270351,5aaa6556d2b14703843bfc8c295196b7,RG01,RG01 MUNDA WA RENT 1,RG01 MUNDA WA RENT 1,1,no,1,acre,,,HOUSEHOLD REFUSED,,,,
204013270351,5aaa6556d2b14703843bfc8c295196b7,RG02,RG02 MUNDA WA RENT 2,RG02 MUNDA WA RENT 2,1,no,1,acre,,,HOUSEHOLD REFUSED,,,,
204013270376,96e0ea1bcc8c42138d95c237be583b10,RG01,RG01 MUNDA WA KU NKHALANGO,RG01 MUNDA WA KU NKHALANGO,2,yes,1,acre,,,HOUSEHOLD REFUSED,,,,
204013280017,e0108bc156954599a33228df3bae343d,RG01,RG01 munda wa malizeni,munda wa malizeni,1,no,2,hectare,,2.75,,,12,3,Clear/Sunny
204013280017,e0108bc156954599a33228df3bae343d,RG02,RG02 munda wa chikwangwala,munda wa chikwangwala,1,no,1,hectare,,1.22,,,11,3,Clear/Sunny
204013280035,1881303927e84e0190d4815596612c7f,RG01,RG01 MUNDA WA KWA SINGAMBE,RG01 MUNDA WA KWA SINGAMBE,1,yes,2,acre,,4.57,,,10,3,Partly Cloudy / Partly Sunny
204013280035,1881303927e84e0190d4815596612c7f,RG02,RG02 MUNDA WA PA TSALA,RG02 MUNDA WA PATSALA,1,yes,1,acre,,.62,,,9,3,Partly Cloudy / Partly Sunny
204013280052,cd6a79f6a628446dae77f170d6d3363f,RG01,RG01_MUNDA WA KWASIMBI,MUNDA WA KWASIMBI,4,no,1.5,acre,,1.69,,,11,3,Clear/Sunny
204013280052,cd6a79f6a628446dae77f170d6d3363f,RG02,RG02_MUNDA WA KWASANGAWAMBE,MUNDA WA KWASANGAWAMBE,1,no,1,acre,,1.29,,,11,3,Clear/Sunny
204013280104,86ed4e2b659041748b25cb2ff0078d28,RG01,RG01 munda wakudeli,Munda wakudeli,1,no,2.5,hectare,,1.55,,,12,3,Clear/Sunny
204013280104,86ed4e2b659041748b25cb2ff0078d28,RG02,RG02 MUNDA WAKUMUDZI,munda wakumudzi,1,no,1,acre,,1.18,,,12,3,Clear/Sunny
204013280121,ea597bb87b70487baf1c052da6187c50,RG01,RG01 MUNDA WA KU MPHEMBA,RG01 MUMDA WA KU MPHEMBA,1,yes,1.5,acre,,2.1,,,11,3,Partly Cloudy / Partly Sunny
204013280121,ea597bb87b70487baf1c052da6187c50,RG02,RG02 MUMDA WA KU BWINJA,RG02 MUNDA WA KU BWINJA,1,yes,1,acre,,1.5,,,12,3,Partly Cloudy / Partly Sunny
204013280139,7885281486974e0c84a9402c416c0918,RG01,"""RG01 Mphemba Garden """,Mphemba Garden,2,no,4.5,acre,,3.6,,,12,3,Clear/Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG01,RG01_MUNDA WA MBALI MWAMSEU,MUNDA WA MBALI MWAMSEU,2,no,2,acre,,1.38,,,9,3,Clear/Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG02,RG02_MUNDA WA PAKHOMO,MUNDA WA PAKHOMO,1,yes,1.5,acre,,1.03,,,11,3,Clear/Sunny
204013280156,ed05e380c21049d99c1b1b88f8e4e418,RG03,RG03_MUNDA WA KUDAMBO,MUNDA WA KUDAMBO,2,no,.25,acre,,.21,,,11,3,Clear/Sunny
204013280174,a476d162175943d084cea354ccb93a9e,RG01,GR01 munda kumiyala,munda wa kakimiyala,1,no,2,acre,,2.89,,,11,3,Clear/Sunny
204013280191,5e7b5d3a9ece42c4bfb375ba22024ea7,RG01,RG01  MUNDA WA KU MPHEMBA,RGO1 MUNDA WA KUMPHEMBA,1,yes,2.5,acre,,2.39,,,11,3,Partly Cloudy / Partly Sunny
204013280191,5e7b5d3a9ece42c4bfb375ba22024ea7,RG02,RG02 MUNDA WA CHIFUKULA, RG02 MUNDA WA KU CHIFUKULA,1,yes,.5,acre,,.47,,,11,3,Partly Cloudy / Partly Sunny
204013280208,2fbcce4b040c454891fd132d4f2e74bf,RG01,RG01 CHIFUKULA GARDEN,Chifukula Garden,4,no,4,acre,,3.4,,,12,3,Mostly Clear / Mostly Sunny
204013280226,42dc9efb308241efaab3492e32c6841e,RG01,RG01 MUNDA WA PAKHOMO,Munda Wapakhomo,1,yes,.5,acre,,.13,,,10,3,Mostly Cloudy / Considerable Cloudiness
204013280226,42dc9efb308241efaab3492e32c6841e,RG02,"""RG02 Munda wapatchalichi """,Munda wapatchalitchi,1,no,2,acre,,1.63,,,12,3,Mostly Clear / Mostly Sunny
204013280226,42dc9efb308241efaab3492e32c6841e,RG03,RG03 Tsauka Garden,Tsauka Garden,2,no,2,acre,,.55,,,12,3,Mostly Clear / Mostly Sunny
204013280260,e0891c6400e9469fb2fedb6f720bd3a8,RG01,RG01 munda wakuseli kwachulu,munda wakuseli kwachulu,1,no,2.6,hectare,,1.19,,,9,3,Clear/Sunny
204013280312,d63beb8bcc2e492297bcaa6a15c9e71d,RG01,RG01_MUNDA WA KUTANTHA,MUNDA WA KUTANTHA,2,no,2.5,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
204013280329,c800928dab27431294700584a3049ed2,RG01,RG01_MUNDA WA KUMTUNDA,MUNDA WA KUMTUNDA,2,no,1.5,acre,,1.39,,,12,3,Clear/Sunny
204013280329,c800928dab27431294700584a3049ed2,RG02,RG02_MUNDA WA KUMTUNDA KWA MSEU,MUNDA WA KUMTUNDA KWA MSEU,1,no,.5,acre,,.44,,,11,3,Clear/Sunny
204013280329,c800928dab27431294700584a3049ed2,RG03,RG03_MUNDA WA KURENDI,MUNDA WA KURENDI,1,no,.5,acre,,.37,,,10,3,Clear/Sunny
204013280347,295e0b3317744ecfb2086705017cda8f,RG01,RG01 MUNDA WA KUDAMBO,RG01 MUNDA WA KUDAMBO,2,yes,2,acre,,2,,,11,3,Partly Cloudy / Partly Sunny
204013290024,b41575614f9e4408b987b3e880795d3f,RG01,RG01 MUNDA WAPAKHOMO,MUNDA WAPAKHOMO,1,yes,2,acre,,.9,,,11,3,Mostly Cloudy / Considerable Cloudiness
204013290047,0c25a15f6b0745a5b69c7ff8a2386d60,RG01,RG01 MUNDA WAKUMCHENGA,MUNDA WAKUMCHENGA,2,no,2,acre,,2.5,,,11,3,Partly Cloudy / Partly Sunny
204013290050,615bcb9471bd4c3d924067ce6cc2b639,RG01,RG01 MUNDA WAKWACHIWALA,MUNDA WAKUMUNDA,1,no,2,acre,,,LONG DISTANCE OUTSIDE THIS DISTRICT,,,,
204013290076,3712e305b36b4a73b30138c17fbc1298,RG01,RG01 MUNDA WAKUNSEU,munda wakunseu,1,no,1,acre,,2.32,,,11,3,Partly Cloudy / Partly Sunny
204013290076,3712e305b36b4a73b30138c17fbc1298,RG02,RG02 MUNDA WAKUMTUNDA,MUNDA WAKUMTUNDA,1,no,.5,acre,,1.13,,,12,3,Partly Cloudy / Partly Sunny
204013290128,fb8ea67fb6b447a1a5fc55fdf8948814,RG01,RG01 MUNDA WA KU MTUNDA,RG01 MUNDA WA KU MTUNDA,1,yes,1.5,acre,,.93,,,11,3,Partly Cloudy / Partly Sunny
204013290154,ff26c6ae46e34502a0781a660b5a7ee9,RG01,RG01 MUNDA WA KU MISIZI,RG01 MUNDA WA KU MISIZI,1,no,.5,acre,,1.95,,,12,3,Partly Cloudy / Partly Sunny
204013290154,ff26c6ae46e34502a0781a660b5a7ee9,RG02,RG02 MUNDA WA KU MCHENGA,RGO2 MUNDA WA KU MCHENGA,1,yes,.5,acre,,.83,,,11,3,Partly Cloudy / Partly Sunny
204013290180,0299779551cf4f9583328e8b3ae4f871,RG01,RG01 MUNDA WA KU CHOOLE,RG01 MUNDA WA KU CHOOLE,1,no,1,acre,,1.38,,,12,3,Partly Cloudy / Partly Sunny
204013290206,624214fa7b954f39bda28ea1d5d170d5,RG01,RG01 MUNDA WA MITSIZI,RG01 MUNDA WA KU MITSIZI,2,yes,1,acre,,2.42,,,10,3,Partly Cloudy / Partly Sunny
204013290232,67b1fe99c58c43458a15a7aa038c52dc,RG01,RG01 MUNDA WA KUFUNDO,MUNDA WA KUFUNDO,1,no,1,acre,,.93,,,12,3,Partly Cloudy / Partly Sunny
204013290258,dd7ee73b6a2344848aff05b2fe857d23,RG01,RG01 MUNDA WA KUDAMBO,MUNDA WA KUDAMBO,1,no,1.5,acre,,1.71,,,12,3,Mostly Cloudy / Considerable Cloudiness
204013290258,dd7ee73b6a2344848aff05b2fe857d23,RG02,RG02 MUNDA WA KUTSIDYA,MUNDA WA KUTSIDYA,2,no,4,acre,,5.26,,,12,3,Mostly Cloudy / Considerable Cloudiness
204013290284,16c180760c9340368f8f01ce117924ce,RG01,RG01 MUNDA WA KUPHIRI,MUNDA WA KUPHIRI,3,yes,1,acre,,1.65,,,11,3,Partly Cloudy / Partly Sunny
204013290310,7f9363492f8e4fe38f2bea20fe1dce82,RG01,RG01 MUNDA WAPAKHOMO,MUNDA WA PAKHOMO,1,yes,.75,acre,,1.08,,,12,3,Partly Cloudy / Partly Sunny
204013290335,24e0708ebb60437ab1611994714d3085,RG01,RG01 MUNDA WAKUMIYALA,RG01 MUNDA WAKUMIYALA,1,no,1,acre,,1.2,,,11,3,Clear/Sunny
204013290335,24e0708ebb60437ab1611994714d3085,RG02,RG02 MUNDA WAKUKANGOMBWA,RG02 MUNDA WAKUKANGOMBWA,1,no,.25,acre,,.07,,,11,3,Clear/Sunny
204013290335,24e0708ebb60437ab1611994714d3085,RG03,RG03 MUNDA WAKUKANGOMBWA,RG03 MUNDA WAKUKANGOMBWA,1,no,.5,acre,,.32,,,12,3,Clear/Sunny
204013290361,d0e7292b2751426d8dbccb604e7a5637,RG01,RG01 MUNDA WAPAKHOMO,RG01 MUNDA WAPAKHOMO,1,no,.5,acre,,.7,,,10,3,Mostly Cloudy / Considerable Cloudiness
204013290387,a3f3d2316abf440e8a40a259320febcc,RG01,RG01 MUNDA WAKUMAGWAFA,RG01 MUNDA WAKUMAGWAFA,1,no,.5,acre,,.66,,,11,3,Mostly Clear / Mostly Sunny
204013290387,a3f3d2316abf440e8a40a259320febcc,RG02,RG02 MUNDA WAKWAMLENGWE,RG02 MUNDA WAKWAMLENGWE,1,no,.25,acre,,.15,,,12,3,Mostly Clear / Mostly Sunny
204013290413,c07b2361a8254e279280de251fb013f9,RG01,RG01 Munda wapakhomo,RG01 Munda wapakhomo,2,no,.75,acre,,.6,,,11,3,Partly Cloudy / Partly Sunny
204013290413,c07b2361a8254e279280de251fb013f9,RG02,RG02 Munda wakumunsi,RG02 Munda wakumunsi,1,no,.5,acre,,.5600000000000001,,,11,3,Partly Cloudy / Partly Sunny
204023300027,6f772c2159de4d41846a2a31dd61e3e5,RG01,"""RG01 MUNDA WA PANSEU """,MUNDA WA PANESU,2,no,1,acre,,2.33,,,12,3,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG01,RG01 MUNDA WA PAKHOMO,RG01 MUNDA WA PAKHOMO,4,no,2,acre,,8.16,,,11,3,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG02,RG02 MUNDA WA PAKHOMO,RG01 MUNDA WA PAKHOMO,1,no,.25,acre,,.13,,,11,3,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG03,RG03 MUNDA WA PANSEU,RG03 MUNDA WA PANSEU,1,no,.5,acre,,.6,,,11,3,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG04,RG04 MUNDA WA KUDAMBO LASESE,RG04 MUNDA WA KUDAMBO LASESE,1,no,1,acre,,2.08,,,9,4,Clear/Sunny
204023300068,cff38e7970cf42fb8af2ea8133a9f5d8,RG05,RG05 MUNDA WA PAKHOMO,RG05 MUNDA WA PAKHOMO,1,yes,.25,acre,,.2,,,11,3,Clear/Sunny
204023300082,0cb32b4097164606a0f272748d183398,RG01,RG01 MUNDA WAKUMCHENGA,munda wakumchenga,1,no,1,acre,,.7,,,9,3,Clear/Sunny
204023300095,ab360b007dbe43139ab4e6369112336a,RG01,RG01 MUNDA WA RENT,MUNDA WA RENT,1,no,1,acre,,.89,,,11,3,Clear/Sunny
204023300123,d5baeda425f7474b8768f8f21b22e948,RG01,RG01 MUNDA WA KU KATONDO,RG01 MUNDA WA KU KATONDO,1,no,1,acre,,1.02,,,11,3,Clear/Sunny
204023300123,d5baeda425f7474b8768f8f21b22e948,RG02,RG02 MUNDA WA KU MCHENGA,RG01 MUNDA WA KU MCHENGA,1,no,1,acre,,1.02,,,12,3,Partly Cloudy / Partly Sunny
204023300137,f1d7f3c69c8f47e2894863e94897ddc2,RG01,RG01 MUNDA WA PAKHOMO,RG01 MUNDA WA PAKHOMO,3,no,2.5,acre,,3.97,,,11,3,Clear/Sunny
204023300150,516cd1384bf64430a634c41f653980e6,RG01,RG01 MUNDA WA KUNJERENJERE,RG01 MUNDA WA KU NJERENJERE,1,no,2,acre,,2.24,,,11,3,Clear/Sunny
204023300150,516cd1384bf64430a634c41f653980e6,RG02,RG02 MUNDA WA KUSELI KWAMANDA,RG02 MUNDA WA KUSELI KWAMANDA,2,no,1.5,acre,,1.97,,,11,3,Clear/Sunny
204023300192,e3bae451578d408eab29cff256bd7fd3,RG01,RG01 TIYANJANE FARM,TIYANJANE FARM,3,no,9,acre,,8.640000000000001,,,12,3,Clear/Sunny
204023300205,9eae74a0c5f44f3f9c1d2e7ea04060ef,RG01,RG01 MUNDA WA KU MCHENGA,RG01 MUNDA WA KU MCHENGA,1,yes,1,acre,,.86,,,11,3,Clear/Sunny
204023300232,8ba186425b5e4dd5864fd7b11e687504,RG01,RG01 MUNDA WA RENT,munda warent,1,no,1,acre,,1.37,,,12,3,Clear/Sunny
204023300232,8ba186425b5e4dd5864fd7b11e687504,RG02,RG02 MUNDA WAKUBOWE,munda wakubowe,1,no,1,acre,,1.09,,,9,3,Clear/Sunny
204023300245,0effa6fc2f9c4e9897f68283e8d7ac72,RG01,RG01 MUNDA WA KUMCHENGA,MUNDA WA KUMCHENGA,1,yes,1,acre,,1.29,,,12,3,Clear/Sunny
204023300259,35c0dab1a5b34f1a8316ed6ab9237c47,RG01,RG01 MUNDA WA PAKHOMO,RG01 MUNDA WA PAKHOMO,1,yes,.5,acre,,.5,,,10,3,Clear/Sunny
204023300259,35c0dab1a5b34f1a8316ed6ab9237c47,RG02,RG02 MUNDA WA KUMMAWA,RG02 MUNDA WA KUMMAWA,5,no,2,acre,,1.5,,,12,3,Clear/Sunny
