case_id,hhid,gardenid,plotid,ag_k01,ag_k01b,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k21_oth,ag_k22,ag_k22_oth,ag_k23,ag_k24,ag_k25_oth,ag_k25a,ag_k25b,ag_k26a,ag_k26b,ag_k26_oth,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k26_2_oth,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k29_oth,ag_k30,ag_k30_oth,ag_k31,ag_k31_oth,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k35_oth,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k38b_oth,ag_k39,ag_k40,ag_k40_1,ag_k40_2,ag_k40a,ag_k40a_oth,ag_k40b,ag_k40c,ag_k40c_oth,ag_k40d,ag_k40e,ag_k40f,ag_k40f_oth,ag_k40g,ag_k40h,ag_k40h_oth,ag_k40i,ag_k41,ag_k42a,ag_k42a_oth,ag_k42b,ag_k42c,ag_k42c_oth,ag_k42d,ag_k42e,ag_k42e_oth,ag_k42f,ag_k42g,ag_k42g_oth,ag_k43a1,ag_k43b1,ag_k43c1,ag_k43d1,ag_k43a2,ag_k43b2,ag_k43c2,ag_k43d2,ag_k43a3,ag_k43b3,ag_k43c3,ag_k43d3,ag_k43a4,ag_k43b4,ag_k43c4,ag_k43d4,ag_k43a5,ag_k43b5,ag_k43c5,ag_k43d5,ag_k43a6,ag_k43b6,ag_k43c6,ag_k43d6,ag_k43a7,ag_k43b7,ag_k43c7,ag_k43d7,ag_k44a1,ag_k44b1,ag_k44c1,ag_k44d1,ag_k44a2,ag_k44b2,ag_k44c2,ag_k44d2,ag_k44a3,ag_k44b3,ag_k44c3,ag_k44d3,ag_k44a4,ag_k44b4,ag_k44c4,ag_k44d4,ag_k44a5,ag_k44b5,ag_k44c5,ag_k44d5,ag_k44a6,ag_k44b6,ag_k44c6,ag_k44d6,ag_k44a7,ag_k44b7,ag_k44c7,ag_k44d7,ag_k45a1,ag_k45b1,ag_k45c1,ag_k45d1,ag_k45a2,ag_k45b2,ag_k45c2,ag_k45d2,ag_k45a3,ag_k45b3,ag_k45c3,ag_k45d3,ag_k45a4,ag_k45b4,ag_k45c4,ag_k45d4,ag_k45a5,ag_k45b5,ag_k45c5,ag_k45d5,ag_k45a6,ag_k45b6,ag_k45c6,ag_k45d6,ag_k45a7,ag_k45b7,ag_k45c7,ag_k45d7,ag_k46a1,ag_k46b1,ag_k46a2,ag_k46b2,ag_k46a3,ag_k46b3,ag_k46c,ag_k46c_oth,ag_k46d,ag_k46e,ag_k46e_oth,ag_k46f,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c
202052950243,582f6b06d99545c7b59b9f9be2b922e6,RG01,D01,yes,1,,yes,2,,1,SWEET POTATO,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,Tree belts,,,5 years ago,,,,,Flat,no,Rainfed/No irrigation,,,,,,,0,,,,,yes,april,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,6,2,1,1,6,2,,,,,,,,,,,,,,,,,,,,,1,1,4,1,2,1,4,4,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,3,2,1,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
202052980257,8ebdd977395542cea62fe06d53ba93fc,RG01,D01,yes,1,,yes,2,,1,OTHER (SPECIFY),,,,,NALI,Other (Specify),CLAY,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,no,Rainfed/No irrigation,,,,,,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,.,,,,,,,
202063000226,cfa79f6f28fc4072989d5f7b52fc1394,RG03,D01,yes,.,1,,,,2,rice,,,,,,Other (Specify),CLAY,Good,Low,,Flooding,,Erosion control bunds,,,During last 12 months,,,,,Flat,no,Rainfed/No irrigation,,,,,,,9999,,,,,yes,september,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,1,7,1,1,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2000,0,,0,,17,,0,,.,,0,0,0,,,
203013040017,123aa9c040d84dfaa179f4198b925267,DG01,D01,no,.,1,,,,1,maize,,,,,,Clay (Katondo),,Good,High,,Terrain,,No erosion control,,,During last 12 months,,Other (Specify),,NOT NECCESSARY,"Steep, hilly",no,Divert stream,,,Hose pipe,,River / Stream,,2009,2,Lack of household labour,,,yes,september,1ST HALF,yes,40,kilogram,,yes,no,1,4,urea,,15,kilogram,,15,4,OTHER FERTILIZER (SPECIFY),,0,OTHER (SPECIFY),,0,no,,,,,,,,,,,,2,1,3,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,1,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
203013040188,d3cc7dd83f5f4910b4f5f3338f335295,RG01,D01,yes,1,,yes,2,,1,maize,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,Erosion control bunds,,,2 years ago,,,,,Flat,no,Divert stream,,,Flooding,,River / Stream,,0,,,,,yes,august,1ST HALF,yes,4,wheelbarrow,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,3,8,2,1,2,3,,,,,,,,,,,,,,,,,,,,,1,1,2,8,2,1,2,8,,,,,,,,,,,,,,,,,,,,,1,1,1,8,2,1,1,8,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
203013040188,d3cc7dd83f5f4910b4f5f3338f335295,RG01,D02,yes,1,,yes,2,,1,tomato,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,Erosion control bunds,,,2 years ago,,,,,Flat,no,Divert stream,,,Flooding,,River / Stream,,0,,,,,yes,july,1ST HALF,yes,2,wheelbarrow,,no,,,,,,,,,,,,,,,,,yes,insecticide,,200,milliliter,,yes,fumigant,,200,milliliter,,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3,3,2,4,2,3,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,.,,,.,,0,0,0,,,
203023060018,bdd6a25d08e24491a944d64a373f6909,DG01,D01,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203023060018,bdd6a25d08e24491a944d64a373f6909,RG01,D01,yes,1,,no,,,1,IRISH [MALAWI] POTATO,,,,,,Clay (Katondo),,Fair,Low,,Flooding,,Terraces,,,More than 5 years ago,,,,,Slight slope,yes,Other (Specify),,WATERING CAN,Watering can,,River / Stream,,9999,,,,,yes,july,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,1,5,2,1,1,5,2,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,1,6,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203033080009,4f223791f6a2459bba54a1751982ace8,DG01,D01,no,.,1,,,,1,maize,tomato,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Treadle pump,Other (Specify),WATERING CAN,Watering can,,Well,,0,,,,,yes,august,1ST HALF,yes,6,wheelbarrow,,yes,yes,1,3,23:21:0+4S/CHITOWE,,10,kilogram,,10,2,urea,,10,kilogram,,10,yes,insecticide,,500,milliliter,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,10,500,10,500,0,,0,,,,,,0,0,0,,,
203033080031,22836a8667bb452bb3432bb1e6a4247d,DG01,D01,no,.,1,,,,1,tomato,,,,,,Clay (Katondo),,Good,No Erosion,,,,Erosion control bunds,,,During last 12 months,,,,,Flat,no,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,february,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,2,100,44,,0,,,,0,0,0,,,
203033080031,22836a8667bb452bb3432bb1e6a4247d,DG02,D02,no,.,1,,,,1,tomato,,,,,,Clay (Katondo),,Good,Low,,Terrain,,Erosion control bunds,,,During last 12 months,,,,,Slight slope,no,Rainfed/No irrigation,,,,,,,0,,,,,yes,may,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,5,3,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
203033080031,22836a8667bb452bb3432bb1e6a4247d,DG02,D03,no,.,1,,,,1,maize,,,,,,Clay (Katondo),,Good,Moderate,,Terrain,,Erosion control bunds,,,2 years ago,,,,,Moderate slope,no,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,december,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,1,2,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1,4,6,2,4,3,2,1,2,1,2,2,3,3,3,1,,,,,,,,,,,,,2,1,1,1,1,1,1,1,4,1,1,1,3,1,1,1,5,1,1,1,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
203033080140,9f33a44e508b43a8a3175394c58c10ef,DG01,D01,no,.,2,,,,2,OTHER (SPECIFY),,,,,MUSTARD,Sandy (Mchenga),,Fair,No Erosion,,,,No erosion control,,,During last 12 months,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Other (Specify),COLLECTION USING PAILS/BUCKET/BASIN,River / Stream,,0,,,,,yes,may,2ND HALF,yes,3,bucket,,yes,yes,1,3,23:21:0+4S/CHITOWE,,5,kilogram,,5,4,urea,,2,kilogram,,7,no,,,,,,,,,,,,2,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,1,1,1,2,,,,,,,,,,,,,,,,,,,,,1,9,6,1,2,9,1,4,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
203033090172,26db793eebf14c80b7e9b8bd19b8094b,DG01,D01,no,.,1,,,,1,maize,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Divert stream,,,Flooding,,River / Stream,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,.,,,,,,,
203033090307,f795d8ce694e49629a45bb043b28a3ad,DG01,D01,no,.,1,,,,1,maize,nkhwani,,,,,Other (Specify),CLAY,Good,Low,,Flooding,,Tree belts,,,3 years ago,,,,,Flat,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,october,2ND HALF,yes,2,bucket,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,2,2,1,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,4,3,1,3,5,3,1,2,2,3,1,3,3,3,1,3,1,3,1,2,,,,,,,,,5,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203043100055,52f975a65a3c4805bc916b580f4bbd16,DG01,D01,no,.,1,,,,1,maize,,,,,,Sandy (Mchenga),,Good,Moderate,,Terrain,,No erosion control,,,,,Materials not available,,,Moderate slope,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,october,2ND HALF,no,,,,yes,yes,1,3,23:21:0+4S/CHITOWE,,15,kilogram,,15,2,urea,,10,kilogram,,10,no,,,,,,,,,,,,2,4,6,4,1,4,6,4,3,4,5,4,,,,,,,,,,,,,,,,,2,2,6,4,3,2,4,4,1,2,6,4,,,,,,,,,,,,,,,,,1,4,2,2,3,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203043100196,10cfa24943664dac81ef89b27f02c853,DG01,D01,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203043100196,10cfa24943664dac81ef89b27f02c853,RG01,D01,yes,1,,yes,1,,2,IRISH [MALAWI] POTATO,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,no,Divert stream,,,Watering can,,River / Stream,,0,,,,,yes,june,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,2,6,3,2,2,6,3,,,,,,,,,,,,,,,,,,,,,1,1,6,5,2,1,6,5,,,,,,,,,,,,,,,,,,,,,1,1,3,6,2,1,3,6,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203043130025,109c4b36a85f42b7aab5c33f4fd85bd8,DG01,D01,no,.,1,,,,1,maize,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,River / Stream,,0,,,,,yes,august,1ST HALF,no,,,,yes,no,2,2,urea,,20,kilogram,,20,1,,,,,,,no,,,,,,,,,,,,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,1000,0,,0,,-1000000000,,,,.,,0,0,0,,,
203043130200,e8bb11b07b274ff8b4075f61a6279cf2,DG01,D01,no,.,1,,,,1,maize,,,,,,Sandy (Mchenga),,Good,Low,,Flooding,,Tree belts,,,During last 12 months,,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,october,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,5,3,1,2,5,3,,,,,,,,,,,,,,,,,,,,,2,1,5,4,1,1,5,4,3,1,5,4,,,,,,,,,,,,,,,,,1,1,4,3,2,1,4,3,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203043150058,05287b8a9b02420aab61f38e7735a661,DG01,D01,no,.,1,,,,1,tomato,,,,,,Other (Specify),CLAY,Good,No Erosion,,,,Erosion control bunds,,,,,,,,Flat,yes,Bucket,,,Watering can,,River / Stream,,9999,,,,,yes,august,2ND HALF,no,,,,yes,yes,3,2,23:21:0+4S/CHITOWE,,5,kilogram,,5,3,urea,,5,kilogram,,7,yes,insecticide,,120,liter,,no,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,1,2,6,1,2,2,6,1,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203043150097,f45039e8b36a47df9405c2df9ccff9d2,RG01,D01,yes,1,,yes,2,,1,IRISH [MALAWI] POTATO,,,,,,Clay (Katondo),,Fair,Low,,Flooding,,Vetiver grass,,,5 years ago,,,,,Flat,no,Rainfed/No irrigation,,,,,,,0,,,,,yes,july,2ND HALF,yes,30,kilogram,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,4,2,1,1,4,3,,,,,,,,,,,,,,,,,,,,,1,1,4,2,2,1,2,3,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203043150156,2fbe0fb289544ca9a44859967a4ee3c2,DG01,D01,no,.,1,,,,2,tomato,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Rainfed/No irrigation,,,,,,,0,,,,,yes,april,2ND HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,1,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,1,2,2,1,1,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203053210005,52e3e01324bd474ba98561e8282221b5,DG01,D01,no,.,,yes,1,,1,maize,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Other (Specify),,WATERING CAN,Watering can,,River / Stream,,0,,,,,yes,september,1ST HALF,no,,,,yes,no,2,3,urea,,10,kilogram,,10,4,urea,,10,kilogram,,10,no,,,,,,,,,,,,1,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203053210108,64d005b6b749448495424d61fb1afa65,DG01,D01,no,.,1,,,,1,maize,SUGAR CANE,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Divert stream,,,Flooding,,River / Stream,,2014,1,Lack of household labour,,,yes,june,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,1,4,3,3,1,3,2,1,1,4,2,,,,,,,,,,,,,,,,,1,1,4,3,4,1,2,3,3,1,3,2,2,1,4,3,,,,,,,,,,,,,2,2,2,1,1,1,5,1,3,2,3,2,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
203063240196,7baa32e45a27466fa0796a185ce81ac7,DG01,D01,no,.,1,,,,5,SUGAR CANE,,,,,,Clay (Katondo),,Good,Moderate,,Flooding,,Drainage ditches,,,3 years ago,,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,july,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,2,6,4,2,2,6,4,5,2,6,4,,,,,,,,,,,,,,,,,5,1,4,4,1,1,4,4,,,,,,,,,,,,,,,,,,,,,1,4,3,2,5,4,4,4,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,,,0,0,0,,,
203063250030,df6e82c2339c4ea28072f6b66338f99c,DG01,D01,no,.,1,,,,1,maize,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,Moderate,,Flooding,Terrain,Other (Specify),,PLANTED PLANTS AROUND,2 years ago,During last 12 months,,,,Flat,no,Rainfed/No irrigation,,,,,,,0,,,,,yes,february,1ST HALF,yes,100,kilogram,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,3,4,4,4,1,1,2,2,2,5,4,3,3,6,4,,,,,,,,,,,,,3,3,3,2,4,3,2,2,1,2,3,3,2,3,4,3,,,,,,,,,,,,,2,1,2,4,1,1,2,4,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D01,no,.,1,,,,1,maize,nkhwani,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Rainfed/No irrigation,,,,,,,0,,,,,yes,june,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,5,3,1,2,6,4,,,,,,,,,,,,,,,,,,,,,2,2,5,4,1,2,5,4,,,,,,,,,,,,,,,,,,,,,1,1,2,2,2,1,2,4,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D02,no,.,1,,,,1,tomato,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Rainfed/No irrigation,,,,,,,0,,,,,yes,june,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,5,5,1,2,5,5,,,,,,,,,,,,,,,,,,,,,1,2,3,5,2,2,3,5,,,,,,,,,,,,,,,,,,,,,2,4,2,2,1,4,2,3,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D03,no,.,1,,,,1,tanaposi,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,9999,,,,,yes,june,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,yes,insecticide,,20,liter,,no,,,,,,1,2,5,5,2,2,5,5,,,,,,,,,,,,,,,,,,,,,2,2,3,5,1,2,3,5,,,,,,,,,,,,,,,,,,,,,1,4,3,1,2,4,3,4,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270001,1d955dc8a1cf41aea4a73de3f70de666,DG01,D04,no,.,1,,,,1,onion,,,,,,Between sandy & clay (Pakati pa mchenga ndi katondo),,Good,High,,Flooding,,No erosion control,,,More than 5 years ago,,Too risky/benefits unclear,,,Flat,no,Bucket,,,Watering can,,Well,,0,,,,,yes,june,1ST HALF,no,,,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,2,2,5,5,1,2,5,5,,,,,,,,,,,,,,,,,,,,,2,2,3,5,1,2,3,5,,,,,,,,,,,,,,,,,,,,,1,2,1,6,2,2,1,6,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,DG01,D01,no,.,1,,,,1,tanaposi,,,,,,Clay (Katondo),,Good,Moderate,,Flooding,,Erosion control bunds,,,4 years ago,,,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,september,1ST HALF,no,,,,yes,yes,2,3,23:21:0+4S/CHITOWE,,3,kilogram,,5,2,urea,,5,kilogram,,5,no,,,,,,,,,,,,1,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,1,3,3,2,1,1,4,3,2,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270176,ffbf2ad5c66844b58950c2a25ebb4f89,DG01,D02,no,.,1,,,,1,tomato,,,,,,Clay (Katondo),,Good,Low,,Flooding,,Erosion control bunds,,,3 years ago,,,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,may,2ND HALF,no,,,,yes,yes,2,3,23:21:0+4S/CHITOWE,,8,kilogram,,8,3,urea,,8,kilogram,,8,no,,,,,,,,,,,,1,2,4,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,2,4,2,1,3,3,2,1,1,4,3,2,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270226,c412bf4d38a4461db4fefd1244d56073,DG01,D01,no,.,1,,,,1,tanaposi,,,,,,Clay (Katondo),,Good,Moderate,,Flooding,,Erosion control bunds,,,2 years ago,,,,,Slight slope,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,august,2ND HALF,yes,2,wheelbarrow,,no,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,1,2,5,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,1,2,4,3,2,2,3,3,,,,,,,,,,,,,,,,,,,,,2,4,3,2,1,4,3,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013270251,801cc010bed74f20b3c47680f30a6507,RG02,D01,yes,2,,yes,2,,1,tanaposi,,,,,,Clay (Katondo),,Good,Low,,Flooding,,Erosion control bunds,,,3 years ago,,,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,yes,july,2ND HALF,no,,,,yes,no,2,3,23:21:0+4S/CHITOWE,,2,kilogram,,2,3,,,,,,,no,,,,,,,,,,,,2,1,4,3,1,1,5,4,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,3,2,,,,,,,,,,,,,,,,,,,,,2,6,3,2,1,6,2,2,,,,,,,,,,,,,,,,,,,,,0,,0,,0,,0,,,,.,,0,0,0,,,
204013280052,cd6a79f6a628446dae77f170d6d3363f,DG01,D01,no,.,1,,,,1,tomato,,,,,,Clay (Katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,.,,,,,,,
204013280052,cd6a79f6a628446dae77f170d6d3363f,DG01,D02,no,.,1,,,,1,maize,,,,,,Clay (Katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,.,,,,,,,
204013280052,cd6a79f6a628446dae77f170d6d3363f,DG01,D03,no,.,1,,,,1,tanaposi,,,,,,Clay (Katondo),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,yes,Bucket,,,Watering can,,Well,,0,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,.,,,,,,,
