ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04a_oth,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc05a,com_cc05a_oth,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc06,com_cc07a,com_cc07a_oth,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
10506212,MORE MOVED IN,1140,190,0,christian,,190,,,,,chewa,,20,tumbuka,170,,,both,Matrilineal and matrilocal (chikamwini),.,4,Patrilineal and neolocal,186,,,13,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
10507213,MORE MOVED IN,4500,1021,0,islam,RASTAFARIANISM,20,christian,999,OTHER RELIGION,2,chewa,,500,yao,20,tumbuka,421,both,Matrilineal and matrilocal (chikamwini),,30,Patrilineal and neolocal,1000,,,40,farming,,Moderately sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10507214,MORE MOVED IN,1200,200,0,christian,,200,,,,,chewa,,3,tumbuka,197,,,both,Patrilineal and neolocal,.,200,,,,,40,farming,,Slightly sloping,1/4,ALMOST NONE,1/4,ALMOST ALL
10508215,MORE MOVED IN,1056,176,1,christian,,176,,,,,chewa,,2,tumbuka,174,,,both,Patrilineal and neolocal,.,176,,,,,28,farming,,Slightly sloping,1/2,ALMOST NONE,ALMOST NONE,ALMOST ALL
10508216,MORE MOVED IN,960,160,0,islam,,1,christian,159,,,chewa,,100,yao,1,tumbuka,59,both,Matrilineal and patrilocal (chitengwa),.,160,,,,,37,farming,,Steeply sloping,1/4,1/4,1/4,3/4
10509217,MORE MOVED IN,1300,300,0,christian,,300,,,,,chewa,,50,yao,20,tumbuka,225,both,Matrilineal and matrilocal (chikamwini),,5,Patrilineal and neolocal,295,,,70,farming,,Slightly sloping,1/4,1/4,ALMOST NONE,3/4
10510218,MORE MOVED OUT,1056,300,2300,christian,RASTAFARIANISM,299,OTHER RELIGION,1,,,chewa,,9,tumbuka,291,,,both,Matrilineal and matrilocal (chikamwini),.,3,Patrilineal and neolocal,297,,,20,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
10520219,MORE MOVED IN,8800,1470,0,islam,RASTAFARIANISM,50,christian,1415,OTHER RELIGION,5,chewa,,120,yao,20,tumbuka,1305,both,Patrilineal and neolocal,,1470,,,,,15,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10601220,MORE MOVED IN,4500,500,0,islam,,5,christian,495,,,chewa,,10,yao,5,tumbuka,5,mother,Patrilineal and patrilocal,,500,,,,,6,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
10601221,MORE MOVED IN,1580,270,15,islam,,4,christian,266,,,chewa,,20,tumbuka,10,tonga,240,mother,Matrilineal and matrilocal (chikamwini),.,10,Patrilineal and patrilocal,260,,,15,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10601223,MORE MOVED IN,1500,300,0,islam,,20,christian,280,,,chewa,CHILIKOMA,20,nyanja,240,other,40,both,Matrilineal and matrilocal (chikamwini),.,10,Matrilineal and patrilocal (chitengwa),290,,,2,farming,,Both flat &amp; hilly,3/4,ALMOST NONE,ALMOST NONE,3/4
10601224,MORE MOVED IN,1350,225,0,islam,,4,christian,221,,,nyanja,SWAHILI,211,tumbuka,6,tonga,4,both,Matrilineal and matrilocal (chikamwini),.,2,Patrilineal and patrilocal,223,,,5,PLANNED HOUSING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10601225,MORE MOVED IN,1400,200,5,islam,,5,christian,195,,,chewa,,20,nyanja,160,yao,10,both,Matrilineal and matrilocal (chikamwini),.,33,Patrilineal and patrilocal,167,,,6,farming,,Slightly sloping,3/4,ALMOST NONE,ALMOST NONE,ALMOST ALL
10601226,MORE MOVED IN,1300,260,0,islam,,2,christian,258,,,chewa,,10,nyanja,250,,,both,Matrilineal and matrilocal (chikamwini),.,5,Patrilineal and patrilocal,255,,,10,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
10601227,MORE MOVED IN,2450,350,5,traditional,,15,islam,7,christian,328,nyanja,,332,yao,5,tumbuka,3,both,Matrilineal and matrilocal (chikamwini),.,5,Patrilineal and patrilocal,300,,,15,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,ALMOST NONE,3/4
10601228,MORE MOVED IN,1620,270,4,islam,,4,christian,266,,,chewa,,15,tumbuka,10,tonga,245,mother,Matrilineal and matrilocal (chikamwini),.,3,Patrilineal and patrilocal,267,,,6,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10601229,MORE MOVED IN,1400,350,0,islam,,10,christian,340,,,chewa,CHILIKOMA,15,nyanja,318,tonga,10,both,Matrilineal and matrilocal (chikamwini),.,7,Patrilineal and patrilocal,343,,,10,PLANNED HOUSING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
10620230,MORE MOVED IN,2000,290,6,islam,,20,christian,270,,,chewa,CHILIKOMA,20,nyanja,225,tonga,15,both,Matrilineal and matrilocal (chikamwini),,20,Patrilineal and patrilocal,270,,,10,PLANNED HOUSING,,Flat,1/4,ALMOST NONE,1/2,3/4
10731231,ABOUT THE SAME OF BOTH,1140,190,0,islam,,1,christian,189,,,chewa,,4,tumbuka,183,lambya,3,both,Matrilineal and matrilocal (chikamwini),.,2,Patrilineal and patrilocal,188,,,1,farming,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10732232,MORE MOVED IN,7800,1300,0,islam,,10,christian,1290,,,chewa,,40,tumbuka,1210,nkhonde,30,both,Patrilineal and neolocal,.,1300,,,,,20,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10732233,MORE MOVED IN,3050,660,5,islam,RASTAFARIANISM,3,christian,556,OTHER RELIGION,1,chewa,,40,yao,1,tumbuka,589,both,Matrilineal and matrilocal (chikamwini),,5,Patrilineal and neolocal,655,,,10,PLANNED HOUSING,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10733234,MORE MOVED IN,8298,1383,0,islam,RASTAFARIANISM,9,christian,1370,OTHER RELIGION,4,chewa,,56,tumbuka,1152,nkhonde,106,both,Patrilineal and neolocal,.,1338,,,,,10,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10733235,MORE MOVED IN,2445,489,3,islam,,1,christian,488,,,chewa,,244,tumbuka,184,nkhonde,30,both,Patrilineal and neolocal,,489,,,,,12,SQUATTER SETTLEMENT,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10734236,MORE MOVED IN,4800,800,1,islam,RASTAFARIANISM,25,christian,765,OTHER RELIGION,10,chewa,,200,tumbuka,520,nkhonde,60,both,Patrilineal and neolocal,.,800,,,,,20,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10734237,MORE MOVED IN,1300,260,0,islam,,15,christian,245,,,chewa,,60,tumbuka,170,tonga,20,both,Matrilineal and patrilocal (chitengwa),,20,Patrilineal and neolocal,240,,,10,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10735240,MORE MOVED IN,2100,350,0,islam,,7,christian,343,,,chewa,,15,tumbuka,318,nkhonde,5,both,Patrilineal and neolocal,.,350,,,,,7,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10735241,NEITHER ARRIVALS NOR DEPARTURES,3000,650,0,islam,,100,christian,550,,,chewa,,100,yao,50,tumbuka,450,both,Matrilineal and matrilocal (chikamwini),,150,Patrilineal and neolocal,500,,,20,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10736242,MORE MOVED IN,2040,340,0,islam,,10,christian,330,,,chewa,,60,tumbuka,225,nkhonde,30,both,Patrilineal and neolocal,.,230,,,,,6,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10736243,MORE MOVED IN,5000,700,5,islam,RASTAFARIANISM,150,christian,500,OTHER RELIGION,50,chewa,,100,yao,100,tumbuka,450,both,Patrilineal and neolocal,,700,,,,,50,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10736244,MORE MOVED IN,5400,900,1,islam,RASTAFARIANISM,112,christian,782,OTHER RELIGION,6,chewa,,135,yao,63,tumbuka,675,both,Patrilineal and patrilocal,.,900,,,,,14,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10736245,MORE MOVED IN,20000,4000,0,islam,RASTAFARIANISM,200,christian,3790,OTHER RELIGION,10,chewa,,400,yao,150,tumbuka,3450,both,Matrilineal and matrilocal (chikamwini),,500,Patrilineal and neolocal,6500,,,200,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10737246,ABOUT THE SAME OF BOTH,1000,188,0,islam,RASTAFARIANISM,1,christian,186,OTHER RELIGION,1,chewa,,84,tumbuka,100,nkhonde,2,both,Patrilineal and neolocal,.,188,,,,,0,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10738247,MORE MOVED IN,400,80,0,islam,HINDU,45,christian,30,OTHER RELIGION,5,chewa,ULUDU,4,yao,1,tumbuka,30,both,Patrilineal and neolocal,.,80,,,,,1,SHOPS or TRADE,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10739248,MORE MOVED IN,840,140,0,islam,,8,christian,129,none,6,chewa,,9,yao,4,tumbuka,128,both,Patrilineal and neolocal,.,140,,,,,2,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10741249,ABOUT THE SAME OF BOTH,890,140,0,christian,,140,,,,,chewa,,15,tumbuka,100,nkhonde,10,both,Patrilineal and neolocal,,140,,,,,0,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10743250,ABOUT THE SAME OF BOTH,1530,255,0,islam,,15,christian,240,,,chewa,,20,tumbuka,200,nkhonde,5,both,Patrilineal and neolocal,.,255,,,,,0,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10744251,MORE MOVED OUT,2400,400,0,islam,,10,christian,390,,,chewa,,10,yao,9,tumbuka,190,both,Patrilineal and neolocal,.,400,,,,,1,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10744252,MORE MOVED IN,1200,200,0,islam,,11,christian,189,,,chewa,,20,tumbuka,80,nkhonde,20,both,Patrilineal and neolocal,.,160,Patrilineal and patrilocal,40,,,20,SQUATTER SETTLEMENT,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10744253,MORE MOVED IN,1335,267,0,islam,,10,christian,257,,,chewa,,30,yao,17,tumbuka,70,both,Matrilineal and matrilocal (chikamwini),,2,Patrilineal and neolocal,265,,,8,farming,,Steeply sloping,1/4,ALMOST ALL,1/4,ALMOST ALL
10746254,MORE MOVED IN,5000,1100,1,traditional,RASTAFARIANISM,20,islam,50,christian,910,chewa,,200,tumbuka,710,tonga,40,both,Matrilineal and matrilocal (chikamwini),.,20,Patrilineal and neolocal,2980,,,100,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20101255,MORE MOVED OUT,876,162,0,christian,,162,,,,,tumbuka,,162,,,,,father,Matrilineal and patrilocal (chitengwa),,162,,,,,15,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
20101256,MORE MOVED OUT,1540,424,0,christian,,424,,,,,chewa,,50,tumbuka,350,ngoni,24,father,Matrilineal and patrilocal (chitengwa),.,424,,,,,29,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
20102257,MORE MOVED IN,1524,621,10,christian,,621,,,,,chewa,,321,tumbuka,300,,,father,Matrilineal and patrilocal (chitengwa),.,621,,,,,13,farming,,Moderately sloping,1/4,1/4,1/4,ALMOST ALL
20103258,MORE MOVED OUT,1981,812,0,christian,,812,,,,,chewa,,212,tumbuka,600,,,father,Matrilineal and patrilocal (chitengwa),.,812,,,,,50,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20105259,MORE MOVED OUT,1715,583,3,christian,,583,,,,,chewa,,583,,,,,father,Matrilineal and patrilocal (chitengwa),,583,,,,,13,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20105260,MORE MOVED IN,1558,700,0,christian,,700,,,,,chewa,,300,ngoni,400,,,father,Matrilineal and patrilocal (chitengwa),.,700,,,,,31,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20106261,MORE MOVED OUT,450,200,3,islam,,1,christian,199,,,chewa,,200,,,,,father,Matrilineal and matrilocal (chikamwini),.,10,Matrilineal and patrilocal (chitengwa),190,,,1,farming,,Flat,1/4,1/2,1/4,3/4
20107262,MORE MOVED IN,5000,2500,0,traditional,,3,islam,6,christian,1991,chewa,,2431,yao,5,tumbuka,60,mother,Matrilineal and matrilocal (chikamwini),.,500,Matrilineal and patrilocal (chitengwa),2000,,,70,farming,,Flat,1/4,1/4,1/4,3/4
20107263,MORE MOVED IN,1965,393,55,islam,,8,christian,367,none,18,chewa,,358,yao,30,tumbuka,5,both,Matrilineal and matrilocal (chikamwini),,15,Matrilineal and patrilocal (chitengwa),378,,,40,farming,,Flat,ALMOST NONE,1/2,ALMOST NONE,3/4
20108264,MORE MOVED IN,2965,674,0,christian,,674,,,,,chewa,,400,yao,100,lomwe,74,father,Matrilineal and patrilocal (chitengwa),.,674,,,,,23,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20109265,MORE MOVED OUT,189,94,0,christian,,94,,,,,chewa,,94,,,,,father,Matrilineal and patrilocal (chitengwa),.,94,,,,,4,farming,,Flat,1/4,3/4,ALMOST NONE,ALMOST ALL
20110266,MORE MOVED IN,966,358,0,christian,,358,,,,,chewa,,58,tumbuka,300,,,father,Matrilineal and patrilocal (chitengwa),.,358,,,,,36,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20110267,MORE MOVED IN,1986,452,4,christian,,452,,,,,chewa,,452,,,,,father,Matrilineal and patrilocal (chitengwa),,42,,,,,21,farming,,Flat,3/4,1/4,1/4,ALMOST ALL
20110268,MORE MOVED OUT,2697,568,0,christian,,568,,,,,tumbuka,,568,,,,,father,Matrilineal and patrilocal (chitengwa),.,568,,,,,15,farming,,Moderately sloping,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL
20111269,MORE MOVED IN,3291,748,45,islam,,15,christian,733,,,chewa,,707,yao,9,tumbuka,20,mother,Matrilineal and matrilocal (chikamwini),.,30,Matrilineal and patrilocal (chitengwa),713,Patrilineal and neolocal,5,46,farming,,Flat,ALMOST NONE,3/4,ALMOST NONE,3/4
20111270,MORE MOVED IN,2903,1007,0,christian,,1007,,,,,chewa,,1000,tumbuka,4,ngoni,3,father,Matrilineal and patrilocal (chitengwa),.,1007,,,,,6,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20111271,MORE MOVED OUT,1688,502,3,christian,,502,,,,,chewa,,502,,,,,father,Matrilineal and patrilocal (chitengwa),,400,,,,,22,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20112272,MORE MOVED IN,2346,600,3,christian,,600,,,,,chewa,,300,tumbuka,300,,,father,Matrilineal and patrilocal (chitengwa),.,600,,,,,30,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20112273,MORE MOVED OUT,986,396,0,christian,,396,,,,,chewa,,200,tumbuka,100,ngoni,96,father,Matrilineal and patrilocal (chitengwa),.,396,,,,,7,farming,,Moderately sloping,1/4,1/4,1/4,ALMOST ALL
20112274,MORE MOVED IN,1850,250,0,traditional,,5,islam,15,christian,225,chewa,,205,yao,30,tumbuka,5,both,Matrilineal and neolocal,.,10,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),210,50,farming,,Flat,1/4,3/4,1/4,3/4
20113275,ABOUT THE SAME OF BOTH,4000,800,0,islam,,7,christian,753,none,40,chewa,,725,yao,35,tumbuka,25,mother,Matrilineal and neolocal,,7,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),7,80,farming,,Slightly sloping,1/4,1/4,1/4,3/4
20113276,MORE MOVED IN,591,389,0,christian,,389,,,,,chewa,,300,lomwe,89,,,father,Matrilineal and patrilocal (chitengwa),.,389,,,,,11,farming,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20120277,MORE MOVED IN,1685,320,5,islam,,10,christian,310,,,chewa,,270,yao,10,tumbuka,40,both,Matrilineal and patrilocal (chitengwa),.,300,Patrilineal and neolocal,20,,,4,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20120278,MORE MOVED IN,5621,3500,0,islam,,1500,christian,2000,,,chewa,,2000,yao,500,tumbuka,500,both,Matrilineal and matrilocal (chikamwini),.,1500,Matrilineal and patrilocal (chitengwa),2000,,,10,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST NONE
20201279,MORE MOVED OUT,1000,700,0,islam,,30,christian,50,none,620,chewa,,200,tumbuka,50,tonga,450,mother,Matrilineal and matrilocal (chikamwini),,80,Matrilineal and patrilocal (chitengwa),20,Patrilineal and neolocal,600,20,farming,,Flat,3/4,ALMOST NONE,ALMOST NONE,1/4
20201280,MORE MOVED IN,10000,2500,5,islam,,100,christian,2400,,,chewa,,600,sena,400,tonga,1500,father,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),900,Patrilineal and neolocal,1500,1000,farming,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20201281,MORE MOVED IN,23000,3800,0,traditional,,50,islam,1200,christian,2550,chewa,,1100,yao,500,tumbuka,600,both,Matrilineal and matrilocal (chikamwini),.,800,Matrilineal and patrilocal (chitengwa),2000,Patrilineal and patrilocal,1000,0,farming,,Flat,ALMOST NONE,ALMOST ALL,1/4,3/4
20201282,ABOUT THE SAME OF BOTH,16000,3000,0,islam,,250,christian,2750,,,chewa,,2500,yao,30,tonga,300,father,Matrilineal and matrilocal (chikamwini),.,500,Matrilineal and patrilocal (chitengwa),500,Patrilineal and neolocal,2000,10,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/2,3/4
20201283,MORE MOVED IN,10000,2000,10,traditional,,100,islam,500,christian,1400,chewa,,1900,yao,40,tumbuka,40,both,Matrilineal and patrilocal (chitengwa),,2000,,,,,500,farming,,Slightly sloping,1/4,ALMOST NONE,1/4,ALMOST ALL
20201284,MORE MOVED IN,10000,1500,6,islam,,250,christian,1250,,,chewa,,1000,nyanja,280,tumbuka,70,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),1400,,,100,farming,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
20201285,MORE MOVED IN,50000,10000,50,islam,,2500,christian,7500,,,chewa,,7000,yao,500,tumbuka,1250,mother,Matrilineal and matrilocal (chikamwini),.,200,Patrilineal and neolocal,50,Patrilineal and patrilocal,9750,30,farming,,Flat,1/4,1/4,ALMOST NONE,3/4
20202286,MORE MOVED IN,12000,2500,20,islam,,200,christian,2300,,,chewa,,500,yao,100,tumbuka,100,both,Matrilineal and neolocal,.,200,Matrilineal and matrilocal (chikamwini),300,Matrilineal and patrilocal (chitengwa),2000,200,farming,,Slightly sloping,1/4,ALMOST NONE,1/4,1/2
20203287,MORE MOVED IN,40000,8000,10,islam,,4000,christian,4000,,,chewa,,6000,yao,1000,tumbuka,500,both,Matrilineal and matrilocal (chikamwini),,400,Matrilineal and patrilocal (chitengwa),7600,,,1000,farming,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
20203288,NEITHER ARRIVALS NOR DEPARTURES,10000,1500,0,islam,,1000,christian,500,,,chewa,,1500,,,,,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),1400,,,200,farming,,Flat,1/4,ALMOST NONE,1/4,3/4
20203289,MORE MOVED IN,15000,2500,7,traditional,,500,islam,1000,christian,1000,chewa,,2000,yao,225,tumbuka,50,mother,Matrilineal and matrilocal (chikamwini),,5,Matrilineal and patrilocal (chitengwa),2495,,,200,farming,,Flat,1/4,1/4,1/4,3/4
20203290,MORE MOVED IN,30000,5000,20,islam,,2500,christian,2500,,,chewa,,4500,yao,125,tumbuka,100,mother,Matrilineal and neolocal,.,800,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),4000,300,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20203291,NEITHER ARRIVALS NOR DEPARTURES,6462,2060,1,islam,,2000,christian,60,,,chewa,,2060,,,,,both,Matrilineal and patrilocal (chitengwa),,2060,,,,,82,farming,,Flat,1/4,ALMOST NONE,1/4,1/2
20204293,NEITHER ARRIVALS NOR DEPARTURES,6000,1200,20,islam,,300,christian,900,,,chewa,,1200,,,,,mother,Matrilineal and matrilocal (chikamwini),.,30,Matrilineal and patrilocal (chitengwa),1170,,,100,farming,,Flat,1/4,ALMOST NONE,1/4,ALMOST ALL
20205294,MORE MOVED IN,15000,3000,50,traditional,,5,islam,1000,christian,1995,chewa,,2500,yao,250,tumbuka,100,both,Matrilineal and matrilocal (chikamwini),.,500,Matrilineal and patrilocal (chitengwa),2500,,,300,farming,,Slightly sloping,1/2,ALMOST NONE,ALMOST NONE,3/4
20205295,MORE MOVED IN,400000,50000,2,traditional,,20,islam,10,christian,49970,chewa,,49920,yao,20,tumbuka,10,mother,Matrilineal and matrilocal (chikamwini),,200,Matrilineal and patrilocal (chitengwa),49800,,,30,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20205296,NEITHER ARRIVALS NOR DEPARTURES,10000,1500,20,traditional,,10,islam,1000,christian,490,chewa,,1500,,,,,mother,Matrilineal and matrilocal (chikamwini),.,50,Matrilineal and patrilocal (chitengwa),1450,,,30,farming,,Flat,1/4,ALMOST ALL,1/4,3/4
20205297,MORE MOVED IN,8000,1000,15,traditional,,200,islam,300,christian,500,chewa,,1000,,,,,mother,Matrilineal and matrilocal (chikamwini),.,300,Matrilineal and patrilocal (chitengwa),700,,,300,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20205298,MORE MOVED IN,30800,3850,10,traditional,,5,islam,1545,christian,2300,chewa,,3000,yao,400,tumbuka,250,mother,Matrilineal and matrilocal (chikamwini),.,800,Matrilineal and patrilocal (chitengwa),3050,,,1000,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20206299,NEITHER ARRIVALS NOR DEPARTURES,5000,250,3,traditional,,50,islam,2,christian,198,chewa,,250,,,,,mother,Matrilineal and patrilocal (chitengwa),,250,,,,,20,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,3/4
20206300,NEITHER ARRIVALS NOR DEPARTURES,7000,500,0,traditional,,10,christian,490,,,chewa,,500,,,,,mother,Matrilineal and matrilocal (chikamwini),.,20,Matrilineal and patrilocal (chitengwa),480,,,50,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20220301,MORE MOVED IN,75000,12500,100,islam,,5000,christian,7500,,,chewa,,9000,yao,500,tumbuka,2500,mother,Matrilineal and matrilocal (chikamwini),.,1000,Matrilineal and patrilocal (chitengwa),11000,,,1000,farming,,Moderately sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20220302,MORE MOVED IN,20000,4000,0,islam,,3000,christian,1000,,,chewa,ENGLISH AND SWAHILI,3500,yao,300,tumbuka,150,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),3900,,,250,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
20301303,MORE MOVED IN,8000,1100,0,traditional,,500,christian,600,,,chewa,,900,english,200,,,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),1000,,,300,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/2,3/4
20301304,MORE MOVED IN,2500,370,0,traditional,,70,christian,300,,,chewa,,367,english,3,,,both,Matrilineal and matrilocal (chikamwini),,40,Matrilineal and patrilocal (chitengwa),230,,,15,farming,,Both flat &amp; hilly,1/4,ALMOST NONE,3/4,3/4
20302305,NEITHER ARRIVALS NOR DEPARTURES,1200,300,0,traditional,,100,christian,200,,,chewa,,300,,,,,both,Matrilineal and patrilocal (chitengwa),.,300,,,,,50,farming,,Steeply sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
20302306,NEITHER ARRIVALS NOR DEPARTURES,3500,700,7,traditional,,100,christian,600,,,chewa,,699,yao,1,,,both,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),600,,,50,farming,,Steeply sloping,1/4,ALMOST NONE,1/4,ALMOST ALL
20303307,MORE MOVED OUT,58,11,0,traditional,,2,christian,7,none,2,chewa,,11,,,,,both,Matrilineal and matrilocal (chikamwini),.,1,Matrilineal and patrilocal (chitengwa),10,,,0,OTHER (SPECIFY),FOREST,Slightly sloping,1/4,ALMOST NONE,1/2,3/4
20303308,NEITHER ARRIVALS NOR DEPARTURES,900000,150000,10,traditional,,75000,islam,10,christian,74990,chewa,,130000,yao,10000,tumbuka,10000,both,Matrilineal and matrilocal (chikamwini),,50000,Matrilineal and patrilocal (chitengwa),100000,,,60000,farming,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20303309,NEITHER ARRIVALS NOR DEPARTURES,8000,1000,10,traditional,,193,islam,7,christian,800,chewa,,1000,,,,,both,Matrilineal and matrilocal (chikamwini),.,400,Matrilineal and patrilocal (chitengwa),600,,,300,farming,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,1/2,3/4
20304310,MORE MOVED IN,5000,300,7,traditional,,60,christian,240,,,chewa,,300,,,,,mother,Matrilineal and matrilocal (chikamwini),.,15,Matrilineal and patrilocal (chitengwa),285,,,10,farming,,Steeply sloping,1/4,ALMOST NONE,1/4,3/4
20304311,NEITHER ARRIVALS NOR DEPARTURES,5000,800,30,islam,,10,christian,790,,,chewa,,600,yao,50,tumbuka,100,mother,Matrilineal and matrilocal (chikamwini),.,100,Matrilineal and patrilocal (chitengwa),700,,,50,farming,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20304313,MORE MOVED IN,350,57,0,traditional,,3,christian,54,,,chewa,,54,tumbuka,3,,,father,Patrilineal and neolocal,.,3,Patrilineal and patrilocal,54,,,4,farming,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
20304314,MORE MOVED IN,15000,3000,50,traditional,,500,islam,150,christian,2350,chewa,,2000,yao,600,tumbuka,350,mother,Matrilineal and matrilocal (chikamwini),.,500,Matrilineal and patrilocal (chitengwa),2500,,,500,farming,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
