country,year,varName_harmonized,varName_source,varLabel_source,comment,dataset_name,dataset_doi,pctMissing
Malawi,2013,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What were the months when the harvest started and ended?; What was the last completed production period for the [TREE / PERMANENT CROP? (E,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,12.077745105070644
Malawi,2013,harvest_year_begin,ag_p06b,What was the last completed production period for the [TREE / PERMANENT CROP? (B,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,81.4171985942767
Malawi,2013,harvest_year_end,ag_p06d,What was the last completed production period for the [TREE / PERMANENT CROP? (E,"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,81.23789715269311
Malawi,2013,hhID,case_id,IHS3 Baseline case_id as in IHS3 Public Data,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,lat,lat_dd_mod,GPS Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,localUnit_area,ag_c04b; ag_j05b; ag_o04b,What is the area of this [PLOT]? (UNIT),NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,3.2489421214946566
Malawi,2013,lon,lon_dd_mod,GPS Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0
Malawi,2013,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT] during the 2012/2013 rainy season? (Month); When did you plant the seeds for the [CROP] on this [PLOT] during the 2013 dry (dimba) season? (Month),NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,19.92397618876856
Malawi,2013,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT] during the 2012/2013 rainy season? (YEAR 4-DIGIT); When did you plant the seeds for the [CROP] on this [PLOT] during the 2013 dry (dimba) season? (YEAR 4-DIGIT),NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,3.578856774008463
Malawi,2013,plotID,ag_c00; ag_g00; ag_j00; ag_m00; ag_o00; ag_p00,Plot ID,NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,0.14344115326687226
Malawi,2013,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,What is the area of this [PLOT]? (GPS AREA IN ACRES); What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (Area in Acres),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,7.372875277917235
Malawi,2013,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,What is the area of this [PLOT]? (AREA),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,3.2489421214946566
Malawi,2013,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,What is the area of this [PLOT]? (AREA),NA,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,2.9907480456142865
Malawi,2013,season,NA,NA,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2010-2013_IHPS_v01_M,https://doi.org/10.48529/4q9f-2288,19.60840565158144
Malawi,2010,GPS_level,NA,NA,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,adm1,NA,NA,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,adm2,hh_a01,district,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,adm3,NA,NA,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,100
Malawi,2010,adm4,NA,NA,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,100
Malawi,2010,crop,ag_g0d; ag_m0d; ag_p0d,CROP CODE; TREE/PERMANENT CROP CODE,"Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0.17986116965966895
Malawi,2010,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,93.06691397577495
Malawi,2010,dataset_doi,NA,NA,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,dataset_name,NA,NA,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,NA
Malawi,2010,fieldID,NA,NA,The 2010 survey wave of the IHS did not record any field-identifiers but exclusively used plot-identifiers.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,100
Malawi,2010,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What were the months when the harvest started and ended? (START); What was the last completed production period for[TREE/PERM CROP]?(START MONTH),NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,2.689486552567237
Malawi,2010,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What were the months when the harvest started and ended? (END); What was the last completed production period for[TREE/PERM CROP]?(END MONTH),NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,2.6389005986004554
Malawi,2010,harvest_year_begin,ag_p06b,What was the last completed production period for[TREE/PERM CROP]?(START YEAR),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,84.13849310063794
Malawi,2010,harvest_year_end,ag_p06d,What was the last completed production period for[TREE/PERM CROP]?(END YEAR),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,84.00921788494506
Malawi,2010,hhID,case_id,Unique HH Identifier,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,lat,lat_modified,EA Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,localUnit_area,ag_c04b; ag_j05b; ag_p02b,What is the area of this [PLOT]? (Unit); What is the area of this [PLOT]? (FARMER ESTIMATION/UNIT); What is the area of the plantation?(UNIT),NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,14.107860495180283
Malawi,2010,lon,lon_modified,EA Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0
Malawi,2010,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,17.4128094876767
Malawi,2010,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); In what year were most of these plants/trees planted?,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,6.191158699378916
Malawi,2010,plotID,ag_c00; ag_g0b; ag_j00; ag_m0b; ag_p0b,Plot ID,NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,0.14894753112441333
Malawi,2010,plot_area_measured_ha,ag_c04c; ag_j05c,What is the area of this [PLOT]? (Area in Acres); What is the area of this [PLOT]? (GPS MEASURE/AREA IN ACRES),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,15.071803951325071
Malawi,2010,plot_area_reported_ha,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,14.13034314138774
Malawi,2010,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_p02a,What is the area of this [PLOT]? (Area); What is the area of this [PLOT]? (FARMER ESTIMATION/AREA); What is the area of the plantation?(AREA),NA,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,13.989826602591124
Malawi,2010,season,NA,NA,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2010_IHS-III_v01_M,https://doi.org/10.48529/w1jq-qh85,16.297108169631567
Malawi,2016,GPS_level,NA,NA,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0
Malawi,2016,adm1,region,IHS4 2016 Region location,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0
Malawi,2016,adm2,district,IHS4 2016 District Location,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0
Malawi,2016,adm3,NA,NA,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,100
Malawi,2016,adm4,NA,NA,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,100
Malawi,2016,crop,crop_code_collapsed; crop_code; ag_p0_crops,"Collapsed CC maize,gn,tob,rice; Crop ID; FOR EACH PLOT, LIST ALL TREE/PERMANENT CROPS HARVESTED BY HH IN LAST 12MONTHS","Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0.3099010214084685
Malawi,2016,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately, how much of the [PLOT] is under crop [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,37.883818739525026
Malawi,2016,dataset_doi,NA,NA,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0
Malawi,2016,dataset_name,NA,NA,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,NA
Malawi,2016,fieldID,gardenid,Garden ID,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0.012649021281978309
Malawi,2016,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What months did the harvest start?;  What were the months when the harvest started and ended? (START); What was the last completed production period for the tree/permanent crop,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,2.7448376181892926
Malawi,2016,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What months did the harvest end?; What were the months when the harvest started and ended? (END);  END MONTH,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,1.4166903835815703
Malawi,2016,harvest_year_begin,ag_p06b,BEGIN YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,88.7423710590393
Malawi,2016,harvest_year_end,ag_p06d,END YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,87.42371059039307
Malawi,2016,hhID,case_id,Unique Household Identifier,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0
Malawi,2016,lat,lat_modified,GPS Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0.012649021281978309
Malawi,2016,localUnit_area,ag_c04b; ag_j05b; ag_o04b,Units of Area Reported; unit; unit,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,2.6815925117794013
Malawi,2016,lon,lon_modified,GPS Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0.012649021281978309
Malawi,2016,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,13.290959112038706
Malawi,2016,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR);  YEAR (4 DIGIT); In what year were most of these plants/ trees planted?,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,3.6365936185687633
Malawi,2016,plotID,plotid,Plot ID,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,0.053758340448407806
Malawi,2016,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,11.915378047623564
Malawi,2016,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE;  What is the area of this [PLOT]?,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,2.757486639471271
Malawi,2016,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE;  What is the area of this [PLOT]?,NA,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,2.6120228947285202
Malawi,2016,season,NA,NA,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2016_IHS-IV_v04_M,https://doi.org/10.48529/g2p9-9r19,12.943111026784301
Malawi,2019,GPS_level,NA,NA,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,adm1,region,IHS5 2019 Region location,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,adm2,district,IHS5 2019 District Location,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,adm3,NA,NA,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,100
Malawi,2019,adm4,NA,NA,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,100
Malawi,2019,crop,crop_code; ag_p0_crops,"Crop ID; FOR EACH PLOT, LIST ALL TREE/PERMANENT CROPS HARVESTED BY HH IN LAST 12MONTHS","Crop names were harmonized for spelling. Crop names in Chichewa for which the English translation was known, were converted to their English name.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0.19875265574669318
Malawi,2019,crop_area_share,ag_g03; ag_m03,"Approximately, how much of the [PLOT] is under [CROP]?; Approximately how much of the [PLOT] is under [CROP]?","The percentage of plot area cultivated by a crop was assumed as: 12.5 % if indicated ""less than 1/4"", 25 % if indicated ""1/4"", 37.5 % if indicated ""less than 1/2"", 50 % if indicated ""1/2"", 62.5 % if indicated ""less than 3/4"", 75 % if indicated ""3/4"", 87.5 % if indicated ""more than 3/4"", 100 % if indicated as fully occupied by a single crop. For many plots, any indication on whether the crop was fully cultivated by a single crop is missing: Whenever a plot is not intercropped and not indicated as only partially being cropped, then we assume that the plot is fully under the target crop.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,37.98003335389396
Malawi,2019,dataset_doi,NA,NA,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,dataset_name,NA,NA,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,NA
Malawi,2019,fieldID,gardenid,Garden ID,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,harvest_month_begin,ag_g12a; ag_m12a; ag_p06a,What months did the harvest start?; What were the months when the harvest started and ended? (START); What was the last completed production period for the tree/permanent crop,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,4.336006213876133
Malawi,2019,harvest_month_end,ag_g12b; ag_m12b; ag_p06c,What months did the harvest end?; What were the months when the harvest started and ended? (END); END MONTH,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,3.2074566513604275
Malawi,2019,harvest_year_begin,ag_p06b,BEGIN YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,85.63269595412697
Malawi,2019,harvest_year_end,ag_p06d,END YEAR (4-DIGIT),"The IHS surveys collected data on the harvesting year exclusively for tree and perennial crops, but not for annual crops.",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,84.50186187832682
Malawi,2019,hhID,case_id,Unique Household Identifier,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,lat,ea_lat_mod,Latitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0.8726840746578941
Malawi,2019,localUnit_area,ag_c04b; ag_j05b; ag_o04b,Units of Self Reprted Area; UNIT; UNIT,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0.9435039864756813
Malawi,2019,lon,ea_lon_mod,Longitude Modified,Geo-coordinates have been set to missing for reported values of 0N/0E or when one coordinate was reported as 0 and the other coordinate as missing.,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0.8726840746578941
Malawi,2019,planting_month,ag_g05a; ag_m05a,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(MONTH),NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,18.075069106526854
Malawi,2019,planting_year,ag_g05b; ag_m05b; ag_p04,When did you plant the seeds for the [CROP] on this [PLOT]during the[RS]?(YEAR); YEAR; In what year were most of these plants/ trees planted?,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,5.629040732871862
Malawi,2019,plotID,plotid,Plot ID,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0
Malawi,2019,plot_area_measured_ha,ag_c04c; ag_j05c; ag_o04c,Area of Plot Measured with GPS; What is the area of this plot (%rostertitle%)? ENUMERATOR: MEASURE THE ARE; What is the area of this [PLOT]?  [GPS],"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,7.490919059694331
Malawi,2019,plot_area_reported_ha,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,"For conversion of various area units to hectare, the following parameters have been used: 4046.9 (sqm in an acre), 2.471 (acres in a ha), 11959.9 (yards in a ha).",MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,1.0303154912845818
Malawi,2019,plot_area_reported_localUnit,ag_c04a; ag_j05a; ag_o04a,Self Reported Area of Plot; What is the <u>area</u> of this plot (%rostertitle%)? ENUMERATOR: ASK THE; What is the area of this [PLOT]?,NA,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,0.9663491193201288
Malawi,2019,season,NA,NA,The type of season (major vs minor) has been identified based on the seasonal focus of the respective sections of the survey questionnaire. The IHS contains separate questionnaire sections for the major and minor growing season.,MWI_2019_IHS-V_v05_M,https://doi.org/10.48529/yqn3-zv74,18.031663354122404
Uganda,2011-2012,hhID,HHID,HH identifier,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,0
Uganda,2011-2012,plotID,plotID,plot name,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,0
Uganda,2011-2012,plot_area_reported_localUnit,"a4aq7,a4bq7",What was the total area of plot planted,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,2.3816175443497696
Uganda,2011-2012,localUnit_area,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,2.33272803464171
Uganda,2011-2012,plot_area_reported_ha,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,2.3816175443497696
Uganda,2011-2012,crop_area_share,"a4aq9,a4bq9",What percentage of the plot area was under this crop,100 if pure stand,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,2.3344740885598547
Uganda,2011-2012,planting_month,"Crop_Planted_Month,Crop_Planted_Month2",month crop planted,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,2.33272803464171
Uganda,2011-2012,planting_year,"Crop_Planted_Year,Crop_Planted_Year",year crop planted,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,3.5043302137169996
Uganda,2011-2012,crop,cropID,Crop Name,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,0
Uganda,2011-2012,harvest_month_begin,"a5aq6e, a5bq6e",In what month did the harvest begin,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,80.09673138706523
Uganda,2011-2012,harvest_month_end,"a5aq6f, a5bq6f",In what month did the harvest end,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,80.09673138706523
Uganda,2011-2012,harvest_year_begin,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,100
Uganda,2011-2012,harvest_year_end,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,100
Uganda,2011-2012,season,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,0
Uganda,2011-2012,adm1,h1aq1,District,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,8.97471713926526
Uganda,2011-2012,adm2,h1aq2,County/Municipality,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,9.028844810727756
Uganda,2011-2012,adm3,h1aq3,"Sub-county/Division,Town Council",NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,9.97171392652605
Uganda,2011-2012,adm4,h1aq4,Parish/Ward,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,9.165037016343065
Uganda,2011-2012,lat,lat_mod,"latitude in degrees, modified (wgs84)",NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,6.397541556083251
Uganda,2011-2012,lon,lon_mod,"longitude in degrees, modified (wgs84)",NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,6.397541556083251
Uganda,2011-2012,GPS_level,source,location type used in generating modified coordinates,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,6.397541556083251
Uganda,2011-2012,plot_area_measured_ha,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,100
Uganda,2011-2012,dataset_name,NA,NA,NA,UGA_2011_UNPS_v01_M,https://doi.org/10.48529/5cpp-r373,NA
Uganda,2013-2014,hhID,HHID,household ID,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,0
Uganda,2013-2014,plotID,plotID,plot identifier,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,0.018706449048309405
Uganda,2013-2014,plot_area_reported_localUnit,a4aq7,Total area of plot planted,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,8.941682645091896
Uganda,2013-2014,localUnit_area,NA,NA,acres,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,8.890239910209043
Uganda,2013-2014,plot_area_reported_ha,NA,NA,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,8.941682645091896
Uganda,2013-2014,crop_area_share,a4aq9,what percentage of the plot area was under this crop?,100 if pure stand,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,30.201561988495534
Uganda,2013-2014,planting_month,a4aq9_1,Month crop planted,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,10.18566150680447
Uganda,2013-2014,planting_year,a4aq9_2,Year crop planted,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,10.241780853949399
Uganda,2013-2014,crop,cropID,Crop Name,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,0
Uganda,2013-2014,harvest_month_begin,a5aq6e,in what month did harvest begin,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,27.428330917083667
Uganda,2013-2014,harvest_month_end,a5aq6f,in what month did harvest end,NA,UGA_2013_UNPS_v02_M,https://doi.org/10.48529/c1c4-h654,27.31609222279381
