hhID,grappe,adm1,adm2,lat,long,fieldID,plotNbr,plotID,cropID,plot_area_reported_localUnit,planting_month,localUnit_area,plot_area_reported_ha,crop,planting_year,harvesting_month,harvesting_year,plot_area_measured_ha,crop_area_share,dataset_doi,GPS_level,source,country
6906,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,10684,6,square meters,1.0684,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6906,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,8,10684,6,square meters,1.0684,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6906,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,2,5,9,3321,7,square meters,0.3321,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6906,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,1,6069,6,square meters,0.6069,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6906,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,7,8,6069,6,square meters,0.6069,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,11494,5,square meters,1.1494,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,11494,5,square meters,1.1494,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,5299,5,square meters,0.5299,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,8,5299,5,square meters,0.5299,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,5,1,10738,5,square meters,1.0738,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,8,10738,5,square meters,1.0738,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,7,9,6777,6,square meters,0.6777,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6907,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,1,8,10,0,7,square meters,0,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6908,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,5687,5,square meters,0.5687,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6908,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,2,2,9,4620,6,square meters,0.462,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6908,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,3,3,7,4181,5,square meters,0.4181,Fonio,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6908,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,1,36109,5,square meters,3.6109,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6908,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,5,8,36109,5,square meters,3.6109,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6908,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,9,0,6,square meters,0,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,10085,6,square meters,1.0085,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,10085,7,square meters,1.0085,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,17883,6,square meters,1.7883,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,8,17883,7,square meters,1.7883,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,5,1,8984,6,square meters,0.8984,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,8,8984,7,square meters,0.8984,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,7,9,4659,7,square meters,0.4659,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6909,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,1,8,9,4677,7,square meters,0.4677,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,44393,6,square meters,4.4393,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,44393,7,square meters,4.4393,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,4454,6,square meters,0.4454,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,2,4,2,278,6,square meters,0.0278,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,3,5,14,888,6,square meters,0.0888,Cassava,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,10,121,6,square meters,0.0121,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,2,7,9,6713,8,square meters,0.6713,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,8,10,257,8,square meters,0.0257,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6910,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,2,9,9,2991,8,square meters,0.2991,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6911,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,2335,5,square meters,0.2335,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6911,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,2335,5,square meters,0.2335,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6911,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,10549,5,square meters,1.0549,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6911,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,8,10549,5,square meters,1.0549,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6911,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,5,9,12102,7,square meters,1.2102,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6911,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,6,10,0,6,square meters,0,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6913,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,44195,5,square meters,4.4195,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6913,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,44195,7,square meters,4.4195,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6913,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,9,251.6,6,square meters,0.02516,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6913,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,4,10,0,7,square meters,0,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6913,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,5,9,5474,6,square meters,0.5474,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6913,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,1,6,10,0,7,square meters,0,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6914,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,4925,6,square meters,0.4925,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6914,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,4925,6,square meters,0.4925,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6914,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,9086,6,square meters,0.9086,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6914,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,8,9086,6,square meters,0.9086,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6914,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,5,12,9086,6,square meters,0.9086,Sorrel,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,17005,6,square meters,1.7005,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,17005,6,square meters,1.7005,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,24657,6,square meters,2.4657,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,4,1,41317,6,square meters,4.1317,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,5,8,41317,6,square meters,4.1317,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,6,9,7643,7,square meters,0.7643,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6915,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,1,7,10,0,7,square meters,0,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6916,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,32874,6,square meters,3.2874,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6916,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,2,2,9,11059,7,square meters,1.1059,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6916,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,3,3,7,6596,6,square meters,0.6596,Fonio,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6916,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,1,3042,6,square meters,0.3042,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6916,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,5,8,3042,8,square meters,0.3042,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6916,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,10,0,7,square meters,0,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,9886,6,square meters,0.9886,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,38686,7,square meters,3.8686,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,2,3,9,7073,6,square meters,0.7073,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,4,1,14065,6,square meters,1.4065,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,5,8,14065,7,square meters,1.4065,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,1,3943,6,square meters,0.3943,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,7,8,3943,7,square meters,0.3943,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,8,2,3943,7,square meters,0.3943,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,9,1,3070,6,square meters,0.307,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,10,8,3070,7,square meters,0.307,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,11,2,3070,7,square meters,0.307,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,1,12,10,5078,8,square meters,0.5078,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,2,13,10,2823,8,square meters,0.2823,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,3,14,10,2823,8,square meters,0.2823,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6917,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,6,1,15,9,7823,6,square meters,0.7823,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,1,1,7001,6,square meters,0.7001,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,1,1,2,8,7001,7,square meters,0.7001,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,2,1,3,1,3313,5,square meters,0.3313,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,4,1,6147,5,square meters,0.6147,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,5,8,6147,5,square meters,0.6147,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,3,1,6,2,1892,8,square meters,0.1892,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,4,1,7,9,5522,8,square meters,0.5522,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,5,1,8,9,3584,8,square meters,0.3584,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
6918,69,dosso,"gaya {added may/04, 07}",12.6974713221,3.60453368524,6,1,9,7,671,5,square meters,0.0671,Fonio,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,1,1,1,1,24746,6,square meters,2.4746,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,1,1,2,8,24746,6,square meters,2.4746,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,1,1,3,12,24746,6,square meters,2.4746,Sorrel,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,1,1,4,2,24746,6,square meters,2.4746,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,2,1,5,1,48439,6,square meters,4.8439,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,3,1,6,9,1195,6,square meters,0.1195,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7001,70,dosso,loga,13.7588239661,3.41377801368,4,1,7,10,4000,6,square meters,0.4,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,1,1,1,1,24451,6,square meters,2.4451,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,1,1,2,8,24451,6,square meters,2.4451,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,2,1,3,1,39754,6,square meters,3.9754,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,2,1,4,12,39754,7,square meters,3.9754,Sorrel,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,3,1,5,1,62794,6,square meters,6.2794,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,3,1,6,2,62794,7,square meters,6.2794,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,4,1,7,10,3711,7,square meters,0.3711,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7002,70,dosso,loga,13.7588239661,3.41377801368,5,1,8,9,2523,6,square meters,0.2523,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,1,1,1,1,74102,6,square meters,7.4102,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,1,1,2,8,74102,7,square meters,7.4102,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,1,1,3,12,74102,8,square meters,7.4102,Sorrel,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,2,1,4,1,16530,6,square meters,1.653,Millet,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,2,1,5,8,16530,7,square meters,1.653,Cow Pea,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,3,1,6,2,8787,6,square meters,0.8787,Sorghum,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,4,1,7,10,500,8,square meters,0.05,Peanut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
7003,70,dosso,loga,13.7588239661,3.41377801368,5,1,8,9,300,8,square meters,0.03,Bambara Groundnut,NA,NA,NA,NA,NA,https://doi.org/10.48529/bp16-s524,Grappe,NER_2011_ECVMA_V01_M,Niger
