ea_id,com_cc01,com_cc02,com_cc03,com_cc03_1,com_cc04a,com_cc04b,com_cc04c,com_cc04d,com_cc04e,com_cc04f,com_cc04a_oth,com_cc05a,com_cc05b,com_cc05c,com_cc05d,com_cc05e,com_cc05f,com_cc05a_oth,com_cc06,com_cc07a,com_cc07b,com_cc07c,com_cc07d,com_cc07e,com_cc07f,com_cc07a_oth,com_cc08,com_cc09,com_cc09_oth,com_cc10,com_cc11,com_cc12,com_cc13,com_cc14
10502196,MORE MOVED IN,490,70,0,TRADITIONAL,6,CHRISTIAN,64,,,,CHEWA,10,TUMBUKA,60,,,,BOTH,Patrilineal and neolocal,10,Patrilineal and patrilocal,60,,,,7,FARMING,,Moderately sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10502197,MORE MOVED IN,960,160,0,ISLAM,15,CHRISTIAN,125,NONE,20,,CHEWA,25,YAO,12,TUMBUKA,110,,BOTH,Patrilineal and neolocal,120,Patrilineal and patrilocal,40,,,,7,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10504198,MORE MOVED OUT,1500,250,0,ISLAM,20,CHRISTIAN,230,,,,CHEWA,6,YAO,14,TUMBUKA,230,,BOTH,Patrilineal and neolocal,20,Patrilineal and patrilocal,230,,,,20,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10505199,ABOUT THE SAME OF BOTH,540,82,0,CHRISTIAN,82,,,,,,TUMBUKA,82,,,,,,BOTH,Patrilineal and patrilocal,82,,,,,,7,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10505200,MORE MOVED OUT,840,140,0,CHRISTIAN,140,,,,,,TUMBUKA,140,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),4,Patrilineal and patrilocal,136,,,,6,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10505201,MORE MOVED OUT,900,200,0,CHRISTIAN,200,,,,,,TUMBUKA,200,,,,,,BOTH,Patrilineal and patrilocal,200,,,,,,30,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
10506202,MORE MOVED IN,780,130,0,CHRISTIAN,130,,,,,,TUMBUKA,130,,,,,,BOTH,Patrilineal and patrilocal,130,,,,,,18,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10506203,ABOUT THE SAME OF BOTH,1260,210,0,CHRISTIAN,210,,,,,,CHEWA,2,TUMBUKA,208,,,,BOTH,Patrilineal and patrilocal,210,,,,,,20,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
10506204,MORE MOVED IN,600,100,0,CHRISTIAN,100,,,,,,CHEWA,20,TUMBUKA,80,,,,BOTH,Matrilineal and matrilocal (chikamwini),8,Patrilineal and patrilocal,92,,,,20,FARMING,,Moderately sloping,1/4,ALMOST NONE,ALMOST NONE,1/2
10507205,MORE MOVED OUT,1500,250,1,CHRISTIAN,250,,,,,,CHEWA,11,TUMBUKA,239,,,,BOTH,Patrilineal and patrilocal,250,,,,,,18,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
10508206,MORE MOVED IN,1667,250,3,CHRISTIAN,250,,,,,,TUMBUKA,250,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),250,,,,,,20,FARMING,,Both flat &amp; hilly,1/2,ALMOST NONE,3/4,3/4
10508207,MORE MOVED IN,960,160,0,ISLAM,2,CHRISTIAN,158,,,,CHEWA,69,TUMBUKA,12,SENA,10,,BOTH,Matrilineal and patrilocal (chitengwa),160,,,,,,12,FARMING,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
10509208,MORE MOVED IN,600,120,0,TRADITIONAL,5,ISLAM,3,CHRISTIAN,112,,CHEWA,20,YAO,3,TUMBUKA,82,,BOTH,Matrilineal and patrilocal (chitengwa),38,Patrilineal and patrilocal,82,,,,30,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10510209,MORE MOVED IN,1050,250,0,ISLAM,5,CHRISTIAN,245,,,,CHEWA,5,TUMBUKA,245,,,,BOTH,Patrilineal and patrilocal,250,,,,,,70,FARMING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10601211,ABOUT THE SAME OF BOTH,1800,280,0,CHRISTIAN,280,,,,,,TONGA,280,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),250,Matrilineal and patrilocal (chitengwa),30,,,,15,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10601212,MORE MOVED IN,7000,550,0,ISLAM,30,CHRISTIAN,520,,,,NYANJA,400,YAO,20,TONGA,30,CHIKHOBWE,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),500,,,,0,SQUATTER SETTLEMENT,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
10731213,MORE MOVED IN,1812,302,0,ISLAM,30,CHRISTIAN,272,,,,CHEWA,50,YAO,35,TUMBUKA,197,,BOTH,Patrilineal and neolocal,105,Patrilineal and patrilocal,197,,,,4,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10732214,MORE MOVED IN,2508,418,0,ISLAM,60,CHRISTIAN,358,,,,CHEWA,100,YAO,60,TUMBUKA,218,,BOTH,Patrilineal and neolocal,418,,,,,,20,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10733215,MORE MOVED IN,4500,750,1,ISLAM,20,CHRISTIAN,730,,,,CHEWA,200,TUMBUKA,490,NKHONDE,40,,BOTH,Patrilineal and neolocal,200,Patrilineal and patrilocal,550,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10734216,MORE MOVED IN,3000,300,0,ISLAM,20,CHRISTIAN,280,,,,CHEWA,20,TUMBUKA,265,NKHONDE,10,,BOTH,Patrilineal and neolocal,300,,,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10734217,MORE MOVED IN,1700,340,0,ISLAM,15,CHRISTIAN,325,,,,CHEWA,20,YAO,15,TUMBUKA,299,,BOTH,Patrilineal and neolocal,35,Patrilineal and patrilocal,305,,,,1,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,1/2
10736218,MORE MOVED IN,1200,240,0,ISLAM,60,CHRISTIAN,180,,,,CHEWA,24,YAO,48,TUMBUKA,72,,BOTH,Matrilineal and matrilocal (chikamwini),1,Patrilineal and neolocal,239,,,,4,SQUATTER SETTLEMENT,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10737219,MORE MOVED IN,1500,500,1,ISLAM,20,CHRISTIAN,475,NONE,5,,CHEWA,100,TUMBUKA,360,NKHONDE,30,,FATHER,Patrilineal and neolocal,400,,,,,,30,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10737220,MORE MOVED IN,2280,380,0,ISLAM,2,CHRISTIAN,378,,,,CHEWA,100,TUMBUKA,220,NKHONDE,30,,BOTH,Patrilineal and neolocal,10,Patrilineal and patrilocal,370,,,,4,SQUATTER SETTLEMENT,,Moderately sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10737221,MORE MOVED IN,1800,360,0,ISLAM,1,CHRISTIAN,359,,,,CHEWA,80,TUMBUKA,205,NKHONDE,25,,BOTH,Patrilineal and neolocal,250,Patrilineal and patrilocal,110,,,,5,PLANNED HOUSING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10738223,MORE MOVED IN,3600,720,5,ISLAM,150,CHRISTIAN,570,,,,CHEWA,100,YAO,30,TUMBUKA,200,,BOTH,Matrilineal and matrilocal (chikamwini),10,Patrilineal and neolocal,610,Patrilineal and patrilocal,100,,50,SQUATTER SETTLEMENT,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10738224,MORE MOVED IN,1225,245,0,ISLAM,1,CHRISTIAN,244,,,,CHEWA,10,TUMBUKA,235,,,,BOTH,Patrilineal and neolocal,45,Patrilineal and patrilocal,200,,,,16,FARMING,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10739225,MORE MOVED IN,5000,300,5,ISLAM,145,CHRISTIAN,145,NONE,10,,CHEWA,30,YAO,30,TUMBUKA,210,,BOTH,Matrilineal and matrilocal (chikamwini),90,Patrilineal and patrilocal,210,,,,5,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10739226,MORE MOVED IN,1215,243,0,ISLAM,5,CHRISTIAN,238,,,,CHEWA,50,YAO,5,TUMBUKA,173,,BOTH,Patrilineal and neolocal,243,,,,,,8,OTHER (SPECIFY),PLANNED AND SQUARTER SETTLEMENT,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10740227,MORE MOVED IN,2700,500,1,ISLAM,30,CHRISTIAN,420,NONE,50,,CHEWA,70,YAO,10,TUMBUKA,400,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),400,,,,50,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10740228,MORE MOVED IN,1450,290,0,ISLAM,50,CHRISTIAN,200,NONE,40,,CHEWA,20,TUMBUKA,200,LAMBYA,70,,BOTH,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),90,,,,5,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
10740229,MORE MOVED IN,7000,800,0,ISLAM,100,CHRISTIAN,695,NONE,5,,CHEWA,100,TUMBUKA,600,NKHONDE,100,,BOTH,Matrilineal and matrilocal (chikamwini),600,Matrilineal and patrilocal (chitengwa),200,,,,50,PLANNED HOUSING,,Flat,ALMOST NONE,ALMOST NONE,1/4,ALMOST ALL
10740230,MORE MOVED IN,1380,230,0,CHRISTIAN,230,,,,,,CHEWA,20,TUMBUKA,210,,,,BOTH,Patrilineal and neolocal,30,Patrilineal and patrilocal,200,,,,5,PLANNED HOUSING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10741231,MORE MOVED IN,1120,250,0,CHRISTIAN,240,OTHER RELIGION,10,,,10,CHEWA,20,TUMBUKA,115,TONGA,115,,BOTH,Matrilineal and neolocal,230,Patrilineal and neolocal,20,,,,5,SQUATTER SETTLEMENT,,Steeply sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10743232,MORE MOVED IN,2040,340,0,ISLAM,4,CHRISTIAN,336,,,,CHEWA,30,TUMBUKA,280,TONGA,10,,BOTH,Matrilineal and matrilocal (chikamwini),7,Patrilineal and neolocal,333,Patrilineal and patrilocal,300,,30,FARMING,,Moderately sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10744233,MORE MOVED IN,2082,347,0,ISLAM,10,CHRISTIAN,336,OTHER RELIGION,1,HINDU,CHEWA,70,TUMBUKA,157,TONGA,20,,BOTH,Patrilineal and neolocal,347,,,,,,5,PLANNED HOUSING,,Slightly sloping,1/4,ALMOST NONE,ALMOST NONE,3/4
10745234,MORE MOVED IN,1800,360,0,ISLAM,20,CHRISTIAN,340,,,,CHEWA,80,TUMBUKA,200,NKHONDE,40,,BOTH,Patrilineal and neolocal,360,,,,,,10,OTHER (SPECIFY),BOTH SQUATTER AND PLANNED,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10745235,MORE MOVED IN,2201,441,0,ISLAM,41,CHRISTIAN,400,,,,CHEWA,40,YAO,10,TUMBUKA,350,,BOTH,Patrilineal and patrilocal,441,,,,,,10,SQUATTER SETTLEMENT,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
10745236,MORE MOVED IN,1600,320,0,ISLAM,30,CHRISTIAN,290,,,,CHEWA,15,YAO,9,TUMBUKA,256,,BOTH,Patrilineal and neolocal,320,,,,,,27,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20101237,MORE MOVED OUT,1044,176,0,CHRISTIAN,176,,,,,,TUMBUKA,176,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),176,,,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20102238,NEITHER ARRIVALS NOR DEPARTURES,3800,350,15,CHRISTIAN,350,,,,,,CHEWA,150,TUMBUKA,200,,,,FATHER,Matrilineal and matrilocal (chikamwini),4,Matrilineal and patrilocal (chitengwa),346,,,,20,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20103239,MORE MOVED IN,2055,411,4,TRADITIONAL,400,ISLAM,11,,,,CHEWA,311,TUMBUKA,100,,,,BOTH,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),381,,,,30,FARMING,,Flat,ALMOST NONE,1/2,ALMOST NONE,ALMOST ALL
20104240,NEITHER ARRIVALS NOR DEPARTURES,2300,800,15,CHRISTIAN,800,,,,,,TUMBUKA,800,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),590,,,,100,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20106241,MORE MOVED IN,4000,800,0,ISLAM,5,CHRISTIAN,795,,,,CHEWA,702,TUMBUKA,98,,,,BOTH,Matrilineal and matrilocal (chikamwini),112,Matrilineal and patrilocal (chitengwa),688,,,,119,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20106242,NEITHER ARRIVALS NOR DEPARTURES,7000,1000,20,ISLAM,135,CHRISTIAN,850,NONE,15,,CHEWA,1000,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),800,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20107243,ABOUT THE SAME OF BOTH,1236,262,2,TRADITIONAL,10,ISLAM,12,CHRISTIAN,240,,CHEWA,252,YAO,10,,,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),252,,,,5,FARMING,,Flat,ALMOST NONE,3/4,1/4,ALMOST ALL
20109244,MORE MOVED OUT,4960,620,2,ISLAM,25,CHRISTIAN,595,,,,CHEWA,545,YAO,25,TUMBUKA,50,,BOTH,Matrilineal and matrilocal (chikamwini),200,Matrilineal and patrilocal (chitengwa),420,,,,30,FARMING,,Flat,3/4,1/4,3/4,3/4
20109245,MORE MOVED OUT,3730,497,11,TRADITIONAL,19,ISLAM,4,CHRISTIAN,474,,CHEWA,497,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),47,Matrilineal and patrilocal (chitengwa),450,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20110246,NEITHER ARRIVALS NOR DEPARTURES,9600,1200,0,ISLAM,5,CHRISTIAN,1195,,,,CHEWA,1200,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),9580,,,,16,FARMING,,Slightly sloping,ALMOST NONE,3/4,ALMOST NONE,3/4
20112247,MORE MOVED IN,2067,724,0,CHRISTIAN,724,,,,,,CHEWA,700,TUMBUKA,24,,,,BOTH,Matrilineal and matrilocal (chikamwini),24,Matrilineal and patrilocal (chitengwa),700,,,,25,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20113248,NEITHER ARRIVALS NOR DEPARTURES,5000,400,50,ISLAM,5,CHRISTIAN,395,,,,CHEWA,20,TUMBUKA,380,,,,BOTH,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),380,,,,150,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20115249,MORE MOVED OUT,2645,630,0,TRADITIONAL,30,ISLAM,10,CHRISTIAN,590,,CHEWA,575,YAO,10,TUMBUKA,25,,BOTH,Matrilineal and matrilocal (chikamwini),25,Matrilineal and patrilocal (chitengwa),595,,,,100,FARMING,,Flat,ALMOST NONE,1/4,ALMOST NONE,3/4
20119250,MORE MOVED IN,5000,500,5,ISLAM,20,CHRISTIAN,465,NONE,15,,CHEWA,475,TUMBUKA,25,,,,MOTHER,Matrilineal and matrilocal (chikamwini),120,Matrilineal and patrilocal (chitengwa),380,,,,70,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20120251,ABOUT THE SAME OF BOTH,5700,900,10,ISLAM,150,CHRISTIAN,750,,,,CHEWA,800,YAO,30,TUMBUKA,50,BURUNDI,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),890,,,,10,SQUATTER SETTLEMENT,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20121252,MORE MOVED IN,1222,290,0,TRADITIONAL,20,ISLAM,5,CHRISTIAN,265,,CHEWA,285,YAO,5,,,,BOTH,Matrilineal and matrilocal (chikamwini),40,Matrilineal and patrilocal (chitengwa),250,,,,7,FARMING,,Flat,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL
20121253,MORE MOVED IN,2500,350,10,CHRISTIAN,350,,,,,,CHEWA,350,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),330,,,,15,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20122254,MORE MOVED OUT,2019,515,0,TRADITIONAL,15,CHRISTIAN,500,,,,CHEWA,492,YAO,15,TUMBUKA,8,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),505,,,,48,FARMING,,Flat,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL
20123255,ABOUT THE SAME OF BOTH,3000,350,5,CHRISTIAN,350,,,,,,CHEWA,350,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),5,Matrilineal and patrilocal (chitengwa),345,,,,10,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20123256,MORE MOVED IN,1630,326,3,ISLAM,4,CHRISTIAN,322,,,,CHEWA,326,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),326,,,,,,11,FARMING,,Moderately sloping,ALMOST NONE,3/4,ALMOST NONE,ALMOST ALL
20123257,NEITHER ARRIVALS NOR DEPARTURES,5000,300,10,ISLAM,30,CHRISTIAN,270,,,,CHEWA,300,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),250,,,,30,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20124258,MORE MOVED OUT,1274,182,0,CHRISTIAN,182,,,,,,CHEWA,182,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),182,,,,,,20,FARMING,,Steeply sloping,1/4,1/4,1/2,ALMOST ALL
20126259,MORE MOVED OUT,2000,300,15,TRADITIONAL,70,ISLAM,15,CHRISTIAN,165,,CHEWA,269,YAO,10,TUMBUKA,20,BURUNDIAN,BOTH,Matrilineal and matrilocal (chikamwini),50,Matrilineal and patrilocal (chitengwa),250,,,,20,FARMING,,Both flat &amp; hilly,ALMOST NONE,1/4,1/4,3/4
20127260,MORE MOVED IN,1740,290,0,TRADITIONAL,140,ISLAM,2,CHRISTIAN,148,,CHEWA,290,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),10,Matrilineal and patrilocal (chitengwa),280,,,,4,FARMING,,Flat,ALMOST NONE,3/4,1/4,ALMOST ALL
20201261,MORE MOVED IN,5180,863,8,ISLAM,15,CHRISTIAN,848,,,,CHEWA,350,TUMBUKA,200,TONGA,313,,FATHER,Matrilineal and matrilocal (chikamwini),17,Matrilineal and patrilocal (chitengwa),846,,,,10,FARMING,,Slightly sloping,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20201262,NEITHER ARRIVALS NOR DEPARTURES,10500,1312,0,CHRISTIAN,1312,,,,,,CHEWA,700,TUMBUKA,200,TONGA,412,,FATHER,Matrilineal and patrilocal (chitengwa),1312,,,,,,100,FARMING,,Moderately sloping,1/4,1/4,1/4,1/2
20201263,MORE MOVED IN,10000,6500,0,ISLAM,1500,CHRISTIAN,5000,,,,CHEWA,2000,TUMBUKA,2000,TONGA,1500,,BOTH,Matrilineal and matrilocal (chikamwini),1500,Matrilineal and patrilocal (chitengwa),5000,,,,50,FARMING,,Flat,ALMOST NONE,3/4,ALMOST NONE,3/4
20201264,MORE MOVED IN,10000,2655,6,ISLAM,65,CHRISTIAN,2590,,,,CHEWA,1500,TONGA,1155,,,,FATHER,Matrilineal and patrilocal (chitengwa),23,,,,,,11,FARMING,,Flat,1/4,ALMOST NONE,1/4,1/2
20201265,MORE MOVED IN,4000,530,0,ISLAM,10,CHRISTIAN,520,,,,CHEWA,500,YAO,4,TUMBUKA,10,,FATHER,Matrilineal and matrilocal (chikamwini),30,Matrilineal and patrilocal (chitengwa),500,,,,6,FARMING,,Both flat &amp; hilly,1/4,1/4,1/4,1/2
20201266,MORE MOVED IN,5201,820,3,ISLAM,120,CHRISTIAN,300,,,,CHEWA,200,YAO,30,NKHONDE,130,,FATHER,Matrilineal and patrilocal (chitengwa),800,,,,,,50,PLANNED HOUSING,,Flat,1/4,ALMOST NONE,1/4,3/4
20202267,MORE MOVED IN,3000,240,0,TRADITIONAL,15,CHRISTIAN,225,,,,CHEWA,40,TUMBUKA,200,,,,FATHER,,,,,,,lobola,20,FARMING,,Steeply sloping,1/4,1/2,1/4,3/4
20202268,MORE MOVED IN,2431,746,10,ISLAM,18,CHRISTIAN,725,OTHER RELIGION,3,RASTAFARIANISM,CHEWA,100,TUMBUKA,200,NKHONDE,46,,BOTH,Matrilineal and patrilocal (chitengwa),600,,,,,,35,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20203269,MORE MOVED OUT,10000,2382,50,ISLAM,1882,CHRISTIAN,500,,,,CHEWA,1500,YAO,20,TONGA,862,,BOTH,Matrilineal and matrilocal (chikamwini),582,Matrilineal and patrilocal (chitengwa),1800,,,,500,FARMING,,Flat,1/4,ALMOST NONE,1/4,1/2
20204270,MORE MOVED IN,10261,3500,39,ISLAM,2500,CHRISTIAN,1000,,,,CHEWA,3500,,,,,,FATHER,Matrilineal and patrilocal (chitengwa),3200,,,,,,25,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
20204271,MORE MOVED IN,4380,350,1,ISLAM,250,CHRISTIAN,100,,,,CHEWA,300,YAO,35,TUMBUKA,15,,FATHER,Matrilineal and patrilocal (chitengwa),350,,,,,,150,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
20204272,MORE MOVED IN,3967,621,0,ISLAM,310,CHRISTIAN,311,,,,CHEWA,401,YAO,100,TUMBUKA,100,,MOTHER,Matrilineal and matrilocal (chikamwini),40,Matrilineal and patrilocal (chitengwa),581,,,,250,FARMING,,Flat,1/4,ALMOST NONE,1/4,3/4
20205273,MORE MOVED IN,6000,550,0,ISLAM,175,CHRISTIAN,375,,,,CHEWA,550,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),100,Matrilineal and patrilocal (chitengwa),450,,,,150,FARMING,,Flat,1/4,1/2,1/4,3/4
20206274,MORE MOVED IN,700,380,0,ISLAM,280,CHRISTIAN,100,,,,CHEWA,350,YAO,30,,,,FATHER,Matrilineal and patrilocal (chitengwa),370,,,,,,180,FARMING,,Flat,1/4,ALMOST NONE,ALMOST NONE,3/4
20206275,MORE MOVED IN,2734,552,0,ISLAM,20,CHRISTIAN,532,,,,CHEWA,552,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),11,Matrilineal and patrilocal (chitengwa),541,,,,50,FARMING,,Moderately sloping,3/4,ALMOST NONE,1/4,3/4
20206276,MORE MOVED IN,1450,200,16,ISLAM,50,CHRISTIAN,150,,,,CHEWA,130,YAO,40,LOMWE,5,,MOTHER,Matrilineal and patrilocal (chitengwa),180,,,,,,10,FARMING,,Moderately sloping,ALMOST NONE,ALMOST NONE,1/4,3/4
20206277,MORE MOVED IN,1520,306,0,TRADITIONAL,16,ISLAM,40,CHRISTIAN,250,,CHEWA,290,YAO,10,LOMWE,6,,MOTHER,Matrilineal and matrilocal (chikamwini),26,Matrilineal and patrilocal (chitengwa),280,,,,40,FARMING,,Flat,1/4,1/2,1/4,3/4
20206278,MORE MOVED IN,5040,586,586,TRADITIONAL,20,CHRISTIAN,5020,,,,CHEWA,5014,,,,,,MOTHER,Matrilineal and patrilocal (chitengwa),4000,,,,,,17,FARMING,,Slightly sloping,1/4,ALMOST NONE,1/4,3/4
20206279,MORE MOVED IN,1242,288,0,ISLAM,15,CHRISTIAN,273,,,,CHEWA,200,TUMBUKA,14,LOMWE,20,,MOTHER,Matrilineal and matrilocal (chikamwini),88,Matrilineal and patrilocal (chitengwa),200,,,,88,FARMING,,Flat,1/4,ALMOST NONE,3/4,3/4
20206280,MORE MOVED IN,1070,253,3,TRADITIONAL,5,ISLAM,7,CHRISTIAN,241,,CHEWA,253,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),197,Matrilineal and patrilocal (chitengwa),197,,,,51,FARMING,,Moderately sloping,1/4,1/4,1/2,3/4
20207282,MORE MOVED IN,618,225,3,TRADITIONAL,1,ISLAM,50,CHRISTIAN,174,,CHEWA,225,,,,,,BOTH,Matrilineal and patrilocal (chitengwa),200,,,,,,4,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20220283,MORE MOVED IN,4273,1325,100,ISLAM,993,CHRISTIAN,332,,,,CHEWA,662,YAO,332,TUMBUKA,132,,MOTHER,Matrilineal and matrilocal (chikamwini),212,Matrilineal and patrilocal (chitengwa),993,,,,250,FARMING,,Flat,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
20301284,MORE MOVED IN,943,195,1,TRADITIONAL,19,ISLAM,2,CHRISTIAN,174,,CHEWA,195,,,,,,MOTHER,Matrilineal and matrilocal (chikamwini),29,Matrilineal and patrilocal (chitengwa),166,,,,16,FARMING,,Steeply sloping,1/4,ALMOST NONE,1/4,3/4
20302285,MORE MOVED IN,1114,172,2,TRADITIONAL,50,CHRISTIAN,122,,,,CHEWA,172,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),20,Matrilineal and patrilocal (chitengwa),152,,,,22,FARMING,,Both flat &amp; hilly,1/4,ALMOST NONE,1/4,3/4
20302286,MORE MOVED IN,1040,48,0,TRADITIONAL,2,CHRISTIAN,40,NONE,6,,CHEWA,48,,,,,,FATHER,Matrilineal and matrilocal (chikamwini),2,Matrilineal and patrilocal (chitengwa),46,,,,1,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,ALMOST ALL
20303287,MORE MOVED IN,939,246,0,TRADITIONAL,62,CHRISTIAN,184,,,,CHEWA,246,,,,,,BOTH,Matrilineal and matrilocal (chikamwini),46,Matrilineal and patrilocal (chitengwa),200,,,,10,FARMING,,Flat,ALMOST NONE,ALMOST NONE,1/4,3/4
20303288,MORE MOVED OUT,1225,309,2,TRADITIONAL,11,CHRISTIAN,298,,,,CHEWA,309,,,,,,MOTHER,Matrilineal and patrilocal (chitengwa),18,,,,,,4,FARMING,,Both flat &amp; hilly,ALMOST NONE,ALMOST NONE,ALMOST NONE,3/4
