case_id,HHID,crop_code,PID,ag_q00b,ag_q00c,ag_q00d,ag_q00e1,ag_q00e2,ag_q00e3,ag_q00e4
315538160108,2c62a32d1151484a83c172b8a64b38cd,4,4,6,5,1,1,0,1,0
315538160108,2c62a32d1151484a83c172b8a64b38cd,4,7,8,7,1,1,0,1,0
315538160108,2c62a32d1151484a83c172b8a64b38cd,4,5,7,7,1,1,0,1,0
315538160108,2c62a32d1151484a83c172b8a64b38cd,4,6,8,7,1,1,0,1,0
315538160108,2c62a32d1151484a83c172b8a64b38cd,4,2,4,3,1,1,0,1,0
306026070033,2c62efb1a0c54a69b5880a298fbc9cb7,11,2,5,7,3,0,0,1,0
306026070033,2c62efb1a0c54a69b5880a298fbc9cb7,4,2,4,7,1,0,0,1,0
206033570289,2c69d04fc62f4b5cb74ca9a312b1992f,14,5,1,1,1,0,0,0,1
206033570289,2c69d04fc62f4b5cb74ca9a312b1992f,14,4,2,1,1,0,0,1,1
206033570289,2c69d04fc62f4b5cb74ca9a312b1992f,14,3,2,2,1,1,0,1,1
105072050161,2c6f340793784b13a8299e41acc740ac,7,1,2,1,1,,,1,1
207063980004,2c9b1d1c85a84fce8f24bdb04b2b4d02,4,4,17,1,1,0,0,1,0
207063980004,2c9b1d1c85a84fce8f24bdb04b2b4d02,4,3,17,1,1,0,0,1,0
201102460144,2c9be67cc6d240d4b4ddbb2ee5b37ed8,4,2,8,1,1,1,0,1,0
201102460144,2c9be67cc6d240d4b4ddbb2ee5b37ed8,4,3,8,1,1,1,0,1,0
209104450114,2ca243d96f4d4013a761b645ef97b06a,4,2,20,6,1,0,0,0,1
206063630232,2cc206776c454337a62ee0157503de4c,18,1,1,3,3,1,0,0,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,4,4,12,3,1,0,0,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,4,3,12,3,1,0,0,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,7,1,10,1,1,0,0,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,1,1,18,4,1,1,0,0,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,1,2,18,7,4,1,1,1,1
103071590137,2ce10fc6386840e6855ee3010a428ec2,4,1,12,3,1,0,0,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,8,1,4,3,1,1,,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,8,2,4,3,1,1,0,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,4,2,12,3,1,1,0,1,0
103071590137,2ce10fc6386840e6855ee3010a428ec2,7,2,10,1,1,1,0,1,1
105082070088,2ce874539ff14dd2bb1b9f552316a84c,4,2,6,3,1,1,1,1,1
105082070088,2ce874539ff14dd2bb1b9f552316a84c,4,3,5,3,2,1,1,1,1
105082070088,2ce874539ff14dd2bb1b9f552316a84c,6,2,4,3,2,1,0,1,1
308036510008,2cec53b9e75f432884646f7b0afcc2b4,4,1,2,1,1,0,0,1,0
308036510008,2cec53b9e75f432884646f7b0afcc2b4,8,1,4,1,1,0,0,1,0
308036510008,2cec53b9e75f432884646f7b0afcc2b4,1,1,1,6,2,1,1,0,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,6,2,3,1,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,4,1,10,7,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,4,2,10,7,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,1,2,16,2,2,1,0,1,1
307016180161,2ced301ba36046ce8a45b9a267febdcf,6,1,3,1,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,4,4,10,7,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,4,5,10,7,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,13,2,4,1,1,0,0,1,0
307016180161,2ced301ba36046ce8a45b9a267febdcf,13,1,4,1,1,0,0,1,0
207033920043,2d07ce726ade42058d1216bd255876d7,18,1,4,4,2,1,0,0,0
305035840044,2d0b2b1027f942769a9fc8f65d9c3536,13,2,3,3,1,0,0,1,0
305035840044,2d0b2b1027f942769a9fc8f65d9c3536,10,2,6,3,1,1,0,1,0
305035840044,2d0b2b1027f942769a9fc8f65d9c3536,13,3,3,3,1,0,0,1,0
305035840044,2d0b2b1027f942769a9fc8f65d9c3536,10,3,4,2,1,1,0,1,0
207074010106,2d0e8ddaeb3f485fbf2e330694be6f6c,4,1,1,5,1,0,0,1,0
202052730279,2d0ec0f99b114e66bc444cd1d70ce4bb,1,3,5,2,3,1,1,1,0
202052730279,2d0ec0f99b114e66bc444cd1d70ce4bb,1,2,6,2,5,1,1,1,1
202052730279,2d0ec0f99b114e66bc444cd1d70ce4bb,1,1,8,2,5,1,1,1,1
313027610255,2d1ee87223774821a034ca352f3aeef6,4,2,8,7,1,0,0,1,0
313027610255,2d1ee87223774821a034ca352f3aeef6,4,1,8,7,1,0,0,1,0
313027610255,2d1ee87223774821a034ca352f3aeef6,4,3,8,7,1,0,0,1,0
201272600111,2d25f7de4a204dba96f5d99954766d07,4,2,1,5,3,,,1,
207033920080,2d286f981e8243ac9c0d2c5f55885102,4,1,8,2,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,8,5,8,7,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,8,3,8,7,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,18,4,8,4,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,4,3,12,5,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,4,1,12,7,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,8,4,8,7,1,0,0,1,0
107402270024,2d2d40ff0337466fba39f1713dffe8e9,18,5,8,5,1,0,0,1,0
206023540006,2d2edf5a98ca4bc99c23a398b1f11121,18,2,2,2,3,1,0,0,0
209104470100,2d3e59f5e1bd416bb48b5971906acbc4,4,2,1,1,1,0,0,0,0
201102460156,2d482d5a1747407fbebf2705e5b59c3f,9,2,4,6,1,1,1,1,1
101011010026,2d61398388e54acd9a37b9e331fa9ccd,1,4,1,5,3,1,1,1,1
101011010026,2d61398388e54acd9a37b9e331fa9ccd,1,5,1,5,3,1,1,1,1
101011010026,2d61398388e54acd9a37b9e331fa9ccd,1,1,1,3,1,1,0,0,0
101011010026,2d61398388e54acd9a37b9e331fa9ccd,1,2,1,5,3,1,1,1,1
101011010026,2d61398388e54acd9a37b9e331fa9ccd,1,6,1,3,1,1,0,0,0
101011010026,2d61398388e54acd9a37b9e331fa9ccd,1,3,1,5,3,1,1,1,1
308066600046,2d8c3b031ddf4d3fbdb9a3b1f21313a2,4,1,1,7,2,,,1,
203032880107,2dbb075bc5f6421abfca15a0e76d77b0,4,2,12,5,1,0,0,0,0
102041390080,2dbf9004383044af9b20093128353090,1,5,2,5,4,1,1,1,1
102041390080,2dbf9004383044af9b20093128353090,1,1,2,5,7,1,1,1,1
307066260085,2dc38d9f1e5b445c883746c3814e1a40,1,2,1,6,6,1,1,1,0
201072430160,2dd18c8f1e2d43f9a87f4ef1c3abfccb,4,1,1,2,2,0,0,1,0
306016010035,2dd6d6b8bbd24f49878b36a0ef624f93,18,1,6,1,2,,,1,
306016010035,2dd6d6b8bbd24f49878b36a0ef624f93,4,1,1,1,1,,,1,
204053170080,2ddfe162ddc345ce9f1fe35e4cb1d50a,7,1,2,5,3,1,1,1,
103071590115,2df8a5b766fe4743beba9bb4b45ff622,4,1,2,3,1,1,1,0,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,4,3,1,2,2,1,1,0,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,7,2,1,2,1,1,1,1,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,1,1,10,3,2,1,1,1,1
103071590115,2df8a5b766fe4743beba9bb4b45ff622,8,3,1,5,1,1,1,1,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,7,3,1,2,1,1,1,0,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,1,2,10,2,2,1,1,1,1
103071590115,2df8a5b766fe4743beba9bb4b45ff622,7,1,1,2,1,1,1,1,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,6,1,1,2,1,1,1,1,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,4,2,1,2,2,1,1,0,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,8,1,1,5,1,1,1,,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,8,2,1,5,1,1,1,1,0
103071590115,2df8a5b766fe4743beba9bb4b45ff622,1,3,10,2,2,1,1,1,1
105041980029,2e0b88f7cb60435a8d92895d33ac50c4,1,1,3,4,3,1,0,1,1
105041980029,2e0b88f7cb60435a8d92895d33ac50c4,1,2,8,3,4,1,0,1,1
307086300033,2e14449a84c04c43811b6240b0b29b75,5,1,6,3,1,0,0,1,0
307086300033,2e14449a84c04c43811b6240b0b29b75,6,1,12,1,1,0,0,1,0
307086300033,2e14449a84c04c43811b6240b0b29b75,1,1,1,6,5,1,1,1,0
307086300033,2e14449a84c04c43811b6240b0b29b75,5,2,6,3,1,0,0,1,0
307086300033,2e14449a84c04c43811b6240b0b29b75,4,1,8,7,1,0,0,1,0
307086300033,2e14449a84c04c43811b6240b0b29b75,16,1,4,1,1,0,0,1,0
307086300033,2e14449a84c04c43811b6240b0b29b75,1,2,1,6,5,1,1,1,0
104031750093,2e2358bc26c04e4a87b888e92e852599,7,2,1,2,2,1,1,1,1
104031750093,2e2358bc26c04e4a87b888e92e852599,7,1,1,2,1,1,1,1,1
210554610135,2e2e9b54936f4b728b70377641dbfb79,18,1,14,3,5,1,0,1,0
105011900005,2e38550f72a248e09c28361897ed8c80,4,1,12,3,1,1,0,1,0
315468100073,2e3948c7b3a84873b68ec0774d42fda7,6,9,3,4,5,1,0,1,0
315468100073,2e3948c7b3a84873b68ec0774d42fda7,6,6,5,3,1,1,0,1,0
315468100073,2e3948c7b3a84873b68ec0774d42fda7,6,5,5,5,1,1,1,1,0
315468100073,2e3948c7b3a84873b68ec0774d42fda7,9,9,6,5,4,1,1,1,0
202012640248,2e467500122f43dbb03b768163ece17b,1,3,16,3,5,1,1,1,0
104011710033,2e4bb988d8884ff78085e3af1fdab47c,4,3,8,7,1,0,0,0,0
104011710033,2e4bb988d8884ff78085e3af1fdab47c,4,2,8,7,1,0,0,0,0
104011710033,2e4bb988d8884ff78085e3af1fdab47c,4,1,8,7,1,0,0,0,0
105021930044,2e4d1b827489452d8f64dc25e10e211c,4,1,8,5,1,1,0,0,0
202012650095,2e692dc43c35455bab5717f379e70413,4,1,7,3,1,1,0,1,0
202012650095,2e692dc43c35455bab5717f379e70413,4,2,8,3,1,1,0,1,0
306036140183,2e7cbd8c9b004b22a964f36a4e7087da,4,1,8,7,1,0,0,1,0
306036140183,2e7cbd8c9b004b22a964f36a4e7087da,4,3,3,7,1,0,0,1,0
306036140183,2e7cbd8c9b004b22a964f36a4e7087da,7,1,6,1,1,0,0,1,0
306036140183,2e7cbd8c9b004b22a964f36a4e7087da,4,2,5,7,1,0,0,1,0
306036140183,2e7cbd8c9b004b22a964f36a4e7087da,6,1,12,2,1,0,0,1,0
103011500096,2e9116ccaaad48f18bcd496fd8788e7c,1,1,4,6,8,1,1,1,1
103011500096,2e9116ccaaad48f18bcd496fd8788e7c,1,2,4,6,8,1,1,1,1
103011500096,2e9116ccaaad48f18bcd496fd8788e7c,1,3,4,6,8,1,1,1,1
306016010004,2ee4db1844e242598a9964dbd92bfdaf,11,1,8,7,1,1,0,0,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,12,2,4,3,1,0,0,0,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,4,3,8,4,1,1,0,1,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,12,3,4,3,1,0,0,0,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,4,4,8,4,1,1,0,1,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,4,2,8,4,1,1,0,1,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,12,4,4,3,1,0,0,0,1
203032890076,2ef182de00e44b95a870ed25e5f34da6,12,1,4,3,1,0,0,0,1
201212530062,2ef3ff56dbe54350bc65a5eb9565ec67,7,2,6,3,4,0,0,1,0
201212530062,2ef3ff56dbe54350bc65a5eb9565ec67,18,1,6,3,2,0,0,1,0
201212530062,2ef3ff56dbe54350bc65a5eb9565ec67,4,1,6,3,4,0,0,1,0
308016450278,2f3123f32f12452490431b45686c7277,4,4,20,7,1,1,0,1,1
308016450278,2f3123f32f12452490431b45686c7277,4,3,20,7,1,1,0,1,1
308016450278,2f3123f32f12452490431b45686c7277,1,2,2,6,3,1,1,1,1
308016450278,2f3123f32f12452490431b45686c7277,4,2,20,7,1,1,0,1,1
308016450278,2f3123f32f12452490431b45686c7277,4,1,20,7,1,1,0,1,1
305035820192,2f4a487538354ed3b5753c6bfe56e7fe,18,1,1,1,2,,,,1
107382240109,2f51dbee7e1a4d8cb3eae87c96c74843,7,1,4,1,1,1,0,1,1
202032690313,2f56bc91ee38466598a2327d0e8f3008,1,1,4,2,1,1,0,1,0
202032690313,2f56bc91ee38466598a2327d0e8f3008,1,2,6,2,1,1,0,1,1
202032690313,2f56bc91ee38466598a2327d0e8f3008,9,2,3,1,1,1,0,1,0
202032690313,2f56bc91ee38466598a2327d0e8f3008,9,1,5,1,1,1,0,1,0
308016450122,2f6d9dabdc02406c9d36ca52da2bf709,1,1,1,5,5,1,1,1,0
304075710200,2f802f4eff3b4fa79cada7870d7106d7,1,2,1,7,9,1,1,1,0
301095030371,2f9a90dbad164d93b1168b729adbca68,4,2,5,3,1,1,0,0,0
209014290210,2fbf18366c2a48b8b69a0a1c35415266,4,2,6,1,1,0,0,0,1
103011480010,2fc8eea88cae465cb12f9b1d9ce48493,7,2,6,1,1,1,0,0,1
103011480010,2fc8eea88cae465cb12f9b1d9ce48493,1,2,8,2,3,1,1,1,1
103011480010,2fc8eea88cae465cb12f9b1d9ce48493,8,2,2,5,1,1,0,0,0
103011480010,2fc8eea88cae465cb12f9b1d9ce48493,4,4,2,4,1,1,0,0,0
103011480010,2fc8eea88cae465cb12f9b1d9ce48493,1,3,8,2,3,1,1,1,1
103011480010,2fc8eea88cae465cb12f9b1d9ce48493,7,3,12,1,1,1,0,0,1
201212530147,2fcf0908a5204e92a465465170ad58eb,4,2,1,4,1,0,0,1,0
104011730217,2fda55795efc43048b1ea1d61f824767,4,1,1,1,1,0,0,1,0
308066600284,2feede0717a540a590dced7d04566a5c,6,1,1,1,2,0,0,1,0
202042710084,30276d4532fa4421b658a6def0af6804,1,2,20,2,6,1,1,1,1
203052970135,3035f67d3ff6471ab78384cad21db52a,4,1,14,3,1,1,0,1,0
203052970135,3035f67d3ff6471ab78384cad21db52a,4,2,12,2,1,1,0,1,0
203052970135,3035f67d3ff6471ab78384cad21db52a,7,1,3,1,1,1,0,1,0
303085480036,304cf14623fd4f0cbc86c56b6d3f2cd0,1,1,1,7,4,1,1,1,1
204053180020,307ae41f4d07428a91a526abb4e0b870,18,2,1,3,1,1,0,0,0
102011270131,307b7d22a41f475e9392ece866be2dbb,1,1,1,3,5,1,1,1,0
305085970046,3088d48550c64820a82aaaa1f607733c,4,1,4,1,1,0,0,1,0
305085970046,3088d48550c64820a82aaaa1f607733c,5,1,2,1,1,0,0,1,0
107382240062,308cf38802cf48de9745d145e13cf905,7,1,6,1,1,0,0,1,0
107382240062,308cf38802cf48de9745d145e13cf905,4,1,3,5,1,0,0,1,0
307136390230,3099bd7781f848cf92c47ef3545e43a8,1,2,16,1,1,0,0,1,0
301014870058,30a3c4ecb3b044849ec25c790b85eb44,4,1,2,5,3,0,0,0,1
301014870058,30a3c4ecb3b044849ec25c790b85eb44,13,1,1,1,2,0,0,,1
301014870058,30a3c4ecb3b044849ec25c790b85eb44,4,2,3,4,3,0,0,0,1
301014870058,30a3c4ecb3b044849ec25c790b85eb44,14,2,1,3,3,0,0,0,1
102041370043,30af1581b1f54936b7061409ced5f81d,1,2,6,5,8,1,1,1,1
307086290059,30b36cbab12c419abee70c5cc527fd53,8,2,1,1,1,1,1,1,1
307086290059,30b36cbab12c419abee70c5cc527fd53,1,2,1,3,1,0,0,1,0
307086290059,30b36cbab12c419abee70c5cc527fd53,4,2,1,1,1,1,1,1,1
312017320026,30df5bc961c4443da26037b517beaaf1,4,2,3,76,1,0,0,0,1
312017320026,30df5bc961c4443da26037b517beaaf1,15,3,12,7,1,0,0,0,1
209044350084,310b3208e2234c74b1cd4a332aebd00b,8,1,2,1,1,0,0,0,1
209044350084,310b3208e2234c74b1cd4a332aebd00b,4,5,4,3,1,,,1,
209044350084,310b3208e2234c74b1cd4a332aebd00b,4,6,5,4,1,,,1,
103071590131,311fdbae1e814acaa952ab564c9f8460,4,4,12,7,1,1,,,0
103071590131,311fdbae1e814acaa952ab564c9f8460,1,4,8,2,1,1,0,0,0
103071590131,311fdbae1e814acaa952ab564c9f8460,1,1,20,2,3,1,0,0,0
103071590131,311fdbae1e814acaa952ab564c9f8460,6,4,4,2,1,1,,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,9,4,2,3,1,0,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,1,2,20,2,3,1,1,1,1
103071590131,311fdbae1e814acaa952ab564c9f8460,6,2,4,2,1,1,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,9,2,2,3,1,0,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,13,2,2,1,1,1,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,13,4,2,2,1,0,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,4,1,12,7,1,1,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,4,5,12,7,1,1,0,0,0
103071590131,311fdbae1e814acaa952ab564c9f8460,1,3,20,2,3,1,1,1,1
103071590131,311fdbae1e814acaa952ab564c9f8460,4,3,12,7,1,1,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,8,1,4,2,1,1,0,0,0
103071590131,311fdbae1e814acaa952ab564c9f8460,4,2,12,7,1,1,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,4,6,12,7,1,1,0,1,0
103071590131,311fdbae1e814acaa952ab564c9f8460,1,5,10,2,2,1,0,0,0
303085480225,312e166406bd4e4ab0f31a8942a451e6,7,2,1,1,2,1,0,1,1
201072430095,3141b8a3fe5b492cb9148ac7ff5d9730,4,2,3,2,2,1,0,0,0
201072430095,3141b8a3fe5b492cb9148ac7ff5d9730,4,1,3,4,2,1,0,0,0
201072430095,3141b8a3fe5b492cb9148ac7ff5d9730,4,3,2,4,3,1,0,0,0
201042400139,3147f13acc7f483f9903dac6b94ae9c0,18,3,1,4,1,0,,1,0
201042400139,3147f13acc7f483f9903dac6b94ae9c0,4,1,1,4,1,0,0,1,0
201042400139,3147f13acc7f483f9903dac6b94ae9c0,1,2,1,6,1,0,0,1,0
309066850351,31753e7c93d649a690e4227c8ccae65a,4,4,1,1,2,0,0,1,0
309066850351,31753e7c93d649a690e4227c8ccae65a,4,3,1,1,2,0,0,1,0
309066850351,31753e7c93d649a690e4227c8ccae65a,4,5,1,1,2,0,0,1,0
303115520005,31908424545d416e8305896a0481be26,1,1,2,6,8,1,0,1,0
307026190105,319e332bd22b4f0fa849034297ae744d,4,2,1,1,1,0,0,1,0
103101630126,31a6962b689c4f2cb2cf0f905168b01e,7,1,12,1,1,0,0,0,0
103101630126,31a6962b689c4f2cb2cf0f905168b01e,7,2,8,5,1,0,0,0,1
204063230014,31b1797f46184dda8517a1aa212983f2,4,3,1,1,1,0,0,1,0
102041380060,31b56d7d980b405cb3a673ee7e4d5b4e,7,2,4,4,4,0,0,0,0
102041380060,31b56d7d980b405cb3a673ee7e4d5b4e,1,2,12,4,5,1,1,0,0
102041380060,31b56d7d980b405cb3a673ee7e4d5b4e,5,2,4,4,3,0,0,0,0
102041380060,31b56d7d980b405cb3a673ee7e4d5b4e,5,1,4,4,3,0,0,0,0
102041380060,31b56d7d980b405cb3a673ee7e4d5b4e,7,1,4,3,4,0,0,0,0
107412310183,31cb56e1a2ff492082e1701501e0184e,7,1,3,1,2,0,0,1,0
107412310183,31cb56e1a2ff492082e1701501e0184e,18,2,4,2,1,0,1,1,0
313027590053,31e49d14508d43869acd2b89a83c50a8,4,4,12,5,1,0,0,0,1
313027590053,31e49d14508d43869acd2b89a83c50a8,4,2,12,5,1,0,0,0,1
313027590053,31e49d14508d43869acd2b89a83c50a8,6,1,8,2,1,0,0,0,1
313027590053,31e49d14508d43869acd2b89a83c50a8,7,1,6,1,1,0,0,0,1
313027590053,31e49d14508d43869acd2b89a83c50a8,4,1,12,3,1,0,0,0,1
313027590053,31e49d14508d43869acd2b89a83c50a8,4,3,12,5,1,0,0,0,1
313027590053,31e49d14508d43869acd2b89a83c50a8,6,2,8,1,1,0,0,0,1
103011500138,320b17c512684da994cb649eb9defe35,1,4,20,2,2,1,1,1,1
103011500138,320b17c512684da994cb649eb9defe35,11,4,4,1,1,0,0,1,1
103011500138,320b17c512684da994cb649eb9defe35,1,1,20,2,1,1,1,1,1
103011500138,320b17c512684da994cb649eb9defe35,8,4,20,7,1,0,0,1,1
103011500138,320b17c512684da994cb649eb9defe35,1,5,8,2,2,1,1,1,1
202022680060,320ba6dbdbc846b99ebd3c2baf9e8324,1,1,16,1,3,0,0,0,0
202022680060,320ba6dbdbc846b99ebd3c2baf9e8324,4,1,12,7,1,0,0,0,0
202022680060,320ba6dbdbc846b99ebd3c2baf9e8324,7,1,10,2,1,0,0,0,0
202022680060,320ba6dbdbc846b99ebd3c2baf9e8324,1,6,16,3,2,0,0,0,0
312077480256,320cb27d025342c0b9ebac923c95be71,13,1,1,1,1,0,0,1,0
201222540123,32172a772a80420db2682e0b461a8adb,4,3,6,1,1,1,0,0,0
201222540123,32172a772a80420db2682e0b461a8adb,4,2,6,2,1,1,0,0,0
101061170073,32184b1e3c1349af818e0206be79175b,7,2,1,4,1,1,0,1,1
101061170073,32184b1e3c1349af818e0206be79175b,7,1,1,1,1,1,0,0,1
107402280034,3221dd08d30d41f69e97ac9c1218e4d3,8,1,12,3,1,0,0,0,0
107402280034,3221dd08d30d41f69e97ac9c1218e4d3,8,3,12,2,1,0,0,0,0
107402280034,3221dd08d30d41f69e97ac9c1218e4d3,8,2,12,2,1,0,0,0,0
107402280034,3221dd08d30d41f69e97ac9c1218e4d3,8,5,12,4,1,0,0,0,0
305065910026,322ce63364ac4989aa18cd14ea429993,4,5,3,7,1,1,0,1,0
305065910026,322ce63364ac4989aa18cd14ea429993,4,3,8,7,1,1,0,1,0
305065910026,322ce63364ac4989aa18cd14ea429993,4,4,5,7,2,1,0,1,0
307036200006,3231fa4e38eb4bfba2d48206b2c55c35,1,1,24,5,1,1,,,
315508130302,323bd732a6444c508d650d1a62f7f2bd,6,1,1,2,1,1,0,1,0
315508130302,323bd732a6444c508d650d1a62f7f2bd,14,1,4,1,1,1,0,1,0
315508130302,323bd732a6444c508d650d1a62f7f2bd,9,1,2,1,1,1,0,1,0
315508130302,323bd732a6444c508d650d1a62f7f2bd,4,1,4,3,1,1,0,1,0
209074400120,324309d1cc404b92995f7c327f824740,7,1,3,1,1,0,0,0,1
209074400120,324309d1cc404b92995f7c327f824740,9,2,4,3,1,0,0,1,1
209074400120,324309d1cc404b92995f7c327f824740,14,1,4,2,1,0,0,0,1
209074400120,324309d1cc404b92995f7c327f824740,9,3,1,3,1,0,0,1,1
209074400120,324309d1cc404b92995f7c327f824740,9,4,4,3,1,0,0,1,1
209074400120,324309d1cc404b92995f7c327f824740,4,3,4,3,1,,0,1,1
209074400120,324309d1cc404b92995f7c327f824740,4,4,3,5,1,0,0,1,1
209074400120,324309d1cc404b92995f7c327f824740,4,2,3,6,1,0,0,1,1
306026060022,3263174b94f2443988fa5ef4df929481,1,2,1,3,1,1,1,1,0
306026060022,3263174b94f2443988fa5ef4df929481,11,2,1,5,1,1,1,1,0
306026060022,3263174b94f2443988fa5ef4df929481,4,2,1,2,1,1,1,1,0
306036130138,3290fc9ed8974f6cb165338a1fe1ee1d,5,1,2,3,4,0,0,0,0
306036130138,3290fc9ed8974f6cb165338a1fe1ee1d,1,1,1,3,4,0,0,0,0
306036130138,3290fc9ed8974f6cb165338a1fe1ee1d,9,1,1,3,4,1,0,0,0
308026470404,32cb9c9a384a4569ae3944c84bdf4969,4,1,1,7,5,0,0,1,0
308026470404,32cb9c9a384a4569ae3944c84bdf4969,1,1,1,7,5,1,1,1,0
201132480215,32dc4c6760324f3f81446bc2ec5a683c,4,2,12,1,3,1,0,1,0
201132480215,32dc4c6760324f3f81446bc2ec5a683c,4,1,12,1,3,1,0,1,0
201132480215,32dc4c6760324f3f81446bc2ec5a683c,7,1,4,1,1,1,0,1,0
204073240190,33049bafc77b4f58a959bb226c444b2c,4,2,4,6,5,1,0,0,0
207023900133,3304a8ae6b1842bbbfdf4ab4358e6279,7,2,6,1,1,1,1,1,1
207023900133,3304a8ae6b1842bbbfdf4ab4358e6279,4,2,4,3,1,1,1,1,1
101011060087,330892a48b67444490da543b96a74bd7,5,2,1,3,2,1,0,0,0
304075720219,3318eb2f732e40dd8b784bc288a54dd4,1,2,11,5,1,0,0,0,0
304075720219,3318eb2f732e40dd8b784bc288a54dd4,4,4,1,5,2,0,0,0,0
304075720219,3318eb2f732e40dd8b784bc288a54dd4,1,1,1,2,2,0,0,0,0
304075720219,3318eb2f732e40dd8b784bc288a54dd4,4,2,1,5,2,0,0,0,0
304075720219,3318eb2f732e40dd8b784bc288a54dd4,4,1,1,5,3,1,1,1,0
304075720219,3318eb2f732e40dd8b784bc288a54dd4,4,3,1,2,4,1,1,1,1
209104450101,3321cf2ca1024f1bb18fd57cdcdf290e,4,6,12,7,1,0,0,0,1
204053200033,33363aca07f145a486543c4cf1f2f8cd,7,1,8,1,1,1,0,0,0
315508130142,333cd67e344b47eda59c88f429ffdfa6,4,1,12,7,1,,,1,
315508130142,333cd67e344b47eda59c88f429ffdfa6,4,3,12,7,1,,,1,
306036150235,3369dfea277d45b08092670e581396e3,7,2,2,1,3,1,0,0,0
306036150235,3369dfea277d45b08092670e581396e3,18,2,1,3,3,1,0,0,0
306036150235,3369dfea277d45b08092670e581396e3,1,2,5,3,3,1,0,0,0
208034150151,336a1a023f6143ca9ebe80409646fbdc,14,2,3,2,1,1,0,1,0
208034150151,336a1a023f6143ca9ebe80409646fbdc,14,1,3,2,1,0,0,1,0
104031750030,3370996078a5418dbd9ebbe18082d073,8,1,1,3,2,,1,0,0
104031750030,3370996078a5418dbd9ebbe18082d073,4,2,2,6,1,1,1,1,0
104031750030,3370996078a5418dbd9ebbe18082d073,1,2,1,2,1,1,1,0,0
104031750030,3370996078a5418dbd9ebbe18082d073,6,1,1,2,1,1,1,1,0
104031750030,3370996078a5418dbd9ebbe18082d073,4,1,2,6,1,1,1,1,0
104031750030,3370996078a5418dbd9ebbe18082d073,8,2,1,2,1,1,1,0,0
104031750030,3370996078a5418dbd9ebbe18082d073,7,1,1,2,1,1,1,1,0
104031750030,3370996078a5418dbd9ebbe18082d073,1,1,1,2,1,1,1,,0
104031750030,3370996078a5418dbd9ebbe18082d073,7,2,1,2,1,1,1,1,0
104031750030,3370996078a5418dbd9ebbe18082d073,6,2,1,1,1,1,1,0,0
310077050326,3377e8db14dd4bf9841be69124e676f4,6,1,5,2,5,0,0,1,0
202012640209,338025b7ebba4cde9ee471f5a3750a6f,1,2,4,3,2,1,1,0,0
206013510368,3394197b6cc24a10b16c89e656d80ce5,4,2,1,2,1,0,0,1,0
