case_id,HHID,ag_t0c,ag_t02b_oth,ag_t05a,ag_t05b,ag_t05c,ag_t05d,ag_t05_1,ag_t06a,ag_t06b,ag_t07,ag_t08,ag_t09,ag_t10,ag_t11
315538150204,1f98a737095a4ee1abaaf243b38120f8,Radio,,2,2,2,2,NO,,,,,,,Useful
209044350205,1f9cc987c87746f4b17bdf5831be1c49,Gov Agricultural Extension Service,,1,2,2,2,NO,2,2,1,,NO,,Useful
209044350205,1f9cc987c87746f4b17bdf5831be1c49,Gov Fishery Extension Service,,1,2,2,2,NO,2,2,1,,NO,,Useful
209044350205,1f9cc987c87746f4b17bdf5831be1c49,NGO,,1,2,2,2,NO,1,1,1,,NO,,Useful
107402270208,1fabe633846a4b8684672cc4f4554829,Gov Agricultural Extension Service,,1,2,2,2,NO,0,1,2,,NO,,Useful
107402270208,1fabe633846a4b8684672cc4f4554829,Radio,,1,2,2,2,NO,,,,,,,Useful
201092440206,1fad7133ed8d4b72b029c296ba93f972,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Useful
201092440206,1fad7133ed8d4b72b029c296ba93f972,Radio,,1,2,2,2,NO,,,,,,,Useful
202012620096,1fba9f39fbf149788e5caef178f20e04,Radio,,1,2,2,2,NO,,,,,,,Useful
202042720078,1fc46254925c4388a6e1c730b826be34,Radio,,1,2,2,2,NO,,,,,,,Very useful
202062760027,1fc745db296a42098bba233c925cd3f3,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Very useful
103121650119,1fcba93862944ea19d44c7c8a8582d48,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
103121650119,1fcba93862944ea19d44c7c8a8582d48,Radio,,1,2,2,2,NO,,,,,,,Useful
306036140280,1fd80cda05594554b588471d1a47b03e,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
306036140280,1fd80cda05594554b588471d1a47b03e,Radio,,1,2,2,2,NO,,,,,,,Very useful
202012630384,1ffcf60f05a0458c91437b0fd0e397c9,Radio,,1,2,2,2,NO,,,,,,,Very useful
207023910283,1ffeadb8ea4a49e0b7824caa6d046744,Other Farmer(Neighbor/Relative),,1,2,2,2,YES,,,,,NO,,Not very useful
104011720002,200539e4268e4596a64b4deeec78dc58,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
208064210042,2026bb7ac4eb4b988611c6f48ebf8d04,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
206053620027,2028a47b8a6d45efb6152a515c5cf0a4,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,2,,NO,,Useless
201132480243,203275e0532c48d883aee700203b058a,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,1,,YES,1,Useful
102031300060,2035ac1faba9403ebadfcf4ce3c9f0d9,Gov Agricultural Extension Service,,1,2,2,2,NO,0,1,12,,NO,,Useful
102031300060,2035ac1faba9403ebadfcf4ce3c9f0d9,Radio,,1,2,2,2,NO,,,,,,,Useful
102011280096,2036cf482fff43b2a38bec59c0eca87c,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Useful
103091610185,20479e9258cb42659bd9be183b4dd71f,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
103121660011,205b15b3ccb14c2185a8eaceaa3ff771,Radio,,1,2,2,2,NO,,,,,,,Very useful
312037400256,2070382ec5f24c0a8ddde4b4fd8176c6,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
203032890013,2082f9c2f1974dbe963f6130bb1c629f,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Not very useful
205093460371,2085ec1a834c474d97cad317a897d3e6,Gov Agricultural Extension Service,,2,2,2,2,NO,0,14,0,,NO,,Useful
310087060135,209a80f697d34df9b1f2377ed5138b4f,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Very useful
311057180379,209fe7a34f394925818f0da3e1dc6d8b,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,2,,NO,,Very useful
203032880116,20b2fb4e20034c40b57700d141f38c2b,Gov Agricultural Extension Service,,1,2,2,2,NO,3,0,4,,NO,,Very useful
207074010141,20ced6686f0b47a3a79cdb8c629f7377,Gov Agricultural Extension Service,,1,2,2,2,NO,1,1,0,,NO,,Very useful
104011690081,20cfab6c4e1e42a0818013e61585c050,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,3,,NO,,Very useful
204023070041,20d16dc3237543e19fe06b23dca3cdbf,Radio,,2,2,2,2,NO,,,,,,,Not very useful
201092440275,20da10c78deb4c49a2928d70da137f76,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
202042720396,20ee1e35ab5846be9334d5fb7702b32e,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Very useful
312077480020,20f20966ef054bf9a27eace69211caef,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Very useful
201272600051,20f7a37c110c4c2a8126ae906297ae09,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
101091200037,21099a4fd40444fdbf7d6097349cb4da,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Useful
207043940027,210bf8058a2447a291916a2b2d93ccdf,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Very useful
207013860255,2112346850084830800c6cc68ee2785b,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Useful
105041980090,2112b1894f104d17a90dc6541a9229aa,Gov Agricultural Extension Service,,1,2,2,2,YES,2,0,0,,NO,,Very useful
307056230097,213b98c7e10a4e5a80ee670eda51af6f,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
202042710207,214a4975f3824ac3b897eedfc82f849a,Private Agricultural Extension Service,,1,2,2,2,NO,10,0,0,,NO,,Not very useful
308036500159,214b368bf00e4a5ba9be0b485906b87a,Radio,,1,2,2,2,NO,,,,,,,Useful
203032920116,214f263f83c54d098d26bd2cf597a913,Radio,,1,2,2,2,NO,,,,,,,Useful
101021070114,216e37d2fb3543899dbc939c264b5e29,Gov Agricultural Extension Service,,1,2,2,2,NO,1,0,0,,NO,,Very useful
315538160177,217455196b2e46a0996ca61da955e243,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Very useful
315538160177,217455196b2e46a0996ca61da955e243,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Very useful
103121660101,217c0eff81d343e29a3dea0286f77314,Radio,,1,2,2,2,NO,,,,,,,Very useful
305085960044,2180651f0cf642cb95dbed3b12b1bb0c,Gov Agricultural Extension Service,,1,2,2,2,NO,1,1,2,,NO,,Very useful
305085960044,2180651f0cf642cb95dbed3b12b1bb0c,Radio,,1,2,2,2,NO,,,,,,,Very useful
313037640104,2180b01a817449d7bcb3d89011af0a04,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,1,NO,,Very useful
301044920174,218c11979a854b1480756b028abae41a,Village Agricultural Extension Meeting,,2,2,2,2,NO,,,,3,NO,,Useful
202042710240,2198758f831143c2ab2d3c849b3b18dd,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Useful
312027370099,21a1508d5e0d43e8848cfc10908b2f30,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Very useful
309016700179,21a7b03b83724841bc4e296ff9fe9c77,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,0,,NO,,Very useful
101201220082,21c1a3af1e6d46b895742d6be7a07d5f,Gov Agricultural Extension Service,,1,2,3,2,NO,1,0,0,,NO,,Useful
301115050007,21c34539a86a492fa98ca928df33e6f9,Gov Agricultural Extension Service,,1,2,2,2,NO,1,1,1,,NO,,Useful
301044920131,21c5b866696f4a68893c35c2af3b5c1a,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
313037640094,21ce09dc8e7c44c3a43b05a0cbbfcc99,Agricultural Coop/Farmers' Assoc,,1,2,2,2,NO,0,0,2,,NO,,Very useful
313037640094,21ce09dc8e7c44c3a43b05a0cbbfcc99,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Very useful
313037640094,21ce09dc8e7c44c3a43b05a0cbbfcc99,Agricultural Extension Course,,1,2,2,2,NO,,,,3,NO,,Very useful
202062750036,21d46a25c47840d0acfd0ae65069663e,Radio,,1,2,2,2,NO,,,,,,,Not very useful
302065160069,21dbe213a7af4f2fb4cdf9d260b07644,Village Agricultural Extension Meeting,,2,2,2,2,NO,,,,2,NO,,Useful
302065160069,21dbe213a7af4f2fb4cdf9d260b07644,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Useful
104051800053,21e494978d4547e4880506177ab08f0b,Gov Agricultural Extension Service,,1,2,2,2,NO,2,1,0,,NO,,Very useful
201232550093,21f0fdc446ce408686a5c665456e13ce,Private Agricultural Extension Service,,1,2,2,2,NO,3,3,2,,NO,,Very useful
206163790189,2208e0f40fdd404a98ed89e547c26ec4,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Very useful
314317770032,2217f757d0e84cb2a9a64e8e7f5a9bca,Gov Agricultural Extension Service,,1,2,3,2,NO,0,0,3,,NO,,Very useful
203032920208,226e0c39708249ef956e53705e0a9f20,Private Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Useful
101201230097,2270b653f44c4f5dbe4a62d0f32f5813,Gov Agricultural Extension Service,,1,2,2,2,YES,3,0,0,,YES,6000,Very useful
202072820020,2287506dfd1f4e8483890e0a7dff4b94,Radio,,1,2,2,2,NO,,,,,,,Useful
101021070170,228f29072fc240dba87be21672c25be9,Gov Agricultural Extension Service,,1,2,2,2,NO,4,0,0,,NO,,Very useful
301145060008,229919987e62447ab33325548bc2dce0,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,2,,NO,,Very useful
201012370087,22a2bad92e63424c83c29cd3f684cd0f,Lead Farmer,,1,2,2,2,NO,,,,,NO,,Not very useful
310077050206,22ad78ff3856443ab11c483d5073db33,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,0,,NO,,Not very useful
303025360110,22b53822237d4ac3a0367b888a961fda,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Very useful
303025360110,22b53822237d4ac3a0367b888a961fda,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
303025360110,22b53822237d4ac3a0367b888a961fda,Radio,,1,2,2,2,NO,,,,,,,Very useful
206093710067,22da12ed40014d0cb0e9e0b59af20d74,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
201232560187,22dc11e728d94bb184c13ea1ec973759,Radio,,1,2,2,2,NO,,,,,,,Useful
102051420151,22f099e46d284fc88b5cef957a5963bf,Radio,,1,2,2,2,NO,,,,,,,Useful
103011490014,22f2298c8a354078922741d339e90e33,Gov Agricultural Extension Service,,1,2,2,2,NO,0,1,1,,NO,,Very useful
203032880297,22fc300a219c41cdabcf54a5d454d124,Radio,,1,2,2,2,NO,,,,,,,Very useful
204043140005,230836777c0f4933979d36533c9a9b3b,Lead Farmer,,1,2,2,2,NO,,,,,NO,,Very useful
204043140005,230836777c0f4933979d36533c9a9b3b,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
201092440088,230c6f58f17c4c9cb32c1ec678bc6bea,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
203032870125,2328492a595b40048d11beb0ecd84257,Radio,,1,2,2,2,NO,,,,,,,Very useful
307046220099,2328881cbfa0452d85787b5896a32876,Other Farmer(Neighbor/Relative),,1,3,4,2,NO,,,,,NO,,Very useful
307046220099,2328881cbfa0452d85787b5896a32876,Radio,,3,4,2,2,NO,,,,,,,Very useful
104201880167,234348f0af614d56ae5a65172fe8e97f,Radio,,1,2,2,2,NO,,,,,,,Very useful
207084030297,2352d238c92a419f91e6e1bab60bf782,Radio,,1,2,2,2,NO,,,,,,,Useless
101051140074,23539cea3a6a4172b4a61b34cbe915e1,Radio,,1,2,2,2,NO,,,,,,,Useful
310036980328,2353f7d6f19147e1bf283e8fbf1d0789,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Useful
313047710084,235ad85827b64f06a560888890b5548c,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,5,NO,,Very useful
202062760112,235f1f6732894a3cac02455af68488ba,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Useful
201232560145,23653e10b28440de89f0871b5f46eaa7,Radio,,1,2,2,2,NO,,,,,,,Very useful
307106340079,23838d0967794196a6e8e822df495fe6,Gov Agricultural Extension Service,,1,3,2,2,NO,2,2,8,,NO,,Not very useful
307106340079,23838d0967794196a6e8e822df495fe6,NGO,,1,2,2,2,NO,3,8,0,,NO,,Not very useful
310016920140,23845c8e970442fb8607997a0d1593d9,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,2,,NO,,Useful
203042930120,239305607a174c36a6f53abbefa96e75,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
205023320121,239a70e2b0e7400f8715f2f239713cec,Private Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Very useful
205023320121,239a70e2b0e7400f8715f2f239713cec,Radio,,1,2,2,2,NO,,,,,,,Very useful
202042710147,239b834aeeef43fe934c2c6a0bbf827e,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Not very useful
302065160121,239bf4ab513b47e5ac61970d2233c155,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Useful
202062780202,239c9dfdcdf74a1c810c5043c2773736,Radio,,1,2,2,2,NO,,,,,,,Useful
313047720214,23aea35bddad476a9c4b0af0f65f1d8c,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Very useful
313047720214,23aea35bddad476a9c4b0af0f65f1d8c,NGO,,1,2,2,2,NO,0,0,5,,NO,,Very useful
304045670192,23b6d23e8833411aa127fbeb053857ec,Gov Agricultural Extension Service,,1,2,2,2,NO,5,2,1,,NO,,Very useful
202062790034,23cdeb0f2b34496a951285fa1a6a0260,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Not very useful
309036750263,23d8330a952246df9e54c12d45b5a3e3,NGO,,1,2,2,2,NO,0,0,4,,NO,,Very useful
312027370271,23f02a78923849469ca8069f5b5b2e6b,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,7,,NO,,Useful
104011710041,23fb3e3a3a1e429b8e8e3d1036d13d70,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
201212520080,2400ef3a5a1b460c874cad894d09bf16,Private Agricultural Extension Service,,1,2,2,2,NO,3,3,0,,NO,,Very useful
302215300133,241143c47b1d43219eed64a88d82b6f0,Radio,,1,2,2,2,NO,,,,,,,Very useful
207074010036,2413bd3e5ace4b5e9e3bd648c1060302,Radio,,1,2,2,2,NO,,,,,,,Very useful
303025320127,24217ba3f5d44ea684f51094685ce544,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
202032690086,242199c8619e43d2956ee1a82eb87e9d,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
305055870068,2436cfdea6834cd9ad61dd3b4d89ffb8,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
204073240128,2448c9b0e5c6402da29af94f4b82718e,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
201272600100,244ad095174245eaadf4698aa42c342c,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Not very useful
306036150217,244b2b395d924e3ab0143cfb0a28466f,Radio,,1,2,3,4,NO,,,,,,,Very useful
310077050158,244d98de4fe24eb0829056a61883fe56,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Very useful
307026190041,2466e39d22e94d4bb78188acb1743a7f,Other (Specify),inputs suppliers,2,2,2,2,NO,0,0,0,0,NO,,Useful
310036980262,2467cc8cd8eb43cda6bf5755d70caed7,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,1,,NO,,Very useful
310036980262,2467cc8cd8eb43cda6bf5755d70caed7,Radio,,2,2,2,2,NO,,,,,,,Very useful
210404530056,246f24d6868f4d65bf0ac9a4d82f1edd,Agricultural Extension Course,,2,2,2,2,NO,,,,0,NO,,Very useful
201152490035,2482a150323a4745be5a4ee7ae7da372,Radio,,1,2,2,2,NO,,,,,,,Very useful
309056790105,248aba9b99fa48d0b92349a903cfbde5,Gov Agricultural Extension Service,,1,2,2,2,NO,1,1,0,,NO,,Very useful
301024890008,24930bce1e6e41639b83be168eae42d1,Lead Farmer,,1,2,2,2,NO,,,,,NO,,Useful
302025120098,2494186a1bfa46faa8b2514a5af91a89,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,3,,NO,,Very useful
210554630216,24a3f90bbd1d4c539c9f0f4a62df8083,Radio,,2,3,2,2,NO,,,,,,,Very useful
201102460064,24a86e8d1d9a474382ee5baa48030e30,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Very useful
202062760077,24b4ffb6cc484ba3a7dc2d73f2178489,Radio,,1,2,2,2,NO,,,,,,,Very useful
207074020237,24b50b5afd0f493e83fa63dcf04fea05,Radio,,2,2,2,2,NO,,,,,,,Very useful
203073030146,24e242334b6e4d0aba0ee93a33ca3f4d,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Useful
203073030146,24e242334b6e4d0aba0ee93a33ca3f4d,Radio,,1,2,2,2,NO,,,,,,,Useful
103011500115,24efd8e84d3d41ed9dccda12ae6ad8f0,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Useful
205063390063,24f69f2d000445f18ac0cc56ce06e959,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
308026460095,24f7090a1eff4c89b7768a5efef53a36,Lead Farmer,,2,2,2,2,NO,,,,,NO,,Useful
308026460095,24f7090a1eff4c89b7768a5efef53a36,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Useful
308026460095,24f7090a1eff4c89b7768a5efef53a36,Other (Specify),world vision,2,2,2,2,NO,0,0,0,0,NO,,Very useful
106012120237,24f8736697264da0987209d6be9228f2,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Not very useful
314397920165,250d0d10f3ec47bca9391d13b0eb1bec,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
207023910003,250fc5a0d40d47469aa211e1924881c1,Private Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Useful
203052950073,251c391c39e84ef3925903932fd94b16,Radio,,2,2,2,2,NO,,,,,,,Not very useful
302045140134,252790ea5f5a45f1981926e05e6d9e9b,Radio,,1,2,2,2,NO,,,,,,,Useless
306036150174,253062f738f4444d9250b13e4343d983,Gov Agricultural Extension Service,,1,2,2,2,NO,2,2,0,,NO,,Very useful
201262590005,253dde5f3e4849998dbcf6e90d95cf51,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
305085950064,2561c4e0337f4736bf69a5776e5c720e,Radio,,1,2,2,2,NO,,,,,,,Useful
209104470005,2562972cdcd34f59b742b404fcc88e4a,Radio,,2,2,2,2,NO,,,,,,,Very useful
203063000107,2563d87a299b408696bc0dbc9e886eba,Radio,,2,2,2,2,NO,,,,,,,Useful
302045140086,258a15cf0aac48118592756c34478718,Radio,,1,2,2,2,NO,,,,,,,Useful
107432320002,258aabe178ae42bb8c4aba1190ab4089,Radio,,1,2,2,2,NO,,,,,,,Very useful
206053610706,259b63f5d72a45db8052e73f5727eb5a,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,3,,NO,,Very useful
102031310123,25a2ea8423f7425bb457044c282ea6be,Gov Agricultural Extension Service,,2,2,2,2,NO,0,1,1,,NO,,Useful
306036150109,25a3552ce3284c708b66932a856b21a0,Village Agricultural Extension Meeting,,1,2,3,2,NO,,,,3,NO,,Very useful
306036150109,25a3552ce3284c708b66932a856b21a0,Other (Specify),Red Cross,3,2,2,2,NO,2,10,2,2,NO,,Very useful
203052990029,25a6e6b90e45461fbd3805fe3a91c349,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Useful
306036120158,25ce1c387b4c479c829dd0d46c26eb84,Gov Agricultural Extension Service,,3,2,2,2,NO,2,0,0,,NO,,Very useful
203042930140,25dc5a67aedf45b39c2fef8c9e3fc81d,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Very useful
203203040068,25e4e85409e94f2fb8215f09a52658af,Radio,,2,2,2,2,NO,,,,,,,Not very useful
205043340008,25e8049edb10483289652342b7a36301,Gov Agricultural Extension Service,,1,2,2,2,NO,6,4,8,,NO,,Very useful
105051990039,2603e70dccc7403691e98b86a5e53aea,Radio,,1,2,2,2,NO,,,,,,,Useful
309026720192,260e4f06abe64f7981d4b016ce5c2d58,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Not very useful
202072820106,261bce80f6664ca48c09d2be1b4ef1f9,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,2,NO,,Useful
202012630125,263b52fbbf1d4ac4b4905c7b472b73f9,Radio,,1,2,2,2,NO,,,,,,,Very useful
206083690028,2648546c62aa4c958df9bcd41aaf9065,Lead Farmer,,1,2,2,2,NO,,,,,NO,,Very useful
102031310209,26598eb9e853402b86c1264b470a8af5,Radio,,1,2,2,2,NO,,,,,,,Useful
104081850003,265bcfb074344157b94d48d98d63794f,Gov Agricultural Extension Service,,1,2,2,2,NO,0,1,0,,NO,,Useful
307056230203,2668ff1dc85b48af9bd450da39761773,Lead Farmer,,1,2,2,2,NO,,,,,NO,,Useful
203063000049,2674f0daa28948ba8554b33f0733a645,Village Agricultural Extension Meeting,,1,2,2,2,YES,,,,2,NO,,Useful
203063000049,2674f0daa28948ba8554b33f0733a645,Lead Farmer,,1,2,2,2,YES,,,,,NO,,Useful
203063000049,2674f0daa28948ba8554b33f0733a645,Radio,,1,2,2,2,NO,,,,,,,Useful
202012620127,2681a23aa5b94cdba2a4c85af24ea49d,Agricultural Coop/Farmers' Assoc,,1,2,2,2,YES,2,1,1,,NO,,Useful
202012620127,2681a23aa5b94cdba2a4c85af24ea49d,Lead Farmer,,1,2,2,2,YES,,,,,NO,,Useful
202012620127,2681a23aa5b94cdba2a4c85af24ea49d,Radio,,1,2,2,2,NO,,,,,,,Useful
203032870024,269e9aed59ae463f8b88a5769706f175,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Very useful
203052990060,26d2266d8c374c0da5f826dfd7edd11d,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Useful
203052990060,26d2266d8c374c0da5f826dfd7edd11d,Radio,,1,2,3,4,NO,,,,,,,Useful
107402270223,26d46c63be3c443bb80fef1bf13ffb2d,Gov Agricultural Extension Service,,1,2,2,2,NO,0,2,2,,NO,,Useful
301024880044,26d673cada3444b4912797835081ad1b,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,1,,NO,,Useful
308036500327,26df7489fdf44c29829c58d2661822b0,Radio,,2,2,2,2,NO,,,,,,,Useful
105021960016,26f41217fcb84ac4ac03b3bf82c6dd1c,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,2,,NO,,Very useful
308016430224,27002e19d7e04c45b410d967be7f8355,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Very useful
104011700094,2704fe6db7794b1b8b4332d516fbea98,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Useful
104011700094,2704fe6db7794b1b8b4332d516fbea98,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
104011700094,2704fe6db7794b1b8b4332d516fbea98,Radio,,1,2,2,2,NO,,,,,,,Useful
205053360041,2716fdfa29b8444e9b5a1b21901b44c7,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,3,,NO,,Useful
104011690068,2719e6391f7d486db3bfee4fd6f20d65,Gov Agricultural Extension Service,,1,2,5,2,NO,0,2,2,,NO,,Useful
311077230261,2728b03fcef34141b331178c8ea5eebf,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,4,,NO,,Very useful
309026730170,2728beb707cc4507b1c8c84d2e33a2d3,Gov Agricultural Extension Service,,2,2,2,2,NO,0,0,0,,NO,,Useful
302095210112,272dedbdb5c14fd6bdf7eec30ac06c74,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,2,,NO,,Very useful
309036750164,27359d8d634e417389bc9590fc906d94,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,0,,NO,,Very useful
105072050169,275f32a06cda4513887886adcd6f8aeb,Gov Agricultural Extension Service,,1,2,2,2,NO,2,0,3,,NO,,Very useful
105072050169,275f32a06cda4513887886adcd6f8aeb,NGO,,1,2,2,2,NO,3,0,4,,NO,,Very useful
104031760011,277dc65b9e7f40049dc9ebfaf142ddd2,Gov Agricultural Extension Service,,1,2,2,2,NO,0,0,3,,NO,,Very useful
204013060316,278b479f6c014296bc51bd306ed2d43a,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
204013060316,278b479f6c014296bc51bd306ed2d43a,Radio,,1,2,2,2,NO,,,,,,,Useful
203022850072,27c24bbb303945499b6411c1b98d5f1a,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
302125270102,27c3aed89bf54f179402a44a20e25fa0,Radio,,1,2,2,2,NO,,,,,,,Very useful
205073420039,27d03ef6dc0448aba28d54b5e8752f71,Gov Agricultural Extension Service,,2,2,2,2,NO,8,0,2,,NO,,Useful
315317950088,27efb4394f764e1da39ea99a37bcc347,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Very useful
301014860044,282ebb9969244f71824e64ae3c034761,Radio,,1,2,2,2,NO,,,,,,,Useful
104011690148,2841a5dd4d304fdb94ff5d7b7c40851d,Radio,,1,2,2,2,NO,,,,,,,Useful
104011690148,2841a5dd4d304fdb94ff5d7b7c40851d,Other (Specify),alliance one,1,2,2,2,NO,8,8,8,8,NO,,Very useful
106012120112,284bca56b44243a9ac58de9bd6d0923e,Other Farmer(Neighbor/Relative),,1,2,2,2,NO,,,,,NO,,Useful
313037650129,2862e86e79df43c0aaf4356f691fb3c2,Gov Agricultural Extension Service,,1,2,2,2,NO,1,0,0,,NO,,Useful
313037650129,2862e86e79df43c0aaf4356f691fb3c2,Radio,,1,2,2,2,NO,,,,,,,Not very useful
105052000097,28664f41969a443e87177265aa555c94,NGO,,1,2,2,2,NO,0,1,1,,NO,,Very useful
202072820176,286729e769664590a1606b5bd75bebae,Village Agricultural Extension Meeting,,1,2,2,2,NO,,,,1,NO,,Useful
313017570073,287692b77d754d20b45f88f437a200f3,Radio,,1,2,2,2,NO,,,,,,,Very useful
206083690174,287be6cb14174661b89965f00c891e07,Other Farmer(Neighbor/Relative),,2,2,2,2,NO,,,,,NO,,Very useful
207033920226,2885259e12e940ca816492bd44d3baf1,Lead Farmer,,1,2,2,2,NO,,,,,NO,,Very useful
105092080049,288e1e24fd6c411db6c353a1362624f3,NGO,,1,2,2,2,NO,0,2,0,,NO,,Useful
202062750097,288f6e33f10f4bc9a32f14d93cf118a3,Radio,,1,2,2,2,NO,,,,,,,Very useful
103121650519,289b74a4fc5f4b94bcf887f17da13b0c,Radio,,1,2,2,2,NO,,,,,,,Useful
