ea_id,com_cg35a,com_cg35b,com_cg35c,com_cg35c_oth,com_cg36,com_cg37
20302286,D,,,,,
20302286,B,,,,,
20302286,,Events that made people better off,,,,
20302286,A,Crop Pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
20302286,C,Drought,DROUGHT,,2016,ALMOST ALL
20302286,,Events that made people worse off,,,,
20303287,A,Medication to pests,,,,
20303287,,Events that made people worse off,,,,
20303287,C,floods,FLOOD,,2019,3/4
20303287,D,,,,,
20303287,D,,,,,
20303287,B,,,,,
20303287,,Events that made people better off,,,,
20303287,A,low price at market,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2019,ALMOST ALL
20303287,B,Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20303287,C,,,,,
20303288,,Events that made people worse off,,,,
20303288,A,pests to crops,CROP DISEASE/PESTS,,2016,ALMOST ALL
20303288,C,,,,,
20303288,A,,,,,
20303288,B,,,,,
20303288,,Events that made people better off,,,,
20303288,D,,,,,
20303288,C,floods,FLOOD,,2018,ALMOST ALL
20303288,B,disease livestock diseases,LIVESTOCK DISEASE,,2019,3/4
20303288,D,,,,,
20303289,B,pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20303289,,Events that made people better off,,,,
20303289,A,Crops diseases,CROP DISEASE/PESTS,,2020,ALMOST ALL
20303289,B,,,,,
20303289,C,heavy rains,OTHER GOOD (SPECIFY),HEAVY RAINS,2019,ALMOST ALL
20303289,D,,,,,
20303289,,Events that made people worse off,,,,
20303289,C,,,,,
20303289,D,,,,,
20303289,A,,,,,
20303290,D,,,,,
20303290,B,east costfever,LIVESTOCK DISEASE,,2017,ALMOST ALL
20303290,,Events that made people better off,,,,
20303290,,Events that made people worse off,,,,
20303290,B,,,,,
20303290,A,new castle,LIVESTOCK DISEASE,,2018,3/4
20303290,C,,,,,
20303290,D,,,,,
20303290,C,maize pest,SHARP CHANGE IN PRICES,,2019,1/2
20303290,A,youth centre,,,,
20303292,B,,,,,
20303292,D,crop diseases,CROP DISEASE/PESTS,,2018,3/4
20303292,,Events that made people better off,,,,
20303292,A,livestock diseases,LIVESTOCK DISEASE,,2019,ALMOST ALL
20303292,D,,,,,
20303292,,Events that made people worse off,,,,
20303292,B,pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
20303292,A,,,,,
20303292,C,floods,FLOOD,,2018,3/4
20303292,C,,,,,
20304293,,Events that made people better off,,,,
20304293,A,electric poles,,,,
20304293,B,winds,OTHER GOOD (SPECIFY),STRONG WINDS,2018,1/4
20304293,B,drugs to livestock diseases,,,,
20304293,,Events that made people worse off,,,,
20304293,D,,,,,
20304293,C,,,,,
20304293,D,,,,,
20304293,A,pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
20304293,C,livestock diseases,LIVESTOCK DISEASE,,2018,ALMOST ALL
20304294,D,,,,,
20304294,,Events that made people better off,,,,
20304294,,Events that made people worse off,,,,
20304294,A,water Tanks from world vision,,,,
20304294,C,toilets at the hospital,,,,
20304294,B,electricity,,,,
20304294,D,Livestock diseases,LIVESTOCK DISEASE,,2020,ALMOST ALL
20304294,A,Whild  winds,OTHER GOOD (SPECIFY),STRONG WINDS,2020,1/4
20304294,C,Not enough rains,OTHER GOOD (SPECIFY),NOT ENOUGH RAINS,2017,ALMOST ALL
20304294,B,Pests,CROP DISEASE/PESTS,,2020,ALMOST ALL
20305295,D,,,,,
20305295,C,,,,,
20305295,,Events that made people better off,,,,
20305295,A,new road,,,,
20305295,B,,,,,
20305295,D,,,,,
20305295,A,floods,FLOOD,,2018,1/2
20305295,C,livestock diseases,LIVESTOCK DISEASE,,2019,ALMOST ALL
20305295,,Events that made people worse off,,,,
20305295,B,pest diseases,CROP DISEASE/PESTS,,2019,3/4
20305296,A,pest,CROP DISEASE/PESTS,,2017,ALMOST ALL
20305296,,Events that made people worse off,,,,
20305296,C,while winds,OTHER GOOD (SPECIFY),STRONG WINDS,2019,1/2
20305296,,Events that made people better off,,,,
20305296,B,floods,FLOOD,,2018,1/4
20305296,C,,,,,
20305296,A,cash transfer,,,,
20305296,D,,,,,
20305296,D,low prices in crops,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2016,ALMOST ALL
20305296,B,,,,,
20305297,B,,,,,
20305297,C,,,,,
20305297,,Events that made people better off,,,,
20305297,D,,,,,
20305297,A,floods,FLOOD,,2017,1/4
20305297,B,pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20305297,C,winds,OTHER GOOD (SPECIFY),STRONG WINDS,2018,1/4
20305297,D,rainstone,OTHER GOOD (SPECIFY),RAINSTONES,2017,3/4
20305297,A,,,,,
20305297,,Events that made people worse off,,,,
20305298,C,,,,,
20305298,B,,,,,
20305298,,Events that made people better off,,,,
20305298,,Events that made people worse off,,,,
20305298,C,,,,,
20305298,D,,,,,
20305298,A,,,,,
20305298,A,crop pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20305298,B,,,,,
20305298,D,,,,,
20305299,D,,,,,
20305299,A,Animal diseases,CROP DISEASE/PESTS,,2020,3/4
20305299,D,pests,LOSS OF KEY SOCIAL SERVICE(S),,2020,ALMOST ALL
20305299,,Events that made people better off,,,,
20305299,C,low prices  of crops,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2019,3/4
20305299,B,,,,,
20305299,,Events that made people worse off,,,,
20305299,C,,,,,
20305299,A,,,,,
20305299,B,irregular rain,OTHER GOOD (SPECIFY),IRREGULAR RAINS,2018,1/2
20306300,D,disease of sweet potatoes,CROP DISEASE/PESTS,,2016,3/4
20306300,A,pests,CROP DISEASE/PESTS,,2016,ALMOST ALL
20306300,A,Clinic,,,,
20306300,,Events that made people worse off,,,,
20306300,D,,,,,
20306300,,Events that made people better off,,,,
20306300,B,floods,FLOOD,,2019,1/2
20306300,B,,,,,
20306300,C,not enough markets,OTHER GOOD (SPECIFY),NOT ENOUGH MARKETS FOR SELLING CROPS,2016,ALMOST ALL
20306300,C,,,,,
20307301,B,,,,,
20307301,C,pests,CROP DISEASE/PESTS,,2018,3/4
20307301,,Events that made people better off,,,,
20307301,D,,,,,
20307301,D,,,,,
20307301,A,rain storms,OTHER GOOD (SPECIFY),RAINSTORMS,2016,1/4
20307301,,Events that made people worse off,,,,
20307301,A,,,,,
20307301,B,winds,OTHER GOOD (SPECIFY),STRONG WINDS,2018,3/4
20307301,C,,,,,
20307302,,Events that made people better off,,,,
20307302,,Events that made people worse off,,,,
20307302,C,,,,,
20307302,D,,,,,
20307302,C,,,,,
20307302,B,livestock diseases,LIVESTOCK DISEASE,,2019,3/4
20307302,A,,,,,
20307302,B,,,,,
20307302,D,,,,,
20307302,A,pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
20307303,D,,,,,
20307303,B,,,,,
20307303,,Events that made people worse off,,,,
20307303,D,,,,,
20307303,C,,,,,
20307303,A,,,,,
20307303,,Events that made people better off,,,,
20307303,C,livestock  diseases,LIVESTOCK DISEASE,,2018,ALMOST ALL
20307303,A,pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
20307303,B,winds,OTHER GOOD (SPECIFY),STRONG WINDS,2017,1/4
20320304,C,FLOODING IN THE GARDENS BORDERING SMALL RIVER,FLOOD,,2017,1/2
20320304,A,CONSTRUCTION OF BRIDGE,,,,
20320304,C,CONSTRUCTION OF SCHOOL BROCK,,,,
20320304,D,ELECTRIFICATION IN THE CLASSROOM,,,,
20320304,,Events that made people worse off,,,,
20320304,,Events that made people better off,,,,
20320304,B,IRREGULAR RAIN,DROUGHT,,2017,ALMOST ALL
20320304,D,HEAVY RAINS ASSOCIATED STRONG WIND,OTHER GOOD (SPECIFY),STRONG WINDS,2019,1/2
20320304,B,AVAILABILITY OF TAPPED WATER,,,,
20320304,A,CROP PEST,CROP DISEASE/PESTS,,2019,1/4
20401305,A,Build under five clinic,,,,
20401305,A,Crops Disease,CROP DISEASE/PESTS,,2018,ALMOST ALL
20401305,,Events that made people worse off,,,,
20401305,,Events that made people better off,,,,
20401305,B,Flood,FLOOD,,2019,3/4
20401305,D,,,,,
20401305,D,,,,,
20401305,B,Received Mosquito net,,,,
20401305,C,,,,,
20401305,C,Heavy Wind,OTHER GOOD (SPECIFY),STRONG WINDS,2019,1/2
20401306,,Events that made people better off,,,,
20401306,B,Electricity,,,,
20401306,A,Flood,FLOOD,,2019,1/2
20401306,D,,,,,
20401306,A,2 school Shelters,,,,
20401306,D,,,,,
20401306,,Events that made people worse off,,,,
20401306,B,Drought,DROUGHT,,2017,ALMOST ALL
20401306,C,,,,,
20401306,C,Drug Store at Dzoole Healthy Centre,,,,
20402307,C,,,,,
20402307,B,,,,,
20402307,A,Rainstones,OTHER GOOD (SPECIFY),RAINSTONES,2018,ALMOST ALL
20402307,B,pests,CROP DISEASE/PESTS,,2020,1/2
20402307,D,,,,,
20402307,,Events that made people better off,,,,
20402307,D,,,,,
20402307,,Events that made people worse off,,,,
20402307,C,low prices at market level,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2019,ALMOST ALL
20402307,A,,,,,
20402308,A,Flood,FLOOD,,2018,1/2
20402308,C,Livestock Disease,LIVESTOCK DISEASE,,2019,1/4
20402308,,Events that made people better off,,,,
20402308,C,,,,,
20402308,B,Crops Diseases,CROP DISEASE/PESTS,,2017,3/4
20402308,D,DROUGHT,DROUGHT,,2018,ALMOST ALL
20402308,D,,,,,
20402308,B,New bore hole,,,,
20402308,A,New School,,,,
20402308,,Events that made people worse off,,,,
20402309,A,pests,CROP DISEASE/PESTS,,2020,3/4
20402309,,Events that made people worse off,,,,
20402309,C,low prices at market level,OTHER GOOD (SPECIFY),PRICES FLUCTUATION OF COMMODITIES,2019,ALMOST ALL
20402309,,Events that made people better off,,,,
20402309,B,MESIP,,,,
20402309,C,,,,,
20402309,D,rainstorms,OTHER GOOD (SPECIFY),RAINSTORMS,2018,1/4
20402309,A,CBCC,,,,
20402309,B,diseases,CROP DISEASE/PESTS,,2020,3/4
20402309,D,,,,,
20402310,B,Masaf Roard,,,,
20402310,A,1 School Block,,,,
20402310,B,Drought,DROUGHT,,2017,ALMOST ALL
20402310,D,,,,,
20402310,D,,,,,
20402310,A,Floods,FLOOD,,2016,3/4
20402310,,Events that made people better off,,,,
20402310,C,Crops Disease,CROP DISEASE/PESTS,,2019,3/4
20402310,C,,,,,
20402310,,Events that made people worse off,,,,
20402311,C,,,,,
20402311,,Events that made people worse off,,,,
20402311,A,,,,,
20402311,D,livestock  diseases,LIVESTOCK DISEASE,,2019,ALMOST ALL
20402311,A,floods,FLOOD,,2018,3/4
20402311,,Events that made people better off,,,,
20402311,C,winds,OTHER GOOD (SPECIFY),STRONG WINDS,2018,1/4
20402311,B,,,,,
20402311,D,,,,,
20402311,B,pests,CROP DISEASE/PESTS,,2018,ALMOST ALL
20403312,C,Livestock Disease,LIVESTOCK DISEASE,,2018,3/4
20403312,,Events that made people better off,,,,
20403312,C,,,,,
20403312,A,Electricity,,,,
20403312,,Events that made people worse off,,,,
20403312,B,1school block,,,,
20403312,D,Crops Diseases,CROP DISEASE/PESTS,,2018,3/4
20403312,A,Flood,FLOOD,,2016,3/4
20403312,D,,,,,
20403312,B,Drought,DROUGHT,,2017,3/4
20403313,C,,,,,
20403313,D,,,,,
20403313,,Events that made people better off,,,,
20403313,B,Floods,FLOOD,,2018,ALMOST ALL
20403313,D,,,,,
20403313,,Events that made people worse off,,,,
20403313,B,New 2 Primary school Block,,,,
20403313,A,New 1 Secondary School Block,,,,
20403313,C,,,,,
20403313,A,Crops Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20404314,,Events that made people worse off,,,,
20404314,D,,,,,
20404314,D,,,,,
20404314,A,Road Construction,,,,
20404314,B,,,,,
20404314,,Events that made people better off,,,,
20404314,B,Price Fluctuation,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20404314,A,Crop Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20404314,C,,,,,
20404314,C,,,,,
20404315,D,Drought,DROUGHT,,2019,ALMOST ALL
20404315,B,2 School Primary school Blocks,,,,
20404315,A,Crops Diseases,CROP DISEASE/PESTS,,2018,3/4
20404315,,Events that made people better off,,,,
20404315,C,Heavy Wind,OTHER GOOD (SPECIFY),STRONG WINDS,2018,ALMOST ALL
20404315,B,Flood,FLOOD,,2018,1/4
20404315,A,New ADMARC,,,,
20404315,C,New Road,,,,
20404315,,Events that made people worse off,,,,
20404315,D,,,,,
20404316,C,Drought,DROUGHT,,2019,3/4
20404316,C,,,,,
20404316,,Events that made people better off,,,,
20404316,A,Mtukula pakhomo,,,,
20404316,D,,,,,
20404316,B,Bird buds,OTHER GOOD (SPECIFY),BIRD BUDS,2020,3/4
20404316,A,Skin Disease,HUMAN EPIDEMIC DISEASE,,2019,ALMOST ALL
20404316,D,,,,,
20404316,,Events that made people worse off,,,,
20404316,B,,,,,
20405317,B,Crops Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20405317,A,New Bridge,,,,
20405317,C,,,,,
20405317,D,,,,,
20405317,,Events that made people worse off,,,,
20405317,A,Drought,DROUGHT,,2017,ALMOST ALL
20405317,C,,,,,
20405317,,Events that made people better off,,,,
20405317,D,,,,,
20405317,B,Masaf Road,,,,
20405318,A,Crop Pests,CROP DISEASE/PESTS,,2019,ALMOST ALL
20405318,B,Hailstorm,OTHER GOOD (SPECIFY),HAILSTORMS,2017,3/4
20405318,B,,,,,
20405318,C,,,,,
20405318,,Events that made people better off,,,,
20405318,C,,,,,
20405318,A,,,,,
20405318,,Events that made people worse off,,,,
20405318,D,,,,,
20405318,D,,,,,
20405319,B,New Primary school,,,,
20405319,A,Primary school teacher's Houses,,,,
20405319,,Events that made people better off,,,,
20405319,A,Flood,FLOOD,,2019,ALMOST ALL
20405319,D,,,,,
20405319,C,,,,,
20405319,,Events that made people worse off,,,,
20405319,B,Crops Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20405319,C,Drought,DROUGHT,,2018,1/4
20405319,D,,,,,
20405320,B,employment opportunity,,,,
20405320,C,,,,,
20405320,D,electricity,,,,
20405320,A,New Road,,,,
20405320,,Events that made people better off,,,,
20405320,D,,,,,
20405320,,Events that made people worse off,,,,
20405320,B,price fluctuations,SHARP CHANGE IN PRICES,,2020,ALMOST ALL
20405320,C,school shelter,,,,
20405320,A,Crop failure,CROP DISEASE/PESTS,,2019,3/4
20406321,B,New Toilets,,,,
20406321,B,Floods,FLOOD,,2019,ALMOST ALL
20406321,C,,,,,
20406321,C,,,,,
20406321,A,School Shelter,,,,
20406321,D,,,,,
20406321,,Events that made people better off,,,,
20406321,D,,,,,
20406321,,Events that made people worse off,,,,
20406321,A,Crop Disease,CROP DISEASE/PESTS,,2018,ALMOST ALL
20406322,C,Crops Diseases,CROP DISEASE/PESTS,,2018,3/4
20406322,C,I Primary School Shelter,,,,
20406322,A,New 4 Secondary school Blocks,,,,
20406322,,Events that made people better off,,,,
20406322,B,Road,,,,
20406322,A,Floods,FLOOD,,2018,1/2
20406322,,Events that made people worse off,,,,
20406322,D,,,,,
20406322,D,,,,,
20406322,B,Heavy Rain and wind,OTHER BAD (SPECIFY),,2018,1/2
20406323,C,,,,,
20406323,,Events that made people better off,,,,
20406323,D,,,,,
20406323,,Events that made people worse off,,,,
20406323,B,Flood,FLOOD,,2018,ALMOST ALL
20406323,C,,,,,
20406323,A,,,,,
20406323,A,Crops Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20406323,B,,,,,
20406323,D,,,,,
20407324,C,,,,,
20407324,B,,,,,
20407324,A,New 2 Primary school Block,,,,
20407324,,Events that made people worse off,,,,
20407324,A,Crop Diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20407324,,Events that made people better off,,,,
20407324,C,,,,,
20407324,B,New 2 Secondary School Block,,,,
20407324,D,,,,,
20407324,D,,,,,
20421325,B,Natural diseases,HUMAN EPIDEMIC DISEASE,,2018,3/4
20421325,,Events that made people worse off,,,,
20421325,,Events that made people better off,,,,
20421325,C,,,,,
20421325,A,bore holes,,,,
20421325,A,heavy rains,FLOOD,,2017,3/4
20421325,C,crop diseases,CROP DISEASE/PESTS,,2016,ALMOST ALL
20421325,D,,,,,
20421325,B,,,,,
20421325,D,sharp prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20501326,D,,,,,
20501326,C,sharp prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20501326,D,kugula kwa ma lodge,OTHER BAD (SPECIFY),,2017,ALMOST ALL
20501326,B,crop diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20501326,,Events that made people worse off,,,,
20501326,A,tarmac road,,,,
20501326,,Events that made people better off,,,,
20501326,B,mosque,,,,
20501326,C,,,,,
20501326,A,floods,FLOOD,,2018,1/4
20501327,D,Fruits Mangoes Farming,,,,
20501327,,Events that made people better off,,,,
20501327,A,Junior primary school,,,,
20501327,A,Crop Failure,FLOOD,,2017,3/4
20501327,D,Drought,DROUGHT,,2017,1/4
20501327,C,Maize mill,,,,
20501327,,Events that made people worse off,,,,
20501327,B,Price fluctuations,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20501327,B,Bee farming,,,,
20501327,C,Floods,FLOOD,,2020,1/4
20501328,C,distribution  of maize,,,,
20501328,C,high prices of farm inputs,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20501328,D,floods,FLOOD,,2019,3/4
20501328,,Events that made people better off,,,,
20501328,D,,,,,
20501328,B,mtukula pakhomo,,,,
20501328,A,drought,DROUGHT,,2017,ALMOST ALL
20501328,A,employment  opportunity,,,,
20501328,B,crop diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
20501328,,Events that made people worse off,,,,
20502329,,Events that made people worse off,,,,
20502329,B,boreholes,,,,
20502329,A,school block,,,,
20502329,C,drought,DROUGHT,,2017,ALMOST ALL
20502329,D,distribution of bicycles and,,,,
20502329,,Events that made people better off,,,,
20502329,A,Crop failure,FLOOD,,2017,1/4
20502329,B,crop diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
20502329,D,high prices of agricultural inputs,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20502329,C,food distribution and clothes,,,,
20502330,B,new school,,,,
20502330,A,new employment opportunities,,,,
20502330,D,disease epidemics,HUMAN EPIDEMIC DISEASE,,2017,1/4
20502330,C,new medical facilities,,,,
20502330,,Events that made people worse off,,,,
20502330,B,crop diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
20502330,,Events that made people better off,,,,
20502330,D,,,,,
20502330,A,drought,DROUGHT,,2016,3/4
20502330,C,sharp prices of Agricultural inputs,SHARP CHANGE IN PRICES,,2016,ALMOST ALL
20502331,B,,,,,
20502331,C,Sharp prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20502331,D,,,,,
20502331,D,,,,,
20502331,A,Crop diseases,CROP DISEASE/PESTS,,2017,3/4
20502331,C,,,,,
20502331,B,Strong winds destroyed houses and school,OTHER BAD (SPECIFY),,2019,1/4
20502331,A,,,,,
20502331,,Events that made people worse off,,,,
20502331,,Events that made people better off,,,,
20502332,A,MGODI WA MIYALA,,,,
20502332,D,health facility,,,,
20502332,C,HIGH COST OF AGRICULTURAL INPUTS,SHARP CHANGE IN PRICES,,2019,3/4
20502332,A,IRREGULAR  RAINS,DROUGHT,,2017,ALMOST ALL
20502332,C,school  block,,,,
20502332,B,SOCIAL CASH TRANSFER,,,,
20502332,D,,,,,
20502332,,Events that made people better off,,,,
20502332,,Events that made people worse off,,,,
20502332,B,LOW INCOME FROM AGRICULTURAL  CROP SELLS,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20503333,D,price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20503333,A,Floods,FLOOD,,2018,1/2
20503333,B,strong winds,OTHER BAD (SPECIFY),,2017,1/2
20503333,C,Community day Secondary school,,,,
20503333,A,bore holes,,,,
20503333,B,scheme project,,,,
20503333,,Events that made people worse off,,,,
20503333,,Events that made people better off,,,,
20503333,C,crop failure,CROP DISEASE/PESTS,,2017,ALMOST ALL
20503333,D,primary school block,,,,
20504334,C,lack of good markets for cotton,OTHER BAD (SPECIFY),,2018,1/4
20504334,,Events that made people worse off,,,,
20504334,D,high prices of agricultural inputs,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20504334,,Events that made people better off,,,,
20504334,A,new boreholes,,,,
20504334,B,new roads,,,,
20504334,B,Floods,FLOOD,,2018,1/4
20504334,D,Solar pump for irrigation,,,,
20504334,A,Crop Diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
20504334,C,agro forest,,,,
20504335,,Events that made people better off,,,,
20504335,C,Sharp prices,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20504335,B,Crop pests(diseases),CROP DISEASE/PESTS,,2019,ALMOST ALL
20504335,A,School office,,,,
20504335,C,,,,,
20504335,D,,,,,
20504335,D,,,,,
20504335,A,Crop failure,FLOOD,,2018,ALMOST ALL
20504335,B,,,,,
20504335,,Events that made people worse off,,,,
20505336,D,,,,,
20505336,C,ntchembere zandonda,CROP DISEASE/PESTS,,2018,ALMOST ALL
20505336,,Events that made people better off,,,,
20505336,B,price fluctuation,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20505336,A,crop failure,DROUGHT,,2018,ALMOST ALL
20505336,C,food distribution  (WFP),,,,
20505336,,Events that made people worse off,,,,
20505336,A,boreholes,,,,
20505336,D,,,,,
20505336,B,clinic,,,,
20505337,D,LOW PRICES OF CROP OUTPUT,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20505337,A,ROADS RENOVATIONS,,,,
20505337,,Events that made people better off,,,,
20505337,C,VISITATIONS OF HSA TO DO UNDER FIVE CLINIC SERVICES,,,,
20505337,,Events that made people worse off,,,,
20505337,B,SCHOOL CONSTRUCTION,,,,
20505337,C,CROP PEST DAMAGES,CROP DISEASE/PESTS,,2018,ALMOST ALL
20505337,B,FLOODS,LIVESTOCK DISEASE,,2018,3/4
20505337,A,IRREGULAR RAINS,DROUGHT,,2017,ALMOST ALL
20505337,D,,,,,
20506338,C,crop diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
20506338,,Events that made people better off,,,,
20506338,B,under five clinic,,,,
20506338,A,new road/ bore holes,,,,
20506338,A,DROUGHT,DROUGHT,,2017,3/4
20506338,D,subsidy  malata,,,,
20506338,C,teachers houses,,,,
20506338,,Events that made people worse off,,,,
20506338,B,floods,FLOOD,,2019,ALMOST ALL
20506338,D,price fluctuations / sharp prices of food,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20506339,C,Technical school Tivet,,,,
20506339,A,Private hospital,,,,
20506339,,Events that made people better off,,,,
20506339,D,New block,,,,
20506339,D,floods,FLOOD,,2018,1/4
20506339,B,Boreholes,,,,
20506339,A,Drought,DROUGHT,,2017,ALMOST ALL
20506339,,Events that made people worse off,,,,
20506339,B,crop failure/ tizilombo,CROP DISEASE/PESTS,,2018,ALMOST ALL
20506339,C,sharp prices of Agricultural inputs,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20507340,B,introducing  of green belt company,OTHER BAD (SPECIFY),,2018,1/4
20507340,C,sharp prices,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20507340,D,school  block,,,,
20507340,C,Mtukula pakhomo,,,,
20507340,B,Feed the children,,,,
20507340,,Events that made people worse off,,,,
20507340,,Events that made people better off,,,,
20507340,A,drought,DROUGHT,,2017,3/4
20507340,D,crop failure,CROP DISEASE/PESTS,,2017,ALMOST ALL
20507340,A,distribution of maize,,,,
20507341,D,human diseases,HUMAN EPIDEMIC DISEASE,,2017,3/4
20507341,,Events that made people worse off,,,,
20507341,A,Crop diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20507341,C,Price fluctuations,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20507341,B,Crop failure,OTHER BAD (SPECIFY),,2018,ALMOST ALL
20507341,B,,,,,
20507341,C,,,,,
20507341,A,,,,,
20507341,,Events that made people better off,,,,
20507341,D,,,,,
20507342,C,price fluctuation,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20507342,A,School block,,,,
20507342,C,employment opportunities,,,,
20507342,,Events that made people worse off,,,,
20507342,,Events that made people better off,,,,
20507342,D,strong winds,OTHER BAD (SPECIFY),,2018,3/4
20507342,B,Technical school,,,,
20507342,A,crop failure,FLOOD,,2017,ALMOST ALL
20507342,D,,,,,
20507342,B,crop diseases,CROP DISEASE/PESTS,,2017,ALMOST ALL
20507343,,Events that made people better off,,,,
20507343,A,Floods,FLOOD,,2017,ALMOST ALL
20507343,C,Food distribution,,,,
20507343,B,received vaccination for chorela,,,,
20507343,,Events that made people worse off,,,,
20507343,B,human diseases,HUMAN EPIDEMIC DISEASE,,2017,1/4
20507343,A,New boreholes,,,,
20507343,D,Sharp prices,SHARP CHANGE IN PRICES,,2019,3/4
20507343,D,MAREP,,,,
20507343,C,Crop failure,OTHER BAD (SPECIFY),,2019,ALMOST ALL
20508344,C,distribution  of coupons,OTHER BAD (SPECIFY),,2017,ALMOST ALL
20508344,C,boreholes,,,,
20508344,B,introducing of green belt company  analanda malo olima,OTHER BAD (SPECIFY),,2016,3/4
20508344,A,food for work  programmes,,,,
20508344,D,distribution  of livestock,,,,
20508344,D,drought and crop diseases,CROP DISEASE/PESTS,,2018,3/4
20508344,,Events that made people worse off,,,,
20508344,,Events that made people better off,,,,
20508344,A,high prices of farm inputs,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20508344,B,CBCC,,,,
20508345,C,new school,,,,
20508345,C,crop diseases,CROP DISEASE/PESTS,,2018,ALMOST ALL
20508345,,Events that made people worse off,,,,
20508345,D,,,,,
20508345,,Events that made people better off,,,,
20508345,A,crop failure,DROUGHT,,2018,ALMOST ALL
20508345,D,Price fluctuations,SHARP CHANGE IN PRICES,,2017,ALMOST ALL
20508345,A,borehole,,,,
20508345,B,Employment opportunity,,,,
20508345,B,Drought,DROUGHT,,2017,ALMOST ALL
20509346,,Events that made people worse off,,,,
20509346,D,,,,,
20509346,D,,,,,
20509346,B,sharp changes in prices,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20509346,B,new boreholes,,,,
20509346,,Events that made people better off,,,,
20509346,A,Drought,DROUGHT,,2019,ALMOST ALL
20509346,C,,,,,
20509346,C,crop failure,DROUGHT,,2018,1/4
20509346,A,New bridge,,,,
20520347,C,price influctuation,SHARP CHANGE IN PRICES,,2018,ALMOST ALL
20520347,A,houses destroyed,OTHER BAD (SPECIFY),,2018,1/4
20520347,,Events that made people better off,,,,
20520347,B,Demostrations,OTHER BAD (SPECIFY),,2019,ALMOST ALL
20520347,,Events that made people worse off,,,,
20520347,A,food distribution,,,,
20520347,B,adult litracy,,,,
20520347,C,,,,,
20520347,D,crop failure,CROP DISEASE/PESTS,,2018,ALMOST ALL
20520347,D,,,,,
20521348,C,crop failure,OTHER BAD (SPECIFY),,2019,ALMOST ALL
20521348,B,price fluctuations,SHARP CHANGE IN PRICES,,2019,ALMOST ALL
20521348,A,,,,,
20521348,,Events that made people better off,,,,
20521348,D,Pest ( ntchembere zandonda),CROP DISEASE/PESTS,,2019,ALMOST ALL
20521348,A,irregular rains,DROUGHT,,2017,ALMOST ALL
20521348,D,,,,,
20521348,,Events that made people worse off,,,,
20521348,C,,,,,
20521348,B,,,,,
20601349,,Events that made people better off,,,,
20601349,B,CROP PESTS,CROP DISEASE/PESTS,,2019,3/4
20601349,C,HIGH PRICE OF FARM INPUTS,SHARP CHANGE IN PRICES,,2018,3/4
20601349,,Events that made people worse off,,,,
20601349,B,,,,,
20601349,A,IRREGULAR RAINS,DROUGHT,,2019,3/4
20601349,D,,,,,
20601349,D,,,,,
