ea_id,com_ce01a,com_ce01b,com_ce01c,com_ce01a_oth,com_ce01b_oth,com_ce01c_oth,com_ce02,com_ce03,com_ce04,com_ce05a,com_ce05b,com_ce05a_oth,com_ce05b_oth,com_ce06,com_ce07,com_ce08_1,com_ce08_2,com_ce08a,com_ce08b,com_ce08a_oth,com_ce08b_oth,com_ce09,com_ce10,com_ce11a,com_ce11b,com_ce12,com_ce13,com_ce14a,com_ce14b,com_ce15
10507205,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1500,1500,FARMING,,,,NO,,,,,,,,
10508206,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21600,24,DAY,1/2,21600,24,DAY,1/2
10508207,FARMING,TRANSPORT,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,500,FARMING,,,,YES,21600,24,DAY,3/4,21600,24,DAY,1/4
10509208,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,963,963,FARMING,,,,NO,,,,,,,,
10510209,FARMING,OTHER (SPECIFY),"BEER BREWING, KACHASU",BRICK LAYING,BRICK LAYING,BRICK LAYING,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
10601211,FISHING,FARMING,,,,,YES,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,1000,1000,FISHING,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
10601212,FISHING,CIVIL SERVICE,TRANSPORT,,,,YES,1/4,RURAL AREAS,FISHING,,,,YES,RURAL AREAS,1500,2000,FISHING,TRANSPORT,,,NO,,,,,,,,
10731213,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,TRANSPORT,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1000,1000,OTHER (SPECIFY),,MOUDLING BRICKS,,YES,21600,24,DAY,1/4,21600,21,DAY,3/4
10732214,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1000,1000,OTHER (SPECIFY),,CASUAL LABOR(GANYU),,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10733215,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),,CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1000,1000,OTHER (SPECIFY),,CASUAL LABOR(GANYU),,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10734216,SMALL-SCALE TRADE & SERVICE PROVISION,OTHER (SPECIFY),CIVIL SERVICE,EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,2000,2000,OTHER (SPECIFY),,DOMESTIC HOUSEWORK,,YES,2100,24,DAY,1/4,21600,24,DAY,3/4
10734217,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1500,1500,OTHER (SPECIFY),,DOMESTIC HOUSEWORK,,YES,21600,24,DAY,1/4,21600,21,DAY,3/4
10736218,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1000,1000,OTHER (SPECIFY),,DOMESTIC HOUSEWORK,,NO,,,,,,,,
10737219,LARGE-SCALE COMMERCIAL INDUSTRY,OTHER (SPECIFY),,BUILDER,BUILDER,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1500,1500,OTHER (SPECIFY),,BUILDER,,YES,21600,21,DAY,1/4,21600,21,DAY,1/4
10737220,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,OTHER (SPECIFY),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),CASUAL LABOUR UNSPECIFIED(GANYU),NO,,,,,,,YES,RURAL AREAS,600,600,OTHER (SPECIFY),,DOMESTIC HOUSEWORK,,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10737221,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,OTHER (SPECIFY),,DOMESTIC HOUSEWORK,,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10738223,TRANSPORT,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,URBAN CENTERS,2000,2000,OTHER (SPECIFY),,MOUDLING BRICKS,,YES,21000,21,DAY,1/4,21000,21,DAY,3/4
10738224,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,500,500,FARMING,OTHER (SPECIFY),DOMESTIC HOUSEWORK,DOMESTIC HOUSEWORK,NO,,,,,,,,
10739225,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,YES,1/4,OUTSIDE MALAWI,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,RURAL AREAS,2000,1500,TRANSPORT,,,,YES,21600,1,MONTH,1/4,21600,1,MONTH,1/4
10739226,PROFESSIONAL OCCUPATIONS,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,CIVIL SERVICE,PROFESSIONAL OCCUPATIONS,,,YES,URBAN CENTERS,1000,1000,OTHER (SPECIFY),,MOUDLING BRICKS,,NO,,,,,,,,
10740227,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,21000,24,MONTH,ALMOST NONE,2100,24,DAY,ALMOST NONE
10740228,SMALL-SCALE TRADE & SERVICE PROVISION,"HANDICRAFT PRODUCTION, SMALL-SCALE INDUSTRY",TRANSPORT,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,,,YES,RURAL AREAS,1500,1000,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,24000,21,DAY,ALMOST NONE,24000,21,DAY,ALMOST NONE
10740229,SMALL-SCALE TRADE & SERVICE PROVISION,FARMING,,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,1000,1000,OTHER (SPECIFY),,BICYCLE TAX,,YES,21600,24,DAY,1/4,21600,24,DAY,1/4
10740230,FARMING,OTHER (SPECIFY),SMALL-SCALE TRADE & SERVICE PROVISION,BRICK LAYING,BRICK LAYING,BRICK LAYING,NO,,,,,,,YES,URBAN CENTERS,2000,2000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21600,24,DAY,1/4,21600,24,WEEK,3/4
10741231,"FIREWOOD,CHARCOAL SELLING",FARMING,OTHER (SPECIFY),SELLING  TIMBER,SELLING  TIMBER,SELLING  TIMBER,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,OTHER (SPECIFY),,SAWING TIMBER AND CHARCOAL  BURNING,,YES,24400,26,DAY,1/4,24400,26,DAY,1/4
10743232,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),MOUDLING BRICKS,MOUDLING BRICKS,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10744233,CIVIL SERVICE,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),DOMESTIC HOUSEWORK,DOMESTIC HOUSEWORK,YES,900,1,DAY,1/4,900,1,DAY,3/4
10745234,SMALL-SCALE TRADE & SERVICE PROVISION,PROFESSIONAL OCCUPATIONS,CIVIL SERVICE,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1500,1500,OTHER (SPECIFY),,CASUAL LABOR(GANYU),,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10745235,SMALL-SCALE TRADE & SERVICE PROVISION,TRANSPORT,OTHER (SPECIFY),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),EMPLOYMENT (UNSPECIFIED),YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,URBAN CENTERS,1000,1000,OTHER (SPECIFY),,CASUAL LABOR(GANYU),,YES,21600,24,DAY,1/4,21600,24,DAY,3/4
10745236,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,TRANSPORT,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,URBAN CENTERS,2000,2000,OTHER (SPECIFY),,MOUDLING BRICKS,,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
20101237,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,NO,,,,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20102238,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,URBAN CENTRES,PROFESSIONAL OCCUPATIONS,,,,YES,RURAL AREAS,962,962,FARMING,,,,NO,,,,,,,,
20103239,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,FISHING,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20104240,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1500,1500,FARMING,,,,YES,21600,24,DAY,1/4,21600,24,DAY,ALMOST NONE
20106241,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20106242,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21400,24,DAY,1/4,21400,24,DAY,ALMOST NONE
20107243,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21600,24,DAY,1/2,21600,24,DAY,1/4
20109244,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,3/4,URBAN CENTRES,FARMING,,,,YES,RURAL AREAS,962,962,FARMING,,,,NO,,,,,,,,
20109245,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20110246,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,600,600,FARMING,,,,NO,,,,,,,,
20112247,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20113248,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20115249,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/2,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20119250,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20120251,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,CIVIL SERVICE,,,,YES,1/4,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,URBAN CENTERS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,,
20121252,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,NO,,,,,,,,
20121253,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20122254,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,FISHING,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20123255,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1800,1800,FARMING,,,,NO,,,,,,,,
20123256,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20123257,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20124258,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,2000,2000,FARMING,,,,NO,,,,,,,,
20126259,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/2,RURAL AREAS,FARMING,,,,NO,,500,500,,,,,NO,,,,,,,,
20127260,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20201261,FARMING,FISHING,,,,,YES,ALMOST NONE,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1500,1000,FISHING,,,,NO,,,,,,,,
20201262,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1200,1200,FARMING,,,,NO,,,,,,,,
20201263,FARMING,FISHING,,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20201264,FARMING,FISHING,,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,24600,1,MONTH,1/2,24600,1,MONTH,1/2
20201265,FARMING,"FIREWOOD,CHARCOAL SELLING",CIVIL SERVICE,,,,YES,1/4,OUTSIDE MALAWI,LARGE-SCALE COMMERCIAL INDUSTRY,,,,YES,RURAL AREAS,2000,2000,FARMING,,,,NO,,,,,,,,
20201266,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,PROFESSIONAL OCCUPATIONS,,,,YES,21000,24,DAY,1/4,21000,24,DAY,3/4
20202267,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,800,FARMING,,,,YES,23400,24,DAY,1/2,23400,24,DAY,1/2
20202268,FARMING,FISHING,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FISHING,FARMING,,,YES,24400,1,MONTH,ALMOST NONE,2400,1,MONTH,1/4
20203269,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FISHING,,,,YES,RURAL AREAS,1000,500,FISHING,,,,NO,,,,,,,,
20204270,FARMING,FISHING,TRANSPORT,,,,YES,1/4,OUTSIDE MALAWI,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,2000,1500,FARMING,,,,NO,,,,,,,,
20204271,FARMING,,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,500,FARMING,,,,YES,21400,24,DAY,1/4,21400,24,DAY,1/4
20204272,FARMING,,,,,,YES,1/4,RURAL AREAS,FISHING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21400,24,DAY,ALMOST NONE,21400,24,DAY,ALMOST NONE
20205273,FARMING,FISHING,CIVIL SERVICE,,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20206274,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FISHING,FARMING,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20206275,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20206276,FARMING,FISHING,,,,,YES,1/4,OUTSIDE MALAWI,OTHER (SPECIFY),,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20206277,FARMING,FISHING,,,,,YES,ALMOST NONE,URBAN CENTRES,FARMING,,,,YES,RURAL AREAS,2500,1000,FARMING,"FIREWOOD,CHARCOAL SELLING",,,NO,,,,,,,,
20206278,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20206279,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,800,FARMING,,,,NO,,,,,,,,
20206280,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,500,200,,,,,NO,,,,,,,,
20207282,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,RURAL AREAS,500,400,FARMING,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
20220283,FARMING,FISHING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,,,,,,YES,RURAL AREAS,2500,500,FARMING,FISHING,,,NO,,,,,,,,
20301284,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,600,,,,,YES,7400,12,DAY,1/4,7400,12,DAY,1/4
20302285,FARMING,"BEER BREWING, KACHASU",,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20302286,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20303287,FARMING,"FIREWOOD,CHARCOAL SELLING",,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20303288,FARMING,TRANSPORT,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1,700,FARMING,,,,NO,,,,,,,,
20303289,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20303290,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,2000,2000,FARMING,,,,NO,,,,,,,,
20303292,FARMING,CIVIL SERVICE,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,13000,1,MONTH,1/4,13000,1,MONTH,1/4
20304293,FARMING,TRANSPORT,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20304294,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,OTHER (SPECIFY),,,YES,URBAN CENTERS,1000,1000,FARMING,,,,YES,21600,24,DAY,1/2,2600,24,DAY,3/4
20305295,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,500,FARMING,,,,YES,14000,1,MONTH,1/4,14000,1,MONTH,1/4
20305296,FARMING,,,,,,YES,1/4,URBAN CENTRES,FARMING,,,,YES,RURAL AREAS,500,500,FARMING,,,,NO,,,,,,,,
20305297,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,2000,100,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,YES,14600,24,DAY,1/4,14600,24,DAY,1/4
20305298,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,URBAN CENTERS,500,500,SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,14000,12,DAY,1/4,14000,12,DAY,3/4
20305299,FARMING,OTHER (SPECIFY),,STONE BREAKING,STONE BREAKING,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20306300,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,OTHER (SPECIFY),SAWN,SAWN,NO,,,,,,,,
20307301,FARMING,FISHING,"FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
20307302,FARMING,OTHER (SPECIFY),CIVIL SERVICE,BAKING,BAKING,BAKING,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,500,FARMING,,,,NO,,,,,,,,
20307303,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1500,1500,FARMING,,,,NO,,,,,,,,
20320304,SMALL-SCALE TRADE & SERVICE PROVISION,"FIREWOOD,CHARCOAL SELLING",FARMING,,,,YES,1/4,URBAN CENTRES,OTHER (SPECIFY),,,,YES,RURAL AREAS,2000,1500,FARMING,,,,NO,,,,,,,,
20401305,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20401306,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20402307,FARMING,"BEER BREWING, KACHASU",CIVIL SERVICE,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20402308,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20402309,FARMING,CIVIL SERVICE,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,600,200,FARMING,,,,YES,3600,1,MONTH,1/4,3600,1,MONTH,1/4
20402310,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,NO,,1000,1000,,,,,YES,21600,24,DAY,1/4,21600,24,MONTH,1/4
20402311,FARMING,TRANSPORT,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1500,FARMING,,,,NO,,,,,,,,
20403312,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20403313,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21600,1,MONTH,1/2,21600,1,MONTH,1/2
20404314,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,ALMOST NONE,URBAN CENTRES,SMALL-SCALE TRADE & SERVICE PROVISION,,,,NO,,1000,1000,,,,,NO,,,,,,,,
20404315,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20404316,FARMING,"FIREWOOD,CHARCOAL SELLING",TRANSPORT,,,,YES,1/4,URBAN CENTRES,LARGE-SCALE COMMERCIAL INDUSTRY,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20405317,FARMING,,,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,2500,2500,FARMING,,,,YES,21600,24,DAY,1/4,21600,24,DAY,1/2
20405318,FARMING,"FIREWOOD,CHARCOAL SELLING",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,ALMOST NONE,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20405319,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,14600,12,DAY,1/4,14600,12,DAY,1/2
20405320,FARMING,SMALL-SCALE TRADE & SERVICE PROVISION,"BEER BREWING, KACHASU",,,,NO,,,,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,NO,,,,,,,,
20406321,FARMING,"BEER BREWING, KACHASU",SMALL-SCALE TRADE & SERVICE PROVISION,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,962,962,FARMING,,,,YES,11200,14,DAY,1/4,11200,14,DAY,1/2
20406322,FARMING,,,,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,2000,2000,FARMING,,,,NO,,,,,,,,
20406323,FARMING,"BEER BREWING, KACHASU","FIREWOOD,CHARCOAL SELLING",,,,YES,1/4,RURAL AREAS,FARMING,,,,YES,RURAL AREAS,1000,1000,FARMING,,,,YES,21000,24,DAY,1/2,21000,24,DAY,1/2
