case_id,HHID,ag_l0c,ag_l0c_oth,ag_l0a,ag_l01a,ag_l01b,ag_l01b_oth,ag_l02,ag_l03,ag_l04,ag_l06a,ag_l06b,ag_l07a,ag_l07b,ag_l07b_oth,ag_l08,ag_l08_oth,ag_l09,ag_l10,ag_l11,ag_l12,ag_l13,ag_l14a,ag_l14b,ag_l37,ag_l38a,ag_l38b,ag_l38b_oth,ag_l39a,ag_l39b,ag_l40,ag_l41,ag_l42a,ag_l42b,ag_l42b_oth,ag_l43,ag_l44a,ag_l44b,ag_l44b_oth
313017570027,5301cdb9983a4756bf8ce366f292c37a,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017570027,5301cdb9983a4756bf8ce366f292c37a,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,10,KILOGRAM,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
311087260207,533c73a0fc454d3e8e8b72e4be3f312b,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011500012,5352a708e8014f2f9791f3252dbf6eb6,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014100066,5358de7fe7ec4b14bf3481626a3dd384,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207023900195,5358f11796da4e339058b94f9ae08bf0,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207023900195,5358f11796da4e339058b94f9ae08bf0,23:21:0+4S/CHITOWE,,NO,4,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,4,KILOGRAM,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207023900195,5358f11796da4e339058b94f9ae08bf0,UREA,,NO,6,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,6,KILOGRAM,,On Foot,,0,1200,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
104011690077,5371a43aaeb04884a401d71190fbd967,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301054940173,538cb4e3f9fc4037be78be85a15e4597,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308016430096,539633f96d15427cad6e0201fd8a5b6d,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309016700224,53c2b9aa44df4152a1e36d23dfc529bf,Organic Fertilizer,,YES,75,GRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,75,KILOGRAM,,1,.a,0,NO,,,,NO,,,
103031530017,53cf6569e4ca4c3db4fe42e1f89e2982,Organic Fertilizer,,YES,3,BUCKET,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,3,BUCKET,,4,.a,0,NO,,,,NO,,,
201132480229,53e1255315534be3977b82e5fbdd8da9,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306036130215,53e655e9b8b44001ace3a92e1df9a09c,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306036130215,53e655e9b8b44001ace3a92e1df9a09c,INSECTICIDE,,NO,100,MILLILITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,100,MILLILITER,,5,.a,0,NO,0,,,,,,
303065410089,53f648086072421490fc22f77c21956b,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309056790055,540e9b5c8d134bfc8fc6773caaf3da33,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202062770260,5411f3833fee4c75826df674bc5ed976,Organic Fertilizer,,YES,2,BUCKET,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,2,BUCKET,
312017330170,5431fb1f389e4cd8a01f54c7a4c6aa16,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312017330170,5431fb1f389e4cd8a01f54c7a4c6aa16,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"NO, THE ENTRIES IN MODULE K, AND QUESTION 1 OF MODULE L WERE ADJUSTED",NO,YES,3,.a,10,KILOGRAM,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
312017330170,5431fb1f389e4cd8a01f54c7a4c6aa16,UREA,,NO,10,KILOGRAM,,"NO, THE ENTRIES IN MODULE K, AND QUESTION 1 OF MODULE L WERE ADJUSTED",NO,YES,3,.a,10,KILOGRAM,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
312017330170,5431fb1f389e4cd8a01f54c7a4c6aa16,INSECTICIDE,,NO,350,MILLILITER,,"NO, THE ENTRIES IN MODULE K, AND QUESTION 1 OF MODULE L WERE ADJUSTED",NO,YES,4,.a,350,MILLILITER,,Own Bicycle or Oxcart,,0,2800,"Paid in full, with own-savings",,,,,NO,0,,,4,.a,0,NO,0,,,,,,
206023540052,54583fcba5004f76b31186ae723dd62b,Organic Fertilizer,,YES,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,100,KILOGRAM,
203022850042,5463850791cd48eb9f74ea9b651a687f,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203022850042,5463850791cd48eb9f74ea9b651a687f,23:21:0+4S/CHITOWE,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,2,KILOGRAM,,1,.a,0,NO,,,,,,,
207013870079,54e60a3efac54c5dbc7c0ef16ec9835a,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311057170308,54e7f424f81e4579a35f6721512bcc7f,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305015780009,54f7920c99bf4655946c1d46c44a8de2,Organic Fertilizer,,YES,195,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,195,KILOGRAM,,5,.a,0,NO,,,,NO,,,
305015780009,54f7920c99bf4655946c1d46c44a8de2,23:21:0+4S/CHITOWE,,NO,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,10,.a,20,KILOGRAM,,On Foot,,0,9000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
305015780009,54f7920c99bf4655946c1d46c44a8de2,INSECTICIDE,,NO,19,LITER,,"YES, THE FIGURES MATCHED",NO,YES,10,.a,19,LITER,,On Foot,,0,6500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
107452360112,55290d1de8da43ddb28e987ab3dc65b4,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107452360112,55290d1de8da43ddb28e987ab3dc65b4,23:21:0+4S/CHITOWE,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,50,KILOGRAM,,Own Bicycle or Oxcart,,0,21500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
107452360112,55290d1de8da43ddb28e987ab3dc65b4,CAN,,NO,50,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,50,KILOGRAM,,Own Bicycle or Oxcart,,0,16500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
308056540043,5555ca0c58354d418969c740c463f061,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308056540043,5555ca0c58354d418969c740c463f061,23:21:0+4S/CHITOWE,,NO,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,1,3 KG BAG,,Own Bicycle or Oxcart,,0,900,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
206093710142,557a6b10fc534b28aedcb86f45aa5cb9,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206093710142,557a6b10fc534b28aedcb86f45aa5cb9,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,5,KILOGRAM,,Bicycle Taxi,,0,6000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
206093710142,557a6b10fc534b28aedcb86f45aa5cb9,UREA,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,2,KILOGRAM,,Own Bicycle or Oxcart,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
201262590121,5587fcc4c98d4804aff2b5ff593fdfc0,Organic Fertilizer,,YES,100,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,100,KILOGRAM,
313017550185,558fe136331a4be78086af2d28990dca,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017550185,558fe136331a4be78086af2d28990dca,23:21:0+4S/CHITOWE,,NO,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,20,KILOGRAM,,On Foot,,0,12500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
313017550185,558fe136331a4be78086af2d28990dca,UREA,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,5,KILOGRAM,,On Foot,,0,5,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
313017550185,558fe136331a4be78086af2d28990dca,HERBICIDE,,NO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,6,.a,1,KILOGRAM,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,NO,0,,,6,.a,0,NO,0,,,,,,
209094440167,55c8d76d0c2440239240d58b7119a541,Organic Fertilizer,,YES,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,20,KILOGRAM,,1,.a,0,NO,,,,NO,,,
206083690250,55ce9bebe38045d181f7dd97c8e3c101,Organic Fertilizer,,YES,1,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,1,OX CART,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,Organic Fertilizer,,YES,8,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,2,OX CART,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,23:21:0+4S/CHITOWE,,NO,8,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,8,.a,8,KILOGRAM,,On Foot,,0,4000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,CAN,,NO,3,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,8,.a,3,KILOGRAM,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,UREA,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,8,.a,2,KILOGRAM,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,INSECTICIDE,,NO,200,GRAM,,"YES, THE FIGURES MATCHED",NO,YES,8,.a,200,GRAM,,On Foot,,0,700,"Paid in full, with own-savings",,,,,NO,0,,,12,.a,0,NO,0,,,,,,
209094430177,55d71bce4b1446d9aae3761a3e5af295,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209094430177,55d71bce4b1446d9aae3761a3e5af295,23:21:0+4S/CHITOWE,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,5,KILOGRAM,,On Foot,,0,2800,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
209094430177,55d71bce4b1446d9aae3761a3e5af295,CAN,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,5,KILOGRAM,,On Foot,,0,1800,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
210404530223,55e1825ef984475c9d73c75b33d747c8,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105062030070,55e7f2a1e3b74294bb8d4104842c9b79,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105062030070,55e7f2a1e3b74294bb8d4104842c9b79,23:21:0+4S/CHITOWE,,NO,150,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,150,KILOGRAM,,Truck / Bus/ Minibus,,1500,57000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
105062030070,55e7f2a1e3b74294bb8d4104842c9b79,HERBICIDE,,NO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,1,KILOGRAM,,On Foot,,0,3000,"Paid in full, with own-savings",,,,,NO,0,,,2,.a,0,NO,0,,,,,,
208034150229,560b499f05c6493f80d8f49972c6f852,Organic Fertilizer,,YES,8,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,8,WHEELBARROW,,1,.a,1500,NO,,,,NO,,,
208034150229,560b499f05c6493f80d8f49972c6f852,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
208034150229,560b499f05c6493f80d8f49972c6f852,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
207063990270,56575624d0184bafb65047b6804dc3b4,Organic Fertilizer,,YES,1,OX CART,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,1,OX CART,
207063990270,56575624d0184bafb65047b6804dc3b4,23:21:0+4S/CHITOWE,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,2,KILOGRAM,,Bicycle Taxi,,1000,900,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032870092,568b7d8a0d9f4df6ab1eb08eeb910366,Organic Fertilizer,,YES,70,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,70,KILOGRAM,,2,.a,0,NO,,,,NO,,,
203032870092,568b7d8a0d9f4df6ab1eb08eeb910366,UREA,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,5,KILOGRAM,,2,.a,0,NO,,,,,,,
203032870092,568b7d8a0d9f4df6ab1eb08eeb910366,OTHER PESTICIDE/HERBICIDE (SPECIFY),SYPERMETHRINE,NO,2,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,2,LITER,,2,.a,0,NO,0,,,,,,
207053970135,56b2dda0eb654084800b596cab028ab4,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207053970135,56b2dda0eb654084800b596cab028ab4,23:21:0+4S/CHITOWE,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,7,.a,2,KILOGRAM,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207053970135,56b2dda0eb654084800b596cab028ab4,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,7,.a,10,KILOGRAM,,On Foot,,0,5000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
308016440168,571ce334e64a4c778033bc30fc051280,Organic Fertilizer,,YES,450,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,9,50 KG BAG,
308016440168,571ce334e64a4c778033bc30fc051280,23:21:0+4S/CHITOWE,,NO,17,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
308016440168,571ce334e64a4c778033bc30fc051280,UREA,,NO,12,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
207074020026,57207592d33b48359603daf17ac21341,Organic Fertilizer,,YES,3,BUCKET,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,3,BUCKET,,2,.a,0,NO,,,,NO,,,
206023550025,5747fdf01f854dfc97bb60457abc9253,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304075700161,574cb87bc92c4a9d80cdadf66fc369c8,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304075700161,574cb87bc92c4a9d80cdadf66fc369c8,23:21:0+4S/CHITOWE,,NO,15,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,15,KILOGRAM,,On Foot,,0,11500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
304075700161,574cb87bc92c4a9d80cdadf66fc369c8,UREA,,NO,15,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,15,KILOGRAM,,On Foot,,0,12000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
304075700161,574cb87bc92c4a9d80cdadf66fc369c8,INSECTICIDE,,NO,25,LITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,25,LITER,,On Foot,,0,1800,"Paid in full, with own-savings",,,,,NO,0,,,3,.a,0,NO,0,,,,,,
204053170109,5777b8a0028b42ba8332a0c703977981,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053170109,5777b8a0028b42ba8332a0c703977981,UREA,,NO,5,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,5,KILOGRAM,,On Foot,,0,2250,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
104041790016,5777cf63ff8740d485be1de53f8d4eac,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104041790016,5777cf63ff8740d485be1de53f8d4eac,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
104041790016,5777cf63ff8740d485be1de53f8d4eac,UREA,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,,,,
206033560084,5790ef9276a44ea9b07893a847525633,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301085010242,57b3e40c1fc7481883ac4557fe4778cb,Organic Fertilizer,,YES,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,20,KILOGRAM,,10,.a,0,NO,,,,NO,,,
206173840094,57ce27836dba4a4f83f6eb2c1eeceb30,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206173840094,57ce27836dba4a4f83f6eb2c1eeceb30,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,12500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
206173840094,57ce27836dba4a4f83f6eb2c1eeceb30,UREA,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,11250,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207043950371,57d27bf5d9ad4ccc99f0f92b126fa073,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207043950371,57d27bf5d9ad4ccc99f0f92b126fa073,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,10500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
207043950371,57d27bf5d9ad4ccc99f0f92b126fa073,UREA,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,25,KILOGRAM,,Own Bicycle or Oxcart,,0,8500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
103011490001,57e5a949bcff4b59b8eb87ca8fb205f1,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011490001,57e5a949bcff4b59b8eb87ca8fb205f1,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,.a,10,KILOGRAM,,Truck / Bus/ Minibus,,2000,6000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
103011490001,57e5a949bcff4b59b8eb87ca8fb205f1,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,.a,10,KILOGRAM,,Truck / Bus/ Minibus,,2000,7000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
210514550106,57f6c4766f324f539fd1e1432983141d,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210514550106,57f6c4766f324f539fd1e1432983141d,23:21:0+4S/CHITOWE,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,2,KILOGRAM,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
210514550106,57f6c4766f324f539fd1e1432983141d,UREA,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,2,KILOGRAM,,On Foot,,0,1500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
204043140162,5820e70621214f71a89d9d590c608772,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204043140162,5820e70621214f71a89d9d590c608772,23:21:0+4S/CHITOWE,,NO,20,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,20,KILOGRAM,,Bicycle Taxi,,500,3400,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
204043140162,5820e70621214f71a89d9d590c608772,INSECTICIDE,,NO,48,LITER,,"YES, THE FIGURES MATCHED",NO,YES,3,.a,48,LITER,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
312097510023,58356bb86b9e49fa8ac4275acabf791b,Organic Fertilizer,,YES,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,25,KILOGRAM,,2,.a,0,NO,,,,NO,,,
308016420094,5851736f5f344aed8816f66878ae8e01,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308016420094,5851736f5f344aed8816f66878ae8e01,23:21:0+4S/CHITOWE,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,2,KILOGRAM,,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
308016420094,5851736f5f344aed8816f66878ae8e01,UREA,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,4,.a,2,KILOGRAM,,On Foot,,0,450,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
101011000229,588862e09b294c19806cb1cea206b93f,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313047730032,589ae93182c847b28909e5daed317012,Organic Fertilizer,,YES,1,BUCKET,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,NO,,,,,,,NO,,,,YES,1,BUCKET,
313047730032,589ae93182c847b28909e5daed317012,23:21:0+4S/CHITOWE,,NO,2,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,1,.a,2,KILOGRAM,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
313047730032,589ae93182c847b28909e5daed317012,INSECTICIDE,,NO,250,MILLILITER,,"YES, THE FIGURES MATCHED",NO,YES,1,.a,250,MILLILITER,,On Foot,,0,2500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,0,,,,,,
203032920250,58eea9e7ffb643ada46701ae3cbfedfa,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203032920250,58eea9e7ffb643ada46701ae3cbfedfa,23:21:0+4S/CHITOWE,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,25,KILOGRAM,,On Foot,,0,12500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
203032920250,58eea9e7ffb643ada46701ae3cbfedfa,UREA,,NO,25,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,2,.a,25,KILOGRAM,,On Foot,,0,12500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014100129,59009ea32cfc42548a68186ac0ccdfb3,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014100129,59009ea32cfc42548a68186ac0ccdfb3,23:21:0+4S/CHITOWE,,NO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,9,.a,1,KILOGRAM,,On Foot,,0,1000,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014100129,59009ea32cfc42548a68186ac0ccdfb3,UREA,,NO,1,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,YES,9,.a,1,KILOGRAM,,On Foot,,0,500,"Paid in full, with own-savings",,,,,NO,,,,,,,NO,,,,,,,
208014100129,59009ea32cfc42548a68186ac0ccdfb3,INSECTICIDE,,NO,15,LITER,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,16,LITER,,10,.a,0,NO,0,,,,,,
308036490094,59468cd85b60411b8cb42496dac0fc85,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103121660005,59540ad2669f46e68dad6815aed28fce,Organic Fertilizer,,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103121660005,59540ad2669f46e68dad6815aed28fce,23:21:0+4S/CHITOWE,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,10,KILOGRAM,,1,.a,0,NO,,,,,,,
103121660005,59540ad2669f46e68dad6815aed28fce,UREA,,NO,10,KILOGRAM,,"YES, THE FIGURES MATCHED",NO,NO,,,,,,,,,,,,,,,YES,10,KILOGRAM,,1,.a,0,NO,,,,,,,
103121660005,59540ad2669f46e68dad6815aed28fce,INSECTICIDE,,NO,20,LITER,,"YES, THE FIGURES MATCHED",NO,YES,5,.a,20,LITER,,Truck / Bus/ Minibus,,400,6800,"Paid in full, with own-savings",,,,,NO,0,,,.a,.a,0,NO,0,,,,,,
