case_id,HHID,crop_code,ag_q01,ag_q02a,ag_q02b,ag_q02b_oth,ag_q02c,ag_q03,ag_q05a,ag_q05b,ag_q06a,ag_q06b,ag_q07a,ag_q07b,ag_q08,ag_q09,ag_q09_oth,ag_q10,ag_q31a,ag_q31b,ag_q31b_oth,ag_q31c,ag_q32a,ag_q32b,ag_q32b_oth,ag_q32c,ag_q33a,ag_q33b,ag_q33b_oth,ag_q33c,ag_q34a,ag_q34b,ag_q34b_oth,ag_q34c,ag_q35a,ag_q35b,ag_q35b_oth,ag_q35c,ag_q35d,ag_q36a,ag_q36b,ag_q36_oth,ag_q37,ag_q38,ag_q38_oth,ag_q39a,ag_q39b,ag_q39b_oth,ag_q39c,ag_q40a,ag_q40b,ag_q40_oth,ag_q41a,ag_q41b,ag_q41_oth
104011740157,bc870718482c451ba534d0348a9dea86,ORANGE,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,1,5,,NO,,,,,,,,,,1,6,
104011740157,bc870718482c451ba534d0348a9dea86,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,1,5,,NO,,,,,,,,,,1,6,
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,1,3,,,NO,,,,,,,,,,1,,
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,MANGO,NO,,,,,,,,,,,,,,,,1,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,5,1,,,NO,,,,,,,,,,1,,
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,5,PIECE,,U: UNSHELLED,0,,,,0,,,,0,,,,10,PIECE,,U: UNSHELLED,2,1,,,NO,,,,,,,,,,1,,
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,AVOCADO,NO,,,,,,,,,,,,,,,,10,PIECE,,U: UNSHELLED,0,,,,0,,,,0,,,,1,PIECE,,U: UNSHELLED,1,1,,,NO,,,,,,,,,,1,,
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,GUAVA,NO,,,,,,,,,,,,,,,,1,PAIL (SMALL),,U: UNSHELLED,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,20,2,1,,NO,,,,,,,,,,1,,
104011740165,425ef6d1289f407c8fc7eca961c402d6,CASSAVA,YES,18,50 KG BAG,,NOT APPLICABLE,234000,3,.a,1,.a,JULY,2019,6,Buyer picked up the crop,,0,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,10,3,,,NO,,,,,,,,,,1,,
104011740165,425ef6d1289f407c8fc7eca961c402d6,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,20,1,,,NO,,,,,,,,,,6,,
104011740165,425ef6d1289f407c8fc7eca961c402d6,AVOCADO,NO,,,,,,,,,,,,,,,,10,PIECE,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,75,6,,wind,NO,,,,,,,,,,6,,
104011740165,425ef6d1289f407c8fc7eca961c402d6,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,80,2,,,NO,,,,,,,,,,6,,
104011740189,2c38430140104e10a8971046d7e6eff5,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,20,1,5,,NO,,,,,,,,,,6,,
104031750030,3370996078a5418dbd9ebbe18082d073,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,20,1,,,NO,,,,,,,,,,1,,
104031750030,3370996078a5418dbd9ebbe18082d073,MANGO,NO,,,,,,,,,,,,,,,,5,OTHER (SPECIFY),DENGU,U: UNSHELLED,0,,,,0,,,,0,,,,2,PAIL (SMALL),,U: UNSHELLED,30,1,,,NO,,,,,,,,,,1,,
104031750030,3370996078a5418dbd9ebbe18082d073,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,5,PIECE,,U: UNSHELLED,0,,,,0,,,,0,,,,4,PIECE,,U: UNSHELLED,10,1,,,NO,,,,,,,,,,1,,
104031750030,3370996078a5418dbd9ebbe18082d073,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,20,1,2,,NO,,,,,,,,,,1,,
104031750030,3370996078a5418dbd9ebbe18082d073,AVOCADO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,PIECE,,U: UNSHELLED,5,1,,,NO,,,,,,,,,,1,,
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,MANGO,NO,,,,,,,,,,,,,,,,5,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,1,6,
104031750050,431098c780de4ac48f412fe2485822a7,MANGO,NO,,,,,,,,,,,,,,,,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,40,1,,,NO,,,,,,,,,,6,,
104031750050,431098c780de4ac48f412fe2485822a7,BANANA,YES,3,BUNCH,,NOT APPLICABLE,5000,3,.a,1,2,JUNE,2019,4,Buyer picked up the crop,,0,1,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,5,3,,,NO,,,,,,,,,,6,,
104031750050,431098c780de4ac48f412fe2485822a7,AVOCADO,YES,50,PIECE,,NOT APPLICABLE,5000,3,.a,1,.a,JULY,2019,10,Buyer picked up the crop,,0,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,50,1,,,NO,,,,,,,,,,6,,
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,BANANA,YES,10,BUNCH,,NOT APPLICABLE,3000,1,.a,2,.a,JULY,2019,0,Buyer picked up the crop,,0,2,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,1,,
104031750081,4e2f268e21b146da84b3feb91c61bd11,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,1,,
104031750081,4e2f268e21b146da84b3feb91c61bd11,BANANA,NO,,,,,,,,,,,,,,,,3,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,1,,
104031750091,5975372681374b8893b738e4f57600f2,BANANA,YES,3,50 KG BAG,,NOT APPLICABLE,5000,2,.a,1,2,MAY,2018,6,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,10,1,3,,NO,,,,,,,,,,1,,
104031750093,2e2358bc26c04e4a87b888e92e852599,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,10,1,2,,NO,,,,,,,,,,1,,
104031750117,684aa909e2e540d086e6a5c4f96b29f4,BANANA,YES,11,50 KG BAG,,NOT APPLICABLE,11000,3,.a,1,2,APRIL,2018,4,On Foot,,0,4,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,3,50 KG BAG,,NOT APPLICABLE,3,1,3,,NO,,,,,,,,,,1,3,
104031750127,ba7926f190f84354a0e2e1e361c442ce,BANANA,YES,50,BUNCH,,NOT APPLICABLE,15000,5,.a,1,2,JULY,2019,10,Buyer picked up the crop,,0,20,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,5,3,,,NO,,,,,,,,,,6,,
104031750131,8f00e8938098474fa73cad19a76d9171,BANANA,YES,2,BUNCH,,NOT APPLICABLE,2000,5,.a,2,.a,AUGUST,2019,1,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,3,,,NO,,,,,,,,,,6,,
104031770018,47e5d7b7525e4c74a486dd4c9101942a,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,10,1,5,,NO,,,,,,,,,,6,,
104031770018,47e5d7b7525e4c74a486dd4c9101942a,BANANA,YES,10,50 KG BAG,,NOT APPLICABLE,30000,3,.a,1,.a,APRIL,2018,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,5,,NO,,,,,,,,,,1,6,
104031770031,96833b723b0f44e4b9a89cd25fb97eac,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,NOT APPLICABLE,10,1,5,,NO,,,,,,,,,,6,,
104031770077,b8a42775a4b74a34831af3e657a245e1,MANGO,NO,,,,,,,,,,,,,,,,2,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,20,1,2,,NO,,,,,,,,,,1,,
104031770077,b8a42775a4b74a34831af3e657a245e1,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,2,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,3,50 KG BAG,,U: UNSHELLED,10,1,,,NO,,,,,,,,,,1,,
104031770077,b8a42775a4b74a34831af3e657a245e1,AVOCADO,YES,1,50 KG BAG,,U: UNSHELLED,7000,2,.a,1,2,FEBRUARY,2019,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,50,PIECE,,U: UNSHELLED,28,1,2,,NO,,,,,,,,,,1,2,
104031770077,b8a42775a4b74a34831af3e657a245e1,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,2,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,10,1,2,,NO,,,,,,,,,,1,,
104031770165,872568bd118e40afbd356df00d588fc1,MANGO,NO,,,,,,,,,,,,,,,,15,50 KG BAG,,U: UNSHELLED,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,30,1,2,,NO,,,,,,,,,,1,,
104031770165,872568bd118e40afbd356df00d588fc1,GUAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,40,1,,,NO,,,,,,,,,,1,,
104041780009,7d497eefe17842dfad47627c6b4d3555,MANGO,NO,,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,1,,
104041780113,7f550008287f4b9e9d00d8064dbb363b,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,PAIL (LARGE),,U: UNSHELLED,,3,,,NO,,,,,,,,,,1,,
104041780131,481dea45fb124829bf15445463986a92,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,U: UNSHELLED,,1,3,,NO,,,,,,,,,,1,,
104041780149,f9c52d18b55748f0860ed0b8015e151d,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,BUNCH,,U: UNSHELLED,,1,3,,NO,,,,,,,,,,1,,
104041780153,9e24e907f6714ba790ed7ccd42e770ad,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,3,,NO,,,,,,,,,,1,,
104041780176,24070dbbd0f147f1a1e4e0f6525fda70,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,PAIL (SMALL),,U: UNSHELLED,,3,,,YES,Other (Specify),left in the field,0,,,,5,,,1,,
104041790011,880521c8242b4524a99e7858c54df5f8,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,20,2,1,,NO,,,,,,,,,,1,,
104041790011,880521c8242b4524a99e7858c54df5f8,ORANGE,YES,2,50 KG BAG,,U: UNSHELLED,5000,4,.a,1,.a,MAY,2019,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,U: UNSHELLED,10,1,,,NO,,,,,,,,,,1,2,
104041790011,880521c8242b4524a99e7858c54df5f8,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,20,2,,,NO,,,,,,,,,,1,,
104041790011,880521c8242b4524a99e7858c54df5f8,LEMON,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,PAIL (LARGE),,U: UNSHELLED,30,2,,,NO,,,,,,,,,,1,,
104041790011,880521c8242b4524a99e7858c54df5f8,PINEAPPLE,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PIECE,,U: UNSHELLED,1,1,,,NO,,,,,,,,,,1,,
104041790016,5777cf63ff8740d485be1de53f8d4eac,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,U: UNSHELLED,20,1,,,NO,,,,,,,,,,1,,
104041790016,5777cf63ff8740d485be1de53f8d4eac,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,50,1,2,,NO,,,,,,,,,,1,,
104041790020,9a40b722cf4b44a682ad8c2943f4830a,BANANA,NO,,,,,,,,,,,,,,,,1,BUNCH,,U: UNSHELLED,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,6,,
104041790043,57b66fcfa3f940018403fc4dca8b6ef0,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,,,NO,,,,,,,,,,6,,
104041790043,57b66fcfa3f940018403fc4dca8b6ef0,MEXICAN APPLE [MASUKU],NO,,,,,,,,,,,,,,,,1,PAIL (LARGE),,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,20,1,,,NO,,,,,,,,,,6,,
104041790064,ea680aeb346844a2a462d2578569fc20,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,3,,NO,,,,,,,,,,1,3,
104041790070,142f2afe9c63420bad9c77fddd72fc4e,CASSAVA,NO,,,,,,,,,,,,,,,,3,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,1,,
104041790070,142f2afe9c63420bad9c77fddd72fc4e,BANANA,YES,15,BUNCH,,S: SHELLED,50000,3,.a,1,.a,AUGUST,2018,0,Buyer picked up the crop,,0,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,1,,
104041790073,e1680de0dc424eaca4d8c47ec8cf9951,MANGO,NO,,,,,,,,,,,,,,,,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,10,1,,,NO,,,,,,,,,,6,,
104041790073,e1680de0dc424eaca4d8c47ec8cf9951,BANANA,YES,4,BUNCH,,NOT APPLICABLE,4000,2,.a,1,.a,APRIL,2019,4,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,,,NO,,,,,,,,,,6,,
104041790076,aa429c738ec5483da250d4587969a2f5,MANGO,NO,,,,,,,,,,,,,,,,40,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,2,50 KG BAG,,NOT APPLICABLE,20,1,,,NO,,,,,,,,,,1,,
104041790076,aa429c738ec5483da250d4587969a2f5,PAWPAW/PAPAYA,NO,,,,,,,,,,,,,,,,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,10,1,2,,NO,,,,,,,,,,1,,
104041790076,aa429c738ec5483da250d4587969a2f5,BANANA,YES,40,BUNCH,,NOT APPLICABLE,40000,3,.a,1,.a,JULY,2019,0,Buyer picked up the crop,,0,10,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,1,,
104041790076,aa429c738ec5483da250d4587969a2f5,AVOCADO,YES,1,50 KG BAG,,NOT APPLICABLE,3000,3,.a,1,.a,JULY,2018,0,Buyer picked up the crop,,0,1,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,10,PIECE,,NOT APPLICABLE,10,1,,,NO,,,,,,,,,,1,,
104041790076,aa429c738ec5483da250d4587969a2f5,GUAVA,NO,,,,,,,,,,,,,,,,1,PAIL (SMALL),,S: SHELLED,0,,,,0,,,,0,,,,1,NO 12 PLATE,,S: SHELLED,5,1,,,NO,,,,,,,,,,1,,
104041790087,48f10645e28b42b3ace6943fcc4ed791,BANANA,YES,10,BUNCH,,NOT APPLICABLE,10000,3,.a,1,.a,APRIL,2018,0,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,NO,,,,,,,,,,1,,
104041790090,9e60a7ed224b4e0aac540d624e379864,MANGO,NO,,,,,,,,,,,,,,,,3,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,10,1,,,NO,,,,,,,,,,6,,
104041790090,9e60a7ed224b4e0aac540d624e379864,BANANA,NO,,,,,,,,,,,,,,,,1,BUNCH,,NOT APPLICABLE,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,6,,
104041790111,141ad11a17784f0ebf9cb5032395035f,CASSAVA,YES,10,50 KG BAG,,NOT APPLICABLE,50000,3,.a,1,.a,FEBRUARY,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,5,3,5,,NO,,,,,,,,,,1,6,
104041790111,141ad11a17784f0ebf9cb5032395035f,BANANA,YES,5,50 KG BAG,,NOT APPLICABLE,8000,3,.a,1,.a,JUNE,2018,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,50 KG BAG,,NOT APPLICABLE,2,1,2,,NO,,,,,,,,,,3,1,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,CASSAVA,YES,30,50 KG BAG,,NOT APPLICABLE,180000,3,.a,1,2,FEBRUARY,2019,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,3,,,NO,,,,,,,,,,1,3,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,3,,NO,,,,,,,,,,1,6,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,3,,NO,,,,,,,,,,1,3,
104041790115,16f0ff8edcc040e8a72f4affe9dcf703,AVOCADO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,1,3,,NO,,,,,,,,,,1,6,
104041790129,19dafd6b94854c978534bd0746cb9960,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,3,,,NO,,,,,,,,,,1,3,
104041790171,65b6efbe69044526a9a062cefbefc6d7,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,10,1,2,,NO,,,,,,,,,,1,2,
104041790171,65b6efbe69044526a9a062cefbefc6d7,MANGO,YES,30,OTHER (SPECIFY),DENGU,U: UNSHELLED,25000,2,.a,1,2,MARCH,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,OTHER (SPECIFY),DENGU,U: UNSHELLED,20,1,,,NO,,,,,,,,,,1,2,
104041790171,65b6efbe69044526a9a062cefbefc6d7,BANANA,YES,50,BUNCH,,U: UNSHELLED,50000,2,.a,1,.a,MARCH,2019,0,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,1,1,,,NO,,,,,,,,,,1,2,
104041790180,e3bdb7b14f804428ac794e81848d0b94,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,20,1,,,NO,,,,,,,,,,1,,
104041790180,e3bdb7b14f804428ac794e81848d0b94,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,U: UNSHELLED,30,1,2,,NO,,,,,,,,,,1,,
104041790180,e3bdb7b14f804428ac794e81848d0b94,BANANA,YES,5,BUNCH,,U: UNSHELLED,5000,2,.a,1,2,JUNE,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,10,1,2,,NO,,,,,,,,,,1,2,
104051800005,451260a8695d414ab5cade04a085d345,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,5,,,NO,,,,,,,,,,1,,
104051800021,664b2a4f7bc6427c96d53f1b3c31debd,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,10,1,,,NO,,,,,,,,,,6,,
104051800048,be863a3cfb534c70970d6e76d397c319,BANANA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,1,2,
104051800053,21e494978d4547e4880506177ab08f0b,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,5,,,NO,,,,,,,,,,1,,
104051800058,f34a4c37ad4e4292bc8884ed32b5db88,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,3,1,,NO,,,,,,,,,,1,,
104051800058,f34a4c37ad4e4292bc8884ed32b5db88,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,1,,
104051800063,948a5285e706488384f8873d7f70a159,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,1,1,,,NO,,,,,,,,,,1,,
104051800078,fe7b15b32a424f09be0e6f801685fb9e,CASSAVA,NO,,,,,,,,,,,,,,,,8,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,,1,3,,NO,,,,,,,,,,1,,
104051800083,3fbe3a2dce2d427b8551edb9297f52bf,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (LARGE),,S: SHELLED,,1,,,NO,,,,,,,,,,1,,
104051800091,00a351c5b12f481d898a25b00c1d8861,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,1,PAIL (SMALL),,S: SHELLED,,1,,,NO,,,,,,,,,,1,,
104051810007,54e2dfbc579f41489945a2087b6782e7,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,NOT APPLICABLE,5,1,3,,NO,,,,,,,,,,1,,
104051810007,54e2dfbc579f41489945a2087b6782e7,COFFEE,YES,10,50 KG BAG,,S: SHELLED,115000,4,.a,1,2,JUNE,2017,3,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,5,KILOGRAM,,U: UNSHELLED,2,1,,,NO,,,,,,,,,,6,,
104051810007,54e2dfbc579f41489945a2087b6782e7,BANANA,YES,4,50 KG BAG,,NOT APPLICABLE,20000,3,.a,1,2,SEPTEMBER,2018,2,Own Bicycle or Oxcart,,0,0,,,,0,,,,0,,,,0,,,,10,KILOGRAM,,NOT APPLICABLE,4,1,,,NO,,,,,,,,,,1,,
104051810007,54e2dfbc579f41489945a2087b6782e7,AVOCADO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,3,PAIL (SMALL),,NOT APPLICABLE,3,1,5,,NO,,,,,,,,,,6,,
104051810008,1e0d437dcf8c4a0f9f995bff114b0ac1,CASSAVA,NO,,,,,,,,,,,,,,,,5,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,2,KILOGRAM,,S: SHELLED,2,1,3,,NO,,,,,,,,,,1,,
104051810008,1e0d437dcf8c4a0f9f995bff114b0ac1,COFFEE,YES,10,50 KG BAG,,S: SHELLED,60000,3,.a,1,2,JUNE,2018,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,2,KILOGRAM,,U: UNSHELLED,2,1,,,NO,,,,,,,,,,6,,
104051810008,1e0d437dcf8c4a0f9f995bff114b0ac1,BANANA,NO,,,,,,,,,,,,,,,,2,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,4,BUNCH,,NOT APPLICABLE,3,2,5,,NO,,,,,,,,,,1,,
104051810008,1e0d437dcf8c4a0f9f995bff114b0ac1,AVOCADO,NO,,,,,,,,,,,,,,,,3,50 KG BAG,,NOT APPLICABLE,0,,,,0,,,,0,,,,5,PAIL (SMALL),,S: SHELLED,5,1,,,NO,,,,,,,,,,1,,
104051810019,fab36fde36144f5580fd63f8cec1cb34,CASSAVA,NO,,,,,,,,,,,,,,,,20,50 KG BAG,,S: SHELLED,0,,,,0,,,,0,,,,1,KILOGRAM,,S: SHELLED,1,1,,,NO,,,,,,,,,,1,,
104051810019,fab36fde36144f5580fd63f8cec1cb34,BANANA,YES,10,BUNCH,,U: UNSHELLED,10000,4,.a,1,2,JANUARY,2019,3,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,S: SHELLED,1,1,2,,NO,,,,,,,,,,1,2,
104051810022,4c3444a7316f49a0bd788571e6698f7b,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,2,1,2,,NO,,,,,,,,,,1,3,
104051810022,4c3444a7316f49a0bd788571e6698f7b,BANANA,YES,2,50 KG BAG,,NOT APPLICABLE,11000,4,.a,1,2,JUNE,2018,2,On Foot,,0,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,,,NO,,,,,,,,,,1,,
104051810022,4c3444a7316f49a0bd788571e6698f7b,AVOCADO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,0,,,,5,1,5,,NO,,,,,,,,,,1,6,
104051810037,ead79f0a98a5425d9e11e813085b9069,CASSAVA,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,2,KILOGRAM,,S: SHELLED,2,1,,,NO,,,,,,,,,,1,,
104051810037,ead79f0a98a5425d9e11e813085b9069,COFFEE,YES,1000,KILOGRAM,,S: SHELLED,150000,4,.a,1,.a,SEPTEMBER,2018,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,10,NO 10 PLATE,,S: SHELLED,10,2,,,NO,,,,,,,,,,2,1,
104051810037,ead79f0a98a5425d9e11e813085b9069,MANGO,NO,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,,,,20,KILOGRAM,,U: UNSHELLED,2,1,2,,NO,,,,,,,,,,1,,
104051810037,ead79f0a98a5425d9e11e813085b9069,BANANA,YES,15,BUNCH,,U: UNSHELLED,10000,4,.a,1,.a,MARCH,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,1,BUNCH,,U: UNSHELLED,1,1,2,,NO,,,,,,,,,,1,2,
104051810037,ead79f0a98a5425d9e11e813085b9069,AVOCADO,YES,1,50 KG BAG,,U: UNSHELLED,10000,2,.a,1,.a,MAY,2019,1,On Foot,,0,0,,,,0,,,,0,,,,0,,,,10,PIECE,,U: UNSHELLED,1,2,,,NO,,,,,,,,,,1,2,
