ea_id,com_cf01,com_cf02,com_cf03,com_cf03_1,com_cf03_2,com_cf07,com_cf08a,com_cf08b,com_cf09,com_cf10,com_cf11,com_cf12,com_cf13,com_cf17a,com_cf17b,com_cf17c,com_cf18a,com_cf18b,com_cf19a,com_cf19b,com_cf20a,com_cf20b,com_cf22,com_cf23,com_cf24,com_cf25,com_cf26,com_cf27,com_cf28
10734216,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10734217,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10736218,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737219,YES,2ND HALF NOV,2ND HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,3,KM,NO,,0,0,NO,YES,YES,NO,.75,ACRE,.5,ACRE,1,ACRE,0,25,0,0,1,25,NO
10737220,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10737221,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738223,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10738224,YES,2ND HALF DEC,2ND HALF JUN,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,20,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,2,ACRE,0,0,0,0,0,0,NO
10739225,YES,1ST HALF DEC,2ND HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,5,KM,NO,,0,0,NO,NO,NO,NO,50,SQ METER,15,SQ METER,60,SQ METER,0,0,0,0,0,0,NO
10739226,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10740227,YES,1ST HALF DEC,2ND HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,7,KM,NO,,0,0,NO,YES,YES,YES,.5,ACRE,.5,ACRE,1,ACRE,0,0,0,0,0,0,NO
10740228,YES,2ND HALF DEC,2ND HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,5,KM,NO,,0,0,NO,NO,NO,NO,.25,ACRE,.25,ACRE,2,ACRE,0,0,0,0,0,0,NO
10740229,YES,1ST HALF DEC,1ST HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,9,KM,YES,1,0,0,NO,YES,YES,YES,.5,ACRE,.5,ACRE,1,HECTARE,1,0,0,0,0,50,NO
10740230,YES,2ND HALF DEC,2ND HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,1,HECTARE,1,ACRE,1,HECTARE,0,0,0,0,0,0,NO
10741231,YES,1ST HALF DEC,2ND HALF APR,<=1/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,10,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,.25,ACRE,5,ACRE,0,0,0,4,0,0,NO
10743232,YES,1ST HALF DEC,2ND HALF JUN,<=3/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,5,KM,NO,,0,0,NO,NO,NO,YES,3,ACRE,1,ACRE,4,ACRE,0,0,0,0,0,1,NO
10744233,YES,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,NO,NO,NO,1,ACRE,1,ACRE,2,ACRE,0,0,0,0,0,0,NO
10745234,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10745235,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10745236,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101237,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,3,3,NO,NO,NO,NO,2,ACRE,1,ACRE,4,ACRE,83,42,0,0,10,136,NO
20102238,YES,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,5,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,7,ACRE,5,5,0,0,0,0,NO
20103239,YES,2ND HALF DEC,2ND HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,NO,NO,NO,2,HECTARE,1,ACRE,4,HECTARE,10,0,0,0,10,250,NO
20104240,YES,1ST HALF DEC,1ST HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,10,ACRE,12,5,0,0,0,0,YES
20106241,YES,1ST HALF DEC,1ST HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,10,ACRE,169,89,0,58,49,589,YES
20106242,YES,1ST HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,3,ACRE,.25,ACRE,5,ACRE,5,5,0,0,0,0,YES
20107243,YES,2ND HALF NOV,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,NO,NO,1,ACRE,.5,ACRE,3,ACRE,0,0,0,0,20,200,YES
20109244,YES,2ND HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,1,1,NO,YES,NO,NO,5,ACRE,1,ACRE,15,ACRE,27,10,0,0,400,620,YES
20109245,YES,1ST HALF DEC,1ST HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,6,ACRE,26,26,0,0,348,497,YES
20110246,YES,1ST HALF DEC,1ST HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,3,ACRE,0,0,0,0,0,0,YES
20112247,YES,2ND HALF DEC,2ND HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,3,ACRE,1,ACRE,10,ACRE,25,10,30,0,60,20,YES
20113248,YES,2ND HALF NOV,2ND HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,5,5,YES,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,4,ACRE,.25,ACRE,8,ACRE,5,3,0,0,0,200,NO
20115249,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,5,5,NO,NO,NO,NO,3,ACRE,1,ACRE,5,ACRE,0,0,0,0,5,450,YES
20119250,YES,2ND HALF NOV,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,.25,ACRE,10,ACRE,0,0,10,0,0,0,YES
20120251,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,.5,ACRE,10,ACRE,0,0,0,0,0,0,NO
20121252,YES,2ND HALF NOV,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,10,10,NO,NO,NO,NO,2,ACRE,.5,ACRE,3,ACRE,0,0,0,0,0,50,NO
20121253,YES,1ST HALF DEC,2ND HALF APR,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,NO,,0,0,NO,YES,NO,NO,5,ACRE,.5,ACRE,20,ACRE,0,0,10,0,0,0,NO
20122254,YES,1ST HALF NOV,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,58,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,.5,ACRE,10,ACRE,0,0,0,0,5,366,YES
20123255,YES,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,NO,,0,0,NO,YES,YES,NO,5,ACRE,1,ACRE,5,ACRE,0,0,0,0,0,0,NO
20123256,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,3,ACRE,1,ACRE,6,ACRE,0,0,0,0,0,200,NO
20123257,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,4,KM,NO,,0,0,YES,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,2,ACRE,10,ACRE,20,5,0,0,5,300,YES
20124258,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,35,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,10,ACRE,0,0,0,0,14,182,YES
20126259,YES,2ND HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,12,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,1,ACRE,.25,ACRE,15,HECTARE,0,0,0,0,0,0,YES
20127260,YES,2ND HALF DEC,1ST HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,.5,ACRE,5,ACRE,10,0,0,0,50,15,NO
20201261,YES,2ND HALF DEC,1ST HALF APR,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,NO,,2,2,NO,YES,YES,YES,2,ACRE,.4,ACRE,5,ACRE,0,0,0,0,20,0,NO
20201262,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,NO,25,KM,NO,,0,0,NO,NO,YES,NO,2,ACRE,.5,ACRE,10,ACRE,15,5,4,0,5,800,YES
20201263,YES,1ST HALF DEC,2ND HALF MAR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,5,5,NO,YES,YES,NO,10,ACRE,1,ACRE,10,ACRE,0,50,0,0,300,0,NO
20201264,YES,2ND HALF DEC,2ND HALF APR,<=3/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),YES,,,NO,,5,5,NO,NO,NO,NO,2,ACRE,.8,ACRE,5,ACRE,8,4,20,3,120,200,NO
20201265,YES,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,4,4,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",1,ACRE,.5,ACRE,2,ACRE,10,0,0,0,0,50,NO
20201266,YES,2ND HALF NOV,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,4,4,NO,YES,YES,NO,6,ACRE,1,SQ METER,6,ACRE,0,3,0,1,2,10,NO
20202267,YES,2ND HALF DEC,2ND HALF JUN,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,80,KM,YES,240,1,5,NO,NO,NO,NO,3,ACRE,1,ACRE,3,HECTARE,0,0,0,0,50,50,YES
20202268,YES,2ND HALF DEC,1ST HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,200,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,5,ACRE,20,5,0,0,30,100,YES
20203269,YES,2ND HALF DEC,2ND HALF MAR,NONE,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",YES,,,NO,,4,4,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,.5,ACRE,.9,ACRE,1,ACRE,10,0,0,0,20,0,NO
20204270,YES,2ND HALF DEC,2ND HALF APR,ALL,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,5,KM,NO,,0,0,NO,YES,YES,NO,1.5,ACRE,2,ACRE,3,ACRE,30,3470,500,0,0,400,NO
20204271,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,7,KM,YES,50,3,3,NO,NO,NO,NO,5,ACRE,1.5,ACRE,52,HECTARE,10,0,0,0,20,20,YES
20204272,YES,2ND HALF DEC,2ND HALF APR,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,25,KM,YES,50,3,3,NO,YES,YES,NO,6,ACRE,1,ACRE,5,ACRE,0,16,0,7,5,20,YES
20205273,YES,1ST HALF DEC,1ST HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,YES,100,5,5,NO,YES,YES,NO,2,ACRE,1.5,ACRE,1,HECTARE,1,1,0,0,20,0,YES
20206274,YES,2ND HALF DEC,2ND HALF APR,ALL,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,40,KM,NO,,0,0,NO,NO,NO,NO,3,ACRE,1.5,ACRE,5,HECTARE,0,0,0,0,0,20,NO
20206275,YES,1ST HALF DEC,1ST HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,24,KM,NO,,2,3,NO,NO,NO,NO,3,HECTARE,2.5,ACRE,3,HECTARE,0,0,0,0,10,552,NO
20206276,YES,2ND HALF DEC,1ST HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,3,3,NO,YES,YES,NO,1,ACRE,.5,ACRE,5,ACRE,32,5,44,44,80,20,NO
20206277,YES,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,YES,20,4,4,NO,YES,YES,NO,4,ACRE,1.5,ACRE,22,ACRE,16,16,8,27,60,180,YES
20206278,YES,1ST HALF DEC,1ST HALF MAY,<=1/4,"ANIMALS GRAZE FREELY, BUT FARMERS MAY FENCE",NO,11,KM,NO,,0,0,NO,NO,YES,YES,5,ACRE,1,ACRE,5,ACRE,300,100,10,0,170,586,YES
20206279,YES,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,2,2,NO,YES,YES,NO,2,ACRE,1,ACRE,2,ACRE,10,0,0,0,0,100,NO
20206280,YES,1ST HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,14,KM,YES,35,5,5,NO,YES,YES,NO,3,ACRE,.5,ACRE,3,ACRE,80,1,0,20,10,253,YES
20207282,YES,1ST HALF DEC,2ND HALF APR,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,20,4,4,NO,YES,YES,NO,2.5,ACRE,1,ACRE,2,ACRE,100,10,0,2,0,225,YES
20220283,YES,1ST HALF DEC,2ND HALF MAR,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,4,KM,NO,,3,3,NO,NO,NO,NO,1.5,ACRE,.5,ACRE,2,ACRE,0,0,0,0,250,0,NO
20301284,YES,2ND HALF DEC,2ND HALF APR,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,45,2,2,YES,YES,YES,NO,2.5,ACRE,1,ACRE,5,ACRE,100,6,160,45,90,195,YES
20302285,YES,1ST HALF DEC,1ST HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,21,KM,YES,42,6,6,NO,NO,NO,YES,3,ACRE,.5,ACRE,6,ACRE,90,0,0,20,100,130,NO
20302286,YES,2ND HALF DEC,2ND HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,6,KM,NO,,0,0,NO,NO,NO,NO,2,ACRE,.25,ACRE,3,ACRE,0,0,0,28,0,0,YES
20303287,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,NO,,5,5,NO,YES,YES,YES,4,ACRE,1.5,ACRE,10,ACRE,0,0,0,0,190,246,YES
20303288,YES,1ST HALF DEC,2ND HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,5,KM,NO,,12,12,YES,NO,NO,NO,1.5,ACRE,.4,ACRE,3,ACRE,5,0,308,0,309,154,YES
20303289,YES,2ND HALF NOV,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,7,KM,YES,174,6,6,NO,NO,NO,NO,2,HECTARE,1,ACRE,3,HECTARE,0,0,0,6,194,194,NO
20303290,YES,1ST HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,10,10,NO,NO,NO,NO,3,ACRE,1.5,ACRE,7,ACRE,2,0,0,0,200,264,NO
20303292,YES,2ND HALF DEC,1ST HALF JUN,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,5,KM,YES,1145,1,1,NO,NO,NO,NO,4,ACRE,1,ACRE,4,ACRE,0,145,100,100,145,290,YES
20304293,YES,1ST HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,24,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,5,ACRE,1.5,ACRE,5,ACRE,2,0,0,0,40,136,YES
20304294,YES,2ND HALF NOV,2ND HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,14,KM,YES,120,10,10,NO,YES,YES,NO,2,ACRE,1,ACRE,5,ACRE,2,0,0,42,100,198,NO
20305295,YES,2ND HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,30,5,8,NO,YES,YES,NO,3,ACRE,.4,ACRE,5,ACRE,15,0,180,10,100,222,YES
20305296,YES,2ND HALF DEC,2ND HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,3,ACRE,4,ACRE,3,ACRE,30,30,0,0,1250,1300,YES
20305297,YES,2ND HALF DEC,2ND HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,10,KM,YES,50,4,4,NO,YES,YES,YES,5,ACRE,1,ACRE,16,HECTARE,0,0,0,0,130,202,YES
20305298,YES,1ST HALF DEC,1ST HALF MAY,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,9,KM,YES,156,5,5,NO,YES,YES,NO,9,ACRE,2,ACRE,15,ACRE,0,0,256,10,40,256,YES
20305299,YES,2ND HALF DEC,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,9,MILE,YES,150,4,4,NO,YES,NO,YES,7,ACRE,3,ACRE,10,ACRE,6,0,0,33,150,170,YES
20306300,YES,1ST HALF DEC,1ST HALF JUN,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,YES,40,0,0,NO,NO,NO,NO,2,ACRE,.5,ACRE,7,ACRE,0,20,0,1,60,100,NO
20307301,YES,2ND HALF DEC,1ST HALF JUN,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,20,3,3,NO,YES,YES,NO,3,ACRE,1,ACRE,10,ACRE,0,0,0,20,0,80,YES
20307302,YES,2ND HALF DEC,1ST HALF JUN,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,10,10,NO,NO,NO,NO,5,ACRE,1,ACRE,5,ACRE,4,4,0,0,60,1100,YES
20307303,YES,1ST HALF DEC,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,NO,NO,YES,NO,9,ACRE,.8,ACRE,10,ACRE,0,0,0,0,100,600,NO
20320304,YES,2ND HALF NOV,2ND HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,15,15,NO,NO,NO,NO,1,ACRE,.25,ACRE,15,ACRE,0,0,0,0,3,200,NO
20401305,YES,2ND HALF DEC,1ST HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,3,ACRE,1,ACRE,5,ACRE,0,0,10,0,5,394,NO
20401306,YES,2ND HALF NOV,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,1,ACRE,5,ACRE,10,10,0,0,15,1,NO
20402307,YES,2ND HALF DEC,1ST HALF JUN,ALL,"ANIMALSGRAZEFREELY, NO FENCING",NO,15,KM,YES,40,3,3,NO,YES,YES,NO,4,ACRE,1,ACRE,7,ACRE,0,0,0,0,180,210,YES
20402308,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,YES,3,ACRE,.5,ACRE,10,ACRE,0,0,0,0,0,403,NO
20402309,YES,1ST HALF DEC,2ND HALF MAY,<=1/2,"ANIMALSGRAZEFREELY, NO FENCING",NO,2,KM,YES,144,8,8,NO,YES,YES,YES,10,HECTARE,2.5,ACRE,14,HECTARE,0,0,0,0,200,300,YES
20402310,YES,2ND HALF NOV,1ST HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),YES,,,NO,,0,0,NO,NO,NO,NO,3,ACRE,1,ACRE,10,ACRE,0,0,0,0,12,300,YES
20402311,YES,1ST HALF DEC,2ND HALF MAY,ALL,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,10,6,6,NO,YES,YES,NO,3,ACRE,1,ACRE,10,ACRE,0,0,0,0,0,370,YES
20403312,YES,1ST HALF NOV,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,2,2,YES,NO,NO,NO,2,ACRE,.5,ACRE,4,ACRE,0,0,0,0,200,200,YES
20403313,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,6,6,YES,NO,NO,NO,2,ACRE,.5,ACRE,8,ACRE,0,0,0,0,0,0,NO
20404314,YES,1ST HALF DEC,1ST HALF JUN,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",NO,2,KM,NO,,0,0,NO,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",NO,2,ACRE,.5,ACRE,3,ACRE,0,0,200,0,0,300,NO
20404315,YES,2ND HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,11,KM,NO,,0,0,NO,NO,NO,NO,3,ACRE,1.5,ACRE,6,ACRE,150,0,250,55,5,480,YES
20404316,YES,1ST HALF DEC,2ND HALF MAY,NONE,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,60,KM,NO,,1,0,NO,YES,YES,NO,3,ACRE,.25,ACRE,7,ACRE,200,0,0,0,0,0,YES
20405317,YES,2ND HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,2,ACRE,.5,ACRE,10,ACRE,0,0,0,0,20,95,YES
20405318,YES,1ST HALF DEC,1ST HALF MAY,<=3/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,YES,YES,NO,1.5,ACRE,.25,ACRE,10,ACRE,0,0,0,0,0,250,YES
20405319,YES,2ND HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,42,0,0,YES,NO,NO,NO,1,ACRE,.5,ACRE,3,ACRE,10,5,50,80,100,157,NO
20405320,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,2,KM,NO,,1,0,NO,YES,NO,"YES,BUT NOT IF HH IS IN NEED",2,ACRE,1,ACRE,7,ACRE,50,0,300,5,85,100,YES
20406321,YES,2ND HALF NOV,2ND HALF MAY,NONE,ANIMALS GRAZE FREELY BUT FARMERS MAY ONLY FENCE PERENNIAL CROPLAND,YES,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,.4,ACRE,3,ACRE,0,0,0,56,0,250,NO
20406322,YES,1ST HALF DEC,2ND HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,1,1,NO,NO,NO,NO,1.5,ACRE,.5,ACRE,3,ACRE,0,0,0,0,7,296,NO
20406323,YES,2ND HALF DEC,2ND HALF JUN,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,0,0,NO,NO,NO,NO,1,ACRE,.5,ACRE,2,ACRE,0,0,0,270,0,270,NO
20407324,YES,1ST HALF DEC,1ST HALF MAY,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,NO,,2,2,NO,NO,NO,NO,2,ACRE,.5,ACRE,5,ACRE,0,0,0,0,55,5,NO
20421325,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,1,KM,NO,,15,15,NO,YES,YES,NO,1,ACRE,.5,ACRE,3,ACRE,0,0,0,75,1,172,YES
20501326,YES,2ND HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,35,KM,NO,,0,0,NO,NO,NO,NO,.5,ACRE,.25,ACRE,1,ACRE,0,0,0,3,0,0,NO
20501327,YES,1ST HALF DEC,1ST HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,3,KM,NO,,0,0,YES,"YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED","YES,BUT NOT IF HH IS IN NEED",.5,ACRE,.25,ACRE,3,ACRE,6,10,0,0,15,150,YES
20501328,YES,1ST HALF DEC,1ST HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,15,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",2,HECTARE,1,ACRE,3,ACRE,10,0,0,0,300,264,YES
20502329,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,8,KM,NO,,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,5,ACRE,25,2,0,0,50,172,YES
20502330,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,50,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,5,ACRE,90,62,0,200,15,225,YES
20502331,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,6,KM,NO,,2,2,NO,YES,YES,YES,1,ACRE,.5,ACRE,3,ACRE,0,0,0,0,70,300,YES
20502332,YES,1ST HALF DEC,2ND HALF APR,<=3/4,ANIMALS ONLY GRAZE ON OWNER'S FIELDS (NO OPEN GRAZING),NO,26,KM,NO,,0,0,NO,YES,YES,YES,1.5,ACRE,1,ACRE,3,ACRE,15,5,500,10,450,500,YES
20503333,YES,1ST HALF DEC,2ND HALF APR,NONE,"ANIMALSGRAZEFREELY, NO FENCING",NO,21,KM,YES,34,0,0,NO,YES,YES,NO,2,ACRE,1,ACRE,4,ACRE,7,0,0,0,36,180,YES
20504334,YES,1ST HALF DEC,2ND HALF APR,<=1/4,"ANIMALSGRAZEFREELY, NO FENCING",YES,,,YES,60,0,0,NO,YES,YES,"YES,BUT NOT IF HH IS IN NEED",2,ACRE,1,ACRE,5,ACRE,10,80,0,0,50,200,YES
