case_id,HHID,gardenid,ag_i202,ag_i203_1a,ag_i203_1b,ag_i203_2,ag_i204_9,ag_i205,ag_i206,ag_i208a,ag_i208a_oth,ag_i208b,ag_i208c,ag_i208c_oth,ag_i208d,ag_i209a,ag_i209b,ag_i212,ag_i212_oth,ag_i213a,ag_i213b,ag_i213_1a,ag_i213_1b,ag_i214,ag_i214_oth,ag_i216a,ag_i216a_oth,ag_i216b,ag_i216c,ag_i216c_oth,ag_i216d,ag_i217a,ag_i217b,ag_i_2_20,ag_i_2_20Oth
312057450023,44729d7aac404d9b9ebc175ab2addf62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303075430052,4499bf30da0c4b1491daf4b982a0e1fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308026460045,449eb49c144744f284ae75047d484007,DG05,2,1,,,NO,100000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
308026460045,449eb49c144744f284ae75047d484007,DG06,2,1,,,NO,200000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
313027590196,44bc6afbcfe84c2f989af31435713991,DG05,2,4,,1997,NO,100000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
201122470173,44e47f00ac844b989479047e471b0155,DG04,1,1,,2009,NO,70000,3000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
203032890055,44e9a2ce9d4d40198ceb67b1e65cb522,DG05,1,1,,2003,NO,50000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
208064230001,44f9702eb25047f0a5c3fe07f448e71a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203073010079,44fc00ff34354d7da945c314fd49796d,DG02,1,,,,,,,,,,,,,5000,0,Other (Specify),DIMBA SEASON,2,.a,1,.a,Cultivated,,,,,,,,,,,
208064230004,44fc74028d2c4869bb617f5af6cdcea4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201012370084,451a5c49e2ca4a679e068c8fd47402c7,DG05,1,,,,NO,150000,45000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
309016690294,453f71e52c864c37a4d145ca9aadc351,DG03,2,1,,2001,NO,100000,5000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
307116370027,454af29f02a74cec8b8f7795bb28b333,DG04,1,,,2007,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
204063210047,457e5c5e35734985b7b2a92d41e6d5d4,DG04,1,2,,1991,NO,100000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Fallow,,,,,,,,,,,
205053360076,459bb65556ad4f90bf694113ba478ded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208034160240,45b5e841eb304e488ad6dfd2fca85b4d,DG03,1,1,,1999,NO,200000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
209034340002,45b737f8b815450eb1ad190c47d2c772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308036510022,45f4b4355ac14b9385fd57c06c960ea9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208024130493,4606018e00564978b22f0b2444933ddc,DG03,2,1,,2012,NO,200000,6000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
313027590006,464054cf98b642e6858bfd4d7c5e5696,DG03,2,1,,2013,NO,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311027110224,464233eec10d4aa3a9d1ed223e33b2d3,DG01,1,1,,2017,NO,100000,40000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207084030293,46811c4cb9e84989b09cc0fbb74a81e3,DG04,1,1,,2003,NO,300000,70000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
206063630222,47098dec482048e39647dffda9a0488e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107382240074,47191201e114406cb0326818d0c25e04,DG03,1,,,2010,NO,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
304025580211,475f0d2bfab44f9d82b6189b369f690e,DG05,5,,,,,,,,,,,,,7500,0,Other (Specify),DIMBA SEASON,1,.a,5,.a,Cultivated,,,,,,,,,,,
206163790366,47606658b55940f1a420bd7b64c65f2d,DG03,2,5,,2011,NO,150000,6000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311077230259,478e6e79ba5a4f84b2197834fe14df6d,DG03,1,1,,2014,NO,140000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
103121660050,479484f27b8b41148cc4d1b93d00f07b,DG05,1,2,,2006,NO,200000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105062030088,47956312fe994e3da8d00a1370465785,DG04,1,2,,1998,NO,200000,50000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
304015540160,47a97d8a52824f6d9d9057be1309643f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202042720236,47c1a8fbc38b418ea4907ba73a3c89dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053180155,47c7c08f008b475e80e9758e7df0bcac,DG04,1,1,,2016,NO,500000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
309056790191,47fc5b8bae134eda81fb543361d2b86a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205043340003,480a0fc7419e4da9a106662de514c2b4,DG04,2,,,,,,,,,,,,,5000,0,Rainy Season,,2,.a,2,.a,Cultivated,,,,,,,,,,,
305075930011,482efb9caf774940a4c8086dee713811,DG03,2,2,,2003,NO,250000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
310077030036,483a93e19db04936a542879bde6861f2,DG02,1,1,,1985,NO,20000,2000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206083670169,483c31b134254e4a97653c585d7aaf05,DG04,1,1,,2004,YES,50000,20000,,,,,,,,,Other (Specify),NOT RENTED,,,,,Cultivated,,,,,,,,,,,
207124050200,484028bbf0df4dc7b2f54cdc1c9c1c47,DG03,1,1,,2002,NO,200000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105082070130,48a751d5b7814dc7963fe031235b7e1f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104041790087,48f10645e28b42b3ace6943fcc4ed791,DG03,2,1,,2003,NO,50000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
203032880225,491584b280834cb5a5fdfabbf92fbeef,DG04,1,1,,1993,NO,150000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207043950386,4917dcd255fd4052bcd296db5b7af5a8,DG04,2,1,,2003,NO,300000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
101011040041,493519f5d58042dd8e21c3967f4e8d5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017570025,49638af779634da29abeda92c594ed93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101061170117,49d50d7e550d4049bdf1781263f79226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307076270051,49e15db1f8004333973e659f3d29282f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313037700088,49eb4698323b4213b604c154377543b1,DG04,1,3,,2017,NO,130000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
107432320078,4a0798424852487082fa925c3aeb2528,DG03,1,,,2009,NO,200000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
209094430093,4a14267265774c6fbfc8b3c7197912ad,DG02,1,1,,2001,NO,80000,20000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
310207080287,4a4330525dec46aba2a46e49a5f7e1be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301074990126,4a502e69ee7245b79750b132f997d67c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207043950405,4a7a3fd454f14f539e2327952fa2eacc,DG03,1,1,,2003,NO,250000,15000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
306026090101,4a8fef0d499f4966ab5c73f0b3ca5c1f,DG08,2,1,,2000,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208044190005,4aa793399f7345cf837e0f06d59c35c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306015980102,4ab3ef1535e64a33976f671ca7cc2c82,DG03,1,2,,2006,NO,100000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
101021080058,4ab5ca6c1cbe4d67b31b20f8667ca8a1,DG05,1,4,,2015,NO,200000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207013870284,4b004c50fe98479cbe445f633cd84e73,DG03,1,1,,2000,NO,80000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311057190289,4b9d1ad0f72c4fb98e7fd36539107540,DG02,1,,,,,,,,,,,,,8000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
308056550043,4bbc371463734626ba41a2f435a3b2c4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309036750249,4bc1a2dad5c6488eb81d9e5a381d60e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305075930461,4bd4956a85af4fd0a1fa0d0980fb667a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107392250123,4bdb236d26aa482fbfdc493edda3cd03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201092450106,4befcc3d7645400a84174270eed5c735,DG04,1,,,,NO,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
210404530200,4bf56a534f3c4846a8679c8ed75e3bff,DG02,1,,,,,,,,,,,,,,,,,2,.a,1,.a,Cultivated,,,,,,,,,,,
204063210153,4c011f911d3748a7b38081a776217463,DG04,1,4,,2017,NO,150000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
105092080009,4ce4590ee90140fe8425a54ad1047f9a,DG04,1,1,,2014,NO,60000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
301085010001,4cf3e63ba92e4acb99064289cb936ed0,DG03,1,3,,2017,NO,60000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206043590351,4d29e706ee4f4bd5930ee5c700340833,DG03,2,2,,2016,NO,900000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
105021950128,4d576874b95b4971a71cf9d0ab28f125,DG05,1,1,,2010,NO,350000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105102090135,4d7066ec9ab641d1ac349280df1abdfa,DG03,1,1,,1966,NO,200000,12000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207023900131,4dc48e871d5b405c82925b2e8f9cb9d9,DG04,1,1,,2003,NO,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
205053360217,4dce8b81c3d6420e86417e5d6eafa81c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207084030190,4df7602c43fe46528c98bd9d39e370f0,DG04,1,1,,2017,NO,250000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
204043140031,4e194194c7514b809ad3223f485be78a,DG03,1,1,,2018,NO,200000,7000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
209034330055,4e2a94918d91426b94c98b4fd208379b,DG04,2,1,,2016,NO,150000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
201092450295,4e2c1e3d8af24035b193b461550ab702,DG03,1,,,2019,NO,15000,2500,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
303095500166,4e4c91a4cb2d4de387928b4f049e1667,DG04,2,1,,,NO,15000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
210514550079,4e62bf61eec54af6ba232bb016d5c529,DG01,2,1,,2003,NO,3000000,60000,,,,,,,,,Other (Specify),PER MONTH,,,,,Cultivated,,,,,,,,,,,
311047150242,4ed17bde3afc45499186cb4a72679446,DG02,1,,,2009,NO,400000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105011920095,4ef27949e0c3449390345a99f9e1e16a,DG03,1,1,,2013,NO,100000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
203042940062,4ef3ac30dd4c4d90aa523d541fe8d4e8,DG04,2,4,,1992,NO,50000,20000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
311067200115,4f0510d4dfe24a12b234e032f8014fd1,DG03,1,,,2017,NO,80000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
107442330135,4f2913d915e846f3855e6512257a7307,DG03,1,,,,,,,,,,,,,,,,,1,.a,1,.a,Cultivated,,,,,,,,,,,
207204060143,4f341ed1985e4c3d85b67a185262db6f,DG03,2,4,,2005,NO,250000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
202042710069,4f5f1e001d834b1e847060b866ddfe80,DG01,1,,,,,,,,,,,,,,,,,1,.a,1,.a,Cultivated,,,,,,,,,,,
202202830325,4f705d7392434287a6704b4a5f0d9750,DG01,1,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,1,.a,1,.a,Cultivated,,,,,,,,,,,
208034170021,4fae0f61e60249e9812d3326d0ae1953,DG04,1,1,,2013,NO,100000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
207013850196,4ffc9d7d89c143b1ad03b9474b534d01,DG05,1,1,,2007,NO,400000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207013850196,4ffc9d7d89c143b1ad03b9474b534d01,DG06,1,1,,2007,NO,50000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207013850196,4ffc9d7d89c143b1ad03b9474b534d01,DG04,1,,,2012,YES,1000000,50000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
101031110168,504c675b07b641c6a5565e53b2121e71,DG05,2,1,,2016,YES,150000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207043950155,5054997e5bfb4c1b91a2700249a4793c,DG03,1,1,,1998,NO,150000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
202042720122,505e933821c14c78a1717f83bea397c7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304035630212,5062a625d65749378589b91d89551e96,DG04,1,,,,,,,,,,,,,3500,0,Other (Specify),DIMBA SEASON,3,.a,1,2,Cultivated,,,,,,,,,,,
309056810005,509a0bc799d746c4a5f3af872269c748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103011480174,5119e21efd7844f88bdfc19ec1ae1151,DG04,1,,,2014,NO,5000000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
206023540159,5121e5c67923407692f12a3f750cea0a,DG03,2,2,,,YES,50000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208014080131,512bacd75e2542609b75c72b09c860fd,DG03,2,1,,2018,NO,50000,1500,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
303075430073,51635c9c3ba648e7ab70523192886ca3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201192500137,516aad970c1f43f38adf448fcb44e17b,DG03,1,,,2016,NO,300000,100000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
303075430059,5175ab19bbea4206bbdecf6006164d7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311077220102,519c299c7f7f494f8293f73ee076b973,DG05,1,6,,2015,NO,100000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
311077220102,519c299c7f7f494f8293f73ee076b973,DG06,1,6,,2015,NO,50000,15000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
201132480054,519d78b4e80b44d88df1e8a00b764def,DG03,2,1,,,NO,30000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308056570199,51b5cae1ff4c4aa1be2f5f65dfab9a5e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203052970006,51d6bf29365c4d54a1a3e29fd00415c0,DG04,2,,,,,,,,,,,,,,,Rainy Season,,1,.a,1,.a,Cultivated,,,,,,,,,,,
309036750080,5207307152e84346a60b80e1ae4e69fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311207300533,524ded0a6fa043e2908b4f123153ef86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301085010029,5254ecd2d2c6496ab79455687ba9565f,DG03,1,,,2012,NO,120000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
203032890048,529e77d7352543d9a5389d0644b14ff9,DG03,1,5,,1999,NO,100000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
207053970161,52cc01d621174bd19322b64efed8e9b0,DG03,2,1,,2000,NO,150000,10000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
203032910072,52d2a2c1b8da4119b0dc423cb4000652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302035130315,52d8885ff9dd42858915107f03a9bfef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107402300042,52f452c40cdf4ab697c7d5eaafe6ed7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313017570027,5301cdb9983a4756bf8ce366f292c37a,DG02,2,1,,2015,NO,15000,6000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311087260207,533c73a0fc454d3e8e8b72e4be3f312b,DG02,2,,,2018,NO,50000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
103011500012,5352a708e8014f2f9791f3252dbf6eb6,DG04,1,3,,2016,NO,100000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
208014100066,5358de7fe7ec4b14bf3481626a3dd384,DG04,1,,,2005,NO,50000,7000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
207023900195,5358f11796da4e339058b94f9ae08bf0,DG06,3,2,,2013,NO,500000,300000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
104011690077,5371a43aaeb04884a401d71190fbd967,DG05,3,,,1998,NO,500000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
301054940173,538cb4e3f9fc4037be78be85a15e4597,DG03,1,1,,,NO,80000,5000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
308016430096,539633f96d15427cad6e0201fd8a5b6d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309016700224,53c2b9aa44df4152a1e36d23dfc529bf,DG03,1,1,,,NO,60000,8000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
103031530017,53cf6569e4ca4c3db4fe42e1f89e2982,DG03,1,,,,NO,150000,8000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
201132480229,53e1255315534be3977b82e5fbdd8da9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306036130215,53e655e9b8b44001ace3a92e1df9a09c,DG04,1,,,,,,,,,,,,,0,0,Other (Specify),DIMBA SEASON,1,.a,1,.a,Cultivated,,,,,,,,,,,
303065410089,53f648086072421490fc22f77c21956b,DG04,1,,,,,,,,,,,,,,,,,2,.a,1,2,Cultivated,,,,,,,,,,,
309056790055,540e9b5c8d134bfc8fc6773caaf3da33,DG03,2,1,,2012,YES,200000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
202062770260,5411f3833fee4c75826df674bc5ed976,DG05,1,,,2015,YES,75000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
312017330170,5431fb1f389e4cd8a01f54c7a4c6aa16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206023540052,54583fcba5004f76b31186ae723dd62b,DG03,1,1,,2014,NO,50000,4000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
203022850042,5463850791cd48eb9f74ea9b651a687f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207013870079,54e60a3efac54c5dbc7c0ef16ec9835a,DG05,1,2,,2000,NO,105000,42000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207013870079,54e60a3efac54c5dbc7c0ef16ec9835a,DG06,1,2,,1999,NO,100000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
311057170308,54e7f424f81e4579a35f6721512bcc7f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305015780009,54f7920c99bf4655946c1d46c44a8de2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107452360112,55290d1de8da43ddb28e987ab3dc65b4,DG02,2,2,,2004,NO,150000,30000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
308056540043,5555ca0c58354d418969c740c463f061,DG03,2,1,,2005,NO,30000,20000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
206093710142,557a6b10fc534b28aedcb86f45aa5cb9,DG04,1,1,,,NO,1500000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
201262590121,5587fcc4c98d4804aff2b5ff593fdfc0,DG04,1,1,,1984,NO,250000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
313017550185,558fe136331a4be78086af2d28990dca,DG03,1,,,,,,,,,,,,,,,,,4,.a,1,.a,Cultivated,,,,,,,,,,,
209094440167,55c8d76d0c2440239240d58b7119a541,DG03,1,,,,,,,,,,,,,,,,,1,.a,1,2,Cultivated,,,,,,,,,,,
206083690250,55ce9bebe38045d181f7dd97c8e3c101,DG03,1,1,,2014,NO,300000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
206083670202,55d5d9da934c457f8d87fa50fceee8fb,DG07,2,1,,2010,NO,60000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
209094430177,55d71bce4b1446d9aae3761a3e5af295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210404530223,55e1825ef984475c9d73c75b33d747c8,DG02,2,1,,1999,NO,5000,15000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
105062030070,55e7f2a1e3b74294bb8d4104842c9b79,DG03,1,1,,1999,NO,150000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
208034150229,560b499f05c6493f80d8f49972c6f852,DG04,2,3,,1995,NO,150000,20000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207063990270,56575624d0184bafb65047b6804dc3b4,DG04,2,1,,2004,NO,250000,25000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
203032870092,568b7d8a0d9f4df6ab1eb08eeb910366,DG02,2,1,,1961,NO,8000,700,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
207053970135,56b2dda0eb654084800b596cab028ab4,DG05,2,2,,2013,NO,300000,15000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
308016440168,571ce334e64a4c778033bc30fc051280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207074020026,57207592d33b48359603daf17ac21341,DG03,2,1,,2013,NO,100000,20000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
206023550025,5747fdf01f854dfc97bb60457abc9253,DG03,1,1,,2006,NO,20000,10000,,,,,,,,,Rainy Season,,,,,,Cultivated,,,,,,,,,,,
304075700161,574cb87bc92c4a9d80cdadf66fc369c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204053170109,5777b8a0028b42ba8332a0c703977981,DG03,1,1,,1964,NO,150000,30000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
104041790016,5777cf63ff8740d485be1de53f8d4eac,DG05,2,,,,,,,,,,,,,,,,,1,.a,1,.a,Cultivated,,,,,,,,,,,
206033560084,5790ef9276a44ea9b07893a847525633,DG03,2,2,,2017,NO,50000,5000,,,,,,,,,Other (Specify),DIMBA SEASON,,,,,Cultivated,,,,,,,,,,,
301085010242,57b3e40c1fc7481883ac4557fe4778cb,DG03,1,,,,,,,,,,,,,,,,,9,.a,1,.a,Cultivated,,,,,,,,,,,
206173840094,57ce27836dba4a4f83f6eb2c1eeceb30,DG06,2,,,,,,,,,,,,,0,70000,Full Year (Rainy &amp; Dimba Seasons),,3,.a,1,2,Cultivated,,,,,,,,,,,
207043950371,57d27bf5d9ad4ccc99f0f92b126fa073,DG03,1,1,,2005,NO,35000,10000,,,,,,,,,Full Year (Rainy &amp; Dimba Seasons),,,,,,Cultivated,,,,,,,,,,,
