case_id,HHID,gardenid,plotid,ag_p0_crops,ag_p0c,ag_p0c_oth,ag_p0a,ag_p0aoth,ag_p01,ag_p02a,ag_p02b,ag_p02b_oth,ag_p03,ag_p04,ag_p05,ag_p06a,ag_p06b,ag_p06c,ag_p06d,ag_p07,ag_p08a,ag_p08b,ag_p08_oth,ag_p08_1,ag_p08_1oth,ag_p09a,ag_p09b,ag_p09b_oth,ag_p09_1
304025580029,d7247df66aff4f75a8cc4cdf57a9beb4,TG01,T02,MANGO,MANGO,,MANGO (SPECIFY),MWANG'ONO,SCATTERED,,,,1,9999,0,DECEMBER,2019,JANUARY,2020,YES,Other (Specify),,ROTTING,,,1,BASKET (DENGU),,FRESH
202022670039,d7426dde47ed43a880e615c487060e3b,TG03,T01,Cassava,CASSAVA,,Beatrice,,PLANTATION,5,ACRE,,0,2018,0,OCTOBER,2018,AUGUST,2019,NO,,,,,,20,KILOGRAM,,FRESH
104011710108,d7551081dfac43478b85a3bf71009ec9,TG01,T01,Pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAWPAW,SCATTERED,,,,2,2017,0,DECEMBER,2018,OCTOBER,2019,NO,,,,,,2,50 KG BAG,,FRESH
104011710108,d7551081dfac43478b85a3bf71009ec9,TG01,T01,Orange,ORANGE,,ORANGE (SPECIFY),LOCAL,SCATTERED,,,,1,2003,0,DECEMBER,2018,SEPTEMBER,2019,YES,Effects of Community problems,,,,,1,50 KG BAG,,FRESH
104011710108,d7551081dfac43478b85a3bf71009ec9,TG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,10,2003,0,AUGUST,2018,JANUARY,2019,YES,Effects of Animals,,,,,5,50 KG BAG,,FRESH
309026730029,d756d9f12ea448c9a8970472ed35d1f8,TG01,T01,MANGOES,MANGO,,MANGO (SPECIFY),GUDUMU,SCATTERED,,,,2,1989,0,OCTOBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,1,50 KG BAG,,FRESH
309026730029,d756d9f12ea448c9a8970472ed35d1f8,TG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),ZANDA,PLANTATION,.09,ACRE,,999,1990,0,MARCH,2019,JUNE,2019,YES,Effects of Crop theft,,,,,23,BASKET (DENGU),,FRESH
209074400082,d757379e53c94cb4a028b929ee1ce82d,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),ALEXANDER,SCATTERED,,,,6,2016,0,SEPTEMBER,2018,AUGUST,2019,NO,,,,,,1,BUNCH,,FRESH
209074400082,d757379e53c94cb4a028b929ee1ce82d,RG03,T02,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,5,1985,0,SEPTEMBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,90,KILOGRAM,,FRESH
305065880005,d781f0cb026842589e11407a788a47e8,TG01,T01,T01 pakhomo,OTHER (SPECIFY),namphini,Others CROPS (Specify),LOCAL,PLANTATION,1,ACRE,,999,9999,0,MARCH,2019,FEBRUARY,2020,NO,,,,,,0,,,
305065880005,d781f0cb026842589e11407a788a47e8,TG01,T02,T02 pakhomo,OTHER (SPECIFY),ntombozi,Others CROPS (Specify),LOCAL,PLANTATION,1,ACRE,,999,9999,0,MARCH,2019,FEBRUARY,2020,NO,,,,,,0,,,
301095030003,d7af201c2c36492086860062c85dbd8d,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),ABADA,SCATTERED,,,,7,1970,0,SEPTEMBER,2018,DECEMBER,2018,YES,Effects of Crop theft,,,,,50,90 KG BAG,,FRESH
301095030003,d7af201c2c36492086860062c85dbd8d,TG01,T02,Banana,BANANA,,BANANA (SPECIFY),INDIA,SCATTERED,,,,10,2000,0,JANUARY,2018,OCTOBER,2018,YES,Effects of Crop theft,,,,,4,BUNCH,,FRESH
206063630014,d7b1718756dc4bb9bf10b3d2d7649b2d,RG02,T01,Mphakasa,OTHER (SPECIFY),Mphakasa,Others CROPS (Specify),MPHAKASA,SCATTERED,,,,1,2005,0,JANUARY,2017,JANUARY,2018,NO,,,,,,0,,,
206063630014,d7b1718756dc4bb9bf10b3d2d7649b2d,RG02,T01,Accacia,OTHER (SPECIFY),Accacia,Others CROPS (Specify),ACCACIA,SCATTERED,,,,5,1997,0,JANUARY,2017,JANUARY,2018,NO,,,,,,0,,,
207074000400,d7b259eb34124bf1995c4443fce086c5,RG02,T01,MANGOES,MANGO,,MANGO (SPECIFY),SMALL,SCATTERED,,,,2,2007,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,4,50 KG BAG,,FRESH
101061160143,d7b9cd5d99d846299701bee589a0fd0a,RG02,T01,MANGO,MANGO,,MANGO (SPECIFY),WAKA,SCATTERED,,,,5,1980,0,DECEMBER,2018,JANUARY,2019,NO,,,,,,5,BASKET (DENGU),,NOT APPLICABLE.
102031300042,d7df75d417a74158ae61c4ecaa597324,RG01,T01,Cassava,CASSAVA,,GomaniMutua/mutuba,,PLANTATION,2,ACRE,,,,,NOVEMBER,2017,NOVEMBER,2018,NO,,,,,,2,OX-CART,,FRESH
206053620013,d803fbd6b0574eadbc500456ae175b0c,TG01,T01,MEXICAN APPLE,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),LOCAL MASUKU,SCATTERED,,,,1,9999,0,MARCH,2019,MARCH,2020,YES,Other (Specify),,rotting,,,5,50 KG BAG,,FRESH
201152490099,d8040d76cf5a4ea8998f5de9d348ddfe,TG01,T01,T01 MANGOES,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,4,2010,4,SEPTEMBER,2018,AUGUST,2019,YES,Effects of Irregular Rains,,,,,4,PAIL (LARGE),,FRESH
301095030058,d804fb8524264f8697c55833d0bac5d0,RG01,T01,Mango,MANGO,,MANGO (SPECIFY),AMANA,SCATTERED,,,,2,2012,0,NOVEMBER,2018,JANUARY,2019,NO,,,,,,2,OX-CART,,FRESH
301095030058,d804fb8524264f8697c55833d0bac5d0,RG01,T01,Banana,BANANA,,BANANA (SPECIFY),MAKUMBUKWA,SCATTERED,,,,8,2016,0,MARCH,2018,MARCH,2019,NO,,,,,,1,BUNCH,,FRESH
301095030058,d804fb8524264f8697c55833d0bac5d0,RG01,T01,Pawpaw,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),PAWPAW LOCAL,SCATTERED,,,,5,2015,0,MARCH,2018,APRIL,2019,NO,,,,,,40,PIECE,,FRESH
303115510202,d8083078181f4c17b1fc7f6f9c808d69,RG01,T01,CASSAVA,CASSAVA,,Kachamba,,SCATTERED,,,,,,,OCTOBER,2018,FEBRUARY,2019,NO,,,,,,1,50 KG BAG,,DRY
102041380202,d82049051e80436bb432baa45ea04f92,RG01,T01,CASSAVA,CASSAVA,,Matakolembwende,,PLANTATION,.54,ACRE,,,,,FEBRUARY,2017,JUNE,2018,NO,,,,,,10,90 KG BAG,,DRY
102041380202,d82049051e80436bb432baa45ea04f92,RG01,T01,MANGOES,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,1,2000,0,JULY,2018,JANUARY,2019,NO,,,,,,4,50 KG BAG,,FRESH
303045370248,d82e3cd25814499fabeaa58bfa28c27b,RG01,T01,PAWPAW,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),,SCATTERED,,,,1,2001,0,OCTOBER,2018,DECEMBER,2018,NO,,,,,,2,BASKET (DENGU),,FRESH
303045370248,d82e3cd25814499fabeaa58bfa28c27b,RG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MWANG'ONO,SCATTERED,,,,6,1999,0,OCTOBER,2018,FEBRUARY,2019,NO,,,,,,6,BASKET (DENGU),,FRESH
303045370248,d82e3cd25814499fabeaa58bfa28c27b,RG01,T01,BANANAS,BANANA,,BANANA (SPECIFY),MAKUMBUKA,SCATTERED,,,,15,1999,0,OCTOBER,2018,FEBRUARY,2019,NO,,,,,,9,BUNCH,,FRESH
103021520064,d82ee7d82c034b9e971be8d13b398888,TG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,5,1986,3,JULY,2017,FEBRUARY,2018,YES,Effects of Community problems,,,,,0,,,
103021520064,d82ee7d82c034b9e971be8d13b398888,TG02,T02,Cassava,CASSAVA,,Beatrice,,PLANTATION,1.5,ACRE,,,,,DECEMBER,2017,AUGUST,2018,NO,,,,,,70,50 KG BAG,,FRESH
103021520064,d82ee7d82c034b9e971be8d13b398888,TG03,T03,Cassava,CASSAVA,,Beatrice,,PLANTATION,.5,ACRE,,,,,DECEMBER,2017,SEPTEMBER,2018,NO,,,,,,12,50 KG BAG,,FRESH
307136390162,d836102177954438830f80349d238f82,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,9999,9999,0,NOVEMBER,2019,JANUARY,2020,NO,,,,,,10,50 KG BAG,,FRESH
307136390162,d836102177954438830f80349d238f82,RG01,T01,orange,ORANGE,,ORANGE (SPECIFY),NACHESI,SCATTERED,,,,3,9999,0,APRIL,2019,MAY,2020,NO,,,,,,1,50 KG BAG,,FRESH
307136390162,d836102177954438830f80349d238f82,RG01,T01,pear,AVOCADO,,AVOCADO (SPECIFY),PEAR,SCATTERED,,,,9999,9999,0,APRIL,2019,MAY,2020,NO,,,,,,5,50 KG BAG,,FRESH
307136390162,d836102177954438830f80349d238f82,RG01,T01,lemon,LEMON,,LEMON (SPECIFY),LEMON,SCATTERED,,,,6,9999,0,FEBRUARY,2019,FEBRUARY,2020,NO,,,,,,3,PAIL (LARGE),,FRESH
307136390162,d836102177954438830f80349d238f82,RG02,T02,cassava,CASSAVA,,Mgwalangwa,,PLANTATION,.5,ACRE,,999,2018,999,AUGUST,2019,AUGUST,2020,NO,,,,,,4,50 KG BAG,,DRY
312017320035,d8892aa8e079449ba0d1a39d31efa806,RG02,T01,MASAU,MASAU,,MASAU (SPECIFY),LOCAL,SCATTERED,,,,2,9999,0,APRIL,2018,MARCH,2020,NO,,,,,,2,PAIL (LARGE),,FRESH
310036960047,d89f148f7fff4c29ba323269f80fc55c,RG01,T01,PAPAYA,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),NOT PROVIDED,SCATTERED,,,,1,2011,0,APRIL,2019,MAY,2019,NO,,,,,,18,PIECE,,FRESH
310036960047,d89f148f7fff4c29ba323269f80fc55c,RG01,T01,TANGERINES,NAARTJE (TANGERINE),,NAARTJE (TANGERINE) (SPECIFY),MANDALENA,SCATTERED,,,,9,2001,0,APRIL,2019,JUNE,2019,NO,,,,,,6,PAIL (LARGE),,FRESH
103201680122,d8a6bc8ae14141f4b889b4934139d2dd,RG02,T01,Cassava,CASSAVA,,Azungu (Masoghazungu),,PLANTATION,1,ACRE,,,,,DECEMBER,2019,JANUARY,2020,NO,,,,,,4,50 KG BAG,,NOT APPLICABLE.
308026480008,d8a708fe23a5418c9e5590211b872b87,TG01,T01,PAWPAW TREE,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,1,2013,0,NOVEMBER,2018,JANUARY,2019,NO,,,,,,35,PIECE,,FRESH
308026480008,d8a708fe23a5418c9e5590211b872b87,TG01,T01,MANGOES TREES,MANGO,,MANGO (SPECIFY),NETEFI,SCATTERED,,,,3,1994,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,10,50 KG BAG,,FRESH
308026480008,d8a708fe23a5418c9e5590211b872b87,TG01,T01,AVOCADO TREE,AVOCADO,,AVOCADO (SPECIFY),DON'T KNOW,SCATTERED,,,,1,2001,0,DECEMBER,2018,MARCH,2019,NO,,,,,,6,50 KG BAG,,FRESH
203052970085,d8a8b08b466244e5b411dafd76522845,TG01,T01,PAWPAW,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL VARIETY,SCATTERED,,,,2,2016,0,JULY,2019,OCTOBER,2019,NO,,,,,,2,PAIL (LARGE),,FRESH
201072430140,d8bebdc792cf48f8b068c7d1c07eed89,TG01,T01,4,BANANA,,BANANA (SPECIFY),SUKALI,SCATTERED,,,,15,2016,0,JANUARY,2018,MARCH,2019,NO,,,,,,4,BUNCH,,FRESH
201072430140,d8bebdc792cf48f8b068c7d1c07eed89,TG02,T02,3,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,3,1984,0,AUGUST,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,3,50 KG BAG,,FRESH
303055390064,d8c2966227fa4b4d8ea9a85033cc2089,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),MABOLOMWA,SCATTERED,,,,3,1990,0,JUNE,2018,JANUARY,2019,YES,Effects of Community problems,,,,,6,50 KG BAG,,FRESH
203032890119,d8d095d401914317b7f39da9f0ba7787,RG01,T01,T01 Peaches,PEACH,,PEACH (SPECIFY),RED,SCATTERED,,,,3,2014,0,OCTOBER,2019,DECEMBER,2019,NO,,,,,,2,PAIL (LARGE),,FRESH
103121650471,d8d67896703b4e9482c723dc3e2cc370,TG01,T01,T01 mango plot,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,5,2014,0,SEPTEMBER,2017,JANUARY,2018,NO,,,,,,0,,,
307076270080,d8e000cd1ffd4fc7abab236116830e4b,RG01,T01,mango,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,3,9999,3,OCTOBER,2019,JANUARY,2020,NO,,,,,,3,50 KG BAG,,FRESH
307076270080,d8e000cd1ffd4fc7abab236116830e4b,RG01,T01,oranges,ORANGE,,ORANGE (SPECIFY),ORANGE,SCATTERED,,,,1,9999,0,APRIL,2018,MAY,2019,NO,,,,,,50,KILOGRAM,,FRESH
307076270080,d8e000cd1ffd4fc7abab236116830e4b,RG01,T01,pear,AVOCADO,,AVOCADO (SPECIFY),AVOCADO,SCATTERED,,,,2,9999,0,FEBRUARY,2019,FEBRUARY,2020,NO,,,,,,30,KILOGRAM,,FRESH
307076270080,d8e000cd1ffd4fc7abab236116830e4b,RG01,T02,cassava,CASSAVA,,Balaka,,SCATTERED,,,,9999,2018,999,AUGUST,2018,AUGUST,2019,YES,Effects of Crop theft,,,,,25,KILOGRAM,,DRY
308046530191,d8ea04982a364b979a8b582fa0a385ef,TG02,T01,Cassava,CASSAVA,,Matuvi,,PLANTATION,.78,ACRE,,999,2017,999,JUNE,2018,AUGUST,2019,YES,Effects of Community problems,,,,,50,KILOGRAM,,DRY
308046530191,d8ea04982a364b979a8b582fa0a385ef,TG02,T02,Mangoe,MANGO,,MANGO (SPECIFY),MANGOMANGO,SCATTERED,,,,10,2007,10,DECEMBER,2018,JANUARY,2019,YES,Effects of Diseases,,,CASSAVA BACTERIAL BLIGHT. XANTHOMONAS AXONOPODIS,,4,PAIL (LARGE),,FRESH
102011260070,d8f79401810c4e3091c315b2263bf1b8,TG01,T01,cassava,CASSAVA,,Others (Specify),RESEARCH,PLANTATION,.21,ACRE,,,,,AUGUST,2018,APRIL,2019,NO,,,,,,1,90 KG BAG,,DRY
102011260070,d8f79401810c4e3091c315b2263bf1b8,TG02,T02,cassava,CASSAVA,,Others (Specify),RESEARCH,PLANTATION,.19,ACRE,,,,,JULY,2018,JANUARY,2019,NO,,,,,,1,90 KG BAG,,DRY
206043580231,d9045289878b4952890ce59d3d222122,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),ZIMBABWE,SCATTERED,,,,4,2013,0,APRIL,2019,APRIL,2020,YES,Effects of Community problems,,,,,60,BUNCH,,FRESH
206043580231,d9045289878b4952890ce59d3d222122,TG02,T02,mango,MANGO,,MANGO (SPECIFY),KASEKESE,SCATTERED,,,,2,9999,2,FEBRUARY,2019,MARCH,2020,YES,Effects of Community problems,,,,,3,50 KG BAG,,FRESH
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,RG02,T01,Banana,BANANA,,BANANA (SPECIFY),MOLERE,SCATTERED,,,,999,2004,0,JULY,2018,MAY,2019,YES,Effects of Crop theft,,,,,2,BUNCH,,FRESH
304015550314,d9094f1808af4d1c8662d1c16ebebc3f,RG02,T01,Cassava,CASSAVA,,Kachamba,,SCATTERED,,,,,,,AUGUST,2018,APRIL,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
202052730137,d9227064b5804ecba01c990779927478,TG03,T01,T01 Mango,MANGO,,MANGO (SPECIFY),DODO AND KATHULA,SCATTERED,,,,6,1980,0,OCTOBER,2019,DECEMBER,2019,NO,,,,,,5,50 KG BAG,,FRESH
206063630258,d928ca1ff236429fb29d20f2c2696a44,RG02,T01,Alexia lebeck,OTHER (SPECIFY),Albizia lebeck,Others CROPS (Specify),ALBIZIA LEBECK,SCATTERED,,,,3,2003,0,JANUARY,2017,JANUARY,2018,NO,,,,,,0,,,
312027370049,d92afbde064c474a8697117f27301bfd,TG01,T01,Custard Apple tree(Poza),[CUSTADE APPLE] POZA,,[CUSTADE APPLE] POZA (SPECIFY),MAPOZA,SCATTERED,,,,1,2001,1,JUNE,2017,JANUARY,2018,NO,,,,,,0,,,
312027370049,d92afbde064c474a8697117f27301bfd,TG01,T01,Lemon tree,LEMON,,LEMON (SPECIFY),MANDIMU,SCATTERED,,,,1,2004,1,JUNE,2017,JANUARY,2018,YES,Effects of Crop theft,,,,,0,,,
312027370049,d92afbde064c474a8697117f27301bfd,TG01,T01,Mango trees,MANGO,,MANGO (SPECIFY),CHEMBE DODO,SCATTERED,,,,8,1999,8,JUNE,2017,JANUARY,2018,YES,Effects of Crop theft,,,,,4,PAIL (LARGE),,FRESH
104011710034,d932d66cedaa42f092ac742f1bbdd138,RG02,T01,mangoes,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,4,9999,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Animals,,,,,1,PAIL (SMALL),,FRESH
103061570112,d9343fe77ae046ca8dcb80e7e091f219,TG01,T01,cassava,CASSAVA,,Gomani2,,PLANTATION,1,ACRE,,,,,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Animals,,,,,8,50 KG BAG,,FRESH
103061570112,d9343fe77ae046ca8dcb80e7e091f219,TG01,T02,cassava,CASSAVA,,Gomani2,,PLANTATION,.25,ACRE,,,,,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Animals,,,,,1,50 KG BAG,,FRESH
209094430079,d94593d928df4bdea2cc4513b2f8d3cd,RG03,T01,Mango,MANGO,,MANGO (SPECIFY),KALISERE,SCATTERED,,,,5,9999,0,OCTOBER,2018,FEBRUARY,2019,YES,Effects of Community problems,,,,,2,PAIL (LARGE),,FRESH
209094430079,d94593d928df4bdea2cc4513b2f8d3cd,RG04,T02,Mango,MANGO,,MANGO (SPECIFY),BOLOMA,SCATTERED,,,,2,9999,0,OCTOBER,2018,JANUARY,2019,YES,Effects of Community problems,,,,,0,,,
312057450144,d945d67990f94500810f5a1dc0a864f3,RG02,T01,Masau,MASAU,,MASAU (SPECIFY),LOCAL MASAU,SCATTERED,,,,2,1999,0,MAY,2017,MARCH,2018,YES,Effects of Crop theft,,,,,0,,,
314327780213,d95448fd0e184777aaf8ca4179fa8c51,RG03,T01,cassava,CASSAVA,,Others (Specify),CASSAVA,SCATTERED,,,,999,2018,999,JULY,2019,AUGUST,2019,YES,Effects of Animals,,,,,2,50 KG BAG,,FRESH
314327780213,d95448fd0e184777aaf8ca4179fa8c51,TG01,T02,Mango,MANGO,,MANGO (SPECIFY),MIXED,SCATTERED,,,,10,1990,0,NOVEMBER,2018,FEBRUARY,2019,YES,Other (Specify),,wind,,,3,50 KG BAG,,FRESH
314327780213,d95448fd0e184777aaf8ca4179fa8c51,TG01,T02,Masuku,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),MASUKU,SCATTERED,,,,2,1990,0,OCTOBER,2018,MARCH,2019,YES,Effects of Animals,,,,,3,50 KG BAG,,FRESH
103121670169,d95ff00ef1a34fea8aa68ca52050424d,TG04,T01,CASSAVA,CASSAVA,,Azungu (Masoghazungu),,PLANTATION,.9,ACRE,,,,,AUGUST,2018,SEPTEMBER,2019,YES,Effects of Flooding,,,,,20,90 KG BAG,,FRESH
310016890001,d96674e3545b414f91ce9bef98341202,TG01,T01,MANGOES,MANGO,,MANGO (SPECIFY),MABOLOMA,SCATTERED,,,,5,2003,0,AUGUST,2018,JANUARY,2019,NO,,,,,,5,50 KG BAG,,FRESH
307046210144,d96f7146e3244200b14198f2abd15d88,TG01,T01,MANGOES,MANGO,,MANGO (SPECIFY),MANGOMANGO AND DOMASI,SCATTERED,,,,9,2002,0,NOVEMBER,2018,JANUARY,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
307046210144,d96f7146e3244200b14198f2abd15d88,TG01,T01,BANANA'S,BANANA,,BANANA (SPECIFY),ZANDA,SCATTERED,,,,20,2013,0,JANUARY,2019,APRIL,2019,YES,Effects of Diseases,,,OTHER SPECIFY,DON'T KNOW,12,BASKET (DENGU),,FRESH
307046210144,d96f7146e3244200b14198f2abd15d88,TG01,T01,AVOCADO,AVOCADO,,AVOCADO (SPECIFY),DON'T KNOW,SCATTERED,,,,1,2013,0,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
307046210144,d96f7146e3244200b14198f2abd15d88,TG01,T01,CASSAVA,CASSAVA,,Masangwi,,PLANTATION,.93,ACRE,,999,2018,999,MAY,2019,AUGUST,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,DRY
307046210144,d96f7146e3244200b14198f2abd15d88,TG01,T01,LEMON,LEMON,,LEMON (SPECIFY),LOCAL,SCATTERED,,,,2,2012,0,APRIL,2019,JUNE,2019,YES,Effects of Crop theft,,,,,2,PAIL (LARGE),,FRESH
307046210144,d96f7146e3244200b14198f2abd15d88,TG01,T01,MEXICAN APPLE,MEXICAN APPLE [MASUKU],,MEXICAN APPLE [MASUKU] (SPECIFY),DON'T KNOW,SCATTERED,,,,3,2012,0,DECEMBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,1,PAIL (LARGE),,FRESH
107442330170,d9742a16e26d4e019c579eb869923cc8,TG01,T01,mango,MANGO,,MANGO (SPECIFY),LOCAL,SCATTERED,,,,8,2010,0,NOVEMBER,2018,FEBRUARY,2019,YES,Effects of Crop theft,,,,,30,PAIL (LARGE),,FRESH
315448090069,d98f0a5dbd454e6598345f49d1c73683,RG03,T01,T01 cassava,CASSAVA,,Masangwi,,SCATTERED,,,,,,,NOVEMBER,2018,AUGUST,2019,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
207043940054,d99e202db81d4ce0a8323472c43fc23d,TG02,T01,T01 Mango,MANGO,,MANGO (SPECIFY),KALISELE,SCATTERED,,,,2,2000,0,DECEMBER,2018,MARCH,2019,YES,Effects of Lack of hired labor,,,,,80,KILOGRAM,,FRESH
315327980163,d9ce70fa890b45a9bef75db1a9b9baaa,TG01,T01,PAWPAW,PAWPAW/PAPAYA,,PAWPAW/PAPAYA (SPECIFY),LOCAL,SCATTERED,,,,1,2015,0,DECEMBER,2018,NOVEMBER,2019,YES,Effects of Animals,,,,,4,PIECE,,FRESH
315327980163,d9ce70fa890b45a9bef75db1a9b9baaa,TG01,T01,BANANA,BANANA,,BANANA (SPECIFY),ZAMBIA,SCATTERED,,,,17,2010,0,DECEMBER,2018,OCTOBER,2019,NO,,,,,,4,BUNCH,,FRESH
312017330242,d9e58d59bc8047d88f8f043fc7f4ec97,TG01,T01,Mango,MANGO,,MANGO (SPECIFY),CHEMBE MWANA,SCATTERED,,,,3,2014,2,SEPTEMBER,2018,JANUARY,2019,NO,,,,,,1,PAIL (SMALL),,FRESH
307046210033,d9f1c67e324d4ba6afefddd49864a5ed,RG01,T01,mango,MANGO,,MANGO (SPECIFY),DOMASI,SCATTERED,,,,1,2000,0,NOVEMBER,2018,JANUARY,2019,NO,,,,,,5,50 KG BAG,,FRESH
307046210033,d9f1c67e324d4ba6afefddd49864a5ed,RG01,T01,cassava,CASSAVA,,Mgwalangwa,,PLANTATION,.5,ACRE,,999,2018,999,AUGUST,2018,AUGUST,2019,NO,,,,,,1,50 KG BAG,,DRY
307046210033,d9f1c67e324d4ba6afefddd49864a5ed,RG02,T02,cassava,CASSAVA,,Mgwalangwa,,PLANTATION,.5,ACRE,,999,2018,999,AUGUST,2018,AUGUST,2019,NO,,,,,,2,50 KG BAG,,DRY
307046210033,d9f1c67e324d4ba6afefddd49864a5ed,RG03,T03,cassava,CASSAVA,,Mgwalangwa,,PLANTATION,.5,ACRE,,999,2018,999,AUGUST,2018,AUGUST,2019,NO,,,,,,1,50 KG BAG,,DRY
315538160027,d9f28c47be2b465a90e972939f89fe67,TG01,T01,Mangoes,MANGO,,MANGO (SPECIFY),MANGO,SCATTERED,,,,1,2016,0,SEPTEMBER,2019,JANUARY,2020,NO,,,,,,1,PAIL (SMALL),,FRESH
315538160027,d9f28c47be2b465a90e972939f89fe67,TG01,T01,Avocado,AVOCADO,,AVOCADO (SPECIFY),AVOCADO,SCATTERED,,,,1,2019,0,SEPTEMBER,2019,FEBRUARY,2020,YES,Effects of Crop theft,,,,,2,PAIL (SMALL),,FRESH
312027350016,d9fa621f1d694c3184df976d60ad6be4,TG02,T01,Mango,MANGO,,MANGO (SPECIFY),CHEMBEDODO & CHEMBEMWANA,SCATTERED,,,,5,2000,0,JUNE,2017,JANUARY,2018,YES,Effects of Community problems,,,,,10,90 KG BAG,,FRESH
203073010058,da0a0fcf48714330a51fef29d60108b6,RG01,T01,T01 Mango,MANGO,,MANGO (SPECIFY),DODO,SCATTERED,,,,3,2018,0,NOVEMBER,2018,DECEMBER,2018,NO,,,,,,15,50 KG BAG,,FRESH
312037390097,da0b16a2ad034c4db561547d1d3b3380,TG04,T01,CASSAVA,CASSAVA,,Others (Specify),MANYOKOLA,PLANTATION,.46,ACRE,,999,2019,0,SEPTEMBER,2019,SEPTEMBER,2019,NO,,,,,,2,50 KG BAG,,FRESH
310036960182,da28b5c7188a4f38af7f84c1f722b4a2,RG02,T01,ORANGES,ORANGE,,,,SCATTERED,,,,12,2004,0,JULY,2018,JUNE,2019,NO,,,,,,15,OTHER(SPECIFY),CASES,FRESH
101031110177,da328b5673be4b4385357b76eea89726,TG06,T01,BANANA,BANANA,,BANANA (SPECIFY),"MULANJE,KAMBANI ,PAMALA,SWEZGI",SCATTERED,,,,999,2015,20,NOVEMBER,2018,JUNE,2019,NO,,,,,,60,BUNCH,,FRESH
101031110177,da328b5673be4b4385357b76eea89726,TG06,T02,COFFEE,COFFEE,,COFFEE (SPECIFY),GESHA AND 129,PLANTATION,.25,ACRE,,999,2016,200,AUGUST,2018,FEBRUARY,2019,NO,,,,,,3,PAIL (LARGE),,DRY
204023090044,da47cc73f4ed484180daf4ac810dba83,TG01,T01,MANGO,MANGO,,MANGO (SPECIFY),KATHULULA,SCATTERED,,,,4,1985,0,NOVEMBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,10,50 KG BAG,,FRESH
204023090044,da47cc73f4ed484180daf4ac810dba83,TG01,T01,ORANGE,ORANGE,,ORANGE (SPECIFY),TANGERINE,SCATTERED,,,,9,1985,0,AUGUST,2018,JULY,2019,YES,Effects of Crop theft,,,,,15,50 KG BAG,,FRESH
204023090044,da47cc73f4ed484180daf4ac810dba83,TG02,T02,MANGO,MANGO,,MANGO (SPECIFY),YEMBE,SCATTERED,,,,3,2000,0,NOVEMBER,2019,JANUARY,2020,YES,Effects of Crop theft,,,,,2,50 KG BAG,,FRESH
