case_id,HHID,Id,ag_nr02,ag_nr02_oth,ag_nr03
104011730197,1b3314183e344f97ab487d3af404eced,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104011730197,1b3314183e344f97ab487d3af404eced,3,LOCAL MARKET,,IN/NEAR THE TOWN
104011730202,74ee239e031a4bf3932eba77bbe05473,1,RELATIVE,,WITHIN THE VILLAGE
104011730202,74ee239e031a4bf3932eba77bbe05473,2,RELATIVE,,WITHIN THE VILLAGE
104011730202,74ee239e031a4bf3932eba77bbe05473,3,RELATIVE,,WITHIN THE VILLAGE
104011730202,74ee239e031a4bf3932eba77bbe05473,4,RELATIVE,,WITHIN THE VILLAGE
104011730202,74ee239e031a4bf3932eba77bbe05473,5,AGRICULTURAL COOPERATIVE,,IN/NEAR THE TOWN
104011730202,74ee239e031a4bf3932eba77bbe05473,6,AGRICULTURAL COOPERATIVE,,IN/NEAR THE DISTRICT/URBAN CENTER
104011730202,74ee239e031a4bf3932eba77bbe05473,7,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
104011730213,9df6cedbad834f708a9aae726d1599f6,1,MAIN MARKET,,NEAR THE VILLAGE
104011730213,9df6cedbad834f708a9aae726d1599f6,2,EMPLOYER,,WITHIN THE VILLAGE
104011730213,9df6cedbad834f708a9aae726d1599f6,3,RELATIVE,,OUTSIDE THE REGION
104011730214,3cd5d4dfccf6465ea6a23c86ff524c30,1,RELATIVE,,OUTSIDE THE REGION
104011730214,3cd5d4dfccf6465ea6a23c86ff524c30,2,RELATIVE,,NEAR THE VILLAGE
104011730214,3cd5d4dfccf6465ea6a23c86ff524c30,3,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104011730214,3cd5d4dfccf6465ea6a23c86ff524c30,4,NGO,,IN/NEAR THE DISTRICT/URBAN CENTER
104011730214,3cd5d4dfccf6465ea6a23c86ff524c30,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104011730214,3cd5d4dfccf6465ea6a23c86ff524c30,6,MOBILE MARKET,,OUTSIDE THE DISTRICT
104011730217,2fda55795efc43048b1ea1d61f824767,1,RELATIVE,,DEAD
104011730217,2fda55795efc43048b1ea1d61f824767,2,GOVERNMENT AGENCY,,IN/NEAR THE TOWN
104011730217,2fda55795efc43048b1ea1d61f824767,3,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
104011730217,2fda55795efc43048b1ea1d61f824767,4,PRIVATE COMPANY/BUSINESS PERSON,,WITHIN THE VILLAGE
104011730217,2fda55795efc43048b1ea1d61f824767,5,PRIVATE VETERINARY,,WITHIN THE VILLAGE
104011730217,2fda55795efc43048b1ea1d61f824767,6,RELATIVE,,WITHIN THE VILLAGE
104011730230,d454fbe8965a4b5987c18368c4139dbc,1,RELATIVE,,WITHIN THE VILLAGE
104011730230,d454fbe8965a4b5987c18368c4139dbc,2,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104011730230,d454fbe8965a4b5987c18368c4139dbc,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104011730230,d454fbe8965a4b5987c18368c4139dbc,4,MOBILE MARKET,,IN/NEAR THE TOWN
104011740004,c7fc745614bd4048bdd66bea327975f8,1,OTHER (SPECIFY),LANDLORD,NEAR THE VILLAGE
104011740004,c7fc745614bd4048bdd66bea327975f8,2,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104011740047,478152255bf64cb8a56d005c996999f3,1,RELATIVE,,OUTSIDE THE DISTRICT
104011740047,478152255bf64cb8a56d005c996999f3,2,OTHER (SPECIFY),landlord,WITHIN THE VILLAGE
104011740047,478152255bf64cb8a56d005c996999f3,3,PRIVATE VETERINARY,,WITHIN THE VILLAGE
104011740050,1e63705ab8a54aeaba1554dc468b0eff,1,OTHER (SPECIFY),LANDLORD,IN/NEAR THE TOWN
104011740058,ffa65cc12e1d4866b7ea623537d9b87c,1,PRIVATE TRADER IN LOCAL MARKET,,IN/NEAR THE TOWN
104011740067,fc9fe4859054410b853ec0018dbdbcdf,1,OTHER (SPECIFY),landlord,WITHIN THE VILLAGE
104011740089,00db32cbee1d45dd9d62f1c38e07bded,1,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104011740089,00db32cbee1d45dd9d62f1c38e07bded,2,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104011740089,00db32cbee1d45dd9d62f1c38e07bded,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104011740089,00db32cbee1d45dd9d62f1c38e07bded,4,MAIN MARKET,,IN/NEAR THE TOWN
104011740093,7d8d8f80ce1e4091805645648487c704,1,RELATIVE,,NEAR THE VILLAGE
104011740093,7d8d8f80ce1e4091805645648487c704,2,RELATIVE,,WITHIN THE VILLAGE
104011740093,7d8d8f80ce1e4091805645648487c704,3,AGRICULTURAL COOPERATIVE,,OUTSIDE THE DISTRICT
104011740093,7d8d8f80ce1e4091805645648487c704,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104011740093,7d8d8f80ce1e4091805645648487c704,5,DISTRICT VETERINARY,,WITHIN THE VILLAGE
104011740105,43609c2c91e740ddb22fac9064be8975,1,OTHER (SPECIFY),FATHER,OUTSIDE THE REGION
104011740105,43609c2c91e740ddb22fac9064be8975,2,FRIEND/NEIGHBOR,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,3,FRIEND/NEIGHBOR,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,4,PARASTATAL ORGANIZATION,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,5,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104011740105,43609c2c91e740ddb22fac9064be8975,6,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
104011740105,43609c2c91e740ddb22fac9064be8975,7,LOCAL MARKET,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,8,OTHER (SPECIFY),Landlord,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,9,FRIEND/NEIGHBOR,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,10,PRIVATE TRADER IN LOCAL MARKET,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,11,FRIEND/NEIGHBOR,,IN/NEAR THE TOWN
104011740105,43609c2c91e740ddb22fac9064be8975,12,LOCAL MERCHANT/GROCERY,,IN/NEAR THE TOWN
104011740106,619d4622a75c44039e227dbe5623153f,1,FRIEND/NEIGHBOR,,IN/NEAR THE TOWN
104011740106,619d4622a75c44039e227dbe5623153f,2,FRIEND/NEIGHBOR,,IN/NEAR THE TOWN
104011740133,2618b734021d470ea4fc089c60226856,1,OTHER (SPECIFY),SISTER,OUTSIDE THE REGION
104011740133,2618b734021d470ea4fc089c60226856,2,OTHER (SPECIFY),LANDLORD,IN/NEAR THE TOWN
104011740139,45f92124e44045a99ec837aa655a5376,,,,
104011740157,bc870718482c451ba534d0348a9dea86,1,OTHER (SPECIFY),Landowner,NEAR THE VILLAGE
104011740157,bc870718482c451ba534d0348a9dea86,2,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
104011740157,bc870718482c451ba534d0348a9dea86,3,LOCAL MARKET,,WITHIN THE VILLAGE
104011740157,bc870718482c451ba534d0348a9dea86,4,NGO,,IN/NEAR THE DISTRICT/URBAN CENTER
104011740157,bc870718482c451ba534d0348a9dea86,5,AUCTION IN MAIN MARKET,,OUTSIDE THE DISTRICT
104011740162,835d07e0ee0f44bfabf69a161aaa9b6c,1,OTHER (SPECIFY),Landlord,WITHIN THE VILLAGE
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,1,GOVERNMENT AGENCY,,IN/NEAR THE TOWN
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,2,LOCAL MARKET,,IN/NEAR THE TOWN
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,3,MOBILE MARKET,,IN/NEAR THE TOWN
104011740163,7f0ad983cdea45f1a9e9138950d1f10c,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104011740165,425ef6d1289f407c8fc7eca961c402d6,1,OTHER (SPECIFY),landlord,WITHIN THE VILLAGE
104011740165,425ef6d1289f407c8fc7eca961c402d6,2,RELATIVE,,NEAR THE VILLAGE
104011740165,425ef6d1289f407c8fc7eca961c402d6,3,MOBILE MARKET,,IN/NEAR THE TOWN
104011740165,425ef6d1289f407c8fc7eca961c402d6,4,RELATIVE,,WITHIN THE VILLAGE
104011740189,2c38430140104e10a8971046d7e6eff5,1,OTHER (SPECIFY),Landowner,WITHIN THE VILLAGE
104011740189,2c38430140104e10a8971046d7e6eff5,2,RELATIVE,,NEAR THE VILLAGE
104011740189,2c38430140104e10a8971046d7e6eff5,3,VDC MEMBER,,WITHIN THE VILLAGE
104011740189,2c38430140104e10a8971046d7e6eff5,4,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104031750005,e1193cbe7d8646d1a9e7d79e13cc961c,1,EMPLOYER,,WITHIN THE VILLAGE
104031750024,70e9711661824b0aa6cc730d705bc654,1,EMPLOYER,,WITHIN THE VILLAGE
104031750030,3370996078a5418dbd9ebbe18082d073,1,RELATIVE,,DEAD
104031750030,3370996078a5418dbd9ebbe18082d073,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750030,3370996078a5418dbd9ebbe18082d073,3,MOBILE MARKET,,IN/NEAR THE TOWN
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,1,RELATIVE,,WITHIN THE VILLAGE
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,2,VILLAGE HEADMAN,,WITHIN THE VILLAGE
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,3,PRIVATE TRADER IN LOCAL MARKET,,IN/NEAR THE TOWN
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,4,PRIVATE TRADER IN MAIN MARKET,,IN/NEAR THE DISTRICT/URBAN CENTER
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,5,LOCAL MARKET,,WITHIN THE VILLAGE
104031750041,9eeba1a6c03443d7bfe0b1eadafdc0d4,6,AUCTION IN MAIN MARKET,,IN/NEAR THE DISTRICT/URBAN CENTER
104031750050,431098c780de4ac48f412fe2485822a7,1,NGO,,IN/NEAR THE TOWN
104031750050,431098c780de4ac48f412fe2485822a7,2,RELATIVE,,DEAD
104031750050,431098c780de4ac48f412fe2485822a7,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,1,MOBILE MARKET,,IN/NEAR THE TOWN
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,2,DISTRICT VETERINARY,,WITHIN THE VILLAGE
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,4,RELATIVE,,WITHIN THE VILLAGE
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,5,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,6,RELATIVE,,WITHIN THE VILLAGE
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,7,PRIVATE TRADER IN LOCAL MARKET,,IN/NEAR THE TOWN
104031750056,f19d0041b7824af4973a0e6eabc2a7a9,8,AUCTION IN MAIN MARKET,,IN/NEAR THE DISTRICT/URBAN CENTER
104031750081,4e2f268e21b146da84b3feb91c61bd11,1,RELATIVE,,WITHIN THE VILLAGE
104031750081,4e2f268e21b146da84b3feb91c61bd11,2,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
104031750081,4e2f268e21b146da84b3feb91c61bd11,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750081,4e2f268e21b146da84b3feb91c61bd11,4,RELATIVE,,WITHIN THE VILLAGE
104031750081,4e2f268e21b146da84b3feb91c61bd11,5,MOBILE MARKET,,WITHIN THE VILLAGE
104031750081,4e2f268e21b146da84b3feb91c61bd11,6,AUCTION IN MAIN MARKET,,IN/NEAR THE DISTRICT/URBAN CENTER
104031750091,5975372681374b8893b738e4f57600f2,1,PRIVATE TRADER IN MAIN MARKET,,IN/NEAR THE DISTRICT/URBAN CENTER
104031750091,5975372681374b8893b738e4f57600f2,2,LOCAL MARKET,,NEAR THE VILLAGE
104031750093,2e2358bc26c04e4a87b888e92e852599,1,RELATIVE,,WITHIN THE VILLAGE
104031750093,2e2358bc26c04e4a87b888e92e852599,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750093,2e2358bc26c04e4a87b888e92e852599,3,MAIN MARKET,,IN/NEAR THE TOWN
104031750093,2e2358bc26c04e4a87b888e92e852599,4,MOBILE MARKET,,IN/NEAR THE TOWN
104031750111,4d65ab45c53041e7a5d17295ce9f7797,1,OTHER (SPECIFY),landowner and bossman,WITHIN THE VILLAGE
104031750111,4d65ab45c53041e7a5d17295ce9f7797,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750117,684aa909e2e540d086e6a5c4f96b29f4,1,RELATIVE,,WITHIN THE VILLAGE
104031750117,684aa909e2e540d086e6a5c4f96b29f4,2,RELATIVE,,NEAR THE VILLAGE
104031750117,684aa909e2e540d086e6a5c4f96b29f4,3,LOCAL MARKET,,NEAR THE VILLAGE
104031750118,e6c61a970aff4576921a62f27bbec33c,1,EMPLOYER,,WITHIN THE VILLAGE
104031750119,ec49d1082f724c49b62cc3ff46d39b69,1,OTHER (SPECIFY),boss lady,WITHIN THE VILLAGE
104031750126,347ce006211043ff80ad4bd37541ba27,1,EMPLOYER,,WITHIN THE VILLAGE
104031750127,ba7926f190f84354a0e2e1e361c442ce,1,RELATIVE,,DEAD
104031750127,ba7926f190f84354a0e2e1e361c442ce,2,EMPLOYER,,WITHIN THE VILLAGE
104031750127,ba7926f190f84354a0e2e1e361c442ce,3,AGRICULTURAL COOPERATIVE,,OUTSIDE THE DISTRICT
104031750127,ba7926f190f84354a0e2e1e361c442ce,4,AGRICULTURAL COOPERATIVE,,OUTSIDE THE DISTRICT
104031750127,ba7926f190f84354a0e2e1e361c442ce,5,MOBILE MARKET,,NEAR THE VILLAGE
104031750131,8f00e8938098474fa73cad19a76d9171,1,RELATIVE,,OUTSIDE THE DISTRICT
104031750131,8f00e8938098474fa73cad19a76d9171,2,RELIGIOUS GROUP/INSTITUTION,,NEAR THE VILLAGE
104031750131,8f00e8938098474fa73cad19a76d9171,3,RELATIVE,,DEAD
104031750131,8f00e8938098474fa73cad19a76d9171,4,AGRICULTURAL COOPERATIVE,,OUTSIDE THE DISTRICT
104031750131,8f00e8938098474fa73cad19a76d9171,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031750131,8f00e8938098474fa73cad19a76d9171,6,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104031760002,cedb98485b344178a3d4f40ae99ed392,1,RELATIVE,,WITHIN THE VILLAGE
104031760002,cedb98485b344178a3d4f40ae99ed392,2,MOBILE MARKET,,IN/NEAR THE TOWN
104031760007,4c8f76bcceea47e3ac04d268b609ddee,1,RELATIVE,,DEAD
104031760007,4c8f76bcceea47e3ac04d268b609ddee,2,MOBILE MARKET,,IN/NEAR THE TOWN
104031760011,277dc65b9e7f40049dc9ebfaf142ddd2,1,RELATIVE,,DEAD
104031760011,277dc65b9e7f40049dc9ebfaf142ddd2,2,VILLAGE HEADMAN,,WITHIN THE VILLAGE
104031760011,277dc65b9e7f40049dc9ebfaf142ddd2,3,GOVERNMENT AGENCY,,NEAR THE VILLAGE
104031760011,277dc65b9e7f40049dc9ebfaf142ddd2,4,MOBILE MARKET,,IN/NEAR THE TOWN
104031760015,324303a7ecd34541b7dc8604ab0e9ec0,1,MOBILE MARKET,,NEAR THE VILLAGE
104031760021,be0a2692c17a43dea39b732a11dc456d,1,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE DISTRICT
104031760025,6bebeb634a8d4c099404d6b1e48f524d,1,RELATIVE,,WITHIN THE VILLAGE
104031760025,6bebeb634a8d4c099404d6b1e48f524d,2,MOBILE MARKET,,WITHIN THE VILLAGE
104031760029,f0a5e3984066407bb0685ea5575b4b0b,1,MAIN FARM/PLOT,,DEAD
104031760029,f0a5e3984066407bb0685ea5575b4b0b,2,AGRICULTURAL COOPERATIVE,,WITHIN THE VILLAGE
104031760029,f0a5e3984066407bb0685ea5575b4b0b,3,MOBILE MARKET,,NEAR THE VILLAGE
104031760033,7120f15df30446a19ca5794043000d45,1,RELATIVE,,OUTSIDE THE REGION
104031760033,7120f15df30446a19ca5794043000d45,2,RELATIVE,,WITHIN THE VILLAGE
104031760038,841de3b0750842edb5c59f69ddc094e6,1,RELATIVE,,NEAR THE VILLAGE
104031760038,841de3b0750842edb5c59f69ddc094e6,2,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
104031760061,eec14efde3844b3a8f1c41c45fb2033e,1,RELATIVE,,WITHIN THE VILLAGE
104031760061,eec14efde3844b3a8f1c41c45fb2033e,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031760065,33e22b2e103942ed9ca8815c31dcaa2a,1,RELATIVE,,WITHIN THE VILLAGE
104031760065,33e22b2e103942ed9ca8815c31dcaa2a,2,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104031760065,33e22b2e103942ed9ca8815c31dcaa2a,3,PRIVATE COMPANY/BUSINESS PERSON,,OUTSIDE THE REGION
104031760065,33e22b2e103942ed9ca8815c31dcaa2a,4,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104031760072,73d2cf9dce89483eac855a7a2cb96b71,1,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104031760072,73d2cf9dce89483eac855a7a2cb96b71,2,RELATIVE,,WITHIN THE VILLAGE
104031760072,73d2cf9dce89483eac855a7a2cb96b71,3,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104031760072,73d2cf9dce89483eac855a7a2cb96b71,4,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104031770014,1110e9355f744ecd8c2b885b93b17be8,1,RELATIVE,,NEAR THE VILLAGE
104031770014,1110e9355f744ecd8c2b885b93b17be8,2,RELATIVE,,DEAD
104031770014,1110e9355f744ecd8c2b885b93b17be8,3,RELATIVE,,NEAR THE VILLAGE
104031770014,1110e9355f744ecd8c2b885b93b17be8,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770014,1110e9355f744ecd8c2b885b93b17be8,5,VILLAGE HEADMAN,,WITHIN THE VILLAGE
104031770014,1110e9355f744ecd8c2b885b93b17be8,6,ROADSIDE,,WITHIN THE VILLAGE
104031770017,3ce90eaeb1004e318ecd4ad2850f2732,1,MAIN FARM/PLOT,,NEAR THE VILLAGE
104031770017,3ce90eaeb1004e318ecd4ad2850f2732,2,VILLAGE OPEN FORUM,,WITHIN THE VILLAGE
104031770017,3ce90eaeb1004e318ecd4ad2850f2732,3,FARMER BASED CLUB/ASSOCIATION,,WITHIN THE VILLAGE
104031770017,3ce90eaeb1004e318ecd4ad2850f2732,4,GOVERNMENT AGENCY,,WITHIN THE VILLAGE
104031770017,3ce90eaeb1004e318ecd4ad2850f2732,5,MOBILE MARKET,,WITHIN THE VILLAGE
104031770017,3ce90eaeb1004e318ecd4ad2850f2732,6,DISTRICT VETERINARY,,WITHIN THE VILLAGE
104031770018,47e5d7b7525e4c74a486dd4c9101942a,1,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770018,47e5d7b7525e4c74a486dd4c9101942a,2,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104031770018,47e5d7b7525e4c74a486dd4c9101942a,3,LOCAL MARKET,,WITHIN THE VILLAGE
104031770020,095939c7c59940189ea0013fab5b0a20,1,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770028,852630191739442aa7ac50b839c7c58c,1,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770028,852630191739442aa7ac50b839c7c58c,2,RELATIVE,,WITHIN THE VILLAGE
104031770028,852630191739442aa7ac50b839c7c58c,3,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104031770031,96833b723b0f44e4b9a89cd25fb97eac,1,RELATIVE,,WITHIN THE VILLAGE
104031770031,96833b723b0f44e4b9a89cd25fb97eac,2,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104031770031,96833b723b0f44e4b9a89cd25fb97eac,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770031,96833b723b0f44e4b9a89cd25fb97eac,4,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770031,96833b723b0f44e4b9a89cd25fb97eac,5,ROADSIDE,,WITHIN THE VILLAGE
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,1,VILLAGE HEADMAN,,NEAR THE VILLAGE
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,2,RELATIVE,,NEAR THE VILLAGE
104031770033,7880e5bc73ae46d59d4f600ca8ecbbd7,3,MAIN MARKET,,OUTSIDE THE DISTRICT
104031770037,ddde599d768d43038664bde3a6f02adc,1,PRIVATE TRADER IN LOCAL MARKET,,WITHIN THE VILLAGE
104031770037,ddde599d768d43038664bde3a6f02adc,2,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104031770037,ddde599d768d43038664bde3a6f02adc,3,RELATIVE,,WITHIN THE VILLAGE
104031770037,ddde599d768d43038664bde3a6f02adc,4,ROADSIDE,,WITHIN THE VILLAGE
104031770054,13accaa4cf0944248c842512b5851af5,1,OTHER (SPECIFY),landlord,WITHIN THE VILLAGE
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,1,RELATIVE,,NEAR THE VILLAGE
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,2,OTHER (SPECIFY),government bursary,OUTSIDE THE DISTRICT
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,4,FRIEND/NEIGHBOR,,NEAR THE VILLAGE
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,5,MOBILE MARKET,,WITHIN THE VILLAGE
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,6,AGRICULTURAL COOPERATIVE,,OUTSIDE THE DISTRICT
104031770059,b3693373aaa8460f932b7d99a1d1c2d8,7,AGRICULTURAL COOPERATIVE,,OUTSIDE THE DISTRICT
104031770069,93001a77065e454793c6bdaee920ef39,1,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104031770069,93001a77065e454793c6bdaee920ef39,2,PRIVATE TRADER IN LOCAL MARKET,,NEAR THE VILLAGE
104031770069,93001a77065e454793c6bdaee920ef39,3,ROADSIDE,,WITHIN THE VILLAGE
104031770070,b2f878ca4bf8424abe33680bf730e521,1,RELATIVE,,IN/NEAR THE TOWN
104031770070,b2f878ca4bf8424abe33680bf730e521,2,RELATIVE,,NEAR THE VILLAGE
104031770070,b2f878ca4bf8424abe33680bf730e521,3,RELATIVE,,DEAD
104031770070,b2f878ca4bf8424abe33680bf730e521,4,MAIN MARKET,,WITHIN THE VILLAGE
104031770070,b2f878ca4bf8424abe33680bf730e521,5,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770070,b2f878ca4bf8424abe33680bf730e521,6,PRIVATE VETERINARY,,WITHIN THE VILLAGE
104031770077,b8a42775a4b74a34831af3e657a245e1,1,RELATIVE,,DEAD
104031770077,b8a42775a4b74a34831af3e657a245e1,2,RELATIVE,,NEAR THE VILLAGE
104031770077,b8a42775a4b74a34831af3e657a245e1,3,GOVERNMENT AGENCY,,NEAR THE VILLAGE
104031770077,b8a42775a4b74a34831af3e657a245e1,4,MAIN MARKET,,NEAR THE VILLAGE
104031770104,cc91add638a14477850abd822040e20e,1,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104031770159,ecc04aab15d54793920e82c1e99eaa81,1,RELATIVE,,NEAR THE VILLAGE
104031770159,ecc04aab15d54793920e82c1e99eaa81,2,DISTRICT VETERINARY,,NEAR THE VILLAGE
104031770165,872568bd118e40afbd356df00d588fc1,1,RELATIVE,,DEAD
104031770165,872568bd118e40afbd356df00d588fc1,2,RELATIVE,,WITHIN THE VILLAGE
104031770165,872568bd118e40afbd356df00d588fc1,3,RELATIVE,,WITHIN THE VILLAGE
104041780004,c9ab0b29b74e40bc93bbe4d1f541192a,1,RELATIVE,,WITHIN THE VILLAGE
104041780004,c9ab0b29b74e40bc93bbe4d1f541192a,2,LOCAL MARKET,,NEAR THE VILLAGE
104041780004,c9ab0b29b74e40bc93bbe4d1f541192a,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104041780009,7d497eefe17842dfad47627c6b4d3555,1,RELATIVE,,DEAD
104041780009,7d497eefe17842dfad47627c6b4d3555,2,LOCAL MARKET,,NEAR THE VILLAGE
104041780009,7d497eefe17842dfad47627c6b4d3555,3,LOCAL MARKET,,NEAR THE VILLAGE
104041780009,7d497eefe17842dfad47627c6b4d3555,4,MOBILE MARKET,,WITHIN THE VILLAGE
104041780101,66c95d4c22a04e4fa16900d4bdd71e00,1,RELATIVE,,DEAD
104041780101,66c95d4c22a04e4fa16900d4bdd71e00,2,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104041780101,66c95d4c22a04e4fa16900d4bdd71e00,3,LOCAL MARKET,,NEAR THE VILLAGE
104041780104,9d1034d6ce9840aa8faf8f0918ae4d04,1,RELATIVE,,WITHIN THE VILLAGE
104041780113,7f550008287f4b9e9d00d8064dbb363b,1,RELATIVE,,DEAD
104041780113,7f550008287f4b9e9d00d8064dbb363b,2,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104041780113,7f550008287f4b9e9d00d8064dbb363b,3,RELATIVE,,WITHIN THE VILLAGE
104041780120,7b56ead5540c4dbfb7f69fc91cd251cc,1,RELATIVE,,NEAR THE VILLAGE
104041780120,7b56ead5540c4dbfb7f69fc91cd251cc,2,RELATIVE,,WITHIN THE VILLAGE
104041780120,7b56ead5540c4dbfb7f69fc91cd251cc,3,LOCAL MARKET,,WITHIN THE VILLAGE
104041780123,7cf86e72679a4e9e82a587b9f9fcfb89,1,RELATIVE,,OUTSIDE THE REGION
104041780123,7cf86e72679a4e9e82a587b9f9fcfb89,2,LOCAL MARKET,,WITHIN THE VILLAGE
104041780123,7cf86e72679a4e9e82a587b9f9fcfb89,3,MOBILE MARKET,,WITHIN THE VILLAGE
104041780131,481dea45fb124829bf15445463986a92,1,RELATIVE,,WITHIN THE VILLAGE
104041780131,481dea45fb124829bf15445463986a92,2,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104041780131,481dea45fb124829bf15445463986a92,3,PRIVATE COMPANY/BUSINESS PERSON,,NEAR THE VILLAGE
104041780134,f227a50322c74c20a148f8df257e342a,1,RELATIVE,,OUTSIDE THE DISTRICT
104041780134,f227a50322c74c20a148f8df257e342a,2,RELATIVE,,DEAD
104041780134,f227a50322c74c20a148f8df257e342a,3,FRIEND/NEIGHBOR,,WITHIN THE VILLAGE
104041780135,67d140e8b16244e48230b7361ab08f05,1,RELATIVE,,WITHIN THE VILLAGE
104041780135,67d140e8b16244e48230b7361ab08f05,2,RELATIVE,,WITHIN THE VILLAGE
104041780136,c4e79817ab27442facd698527811c4d3,1,RELATIVE,,DEAD
104041780136,c4e79817ab27442facd698527811c4d3,2,RELATIVE,,WITHIN THE VILLAGE
