case_id,HHID,gardenid,plotid,ag_k01a,ag_k01b,ag_k02,ag_k02_1,ag_k02_2a,ag_k02_2b,ag_k03,ag_k21a,ag_k21b,ag_k21c,ag_k21d,ag_k21e,ag_k21_oth,ag_k21b_oth,ag_k22,ag_k22_oth,ag_k23,ag_k24,ag_k25a,ag_k25b,ag_k25_oth,ag_k26a,ag_k26b,ag_k26_oth,ag_k26_1a,ag_k26_1b,ag_k26_2a,ag_k26_2b,ag_k26_2_oth,ag_k27,ag_k28,ag_k29a,ag_k29b,ag_k29_oth,ag_k30,ag_k30_oth,ag_k31,ag_k31_oth,ag_k33,ag_k34,ag_k35a,ag_k35b,ag_k35_oth,ag_k36,ag_k36_1a,ag_k36_1b,ag_k37,ag_k38a,ag_k38b,ag_k38b_oth,ag_k39,ag_k40,ag_k40_1,ag_k40_2,ag_k40a,ag_k40a_oth,ag_k40b,ag_k40c,ag_k40c_oth,ag_k40d,ag_k40e,ag_k40f,ag_k40f_oth,ag_k40g,ag_k40h,ag_k40h_oth,ag_k40i,ag_k41,ag_k42a,ag_k42a_oth,ag_k42b,ag_k42c,ag_k42c_oth,ag_k42d,ag_k42e,ag_k42e_oth,ag_k42f,ag_k42g,ag_k42g_oth,ag_k43a1,ag_k43b1,ag_k43c1,ag_k43d1,ag_k43a2,ag_k43b2,ag_k43c2,ag_k43d2,ag_k43a3,ag_k43b3,ag_k43c3,ag_k43d3,ag_k43a4,ag_k43b4,ag_k43c4,ag_k43d4,ag_k44a1,ag_k44b1,ag_k44c1,ag_k44d1,ag_k44a2,ag_k44b2,ag_k44c2,ag_k44d2,ag_k44a3,ag_k44b3,ag_k44c3,ag_k44d3,ag_k44a4,ag_k44b4,ag_k44c4,ag_k44d4,ag_k45a1,ag_k45b1,ag_k45c1,ag_k45d1,ag_k45a2,ag_k45b2,ag_k45c2,ag_k45d2,ag_k46a1,ag_k46b1,ag_k46a2,ag_k46b2,ag_k46a3,ag_k46b3,ag_k45a3,ag_k45b3,ag_k45c3,ag_k45d3,ag_k45a4,ag_k45b4,ag_k45c4,ag_k45d4,ag_k46f,ag_k46c,ag_k46c_oth,ag_k46d,ag_k46e,ag_k46e_oth,ag_k47a,ag_k47b,ag_k47c,ag_k48a,ag_k48b,ag_k48c,ag_k43a5,ag_k43b5,ag_k43c5,ag_k43d5,ag_k43a6,ag_k43b6,ag_k43c6,ag_k43d6,ag_k44a5,ag_k44b5,ag_k44c5,ag_k44d5,ag_k44a6,ag_k44b6,ag_k44c6,ag_k44d6,ag_k45a5,ag_k45b5,ag_k45c5,ag_k45d5,ag_k45a6,ag_k45b6,ag_k45c6,ag_k45d6
105021940005,3b4b1cbf64b543d9a27281e87624ed1a,DG03,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Other (Specify),loam clay soil,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,JUNE,1ST HALF,YES,3,WHEELBARROW,,YES,NO,2,1,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,3,,,,,,,YES,INSECTICIDE,,20,LITER,,YES,INSECTICIDE,,30,LITER,,4,2,6,4,,,,,,,,,,,,,4,2,2,3,,,,,,,,,,,,,4,4,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940005,3b4b1cbf64b543d9a27281e87624ed1a,DG03,D02,NO,,1,,,,1,TOMATO,,,,,,,Other (Specify),loam soil,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,JULY,1ST HALF,YES,1,WHEELBARROW,,YES,NO,2,1,23:21:0+4S/CHITOWE,,2,KILOGRAM,,2,3,,,,,,,YES,INSECTICIDE,,5,LITER,,NO,,,,,,4,2,2,3,,,,,,,,,,,,,4,2,2,2,,,,,,,,,,,,,4,3,3,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940017,15b5c639727f4d489778105d5b1236c0,DG03,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Other (Specify),loam soil,Good,Low,Terrain,,,No erosion control,,,,,Materials not available,,,Slight slope,NO,Rainfed/No irrigation,Bucket,,Watering can,,Well,,0,,,,,YES,JULY,1ST HALF,NO,,,,YES,NO,2,1,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,2,,,,,,,YES,INSECTICIDE,,20,LITER,,NO,,,,,,1,3,6,4,,,,,,,,,,,,,1,3,3,2,,,,,,,,,,,,,1,4,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940027,73822f05919d4b6cbb4b7522efbc4736,DG02,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Other (Specify),loam clay soil,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Rainfed/No irrigation,Bucket,,Watering can,,Well,,0,,,,,YES,JULY,2ND HALF,YES,100,KILOGRAM,,YES,NO,2,1,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,2,,,,,,,YES,INSECTICIDE,,10,LITER,,NO,,,,,,1,2,6,4,,,,,,,,,,,,,1,3,3,2,,,,,,,,,,,,,1,5,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940067,c879b4bb352643d593acf9736138dd04,DG04,D01,NO,,1,,,,1,CABBAGE,,,,,,,Clay (Katondo),,Good,No Erosion,,,,Water harvest bunds,,,,,,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,1ST HALF,NO,,,,YES,NO,2,3,23:21:0+4S/CHITOWE,,5,KILOGRAM,,10,3,,,,,,,NO,,,,,,,,,,,,1,4,6,3,,,,,,,,,,,,,1,1,3,1,,,,,,,,,,,,,1,1,4,4,,,,,18,24000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940090,a37179a5a62b4073960d621d4dba808d,DG03,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Divert stream,,,Watering can,,Well,,0,,,,,YES,JUNE,1ST HALF,NO,,,,YES,NO,4,1,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,1,,,,,,,NO,,,,,,,,,,,,1,1,5,2,,,,,,,,,,,,,1,1,1,3,,,,,,,,,,,,,1,20,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940100,ef83ca6ce3cd4350b123452307966201,DG03,D01,NO,,1,,,,1,TANAPOSI,OTHER SPECIFY 1,,,,CHINESE,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,SEPTEMBER,2ND HALF,NO,,,,YES,NO,0,,23:21:0+4S/CHITOWE,,15,KILOGRAM,,15,1,,,,,,,YES,INSECTICIDE,,2,LITER,,NO,,,,,,1,2,6,1,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,12,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021940122,31a3425d9d934d83b7b9de766e22ac6b,DG06,D01,NO,,1,,,,1,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Fair,High,Flooding,,,Erosion control bunds,,,2 years ago,,,,,Flat,NO,Bucket,,,Watering can,,Well,,0,,,,,YES,AUGUST,1ST HALF,NO,,,,YES,YES,2,3,23:21:0+4S/CHITOWE,,20,KILOGRAM,,20,1,UREA,,20,KILOGRAM,,20,YES,FUNGICIDE,,1,LITER,,NO,,,,,,1,3,4,5,,,,,,,,,,,,,1,2,3,5,,,,,,,,,,,,,1,6,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021950107,cd488fd52bda47adacaaed73b744b5a0,DG04,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,2ND HALF,NO,,,,YES,YES,2,4,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,3,UREA,,25,KILOGRAM,,25,YES,INSECTICIDE,,500,MILLILITER,,NO,,,,,,1,1,4,6,3,1,2,3,7,,,,4,,,,7,1,4,3,4,1,4,3,1,1,4,4,3,1,4,3,1,5,5,3,4,,,,0,,0,,0,,3,,,,7,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021950107,cd488fd52bda47adacaaed73b744b5a0,DG04,D02,NO,,1,,,,1,TANAPOSI,,,,,,,Sandy (Mchenga),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,APRIL,1ST HALF,NO,,,,YES,YES,5,4,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,1,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,YES,INSECTICIDE,,1,LITER,,NO,,,,,,1,1,5,3,,,,,,,,,,,,,1,1,2,6,,,,,,,,,,,,,1,6,1,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021950128,4d576874b95b4971a71cf9d0ab28f125,DG05,D01,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,YES,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,OCTOBER,1ST HALF,NO,,,,YES,YES,2,2,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,3,UREA,,25,KILOGRAM,,25,NO,,,,,,,,,,,,1,1,4,5,,,,,,,,,,,,,1,2,4,3,,,,,,,,,,,,,1,2,6,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021950147,6b93af1dc95d46f3a314bce90c30bbe5,RG04,D01,NO,,1,,,,1,CABBAGE,,,,,,,Sandy (Mchenga),,Fair,High,Terrain,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,2ND HALF,NO,,,,YES,YES,2,4,23:21:0+4S/CHITOWE,,1,OTHER (SPECIFY),SMALL BASIN,5,1,UREA,,1,OTHER (SPECIFY),BASIN SMALL,5,NO,,,,,,,,,,,,1,2,4,6,,,,,,,,,,,,,1,1,3,6,,,,,,,,,,,,,1,4,6,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021950147,6b93af1dc95d46f3a314bce90c30bbe5,RG04,D02,YES,4,,NO,,,1,NKHWANI,,,,,,,Sandy (Mchenga),,Fair,High,Terrain,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,2ND HALF,NO,,,,YES,YES,2,4,23:21:0+4S/CHITOWE,,1,OTHER (SPECIFY),BASIN,5,1,UREA,,1,OTHER (SPECIFY),BASIN SMALL,5,NO,,,,,,,,,,,,1,2,4,6,,,,,,,,,,,,,1,1,3,6,,,,,,,,,,,,,1,4,6,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021950147,6b93af1dc95d46f3a314bce90c30bbe5,RG04,D03,NO,,1,,,,1,OTHER SPECIFY 1,,,,,CHOMOLIA,,Sandy (Mchenga),,Fair,High,Terrain,,,Erosion control bunds,,,,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,2ND HALF,NO,,,,YES,YES,2,4,23:21:0+4S/CHITOWE,,5,KILOGRAM,,5,1,UREA,,5,KILOGRAM,,5,NO,,,,,,,,,,,,1,2,4,6,,,,,,,,,,,,,1,2,4,6,,,,,,,,,,,,,1,4,1,6,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021960028,b59ac022f9284b5cb6350b35391ece08,DG04,D01,NO,,1,,,,1,TOMATO,,,,,,,Clay (Katondo),,Good,Low,Flooding,,,Water harvest bunds,,,During last 12 months,,,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,AUGUST,2ND HALF,YES,50,KILOGRAM,,YES,NO,2,4,23:21:0+4S/CHITOWE,,2.5,KILOGRAM,,5,4,,,,,,,NO,,,,,,,,,,,,1,2,10,1,,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,1,3,7,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105021960028,b59ac022f9284b5cb6350b35391ece08,DG04,D02,NO,,1,,,,1,TANAPOSI,,,,,,,Clay (Katondo),,Good,Low,Terrain,,,Water harvest bunds,,,,,,,,Slight slope,YES,Rainfed/No irrigation,,,,,,,0,,,,,YES,AUGUST,2ND HALF,YES,50,KILOGRAM,,YES,NO,3,3,23:21:0+4S/CHITOWE,,2.5,KILOGRAM,,5,2,,,,,,,NO,,,,,,,,,,,,1,1,5,1,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980029,2e0b88f7cb60435a8d92895d33ac50c4,DG04,D01,NO,,1,,,,1,SUGAR CANE,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,Erosion control bunds,,,,,,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,SEPTEMBER,1ST HALF,NO,,,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,1,1,2,4,,,,,,,,,,,,,1,6,3,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980030,ba142b0d48e74605a2622ec66a7af813,DG03,D01,NO,,1,,,,1,MAIZE HYBRID,SUGAR CANE,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,OCTOBER,2ND HALF,YES,2,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,3,4,2,,,,,,,,,,,,,1,3,2,4,,,,,,,,,,,,,1,2,3,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980057,b8c7c2f97fe549428d19bace3bae3061,RG02,D01,YES,2,,YES,1,,3,TANAPOSI,,,,,,,Other (Specify),loam soil,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,NO,Divert stream,,,Flooding,,River / Stream,,0,,,,,YES,JUNE,1ST HALF,YES,1,OTHER (SPECIFY),small bucket,YES,NO,2,4,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,3,,,,,,,NO,,,,,,,,,,,,3,1,3,6,1,2,3,6,,,,,,,,,1,2,7,6,3,,,,,,,,,,,,3,8,3,3,1,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980066,3f798270fd2e4e67b91b64bc426b1a78,DG03,D01,NO,,1,,,,1,TOMATO,,,,,,,Clay (Katondo),,Good,Low,Flooding,,,Erosion control bunds,,,2 years ago,,,,,Flat,YES,Bucket,Motor pump,,Other (Specify),canal irrigation,River / Stream,,2017,1,Lack of credit,,,YES,OCTOBER,1ST HALF,NO,,,,YES,NO,2,2,23:21:0+4S/CHITOWE,,20,KILOGRAM,,20,2,,,,,,,YES,OTHER PESTICIDE/ HERBICIDE(SPECIFY),mekitini,500,MILLILITER,,NO,,,,,,1,3,5,8,,,,,,,,,,,,,1,1,4,4,,,,,,,,,,,,,1,12,2,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980066,3f798270fd2e4e67b91b64bc426b1a78,DG03,D02,NO,,1,,,,1,MAIZE HYBRID,,,,,,,Clay (Katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Motor pump,Bucket,,Other (Specify),canal irrigation,River / Stream,,2017,1,Good for land,Lack of credit,,YES,NOVEMBER,1ST HALF,NO,,,,YES,YES,2,2,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,3,UREA,,5,KILOGRAM,,5,NO,,,,,,,,,,,,1,1,3,3,,,,,,,,,,,,,1,3,4,8,,,,,,,,,,,,,1,1,1,8,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980183,9c0fb5d678774544a7bddb0a48329eca,DG03,D01,NO,,2,,,,2,TOMATO,,,,,,,Other (Specify),SANDY LOAM,Good,No Erosion,,,,No erosion control,,,,,Other (Specify),,IT'S NOT THEIR DIMBA,Flat,NO,Motor pump,,,Flooding,,River / Stream,,9999,,,,,YES,APRIL,1ST HALF,NO,,,,YES,YES,2,1,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,2,UREA,,25,KILOGRAM,,25,YES,INSECTICIDE,,1,LITER,,YES,FUNGICIDE,,1,KILOGRAM,,1,1,3,6,,,,,,,,,,,,,1,3,7,6,,,,,,,,,,,,,1,4,1,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980183,9c0fb5d678774544a7bddb0a48329eca,DG03,D02,NO,,2,,,,2,MAIZE HYBRID,BEANS,,,,,,Other (Specify),SANDY LOAM SOIL,Fair,No Erosion,,,,No erosion control,,,,,Other (Specify),,THEY DON'T OWN THE GARDEN,Flat,NO,Motor pump,,,Flooding,,River / Stream,,9999,,,,,YES,MARCH,2ND HALF,NO,,,,YES,NO,2,1,23:21:0+4S/CHITOWE,,50,KILOGRAM,,50,2,,,,,,,NO,,,,,,,,,,,,4,,,,7,,,,1,1,4,6,5,,,,5,,,,4,,,,7,,,,1,2,7,6,7,1,1,9,4,1,1,9,0,,0,,0,,3,1,1,9,1,1,1,9,,0,,,,,0,0,0,,,,3,,,,,,,,3,,,,,,,,5,1,1,9,,,,
105041980184,a8d1d35803b54296aaccbfb241e29944,DG01,D01,NO,,2,,,,2,OTHER SPECIFY 1,,,,,RAPE,,Sandy (Mchenga),,Fair,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,NO,Bucket,,,Watering can,,Other (Specify),COMMUNITY TAP,0,,,,,YES,MAY,1ST HALF,YES,1,OTHER (SPECIFY),large pail,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,2,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980196,7e3a3fc584904162890889c67a24baf8,DG03,D01,NO,,1,,,,2,OTHER SPECIFY 1,,,,,RAPE,,Other (Specify),MIXED SOIL,Good,Low,Flooding,,,Gabions / Sandbags,,,During last 12 months,,,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,JUNE,2ND HALF,YES,1,BUCKET,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,2,14,,,,,,,,,,,,,1,2,1,12,,,,,,,,,,,,,1,1,7,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105041980196,7e3a3fc584904162890889c67a24baf8,DG03,D02,NO,,1,,,,2,TANAPOSI,,,,,,,Other (Specify),mixed soil,Good,Low,Flooding,,,Gabions / Sandbags,,,During last 12 months,,,,,Flat,NO,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,JUNE,2ND HALF,YES,1,BUCKET,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,2,14,,,,,,,,,,,,,1,2,2,12,,,,,,,,,,,,,1,1,7,2,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051990010,b1fd21969ce6444f990b3897ca655f0a,DG03,D01,YES,2,,YES,2,,1,MAIZE HYBRID,,,,,,,Other (Specify),loam soil,Good,Low,Terrain,,,No erosion control,,,,,Materials not available,,,Slight slope,NO,Rainfed/No irrigation,Bucket,,Watering can,,Well,,0,,,,,YES,JULY,2ND HALF,YES,4,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,1,6,4,,,,,,,,,,,,,1,2,3,4,,,,,,,,,,,,,1,2,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051990010,b1fd21969ce6444f990b3897ca655f0a,DG03,D02,YES,2,,YES,2,,1,TOMATO,,,,,,,Other (Specify),loam soil,Good,Low,Terrain,,,Terraces,,,,,,,,Slight slope,NO,Rainfed/No irrigation,Bucket,,Watering can,,Well,,0,,,,,YES,MAY,1ST HALF,YES,2,WHEELBARROW,,YES,NO,3,1,UREA,,1,KILOGRAM,,1,1,,,,,,,YES,INSECTICIDE,,20,LITER,,NO,,,,,,1,1,3,4,,,,,,,,,,,,,1,2,3,3,,,,,,,,,,,,,1,2,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051990010,b1fd21969ce6444f990b3897ca655f0a,DG03,D03,YES,2,,YES,2,,1,OTHER SPECIFY 1,,,,,RAPE,,Other (Specify),loam soil,Good,Low,Terrain,,,Terraces,,,,,,,,Slight slope,NO,Rainfed/No irrigation,Bucket,,Watering can,,Well,,0,,,,,YES,MAY,1ST HALF,YES,2,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,20,LITER,,NO,,,,,,1,1,2,3,,,,,,,,,,,,,1,2,2,3,,,,,,,,,,,,,1,3,2,1,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051990048,6e7c2af0f49a47959801026b33f6cde2,DG04,D01,NO,,1,,,,1,TOMATO,TANAPOSI,,,,,,Clay (Katondo),,Good,No Erosion,,,,Erosion control bunds,,,,,,,,Flat,YES,Divert stream,Bucket,,Watering can,,River / Stream,,0,,,,,YES,JUNE,2ND HALF,NO,,,,NO,,,,,,,,,,,,,,,,,YES,INSECTICIDE,,2,KILOGRAM,,NO,,,,,,1,4,5,4,,,,,,,,,,,,,1,3,5,4,,,,,,,,,,,,,1,4,1,1,,,,,2,5000,0,,0,,,,,,,,,,,0,,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105051990060,2fa0b9a8dbde41d793f3db5cfa00a788,DG03,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Sandy (Mchenga),,Fair,Low,Flooding,,,Erosion control bunds,,,2 years ago,,,,,Flat,NO,Rainfed/No irrigation,,,,,,,0,,,,,YES,AUGUST,2ND HALF,YES,1,OX CART,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,3,2,4,,,,,,,,,,,,,1,1,6,1,,,,,,,,,,,,,1,,,,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105052000107,97ef6b6bca5d4b91aa28b0079e7f5758,DG05,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Slight slope,YES,Rainfed/No irrigation,,,,,,,9999,,,,,YES,JULY,1ST HALF,YES,5,BUCKET,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,3,5,4,,,,,,,,,,,,,1,1,2,5,,,,,,,,,,,,,1,5,2,3,,,,,0,,0,,0,,,,,,,,,,,0,,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
105052000110,6df73798d3994f4084b03e9d8f145ab3,DG05,D01,NO,,1,,,,1,TOMATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,Low,Flooding,,,Water harvest bunds,,,2 years ago,,,,,Moderate slope,YES,Bucket,,,Watering can,,Well,,0,,,,,YES,JULY,1ST HALF,YES,5,WHEELBARROW,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,4,4,6,,,,,,,,,,,,,1,1,6,5,,,,,,,,,,,,,1,6,3,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105062020043,43fe131c0020412fb0494399532135a9,DG03,D01,NO,,1,,,,1,TANAPOSI,,,,,,,Other (Specify),loam and Clay soil,Good,Low,Terrain,,,No erosion control,,,,,Requires too much labor,,,Slight slope,NO,Bucket,Rainfed/No irrigation,,Watering can,,Borehole,,0,,,,,YES,MAY,1ST HALF,NO,,,,YES,NO,3,1,23:21:0+4S/CHITOWE,,10,KILOGRAM,,10,1,,,,,,,YES,INSECTICIDE,,10,LITER,,NO,,,,,,3,1,6,4,1,1,6,4,,,,,,,,,1,2,2,3,3,2,2,2,,,,,,,,,1,4,2,1,3,4,1,1,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105062020123,ccc9214c71db48fb9da3ae30759cda4d,DG05,D01,NO,,1,,,,2,MAIZE HYBRID,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Good,No Erosion,,,,No erosion control,,,,,No soil or water erosion problems on any plots,,,Flat,YES,Bucket,,,Watering can,,River / Stream,,9999,,,,,YES,SEPTEMBER,1ST HALF,YES,4,OX CART,,NO,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,1,2,5,4,,,,,,,,,,,,,1,3,6,4,,,,,,,,,,,,,1,3,6,4,,,,,0,,0,,0,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105062030026,ef9b8649ac4a477cbb6688b9a3fa9885,DG03,D01,NO,,1,,,,2,IRISH [MALAWI] POTATO,,,,,,,Between sandy &amp; clay (Pakati pa mchenga ndi katondo),,Poor,Moderate,Flooding,,,No erosion control,,,During last 12 months,,Too risky/benefits unclear,,,Slight slope,NO,Bucket,,,Watering can,,River / Stream,,0,,,,,YES,JUNE,1ST HALF,YES,1,OX CART,,YES,YES,2,4,23:21:0+4S/CHITOWE,,25,KILOGRAM,,25,3,CAN,,25,KILOGRAM,,25,YES,HERBICIDE,,20,GRAM,,NO,,,,,,3,,,,4,,,,1,2,6,4,5,,,,5,4,5,4,3,4,4,4,4,4,5,4,1,4,5,4,1,1,1,9,3,1,1,9,0,,0,,0,,5,,,,4,,,,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
