case_id,HHID,gardenid,ag_b202,ag_b203_1a,ag_b203_1b,ag_b203_2,ag_b205,ag_b206,ag_b206a,ag_b206b__0,ag_b206b__1,ag_b206b__2,ag_b206b__3,ag_b206c,ag_b206d__0,ag_b206d__1,ag_b208a,ag_b208a_oth,ag_b208b,ag_b208c,ag_b208c_oth,ag_b208d,ag_b209a,ag_b209b,ag_b212,ag_b212_oth,ag_b213__0,ag_b213__1,ag_b213_1__0,ag_b213_1__1,ag_b214,ag_b214_oth,ag_b216a,ag_b216a_oth,ag_b216b,ag_b216c,ag_b216c_oth,ag_b216d,ag_b217a,ag_b217b,ag_b220,ag_b220_oth
104051810067,cb5df90ac9b448ccb7af08e31a286f27,RG02,1,1,,2016,50000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810068,7f34699085764125bce3766a94b14c97,RG01,1,2,,1970,100000,3000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810068,7f34699085764125bce3766a94b14c97,RG02,1,2,,1970,50000,1000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810068,7f34699085764125bce3766a94b14c97,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,,,
104051810072,a2ffb025a6754630b749c04a0803b8ad,RG02,1,2,,2002,50000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810074,9d91da5dd59b457bba2997a12fce50c9,RG02,1,,,2005,400000,50000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810074,9d91da5dd59b457bba2997a12fce50c9,RG03,1,,,2009,350000,45000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810076,8f6d46481c8a45f7a2e495b79a1c51bd,RG02,1,,,2010,500000,40000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810097,96f35e232d314b7c99f39a580a92dc8c,RG03,2,1,,2015,500000,30000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810106,98493306ac134c43a101655f4ff89bf6,RG05,2,1,,2015,1200000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810106,98493306ac134c43a101655f4ff89bf6,RG06,2,1,,2012,2000000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810114,658ee0b0992b424f8048ee195b7f9a3f,RG02,1,,,2012,500000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810114,658ee0b0992b424f8048ee195b7f9a3f,RG03,1,,,2013,600000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104051810117,a4383ea19ad1453a8ebe0fd17ab6e518,RG02,2,,,2015,500000,60000,NO,,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071820026,a63ab1895749434e962c3e2f91aff911,RG01,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,,,
104071820059,585f10f3b9a846849a1dc034a541393d,RG02,2,1,,9999,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071820105,c12f8a89624049feae716e8ccc39fdb5,RG01,1,2,,9999,600000,60000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071820134,b4be47026e87482dbf0a43e91914d9c4,RG02,1,,,9999,250000,25000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071820134,b4be47026e87482dbf0a43e91914d9c4,RG03,1,,,9999,450000,45000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071820164,7745cbc6000a4e6cbd7b845d1a84bd1f,RG01,2,2,,1995,700000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071820243,a347b84f2699496aaf7f03c2c63e3d6d,RG02,2,,,,,,,,,,,,,,,,,,,,29000,0,Rainy Season,,2,,1,2,Cultivated,,,,,,,,,,,
104071820271,afc8a1f4ad2f4fedbaf7f50d9637ad86,RG02,1,,,,,,,,,,,,,,,,,,,,15000,0,Rainy Season,,1,,1,2,Cultivated,,,,,,,,,,,
104071820287,691e7b5b0d364ba88eb7fd5cc92dd08c,RG02,1,1,,2003,100000,7000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830023,85517a7408784fa59412428c91297a5d,RG01,1,,,9999,200000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830037,fc9ca927e6a743aca6eb72f14a9fe374,RG02,1,2,,1997,300000,15000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830054,cbf14e7b88b9414d97ef7ee3fe42775c,RG02,1,1,,2007,100000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830054,cbf14e7b88b9414d97ef7ee3fe42775c,RG03,1,1,,2007,400000,60000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830071,514d9b02be164e09a45c82387eaef523,RG02,2,,,1979,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830071,514d9b02be164e09a45c82387eaef523,RG03,2,,,1979,10000,2000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830074,e358f748643a455bb6519e9cd5f1be21,RG02,1,,,9999,1500000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830074,e358f748643a455bb6519e9cd5f1be21,RG03,1,,,9999,1200000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830079,923293b023e14067ba619f34b0ccd7df,RG02,2,,,9999,120000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830079,923293b023e14067ba619f34b0ccd7df,RG03,1,,,9999,15000,12000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830088,0038af5bc5f64dcdaf9c5c2eca1abdc0,RG02,1,,,2010,70000,40000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830090,3c73f835e373487882863d24c74f868c,RG02,1,,,2012,500000,60000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830109,3c391c42b69e408f901ec53b1d9ae2ea,RG02,1,,,2002,120000,12000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830112,d24862705d5549f79db4c820c918c7b7,RG02,1,1,,2013,200000,70000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830135,4f121d3256e048f98dd152f1619abb36,RG02,2,1,,2007,150000,15000,YES,2,3,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830135,4f121d3256e048f98dd152f1619abb36,RG03,2,1,,2007,20000,2500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830136,33d7924883ad4d04825e0a5dd6e2373d,RG02,1,2,,2010,150000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830136,33d7924883ad4d04825e0a5dd6e2373d,RG03,1,,,,,,,,,,,,,,,,,,,,6000,6000,Rainy Season,,1,,1,2,Cultivated,,,,,,,,,,,
104071830170,f8055e01be6347e98e1903a817319759,RG02,2,,,1995,50000,5000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830170,f8055e01be6347e98e1903a817319759,RG03,2,,,1995,300000,30000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830179,acdeb6e012c64941ad06395a397b3084,RG02,1,1,,1995,200000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830180,c7f337225bcc4eb5a77f658dd07c0056,RG02,1,,,9999,200000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071830180,c7f337225bcc4eb5a77f658dd07c0056,RG03,2,,,9999,200000,10000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840006,59324e78550046c695d0c2ff2b4eccc8,RG02,1,,,2010,300000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840014,cce7766fe6834520af8ba3d2f9d72cd3,RG02,1,,,2001,200000,70000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840022,6bb813ac4c2f4fbeba4939d132232b1b,RG02,1,1,,1991,300000,60000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840022,6bb813ac4c2f4fbeba4939d132232b1b,RG03,1,1,,1991,400000,70000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840029,2519db199b674d23afa9a4dceca31995,RG02,2,,,2008,200000,50000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840043,4cb0657489ea4e5781d435f2bba6057b,RG03,2,,,9999,450000,25000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840050,6e3b93eecc174261864c16a9bdbff6e7,RG03,1,,,9999,500000,50000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840050,6e3b93eecc174261864c16a9bdbff6e7,RG04,1,,,9999,500000,50000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840057,f52706f02fad4d06987eec308e8815fe,RG02,1,,,9999,450000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840064,89d513530e2b4b56bca3075fa5e2145d,RG02,1,,,1968,50000,5000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840071,ddb83fd09f084533babb53ce8b8beca1,RG02,2,,,1988,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840078,86fdcf99c7c3455a985854c4ca907319,RG02,1,,,1988,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840078,86fdcf99c7c3455a985854c4ca907319,RG03,1,,,1988,50000,5000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840086,e1f0a7442fb24dd29373397d1b8aa646,RG02,1,,,,,,,,,,,,,,,,,,,,10000,0,Full Year (Rainy &amp; Dimba Seasons),,2,,1,2,Cultivated,,,,,,,,,,,
104071840096,ee22e2352d94414b9aa23295f2cdbda4,RG02,1,,,2012,120000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840103,cd8245a2ec704dcfb3da368f1427c12b,RG02,1,1,,2001,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840103,cd8245a2ec704dcfb3da368f1427c12b,RG03,1,1,,2001,80000,6000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840110,2a19cd420a7c434b99a2b8151e94d923,RG02,2,1,,2011,100000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840117,4128e01b4fed449390f426f920b9ba95,RG02,2,1,,2014,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104071840117,4128e01b4fed449390f426f920b9ba95,RG03,2,1,,2014,50000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850003,265bcfb074344157b94d48d98d63794f,RG02,1,1,2,2017,15000,4500,YES,1,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850003,265bcfb074344157b94d48d98d63794f,RG03,1,1,,2017,8000,1500,YES,1,,,,YES,2,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850006,0633105f81f941f4aaaeb9114c6178b5,RG03,1,2,,2001,300000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850006,0633105f81f941f4aaaeb9114c6178b5,RG04,1,2,,2001,300000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850053,2d8baafdf2ee4e2690fdc1354d2cb147,RG02,2,1,,9999,1000000,10000,YES,1,3,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850053,2d8baafdf2ee4e2690fdc1354d2cb147,RG03,1,,,,,,,,,,,,,,MAIZE LOCAL,,4,PAIL (LARGE),,S:SHELLED,6000,0,Rainy Season,,2,,1,2,Cultivated,,,,,,,,,,,
104081850053,2d8baafdf2ee4e2690fdc1354d2cb147,RG04,2,,,,,,,,,,,,,,.a,,,,,,20000,0,Rainy Season,,3,,1,2,Cultivated,,,,,,,,,,,
104081850070,f2ef80cd196345f9a677df8bcc380513,RG01,2,1,,2002,1000000,25000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850070,f2ef80cd196345f9a677df8bcc380513,RG03,2,1,,2002,2000000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Fallow,,,,,,,,,,,
104081850082,63b5f5b719274114b517d9fde651d4b9,RG01,1,2,,1996,200000,50000,YES,2,,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850082,63b5f5b719274114b517d9fde651d4b9,RG02,1,2,,1996,1000000,200000,YES,1,2,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850082,63b5f5b719274114b517d9fde651d4b9,RG04,1,2,,1996,100000,50000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,RG01,1,1,3,1997,100000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,RG02,1,,,,,,,,,,,,,,GROUNDNUT CHALIMBANA,,1,PAIL (SMALL),,U:UNSHELLED,0,1500,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
104081850105,00b24f81d4a5497fb45918ed23afdf2a,RG03,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,Cultivated,,,,,,,,,,,
104081850128,3e15c35e0fe84cc0b80bd70223fcedb7,RG02,1,1,,1991,5000,500,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850128,3e15c35e0fe84cc0b80bd70223fcedb7,RG03,1,1,,1991,2000,300,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850128,3e15c35e0fe84cc0b80bd70223fcedb7,RG04,1,1,,1991,10000,1200,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850130,c9b378b560e64315b02520812ae56b32,RG01,2,,,1996,1000000,15000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Other (Specify),DWELLING,,,,,,,,,,
104081850130,c9b378b560e64315b02520812ae56b32,RG03,2,1,,2016,2000000,200000,YES,1,2,,,YES,1,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850130,c9b378b560e64315b02520812ae56b32,RG04,2,3,,2007,2000000,2000000,YES,1,2,,,YES,3,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850152,c3f63678da214c44aa0e6e64f26a9415,RG01,1,,,2016,700000,3000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850152,c3f63678da214c44aa0e6e64f26a9415,RG03,1,,,2016,300000,60000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850152,c3f63678da214c44aa0e6e64f26a9415,RG04,2,,,2016,200000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850154,068f4bd80edd4aa7964a30765703bcf2,RG02,1,,,,,,,,,,,,,,TOBACCO BURLEY,,0,,,,18000,18000,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
104081850154,068f4bd80edd4aa7964a30765703bcf2,RG03,1,,,,,,,,,,,,,,TOBACCO BURLEY,,0,,,,15000,15000,Rainy Season,,3,,1,,Cultivated,,,,,,,,,,,
104081850157,ba8257849c3947329dc7a3d41d56c616,RG03,1,,,1994,120000,15000,NO,,,,,YES,1,3,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850169,efb6849cd3854e4db91ee60d726d16c0,RG01,1,1,,1958,300000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850171,f8f65aa4a678493f9836d7b29d88aefe,RG01,1,,,1975,800000,10000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Forest / Woodlot,,,,,,,,,,,
104081850171,f8f65aa4a678493f9836d7b29d88aefe,RG02,1,1,,9999,800000,40000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850196,f134c9a750924eddb9119f7460cab6e6,RG02,1,2,,1994,200000,40000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850197,e9745f05a26b41aa944dde7e144a8cff,RG02,2,1,,1981,2000000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850197,e9745f05a26b41aa944dde7e144a8cff,RG03,2,2,,1981,1500000,18000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850202,303ed26d05c445f9ad7a23055b6b6bac,RG02,1,1,,1957,200000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Forest / Woodlot,,,,,,,,,,,
104081850202,303ed26d05c445f9ad7a23055b6b6bac,RG03,1,1,,1957,150000,100000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104081850202,303ed26d05c445f9ad7a23055b6b6bac,RG04,1,1,,1957,20000,5000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860001,3e3f0218d6fb43bc83c3354088326ab5,RG02,1,,,2017,200000,80000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860001,3e3f0218d6fb43bc83c3354088326ab5,RG03,1,,,2017,200000,80000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860025,957c4fd348e54e7f8ac7feb70418fbc0,RG02,1,,,2014,150000,25000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860025,957c4fd348e54e7f8ac7feb70418fbc0,RG03,1,,,2014,500000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860042,bf08cff813254c60a007fda06a46d7a3,RG01,1,,,2001,300000,40000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860042,bf08cff813254c60a007fda06a46d7a3,RG02,1,,,2001,180000,80000,YES,2,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860084,38dd73a7cb47453db298ce46182868a6,RG01,2,1,,9999,800000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Other (Specify),DWELLING,,,,,,,,,,
104091860084,38dd73a7cb47453db298ce46182868a6,RG02,2,1,,9999,350000,35000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860084,38dd73a7cb47453db298ce46182868a6,RG03,2,1,,9999,450000,45000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860091,5c69008905bb47be94d44c86e3fab1c0,RG02,2,1,,2014,150000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860091,5c69008905bb47be94d44c86e3fab1c0,RG03,2,1,,2014,300000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860105,d01cea69c1e14a08929d27ff10177020,RG01,1,,,2014,500000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860105,d01cea69c1e14a08929d27ff10177020,RG02,1,,,2014,15000,400000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860113,d5c000bde2a44a6e8dd69fa93f012b51,RG01,1,,,,,,,,,,,,,,,,,,,,,,,,8,,1,,Cultivated,,,,,,,,,,,
104091860113,d5c000bde2a44a6e8dd69fa93f012b51,RG02,1,,,,,,,,,,,,,,,,,,,,15000,0,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
104091860117,c5c3ac52bd6046c79a11f01825c81966,RG01,1,,,,,,,,,,,,,,,,,,,,8000,0,Full Year (Rainy &amp; Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,,,
104091860123,e9b670783cb94a4f83e0984ed2353269,RG02,1,1,,2008,300000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860123,e9b670783cb94a4f83e0984ed2353269,RG03,1,1,,2008,300000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860128,bfda816f4c824b709007a1b5bdbf0b81,RG01,1,,,,,,,,,,,,,,,,,,,,7500,0,Full Year (Rainy &amp; Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,,,
104091860128,bfda816f4c824b709007a1b5bdbf0b81,RG02,1,,,,,,,,,,,,,,,,,,,,7500,0,Full Year (Rainy &amp; Dimba Seasons),,1,,1,2,Cultivated,,,,,,,,,,,
104091860141,91194794fb0b4f008149a11431258059,RG02,1,1,,2014,350000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860142,ba9c08794c0746e9b1578d3eecbedcae,RG02,1,1,,2018,25000,25000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860149,72eddfb73eb94eefbbfc36fa0e775c8c,RG01,1,1,,1995,200000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860149,72eddfb73eb94eefbbfc36fa0e775c8c,RG02,1,1,,1995,150000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860152,463c15f637b64a828fa7e99f3fe4523f,RG03,4,,,2001,350000,75000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104091860152,463c15f637b64a828fa7e99f3fe4523f,RG04,4,,,2001,350000,50000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870027,eac6b432806e44b28e2a93a9bb5fc317,RG02,2,1,,2006,150000,20000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870027,eac6b432806e44b28e2a93a9bb5fc317,RG03,2,1,,2006,100000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870058,d939d11b200c45fb81acb2fc92473cd5,RG02,3,1,,9999,900000,45000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870091,6f5ea24ec6e544aa80054d14d868d2e1,RG02,2,,,,,,,,,,,,,,,,,,,,25000,0,Full Year (Rainy &amp; Dimba Seasons),,1,,2,,Cultivated,,,,,,,,,,,
104101870091,6f5ea24ec6e544aa80054d14d868d2e1,RG03,2,,,,,,,,,,,,,,,,,,,,0,25000,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
104101870105,3861d95ca0634405aba3b17de8760a03,RG02,2,,,2010,2000000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870135,e8dd56237d734eb0aa8689399bc4192b,RG02,1,,,2018,400000,6000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870135,e8dd56237d734eb0aa8689399bc4192b,RG03,1,,,2018,1000000,15000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870135,e8dd56237d734eb0aa8689399bc4192b,RG04,1,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,Cultivated,,,,,,,,,,,
104101870138,0f55fc4df0ae417e84a57717c3f23793,RG02,2,,,2008,1000000,30000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870138,0f55fc4df0ae417e84a57717c3f23793,RG03,3,,,2008,1000000,30000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870138,0f55fc4df0ae417e84a57717c3f23793,RG04,2,,,2013,8000000,30000,YES,1,2,3,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870144,c45fa6d0179644fba7418d9537e5b033,RG02,1,2,,1988,500000,20000,YES,1,2,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870144,c45fa6d0179644fba7418d9537e5b033,RG03,1,,,,,,,,,,,,,,,,,,,,40000,0,Rainy Season,,1,,1,,Cultivated,,,,,,,,,,,
104101870158,aa35f985ebb845d48aca611b92960baa,RG01,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,Cultivated,,,,,,,,,,,
104101870158,aa35f985ebb845d48aca611b92960baa,RG02,1,1,,2001,100000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870162,6a0582e0e9214b368dd9c2673ab4e631,RG01,2,4,,1985,40000,5000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870162,6a0582e0e9214b368dd9c2673ab4e631,RG02,2,4,,1985,100000,30000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870162,6a0582e0e9214b368dd9c2673ab4e631,RG03,1,4,,1985,100000,10000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870168,ce1fc7e3b7a34e41823dcdec4f37c606,RG01,1,1,,2016,300000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870168,ce1fc7e3b7a34e41823dcdec4f37c606,RG02,1,1,,2016,1000000,60000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870168,ce1fc7e3b7a34e41823dcdec4f37c606,RG03,1,1,,2018,800000,30000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870168,ce1fc7e3b7a34e41823dcdec4f37c606,RG04,1,1,,2010,500000,15000,NO,,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
104101870170,c5cd02c258a94d228f5703be9a814f21,RG01,2,1,,1992,500000,20000,YES,1,,,,NO,,,,,,,,,,,,,,,,,Cultivated,,,,,,,,,,,
