HHID,hh_n09a,hh_n09b,hh_n09c,hh_n10a,hh_n10b,hh_n10_1,hh_n10_2,hh_n10_2_oth,hh_n11,hh_n12a,hh_n12b,hh_n13a,hh_n13b,hh_n14,hh_n14_oth,hh_n15a,hh_n15b,hh_n16a,hh_n16b,hh_n16_oth,hh_n17,hh_n18,hh_n19,hh_n19_oth,hh_n20a,hh_n20b,hh_n20_oth,hh_n21a,hh_n21b,hh_n21c,hh_n22,hh_n23,hh_n24,hh_n24_oth,hh_n25a,hh_n25b,hh_n25c,hh_n25d,hh_n25e,hh_n25f,hh_n25g,hh_n25h,hh_n25i,hh_n25j,hh_n25k,hh_n25l,hh_n25m,hh_n25n,hh_n25o,hh_n25p,hh_n25q,hh_n25r,hh_n25s,hh_n25t,hh_n25u,hh_n25v,hh_n25w,hh_n25x,hh_n25y,hh_n26a,hh_n26b,hh_n26_oth,hh_n27,hh_n28,hh_n29a,hh_n29b,hh_n29_oth,hh_n30a1,hh_n30b1,hh_n30c1,hh_n30d1,hh_n30a2,hh_n30b2,hh_n30c2,hh_n30d2,hh_n30a3,hh_n30b3,hh_n30c3,hh_n30d3,hh_n30a4,hh_n30b4,hh_n30c4,hh_n30d4,hh_n30a5,hh_n30b5,hh_n30c5,hh_n30d5,hh_n30a6,hh_n30b6,hh_n30c6,hh_n30d6,hh_n30a7,hh_n30b7,hh_n30c7,hh_n30d7,hh_n30a8,hh_n30b8,hh_n30c8,hh_n30d8,hh_n31a1,hh_n31b1,hh_n31c1,hh_n31d1,hh_n31a2,hh_n31b2,hh_n31c2,hh_n31d2,hh_n31a3,hh_n31b3,hh_n31c3,hh_n31d3,hh_n32,hh_n34,hh_n35,hh_n36,hh_n37,hh_n38,hh_n39,hh_n40,hh_n41a,hh_n41b,hh_n41c,hh_n41d,hh_n41e,hh_n41f,hh_n41g,hh_n41h,hh_n41h_oth
2a1005333abc4ac1ad79c0051f7b04ae,1,MAIZE FLOUR BUSINESS,10,2,,Yes,,,2,2,,0,0,,,July,2019,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,1,1,1,2,3,3,,,,,Not profitable,,,Yes,,,,,2,8,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,15000,30000,,,,,8000,20000,0,0,0,0,0,0,2000,MILLINGFEE
2a19cd420a7c434b99a2b8151e94d923,1,VENDOR,47,2,,Yes,,,2,2,,0,0,,,January,2017,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,AVERAGE,AVERAGE,2,2,2,2,2,1,1,1,3,3,,,,,,Yes,,,,,2,4,18,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,,,10000,30000,,,15000,0,15000,0,0,0,0,0,0,
2a20798742b34be7b1a850c615c5a159,1,SELLING KACHASO BEER,11,2,,Yes,,,1,2,,0,0,,,August,2019,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,1,2,2,2,3,,,,,Lack of cash,,,Yes,,,,,2,8,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,35000,45000,,,,,20000,22000,0,0,0,0,1400,0,0,
2a23479dc7174d60a535428c098fb19b,1,BUYING AND SELLING BANANA,47,1,,Yes,,,1,1,,0,0,,,March,2019,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,LOW,HIGH,3,1,1,3,2,1,2,1,,,,,Lack of cash,,,Yes,,,,,1,16,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,30000,40000,,,,,12000,0,7500,0,0,0,0,0,500,ASSEMBLYTAX
2a23479dc7174d60a535428c098fb19b,2,BUYING AND SELLING BANANA,47,2,,Yes,,,1,2,,0,0,,,July,2019,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,2,1,3,2,1,1,,,,,Lack of cash,,,Yes,,,,,2,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,16000,,,16000,30000,,,8000,0,8000,0,0,0,0,0,0,
2a2a17c493774d1ca22dab49583477e7,1,MUSIC BUSINESS,18,2,,No,Not Available During Time in the EA,,2,1,,0,0,,,February,2017,Own-savings from non-agriculture,,,Traditional market place,,,,Othersmall businesses,,,NO,NO,NO,NO,NO,,,,,,,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,3,3,3,,,,,,,,,,,,,Yes,,,,,1,30,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,,,,,21000,15000,45000,2000,0,0,0,0,0,0,0,
2a41076421b44f979e43636d9728424d,1,COOKING AND SELLING MANDASI,49,2,,Yes,,,2,2,,0,0,,,October,2019,Own-savings from non-agriculture,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,3,,,,,,Lack of non-labour inputs,,,No,YES,,,,6,2,2,1,2,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,,,15000,15000,4800,10200,0,0,0,0,0,0,0,
2a4f4c9ae77e4b1198a64db6126d725b,1,RICE SELLER,45,1,,Yes,,,1,1,,0,0,,,July,2003,Own-savings from non-agriculture,,,Traditional market place,,,,Traders,Othersmall businesses,,NO,NO,NO,YES,NO,,,,,,,,,,,HIGH,LOW,LOW,AVERAGE,HIGH,3,3,3,2,2,2,3,,,,,,Lack of cash,Seasonal work,,Yes,,,,,1,15,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,140000,,,,,15000,25000,60000,5000,0,0,0,0,0,0,0,
2a5f883ea709432499e977c52f0b9239,1,BUYING AND SELLING PROCESSED TOMATO AND CABBAGE,45,1,,Yes,,,1,1,,0,0,,,November,2018,Sale of assets owned,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,HIGH,LOW,LOW,LOW,LOW,,,,,,,,,,,,,Other (Specify),,BUSYWITHOTHERTHINGS,Yes,,,,,1,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,35000,38000,42000,,,,,3000,0,25000,16000,0,0,0,0,2000,FOODANDMARKETFEE
2a75d4f23c924eecb99db96335b718c2,1,OWNED A BARBER SHOP,95,1,,Yes,,,1,1,,0,0,,,July,2018,Savings club,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,AVERAGE,AVERAGE,HIGH,AVERAGE,,,,,,,,,,,,,,,,,,,,,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000,,,45000,60000,,,30000,0,0,0,0,0,0,0,0,
2a75d4f23c924eecb99db96335b718c2,2,RUNS A GROCERY STORE,47,1,,Yes,,,1,1,,0,0,,,March,2019,Savings club,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,LOW,HIGH,2,2,,,,,,,,,,,,,,Yes,,,,,1,30,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,180000,150000,220000,,,,,50000,0,100000,0,0,0,0,0,0,
2a89a5112f984d76948b4b0559cb8c36,1,OPERATING GROCERY,47,1,,Yes,,,1,1,,0,0,,,August,2018,Gift from family/friends,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,Lack of cash,,,No,YES,,,,1,30,8,3,2,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,,,,,30000,100000,30000,0,50000,0,0,0,0,0,0,
2aace3465b704190aa124c3ba3c25938,1,KABAZA,49,1,,Yes,,,1,1,,0,0,,,January,2014,Own-savings from agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,YES,NO,,,,,,,,,,,AVERAGE,LOW,,HIGH,HIGH,3,3,3,3,3,3,,,,,,,Own-Illness/Need to care for household members,,,Yes,,,,,1,11,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,34000,,,34000,55000,,,29500,0,4500,0,0,0,0,0,0,
2aba45e2ab854c4ca647232ee95f602b,1,BICYCLE TAXI,49,1,,Yes,,,1,1,,0,0,,,May,2015,Own-savings from non-agriculture,,,Roadside,,,,Other (specify),,PASSENGERS,NO,NO,YES,YES,NO,,,,HIGH,LOW,LOW,LOW,LOW,LOW,AVERAGE,HIGH,LOW,LOW,LOW,AVERAGE,,,,,,,,,,,,,,,,Yes,,,,,1,14,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,34000,,,,,10000,20000,34000,0,0,0,0,0,0,0,0,
2ad58cc5cf8d4372b59c7be91693092e,1,MAIZE SELLING,46,1,,Yes,,,1,1,,0,0,,,June,2017,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,AVERAGE,AVERAGE,,,,,,2,1,1,2,3,,,,,,,,,,,Yes,,,,,1,12,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,432000,,,144000,432000,,,72000,0,360000,0,0,0,0,0,0,
2b05da929b1246388c804fc09cc15397,1,MAIZE MILL,10,1,,Yes,,,1,1,,0,0,,,July,2014,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,3,1,3,2,2,3,,,,,,,,Yes,,,,,1,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,8,20000,0,,,,0,,,,300000,,,,,240000,180000,160000,0,0,0,120000,0,0,0,20000,LABOUR
2b5672d3ab244c92a4959ff7defb94ee,1,RESTAURANT,45,1,,No,Not Available During Time in the EA,,1,1,,0,0,,,March,2015,Agricultural input credit,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,LOW,LOW,LOW,AVERAGE,AVERAGE,AVERAGE,AVERAGE,LOW,LOW,AVERAGE,AVERAGE,,,,,,,,,,,,,Not profitable,,,No,YES,,,,1,30,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,30000,25000,,,,,5000,10000,0,1000,0,0,0,0,0,
2b77b25460f042ddb1ca43f9b807c108,1,SELLS FAST FOODS,47,1,2,Yes,,,2,1,2,0,0,,,May,2004,Own-savings from agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,YES,Forest/wild park reserve,,,LOW,LOW,AVERAGE,AVERAGE,HIGH,HIGH,,,,,,,,,,,,,,,,,,,Seasonal work,,,Yes,,,,,2,2,4,6,1,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,48000,20000,50000,,,,,32000,18000,0,0,2000,0,0,0,0,
2b85cc7996c94183958f650f8831b29e,1,SUGAR CANE BUSINESS,47,3,,Yes,,,3,3,,0,0,,,February,2020,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,1,,,Lack of cash,Not profitable,,Yes,,,,,3,12,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,10000,10000,,,,,2000,0,8000,0,0,0,0,0,0,
2b94e9d092e048b896950e2e9cbfd714,1,BEER BREWING,11,1,,Yes,,,1,1,,0,0,,,June,2004,Loan from family/friends,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,LOW,HIGH,,,,,HIGH,AVERAGE,3,,,,,,,,,,,,Own-Illness/Need to care for household members,,,Yes,,,,,1,25,6,5,3,10,1,5,2,25,2,5,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20700,18500,20700,,,,,11150,8550,0,0,1000,0,0,0,0,
2b95fc8c507a48fea0c8c290bbb38b10,1,HAIR DRESSING SALON,96,1,,Yes,,,1,1,,0,0,,,February,2018,Loan from family/friends,,,Commercial area shop,Yes,ESCOM/GRID,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,HIGH,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,1,1,,,,,,,,,,,Not profitable,,,No,YES,,,,2,26,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,45000,,,,,45000,80000,2000,23000,0,5000,0,5000,0,0,10000,RENT
2b9caed8aa3942e4accdd72323e514f2,1,SELLING FIREWOOD,47,2,,Yes,,,2,2,,0,0,,,January,2010,No start-up capital,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,LOW,LOW,LOW,AVERAGE,2,3,3,2,1,2,1,,,,,,,,,Yes,,,,,2,10,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,6000,4000,8000,,,,,6000,0,0,0,0,0,0,0,0,
2bae1594433f40cabc89d265ea1b05a0,1,SELLING MANDASI,10,2,,Yes,,,2,2,,0,0,,,May,2017,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,LOW,AVERAGE,AVERAGE,,HIGH,,AVERAGE,AVERAGE,,,,,,,,,,,,,,,,,Not profitable,,,Yes,,,,,2,20,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,10000,8000,13500,,,,,5000,5000,0,0,0,0,0,0,0,
2baf8b5d8c6044f2ad9d9d8a02d3fa8e,1,SELLING TOMATO,46,1,,Yes,,,1,1,,0,0,,,October,2018,Savings club,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,LOW,AVERAGE,,,,,,,,2,,,,1,,,,,,Lack of cash,,,Yes,,,,,1,2,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,1500,1500,3000,,,,,0,0,1000,500,0,0,0,0,0,
2bba8d537569466e8033a6349d5e232b,1,BUYSCLE  REPAIR,95,1,,Yes,,,1,1,,0,0,,,February,1996,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,2,,,,,,,,,Other (Specify),,HEWASBUSYINTHEFARM,Yes,,,,,1,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,3000,,,3000,3000,,,1500,0,1500,0,0,0,0,0,0,
2bbb9bce60e04c9fa068fe0b37798587,1,BUYING AND SELLING RICE,47,1,,Yes,,,1,1,,0,0,,,July,2018,Own-savings from agriculture,,,Traditional market place,,,,Othersmall businesses,Traders,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,Not profitable,,,Yes,,,,,1,13,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,80000,120000,0,,,,,-10000,0,70000,5000,0,0,0,0,15000,MILLINGFEE
2bc0012862954a00a9c59d3c49241ee3,1,BEER BREWING AND SELLING,56,1,2,Yes,,,1,1,2,0,0,,,January,2017,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,,,,,,,,LOW,LOW,LOW,LOW,3,3,3,2,2,,,,,,,,Lack of credit,,,No,YES,,,,1,20,5,9,2,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,40000,50000,,,,,25000,15000,0,0,0,0,0,0,0,
2bd180e1215d40f496249788864b0913,1,WEAVING MATS,16,1,,Yes,,,1,1,,0,0,,,March,1994,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,Lack of non-labour inputs,,,No,YES,,,,1,10,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,7500,,,6500,10000,,,7000,0,0,0,0,0,0,0,0,
2bdc84b3c8db44f997d9b7f0dd3e270e,1,TAILOR,79,1,,Yes,,,1,1,,0,0,,,July,2019,Other (specify),,COMMISSION ON SEASONAL WORK,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,Lack of cash,,,Yes,,,,,1,24,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,240000,,,144000,240000,,,100000,2000,0,0,1500,0,0,0,0,
2bfd460cabbd43998f88052a6c1ffc92,1,BUILDER,41,1,,Yes,,,1,1,,0,0,,,August,2012,No start-up capital,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,LOW,LOW,1,,,,,,,,,,,,Seasonal work,Bad weather,,No,YES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,20000,50000,,,50000,0,0,0,0,0,0,0,0,
2c3183d241be4a2cb03191675e564d8d,1,SELLING OF THATCHED GRASS,2,1,2,Yes,,,1,1,,0,0,,,June,2009,No start-up capital,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,YES,Own land,,,,,,,,,,,,,,,1,3,3,,,,,,,,,,Seasonal work,,,No,YES,,,,1,3,5,3,2,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,25000,45000,,,,,30000,0,0,0,0,0,0,0,0,
2c38430140104e10a8971046d7e6eff5,1,SELLS VEGETABLES,46,1,2,Yes,,,2,2,,0,0,,,July,2004,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,LOW,LOW,LOW,LOW,LOW,2,2,2,3,3,3,2,,,,,,Seasonal work,Not profitable,,Yes,,,,,2,24,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,30000,15000,30000,,,,,15000,0,0,0,0,0,0,0,0,
2c4baeeaf1df450da1948f5633889053,1,MAT MAKING AND SELLING,47,1,,Yes,,,1,1,,0,0,,,March,2010,No start-up capital,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,HIGH,AVERAGE,AVERAGE,HIGH,AVERAGE,AVERAGE,HIGH,LOW,LOW,LOW,AVERAGE,2,,,,,,,,,,,,,,,Yes,,,,,1,10,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,15000,,,,,10000,12000,10000,2000,0,0,0,0,0,0,0,
2c5791e971bd45a2ab323acc8524ba15,1,SELLING CELLPHONES,47,1,,Yes,,,1,1,,0,0,,,May,2017,Own-savings from non-agriculture,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,AVERAGE,AVERAGE,2,3,3,3,3,3,2,2,1,1,,,,,,Yes,,,,,1,15,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,85000,,,85000,100000,,,35000,0,50000,0,0,0,0,0,0,
2c5c1f95ec68463382266db9f7d9c268,1,AGRICULTURAL BY-PRODUCTS,10,2,,Yes,,,2,2,,0,0,,,February,2019,Own-savings from non-agriculture,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,LOW,,LOW,3,2,,,,,,,,,,,Not profitable,Lack of non-labour inputs,,Yes,,,,,2,28,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,75000,55000,62000,,,,,18000,54000,0,1500,0,0,600,0,0,
2c62a32d1151484a83c172b8a64b38cd,1,SHOP,47,2,,Yes,,,2,2,,1,0,Almost none,,October,2016,Own-savings from non-agriculture,Sale of assets owned,,Traditional market place,,,,Traders,Final consumers,,NO,NO,NO,NO,NO,,,,,,,,,,,,LOW,LOW,LOW,LOW,2,3,3,2,2,1,2,2,,,,,Own-Illness/Need to care for household members,,,Yes,,,,,2,6,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,150000,100000,200000,,,,,70000,0,41500,9500,0,0,0,0,19000,
2c62efb1a0c54a69b5880a298fbc9cb7,1,SELLING PHONES,47,1,,No,Not Available During Time in the EA,,2,1,,0,0,,,April,2018,Gift from family/friends,,,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,Yes,,,,,1,17,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,40000,80000,150000,,,,,0,0,100000,10000,0,0,0,0,0,
2c62efb1a0c54a69b5880a298fbc9cb7,2,SELLING DOUGHNUT,10,2,,Yes,,,2,2,,0,0,,,January,2019,Loan from money lender,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,LOW,AVERAGE,AVERAGE,LOW,1,2,3,,,,,,,,,,Lack of credit,,,No,YES,,,,2,10,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5,8000,0,,,,0,,,,20000,30000,35000,,,,,5000,15000,0,0,0,0,0,0,0,
2c80336ea58f401fb70b3ee5bc49725f,1,CHARCOAL SELLING,47,1,,Yes,,,1,1,,0,0,,,December,2017,Own-savings from agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,YES,Purchased from someone else,,,,,,,,HIGH,LOW,AVERAGE,LOW,,HIGH,,,,2,1,,,,,,,,,Lack of cash,Not profitable,,No,YES,,,,1,16,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,36000,,,,,36000,48000,18000,0,18000,0,0,0,0,0,0,
2c805506c6dc45b2b156e69bcce9ce99,1,BAKING MANDAZI,56,1,,Yes,,,1,1,,0,0,,,May,2013,Loan from money lender,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,HIGH,HIGH,LOW,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,HIGH,3,,,,,,,,,,,,,,,Yes,,,,,1,24,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,120000,,,,,90000,100000,48000,72000,0,0,0,0,0,0,0,
2ca243d96f4d4013a761b645ef97b06a,1,SELLING BROOMS,2,2,,Yes,,,2,2,,0,0,,,July,2015,No start-up capital,,,Traditional market place,,,,Traders,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,1,,,,,,,,,Lack of non-labour inputs,,,No,YES,,,,2,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,12000,12000,12000,,,,,8000,500,0,2000,0,0,0,0,0,
2ca243d96f4d4013a761b645ef97b06a,2,SELLING SALT,47,4,,No,Not Available During Time in the EA,,1,3,4,0,0,,,July,2018,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,LOW,1,1,1,1,1,2,2,3,1,2,,,,,,Yes,,,,,4,30,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,96000,96000,102400,,,,,30400,500,0,15000,0,0,0,0,2000,RENTALFEE
2cae28d7df0c4e2a852c0d33c7e31140,1,SELLING ZITENJE,45,2,,Yes,,,2,2,,0,0,,,July,2016,Gift from family/friends,,,Home (inside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,AVERAGE,AVERAGE,HIGH,HIGH,HIGH,AVERAGE,AVERAGE,AVERAGE,AVERAGE,2,1,,,,,,,,,,,Not profitable,,,Yes,,,,,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,,,18000,40000,,,20000,0,0,0,1500,0,0,0,0,
2cc9932bfadd462dbaccbf433b3d93c0,1,BICYCLE TAXI,49,1,2,Yes,,,2,1,2,0,0,,,May,2018,Proceeds from another business,,,Mobile,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,HIGH,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,AVERAGE,3,3,3,,,,,,,,,,,,,Yes,,,,,1,6,1,12,2,6,1,12,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,36000,,,,,20000,2500,36000,0,0,0,0,0,0,0,0,
2ced301ba36046ce8a45b9a267febdcf,1,MANDASI SELLING BUSINESS,10,2,,Yes,,,2,2,,0,0,,,August,2018,Own-savings from agriculture,,,Roadside,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,LOW,LOW,AVERAGE,AVERAGE,,,3,1,1,1,2,,,,,,,,Lack of cash,,,Yes,,,,,2,2,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,2000,3000,5000,,,,,0,2500,0,0,0,0,0,0,0,
2d07b173c45c443fb18561a91b09cede,1,BUTCHER MAN BUSINESS,47,1,,Yes,,,1,1,,0,0,,,April,2002,Own-savings from non-agriculture,,,Traditional market place,,,,Final consumers,,,NO,NO,YES,NO,NO,,,,,,,,,,,,LOW,LOW,LOW,AVERAGE,2,3,3,2,2,2,2,2,,,,,,,,Yes,,,,,1,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,232000,232000,300000,,,,,47500,0,180000,0,0,0,0,0,4500,ASSEMBLYTAX
2d07b173c45c443fb18561a91b09cede,2,PROCESSING AND SELLING MANDASI,10,2,,Yes,,,2,2,,0,0,,,February,2016,Gift from family/friends,,,Traditional market place,,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,LOW,LOW,LOW,HIGH,3,3,3,3,3,2,1,,,,,,Seasonal work,,,No,YES,,,,2,4,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,20000,30000,,,,,7600,12000,0,0,0,0,0,9,400,ASSEMBLYTAX
2d1ee87223774821a034ca352f3aeef6,1,SELLING SOAP,47,1,,Yes,,,1,1,,0,0,,,June,2019,Loan from money lender,,,Home (outside residence),,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,3,2,2,1,,,,,,,,Lack of cash,Not profitable,,Yes,,,,,1,14,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,20000,,,,,17500,18000,4000,0,0,0,0,0,0,0,0,
2d25f7de4a204dba96f5d99954766d07,1,REPAIRS BICYCLES,95,1,,Yes,,,1,1,,0,0,,,January,2001,Own-savings from agriculture,,,Other fixed place,No,,,Final consumers,,,NO,NO,NO,NO,NO,,,,,,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,AVERAGE,3,2,,,,,,,,,,,,,,Yes,,,,,1,30,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,50000,,,40000,60000,,,27000,12000,0,0,0,0,0,0,0,
