case_id,HHID,ag_s0a,ag_s01,ag_s02,ag_s03a,ag_s03b,ag_s03b_oth,ag_s04,ag_s05a,ag_s05b,ag_s05b_oth,ag_s06,ag_s07a,ag_s07b,ag_s08,ag_s09a,ag_s09b,ag_s09b_oth,ag_s10a,ag_s10b,ag_s10b_oth,ag_s11a,ag_s11b,ag_s11b_oth,ag_s12,ag_s13
307136390264,0cabeb4b339a4e039a5f087b35fbb921,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
307136390264,0cabeb4b339a4e039a5f087b35fbb921,MANURE,Yes,12,2,OTHER (SPECIFY),50 KG,NO,,,,,,,,0,,,0,,,0,,,NO,
307136390264,0cabeb4b339a4e039a5f087b35fbb921,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,MEAT,Yes,3,3,KILOGRAM,,NO,,,,,,,,3,KILOGRAM,,0,,,0,,,NO,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
302025120160,0cb0a576cc444406803f0a4b1d8bd4d1,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
313047720209,0cb786f172a54352b92c1a24efaa2d65,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
313047720209,0cb786f172a54352b92c1a24efaa2d65,MANURE,Yes,12,2,OTHER (SPECIFY),PAIL (5L),NO,,,,,,,,90,KILOGRAM,,25,KILOGRAM,,0,,,NO,
313047720209,0cb786f172a54352b92c1a24efaa2d65,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313047720209,0cb786f172a54352b92c1a24efaa2d65,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
313047720209,0cb786f172a54352b92c1a24efaa2d65,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313047720209,0cb786f172a54352b92c1a24efaa2d65,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
313047720209,0cb786f172a54352b92c1a24efaa2d65,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,CHICKEN EGGS,Yes,2,10,PIECE,,NO,,,,,,,,16,PIECE,,0,,,0,,,NO,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,MEAT,Yes,5,2,KILOGRAM,,NO,,,,,,,,8,KILOGRAM,,2,KILOGRAM,,0,,,NO,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
103011500069,0cb8be211ca54be58d9c65d0f0dec89b,MANURE,Yes,5,1,BUCKET,,NO,,,,,,,,1,BUCKET,,0,,,0,,,NO,
304025590331,0cd47fdc6aa348e898e89e031a335949,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
304025590331,0cd47fdc6aa348e898e89e031a335949,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
304025590331,0cd47fdc6aa348e898e89e031a335949,MANURE,Yes,4,3,WHEELBARROW,,NO,,,,,,,,12,WHEELBARROW,,0,,,0,,,NO,
304025590331,0cd47fdc6aa348e898e89e031a335949,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
304025590331,0cd47fdc6aa348e898e89e031a335949,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
304025590331,0cd47fdc6aa348e898e89e031a335949,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
304025590331,0cd47fdc6aa348e898e89e031a335949,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,CHICKEN EGGS,Yes,2,6,PIECE,,NO,,,,,,,,4,PIECE,,0,,,0,,,NO,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,GUINEA FOWL EGGS,Yes,1,10,PIECE,,NO,,,,,,,,1,PIECE,,0,,,0,,,NO,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,MANURE,Yes,1,50,KILOGRAM,,NO,,,,,,,,50,KILOGRAM,,0,,,0,,,NO,
311057170260,0cd4cbcb530643d49bad6e6f235c31f8,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
309056820131,0cd9acbce48d4622b57e286e3d63d482,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
105092080030,0cda4318d92c4969a0281663c68be2e9,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
105092080030,0cda4318d92c4969a0281663c68be2e9,MANURE,Yes,6,6,BUCKET,,NO,,,,,,,,0,,,6,BUCKET,,0,,,NO,
105092080030,0cda4318d92c4969a0281663c68be2e9,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
105092080030,0cda4318d92c4969a0281663c68be2e9,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
105092080030,0cda4318d92c4969a0281663c68be2e9,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
105092080030,0cda4318d92c4969a0281663c68be2e9,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
105092080030,0cda4318d92c4969a0281663c68be2e9,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
310026930073,0cee69b62b7444fb85e211e15c400d79,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
107372190359,0cf708c56cd9431596cb104d9f2020af,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
107372190359,0cf708c56cd9431596cb104d9f2020af,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
107372190359,0cf708c56cd9431596cb104d9f2020af,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
107372190359,0cf708c56cd9431596cb104d9f2020af,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
107372190359,0cf708c56cd9431596cb104d9f2020af,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
107372190359,0cf708c56cd9431596cb104d9f2020af,CHICKEN EGGS,Yes,2,20,PIECE,,NO,,,,,,,,0,,,0,,,0,,,NO,
107372190359,0cf708c56cd9431596cb104d9f2020af,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,CHICKEN EGGS,Yes,10,20,PIECE,,NO,,,,,,,,40,PIECE,,0,,,0,,,NO,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
102201470132,0cfa6c51d7414b96b03d1b22c4cbbda7,MEAT,Yes,12,2,PIECE,,NO,,,,,,,,13,PIECE,,0,,,0,,,NO,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
203012840043,0cffb726fa6443d7a7d4a058c96b4a3c,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
208034160154,0d27ed11d45043a0aff1414c34439544,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
208034160154,0d27ed11d45043a0aff1414c34439544,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
208034160154,0d27ed11d45043a0aff1414c34439544,MANURE,Yes,3,1,BUCKET,,YES,2,BUCKET,,2000,1,2,4,1,BUCKET,,0,,,0,,,NO,
208034160154,0d27ed11d45043a0aff1414c34439544,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
208034160154,0d27ed11d45043a0aff1414c34439544,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
208034160154,0d27ed11d45043a0aff1414c34439544,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
208034160154,0d27ed11d45043a0aff1414c34439544,CHICKEN EGGS,Yes,3,10,PIECE,,NO,,,,,,,,30,PIECE,,0,,,0,,,NO,
207033930073,0d454274a2b34e2793a4487c64b9949d,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
207033930073,0d454274a2b34e2793a4487c64b9949d,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207033930073,0d454274a2b34e2793a4487c64b9949d,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207033930073,0d454274a2b34e2793a4487c64b9949d,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207033930073,0d454274a2b34e2793a4487c64b9949d,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
207033930073,0d454274a2b34e2793a4487c64b9949d,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
207033930073,0d454274a2b34e2793a4487c64b9949d,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,CHICKEN EGGS,Yes,3,30,PIECE,,NO,,,,,,,,90,PIECE,,0,,,0,,,NO,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
210514550237,0d48bc67c7594132b5d1c64a28e97e88,MEAT,Yes,3,2,KILOGRAM,,NO,,,,,,,,5,KILOGRAM,,0,,,0,,,NO,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
201192500045,0d4df1c9773a40948e24e9d7b0222d65,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,CHICKEN EGGS,Yes,1,12,PIECE,,NO,,,,,,,,6,PIECE,,0,,,0,,,NO,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,MEAT,Yes,2,1,KILOGRAM,,NO,,,,,,,,2,KILOGRAM,,0,,,0,,,NO,
103041550470,0d535a9f87b24cdd807b2fff047c96d6,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,CHICKEN EGGS,Yes,2,10,PIECE,,NO,,,,,,,,30,PIECE,,0,,,0,,,NO,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,MANURE,Yes,12,1,BUCKET,,NO,,,,,,,,10,KILOGRAM,,50,KILOGRAM,,0,,,NO,
306026070321,0d845bb56d9c41da9e6a368a08e4aa8c,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
205023320116,0d9e86f9876d455da97657b612abd84d,MANURE,Yes,12,1,BUCKET,,NO,,,,,,,,0,,,0,,,0,,,NO,
205023320116,0d9e86f9876d455da97657b612abd84d,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
205023320116,0d9e86f9876d455da97657b612abd84d,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
205023320116,0d9e86f9876d455da97657b612abd84d,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
205023320116,0d9e86f9876d455da97657b612abd84d,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
205023320116,0d9e86f9876d455da97657b612abd84d,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
205023320116,0d9e86f9876d455da97657b612abd84d,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
201092440135,0db45d2fef6a41389f32684f9b355e5a,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
201092440135,0db45d2fef6a41389f32684f9b355e5a,MANURE,Yes,2,1,BUCKET,,NO,,,,,,,,2,BUCKET,,0,,,0,,,NO,
201092440135,0db45d2fef6a41389f32684f9b355e5a,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
201092440135,0db45d2fef6a41389f32684f9b355e5a,CHICKEN EGGS,Yes,3,5,PIECE,,NO,,,,,,,,15,PIECE,,0,,,0,,,NO,
201092440135,0db45d2fef6a41389f32684f9b355e5a,MEAT,Yes,1,2,KILOGRAM,,NO,,,,,,,,2,KILOGRAM,,0,,,0,,,NO,
201092440135,0db45d2fef6a41389f32684f9b355e5a,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
201092440135,0db45d2fef6a41389f32684f9b355e5a,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
304075700089,0dcec5e7ef3a4302a574b0612fb15d73,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
102041400363,0dd5d2956f7f44cd902047538284b064,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,CHICKEN EGGS,Yes,1,15,PIECE,,NO,,,,,,,,5,PIECE,,0,,,0,,,NO,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
105052000091,0dd5ecbe1f0e47b8bcb2777ea46b489f,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
207043950436,0ddce627c4124785830efd38e43c4732,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,CHICKEN EGGS,Yes,3,50,PIECE,,NO,,,,,,,,50,PIECE,,0,,,0,,,NO,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
205023310159,0de2bc0aa59241b1ae29ecfa865fe466,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313037690101,0df18a8d10c14466a879cd59d8320da1,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
313037690101,0df18a8d10c14466a879cd59d8320da1,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
313037690101,0df18a8d10c14466a879cd59d8320da1,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313037690101,0df18a8d10c14466a879cd59d8320da1,CHICKEN EGGS,Yes,12,100,PIECE,,NO,,,,,,,,80,PIECE,,10,PIECE,,0,,,NO,
313037690101,0df18a8d10c14466a879cd59d8320da1,MANURE,Yes,12,5,WHEELBARROW,,NO,,,,,,,,5,WHEELBARROW,,0,,,0,,,NO,
313037690101,0df18a8d10c14466a879cd59d8320da1,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
313037690101,0df18a8d10c14466a879cd59d8320da1,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
313047730036,0e30137bb87344fe8f85ad6ee1fcc929,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
301075000025,0e367254f61c434bb373d248ea5602b2,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
301075000025,0e367254f61c434bb373d248ea5602b2,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
301075000025,0e367254f61c434bb373d248ea5602b2,CHICKEN EGGS,Yes,1,14,PIECE,,NO,,,,,,,,0,,,0,,,0,,,NO,
301075000025,0e367254f61c434bb373d248ea5602b2,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
301075000025,0e367254f61c434bb373d248ea5602b2,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
301075000025,0e367254f61c434bb373d248ea5602b2,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
301075000025,0e367254f61c434bb373d248ea5602b2,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,MANURE,Yes,4,20,KILOGRAM,,NO,,,,,,,,800,KILOGRAM,,0,,,0,,,NO,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,CHICKEN EGGS,Yes,6,10,PIECE,,NO,,,,,,,,60,PIECE,,0,,,0,,,NO,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
202052730171,0e4c2a5d51c44338bae94336cbffcccb,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,COW MILK,No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,CHICKEN EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
301074990009,0e619944da1c46e8b778ec4a7fbe3cc4,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,SKINS AND HIDES,No,,,,,,,,,,,,,,,,,,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,MEAT,No,,,,,,,,,,,,,,,,,,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,OTHER (SPECIFY),No,,,,,,,,,,,,,,,,,,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,MANURE,No,,,,,,,,,,,,,,,,,,,,,,,
106012110398,0eb1bca745c64cf0b7c6a3f44598e6de,GUINEA FOWL EGGS,No,,,,,,,,,,,,,,,,,,,,,,,
