ea_id,com_cb01,com_cb03,com_cb04,com_cb05,com_cb05_oth,com_cb05_1,com_cb06,com_cb07,com_cb08
20106241,14,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20106241,3,MALE,52,OTHER (SPECIFY),COMMUNITY POLICE FORUM,4,52,PSLC,CHEWA
20106241,8,FEMALE,19,OTHER (SPECIFY),YOUTH REPRESENTATIVE,1,5,JCE,CHEWA
20106241,4,MALE,45,HEALTH WORKER,,6,40,JCE,CHEWA
20106242,1,MALE,52,OTHER (SPECIFY),CHAIR TO POLICE COMMUNITY,3,52,PSLC,CHEWA
20106242,4,FEMALE,42,OTHER (SPECIFY),VDC VICE CHAIR,7,42,NONE,CHEWA
20106242,2,MALE,34,OTHER (SPECIFY),VICE VDC CHAIR,4,9,JCE,CHEWA
20106242,6,MALE,35,HEADMAN,,13,20,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20106242,5,FEMALE,36,OTHER (SPECIFY),VDC MEMBER,4,36,NONE,CHEWA
20106242,3,FEMALE,52,OTHER (SPECIFY),VDC CHAIR,4,52,NONE,CHEWA
20107243,9,MALE,40,OTHER (SPECIFY),FARMER,20,20,JCE,CHEWA
20107243,8,FEMALE,29,HEALTH WORKER,,9,6,MSCE,CHEWA
20107243,7,FEMALE,57,OTHER (SPECIFY),VDC CHAIRPERSON,2,16,PSLC,CHEWA
20107243,12,MALE,53,SCHOOL HEADMASTER,,14,3,NON-UNIVERSITY DIPLOMA,CHEWA
20107243,3,MALE,38,BUSINESS MAN/WOMAN,,7,17,MSCE,CHEWA
20107243,5,MALE,41,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIR,2,16,NONE,CHEWA
20107243,4,MALE,45,OTHER (SPECIFY),COMMUNITY POLICE FORUM,10,45,NONE,CHEWA
20107243,6,MALE,40,OTHER (SPECIFY),YOUTH CHAIR,4,40,PSLC,CHEWA
20107243,2,MALE,65,RELIGIOUS LEADER,,3,25,PSLC,CHEWA
20107243,10,MALE,79,HEADMAN,,25,79,NONE,CHEWA
20107243,11,MALE,45,OTHER (SPECIFY),DEPUTY HEADMASTER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20107243,13,MALE,42,OTHER (SPECIFY),DEPUTY HEADTEACHER,1,5,MSCE,CHEWA
20107243,1,MALE,81,OTHER (SPECIFY),GVH,5,81,PSLC,CHEWA
20109244,6,FEMALE,31,OTHER (SPECIFY),PTA CHAIRPERSON,2,20,NONE,CHEWA
20109244,10,MALE,37,OTHER (SPECIFY),POLICE COMMUNITY FORUM,2,37,PSLC,CHEWA
20109244,3,FEMALE,56,OTHER (SPECIFY),FARMER,30,56,NONE,CHEWA
20109244,14,MALE,53,SCHOOL TEACHER,,25,7,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20109244,8,FEMALE,35,OTHER (SPECIFY),SCHOOL MANAGEMENT COMMITTEE SECRETARY,1,11,JCE,CHEWA
20109244,1,MALE,58,OTHER (SPECIFY),VDC CHAIRPERSON,4,55,NONE,CHEWA
20109244,9,MALE,64,BUSINESS MAN/WOMAN,,16,55,PSLC,CHEWA
20109244,13,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,3,3,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20109244,5,MALE,34,ASSISTANT AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,4,34,MSCE,CHEWA
20109244,11,MALE,56,OTHER (SPECIFY),GVH ZINTHONGA,7,55,PSLC,CHEWA
20109244,4,MALE,40,HEALTH WORKER,,7,40,PSLC,CHEWA
20109244,2,MALE,46,RELIGIOUS LEADER,,20,25,PSLC,CHEWA
20109244,7,MALE,27,OTHER (SPECIFY),YOUTH REPRESENTATIVE,8,27,MSCE,CHEWA
20109244,12,FEMALE,53,OTHER (SPECIFY),VILLAGE HEADWOMAN,7,53,NONE,CHEWA
20109245,10,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20109245,3,MALE,27,BUSINESS MAN/WOMAN,,5,27,PSLC,CHEWA
20109245,5,MALE,32,RELIGIOUS LEADER,,2,23,NONE,CHEWA
20109245,9,MALE,46,HEADMAN,,3,46,NONE,CHEWA
20109245,7,MALE,39,OTHER (SPECIFY),COMMUNITY POLICE FORUM,10,39,NONE,CHEWA
20109245,1,MALE,44,HEADMAN,,7,44,PSLC,CHEWA
20109245,2,MALE,39,OTHER (SPECIFY),VDC CHAIRPERSON,5,39,JCE,CHEWA
20109245,6,MALE,45,OTHER (SPECIFY),FARMER,32,45,PSLC,CHEWA
20109245,8,MALE,53,OTHER (SPECIFY),SCHOOL MANAGEMENT COMMITTEE CHAIRPERSON,3,53,PSLC,CHEWA
20109245,11,MALE,54,OTHER (SPECIFY),DEPUTY HEADTEACHER,14,1,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20109245,4,FEMALE,33,OTHER (SPECIFY),YOUTH REPRESENTATIVE,7,33,PSLC,CHEWA
20110246,2,MALE,50,OTHER (SPECIFY),VDC CHAIR,4,50,PSLC,CHEWA
20110246,3,MALE,36,OTHER (SPECIFY),CFAO VOLUNTEER,1,36,NONE,CHEWA
20110246,5,MALE,47,OTHER (SPECIFY),FAO VOLUNTEER,1,47,JCE,CHEWA
20110246,1,FEMALE,43,OTHER (SPECIFY),VDC VICE CHAIR,4,24,PSLC,CHEWA
20110246,4,MALE,26,OTHER (SPECIFY),BANK MKHONDE,1,26,MSCE,CHEWA
20110246,8,MALE,48,COUNSELOR TO HEADMAN,,4,17,POST-GRAD DEGREE,CHEWA
20110246,7,FEMALE,38,OTHER (SPECIFY),SECRETARY TO BOLEHOLE COMMITTEE,4,38,NONE,CHEWA
20110246,6,FEMALE,38,OTHER (SPECIFY),HEALTH VOLUNTEER,13,38,JCE,CHEWA
20112247,2,MALE,48,HEALTH WORKER,,23,3,MSCE,CHEWA
20112247,8,MALE,63,OTHER (SPECIFY),A FARMER,30,30,MSCE,CHEWA
20112247,4,MALE,21,OTHER (SPECIFY),YOUTH REPRESENTATIVE,2,21,MSCE,CHEWA
20112247,7,MALE,45,ASSISTANT AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,16,16,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20112247,5,FEMALE,42,OTHER (SPECIFY),VILLAGE DEVELOPMENT COMMITTEE CHAIRPERSON,8,42,PSLC,CHEWA
20112247,6,FEMALE,51,RELIGIOUS LEADER,,7,12,JCE,CHEWA
20112247,3,MALE,47,BUSINESS MAN/WOMAN,,5,47,NONE,CHEWA
20112247,12,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20112247,9,MALE,38,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIRPERSON,3,38,JCE,CHEWA
20112247,1,MALE,52,SCHOOL TEACHER,,20,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20112247,11,MALE,31,SCHOOL TEACHER,,7,7,MSCE,CHEWA
20112247,10,MALE,68,HEADMAN,,9,68,JCE,CHEWA
20113248,9,FEMALE,67,OTHER (SPECIFY),VILLAGE MEMBER,67,67,NONE,TUMBUKA
20113248,8,MALE,47,OTHER (SPECIFY),VILLAGE MEMBER,47,47,PSLC,TUMBUKA
20113248,7,MALE,50,HEADMAN,,5,50,NONE,TUMBUKA
20113248,1,FEMALE,36,OTHER (SPECIFY),HEALTH VOLUNTEER,1,15,NONE,TUMBUKA
20113248,6,MALE,82,COUNSELOR TO HEADMAN,,10,82,NONE,TUMBUKA
20113248,10,MALE,26,OTHER (SPECIFY),VILLAGE MEMBER,26,26,NONE,TUMBUKA
20113248,3,MALE,36,OTHER (SPECIFY),VDC CHAIR,2,27,NONE,TUMBUKA
20113248,4,MALE,45,OTHER (SPECIFY),FIND YOUR FIT VOLUNTEER,2,45,PSLC,TUMBUKA
20113248,2,MALE,37,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIR,5,37,MSCE,TUMBUKA
20113248,5,MALE,39,COUNSELOR TO HEADMAN,,2,39,NONE,TUMBUKA
20115249,11,MALE,49,SCHOOL HEADMASTER,,18,23,MSCE,CHEWA
20115249,12,MALE,44,OTHER (SPECIFY),DEPUTY HEADTEACHER,10,3,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20115249,2,MALE,66,OTHER (SPECIFY),GVH,35,51,NONE,CHEWA
20115249,1,MALE,59,OTHER (SPECIFY),GVH,30,59,NONE,CHEWA
20115249,7,MALE,69,RELIGIOUS LEADER,,15,44,NONE,CHEWA
20115249,5,FEMALE,42,OTHER (SPECIFY),VICE CHAIRPERSON SCHOOL MANAGEMENT COMMITTEE,3,11,PSLC,CHEWA
20115249,4,MALE,33,BUSINESS MAN/WOMAN,,5,33,JCE,CHEWA
20115249,9,MALE,34,OTHER (SPECIFY),PTA CHAIRPERSON,3,12,PSLC,CHEWA
20115249,8,MALE,48,HEALTH WORKER,,23,1,MSCE,CHEWA
20115249,13,MALE,49,SCHOOL HEADMASTER,,26,3,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20115249,3,MALE,61,OTHER (SPECIFY),VDC CHAIRPERSON,5,61,PSLC,CHEWA
20115249,10,MALE,33,OTHER (SPECIFY),COMMUNITY POLICE FORUM,4,33,PSLC,CHEWA
20115249,6,MALE,55,OTHER (SPECIFY),AFARMER,20,55,PSLC,CHEWA
20119250,4,MALE,39,OTHER (SPECIFY),COMMUNITY POLICE CHAIR,10,39,NONE,CHEWA
20119250,3,FEMALE,45,COUNSELOR TO HEADMAN,,10,45,JCE,CHEWA
20119250,6,MALE,33,OTHER (SPECIFY),BUSINESSMAN,7,33,NONE,CHEWA
20119250,2,FEMALE,47,OTHER (SPECIFY),MAI NKHANDA VOLUNTEER,6,47,NONE,CHEWA
20119250,5,MALE,36,OTHER (SPECIFY),VDC CHAIR,3,22,NONE,CHEWA
20119250,1,FEMALE,43,OTHER (SPECIFY),JTI FARMER,3,43,NONE,CHEWA
20119250,7,MALE,56,OTHER (SPECIFY),HEALTH VOLUNTEER,12,56,NONE,CHEWA
20120251,1,MALE,45,OTHER (SPECIFY),CHAIR TO SCHOOL COMMITTEE,1,7,PSLC,CHEWA
20120251,6,MALE,47,SCHOOL TEACHER,,1,9,NON-UNIVERSITY DIPLOMA,CHEWA
20120251,4,MALE,65,OTHER (SPECIFY),FACILITATOR TO ACB,8,65,NONE,CHEWA
20120251,5,MALE,59,OTHER (SPECIFY),HEALTH COMMITTEE CHAIR,22,59,PSLC,CHEWA
20120251,7,MALE,49,HEADMAN,,10,49,JCE,NGONI
20120251,3,MALE,55,OTHER (SPECIFY),FORMER CONCELLOR,5,55,JCE,CHEWA
20120251,2,FEMALE,32,COUNSELOR TO HEADMAN,,3,17,PSLC,CHEWA
20121252,2,MALE,32,OTHER (SPECIFY),VDC CHAIRPERSON,6,32,NONE,CHEWA
20121252,6,MALE,29,RELIGIOUS LEADER,,2,12,JCE,CHEWA
20121252,4,MALE,24,OTHER (SPECIFY),YOUTH CHAIRMAN,7,22,MSCE,CHEWA
20121252,3,MALE,55,OTHER (SPECIFY),A FARMER,38,38,NONE,CHEWA
20121252,1,MALE,25,BUSINESS MAN/WOMAN,,6,3,NONE,CHEWA
20121252,12,MALE,55,SCHOOL HEADMASTER,,25,9,MSCE,CHEWA
20121252,9,FEMALE,37,HEALTH WORKER,,12,19,MSCE,NYANJA
20121252,8,MALE,55,RELIGIOUS LEADER,,20,33,NONE,YAO
20121252,10,MALE,63,HEADMAN,,25,56,PSLC,CHEWA
20121252,11,MALE,40,SCHOOL TEACHER,,13,6,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20121252,5,MALE,35,OTHER (SPECIFY),COMMUNITY POLICE FORUM,3,35,NONE,CHEWA
20121252,13,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20121252,7,MALE,22,COUNSELOR TO HEADMAN,,3,22,NONE,CHEWA
20121253,2,MALE,42,HEADMAN,,5,42,NONE,CHEWA
20121253,6,MALE,51,HEADMAN,,5,51,NONE,CHEWA
20121253,1,FEMALE,76,COUNSELOR TO HEADMAN,,20,76,NONE,CHEWA
20121253,4,FEMALE,29,OTHER (SPECIFY),PTA MEMBER,2,7,JCE,CHEWA
20121253,3,MALE,48,HEADMAN,,20,48,NONE,CHEWA
20121253,5,MALE,51,OTHER (SPECIFY),HEALTH  COMMITTEE CHAIR,7,51,NONE,CHEWA
20122254,3,MALE,49,SCHOOL TEACHER,,26,3,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20122254,17,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20122254,15,FEMALE,61,OTHER (SPECIFY),PTA CHAIRPERSON,4,61,NONE,CHEWA
20122254,1,MALE,59,SCHOOL HEADMASTER,,29,29,JCE,CHEWA
20122254,12,MALE,44,SCHOOL TEACHER,,22,1,MSCE,CHEWA
20122254,9,MALE,31,OTHER (SPECIFY),VICE CHAIRPERSON SCHOOL COMMITTEE,3,17,NONE,CHEWA
20122254,16,MALE,45,RELIGIOUS LEADER,,4,5,PSLC,CHEWA
20122254,7,MALE,55,OTHER (SPECIFY),COMMUNITY POLICE FORUM,18,18,NONE,CHEWA
20122254,11,FEMALE,55,OTHER (SPECIFY),VDC CHAIRPERSON,5,34,PSLC,CHEWA
20122254,10,FEMALE,47,OTHER (SPECIFY),SCHOOL MANAGEMENT COMMITTEE CHAIRPERSON,4,31,PSLC,CHEWA
20122254,4,MALE,48,OTHER (SPECIFY),GVH CHAMKOMA,23,48,PSLC,CHEWA
20122254,8,MALE,77,HEADMAN,,30,77,NONE,CHEWA
20122254,14,MALE,62,RELIGIOUS LEADER,,13,37,NONE,CHEWA
20122254,6,MALE,69,HEADMAN,,15,44,NONE,CHEWA
20122254,2,MALE,50,SCHOOL HEADMASTER,,11,6,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20122254,13,FEMALE,42,HEALTH WORKER,,20,19,JCE,CHEWA
20122254,5,MALE,70,HEADMAN,,20,50,NONE,CHEWA
20123255,7,FEMALE,29,OTHER (SPECIFY),HEALTH VOLUNTEER,2,29,NONE,CHEWA
20123255,10,MALE,50,OTHER (SPECIFY),POLICE COMMUNITY CHAIR,5,16,NONE,CHEWA
20123255,3,MALE,30,OTHER (SPECIFY),VILLAGE MEMBER,30,30,NONE,CHEWA
20123255,8,FEMALE,38,OTHER (SPECIFY),HEALTH COMMITTEE CHAIR,4,18,PSLC,CHEWA
20123255,2,MALE,38,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIR,2,20,JCE,CHEWA
20123255,9,MALE,38,OTHER (SPECIFY),POLICE COMMUNITY CHAIR,2,38,PSLC,CHEWA
20123255,6,MALE,20,OTHER (SPECIFY),COMMUNITY POLICE MEMBER,2,20,NONE,CHEWA
20123255,1,FEMALE,48,OTHER (SPECIFY),DISASTER RELIEF MEMBER,2,15,NONE,CHEWA
20123255,5,FEMALE,38,OTHER (SPECIFY),HEALTH VOLUNTEER SECRETARY,4,25,NONE,CHEWA
20123255,4,MALE,31,OTHER (SPECIFY),VDC CHAIR,3,31,NONE,CHEWA
20123256,8,MALE,37,OTHER (SPECIFY),COMMUNITY POLICE FORUM CHAIRMAN,19,25,PSLC,CHEWA
20123256,9,MALE,21,BUSINESS MAN/WOMAN,,5,21,PSLC,CHEWA
20123256,2,MALE,78,HEADMAN,,17,78,PSLC,CHEWA
20123256,3,FEMALE,39,HEALTH WORKER,,11,39,PSLC,CHEWA
20123256,13,MALE,45,OTHER (SPECIFY),DEPUTY HEADMASTER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20123256,1,MALE,54,HEADMAN,,8,17,PSLC,CHEWA
20123256,5,MALE,44,OTHER (SPECIFY),GVH,3,35,NONE,CHEWA
20123256,6,MALE,32,RELIGIOUS LEADER,,4,32,PSLC,CHEWA
20123256,12,MALE,55,SCHOOL HEADMASTER,,19,9,MSCE,CHEWA
20123256,10,MALE,28,,,2,5,NONE,CHEWA
20123256,11,MALE,51,OTHER (SPECIFY),DEPUTY HEADMASTER,1,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20123256,7,MALE,24,OTHER (SPECIFY),YOUTH CHAIRMAN,4,24,MSCE,CHEWA
20123256,4,MALE,26,OTHER (SPECIFY),VDC CHAIRMAN,6,26,MSCE,CHEWA
20123257,4,MALE,27,OTHER (SPECIFY),VILLAGE MEMBER,27,27,PSLC,CHEWA
20123257,5,MALE,36,OTHER (SPECIFY),SECRETARY TO VH,3,36,JCE,CHEWA
20123257,1,FEMALE,40,OTHER (SPECIFY),MAI NKHANDA COMMITTEE MEMBER,2,27,NONE,CHEWA
20123257,2,FEMALE,53,OTHER (SPECIFY),MOTHER GROUP TREASURE,3,39,NONE,CHEWA
20123257,3,MALE,49,HEADMAN,,8,49,PSLC,CHEWA
20124258,7,MALE,43,HEALTH WORKER,,3,43,NONE,CHEWA
20124258,12,MALE,25,OTHER (SPECIFY),COMMUNITY POLICE FORUM,4,15,NONE,CHEWA
20124258,13,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20124258,5,MALE,25,OTHER (SPECIFY),YOUTH REPRESENTATIVE,2,2,NONE,CHEWA
20124258,3,MALE,41,RELIGIOUS LEADER,,2,27,NONE,CHEWA
20124258,1,MALE,53,OTHER (SPECIFY),GVH CHINGANJE,18,53,PSLC,CHEWA
20124258,9,MALE,53,SCHOOL HEADMASTER,,3,3,JCE,CHEWA
20124258,11,MALE,53,OTHER (SPECIFY),SCHOOL MANAGEMENT COMMITTEE,4,39,PSLC,CHEWA
20124258,10,MALE,56,OTHER (SPECIFY),VDC CHAIRPERSON,10,39,PSLC,CHEWA
20124258,2,MALE,56,OTHER (SPECIFY),GVH CHILASA,7,56,NONE,CHEWA
20124258,4,MALE,46,OTHER (SPECIFY),PTA CHAIRPERSON,3,31,NONE,CHEWA
20124258,6,MALE,26,OTHER (SPECIFY),FARMER,3,26,PSLC,CHEWA
20124258,8,MALE,35,BUSINESS MAN/WOMAN,,10,35,NONE,CHEWA
20126259,8,FEMALE,33,OTHER (SPECIFY),MOTHER GROUP VICE CHAIR,1,33,JCE,CHEWA
20126259,3,FEMALE,31,COUNSELOR TO HEADMAN,,1,31,NONE,CHEWA
20126259,6,MALE,43,HEADMAN,,7,32,PSLC,CHEWA
20126259,5,FEMALE,26,OTHER (SPECIFY),SCHOOL COMMITTEE,1,19,PSLC,CHEWA
20126259,1,MALE,62,HEADMAN,,10,34,NONE,CHEWA
20126259,2,MALE,28,OTHER (SPECIFY),YOUTH CONSELLOR,4,28,MSCE,CHEWA
20126259,7,MALE,23,OTHER (SPECIFY),YOUTH MEMBERS,4,23,MSCE,CHEWA
20126259,4,MALE,41,OTHER (SPECIFY),PTA CHAIR,1,22,JCE,CHEWA
20127260,10,FEMALE,27,RELIGIOUS LEADER,,5,5,JCE,CHEWA
20127260,12,MALE,56,SCHOOL HEADMASTER,,3,3,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20127260,7,MALE,26,OTHER (SPECIFY),SCHOOL COMMITTEE CHAIRPERSON,2,26,PSLC,CHEWA
20127260,14,MALE,45,OTHER (SPECIFY),DEPUTY HEADTEACHER,2,2,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20127260,2,MALE,44,OTHER (SPECIFY),VDC CHAIRPERSON,2,44,JCE,CHEWA
20127260,3,MALE,45,OTHER (SPECIFY),COMMUNITY POLICE FORUM CHAIRPERSON,3,45,PSLC,CHEWA
20127260,11,FEMALE,37,OTHER (SPECIFY),PTA CHAIRPERSON,2,19,PSLC,CHEWA
20127260,4,MALE,45,OTHER (SPECIFY),AFARMER,3,45,PSLC,CHEWA
20127260,1,MALE,69,OTHER (SPECIFY),GVH TUPA,4,69,PSLC,CHEWA
20127260,13,MALE,43,SCHOOL HEADMASTER,,2,2,MSCE,CHEWA
20127260,8,MALE,23,,,1,2,PSLC,CHEWA
20127260,5,MALE,34,OTHER (SPECIFY),YOUTH REPRESENTATIVE,2,34,MSCE,CHEWA
20127260,9,FEMALE,31,BUSINESS MAN/WOMAN,,3,8,NONE,CHEWA
20127260,6,MALE,44,RELIGIOUS LEADER,,5,44,NONE,CHEWA
20201261,3,FEMALE,50,HEALTH WORKER,,3,15,PSLC,TUMBUKA
20201261,6,MALE,45,RELIGIOUS LEADER,,18,45,NONE,TONGA
20201261,2,FEMALE,25,OTHER (SPECIFY),VDC,2,25,JCE,TONGA
20201261,7,MALE,33,OTHER (SPECIFY),CHAIRPERSON YOUTH CLUB,4,33,MSCE,TONGA
20201261,5,MALE,50,OTHER (SPECIFY),FOREST WORKER,3,10,MSCE,TUMBUKA
20201261,4,MALE,49,OTHER (SPECIFY),SCHOOL COMMITTEE,2,5,MSCE,CHEWA
20201261,1,MALE,45,POLICE,,20,45,NONE,TONGA
20201262,7,MALE,42,OTHER (SPECIFY),SCHOOL  COMMITTEE,7,27,JCE,CHEWA
20201262,2,MALE,66,HEADMAN,,25,66,NONE,TONGA
20201262,5,MALE,52,OTHER (SPECIFY),SCHOOL  COMMITTEE,6,40,NONE,TUMBUKA
20201262,3,MALE,48,OTHER (SPECIFY),FARMER,16,16,MSCE,CHEWA
20201262,6,MALE,41,OTHER (SPECIFY),VOLUNTEER  GOTH MONITORING,28,32,MSCE,TONGA
20201262,4,MALE,54,OTHER (SPECIFY),PTA,5,26,JCE,CHEWA
20201262,9,MALE,45,HEADMAN,,20,45,NONE,TONGA
20201262,1,FEMALE,38,OTHER (SPECIFY),MOTHER GROUP MEMBER,4,20,PSLC,CHEWA
20201262,8,MALE,42,SCHOOL TEACHER,,9,15,MSCE,CHEWA
20201263,4,MALE,51,POLICE,,9,24,PSLC,CHEWA
20201263,2,MALE,51,OTHER (SPECIFY),CHAIRPERSON  SCHOOL  COMMITTEE,2,23,MSCE,CHEWA
20201263,6,MALE,39,SCHOOL TEACHER,,11,7,MSCE,CHEWA
20201263,3,MALE,53,HEADMAN,,22,26,PSLC,CHEWA
20201263,1,FEMALE,44,HEALTH WORKER,,10,16,JCE,CHEWA
20201263,5,MALE,35,OTHER (SPECIFY),LEAD FARMER,2,15,JCE,NKHONDE
20201263,7,MALE,31,OTHER (SPECIFY),YOUTH,1,6,MSCE,CHEWA
20201264,5,FEMALE,55,RELIGIOUS LEADER,,20,55,NONE,CHEWA
20201264,2,MALE,35,COUNSELOR TO HEADMAN,,17,35,NONE,CHEWA
20201264,4,MALE,55,,,5,55,NONE,TONGA
20201264,8,FEMALE,31,HEALTH WORKER,,4,7,JCE,CHEWA
20201264,9,FEMALE,49,RELIGIOUS LEADER,,5,27,PSLC,CHEWA
20201264,7,MALE,25,OTHER (SPECIFY),FOREST  ASSISTANT,4,25,PSLC,CHEWA
20201264,1,MALE,69,HEADMAN,,17,69,NONE,CHEWA
20201264,3,MALE,45,,,3,45,JCE,TONGA
20201264,6,FEMALE,49,RELIGIOUS LEADER,,10,49,NONE,CHEWA
20201265,8,MALE,35,SCHOOL HEADMASTER,,4,4,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20201265,2,MALE,40,HEALTH WORKER,,10,26,MSCE,CHEWA
20201265,5,MALE,20,OTHER (SPECIFY),CHAIRMAN YOUTH CLUB,5,12,JCE,CHEWA
20201265,3,MALE,53,OTHER (SPECIFY),CHAIR OF VDC,7,26,MSCE,TUMBUKA
20201265,1,MALE,85,HEADMAN,,10,57,NONE,CHEWA
20201265,7,MALE,43,POLICE,,15,43,NONE,CHEWA
20201265,4,MALE,50,COUNSELOR TO HEADMAN,,14,50,PSLC,CHEWA
20201265,6,MALE,41,RELIGIOUS LEADER,,8,41,PSLC,CHEWA
20201266,4,FEMALE,30,SCHOOL TEACHER,,7,10,MSCE,TUMBUKA
20201266,9,FEMALE,33,ASSISTANT AGRICULTURAL EXTENSION DEVELOPMENT OFFICER,,3,33,MSCE,CHEWA
20201266,3,MALE,45,OTHER (SPECIFY),VDC MEMBER,3,45,NONE,TONGA
20201266,1,MALE,46,OTHER (SPECIFY),CHILD PROTECTION WIRK,3,10,MSCE,CHEWA
20201266,5,FEMALE,38,HEALTH WORKER,,13,7,MSCE,CHEWA
20201266,8,MALE,40,HEADMAN,,12,21,JCE,CHEWA
20201266,6,MALE,56,RELIGIOUS LEADER,,17,17,PSLC,CHEWA
20201266,2,MALE,48,OTHER (SPECIFY),FOREST ASSUSTANT,23,5,MSCE,TUMBUKA
20201266,7,MALE,39,POLICE,,3,38,NONE,TONGA
20202267,7,FEMALE,33,OTHER (SPECIFY),FOREST  ASSISTANT,2,33,NONE,TUMBUKA
20202267,5,FEMALE,43,OTHER (SPECIFY),SCHOOL  COMMITTEE,1,43,NONE,TUMBUKA
20202267,2,MALE,59,OTHER (SPECIFY),LEAD FARMER,6,59,NONE,TUMBUKA
20202267,3,MALE,38,RELIGIOUS LEADER,,6,38,JCE,TUMBUKA
20202267,4,MALE,32,HEADMAN,,10,32,NONE,TUMBUKA
20202267,1,FEMALE,43,POLICE,,0,43,NONE,TUMBUKA
20202267,6,MALE,24,OTHER (SPECIFY),YOUTH  MEMBER,3,24,JCE,LOMWE
20202267,8,MALE,54,HEADMAN,,7,54,JCE,TUMBUKA
20202268,5,MALE,30,OTHER (SPECIFY),YOUTH,5,30,MSCE,TONGA
20202268,4,MALE,52,BUSINESS MAN/WOMAN,,20,16,PSLC,TONGA
20202268,2,MALE,45,RELIGIOUS LEADER,,12,45,JCE,TONGA
20202268,1,FEMALE,38,OTHER (SPECIFY),LEAD FARMER,5,38,NONE,TONGA
20202268,3,MALE,49,RELIGIOUS LEADER,,15,4,"UNIVERSITY DIPLOMA, DEGREE",CHEWA
20203269,3,MALE,36,RELIGIOUS LEADER,,15,5,PSLC,YAO
20203269,6,FEMALE,17,OTHER (SPECIFY),YOUTH MEMBER,2,17,PSLC,CHEWA
20203269,5,MALE,52,HEADMAN,,6,52,JCE,CHEWA
20203269,1,FEMALE,35,OTHER (SPECIFY),MTANGA1SECRETARY VDC,10,35,NONE,CHEWA
20203269,2,MALE,59,OTHER (SPECIFY),SCHOOL COMMITTEE  MEMBER,3,59,NONE,CHEWA
20203269,4,MALE,51,OTHER (SPECIFY),FORES WORKER,18,51,NONE,CHEWA
20204270,3,MALE,62,OTHER (SPECIFY),PTA,12,62,PSLC,CHEWA
20204270,2,MALE,67,RELIGIOUS LEADER,,6,37,JCE,LAMBYA
20204270,4,MALE,55,COUNSELOR TO HEADMAN,,46,55,NONE,CHEWA
20204270,10,MALE,59,OTHER (SPECIFY),SCHOOL  COMMITTEE,15,59,PSLC,CHEWA
20204270,11,MALE,63,HEALTH WORKER,,4,63,JCE,CHEWA
20204270,8,MALE,23,OTHER (SPECIFY),YOUTH,2,23,MSCE,CHEWA
20204270,5,MALE,47,RELIGIOUS LEADER,,8,47,NONE,CHEWA
20204270,1,MALE,46,HEADMAN,,37,46,NONE,CHEWA
20204270,9,MALE,28,POLICE,,5,28,NONE,CHEWA
20204270,7,FEMALE,54,OTHER (SPECIFY),MOTHER GROUP,3,25,NONE,CHEWA
20204270,6,MALE,52,OTHER (SPECIFY),FARMER,35,26,NONE,CHEWA
20204271,1,MALE,45,COUNSELOR TO HEADMAN,,2,45,NONE,CHEWA
20204271,8,MALE,64,OTHER (SPECIFY),FARMER,20,64,NONE,CHEWA
20204271,9,MALE,50,HEALTH WORKER,,11,50,MSCE,CHEWA
