case_id,visit,ea_id,ag_f0a,ag_f0c,ag_f0c_os,ag_f01a,ag_f01b,ag_f01b_os,ag_f02,ag_f03,ag_f04,ag_f05,ag_f06a,ag_f06b,ag_f07a,ag_f07b,ag_f07b_os,ag_f08,ag_f08_os,ag_f09,ag_f10,ag_f11,ag_f12,ag_f13,ag_f14a,ag_f14b,ag_f15,ag_f16a,ag_f16b,ag_f16b_os,ag_f17,ag_f17_os,ag_f18,ag_f19,ag_f20,ag_f21,ag_f22,ag_f23,ag_f24,ag_f25,ag_f26a,ag_f26b,ag_f26b_os,ag_f27,ag_f27_os,ag_f28,ag_f29,ag_f30,ag_f31,ag_f32,ag_f33,ag_f34,ag_f35,ag_f36a,ag_f36b,ag_f36b_os,ag_f37,ag_f38a,ag_f38b,ag_f38b_os,ag_f39a,ag_f39b,ag_f40,ag_f41,ag_f42a,ag_f42b,ag_f42b_os,ag_f43,ag_f44a,ag_f44b,ag_f44b_os
208010460086,1,20801046,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460098,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460098,1,20801046,Yes,urea,,25,Kilogram,,"Yes, The Figures Matched",Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460110,1,20801046,Yes,ORGANIC FERTILIZER,,.5,Ox cart,,"Yes, The Figures Matched",No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,.5,Ox cart,
208010460110,1,20801046,Yes,urea,,40,Kilogram,,"Yes, The Figures Matched",Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460148,1,20801046,Yes,ORGANIC FERTILIZER,,15,Kilogram,,"Yes, The Figures Matched",No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,15,Ox cart,
208010460148,1,20801046,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460148,1,20801046,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N02,1,50 kg bag,,On Foot,,0,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460161,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460161,1,20801046,Yes,23:21:0+4S/CHITOWE,,75,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N04,2,50 kg bag,,Own Bicycle or Oxcart,,0,9400,Received on credit,4000,5400,N05,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460161,1,20801046,Yes,can,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N04,1,50 kg bag,,Own Bicycle or Oxcart,,0,4600,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460161,1,20801046,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N04,2,50 kg bag,,Own Bicycle or Oxcart,,0,9500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460164,1,20801046,Yes,ORGANIC FERTILIZER,,5,Ox cart,,"Yes, The Figures Matched",No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,5,Ox cart,
208010460164,1,20801046,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N02,1,50 kg bag,,Own Bicycle or Oxcart,,0,5200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460164,1,20801046,Yes,urea,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N02,2,50 kg bag,,Own Bicycle or Oxcart,,0,9500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460171,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460171,1,20801046,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N03,1,50 kg bag,,Bicycle Taxi,,200,5200,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460174,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460174,1,20801046,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460178,1,20801046,Yes,ORGANIC FERTILIZER,,12,Ox cart,,"Yes, The Figures Matched",No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,12,Ox cart,
208010460178,1,20801046,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N04,1,50 kg bag,,On Foot,,0,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460178,1,20801046,Yes,urea,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N04,1,50 kg bag,,On Foot,,0,4500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460211,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460211,1,20801046,Yes,can,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N01,50,50 kg bag,,Bicycle Taxi,,100,5000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460212,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460212,1,20801046,Yes,23:21:0+4S/CHITOWE,,37.5,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N01,37.5,Kilogram,,Own Bicycle or Oxcart,,0,2350,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460212,1,20801046,Yes,urea,,87.5,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N01,87.5,Kilogram,,Own Bicycle or Oxcart,,0,7050,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460225,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460225,1,20801046,Yes,can,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N01,50,Kilogram,,Bicycle Taxi,,100,5700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460225,1,20801046,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N01,50,Kilogram,,Bicycle Taxi,,100,5700,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460235,1,20801046,Yes,ORGANIC FERTILIZER,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460235,1,20801046,Yes,23:21:0+4S/CHITOWE,,125,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N05,2,50 kg bag,,Bicycle Taxi,,200,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,,,,
208010460235,1,20801046,Yes,urea,,150,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N05,2,50 kg bag,,Bicycle Taxi,,200,500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,25,Kilogram,,,,,
208010460237,1,20801046,Yes,ORGANIC FERTILIZER,,6,Ox cart,,"Yes, The Figures Matched",No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,6,Ox cart,
208010460237,1,20801046,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208010460237,1,20801046,Yes,urea,,140,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N03,2,50 kg bag,,Bicycle Taxi,,200,9100,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460248,1,20801046,Yes,ORGANIC FERTILIZER,,7,Ox cart,,"Yes, The Figures Matched",No,No,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,7,Ox cart,
208010460248,1,20801046,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N03,25,Kilogram,,Bicycle Taxi,,100,2000,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460248,1,20801046,Yes,can,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N03,1,50 kg bag,,Bicycle Taxi,,100,5500,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208010460248,1,20801046,Yes,urea,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,2,,,,,,,,,,,,,,,N03,1,50 kg bag,,Bicycle Taxi,,100,4800,"Paid in full, with own-savings",,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208012710001,1,20801271,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710001,1,20801271,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710001,1,20801271,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710020,1,20801271,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710020,1,20801271,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,50,2,,3,,0,4300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208012710020,1,20801271,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,50,2,,3,,0,4600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208012710039,1,20801271,Yes,ORGANIC FERTILIZER,,1,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,1,Ox cart,
208012710039,1,20801271,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710039,1,20801271,Yes,urea,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710057,1,20801271,Yes,ORGANIC FERTILIZER,,2,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,2,Ox cart,
208012710057,1,20801271,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710076,1,20801271,Yes,ORGANIC FERTILIZER,,1,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,1,Bucket,
208012710188,1,20801271,Yes,ORGANIC FERTILIZER,,2,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,2,Ox cart,
208012710206,1,20801271,Yes,ORGANIC FERTILIZER,,3,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,3,Ox cart,
208012710206,1,20801271,Yes,urea,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710225,1,20801271,Yes,ORGANIC FERTILIZER,,4,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,4,Ox cart,
208012710225,1,20801271,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710225,1,20801271,Yes,urea,,150,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208012710244,1,20801271,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710244,1,20801271,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710262,1,20801271,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710281,1,20801271,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710281,1,20801271,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,25,Kilogram,,N01,,0,No,,,,,,,
208012710281,1,20801271,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,25,Kilogram,,N01,,0,No,,,,,,,
208012710299,1,20801271,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710318,1,20801271,Yes,ORGANIC FERTILIZER,,2,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,2,Ox cart,
208012710318,1,20801271,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710318,1,20801271,Yes,urea,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710337,1,20801271,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208012710355,1,20801271,Yes,ORGANIC FERTILIZER,,107,Bucket,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,107,Bucket,
208012710355,1,20801271,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,1,7,,3,,0,4000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208012710355,1,20801271,Yes,urea,,25,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,1,7,,3,,0,4500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208012710374,1,20801271,Yes,ORGANIC FERTILIZER,,1,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,1,Ox cart,
208014970001,1,20801497,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970016,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970016,1,20801497,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N03,,100,2,,3,,0,11000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970016,1,20801497,Yes,urea,,100,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N03,,50,2,,3,,0,4500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970023,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970023,1,20801497,Yes,23:21:0+4S/CHITOWE,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970023,1,20801497,Yes,urea,,25,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970031,1,20801497,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970038,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970038,1,20801497,Yes,23:21:0+4S/CHITOWE,,5,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970038,1,20801497,Yes,urea,,30,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970053,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970053,1,20801497,Yes,23:21:0+4S/CHITOWE,,80,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,80,2,,5,BORROWED BICYCLE,0,8000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970053,1,20801497,Yes,can,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,50,2,,5,BORROWED BICYCLE,0,4300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970053,1,20801497,Yes,urea,,60,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,60,2,,5,BORROWED BICYCLE,0,5700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970053,1,20801497,Yes,D COMPOUND,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N01,,50,2,,5,BORROWED BICYCLE,0,4300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970053,1,20801497,Yes,insecticide,,1,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N02,,1,2,,5,BORROWED BICYCLE,0,1000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970053,1,20801497,Yes,insecticide,,500,Milliliter,,"Yes, The Figures Matched",No,Yes,1,N02,,500,9,,5,BORROWED BICYCLE,0,500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970068,1,20801497,Yes,ORGANIC FERTILIZER,,2,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,2,Ox cart,,N04,,400,No,,,,No,,,
208014970068,1,20801497,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,1,50 kg bag,,,,,
208014970068,1,20801497,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970083,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970083,1,20801497,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970083,1,20801497,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970090,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970090,1,20801497,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970098,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970098,1,20801497,Yes,23:21:0+4S/CHITOWE,,100,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970098,1,20801497,Yes,urea,,100,Kilogram,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970112,1,20801497,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970119,1,20801497,No,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970127,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970127,1,20801497,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970134,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970134,1,20801497,Yes,23:21:0+4S/CHITOWE,,50,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N02,,1,7,,2,,300,5200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,,,,
208014970134,1,20801497,Yes,urea,,50,Kilogram,,"Yes, The Figures Matched",Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208014970142,1,20801497,Yes,ORGANIC FERTILIZER,,3.5,Ox cart,,"Yes, The Figures Matched",No,No,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,No,,,,Yes,3.5,Ox cart,
208014970142,1,20801497,Yes,23:21:0+4S/CHITOWE,,110,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N03,,50,2,,3,,0,5500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,,,,
208014970142,1,20801497,Yes,urea,,110,Kilogram,,"Yes, The Figures Matched",No,Yes,1,N03,,100,2,,3,,0,9200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,Yes,10,Kilogram,,,,,
208014970149,1,20801497,Yes,ORGANIC FERTILIZER,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
