ea_id,com_cg01,com_cg02,com_cg03,com_cg04,com_cg05,com_cg06,com_cg07,com_cg08,com_cg09,com_cg10,com_cg11,com_cg12,com_cg13,com_cg14,com_cg15,com_cg16,com_cg17,com_cg18,com_cg19,com_cg20,com_cg21,com_cg22,com_cg23,com_cg24,com_cg25,com_cg26,com_cg27,com_cg28,com_cg29,com_cg30,com_cg31,com_cg32,com_cg33,com_cg34
30901569,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,MUCH BETTER,better,better,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,4
30901603,better,MUCH BETTER,MUCH BETTER,better,NOT APPLICABLE,worse,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,worse,worse,better,better,ABOUT THE SAME,NOT APPLICABLE,worse,better,better,worse,worse,4
30901715,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,MUCH WORSE,better,better,better,worse,ABOUT THE SAME,better,better,better,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,better,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,1
30901720,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,MUCH WORSE,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,better,better,better,better,NOT APPLICABLE,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,1
30901732,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,worse,worse,worse,better,better,better,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,better,better,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,NOT APPLICABLE,worse,ABOUT THE SAME,better,better,ABOUT THE SAME,4
30901756,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,worse,NOT APPLICABLE,worse,ABOUT THE SAME,better,ABOUT THE SAME,better,better,MUCH BETTER,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,MUCH WORSE,better,better,better,ABOUT THE SAME,NOT APPLICABLE,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,3
30902236,better,better,better,better,MUCH WORSE,better,NOT APPLICABLE,better,better,better,better,ABOUT THE SAME,better,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,worse,MUCH WORSE,better,better,better,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,NOT APPLICABLE,2
30902299,better,better,better,better,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,MUCH WORSE,better,better,better,better,better,better,better,better,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,worse,better,better,better,worse,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,better,ABOUT THE SAME,3
30902346,better,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,ABOUT THE SAME,better,MUCH BETTER,ABOUT THE SAME,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,4
30902425,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,worse,NOT APPLICABLE,MUCH WORSE,better,better,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,MUCH WORSE,worse,better,better,ABOUT THE SAME,NOT APPLICABLE,better,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,4
30902606,ABOUT THE SAME,better,better,ABOUT THE SAME,NOT APPLICABLE,worse,worse,MUCH WORSE,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,worse,better,better,better,ABOUT THE SAME,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,4
30903114,better,worse,worse,worse,NOT APPLICABLE,better,better,better,worse,better,better,better,better,better,MUCH BETTER,MUCH BETTER,better,worse,ABOUT THE SAME,better,better,MUCH WORSE,worse,better,better,better,better,worse,worse,worse,worse,better,better,1
30903528,NOT APPLICABLE,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,MUCH WORSE,better,better,better,better,better,better,better,better,MUCH WORSE,ABOUT THE SAME,ABOUT THE SAME,better,better,NOT APPLICABLE,worse,better,better,ABOUT THE SAME,NOT APPLICABLE,better,better,better,better,better,ABOUT THE SAME,2
30920609,better,better,better,better,MUCH WORSE,worse,MUCH WORSE,MUCH WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,ABOUT THE SAME,MUCH BETTER,better,better,better,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,better,better,worse,better,ABOUT THE SAME,better,better,NOT APPLICABLE,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,4
31001034,MUCH BETTER,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,worse,worse,worse,worse,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,better,MUCH BETTER,better,better,ABOUT THE SAME,worse,worse,better,worse,better,worse,better,ABOUT THE SAME,better,better,2
31001092,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,worse,worse,better,better,better,better,MUCH WORSE,worse,worse,better,worse,worse,MUCH WORSE,better,better,MUCH BETTER,worse,worse,better,MUCH BETTER,better,MUCH BETTER,worse,5
31001123,better,worse,worse,worse,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,worse,better,worse,better,better,better,better,better,better,MUCH WORSE,worse,better,better,better,better,worse,worse,worse,better,worse,better,worse,better,better,better,ABOUT THE SAME,2
31001228,better,worse,worse,worse,NOT APPLICABLE,better,better,worse,worse,worse,better,worse,better,better,better,better,MUCH WORSE,MUCH WORSE,worse,better,worse,worse,worse,worse,worse,better,worse,worse,MUCH WORSE,better,better,better,better,1
31001242,worse,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,worse,worse,worse,better,better,better,MUCH WORSE,worse,better,better,better,better,worse,worse,MUCH WORSE,better,worse,worse,better,better,better,better,better,1
31001333,better,better,better,worse,NOT APPLICABLE,worse,worse,ABOUT THE SAME,worse,ABOUT THE SAME,better,better,better,better,worse,worse,ABOUT THE SAME,worse,worse,better,worse,worse,NOT APPLICABLE,better,worse,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,better,better,better,better,better,1
31001647,ABOUT THE SAME,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,MUCH BETTER,better,MUCH BETTER,MUCH BETTER,MUCH WORSE,MUCH WORSE,worse,ABOUT THE SAME,worse,worse,worse,worse,worse,better,worse,worse,better,better,MUCH BETTER,better,worse,1
31001749,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,better,MUCH BETTER,MUCH BETTER,better,MUCH WORSE,MUCH WORSE,worse,better,worse,worse,MUCH WORSE,better,worse,better,MUCH WORSE,NOT APPLICABLE,MUCH BETTER,worse,better,better,better,1
31002169,better,ABOUT THE SAME,better,ABOUT THE SAME,worse,worse,worse,ABOUT THE SAME,worse,better,better,better,better,better,better,better,ABOUT THE SAME,better,ABOUT THE SAME,better,better,better,worse,better,worse,better,NOT APPLICABLE,worse,worse,better,better,better,worse,2
31002245,MUCH BETTER,worse,worse,worse,better,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,ABOUT THE SAME,worse,better,worse,better,worse,worse,better,better,better,better,worse,3
31002677,MUCH BETTER,better,better,better,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,MUCH BETTER,worse,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,worse,ABOUT THE SAME,better,worse,worse,MUCH WORSE,ABOUT THE SAME,worse,better,better,worse,MUCH WORSE,better,better,better,better,2
31003100,better,worse,worse,worse,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,worse,ABOUT THE SAME,better,better,better,better,better,better,worse,worse,better,better,worse,worse,MUCH BETTER,better,worse,better,worse,NOT APPLICABLE,better,better,better,better,better,2
31003226,ABOUT THE SAME,MUCH WORSE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH BETTER,worse,worse,MUCH WORSE,better,better,MUCH BETTER,worse,worse,MUCH WORSE,better,better,better,worse,1
31003482,better,worse,worse,worse,better,worse,worse,worse,worse,better,better,better,better,better,better,better,worse,worse,better,better,better,better,worse,better,better,better,worse,NOT APPLICABLE,worse,better,better,better,ABOUT THE SAME,1
31003759,ABOUT THE SAME,better,better,better,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,worse,worse,ABOUT THE SAME,worse,better,better,better,better,better,MUCH WORSE,worse,worse,better,worse,better,worse,worse,worse,MUCH BETTER,worse,NOT APPLICABLE,better,MUCH BETTER,MUCH BETTER,better,better,2
31004098,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,worse,better,better,worse,better,worse,worse,worse,better,better,NOT APPLICABLE,better,better,better,MUCH BETTER,ABOUT THE SAME,1
31004312,ABOUT THE SAME,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,worse,worse,better,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,MUCH BETTER,MUCH BETTER,better,worse,better,MUCH BETTER,better,worse,ABOUT THE SAME,2
31005061,MUCH BETTER,better,better,worse,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,better,better,better,better,better,worse,better,better,worse,better,worse,worse,worse,better,better,better,worse,better,better,better,better,1
31006284,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,MUCH WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,worse,ABOUT THE SAME,ABOUT THE SAME,worse,worse,worse,worse,worse,better,worse,worse,worse,better,better,better,better,2
31006556,better,better,better,better,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,better,worse,worse,worse,better,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,MUCH BETTER,better,better,worse,better,better,better,worse,better,ABOUT THE SAME,better,better,MUCH BETTER,better,2
31007335,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,worse,ABOUT THE SAME,better,worse,worse,MUCH WORSE,better,better,MUCH BETTER,worse,worse,worse,ABOUT THE SAME,better,worse,better,1
31007544,better,better,MUCH BETTER,better,NOT APPLICABLE,worse,worse,ABOUT THE SAME,worse,ABOUT THE SAME,ABOUT THE SAME,worse,better,better,worse,better,better,ABOUT THE SAME,ABOUT THE SAME,better,worse,worse,worse,better,better,MUCH BETTER,ABOUT THE SAME,NOT APPLICABLE,worse,better,better,better,ABOUT THE SAME,2
31007549,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,better,better,better,better,better,worse,worse,better,ABOUT THE SAME,worse,worse,worse,worse,better,better,worse,better,worse,better,better,MUCH BETTER,worse,1
31007645,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,better,better,better,better,worse,worse,better,better,better,better,worse,worse,worse,better,worse,worse,better,MUCH BETTER,MUCH BETTER,better,ABOUT THE SAME,1
31101009,better,better,better,ABOUT THE SAME,better,better,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,MUCH BETTER,better,better,worse,better,worse,better,better,2
31101399,worse,worse,worse,MUCH WORSE,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,MUCH BETTER,MUCH BETTER,better,better,better,MUCH BETTER,MUCH WORSE,worse,worse,better,better,better,worse,better,better,MUCH BETTER,ABOUT THE SAME,NOT APPLICABLE,better,better,better,better,ABOUT THE SAME,2
31102266,better,worse,worse,MUCH WORSE,NOT APPLICABLE,worse,worse,worse,worse,better,worse,better,better,better,better,better,MUCH WORSE,MUCH WORSE,worse,better,worse,worse,NOT APPLICABLE,worse,worse,better,worse,worse,worse,better,better,better,better,1
31102591,better,worse,worse,worse,NOT APPLICABLE,better,better,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH WORSE,worse,better,better,worse,worse,MUCH WORSE,better,better,better,worse,MUCH WORSE,better,better,better,better,ABOUT THE SAME,1
31104086,ABOUT THE SAME,worse,worse,worse,worse,MUCH WORSE,MUCH WORSE,worse,worse,better,worse,worse,better,better,better,MUCH BETTER,MUCH WORSE,worse,worse,worse,worse,worse,MUCH WORSE,worse,MUCH WORSE,worse,worse,worse,MUCH WORSE,better,better,better,worse,1
31104147,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,worse,worse,better,better,better,better,worse,worse,worse,better,worse,worse,worse,better,better,better,better,1
31104361,worse,worse,worse,worse,NOT APPLICABLE,worse,worse,ABOUT THE SAME,worse,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,MUCH WORSE,MUCH WORSE,better,better,worse,worse,worse,better,better,better,worse,NOT APPLICABLE,MUCH WORSE,better,better,better,ABOUT THE SAME,2
31104496,better,better,better,better,NOT APPLICABLE,worse,worse,worse,worse,worse,better,better,better,better,better,better,worse,worse,ABOUT THE SAME,ABOUT THE SAME,worse,worse,NOT APPLICABLE,better,better,better,better,worse,MUCH WORSE,worse,worse,better,ABOUT THE SAME,1
31104691,ABOUT THE SAME,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,better,better,better,better,better,better,worse,worse,better,MUCH BETTER,worse,worse,MUCH WORSE,worse,worse,better,worse,worse,MUCH WORSE,better,ABOUT THE SAME,worse,ABOUT THE SAME,1
31104696,ABOUT THE SAME,better,ABOUT THE SAME,ABOUT THE SAME,NOT APPLICABLE,worse,worse,better,worse,worse,worse,ABOUT THE SAME,better,better,better,better,worse,worse,better,better,worse,worse,worse,better,better,MUCH BETTER,worse,worse,MUCH BETTER,better,better,MUCH BETTER,better,2
31105091,ABOUT THE SAME,worse,worse,worse,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,worse,worse,worse,better,better,better,better,better,better,better,ABOUT THE SAME,better,ABOUT THE SAME,worse,worse,better,better,worse,better,better,worse,ABOUT THE SAME,better,better,better,better,2
31105559,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,better,better,better,better,worse,worse,worse,ABOUT THE SAME,worse,better,better,better,worse,better,worse,worse,worse,better,better,better,better,2
31105581,better,better,better,better,NOT APPLICABLE,worse,worse,worse,worse,worse,better,better,better,MUCH BETTER,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,ABOUT THE SAME,worse,ABOUT THE SAME,worse,better,better,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,better,better,better,better,MUCH BETTER,2
31106066,better,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,worse,worse,better,worse,worse,worse,worse,worse,worse,worse,better,better,worse,better,worse,MUCH BETTER,better,worse,better,better,better,better,ABOUT THE SAME,2
31106182,better,worse,worse,worse,worse,worse,worse,worse,worse,better,worse,worse,better,better,better,better,worse,worse,better,better,worse,worse,better,worse,MUCH WORSE,worse,better,worse,worse,better,better,better,better,2
31106519,MUCH WORSE,worse,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,worse,worse,worse,worse,worse,MUCH WORSE,worse,worse,worse,worse,worse,worse,worse,worse,2
31106574,better,better,better,better,better,worse,worse,ABOUT THE SAME,worse,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,worse,better,better,worse,worse,worse,better,worse,better,ABOUT THE SAME,worse,worse,worse,worse,worse,MUCH WORSE,2
31106682,MUCH BETTER,worse,worse,worse,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,worse,worse,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,better,better,better,MUCH WORSE,worse,better,MUCH BETTER,better,better,MUCH WORSE,worse,worse,better,better,worse,better,better,better,MUCH BETTER,better,1
31107406,MUCH BETTER,worse,worse,worse,NOT APPLICABLE,worse,worse,ABOUT THE SAME,worse,ABOUT THE SAME,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,worse,worse,ABOUT THE SAME,better,worse,worse,MUCH WORSE,worse,worse,worse,worse,worse,MUCH WORSE,better,better,better,better,2
31108265,better,MUCH WORSE,MUCH WORSE,MUCH WORSE,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,MUCH WORSE,MUCH WORSE,better,better,worse,worse,worse,worse,better,better,worse,worse,worse,better,better,better,ABOUT THE SAME,1
31108703,better,ABOUT THE SAME,better,better,ABOUT THE SAME,ABOUT THE SAME,worse,better,worse,better,better,better,better,MUCH BETTER,MUCH BETTER,better,better,better,better,ABOUT THE SAME,better,better,ABOUT THE SAME,better,worse,better,ABOUT THE SAME,better,MUCH WORSE,ABOUT THE SAME,better,better,better,4
31110462,ABOUT THE SAME,worse,worse,worse,NOT APPLICABLE,better,better,worse,worse,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,MUCH WORSE,MUCH WORSE,better,better,better,better,MUCH WORSE,better,better,better,better,better,better,MUCH BETTER,better,MUCH BETTER,ABOUT THE SAME,1
31120097,better,better,better,better,better,worse,worse,better,worse,ABOUT THE SAME,better,better,better,better,better,better,ABOUT THE SAME,worse,better,better,worse,worse,better,worse,worse,better,ABOUT THE SAME,better,worse,better,better,better,better,4
31120218,MUCH BETTER,worse,worse,worse,worse,worse,worse,worse,worse,better,MUCH BETTER,better,better,better,better,better,worse,worse,better,better,better,better,worse,better,worse,worse,better,better,worse,better,better,better,better,2
31201007,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,worse,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,better,better,worse,worse,NOT APPLICABLE,worse,worse,worse,better,worse,MUCH WORSE,better,better,better,better,2
31201058,better,better,better,better,NOT APPLICABLE,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,ABOUT THE SAME,better,better,ABOUT THE SAME,worse,worse,worse,better,better,better,2
31201104,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,worse,worse,worse,worse,NOT APPLICABLE,worse,better,better,better,better,2
31201106,worse,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,better,better,better,better,worse,better,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,worse,better,ABOUT THE SAME,NOT APPLICABLE,worse,worse,better,better,better,better,3
31201197,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,NOT APPLICABLE,better,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,worse,NOT APPLICABLE,better,better,better,worse,NOT APPLICABLE,worse,better,better,better,better,2
31201230,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,worse,worse,worse,MUCH BETTER,worse,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,MUCH BETTER,worse,worse,NOT APPLICABLE,MUCH BETTER,worse,worse,MUCH WORSE,MUCH WORSE,MUCH WORSE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,2
31201234,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,ABOUT THE SAME,better,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,worse,better,better,better,better,4
31201250,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,worse,better,better,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,worse,better,better,NOT APPLICABLE,worse,worse,better,better,better,ABOUT THE SAME,4
31201350,ABOUT THE SAME,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,better,MUCH BETTER,better,better,better,worse,better,better,better,worse,worse,NOT APPLICABLE,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,2
31201516,worse,better,better,better,worse,worse,worse,better,better,better,better,better,better,better,better,better,better,better,better,better,worse,worse,NOT APPLICABLE,better,worse,better,worse,NOT APPLICABLE,worse,worse,ABOUT THE SAME,worse,ABOUT THE SAME,4
31201726,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,worse,worse,MUCH BETTER,MUCH BETTER,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,worse,worse,NOT APPLICABLE,worse,worse,better,worse,worse,MUCH WORSE,worse,better,better,ABOUT THE SAME,2
31201747,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,ABOUT THE SAME,better,better,better,better,better,NOT APPLICABLE,better,worse,better,worse,NOT APPLICABLE,worse,worse,better,worse,ABOUT THE SAME,2
31201765,better,better,better,better,worse,worse,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,worse,worse,NOT APPLICABLE,MUCH BETTER,better,better,better,better,worse,better,better,better,ABOUT THE SAME,2
31204138,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,worse,better,better,better,better,better,better,ABOUT THE SAME,better,worse,worse,NOT APPLICABLE,better,better,worse,ABOUT THE SAME,worse,worse,ABOUT THE SAME,better,better,better,2
31204184,better,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,worse,worse,better,MUCH BETTER,MUCH BETTER,better,better,better,better,better,worse,worse,NOT APPLICABLE,MUCH BETTER,worse,better,NOT APPLICABLE,NOT APPLICABLE,better,worse,better,worse,worse,2
31204209,better,better,better,better,NOT APPLICABLE,worse,MUCH WORSE,better,better,better,better,better,better,better,better,better,better,better,better,better,better,better,NOT APPLICABLE,better,better,better,NOT APPLICABLE,better,worse,better,better,better,better,3
31204267,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,MUCH WORSE,MUCH WORSE,MUCH BETTER,better,MUCH BETTER,worse,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,ABOUT THE SAME,better,better,better,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,MUCH BETTER,better,better,ABOUT THE SAME,MUCH BETTER,MUCH WORSE,better,better,better,better,2
31204390,worse,better,better,better,NOT APPLICABLE,worse,worse,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,NOT APPLICABLE,better,better,worse,worse,NOT APPLICABLE,worse,better,better,worse,NOT APPLICABLE,worse,ABOUT THE SAME,worse,worse,ABOUT THE SAME,2
31204410,MUCH BETTER,better,better,better,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,ABOUT THE SAME,better,better,worse,worse,NOT APPLICABLE,better,better,worse,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,better,better,better,2
31204489,better,better,better,better,NOT APPLICABLE,worse,worse,worse,better,better,better,worse,better,better,better,better,worse,ABOUT THE SAME,better,better,worse,worse,NOT APPLICABLE,worse,better,better,better,worse,worse,better,better,better,better,2
31204532,better,better,better,better,NOT APPLICABLE,ABOUT THE SAME,NOT APPLICABLE,better,NOT APPLICABLE,better,better,better,better,better,better,better,better,better,better,better,MUCH BETTER,MUCH BETTER,better,MUCH BETTER,better,better,worse,NOT APPLICABLE,worse,better,better,better,ABOUT THE SAME,4
31204618,worse,MUCH BETTER,MUCH BETTER,MUCH BETTER,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,MUCH BETTER,better,better,better,better,NOT APPLICABLE,MUCH BETTER,better,better,ABOUT THE SAME,NOT APPLICABLE,worse,better,better,better,ABOUT THE SAME,2
31220487,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,ABOUT THE SAME,better,better,better,better,better,better,better,worse,worse,worse,NOT APPLICABLE,better,worse,worse,better,worse,MUCH WORSE,better,better,better,ABOUT THE SAME,4
31220637,better,better,better,better,better,ABOUT THE SAME,ABOUT THE SAME,better,better,better,better,MUCH BETTER,MUCH BETTER,MUCH BETTER,MUCH BETTER,better,better,better,better,better,better,better,NOT APPLICABLE,better,better,better,ABOUT THE SAME,better,worse,better,better,better,better,2
31301246,better,MUCH BETTER,MUCH BETTER,worse,NOT APPLICABLE,worse,NOT APPLICABLE,NOT APPLICABLE,ABOUT THE SAME,better,worse,worse,better,better,ABOUT THE SAME,better,worse,worse,worse,ABOUT THE SAME,better,better,NOT APPLICABLE,better,better,better,ABOUT THE SAME,better,better,better,better,better,worse,9
