case_id,ea_id,visit,ag_c0a,ag_c00,ag_c01,ag_c02,ag_c04a,ag_c04b,ag_c04c,ag_c05d_os
203053010068,20305301,1,,R2,Yes,HYBRID MAIZE,1.5,Acre,1.53,
203053010068,20305301,1,,R3,Yes,HYBRID MAIZE,.5,Acre,.98000002,
203053010068,20305301,1,,R4,Yes,BURLEY TOBACCO,.25,Acre,.49000001,
203053010068,20305301,1,,R5,Yes,FLUE CURED,1,Acre,.83999997,
203053010068,20305301,1,,R6,Yes,GROUNDNUTS,.5,Acre,.2,
203053010068,20305301,1,,R7,Yes,SWEET POTATOES,.25,Acre,.23,
203053010068,20305301,1,,R8,Yes,SOYA BEANS,3,Acre,3.8299999,
203053010068,20305301,1,,R9,Yes,SOYA BEANS,1,Acre,1.86,
203053010080,20305301,1,,R1,Yes,HYBRID MAIZE PLOT,1,Acre,1.52,
203053010080,20305301,1,,R2,Yes,BURLEY TOBACCO,.5,Acre,.63,
203053010086,20305301,1,,R1,Yes,MAIZE PLOT,1,Acre,1.11,
203053010093,20305301,1,,R1,Yes,MAIZE PLOT,1,Acre,.85000002,
203053010093,20305301,1,,R2,Yes,MAIZE PLOT,1,Acre,.97000003,
203053010105,20305301,1,,R1,Yes,HYBRID MAIZE PLOT,.5,Acre,.43000001,
203053010105,20305301,1,,R2,Yes,HYBRID MAIZE PLOT,1,Acre,.87,
203053010111,20305301,1,,R1,Yes,HYBRID MAIZE,.5,Acre,.64999998,
203053010111,20305301,1,,R2,Yes,TOBACCO,.25,Acre,.22,
203053010111,20305301,1,,R3,Yes,GROUNDNUTS,.13,Acre,.34999999,
203053010111,20305301,1,,R4,Yes,SOYA BEANS,.5,Acre,.19,
203053010117,20305301,1,,R1,Yes,HYBRID RECYCLED,.5,Acre,1.15,
203053010117,20305301,1,,R2,Yes,SWEET POTATO,.25,Acre,.56999999,
203053010117,20305301,1,,R3,Yes,SOYA BEANS,.25,Acre,.27000001,
203053010130,20305301,1,,R1,Yes,HYBRID MAIZE,2,Acre,1.26,
203053010130,20305301,1,,R2,Yes,SOYA,1,Acre,.34999999,
203051720040,20305172,1,2,R1,Yes,LOCAL MAIZE PLOT,.5,Acre,.87,
203051720040,20305172,1,2,R2,Yes,G/NUTS PLOT,.25,Acre,.41999999,
203051720055,20305172,1,2,R1,Yes,HYBRID MAIZE,1,Acre,1.01,
203051720055,20305172,1,2,R2,Yes,TOBACCO,.5,Acre,.41,
203051720055,20305172,1,2,R3,Yes,GROUNDNUTS,.25,Acre,.27000001,
203051720070,20305172,1,2,R1,Yes,HYBRID MAIZE,2,Acre,.95999998,
203051720070,20305172,1,2,R2,Yes,TOBACCO,1,Acre,.60000002,
203051720070,20305172,1,2,R3,Yes,GROUNDNUTS,.25,Acre,.25,
203051720070,20305172,1,2,R4,Yes,SOYA,1,Acre,.54000002,
203051720085,20305172,1,2,R1,Yes,LOCAL MAIZE,.25,Acre,.81,
203051720085,20305172,1,2,R2,Yes,HYBRID MAIZE,1,Acre,.62,
203051720085,20305172,1,2,R3,Yes,BURLEY,1,Acre,.62,
203051720101,20305172,1,2,R1,Yes,HYBRID MAIZE PLOT,1,Acre,.54000002,
203051720101,20305172,1,2,R2,Yes,TOBACCO PLOT,.5,Acre,.49000001,
203051720116,20305172,1,2,R1,Yes,LOCAL MAIZE PLOT,1,Acre,.97000003,
203051720116,20305172,1,2,R2,Yes,G/NUTS PLOT,1,Acre,1.02,
203051720131,20305172,1,2,R1,Yes,LOCAL MAIZE PLOT,.5,Acre,.57999998,
203051720131,20305172,1,2,R2,Yes,G/NUTS PLOT,.25,Acre,.20999999,
203051720146,20305172,1,2,R1,Yes,LOCAL MAIZE,1.5,Acre,1.02,
203051720146,20305172,1,2,R2,Yes,SOYA,1,Acre,.80000001,
203051720161,20305172,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,.79000002,
203051720161,20305172,1,2,R2,Yes,HYBRID MAIZE,.5,Acre,.54000002,
203051720161,20305172,1,2,R3,Yes,BURLEY TOBACCO,.5,Acre,.56,
203051720161,20305172,1,2,R4,Yes,CHALIMBANA GROUNDNUTS,.75,Acre,1.0599999,
203051720161,20305172,1,2,R5,Yes,GROUND BEAN,.25,Acre,.17,
203051720192,20305172,1,2,R1,Yes,HYBRID MAIZE,1,Acre,.98000002,
203051720192,20305172,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.25,
203051720192,20305172,1,2,R3,Yes,CG7 GROUNDNUTS,.5,Acre,.51999998,
203051720207,20305172,1,2,R1,Yes,HYBRID RECYCLED,1.5,Acre,1.65,
203051720207,20305172,1,2,R2,Yes,BURLEY TOBACCO,.25,Acre,.16,
203051720207,20305172,1,2,R3,Yes,CG7 GROUNDNUTS,.25,Acre,.46000001,
203051720207,20305172,1,2,R4,Yes,SOYA,2,Acre,1.59,
203051720222,20305172,1,2,R1,Yes,HYBRID MAIZE,1,Acre,1.11,
203051720222,20305172,1,2,R2,Yes,HYBRID MAIZE,.5,Acre,.79000002,
203051720222,20305172,1,2,R3,Yes,BURLEY TOBACCO,.5,Acre,.80000001,
203051720253,20305172,1,2,R1,Yes,HYBRID RECYCLED,.5,Acre,.64999998,
203051720253,20305172,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.55000001,
203051720268,20305172,1,2,R1,Yes,HYBRID MAIZE,.25,Acre,.68000001,
203051720268,20305172,1,2,R2,Yes,TOBACCO,.25,Acre,.28,
203051720268,20305172,1,2,R3,Yes,GROUNDNUTS,.2,Acre,.30000001,
203051720268,20305172,1,2,R4,Yes,SWEET POTATO,.1,Acre,.15000001,
203051720283,20305172,1,2,R1,Yes,HYBRID MAIZE,1,Acre,.94999999,
203051720283,20305172,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.28999999,
203051720283,20305172,1,2,R3,Yes,SOYA,.5,Acre,.28,
203051720314,20305172,1,2,R1,Yes,HYBRID RECYLED,1,Acre,1.03,
203051720314,20305172,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.75999999,
203051720314,20305172,1,2,R3,Yes,SOYA,.25,Acre,.13,
203053820002,20305382,1,2,R1,Yes,RECYCLED HYBRID MAIZE,.5,Acre,.47,
203053820002,20305382,1,2,R2,Yes,BURLEY,.5,Acre,.37,
203053820011,20305382,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.04,
203053820019,20305382,1,2,R1,Yes,RECYCLED HYBRID MAIZE,.5,Acre,.46000001,
203053820037,20305382,1,2,R1,Yes,LOCAL MAIZE,3,Acre,1.58,
203053820037,20305382,1,2,R2,Yes,BURLEY TOBACCO,1,Acre,1.79,
203053820037,20305382,1,2,R3,Yes,SOYA BEAN,1.5,Acre,1.26,
203053820055,20305382,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,.49000001,
203053820055,20305382,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.2,
203053820055,20305382,1,2,R3,Yes,SOYABEANS,.5,Acre,.61000001,
203053820063,20305382,1,2,R1,Yes,HYBRID MAIZE PLOT,1.5,Acre,1.03,
203053820063,20305382,1,2,R2,Yes,TOBACCO PLOT,1,Acre,.83999997,
203053820072,20305382,1,2,R1,Yes,HYBRID MAIZE,1,Acre,.91000003,
203053820081,20305382,1,2,R1,Yes,HYBRID RECYCLED,1,Acre,.87,
203053820081,20305382,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.46000001,
203053820098,20305382,1,2,R1,Yes,HYBRID MAIZE PLOT,1,Acre,1.0700001,
203053820098,20305382,1,2,R2,Yes,TOBACCO PLOT,.5,Acre,.47,
203053820107,20305382,1,2,R1,Yes,LOCAL MAIZE,2,Acre,2.1500001,
203053820107,20305382,1,2,R2,Yes,BURLEY TOBACCO,1,Acre,.92000002,
203053820116,20305382,1,2,R1,Yes,RECYCLED HYBRID MAIZE,2.5,Acre,1.41,
203053820125,20305382,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.0599999,
203053820125,20305382,1,2,R2,Yes,SOYA BEANS,1,Acre,1.1799999,
203053820142,20305382,1,2,R1,Yes,HYBRID MAIZE PLOT,.5,Acre,.62,
203053820142,20305382,1,2,R2,Yes,TOBACCO PLOT,.5,Acre,.54000002,
203053820151,20305382,1,2,R1,Yes,LOCAL MAIZE,2,Acre,2.6900001,
203053820151,20305382,1,2,R2,Yes,GROUNDNUTS,1.5,Acre,2.52,
203053820151,20305382,1,2,R3,Yes,BURLEY,1.5,Acre,1.2,
203053820160,20305382,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.04,
203053820160,20305382,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.75,
203053820177,20305382,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.95,
203053820177,20305382,1,2,R2,Yes,SOYABEAN,.5,Acre,.77999997,
203053820177,20305382,1,2,R3,Yes,BURLEY,2,Acre,1.01,
203053400002,20305340,1,1,R1,Yes,LOCAL MAIZE,.5,Acre,.31,
203053400002,20305340,1,1,R2,Yes,BURLEY TOBACCO,1,Acre,.69,
203053400024,20305340,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,1.1,
203053400024,20305340,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.66000003,
203053400041,20305340,1,2,R1,Yes,HYBRID MAIZE,1,Acre,.88,
203053400041,20305340,1,2,R2,Yes,HYBRID MAIZE,1,Acre,.64999998,
203053400041,20305340,1,2,R3,Yes,LOCAL MAIZE,1,Acre,1.58,
203053400041,20305340,1,2,R4,Yes,BURLEY,1.5,Acre,1.8200001,
203053400041,20305340,1,2,R5,Yes,GROUNDNUTS,.5,Acre,.25999999,
203053400041,20305340,1,2,R6,Yes,SUGARCANE,.5,Acre,.15000001,
203053400084,20305340,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.37,
203053400084,20305340,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.76999998,
203053400084,20305340,1,2,R3,Yes,SOYA,.5,Acre,.38,
203053400096,20305340,1,2,R1,Yes,LOCAL MAIZE,1.5,Acre,1.41,
203053400096,20305340,1,2,R2,Yes,HYBRID MAIZE,1,Acre,1.01,
203053400096,20305340,1,2,R3,Yes,G/NUTS [GG7],.5,Acre,.31,
203053400096,20305340,1,2,R4,Yes,TOBACCO,1,Acre,.72000003,
203053400106,20305340,1,1,R1,Yes,LOCAL MAIZE PLOT,1.5,Acre,1.62,
203053400106,20305340,1,1,R2,Yes,G/NUTS PLOT,.25,Acre,.51999998,
203053400106,20305340,1,1,R3,Yes,SOYA PLOT,1,Acre,.97000003,
203053400106,20305340,1,1,R4,Yes,TOBACCO PLOT,1.5,Acre,1.89,
203053400112,20305340,1,1,R1,Yes,LOCAL MAIZE PLOT,4,Acre,2.75,
203053400112,20305340,1,1,R2,Yes,TOBACCO PLOT,1,Acre,1.42,
203053400116,20305340,1,2,R1,Yes,LOCAL MAIZE PLOT,2,Acre,1.64,
203053400116,20305340,1,2,R2,Yes,G/NUTS PLOT,.5,Acre,.47999999,
203053400134,20305340,1,1,R1,Yes,HYBRID MAIZE,1,Acre,1.3,
203053400134,20305340,1,1,R2,Yes,HYBRID MAIZE,1,Acre,.63999999,
203053400134,20305340,1,1,R3,Yes,BURLEY TOBACCO,.5,Acre,1.4400001,
203053400134,20305340,1,1,R4,Yes,GROUNDNUTS,.25,Acre,.63999999,
203053400140,20305340,1,1,R1,Yes,HYBRID MAIZE,2,Acre,1.63,
203053400140,20305340,1,1,R2,Yes,BURLEY,1,Acre,1.1,
203053400140,20305340,1,1,R3,Yes,SOYA BEANS,1,Acre,.98000002,
203053400140,20305340,1,1,R4,Yes,GROUNDNUTS,.5,Acre,.92000002,
203053400155,20305340,1,1,R1,Yes,HYBRID MAIZE,2.5,Acre,2.1099999,
203053400155,20305340,1,1,R2,Yes,TOBACCO FLUE CURED,.5,Acre,.41999999,
203053400155,20305340,1,1,R3,Yes,SOYA,1,Acre,.14,
203053400156,20305340,1,1,R1,Yes,HYBRID RECYCLED,12,Acre,7.4000001,
203053400156,20305340,1,1,R2,Yes,TOBACCO,3,Acre,3.6199999,
203053400156,20305340,1,1,R3,Yes,GROUNDNUTS,1,Acre,.38,
203053400156,20305340,1,1,R4,Yes,BEANS,1,Acre,.31999999,
203053400156,20305340,1,1,R5,Yes,SOYA,1,Acre,1.37,
203053400171,20305340,1,1,R1,Yes,LOCAL MAIZE PLOT,1,Acre,1.4,
203053400171,20305340,1,1,R2,Yes,SOYA PLOT,1,Acre,.91000003,
203053400240,20305340,1,2,R1,Yes,HYBRID MAIZE PLOT,1,Acre,1.78,
203053400240,20305340,1,2,R2,Yes,LOCAL MAIZE PLOT,1.5,Acre,.89999998,
203053400240,20305340,1,2,R3,Yes,TOBACCO PLOT,2,Acre,3.25,
203053400240,20305340,1,2,R4,Yes,SOYA PLOT,.5,Acre,.67000002,
203053400240,20305340,1,2,R5,Yes,G/NUTS PLOT,.25,Acre,1.21,
203053400245,20305340,1,2,R1,Yes,MAIZE OPV COMPOSITE,2,Acre,1.15,
203053400245,20305340,1,2,R2,Yes,RECYCLED HYBRID MAIZE,.75,Acre,1.3099999,
203053400245,20305340,1,2,R3,Yes,CG7 GROUNDNUTS,.5,Acre,.23,
203053400245,20305340,1,2,R4,Yes,DURLE7 TOBACCO,1,Acre,1.21,
203053400245,20305340,1,2,R5,Yes,SOYA,1,Acre,.44,
203050230018,20305023,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,1.05,
203050230018,20305023,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.62,
203050230037,20305023,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,.41999999,
203050230037,20305023,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.2,
203050230046,20305023,1,2,R1,Yes,HYBRID MAIZE,1,Acre,1.12,
203050230046,20305023,1,2,R2,Yes,TOBACCO,1,Acre,1.16,
203050230055,20305023,1,2,R1,Yes,HYBRID MAIZE,.5,Acre,.37,
203050230055,20305023,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,.49000001,
203050230055,20305023,1,2,R3,Yes,CG7 GROUNDNUTS,.25,Acre,.20999999,
203050230064,20305023,1,2,R1,Yes,LOCAL MAIZE,1,Acre,.63,
203050230064,20305023,1,2,R2,Yes,GROUNDNUTS,.25,Acre,.16,
203050230064,20305023,1,2,R3,Yes,SOYABEAN,.25,Acre,.50999999,
203050230064,20305023,1,2,R4,Yes,BURLEY,.5,Acre,.41999999,
203050230074,20305023,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.5700001,
203050230074,20305023,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.60000002,
203050230074,20305023,1,2,R3,Yes,SOYABEAN,.5,Acre,.89999998,
203050230074,20305023,1,2,R4,Yes,BURLEY,.5,Acre,1.97,
203050230083,20305023,1,2,R1,Yes,HYBRID MAIZE,1.5,Acre,2.23,
203050230083,20305023,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.63999999,
203050230083,20305023,1,2,R3,Yes,BURLEY TOBACCO,1,Acre,2.21,
203050230092,20305023,1,2,R1,Yes,HYBRID RECYCLED,3,Acre,3.1500001,
203050230092,20305023,1,2,R2,Yes,BURLEY TOBACCO,2,Acre,1.98,
203050230092,20305023,1,2,R3,Yes,CG7 GROUNDNUTS,.5,Acre,.41999999,
203050230092,20305023,1,2,R4,Yes,SOYA,.5,Acre,.61000001,
203050230101,20305023,1,2,R1,Yes,LOCAL MAIZE PLOT,2,Acre,2.0999999,
203050230101,20305023,1,2,R2,Yes,TOBACCO PLOT,1.5,Acre,1.46,
203050230110,20305023,1,2,R1,Yes,LOCAL MAIZE PLOT,2,Acre,2.05,
203050230110,20305023,1,2,R2,Yes,SOYA PLOT,2,Acre,1.98,
203050230110,20305023,1,2,R3,Yes,G/NUTS PLOT,1,Acre,.94999999,
203050230129,20305023,1,2,R1,Yes,HYBRID MAIZE,1.5,Acre,1.49,
203050230129,20305023,1,2,R2,Yes,FLUE CURED TOBACCO,2,Acre,1.48,
203050230147,20305023,1,2,R1,Yes,HYBRID MAIZE,2,Acre,2.1400001,
203050230147,20305023,1,2,R2,Yes,NNFFDF TOBACCO,1.5,Acre,1.62,
203050230147,20305023,1,2,R3,Yes,CG7 GROUNDNUTS,.5,Acre,.63999999,
203050230156,20305023,1,2,R1,Yes,HYBRID RECYCLED,1,Acre,.72000003,
203050230165,20305023,1,2,R1,Yes,LOCAL MAIZE PLOT,1,Acre,.97000003,
203050230165,20305023,1,2,R2,Yes,G/NUTS PLOT,1,Acre,.94,
203050230184,20305023,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.79,
203050230184,20305023,1,2,R2,Yes,FLUE CURED TOBACCO,1,Acre,1.0700001,
203064330002,20306433,1,2,R1,Yes,HYBRID MAIZE,2.5,Acre,2.3900001,
203064330002,20306433,1,2,R2,Yes,BURLEY TOBACCO,1,Acre,1.0700001,
203064330002,20306433,1,2,R3,Yes,SOYA,1,Acre,.75,
203064330013,20306433,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,1.08,
203064330013,20306433,1,2,R2,Yes,BURLEY TOBACCO,1,Acre,1.12,
203064330025,20306433,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.02,
203064330036,20306433,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.8,
203064330036,20306433,1,2,R2,Yes,CHALIMBANA GROUNDNUTS,1.5,Acre,1.15,
203064330036,20306433,1,2,R3,Yes,BURLEY TOBACCO,.75,Acre,.73000002,
203064330047,20306433,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.95,
203064330047,20306433,1,2,R2,Yes,HYBRID MAIZE,2,Acre,2.1300001,
203064330047,20306433,1,2,R3,Yes,BURLEY,4,Acre,3.72,
203064330047,20306433,1,2,R4,Yes,CHALIMBANA,.25,Acre,.64999998,
203064330047,20306433,1,2,R5,Yes,SOYA,7,Acre,5.8200002,
203064330081,20306433,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.47,
203064330081,20306433,1,2,R2,Yes,SOYA PLOT,1,Acre,1.5599999,
203064330081,20306433,1,2,R3,Yes,TOBACCO PLOT,.5,Acre,.62,
203064330093,20306433,1,2,R1,Yes,LOCAL MAIZE PLOT,2,Acre,1.97,
203064330093,20306433,1,2,R2,Yes,TOBACCO PLOT,1,Acre,.83999997,
203064330093,20306433,1,2,R3,Yes,G/NUTS PLOT,.5,Acre,.44,
203064330104,20306433,1,2,R1,Yes,HYBRID MAIZE PLOT,.5,Acre,.61000001,
203064330104,20306433,1,2,R2,Yes,SOYA PLOT,1,Acre,.94,
203064330104,20306433,1,2,R3,Yes,G/NUTS PLOT,.25,Acre,.55000001,
203064330127,20306433,1,2,R1,Yes,HYBRID MAIZE PLOT,1.5,Acre,1.24,
203064330127,20306433,1,2,R2,Yes,G/NUTS PLOT,.25,Acre,.49000001,
203064330127,20306433,1,2,R3,Yes,TOBACCO PLOT,1,Acre,1.09,
203064330138,20306433,1,2,R1,Yes,LOCAL MAIZE,1.5,Acre,1.2,
203064330138,20306433,1,2,R2,Yes,BURLEY TOBACCO,1,Acre,.56,
203064330138,20306433,1,2,R3,Yes,GROUNDNUTS,.5,Acre,.34,
203064330149,20306433,1,2,R1,Yes,HYBRID MAIZE,2,Acre,1.91,
203064330149,20306433,1,2,R2,Yes,HYBRID MAIZE,2,Acre,1.61,
203064330149,20306433,1,2,R3,Yes,GROUNDNUTS,.25,Acre,.31999999,
203064330149,20306433,1,2,R4,Yes,HYBRID MAIZE,1,Acre,1.33,
203064330172,20306433,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,.44999999,
203064330172,20306433,1,2,R2,Yes,LOCAL MAIZE,1,Acre,1.2,
203064330172,20306433,1,2,R3,Yes,BURLEY TOBACCO,1,Acre,1.24,
203064330183,20306433,1,2,R1,Yes,LOCAL MAIZE,1.5,Acre,1.71,
203064330183,20306433,1,2,R2,Yes,LOCAL MAIZE,1.5,Acre,2,
203064330183,20306433,1,2,R3,Yes,BURLEY TOBACCO,2,Acre,2.3800001,
203064330183,20306433,1,2,R4,Yes,GROUNDNUTS,1,Acre,1.0700001,
203064330195,20306433,1,2,R1,Yes,RECYCLED HYBRID MAIZE,1.25,Acre,1.3200001,
203064330195,20306433,1,2,R2,Yes,TOBACCO,.25,Acre,.34999999,
203064330195,20306433,1,2,R3,Yes,GROUNDNUTS,.5,Acre,.5,
203064330195,20306433,1,2,R4,Yes,SOYA BEANS,.5,Acre,.47,
203064330217,20306433,1,2,R1,Yes,HYBRID MAIZE,1.5,Acre,1.8,
203064330217,20306433,1,2,R2,Yes,TOBACCO,1,Acre,.85000002,
203064330217,20306433,1,2,R3,Yes,GROUNDNUTS,.5,Acre,.47,
203064330217,20306433,1,2,R4,Yes,SOYA BEANS,.5,Acre,.44,
203064330229,20306433,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.01,
203064330229,20306433,1,2,R2,Yes,TOBACCO,1,Acre,.059999999,
203064330229,20306433,1,2,R3,Yes,GROUNDNUTS,1,Acre,1,
203064330229,20306433,1,2,R4,Yes,SOYA BEANS,1,Acre,1.05,
203064330229,20306433,1,2,R5,Yes,GROUND BEANS,.25,Acre,.23999999,
203062720011,20306272,1,2,R1,Yes,HYBRID MAIZE,2,Acre,1.89,
203062720011,20306272,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,1.4299999,
203062720011,20306272,1,2,R3,Yes,CG7 GROUNDNUTS,1,Acre,.92000002,
203062720020,20306272,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,.47999999,
203062720020,20306272,1,2,R2,Yes,SOYA,.25,Acre,.20999999,
203062720028,20306272,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.13,
203062720028,20306272,1,2,R2,Yes,CG7 GROUNDNUTS,.25,Acre,.20999999,
203062720037,20306272,1,2,R1,Yes,LOCAL MAIZE,1.5,Acre,.69999999,
203062720054,20306272,1,2,R1,Yes,RECYCLED HYBRID MAIZE,1,Acre,1.17,
203062720054,20306272,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.30000001,
203062720063,20306272,1,2,R1,Yes,LOCAL MAIZE,.5,Acre,.83999997,
203062720063,20306272,1,2,R2,Yes,HYBRID MAIZE,1.5,Acre,.63999999,
203062720063,20306272,1,2,R3,Yes,SOYABEAN,1,Acre,1.22,
203062720063,20306272,1,2,R4,Yes,IRISH POTATO,.5,Acre,.63,
203062720072,20306272,1,2,R1,Yes,HYBRID MAIZE,1,Acre,1.25,
203062720072,20306272,1,2,R2,Yes,BURLEY TOBACCO,.5,Acre,1.02,
203062720072,20306272,1,2,R3,Yes,CG7 GROUNDNUTS,.25,Acre,.44999999,
203062720081,20306272,1,2,R1,Yes,LOCAL MAIZE,2,Acre,1.49,
203062720081,20306272,1,2,R2,Yes,HYBRID MAIZE,.5,Acre,.34999999,
203062720098,20306272,1,2,R1,Yes,LOCAL MAIZE,1,Acre,1.03,
203062720098,20306272,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.40000001,
203062720098,20306272,1,2,R3,Yes,SOYA BEAN,.5,Acre,.41,
203062720098,20306272,1,2,R4,Yes,BURLEY TOBACCO,.5,Acre,.37,
203062720107,20306272,1,2,R1,Yes,HYBRID MAIZE,1,Acre,1.15,
203062720107,20306272,1,2,R2,Yes,GROUNDNUTS,.5,Acre,.47999999,
203062720107,20306272,1,2,R3,Yes,SOYABEAN,.5,Acre,.41,
203062720107,20306272,1,2,R4,Yes,BURLEY TOBACCO,.5,Acre,.60000002,
203062720124,20306272,1,2,R1,Yes,HYBRID MAIZE,2,Acre,2.1500001,
203062720124,20306272,1,2,R2,Yes,SOYA BEANS,.5,Acre,.38999999,
203062720142,20306272,1,2,R1,Yes,HYBRID MAIZE PLOT,1,Acre,1.1900001,
203062720142,20306272,1,2,R2,Yes,SOYA PLOT,1,Acre,1.21,
203062720142,20306272,1,2,R3,Yes,G/NUTS PLOT,.25,Acre,.46000001,
203062720150,20306272,1,2,R1,Yes,HYBRID MAIZE PLOT,1.5,Acre,1.6900001,
203062720159,20306272,1,2,R1,Yes,LOCAL MAIZE PLOT,1,Acre,1.1799999,
203062720159,20306272,1,2,R2,Yes,G/NUTS PLOT,1,Acre,.97000003,
203062720159,20306272,1,2,R3,Yes,SOYA PLOT,.5,Acre,.62,
203062720176,20306272,1,2,R1,Yes,HYBRID MAIZE PLOT,2,Acre,1.97,
203062720176,20306272,1,2,R2,Yes,TOBACCO PLOT,1,Acre,1.02,
203062960003,20306296,1,1,R1,Yes,BURLEY TOBACCO,.5,Acre,.98000002,
203062960003,20306296,1,1,R2,Yes,LOCAL MAIZE,1,Acre,1.3,
203062960003,20306296,1,1,R3,Yes,GROUNDNUTS,.5,Acre,.36000001,
203062960003,20306296,1,1,R4,Yes,SOYA BEANS,.5,Acre,.27000001,
203062960006,20306296,1,1,R1,Yes,BURLEY TOBACCO,.5,Acre,.86000001,
203062960006,20306296,1,1,R2,Yes,HYBRID MAIZE,.5,Acre,.85000002,
203062960006,20306296,1,1,R3,Yes,LOCAL MAIZE,.5,Acre,.88,
203062960006,20306296,1,1,R4,Yes,SOYA BEANS,1,Acre,.89999998,
203062960006,20306296,1,1,R5,Yes,GROUNDNUTS,.5,Acre,.69,
203062960010,20306296,1,1,R1,Yes,BURLEY TOBACCO,1,Acre,.67000002,
203062960010,20306296,1,1,R2,Yes,LOCAL MAIZE,1.5,Acre,1.9299999,
203062960010,20306296,1,1,R3,Yes,G/NUTS CHALIMBANA,.5,Acre,.44999999,
203062960016,20306296,1,1,R1,Yes,MAIZE PLOT,3,Acre,2.4000001,
203062960016,20306296,1,1,R2,Yes,TOBACCO PLOT,2,Acre,2.0699999,
203062960047,20306296,1,1,R1,Yes,LOCAL MAIZE,1.5,Acre,1.87,
203062960059,20306296,1,1,R1,Yes,LOCAL MAIZE,2.5,Hectare,2.77,
203062960059,20306296,1,1,R2,Yes,TOBACCO,2,Acre,.47,
203062960059,20306296,1,1,R3,Yes,GROUNDNUTS,1,Acre,.14,
203062960068,20306296,1,1,R1,Yes,HYBRID MAIZE,1.25,Acre,.58999997,
203062960068,20306296,1,1,R2,Yes,TOBACCO,.5,Acre,.58999997,
203062960071,20306296,1,1,R1,Yes,BURLEY TOBACCO,.5,Acre,.60000002,
203062960071,20306296,1,1,R2,Yes,LOCAL MAIZE,.5,Acre,.56,
203062960071,20306296,1,1,R3,Yes,GROUNDNUTS,.5,Acre,.55000001,
203062960071,20306296,1,1,R4,Yes,SOYA BEANS,.5,Acre,2.6099999,
203062960077,20306296,1,1,R1,Yes,MAIZE PLOT,1,Acre,3.6099999,
203062960077,20306296,1,1,R2,Yes,SOYA PLOT,.5,Acre,1.34,
203062960079,20306296,1,1,R1,Yes,LOCAL MAIZE,1.5,Acre,1.48,
203062960079,20306296,1,1,R2,Yes,TOBACCO,1,Acre,1.2,
203062960079,20306296,1,1,R3,Yes,SOYA,.5,Acre,.18000001,
203062960079,20306296,1,1,R4,Yes,GROUNDNUTS,.5,Acre,.17,
203062960083,20306296,1,1,R1,Yes,MAIZE PLOT,1.5,Acre,1.25,
203062960083,20306296,1,1,R2,Yes,TOBACCO PLOT,.5,Acre,.54000002,
203062960085,20306296,1,1,R1,Yes,GROUNDNUTS,.75,Acre,.22,
203062960085,20306296,1,1,R2,Yes,SOYA BEANS,.75,Acre,.12,
203062960085,20306296,1,1,R3,Yes,HYBRID MAIZE,1.5,Acre,1.5599999,
203062960089,20306296,1,1,R1,Yes,MAIZE PLOT,.5,Acre,.80000001,
203062960100,20306296,1,1,R1,Yes,LOCAL MAIZE,.5,Acre,.44,
203062960100,20306296,1,1,R2,Yes,TOBACCO,.5,Acre,.82999998,
203062960122,20306296,1,1,R1,Yes,LOCAL MAIZE,1.5,Acre,1.7,
